rxn	name	ec	chem_class	dg_eq	dg_dgp	dgp_uncertainty	eq_uncertainty	absdiff
rxn59776			Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn00230	diphosphate:acetate phosphotransferase	2.7.2.12	Group transfer: phosphoryl	5.7300	5.7300	0.8900	0.1539	0.0000
rxn56314	67432		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn56331	67504		Other / unclassified	-0.0000	-0.0000	0.8700	0.0000	0.0000
rxn56330	67500		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn56327	67488		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56319	67456		Other / unclassified	0.0000	-0.0000	0.8700	0.0000	0.0000
rxn56315	67436		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56335	67520		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56333	67512		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56351	67584		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn56394	67780		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56391	67768		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56390	67764		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56389	67760		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56388	67756		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn56408	67836		Other / unclassified	0.0000	-0.0000	0.8700	0.0000	0.0000
rxn56404	67820		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn03281	delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase	5.3.3.5	Isomerisation / rearrangement	1.6300	1.6300	1.2200	0.7007	0.0000
rxn02360	trans-4-Hydroxy-L-proline 2-epimerase	5.1.1.8	Isomerisation / rearrangement	0.0100	0.0100	1.2200	0.7007	0.0000
rxn54091	56412		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn31400	R_Glycolate_NAD__oxidoreductase	1.1.1.26;1.1.1.29;1.1.99.14	Redox: carbon, hydride transfer	10.5600	10.5600	0.9000	0.2043	0.0000
rxn00373	Oxalate carboxy-lyase	4.1.1.2	C-C bond: carboxylation / decarboxylation	-3.9700	-3.9700	1.5500	1.0427	0.0000
rxn00779	D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase	1.2.1.9	Redox: carbon, hydride transfer	-10.0900	-10.0900	0.8700	0.1282	0.0000
rxn52807	49436		Other / unclassified	-0.0000	-0.0000	0.8700	0.0000	0.0000
rxn53440	53180		Other / unclassified	-0.5800	-0.5800	0.9300	0.2861	0.0000
rxn01532	all-trans-Retinal 11-cis-trans-isomerase	5.2.1.3	Isomerisation / rearrangement	1.8400	1.8400	1.2200	0.7007	0.0000
rxn55532	63776		Other / unclassified	0.0000	-0.0000	0.8700	0.0000	0.0000
rxn55535	63788		Other / unclassified	0.0000	-0.0000	0.8700	0.0000	0.0000
rxn04082	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	Isomerisation / rearrangement	-0.1200	-0.1200	0.9500	0.3134	0.0000
rxn38681	RXN66-320.r	5.3.3.5	Isomerisation / rearrangement	1.6300	1.6300	1.2200	0.7007	0.0000
rxn38680	RXN66-320.e	5.3.3.5	Isomerisation / rearrangement	1.6300	1.6300	1.2200	0.7007	0.0000
rxn19742	GABA-oxoglutarate aminotransferase	2.6.1.19	Group transfer: amino / amido	1.5700	1.5700	0.9700	0.3504	0.0000
rxn34248	Oxalate decarboxylase	4.1.1.2	C-C bond: carboxylation / decarboxylation	-3.9700	-3.9700	1.5500	1.0427	0.0000
rxn34300	glycolate dehydrogenase	1.1.1.26;1.1.1.29;1.1.99.14	Redox: carbon, hydride transfer	10.5600	10.5600	0.9000	0.2043	0.0000
rxn54659	59396		Other / unclassified	-0.0000	-0.0000	1.2200	0.7007	0.0000
rxn00512	Glycolate:NAD+ oxidoreductase	1.1.1.26;1.1.1.29;1.1.99.14	Redox: carbon, hydride transfer	10.5600	10.5600	0.9000	0.2043	0.0000
rxn27867	GABA transaminase	2.6.1.19	Group transfer: amino / amido	1.5700	1.5700	0.9700	0.3504	0.0000
rxn15726	R08198	1.1.1.95;1.1.99.2	Redox: carbon, hydride transfer	6.5400	6.5400	1.0600	0.4955	0.0000
rxn01259	Isomaltose 6-alpha-D-glucanohydrolase	3.2.1.10	Hydrolysis	-2.0100	-2.0100	0.9000	0.2037	0.0000
rxn51796	43796		Other / unclassified	0.0000	-0.0000	0.8700	0.0000	0.0000
rxn51798	43804		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn51802	43820		Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn51803	43824		Other / unclassified	-0.0200	-0.0200	0.8700	0.0000	0.0000
rxn51801	43816		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn51800	43812		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn51799	43808		Other / unclassified	-0.0000	0.0000	0.8700	0.0000	0.0000
rxn01057	lactate racemase	5.1.2.1	Isomerisation / rearrangement	0.7400	0.7400	1.0700	0.5075	0.0000
rxn01204	4-aminobutanoate:2-oxoglutarate aminotransferase	2.6.1.19	Group transfer: amino / amido	1.5700	1.5700	0.9700	0.3504	0.0000
rxn59927			Other / unclassified	0.0000	0.0000	0.8700	0.0000	0.0000
rxn01682	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.8;4.2.1.20	C-C bond: aldol / Claisen	4.5900	4.5800	1.2200	0.7007	0.0100
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	1.5.1.17	Redox: carbon, hydride transfer	8.1600	8.1700	1.2200	0.7007	0.0100
rxn31851	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	C-C bond: aldol / Claisen	4.7200	4.7100	1.2200	0.7007	0.0100
rxn28615	tryptophan synthase alpha	4.1.2.8;4.2.1.20	C-C bond: aldol / Claisen	4.5900	4.5800	1.2200	0.7007	0.0100
rxn33281	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.8;4.2.1.20	C-C bond: aldol / Claisen	4.5900	4.5800	1.2200	0.7007	0.0100
rxn15055	L-ornithine:2-oxoglutarate aminotransferase	2.6.1.13	Group transfer: amino / amido	-2.1300	-2.1200	1.2200	0.7007	0.0100
rxn26348	RXN0-5455.c	1.2.1.-	Redox: carbon, hydride transfer	-12.1000	-12.1100	10.3000	0.7456	0.0100
rxn01620	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	C-C bond: aldol / Claisen	4.7200	4.7100	1.2200	0.7007	0.0100
rxn19740	(S)-malate hydro-lyase	4.2.1.2	Addition / elimination	0.8200	0.8100	0.8700	0.0665	0.0100
rxn33857	Fumarate Hydratase	4.2.1.2	Addition / elimination	0.8200	0.8100	0.8700	0.0665	0.0100
rxn33858	Fumarate Hydratase	4.2.1.2	Addition / elimination	0.8200	0.8100	0.8700	0.0665	0.0100
rxn27720	glutamic-aspartic aminotransferase	2.6.1.1	Group transfer: amino / amido	0.6800	0.6900	0.8800	0.1299	0.0100
rxn27719	glutamic-aspartic aminotransferase	2.6.1.1	Group transfer: amino / amido	0.6800	0.6900	0.8800	0.1299	0.0100
rxn00799	(S)-malate hydro-lyase (fumarate-forming)	4.2.1.2	Addition / elimination	0.8200	0.8100	0.8700	0.0665	0.0100
rxn30355	aspartate transaminase, peroxisomal	2.6.1.1	Group transfer: amino / amido	0.6800	0.6900	0.8800	0.1299	0.0100
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	2.6.1.1	Group transfer: amino / amido	0.6800	0.6900	0.8800	0.1299	0.0100
rxn33856	Fumarate Hydratase	4.2.1.2	Addition / elimination	0.8200	0.8100	0.8700	0.0665	0.0100
rxn31753	GDP-mannose 3,5-epimerase	5.1.3.18	Isomerisation / rearrangement	0.4000	0.4100	1.2200	0.7007	0.0100
rxn00643	GDP-mannose 3,5-epimerase	5.1.3.18	Isomerisation / rearrangement	0.4000	0.4100	1.2200	0.7007	0.0100
rxn31751	GDP-mannose 3,5-epimerase	5.1.3.18	Isomerisation / rearrangement	0.4000	0.4100	1.2200	0.7007	0.0100
rxn01258	chorismate hydroxymutase	5.4.4.2;5.4.99.6	Isomerisation / rearrangement	0.2300	0.2400	1.0000	0.4046	0.0100
rxn19940	MenF	5.4.4.2;5.4.99.6	Isomerisation / rearrangement	0.2300	0.2400	1.0000	0.4046	0.0100
rxn19085	L-alanine racemase	5.1.1.1	Isomerisation / rearrangement	-0.0100	0.0000	0.9100	0.2405	0.0100
rxn00283	alanine racemase	5.1.1.1	Isomerisation / rearrangement	-0.0100	0.0000	0.9100	0.2405	0.0100
rxn03876	Cyclohexa-1,5-dienecarbonyl-CoA hydro-lyase	4.2.1.100	Addition / elimination	0.0100	0.0200	1.2200	0.7007	0.0100
rxn38030	ALARACECAT-RXN.e	5.1.1.1	Isomerisation / rearrangement	-0.0100	0.0000	0.9100	0.2405	0.0100
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	5.4.99.1	Isomerisation / rearrangement	-1.6700	-1.6800	1.1100	0.5646	0.0100
rxn33255	UDP-glucuronate 4-epimerase	5.1.3.6	Isomerisation / rearrangement	-0.2700	-0.2600	1.0000	0.4046	0.0100
rxn33253	UDP-glucuronate 4-epimerase	5.1.3.6	Isomerisation / rearrangement	-0.2700	-0.2600	1.0000	0.4046	0.0100
rxn27794	Carbamoylaspartic dehydrase	3.5.2.3	Hydrolysis	-1.0600	-1.0700	1.0000	0.4046	0.0100
rxn01008	UDP-glucuronate 4-epimerase	5.1.3.6	Isomerisation / rearrangement	-0.2700	-0.2600	1.0000	0.4046	0.0100
rxn00321	L-Lysine 2,3-aminomutase	5.4.3.2	Isomerisation / rearrangement	-1.1100	-1.1000	1.0600	0.4955	0.0100
rxn01638	L-5-Carboxymethylhydantoin amidohydrolase	3.5.2.4	Hydrolysis	-0.5300	-0.5200	1.2200	0.7007	0.0100
rxn31240	glucose-6-phosphate isomerase, putative	5.1.3.15	Isomerisation / rearrangement	-0.3100	-0.3200	1.2200	0.7007	0.0100
rxn30552	phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn17751	DHQase	4.2.1.10	Addition / elimination	-1.2600	-1.2700	1.0600	0.4955	0.0100
rxn35449	dihydroorotase	3.5.2.3	Hydrolysis	1.0600	1.0700	1.0000	0.4046	0.0100
rxn34773	galactinol---raffinose galactosyltransferase	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn33456	Galactinol-raffinose galactosyltransferase	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn32185	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn41602			Redox: heteroatom (S)	0.3100	0.3000	0.9100	0.3127	0.0100
rxn53944	55676		Other / unclassified	-1.0100	-1.0200	0.9500	0.3134	0.0100
rxn02213	3-Dehydroquinate hydro-lyase	4.2.1.10	Addition / elimination	-1.2600	-1.2700	1.0600	0.4955	0.0100
rxn02756	2-methyleneglutarate carboxy-methylenemethylmutase	5.4.99.4	Isomerisation / rearrangement	0.9000	0.9100	1.2200	0.7007	0.0100
rxn02451	1-alpha-D-Galactosyl-myo-inositol:raffinose galactosyltransferase	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn02263	L-fucose aldose-ketose-isomerase	5.3.1.25;5.3.1.3	Isomerisation / rearrangement	1.3000	1.2900	1.2200	0.7007	0.0100
rxn33454	Galactinol-raffinose galactosyltransferase	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn01457	D-Galacturonate aldose-ketose-isomerase	5.3.1.12	Isomerisation / rearrangement	0.3200	0.3300	1.0600	0.4955	0.0100
rxn01465	(S)-dihydroorotate amidohydrolase	3.5.2.3	Hydrolysis	-1.0600	-1.0700	1.0000	0.4046	0.0100
rxn01410	L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming]	4.2.1.89	Addition / elimination	-0.2500	-0.2600	1.2200	0.7007	0.0100
rxn32189	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn32187	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn32193	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn02204	Methylitaconate delta2-delta3-isomerase	5.3.3.6	Isomerisation / rearrangement	-0.7600	-0.7500	1.2200	0.7007	0.0100
rxn02625	L-threo-3-Methylaspartate ammonia-lyase	4.3.1.2	Addition / elimination	1.0700	1.0800	1.0300	0.4499	0.0100
rxn37930	2.4.1.67-RXN.e	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn19738	L-fucose isomerase	5.3.1.25;5.3.1.3	Isomerisation / rearrangement	1.3000	1.2900	1.2200	0.7007	0.0100
rxn38824	UDP-GLUCURONATE-4-EPIMERASE-RXN.n	5.1.3.6	Isomerisation / rearrangement	-0.2700	-0.2600	1.0000	0.4046	0.0100
rxn33244	UDP-glucuronate 4-epimerase	5.1.3.6	Isomerisation / rearrangement	-0.2700	-0.2600	1.0000	0.4046	0.0100
rxn33468	Galactinol-raffinose galactosyltransferase	2.4.1.67	Other / unclassified	-0.8300	-0.8400	1.0600	0.4955	0.0100
rxn17752	DHQase	4.2.1.10	Addition / elimination	-1.2600	-1.2700	1.0600	0.4955	0.0100
rxn00495	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)	4.3.1.24;4.3.1.25;4.3.1.5	Addition / elimination	-0.8800	-0.8900	0.8800	0.1324	0.0100
rxn30580	3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	Addition / elimination	-1.2600	-1.2700	1.0600	0.4955	0.0100
rxn01051	cellotriose glucohydrolase	3.2.1.74	Hydrolysis	-2.8700	-2.8600	0.9000	1.0563	0.0100
rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	1.1.1.8;1.1.1.94	Redox: carbon, hydride transfer	6.1500	6.1400	0.8900	0.1756	0.0100
rxn14063	2-dehydro-L-idonate:NADP+ 5-oxidoreductase	1.1.1.346	Redox: carbon, hydride transfer	7.1800	7.1900	1.0600	0.4955	0.0100
rxn30381	glycerol-3-phosphate dehydrogenase (NAD), mitochondrial	1.1.1.8;1.1.1.94	Redox: carbon, hydride transfer	-6.1500	-6.1400	0.8900	0.1756	0.0100
rxn27460	NAD-dependent glycerol-3-phosphate dehydrogenase	1.1.1.8;1.1.1.94	Redox: carbon, hydride transfer	6.1500	6.1400	0.8900	0.1756	0.0100
rxn37873	1.1.1.8-RXN.e	1.1.1.8;1.1.1.94	Redox: carbon, hydride transfer	6.1500	6.1400	0.8900	0.1756	0.0100
rxn30676	GAPOXNPHOSPHN-RXN		Redox: carbon, hydride transfer	-7.6300	-7.6100	0.8900	0.5683	0.0200
rxn03610	R05298	4.1.3.-;4.1.3.39;4.1.3.43	C-C bond: aldol / Claisen	-2.7600	-2.7400	14.1000	0.2983	0.0200
rxn02651	L-Threonate:NAD+ 3-oxidoreductase	1.1.1.129	Redox: carbon, hydride transfer	4.2500	4.2300	1.0000	0.4046	0.0200
rxn00931	L-Proline:NADP+ 5-oxidoreductase	1.5.1.2	Redox: carbon, hydride transfer	11.9900	12.0100	1.2200	0.7007	0.0200
rxn00402	N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming)	1.5.1.11	Redox: carbon, hydride transfer	7.5100	7.4900	1.2200	0.7007	0.0200
rxn27700	ALCOHOL-DEHYDROG-RXN.d	1.1.1.1;1.1.1.71	Redox: carbon, hydride transfer	5.0500	5.0300	0.8700	0.0773	0.0200
rxn38034	ALCOHOL-DEHYDROG-RXN.n	1.1.1.1;1.1.1.71	Redox: carbon, hydride transfer	5.0500	5.0300	0.8700	0.0773	0.0200
rxn38033	ALCOHOL-DEHYDROG-RXN.e	1.1.1.1;1.1.1.71	Redox: carbon, hydride transfer	5.0500	5.0300	0.8700	0.0773	0.0200
rxn38886	L-amino acid oxidase	1.4.3.2	Redox: O2 as terminal acceptor	-22.8900	-22.9100	1.5100	1.0074	0.0200
rxn00499	(S)-Lactate:NAD+ oxidoreductase	1.1.1.27	Redox: carbon, hydride transfer	6.4000	6.4200	0.8800	0.1098	0.0200
rxn38889	L-amino acid oxidase	1.4.3.2	Redox: O2 as terminal acceptor	-22.8900	-22.9100	1.5100	1.0074	0.0200
rxn38909	P5CR	1.5.1.2	Redox: carbon, hydride transfer	11.9900	12.0100	1.2200	0.7007	0.0200
rxn30083	ALCOHOL-DEHYDROG-RXN.m	1.1.1.1;1.1.1.71	Redox: carbon, hydride transfer	5.0500	5.0300	0.8700	0.0773	0.0200
rxn34240	L-lactate dehydrogenase, mitochondria	1.1.1.27	Redox: carbon, hydride transfer	6.4000	6.4200	0.8800	0.1098	0.0200
rxn34239	L-lactate dehydrogenase	1.1.1.27	Redox: carbon, hydride transfer	6.4000	6.4200	0.8800	0.1098	0.0200
rxn00543	ethanol:NAD+ oxidoreductase	1.1.1.1;1.1.1.71	Redox: carbon, hydride transfer	5.0500	5.0300	0.8700	0.0773	0.0200
rxn28114	P5CR	1.5.1.2	Redox: carbon, hydride transfer	11.9900	12.0100	1.2200	0.7007	0.0200
rxn20017	threonate dehydrogenase	1.1.1.129	Redox: carbon, hydride transfer	4.2500	4.2300	1.0000	0.4046	0.0200
rxn54739	59828		Redox: heteroatom (S)	8.2500	8.2700	1.2200	0.6985	0.0200
rxn00510	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	1.5.1.7	Redox: carbon, hydride transfer	8.7500	8.7700	1.2200	0.7007	0.0200
rxn00500	(R)-Lactate:NAD+ oxidoreductase	1.1.1.28	Redox: carbon, hydride transfer	5.6600	5.6800	1.0600	0.4955	0.0200
rxn34235	D-lactate dehydrogenase	1.1.1.28	Redox: carbon, hydride transfer	5.6600	5.6800	1.0600	0.4955	0.0200
rxn01080	D-glucuronate aldose-ketose-isomerase	5.3.1.12	Isomerisation / rearrangement	0.1500	0.1300	1.2200	0.7007	0.0200
rxn01154	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase (D-glutamate-forming)	2.6.1.54	Other / unclassified	-0.0600	-0.0400	1.3800	0.6969	0.0200
rxn32569	UDP-D-xylose 4-epimerase	5.1.3.5	Isomerisation / rearrangement	-0.0200	-0.0400	1.0000	0.2023	0.0200
rxn01075	UDP-L-arabinose 4-epimerase	5.1.3.5	Isomerisation / rearrangement	-0.0200	-0.0400	1.0000	0.2023	0.0200
rxn01761	L-Rhamnose ketol-isomerase	5.3.1.14	Isomerisation / rearrangement	0.0300	0.0500	1.0000	0.4046	0.0200
rxn20777	rhamnose isomerase	5.3.1.14	Isomerisation / rearrangement	0.0300	0.0500	1.0000	0.4046	0.0200
rxn01241	Dihydrolipoamide:NAD+ oxidoreductase	1.8.1.4	Redox: heteroatom (S)	1.1000	1.0800	0.9100	0.2216	0.0200
rxn50768	38171		Redox: heteroatom (S)	-1.7800	-1.8000	12.5800	0.5173	0.0200
rxn27792	Dihydrolipoamide dehydrogenase	1.8.1.4	Redox: heteroatom (S)	1.1000	1.0800	0.9100	0.2216	0.0200
rxn27791	Dihydrolipoamide dehydrogenase	1.8.1.4	Redox: heteroatom (S)	1.1000	1.0800	0.9100	0.2216	0.0200
rxn02914	3-Phosphoserine:2-oxoglutarate aminotransferase	2.6.1.52	Group transfer: amino / amido	2.6000	2.5800	0.8700	0.0899	0.0200
rxn02622	(S)-2-Methylmalate hydro-lyase	4.2.1.34	Addition / elimination	0.7700	0.7500	1.1100	0.5646	0.0200
rxn20630	3PHP transaminase	2.6.1.52	Group transfer: amino / amido	2.6000	2.5800	0.8700	0.0899	0.0200
rxn41213		1.1.99.40	Other / unclassified	0.8800	0.8600	1.2200	0.7007	0.0200
rxn38078	Dihydrolipoamide dehydrogenase	1.8.1.4	Redox: heteroatom (S)	1.1000	1.0800	0.9100	0.2216	0.0200
rxn00783	2-dehydro-3-deoxy-D-galactonate-6-phosphate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)	4.1.2.21;4.1.2.55	C-C bond: aldol / Claisen	3.3100	3.3300	1.2200	0.7007	0.0200
rxn02591	9-cis,12-cis-Octadecadienoate delta12-cis-delta11-trans-isomerase	5.2.1.5	Isomerisation / rearrangement	-2.5200	-2.5000	1.2200	0.7007	0.0200
rxn02210	2-Dehydro-3-deoxy-D-fuconate glycolaldehyde	4.1.2.18	C-C bond: aldol / Claisen	3.9700	3.9900	11.6400	0.6202	0.0200
rxn39904	5-deoxy-D-glucuronate aldose-ketose-isomerase	5.3.1.30	Isomerisation / rearrangement	-0.4800	-0.5000	11.0400	0.1120	0.0200
rxn47213			Other / unclassified	0.4800	0.5000	11.0400	0.1120	0.0200
rxn01626	5,6-Dihydrouracil amidohydrolase	3.5.2.2	Hydrolysis	-1.9800	-2.0000	1.0000	0.4046	0.0200
rxn31924	Dihydropyrimidinase	3.5.2.2	Hydrolysis	-1.9800	-2.0000	1.0000	0.4046	0.0200
rxn27683	S-adenosyl-L-homocysteine hydrolase	3.3.1.1	Redox: heteroatom (S)	8.3000	8.2800	1.2200	0.7007	0.0200
rxn33400	Adenosylhomocysteinase	3.3.1.1	Redox: heteroatom (S)	8.3000	8.2800	1.2200	0.7007	0.0200
rxn00141	S-Adenosyl-L-homocysteine hydrolase	3.3.1.1	Redox: heteroatom (S)	8.3000	8.2800	1.2200	0.7007	0.0200
rxn30600	ADENOSYLHOMOCYSTEINASE-RXN	3.3.1.1	Redox: heteroatom (S)	8.3000	8.2800	1.2200	0.7007	0.0200
rxn49891	29551		Group transfer: phosphoryl	-7.4800	-7.5100	1.0000	0.9426	0.0300
rxn01745	(R)-Malate hydro-lyase	4.2.1.31	Addition / elimination	4.5100	4.4800	1.2200	0.7007	0.0300
rxn00010	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)	4.1.1.47	C-C bond: carboxylation / decarboxylation	-4.4900	-4.5200	1.5400	1.0617	0.0300
rxn03087	N-Succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase	2.6.1.17	Group transfer: amino / amido	-0.2300	-0.2000	1.0600	0.7007	0.0300
rxn33231	Aconitate hydratase	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn19262	CARNRACE-RXN.c	5.-.-.-;5.1.2.M1	Isomerisation / rearrangement	0.6300	0.6000	1.1700	0.6397	0.0300
rxn33227	Aconitate hydratase	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn19039	aconitase	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn31223	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn30619	AconDHatase	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn00974	citrate hydro-lyase (cis-aconitate-forming)	4.2.1.3;4.2.1.4	Addition / elimination	2.0200	1.9900	0.9300	0.2710	0.0300
rxn00462	phosphoenolpyruvate 2,3-phosphonomutase	5.4.2.9	Isomerisation / rearrangement	3.8800	3.9100	1.2200	0.7007	0.0300
rxn01702	retinyl-palmitate palmitohydrolase	3.1.1.-;3.1.1.1;3.1.1.21	Hydrolysis	4.7400	4.7100	1.2200	0.7007	0.0300
rxn09340	UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)	3.6.1.45	Group transfer: phosphoryl	-6.4600	-6.4300	13.8700	0.8038	0.0300
rxn04092	D-alanine:oxygen oxidoreductase (deaminating)	1.4.3.19;1.4.3.3	Redox: O2 as terminal acceptor	-22.8800	-22.9100	1.5400	1.0349	0.0300
rxn25826	dimethylsulfide hydroxylase	1.14.13.-;1.14.13.M46	Oxygenation: O2 incorporated	-49.1300	-49.1000	1.5100	1.0064	0.0300
rxn30307	D-alanine:oxygen oxidoreductase (deaminating)	1.4.3.19;1.4.3.3	Redox: O2 as terminal acceptor	-22.8800	-22.9100	1.5400	1.0349	0.0300
rxn02900	(2-Aminoethyl)phosphonate:pyruvate aminotransferase	2.6.1.37	Other / unclassified	0.7000	0.6600	1.2200	0.7007	0.0400
rxn01054	(S)-Lactate:oxaloacetate oxidoreductase	1.1.99.7	Other / unclassified	-0.6700	-0.7100	0.8800	0.1298	0.0400
rxn00404	L-Arginine:glycine amidinotransferase	2.1.4.1	Other / unclassified	-0.1100	-0.0700	1.2200	0.7007	0.0400
rxn19855	arginine-glycine transamidinase	2.1.4.1	Other / unclassified	-0.1100	-0.0700	1.2200	0.7007	0.0400
rxn01996	Methylmalonyl-CoA epimerase	5.1.99.1	Isomerisation / rearrangement	-0.0400	-0.0000	1.2200	0.7007	0.0400
rxn30146	2-DEHYDROPANTOATE-REDUCT-RXN.m	1.1.1.169	Redox: carbon, hydride transfer	4.5100	4.5500	1.2200	0.7007	0.0400
rxn35353	Pantoate:NADP+ 2-oxidoreductase, nucleus	1.1.1.169	Redox: carbon, hydride transfer	4.5100	4.5500	1.2200	0.7007	0.0400
rxn27983	Malate dehydrogenase (oxaloacetate decarboxylating) (NADP+)	1.1.1.40	Redox: carbon, hydride transfer	2.9100	2.8700	1.2600	0.7498	0.0400
rxn01157	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)	4.2.1.48	Addition / elimination	-2.0200	-1.9800	0.9500	0.3134	0.0400
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	1.1.1.40	Redox: carbon, hydride transfer	2.9100	2.8700	1.2600	0.7498	0.0400
rxn01790	(R)-Pantoate:NADP+ 2-oxidoreductase	1.1.1.169	Redox: carbon, hydride transfer	4.5100	4.5500	1.2200	0.7007	0.0400
rxn35214	threonine aldolase	4.1.2.5	C-C bond: aldol / Claisen	2.3800	2.4200	1.0900	0.5361	0.0400
rxn00541	L-threonine acetaldehyde-lyase (glycine-forming)	4.1.2.5	C-C bond: aldol / Claisen	2.3800	2.4200	1.0900	0.5361	0.0400
rxn37906	2-DEHYDROPANTOATE-REDUCT-RXN.d	1.1.1.169	Redox: carbon, hydride transfer	4.5100	4.5500	1.2200	0.7007	0.0400
rxn32998	Threonine aldolase	4.1.2.5	C-C bond: aldol / Claisen	2.3800	2.4200	1.0900	0.5361	0.0400
rxn32996	Threonine aldolase	4.1.2.5	C-C bond: aldol / Claisen	2.3800	2.4200	1.0900	0.5361	0.0400
rxn01277	D-gluconate:NADP+ 2-oxidoreductase	1.1.1.215	Redox: carbon, hydride transfer	4.1900	4.2300	0.9000	0.2113	0.0400
rxn27982	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)	1.1.1.40	Redox: carbon, hydride transfer	2.9100	2.8700	1.2600	0.7498	0.0400
