rxn	name	ec	chem_class	dg_eq	dg_dgp	dgp_uncertainty	eq_uncertainty	absdiff
rxn00474	L-serine hydro-lyase (adding indole; L-tryptophan-forming)	4.2.1.122;4.2.1.20	Addition / elimination	-12.1300	-11.9700	0.9200	0.2682	0.1600
rxn26013	L-serine hydro-lyase [adding indole, L-tryptophan-forming]	4.2.1.122;4.2.1.20	Addition / elimination	-12.1300	-11.9700	0.9200	0.2682	0.1600
rxn32105	2-dehydro-3-deoxyphosphoheptonate aldolase	2.5.1.54;4.1.2.15	C-C bond: aldol / Claisen	-17.8300	-17.9900	3.2500	0.5619	0.1600
rxn30979	RXN0-2382	4.2.1.122;4.2.1.20	Addition / elimination	-12.1300	-11.9700	0.9200	0.2682	0.1600
rxn38069	DAHPSYN-RXN.n	2.5.1.54;4.1.2.15	C-C bond: aldol / Claisen	-17.8300	-17.9900	3.2500	0.5619	0.1600
rxn20523	3-phosphoglyceric acid dehydrogenase	1.1.1.95	Redox: carbon, hydride transfer	8.1100	8.2700	0.8800	0.1348	0.1600
rxn19827	L-glutamate:NAD+ oxidoreductase (deaminating)	1.4.1.2;1.4.1.3;1.4.1.4	Redox: carbon, hydride transfer	8.7200	8.8800	0.8700	0.0664	0.1600
rxn01101	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase	1.1.1.95	Redox: carbon, hydride transfer	8.1100	8.2700	0.8800	0.1348	0.1600
rxn00332	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating)	2.2.1.5	C-C bond: carboxylation / decarboxylation	7.0900	6.9300	12.8000	0.9342	0.1600
rxn34790	glutamate dehydrogenase, mitochondria	1.4.1.2;1.4.1.3;1.4.1.4	Redox: carbon, hydride transfer	8.7200	8.8800	0.8700	0.0664	0.1600
rxn34793	glutamate dehydrogenase	1.4.1.2;1.4.1.3;1.4.1.4	Redox: carbon, hydride transfer	8.7200	8.8800	0.8700	0.0664	0.1600
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	1.4.1.2;1.4.1.3;1.4.1.4	Redox: carbon, hydride transfer	8.7200	8.8800	0.8700	0.0664	0.1600
rxn01251	Pyridoxamine:oxygen oxidoreductase (deaminating)	1.4.3.5	Redox: O2 as terminal acceptor	-22.7700	-22.6000	1.7400	1.2272	0.1700
rxn35556	Pyridoxamine:oxygen oxidoreductase (deaminating)	1.4.3.5	Redox: O2 as terminal acceptor	-22.7700	-22.6000	1.7400	1.2272	0.1700
rxn33258	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	C-C bond: carboxylation / decarboxylation	4.0400	4.2100	6.8900	0.5378	0.1700
rxn33259	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	C-C bond: carboxylation / decarboxylation	4.0400	4.2100	6.8900	0.5378	0.1700
rxn04952	L-aspartate:NAD+ oxidoreductase (deaminating)	1.4.1.21	Redox: carbon, hydride transfer	9.4000	9.5700	0.8800	0.1286	0.1700
rxn00022	maltose glucohydrolase	3.2.1.20	Hydrolysis	-3.4000	-3.5700	0.9800	0.3774	0.1700
rxn15044	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	C-C bond: carboxylation / decarboxylation	4.0400	4.2100	6.8900	0.5378	0.1700
rxn01239	L-Sorbose:NADP+ 5-oxidoreductase	1.1.1.123	Redox: carbon, hydride transfer	5.0700	4.9000	1.1100	0.5783	0.1700
rxn33493	L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase	1.5.1.12	Redox: carbon, hydride transfer	-9.1100	-8.9400	11.6400	0.2604	0.1700
rxn33237	D-4-Hydroxy-2-oxoglutarate glyoxylate-lyase	4.1.1.3;4.1.2.14;4.1.3.16	C-C bond: carboxylation / decarboxylation	4.0400	4.2100	6.8900	0.5378	0.1700
rxn30330	L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial	1.5.1.12	Redox: carbon, hydride transfer	-9.1100	-8.9400	11.6400	0.2604	0.1700
rxn08429	fructose 6-phosphate aldolase		Other / unclassified	3.7900	3.9600	0.9100	0.6090	0.1700
rxn30130	Probable alpha-glucosidase FSP2	3.2.1.20	Hydrolysis	-3.4000	-3.5700	0.9800	0.3774	0.1700
rxn45217			Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn02681	Octanoyl-CoA:L-carnitine O-octanoyltransferase	2.3.1.137	Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn43392			Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn44056		2.3.1.137	Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn51979	44856		Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn51978	44852		Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn51976	44844		Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn47088			Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn40543		2.3.1.21	Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn51977	44848		Redox: heteroatom (S)	-0.6600	-0.4900	1.2200	0.4093	0.1700
rxn00152	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	1.2.3.3	Redox: O2 as terminal acceptor	-37.6600	-37.8300	1.7700	1.2525	0.1700
rxn55813	65204		Redox: heteroatom (S)	-7.6200	-7.4400	1.1600	0.9387	0.1800
rxn20493	ornithine carbamoyltransferase	2.1.3.3	Other / unclassified	-7.1600	-7.3400	1.2200	0.7007	0.1800
rxn28051	RXN-13482.d	2.1.3.3	Other / unclassified	-7.1600	-7.3400	1.2200	0.7007	0.1800
rxn01019	Carbamoyl-phosphate:L-ornithine carbamoyltransferase	2.1.3.3	Other / unclassified	-7.1600	-7.3400	1.2200	0.7007	0.1800
rxn00140	adenosine 3',5'-phosphate 5'-nucleotidohydrolase	3.1.4.17;3.1.4.53	Hydrolysis	-9.7700	-9.9500	0.9200	0.2689	0.1800
rxn35432	adenosine 3',5'-phosphate 5'-nucleotidohydrolase, nucleus	3.1.4.17;3.1.4.53	Hydrolysis	-9.7700	-9.9500	0.9200	0.2689	0.1800
rxn34190	Aconitate hydratase, glyoxysome	4.2.1.3	Addition / elimination	1.6400	1.8200	0.8700	0.0790	0.1800
rxn35518	Aconitate hydratase, glyoxysome	4.2.1.3	Addition / elimination	1.6400	1.8200	0.8700	0.0790	0.1800
rxn30082	Aconitate hydratase, mitochondrial	4.2.1.3	Addition / elimination	1.6400	1.8200	0.8700	0.0790	0.1800
rxn00973	citrate hydroxymutase	4.2.1.3	Addition / elimination	1.6400	1.8200	0.8700	0.0790	0.1800
rxn00602	(R)-Methylmalonyl-CoA CoA-carbonylmutase	5.4.99.2	Isomerisation / rearrangement	-2.0000	-1.8100	1.0600	0.4955	0.1900
rxn02938	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase	4.1.1.21	C-C bond: carboxylation / decarboxylation	1.1100	1.3000	1.5200	1.0191	0.1900
rxn33097	AIRCARBOXY-RXN.d	4.1.1.21	C-C bond: carboxylation / decarboxylation	1.1100	1.3000	1.5200	1.0191	0.1900
rxn38026	AIRCARBOXY-RXN.e	4.1.1.21	C-C bond: carboxylation / decarboxylation	1.1100	1.3000	1.5200	1.0191	0.1900
rxn20202	(R)-methylmalonyl-CoA CoA-carbonylmutase	5.4.99.2	Isomerisation / rearrangement	-2.0000	-1.8100	1.0600	0.4955	0.1900
rxn53509	53480		Redox: carbon, hydride transfer	0.2900	0.1000	0.8900	0.3791	0.1900
rxn51484	42120		Redox: carbon, hydride transfer	-0.2900	-0.1000	0.8900	0.3791	0.1900
rxn02447	Androst-5-ene-3beta,17beta-diol:NADP+ oxidoreductase	1.1.1.51	Redox: carbon, hydride transfer	-0.2900	-0.1000	0.8900	0.3791	0.1900
rxn51492	42156		Redox: carbon, hydride transfer	0.2900	0.1000	0.8900	0.3791	0.1900
rxn01253	Pyridoxamine:pyruvate aminotransferase	2.6.1.30	Other / unclassified	0.1200	0.3100	1.2200	0.7007	0.1900
rxn00282	L-alanine:oxaloacetate aminotransferase	2.6.1.12	Group transfer: amino / amido	-0.6400	-0.4500	0.8900	0.1743	0.1900
rxn11174	rxn11174		Other / unclassified	-0.0500	-0.2400	0.9300	0.2684	0.1900
rxn54730	59776		Redox: O2 as terminal acceptor	-28.6800	-28.8700	1.7500	1.2337	0.1900
rxn54600	59052		C-C bond: carboxylation / decarboxylation	-5.9800	-6.1800	2.0600	0.9800	0.2000
rxn33750	Formate dehydrogenase (NADP+)	1.17.1.10;1.2.1.43	Redox: carbon, hydride transfer	3.4300	3.6300	1.2900	0.7834	0.2000
rxn00103	formate:NADP+ oxidoreductase	1.17.1.10;1.2.1.43	Redox: carbon, hydride transfer	-3.4300	-3.6300	1.2900	0.7834	0.2000
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn38029	GPT	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn27698	glutamic-pyruvic aminotransferase	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn27697	Alanine aminotransferase	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn38028	GPT	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn31211	alanine aminotransferase, putative	2.6.1.2	Group transfer: amino / amido	0.0400	0.2400	0.8800	0.1270	0.2000
rxn01974	LL-2,6-Diaminoheptanedioate 2-epimerase	5.1.1.7	Isomerisation / rearrangement	-0.4000	-0.2000	1.0600	0.7007	0.2000
rxn02896	R04147	5.1.1.17	Isomerisation / rearrangement	0.0000	-0.2000	1.0600	0.0000	0.2000
rxn00320	lysine racemase	5.1.1.5;5.1.1.9	Isomerisation / rearrangement	0.0000	-0.2000	1.0600	0.7007	0.2000
rxn54660	59400		Other / unclassified	0.0000	-0.2000	1.0600	0.0000	0.2000
rxn27789	DIAMINOPIMEPIM-RXN.d	5.1.1.7	Isomerisation / rearrangement	-0.4000	-0.2000	1.0600	0.7007	0.2000
rxn33305	RXN-8632		Redox: carbon, hydride transfer	-4.4600	-4.6600	9.9100	0.2357	0.2000
rxn31868	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.-;4.1.2.13	C-C bond: aldol / Claisen	-4.9800	-4.7800	1.0000	0.6716	0.2000
rxn01334	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.-;4.1.2.13	C-C bond: aldol / Claisen	4.9800	4.7800	1.0000	0.6716	0.2000
rxn28981	SEDOBISALDOL-RXN.d	4.1.2.-;4.1.2.13	C-C bond: aldol / Claisen	-4.9800	-4.7800	1.0000	0.6716	0.2000
rxn25047	RXN-8632.c		Redox: carbon, hydride transfer	4.4600	4.6600	9.9100	0.2357	0.2000
rxn30324	Urea amidohydrolase	3.5.1.5	C-C bond: carboxylation / decarboxylation	-6.9600	-7.1600	1.5900	1.0879	0.2000
rxn00101	Urea amidohydrolase	3.5.1.5	C-C bond: carboxylation / decarboxylation	-6.9600	-7.1600	1.5900	1.0879	0.2000
rxn01818	Trimethylamine-N-oxide formaldehyde-lyase	4.1.2.32	C-C bond: aldol / Claisen	-45.2500	-45.4500	1.7800	1.2593	0.2000
rxn35215	threonine ammonia-lyase (serine)	4.2.1.13;4.3.1.17;4.3.1.19	Addition / elimination	-7.2200	-7.0100	0.9100	0.2211	0.2100
rxn24213	4-aminobutyrate transaminase (pyruvate dependent)	2.6.1.-;2.6.1.19;2.6.1.96	Other / unclassified	1.5300	1.3200	0.9800	0.3727	0.2100
rxn28141	Ribose 5-phosphate epimerase	5.3.1.6	Isomerisation / rearrangement	0.5000	0.7100	0.8800	0.1828	0.2100
rxn00165	L-serine ammonia-lyase	4.2.1.13;4.3.1.17;4.3.1.19	Addition / elimination	-7.2200	-7.0100	0.9100	0.2211	0.2100
rxn24212	4-aminobutyrate transaminase (pyruvate dependent)	2.6.1.-;2.6.1.19;2.6.1.96	Other / unclassified	1.5300	1.3200	0.9800	0.3727	0.2100
rxn32961	L-serine ammonia-lyase	4.2.1.13;4.3.1.17;4.3.1.19	Addition / elimination	-7.2200	-7.0100	0.9100	0.2211	0.2100
rxn28328	RXN-6902.d	2.6.1.-;2.6.1.19;2.6.1.96	Other / unclassified	1.5300	1.3200	0.9800	0.3727	0.2100
rxn38284	RIB5PISOM-RXN.n	5.3.1.6	Isomerisation / rearrangement	0.5000	0.7100	0.8800	0.1828	0.2100
rxn00421	diphosphate:L-serine O-phosphotransferase	2.7.1.80	Group transfer: phosphoryl	-1.5400	-1.3300	0.8700	0.0787	0.2100
rxn00777	D-ribose-5-phosphate aldose-ketose-isomerase	5.3.1.6	Isomerisation / rearrangement	0.5000	0.7100	0.8800	0.1828	0.2100
rxn30061	L-serine deaminase	4.2.1.13;4.3.1.17;4.3.1.19	Addition / elimination	-7.2200	-7.0100	0.9100	0.2211	0.2100
rxn34579	primary-amine oxidase	1.4.3.21;1.4.3.22;1.4.3.6	Redox: O2 as terminal acceptor	-22.5000	-22.2900	1.7400	1.2272	0.2100
rxn32053	L-aspartate oxidase	1.4.3.16;1.4.3.2	Redox: O2 as terminal acceptor	-22.2500	-22.4600	1.5100	1.0076	0.2100
rxn33822	primary-amine oxidase	1.4.3.21;1.4.3.22;1.4.3.6	Redox: O2 as terminal acceptor	-22.5000	-22.2900	1.7400	1.2272	0.2100
rxn30304	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	Redox: O2 as terminal acceptor	-22.2500	-22.4600	1.5100	1.0076	0.2100
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	Redox: O2 as terminal acceptor	-22.2500	-22.4600	1.5100	1.0076	0.2100
rxn01240	L-Sorbose:oxygen 5-oxidoreductase	1.1.3.11	Redox: O2 as terminal acceptor	-26.5500	-26.3400	1.6600	1.1524	0.2100
rxn30722	L-ASPARTATE-OXIDASE-RXN	1.4.3.16;1.4.3.2	Redox: O2 as terminal acceptor	-22.2500	-22.4600	1.5100	1.0076	0.2100
rxn02250	primary-amine oxidase	1.4.3.21;1.4.3.22;1.4.3.6	Redox: O2 as terminal acceptor	-22.5000	-22.2900	1.7400	1.2272	0.2100
rxn34557	L-aspartate oxidase, mitochondria	1.4.3.16;1.4.3.2	Redox: O2 as terminal acceptor	-22.2500	-22.4600	1.5100	1.0076	0.2100
rxn30867	RXN-6381	1.4.3.21;1.4.3.22;1.4.3.6	Redox: O2 as terminal acceptor	-22.5000	-22.2900	1.7400	1.2272	0.2100
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.11	Redox: O2 as terminal acceptor	-22.9300	-23.1500	1.5100	1.0015	0.2200
rxn55018	61280		Redox: O2 as terminal acceptor	-21.3600	-21.5800	1.5700	1.0610	0.2200
rxn02930	D-threo-2,4-diaminopentanoate:NAD+ oxidoreductase (deaminating)	1.4.1.12	Redox: carbon, hydride transfer	7.0900	7.3100	1.2200	0.7007	0.2200
rxn00613	sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase	1.1.1.177	Redox: carbon, hydride transfer	7.4500	7.2300	0.9000	0.2302	0.2200
rxn29955	5'-nucleotidase (dTMP)	3.1.3.35;3.1.3.5	Hydrolysis	-2.3900	-2.6100	0.8700	0.7135	0.2200
rxn01145	Thymidylate 5'-phosphohydrolase	3.1.3.35;3.1.3.5	Hydrolysis	-2.3900	-2.6100	0.8700	0.7135	0.2200
rxn22761	RXN-12300.d	1.1.1.-	Redox: carbon, hydride transfer	-5.5100	-5.2900	1.2200	0.3768	0.2200
rxn35675	2,4-diaminopentanoic acid C4 dehydrogenase	1.4.1.12;1.4.1.26	Redox: carbon, hydride transfer	7.0900	7.3100	1.2200	0.7007	0.2200
rxn14150	D-threitol:NADP+ oxidoreductase	1.1.1.162	Redox: carbon, hydride transfer	4.3400	4.1200	3.0900	0.3237	0.2200
rxn19089	RXN-12300.c	1.1.1.-	Redox: carbon, hydride transfer	-5.5100	-5.2900	1.2200	0.3768	0.2200
rxn01388	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	Addition / elimination	0.3900	0.1700	0.9300	0.2712	0.2200
rxn34304	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3	Addition / elimination	-0.3900	-0.1700	0.9300	0.2712	0.2200
rxn11206	Aminotransferase		Other / unclassified	0.0200	0.2400	1.0700	0.6226	0.2200
rxn32588	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	Addition / elimination	-0.3900	-0.1700	0.9300	0.2712	0.2200
rxn32589	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	Addition / elimination	-0.3900	-0.1700	0.9300	0.2712	0.2200
rxn32587	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	Addition / elimination	-0.3900	-0.1700	0.9300	0.2712	0.2200
rxn31938	Adenosine deaminase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn31942	Adenosine deaminase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn31888	Adenosine deaminase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn31940	Adenosine deaminase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn01137	Adenosine aminohydrolase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn29985	Adenosine deaminase	3.5.4.4	Hydrolysis	-5.5100	-5.7300	0.8900	0.1735	0.2200
rxn20508	phosphate:oxaloacetate carboxy-lyase (phosphorylating)	4.1.1.31	C-C bond: carboxylation / decarboxylation	7.7700	7.5400	0.8900	0.1899	0.2300
rxn01173	3-Oxopropanoate:NADP+ oxidoreductase	1.2.1.15	Redox: carbon, hydride transfer	-7.2700	-7.0400	10.0900	1.0694	0.2300
rxn59933			Other / unclassified	-0.2300	0.0000	0.8700	1.1838	0.2300
rxn28106	PTAALT-RXN.d	2.3.1.-;2.3.1.222;2.3.1.8	Redox: heteroatom (S)	4.9900	4.7600	11.8300	0.7869	0.2300
rxn35274	methylamine:oxygen oxidoreductase (deaminating) (copper-containing)	1.4.3.21	Redox: O2 as terminal acceptor	-18.6600	-18.8900	1.8000	1.2788	0.2300
rxn00670	propanoyl-CoA:phosphate propanoyltransferase	2.3.1.-;2.3.1.222;2.3.1.8	Redox: heteroatom (S)	4.9900	4.7600	11.8300	0.7869	0.2300
rxn01709	propane-1,2-diol hydro-lyase	4.2.1.28	Addition / elimination	-7.9400	-7.7100	10.4700	0.4546	0.2300
rxn28107	PTAALT-RXN.m	2.3.1.-;2.3.1.222;2.3.1.8	Redox: heteroatom (S)	4.9900	4.7600	11.8300	0.7869	0.2300
rxn04140	methylamine:oxygen oxidoreductase (deaminating) (copper-containing)	1.4.3.21	Redox: O2 as terminal acceptor	-18.6600	-18.8900	1.8000	1.2788	0.2300
rxn30383	glucose 6-phosphate dehydrogenase, endoplasmic reticulum	1.1.1.363;1.1.1.49	Redox: carbon, hydride transfer	-0.9400	-1.1800	0.9000	0.3159	0.2400
rxn15226	Maltose alpha-D-glucosylmutase	5.4.99.16	Isomerisation / rearrangement	-0.6600	-0.9000	1.0000	0.4348	0.2400
rxn00604	D-glucose-6-phosphate:NADP+ 1-oxidoreductase	1.1.1.363;1.1.1.49	Redox: carbon, hydride transfer	-0.9400	-1.1800	0.9000	0.3159	0.2400
rxn01134	Maltose alpha-D-glucosylmutase	5.4.99.16	Isomerisation / rearrangement	-0.6600	-0.9000	1.0000	0.4348	0.2400
rxn34218	glucose 6-phosphate dehydrogenase	1.1.1.363;1.1.1.49	Redox: carbon, hydride transfer	-0.9400	-1.1800	0.9000	0.3159	0.2400
rxn51133	40255		Other / unclassified	0.1000	0.3400	12.5200	0.3568	0.2400
rxn36320	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	Redox: carbon, hydride transfer	7.9900	7.7500	1.3000	0.7921	0.2400
rxn27427	ureidoglycolate hydrolase	3.5.1.116;3.5.3.19	C-C bond: carboxylation / decarboxylation	-5.7500	-6.0000	1.6700	1.1606	0.2500
rxn04933	mannitol:NAD+ 1-oxidoreductase	1.1.1.255	Redox: carbon, hydride transfer	3.0400	3.2900	0.9300	0.3579	0.2500
rxn32127	Mannitol dehydrogenase	1.1.1.255	Redox: carbon, hydride transfer	3.0400	3.2900	0.9300	0.3579	0.2500
rxn32200	Mannitol dehydrogenase	1.1.1.255	Redox: carbon, hydride transfer	3.0400	3.2900	0.9300	0.3579	0.2500
rxn42428		1.1.1.46	Redox: carbon, hydride transfer	-3.6500	-3.9000	12.3300	0.4543	0.2500
rxn01374	Creatinine amidohydrolase	3.5.2.10	Hydrolysis	0.5400	0.7900	1.5100	1.0075	0.2500
rxn27428	ureidoglycolate hydrolase	3.5.1.116;3.5.3.19	C-C bond: carboxylation / decarboxylation	-5.7500	-6.0000	1.6700	1.1606	0.2500
rxn09174	RXN0-268.c	2.8.3.-	Other / unclassified	-3.2400	-3.4900	1.2300	0.7736	0.2500
rxn30069	Ureidoglycolate hydrolase	3.5.1.116;3.5.3.19	C-C bond: carboxylation / decarboxylation	-5.7500	-6.0000	1.6700	1.1606	0.2500
rxn03953	L-Idonate:NAD oxidoreductase	1.1.1.264;1.1.1.366	Redox: carbon, hydride transfer	4.4600	4.7100	0.9100	0.2357	0.2500
rxn49805	27818		Redox: carbon, hydride transfer	3.0900	2.8400	3.5400	0.4305	0.2500
rxn13958	raffinose:raffinose 3F-alpha-D-galactosyltransferase	2.4.1.166	Other / unclassified	2.2800	2.5300	13.4100	0.7937	0.2500
rxn00762	glycerol:NAD+ 2-oxidoreductase	1.1.1.6	Redox: carbon, hydride transfer	5.7200	5.9700	0.9700	0.4315	0.2500
rxn00327	(S)-ureidoglycolate amidohydrolase (decarboxylating)	3.5.1.116;3.5.3.19	C-C bond: carboxylation / decarboxylation	-5.7500	-6.0000	1.6700	1.1606	0.2500
rxn21404	RXN-11107.c	1.1.1.-	Redox: carbon, hydride transfer	5.6700	5.4100	0.9900	0.4209	0.2600
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	3.5.4.28	Group transfer: methyl / C1	-5.4600	-5.7200	0.8900	0.6886	0.2600
rxn01130	Propan-2-ol:NADP+ oxidoreductase	1.1.1.80	Redox: carbon, hydride transfer	-1.5800	-1.3200	0.8700	0.0755	0.2600
rxn34558	asparaginase	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn00342	L-Asparagine amidohydrolase	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn29992	L-asparaginase	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn30353	L-asparaginase, extracellular	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn29950	L-asparaginase	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn19208	L-asparaginase	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn30618	ASPARAGHYD-RXN	3.5.1.1;3.5.1.38	Hydrolysis	-4.1600	-3.9000	1.3500	0.8435	0.2600
rxn18964	2-keto-4-hydroxyglutaric aldolase	4.1.3.16;4.1.3.42	C-C bond: aldol / Claisen	4.2700	4.5300	0.9700	0.3632	0.2600
rxn00328	4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	4.1.3.16;4.1.3.42	C-C bond: aldol / Claisen	4.2700	4.5300	0.9700	0.3632	0.2600
rxn27932	Homoserine dehydrogenase	1.1.1.3	Redox: carbon, hydride transfer	5.3500	5.0800	1.0000	0.4055	0.2700
rxn01302	L-homoserine:NADP+ oxidoreductase	1.1.1.3	Redox: carbon, hydride transfer	5.3500	5.0800	1.0000	0.4055	0.2700
rxn40606		1.1.1.251	Redox: carbon, hydride transfer	4.4600	4.1900	4.9800	0.2357	0.2700
rxn00617	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase	2.7.1.142	Other / unclassified	-0.8800	-1.1500	1.0000	0.4995	0.2700
rxn05085	D-glucitol:NADP+ oxidoreductase	1.1.1.289	Redox: carbon, hydride transfer	2.3700	2.1000	0.9900	0.5154	0.2700
rxn30400	Isocitrate dehydrogenase (NADP+)	1.1.1.42	Redox: carbon, hydride transfer	1.3100	1.5800	1.2700	0.7617	0.2700
rxn38670	RXN3O-4157.e	2.6.1.58	Other / unclassified	0.0600	-0.2100	0.9800	0.5115	0.2700
rxn30399	Isocitrate dehydrogenase (NADP+)	1.1.1.42	Redox: carbon, hydride transfer	1.3100	1.5800	1.2700	0.7617	0.2700
rxn27740	carbonate dehydratase	4.2.1.1	C-C bond: carboxylation / decarboxylation	1.2400	1.5100	1.2500	0.7400	0.2700
rxn30392	HCO3 equilibrium reaction, nuclear	4.2.1.1	C-C bond: carboxylation / decarboxylation	-1.2400	-1.5100	1.2500	0.7400	0.2700
rxn16114	L-tyrosine:pyruvate aminotransferase	2.6.1.58	Other / unclassified	0.0600	-0.2100	0.9800	0.5115	0.2700
rxn27741	carbonate dehydratase	4.2.1.1	C-C bond: carboxylation / decarboxylation	1.2400	1.5100	1.2500	0.7400	0.2700
rxn40235	hydrogen sulfide:NADP+ oxidoreductase (CoA-dependent)		Redox: carbon, hydride transfer	2.8400	2.5700	1.5000	0.7150	0.2700
rxn26146	RXN0-5224.d	4.2.1.1	C-C bond: carboxylation / decarboxylation	1.2400	1.5100	1.2500	0.7400	0.2700
rxn33806	Isocitrate dehydrogenase (NADP+)	1.1.1.42	Redox: carbon, hydride transfer	1.3100	1.5800	1.2700	0.7617	0.2700
rxn00102	carbonate hydro-lyase (carbon-dioxide-forming)	4.2.1.1	C-C bond: carboxylation / decarboxylation	1.2400	1.5100	1.2500	0.7400	0.2700
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	1.1.1.42	Redox: carbon, hydride transfer	1.3100	1.5800	1.2700	0.7617	0.2700
rxn37640	RXN0-5224.w	4.2.1.1	C-C bond: carboxylation / decarboxylation	1.2400	1.5100	1.2500	0.7400	0.2700
rxn26435	4-hydroxy-L-threonine aldolase	4.1.2.-	C-C bond: aldol / Claisen	0.6800	0.4100	11.7900	0.6032	0.2700
rxn20180	D-mannose isomerase	5.3.1.7	Isomerisation / rearrangement	-1.1100	-1.3900	1.0600	0.2089	0.2800
rxn24753	RXN-8287.c	2.4.1.-	Other / unclassified	0.4200	0.7000	1.1800	0.8257	0.2800
rxn08346	2,5-diketo-D-gluconate reductase (NADH)		Redox: carbon, hydride transfer	-5.8300	-6.1100	3.5000	0.2789	0.2800
rxn47432			Redox: O2 as terminal acceptor	-32.7000	-32.4200	1.5200	1.0329	0.2800
rxn00084	NADPH:hydrogen-peroxide oxidoreductase	1.11.1.2	Redox: carbon, hydride transfer	-77.4800	-77.7600	1.2800	0.7734	0.2800
rxn32993	NADPH peroxidase	1.11.1.2	Redox: carbon, hydride transfer	-77.4800	-77.7600	1.2800	0.7734	0.2800
