compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd24652	1D-myo-inositol (1,2,3,6) tetrakisphosphate	C6H8O18P4	-8	10	-6.6710	6.6710	500.0000	2.0277	28	1	0	0	0.0000	6	8	-8.4226	7	0
cpd01507	3-Oxoadipyl-CoA	C27H37N7O20P3S	-5	5	6.6660	6.6660	905.0000	1.9673	58	3	9	17	0.2833	7	24	-5.3740	34	0
cpd00027	D-Glucose	C6H12O6	0	164	6.6530	6.6530	180.0000	0.1525	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00712	2-Dehydropantoate	C6H9O4	-1	10	6.6410	6.6410	145.0000	1.2107	10	0	0	4	0.4444	0	3	-1.6761	8	0
cpd00138	D-Mannose	C6H12O6	0	12	6.6140	6.6140	180.0000	0.2538	12	1	0	0	0.0000	5	1	-3.2214	6	0
cpd00225	Benzaldehyde	C7H6O	0	19	6.6130	6.6130	106.0000	0.6233	8	1	6	8	1.0000	0	1	1.4991	4	0
cpd16126	5-keto-4-deoxyuronate	C6H7O6	-1	13	6.5680	6.5680	0.0000	0.3574	12	0	0	4	0.3636	2	5	-3.3838	8	0
cpd00910	Galactinol	C12H22O11	0	20	6.5650	6.5650	342.0000	1.8456	23	2	0	0	0.0000	11	3	-6.0104	7	0
cpd02361	4-Hydroxyphenylacetaldehyde	C8H8O2	0	17	6.5530	6.5530	136.0000	0.6915	10	1	6	7	0.7000	0	2	1.1336	7	0
cpd02398	Zymostenol	C27H46O	0	8	-6.5150	6.5150	386.0000	56449.3341	28	4	0	0	0.0000	7	5	7.5328	10	0
cpd00877	Lathosterol	C27H46O	0	12	-6.5010	6.5010	386.0000	56448.9962	28	4	0	0	0.0000	8	5	7.3887	11	0
cpd00424	Cystathionine	C7H14N2O4S	0	6	-6.4890	6.4890	222.0000	0.9743	14	0	0	4	0.3077	2	7	-5.1695	8	0
cpd08270	(1S,2R,4S)-Neo-dihydrocarveol	C10H18O	0	5	-6.4870	6.4870	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	8	0
cpd08685	Abietal	C20H30O	0	11	-6.4450	6.4450	286.0000	32837.9402	21	3	0	3	0.1304	4	2	5.3205	11	0
cpd27437	MANNOSE	C6H12O6	0	6	6.4420	6.4420	180.0000	0.2893	12	0	0	0	0.0000	4	5	-3.3788	6	0
cpd08251	(1R,2S,4R)-Neo-dihydrocarveol	C10H18O	0	5	-6.4340	6.4340	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	7	0
cpd00497	XMP	C10H11N4O9P	-2	7	6.4020	6.4020	363.0000	0.7882	24	3	9	12	0.4615	4	4	-4.1226	20	0
cpd01646	2-Isopropylmalate	C7H10O5	-2	8	-6.4000	6.4000	174.0000	0.4765	12	0	0	4	0.3636	1	4	-2.7366	8	0
cpd00876	3-Hydroxyisobutyrate	C4H7O3	-1	8	-6.3820	6.3820	103.0000	0.3163	7	0	0	2	0.3333	1	2	-1.6353	7	0
cpd01113	Hexanoate	C6H11O2	-1	10	-6.3670	6.3670	115.0000	0.3893	8	0	0	2	0.2857	0	4	0.3166	5	0
cpd00727	2-Phosphoglycolate	C2H2O6P	-3	7	-6.3490	6.3490	154.0000	0.3019	9	0	0	2	0.2500	0	3	-3.4184	8	0
cpd00085	beta-Alanine	C3H7NO2	0	31	-6.3270	6.3270	89.0000	1.2386	6	0	0	2	0.4000	0	2	-2.6317	6	0
cpd25136	1-16:0-2-18:2-phosphatidylethanolamine	C39H74NO8P	0	10	-6.2800	6.2800	715.0000	16903.4398	49	0	0	4	0.0833	2	37	9.4797	14	0
cpd00009	Phosphate	HO4P	-2	676	-6.2770	6.2770	96.0000	0.1789	5	0	0	0	0.0000	0	0	-2.1926	4	0
cpd00379	Glutarate	C5H6O4	-2	7	-6.2100	6.2100	130.0000	0.3617	9	0	0	4	0.5000	0	4	-2.3435	4	0
cpd00726	1,3-Propanediamine	C3H12N2	2	19	-6.2020	6.2020	76.0000	0.6496	5	0	0	0	0.0000	0	2	-2.1397	3	0
cpd00212	L-Sorbose	C6H12O6	0	7	6.1820	6.1820	180.0000	0.4316	12	1	0	0	0.0000	4	1	-3.2198	6	0
cpd03128	Decanoyl-CoA	C31H50N7O17P3S	-4	22	-6.1790	6.1790	918.0000	2.1557	59	3	9	15	0.2459	7	27	-0.7226	31	0
cpd00851	trans-4-Hydroxy-L-proline	C5H9NO3	0	10	-6.1570	6.1570	130.0000	2.0991	9	1	0	2	0.2222	2	1	-3.5671	9	0
cpd00934	Inositol 1,3,4,5-tetrakisphosphate	C6H8O18P4	-8	6	-6.1500	6.1500	496.0000	2.0277	28	1	0	0	0.0000	6	8	-8.4226	7	0
cpd00277	Deoxyguanosine	C10H13N5O4	0	12	-6.1400	6.1400	267.0000	16172.3670	19	3	9	12	0.5714	3	2	-1.6575	17	0
cpd02691	2-methyl-3-hydroxy-butyryl-CoA	C26H40N7O18P3S	-4	8	6.1290	6.1290	864.0000	1.9567	55	3	9	15	0.2632	9	21	-3.8464	32	0
cpd03710	trans-O-Hydroxybenzylidenepyruvate	C10H7O4	-1	7	6.1210	6.1210	191.0000	0.8408	14	1	6	14	1.0000	0	3	-0.2756	10	0
cpd00982	FADH2	C27H33N9O15P2	-2	119	6.1000	6.1000	785.0000		53	6	15	26	0.4483	10	13	-3.3372	34	0
cpd24270	(2E)-arachidoenoyl-CoA	C41H68N7O17P3S	-4	8	-6.0950	6.0950	1059.0000	2.8134	69	3	9	18	0.2535	7	36	2.9544	33	0
cpd00187	Methanamine	CH6N	1	20	-6.0700	6.0700	32.0000	0.7007	2	0	0	0	0.0000	0	0	-1.1419	1	0
cpd08680	Abietol	C20H32O	0	10	-6.0620	6.0620	288.0000	32837.9227	21	3	0	3	0.1304	4	2	5.1139	11	0
cpd00352	delta1-Piperideine-6-L-carboxylate	C6H8NO2	-1	10	-6.0570	6.0570	126.0000	1.2595	9	1	0	2	0.2222	1	1	-0.6404	7	0
cpd01879	3-Dehydrosphinganine	C18H38NO2	1	10	-6.0500	6.0500	300.0000	1.3429	21	0	0	0	0.0000	1	16	3.6396	8	0
cpd00496	D-Arabinono-1,4-lactone	C5H8O5	0	15	6.0400	6.0400	148.0000	0.4621	10	1	0	2	0.2000	3	1	-2.3741	7	0
cpd00652	D-Mucic acid	C6H8O8	-2	13	-6.0340	6.0340	208.0000	0.4060	14	0	0	4	0.3077	4	5	-6.0702	6	0
cpd03526	N-Succinyl-L-glutamate 5-semialdehyde	C9H11NO6	-2	6	-6.0330	6.0330	229.0000	0.6104	16	0	0	6	0.4000	1	8	-3.2697	8	0
cpd01059	Ferulate	C10H9O4	-1	9	-6.0320	6.0320	193.0000	1.1396	14	1	6	13	0.9286	0	3	0.1639	11	0
cpd00169	3-Phosphoglycerate	C3H4O7P	-3	20	-6.0240	6.0240	184.0000	0.1838	11	0	0	2	0.2000	1	4	-4.0575	10	0
cpd14533	22alpha-Hydroxy-5alpha-campestan-3-one	C28H48O2	0	7	-5.9870	5.9870	416.0000	56449.5773	30	4	0	0	0.0000	10	5	6.8936	11	0
cpd02693	3-Isopropylmalate	C7H10O5	-2	7	-5.9670	5.9670	174.0000	0.4700	12	0	0	4	0.3636	2	4	-2.8807	8	0
cpd00869	4-methylthio 2-oxobutyrate	C5H7O3S	-1	27	5.9650	5.9650	147.0000	1.0098	9	0	0	4	0.5000	0	4	-0.9415	8	0
cpd00666	Tartrate	C4H4O6	-2	5	-5.9570	5.9570	148.0000	0.3551	10	0	0	4	0.4444	2	3	-4.7920	5	0
cpd00163	UDP-xylose	C14H20N2O16P2	-2	9	5.9430	5.9430	534.0000	1.2587	34	3	6	8	0.2222	10	8	-5.4186	20	0
cpd00691	UDP-L-arabinose	C14H20N2O16P2	-2	5	5.9230	5.9230	534.0000	1.2424	34	3	6	8	0.2222	10	8	-5.4186	20	0
cpd00039	L-Lysine	C6H15N2O2	1	45	-5.9010	5.9010	147.0000	0.7493	10	0	0	2	0.2222	1	5	-3.2410	7	0
cpd32830	sucrose-3-lauroyl-4-isovalerate	C29H52O13	0	5	5.8970	5.8970	608.7220	1.7553	42	2	0	4	0.0930	9	19	0.6732	13	0
cpd02531	1-Linoleoylglycerophosphocholine	C26H50NO7P	0	6	-5.8800	5.8800	519.0000	29275.1609	35	0	0	2	0.0588	2	23	4.9118	16	0
cpd00482	2-Phospho-D-glycerate	C3H4O7P	-3	13	-5.8760	5.8760	184.0000	0.1922	11	0	0	2	0.2000	1	4	-4.0575	10	0
cpd00886	D-3-Amino-isobutanoate	C4H9NO2	0	5	-5.8730	5.8730	103.0000	0.3341	7	0	0	2	0.3333	1	2	-2.3857	7	0
cpd01450	Corticosterone	C21H30O4	0	5	5.8690	5.8690	346.0000	56448.5975	25	4	0	3	0.1071	7	2	2.6667	13	0
cpd02706	(E)-3,7-Dimethylocta-1,6-diene-3,8-diol	C10H18O2	0	5	5.8630	5.8630	170.0000	0.8111	12	0	0	0	0.0000	1	5	1.6422	9	0
cpd00795	(R)-2-Hydroxyglutarate	C5H6O5	-2	10	-5.8630	5.8630	146.0000	0.5810	10	0	0	4	0.4444	1	4	-3.3727	6	0
cpd00033	Glycine	C2H5NO2	0	118	-5.8600	5.8600	75.0000	0.3261	5	0	0	2	0.5000	0	1	-3.0218	5	0
cpd02748	1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose	C34H28O22	0	5	5.8570	5.8570	788.0000	6.4163	56	5	24	48	0.8000	5	9	0.7046	13	0
cpd00339	5-Aminopentanoate	C5H11NO2	0	9	-5.8460	5.8460	117.0000	0.4101	8	0	0	2	0.2857	0	4	-1.8515	6	0
cpd03637	Zeaxanthin	C40H56O2	0	13	-5.8400	5.8400	568.0000	5.1894	42	2	0	21	0.4884	2	10	10.5474	26	18
cpd01974	4-Hydroxy-L-glutamate	C5H8NO5	-1	5	-5.8390	5.8390	162.0000	0.3756	11	0	0	4	0.4000	2	4	-5.1523	8	0
cpd00404	D-Ornithine	C5H13N2O2	1	6	-5.8150	5.8150	133.0000	0.7322	9	0	0	2	0.2500	1	4	-3.6311	7	0
cpd01573	(S)-2-Aminobutanoate	C4H9NO2	0	10	-5.8070	5.8070	103.0000	0.3341	7	0	0	2	0.3333	1	2	-2.2432	7	0
cpd00501	beta-D-Glucose 1-phosphate	C6H11O9P	-2	19	5.7990	5.7990	259.0000	0.3052	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd28037	RIBOSE	C5H10O5	0	17	5.7870	5.7870	150.0000	0.2422	10	0	0	0	0.0000	3	4	-2.7397	6	0
cpd08267	(1S,2S,4S)-Dihydrocarveol	C10H18O	0	5	-5.7840	5.7840	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	8	0
cpd02812	D-erythro-Isocitric acid	C6H5O7	-3	8	-5.7820	5.7820	189.0000	0.4922	13	0	0	6	0.5000	2	5	-5.3967	7	0
cpd00017	S-Adenosyl-L-methionine	C15H23N6O5S	1	34	-5.7630	5.7630	399.0000	23901.7823	27	3	9	13	0.4483	6	7	-3.9737	22	0
cpd01501	2-Methylcitrate	C7H7O7	-3	12	-5.7580	5.7580	203.0000	0.5311	14	0	0	6	0.4615	2	5	-5.0066	8	0
cpd00417	L-Lyxitol	C5H12O5	0	14	-5.7360	5.7360	152.0000	0.3266	10	0	0	0	0.0000	2	4	-2.9463	5	0
cpd00549	D-Lysine	C6H15N2O2	1	9	-5.7060	5.7060	147.0000	0.8983	10	0	0	2	0.2222	1	5	-3.2410	7	0
cpd03055	Imidazolone acetate	C5H5N2O3	-1	7	-5.6820	5.6820	141.0000		10	1	0	6	0.6000	0	2	-2.3453	9	0
cpd03125	(2E)-Hexenoyl-CoA	C27H40N7O17P3S	-4	14	5.6770	5.6770	860.0000	2.0804	55	3	9	18	0.3158	7	22	-2.5070	33	0
cpd00029	Acetate	C2H3O2	-1	192	-5.6670	5.6670	59.0000	0.2351	4	0	0	2	0.6667	0	0	-1.2438	4	0
cpd00036	Succinate	C4H4O4	-2	179	-5.6500	5.6500	116.0000	0.4423	8	0	0	4	0.5714	0	3	-2.7336	4	0
cpd01024	Methane	CH4	0	16	-5.6400	5.6400	16.0000	0.7007	1	0	0	0	0.0000	0	0	0.6361	1	0
cpd01182	Kynurenate	C10H6NO3	-1	16	-5.6370	5.6370	187.0000	1.1702	14	2	10	15	1.0000	0	1	-0.1084	10	0
cpd00470	N1-Acetylspermidine	C9H23N3O	2	10	-5.6350	5.6350	189.0000	1.5221	13	0	0	2	0.1667	0	8	-1.9019	10	0
cpd26821	D-Glucose	C6H12O6	0	10	5.6240	5.6240	180.0000	0.2893	12	0	0	0	0.0000	4	5	-3.3788	6	0
cpd00353	D-threo-Isocitric acid	C6H5O7	-3	22	-5.5980	5.5980	189.0000	0.4922	13	0	0	6	0.5000	2	5	-5.3967	7	0
cpd01834	MEK	C4H8O	0	5	5.5800	5.5800	72.0000	0.3143	5	0	0	0	0.0000	0	1	0.9854	4	0
cpd00918	2-Acetamido-5-oxopentanoate	C7H10NO4	-1	8	-5.5710	5.5710	172.0000	0.4928	12	0	0	4	0.3636	1	5	-1.7799	9	0
cpd25360	4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	C29H48O2	0	14	-5.5660	5.5660	428.0000	56449.4858	31	4	0	0	0.0000	8	6	7.3479	12	0
cpd03121	3-Oxooctanoyl-CoA	C29H44N7O18P3S	-4	10	5.5570	5.5570	904.0000	2.0816	58	3	9	15	0.2500	7	25	-2.3238	32	0
cpd00550	D-Serine	C3H7NO3	0	9	-5.5480	5.5480	105.0000	0.6652	7	0	0	2	0.3333	1	2	-3.6609	7	0
cpd00919	Homocitrate	C7H7O7	-3	5	-5.5470	5.5470	203.0000	0.4954	14	0	0	6	0.4615	1	6	-4.8625	6	0
cpd08243	(+)-Linalool	C10H18O	0	10	5.5470	5.5470	154.0000	0.9239	11	0	0	0	0.0000	1	4	2.6698	7	0
cpd00161	L-Threonine	C4H9NO3	0	32	-5.5470	5.5470	119.0000	0.5361	8	0	0	2	0.2857	2	2	-3.2724	8	0
cpd00797	(R)-3-Hydroxybutanoate	C4H7O3	-1	8	-5.5330	5.5330	103.0000	0.5200	7	0	0	2	0.3333	1	2	-1.4928	7	0
cpd08254	(1S,2R,4R)-Neoiso-dihydrocarveol	C10H18O	0	5	-5.5280	5.5280	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	8	0
cpd01155	Cadaverine	C5H16N2	2	8	-5.5080	5.5080	104.0000	0.7569	7	0	0	0	0.0000	0	4	-1.3595	3	0
cpd01490	beta-D-Mannose	C6H12O6	0	5	-5.4870	5.4870	180.0000	0.2701	12	1	0	0	0.0000	5	1	-3.2214	6	0
cpd05170	Verbascose	C30H52O26	0	10	5.4640	5.4640	828.0000	1.5518	56	5	0	0	0.0000	24	14	-11.9230	8	0
cpd23288	3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA	C30H38N7O19P3S	-4	6	-5.4560	5.4560	929.0000	2.0912	60	4	15	24	0.3810	7	22	-2.8847	34	0
cpd00930	imidazole acetol-phosphate	C6H7N2O5P	-2	7	5.4380	5.4380	219.0000	1.0194	14	1	5	5	0.3571	0	5	-1.6334	13	0
cpd19043	(S)-3-Hydroxyisobutyrate	C4H7O3	-1	6	-5.4290	5.4290	104.0000	0.2416	7	0	0	2	0.3333	1	2	-1.6353	7	0
cpd23287	3-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA	C30H40N7O19P3S	-4	6	-5.3250	5.3250	931.0000	2.0167	60	4	15	22	0.3492	8	22	-3.0340	36	0
cpd00221	D-Lactate	C3H5O3	-1	31	-5.3190	5.3190	89.0000	0.5343	6	0	0	2	0.4000	1	1	-1.8829	6	0
cpd10408	Isobutyl alcohol	C4H10O	0	7	-5.3060	5.3060	74.0000	0.3602	5	0	0	0	0.0000	0	1	0.6347	4	0
cpd00159	L-Lactate	C3H5O3	-1	23	-5.3060	5.3060	89.0000	0.2238	6	0	0	2	0.4000	1	1	-1.8829	6	0
cpd24753	4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial	C14H16O2	0	9	-5.2790	5.2790	216.0000	1.9230	16	0	0	13	0.8667	0	6	2.9454	13	10
cpd01258	L-Norvaline	C5H11NO2	0	5	-5.2600	5.2600	117.0000	0.3553	8	0	0	2	0.2857	1	3	-1.8531	7	0
cpd00340	2,5-Dioxopentanoate	C5H5O4	-1	8	5.2540	5.2540	129.0000	0.3589	9	0	0	4	0.5000	0	4	-1.7155	6	0
cpd02884	FAICAR	C10H13N4O9P	-2	6	5.2530	5.2530	365.0000	1.1837	24	2	5	11	0.4400	4	7	-3.9852	21	0
cpd00089	Glucose-1-phosphate	C6H11O9P	-2	58	5.2310	5.2310	259.0000	0.3052	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00875	KDO	C8H13O8	-1	8	5.2210	5.2210	237.0000	0.3379	16	0	0	4	0.2667	4	7	-4.8686	9	0
cpd01577	2-Oxosuccinamate	C4H4NO4	-1	8	-5.1960	5.1960	130.0000	0.5318	9	0	0	6	0.7500	0	3	-2.8192	7	0
cpd03113	(S)-3-Hydroxyhexadecanoyl-CoA	C37H62N7O18P3S	-4	6	-5.1920	5.1920	1018.0000	2.4211	66	3	9	15	0.2206	8	33	0.5888	31	0
cpd26831	D-Xylose	C5H10O5	0	5	5.1850	5.1850	150.0000	0.3838	10	0	0	0	0.0000	3	4	-2.7397	6	0
cpd03559	Optal	C3H8O	0	10	-5.1800	5.1800	60.0000	0.7007	4	0	0	0	0.0000	0	1	0.3887	4	0
cpd00488	PGF2a	C20H33O5	-1	9	5.1790	5.1790	353.0000	2.0756	25	1	0	2	0.0800	5	12	1.7082	12	0
cpd00308	Malonate	C3H2O4	-2	14	-5.1600	5.1600	102.0000	0.3227	7	0	0	4	0.6667	0	2	-3.1237	4	0
cpd00010	CoA	C21H32N7O16P3S	-4	1172	-5.1570	5.1570	764.0000	1.8803	48	3	9	15	0.3000	7	18	-4.1933	30	0
cpd03052	Imidazole acetaldehyde	C5H6N2O	0	8	5.1560	5.1560	110.0000	0.9312	8	1	5	5	0.6250	0	2	0.1511	8	0
cpd00485	D-Mannose1-phosphate	C6H11O9P	-2	15	5.1480	5.1480	259.0000	0.3052	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd01419	Ureidoglycine	C3H7N3O3	0	8	-5.1320	5.1320	133.0000	0.8962	9	0	0	5	0.6250	1	2	-4.0274	8	0
cpd02448	2,4-Diaminopentanoate	C5H13N2O2	1	5	-5.1150	5.1150	133.0000	0.6103	9	0	0	2	0.2500	2	3	-3.6327	7	0
cpd02041	(S)-2-Hydroxyglutarate	C5H6O5	-2	7	-5.1080	5.1080	146.0000	0.7007	10	0	0	4	0.4444	1	4	-3.3727	6	0
cpd00579	Serotonin	C10H13N2O	1	21	-5.1030	5.1030	177.0000	1.2311	13	2	9	11	0.7857	0	2	0.6579	11	0
cpd00695	2-Oxoglutaramate	C5H6NO4	-1	20	-5.1020	5.1020	144.0000	0.6454	10	0	0	6	0.6667	0	4	-2.4291	7	0
cpd19042	L-erythro-4-Hydroxyglutamate	C5H8NO5	-1	14	-5.1000	5.1000	163.0000	0.3756	11	0	0	4	0.4000	2	4	-5.1523	8	0
cpd00448	D-Glyceraldehyde	C3H6O3	0	18	5.0940	5.0940	90.0000	0.3249	6	0	0	0	0.0000	1	2	-1.4615	5	0
cpd00412	Deoxyuridine	C9H12N2O5	0	9	-5.0780	5.0780	228.0000	1.0548	16	2	6	8	0.4706	3	2	-1.8227	14	0
cpd10516	Fe+3	Fe	3	11	5.0710	5.0710	56.0000	0.7007	1	0	0	0	0.0000	0	0	-0.0025	1	0
cpd10515	Fe+2	Fe	2	13	-5.0710	5.0710	56.0000	0.7007	1	0	0	0	0.0000	0	0	-0.0025	1	0
cpd25508	2-O-digalloyl-1,3,4,6-tetra-O-beta-D-galloylglucose	C48H35O30	-1	6	5.0640	5.0640	1092.0000	10.0877	78	7	36	72	0.8571	5	13	1.6845	15	0
cpd00013	NH3	H4N	1	534	-5.0610	5.0610	18.0000	0.2579	1	0	0	0	0.0000	0	0	0.3762	1	0
cpd00363	Ethanol	C2H6O	0	38	-5.0480	5.0480	46.0000	0.3365	3	0	0	0	0.0000	0	0	-0.0014	3	0
cpd01270	FMNH2	C17H21N4O9P	-2	22	-5.0430	5.0430	457.0000		31	3	6	15	0.4545	4	7	-2.5198	22	0
cpd00456	3-Hydroxybenzoate	C7H5O3	-1	9	-5.0280	5.0280	137.0000	0.6467	10	1	6	10	1.0000	0	1	-0.2443	7	0
cpd01629	beta-L-Arabinose	C5H10O5	0	6	-5.0240	5.0240	150.0000	0.3169	10	1	0	0	0.0000	4	1	-2.5823	6	0
cpd03608	4-Hydroxy-L-threonine	C4H9NO4	0	5	-5.0160	5.0160	135.0000	0.3625	9	0	0	2	0.2500	2	3	-4.3000	8	0
cpd01682	O-Acetylcarnitine	C9H17NO4	0	6	4.9980	4.9980	203.0000	23902.5628	14	0	0	4	0.3077	1	5	-1.2357	11	0
cpd00630	3-Oxoadipate	C6H6O5	-2	5	4.9980	4.9980	158.0000	0.4069	11	0	0	4	0.4000	0	5	-2.7744	5	0
cpd01535	Dodecanal	C12H24O	0	9	-4.9980	4.9980	184.0000	0.9680	13	0	0	0	0.0000	0	10	4.1062	4	0
cpd05274	Palmitoleic acid	C16H29O2	-1	9	4.9830	4.9830	253.0000	1.2464	18	0	0	2	0.1176	0	13	3.9936	6	0
cpd03372	Homoisocitrate	C7H7O7	-3	6	-4.9730	4.9730	203.0000	0.5005	14	0	0	6	0.4615	2	6	-5.0066	7	0
cpd02364	2-Oxo-5-guanidinopentanoate	C6H11N3O3	0	8	-4.9470	4.9470	173.0000	1.3235	12	0	0	7	0.6364	0	5	-4.2510	10	0
cpd02259	4-Hydroxybenzoylformate	C8H5O4	-1	6	-4.9350	4.9350	165.0000	0.6998	12	1	6	12	1.0000	0	2	-0.6752	8	0
cpd00184	Thymidine	C10H14N2O5	0	6	-4.9300	4.9300	242.0000	1.0637	17	2	6	8	0.4444	3	2	-1.5143	15	0
cpd00080	Glycerol-3-phosphate	C3H7O6P	-2	74	-4.9280	4.9280	171.0000	0.2492	10	0	0	0	0.0000	1	4	-2.8151	7	0
cpd27282	indole-3-glycol	C10H11NO2	0	5	4.9220	4.9220	177.0000		13	2	9	10	0.7143	1	2	1.1936	9	0
cpd09576	Paraxanthine	C7H8N4O2	0	5	-4.9090	4.9090	180.0000	0.9615	13	2	9	12	0.8571	0	0	-1.0397	10	0
cpd01599	Glutaconyl-1-CoA	C26H35N7O19P3S	-5	7	4.9050	4.9050	875.0000	2.0248	56	3	9	20	0.3448	7	22	-5.1671	35	0
cpd00475	Ribose 1-phosphate	C5H9O8P	-2	20	4.8970	4.8970	229.0000	0.3471	14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd01680	N1-Acetylspermine	C12H31N4O	3	9	-4.8970	4.8970	247.0000	2.5318	17	0	0	2	0.1250	0	12	-2.9484	10	0
cpd00054	L-Serine	C3H7NO3	0	86	-4.8940	4.8940	105.0000	0.2728	7	0	0	2	0.3333	1	2	-3.6609	7	0
cpd01298	Aminoacetone	C3H8NO	1	12	4.8740	4.8740	74.0000	0.3590	5	0	0	0	0.0000	0	1	-1.1827	5	0
cpd01700	D-Citramalate	C5H6O5	-2	6	-4.8610	4.8610	146.0000	0.5753	10	0	0	4	0.4444	1	3	-3.3727	7	0
cpd11314	L-Sorbosonate	C6H9O7	-1	5	4.8450	4.8450	193.0000	0.4218	13	0	0	4	0.3333	3	5	-4.6196	8	0
cpd01892	4-Hydroxybenzoyl-CoA	C28H36N7O18P3S	-4	7	-4.8380	4.8380	884.0000	2.0007	57	4	15	24	0.4000	7	20	-2.8439	35	0
cpd08253	(1S,2S,4R)-Iso-dihydrocarveol	C10H18O	0	5	-4.8240	4.8240	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	8	0
cpd00546	Cortisol	C21H30O5	0	9	4.8200	4.8200	362.0000	56448.6810	26	4	0	3	0.1034	7	2	1.7816	15	0
cpd00566	Cortisone	C21H28O5	0	5	-4.8200	4.8200	360.0000	56448.7046	26	4	0	3	0.1034	6	2	1.9898	14	0
cpd00900	GDP-4-dehydro-D-rhamnose	C16H21N5O15P2	-2	17	4.8120	4.8120	585.0000	16172.5764	38	4	9	12	0.2927	10	8	-4.6567	27	0
cpd00524	2-Inosose	C6H10O6	0	8	-4.8020	4.8020	178.0000	1.7717	12	1	0	0	0.0000	5	0	-3.6264	5	0
cpd20873	9,10-Epoxy-18-hydroxystearate	C18H33O4	-1	5	4.8010	4.8010	314.0000	1.5996	22	1	0	2	0.0909	2	16	2.9574	8	0
cpd20874	9,10,18-Trihydroxystearate	C18H35O5	-1	5	-4.8010	4.8010	332.0000	1.2542	23	0	0	2	0.0909	2	17	1.9118	7	0
cpd26845	DEOXY-RIBOSE-1P	C5H9O7P	-2	9	4.8010	4.8010	214.0000	0.7249	13	1	0	0	0.0000	3	3	-2.7001	11	0
cpd03223	5,7,22,24(28)-Ergostatetraenol	C28H42O	0	6	4.7980	4.7980	394.0000	56449.4951	29	4	0	6	0.1875	7	4	7.2509	14	0
cpd02508	5-Dehydro-4-deoxy-D-glucuronate	C6H7O6	-1	16	-4.7910	4.7910	175.0000	0.7644	12	1	0	5	0.4167	3	1	-3.3094	9	0
cpd00260	Isocitrate	C6H5O7	-3	24	-4.7800	4.7800	189.0000	0.2742	13	0	0	6	0.5000	2	5	-5.3967	7	0
cpd00267	Sphingoid	C18H38NO2	1	25	4.7670	4.7670	300.0000	1.3201	21	0	0	0	0.0000	2	15	3.2074	8	0
cpd00180	Oxalate	C2O4	-2	12	-4.7590	4.7590	88.0000	0.7007	6	0	0	5	1.0000	0	0	-3.5138	3	0
cpd00047	Formate	CHO2	-1	90	-4.7520	4.7520	45.0000	0.3244	3	0	0	2	1.0000	0	0	-1.6339	3	0
cpd26629	alpha-L-galactose-1-phosphate	C6H11O9P	-2	5	4.7370	4.7370	260.0000	0.3052	16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd14655	L-Galactose 1-phosphate	C6H11O9P	-2	5	4.7370	4.7370	259.0000	0.3052	16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd25144	1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine	C41H76NO8P	0	6	4.7340	4.7340	741.0000	16903.6446	51	0	0	4	0.0800	2	38	10.0359	14	0
cpd25197	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	C23H46NO7P	0	12	-4.7340	4.7340	479.0000	16902.1256	32	0	0	2	0.0645	2	23	3.6715	15	0
cpd41215	1',3'-bis-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol	C81H140O17P2	-2	8	4.7340	4.7340	10000000.0000	33807.4837	100	0	0	8	0.0808	5	74	21.5145	15	0
cpd41214	1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol	C63H110O16P2	-2	10	-4.7340	4.7340	10000000.0000	33805.8920	81	0	0	6	0.0750	5	59	15.1501	15	0
cpd35523	1-14:0-2-lysophosphatidylcholine	C22H46NO7P	0	7	-4.7330	4.7330	467.5820	29274.9608	31	0	0	2	0.0667	2	21	3.7994	15	0
