compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd03469	beta-D-Glucosyl-2-coumarinate	C15H17O8	-1	10	10.6920	10.6920	325.0000	1.1376	23	2	6	12	0.5000	5	5	-2.3716	16	0
cpd03468	2-Coumarinate	C9H7O3	-1	7	-10.6920	10.6920	163.0000	0.7454	12	1	6	12	1.0000	0	2	0.1553	9	0
cpd19008	(R)-Acetoin	C4H8O2	0	9	10.6260	10.6260	88.0000	0.3965	6	0	0	0	0.0000	1	1	-0.0438	5	0
cpd04390	Benzoyl acetyl-CoA	C30H38N7O18P3S	-4	9	10.6110	10.6110	910.0000	2.1046	59	4	15	23	0.3710	7	22	-2.5903	34	0
cpd09060	beta-Ionone	C13H20O	0	7	-10.5590	10.5590	192.0000	1.9608	14	1	0	5	0.3571	0	2	3.6582	8	0
cpd00069	L-Tyrosine	C9H11NO3	0	39	10.4960	10.4960	181.0000	0.7007	13	1	6	9	0.6923	1	3	-1.7049	10	0
cpd02160	N2-Succinyl-L-ornithine	C9H15N2O5	-1	10	-10.4070	10.4070	231.0000	0.7053	16	0	0	6	0.4000	1	8	-4.2267	9	0
cpd19489	Isopimaradienol	C20H32O	0	10	10.3960	10.3960	288.0000	32838.1583	21	3	0	0	0.0000	5	2	5.1139	10	0
cpd24266	(3R)-3-hydroxy-arachidoyl-CoA	C41H70N7O18P3S	-4	5	-10.3910	10.3910	1077.0000	2.6766	70	3	9	15	0.2083	8	37	2.1492	31	0
cpd00318	Tryptamine	C10H13N2	1	16	10.2800	10.2800	161.0000	1.0561	12	2	9	10	0.7692	0	2	0.9523	9	0
cpd00507	Glycerophosphocholine	C8H20NO6P	0	13	-10.2390	10.2390	257.0000	29274.5926	16	0	0	0	0.0000	2	8	-1.4526	10	0
cpd00304	Retinal	C20H28O	0	19	-10.1740	10.1740	284.0000	2.7784	21	1	0	11	0.5238	0	5	5.7169	15	8
cpd01430	11-cis-Retinal	C20H28O	0	5	-10.1700	10.1700	284.0000	2.8222	21	1	0	11	0.5238	0	5	5.7169	15	8
cpd24366	1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C44H84NO8P	0	11	10.1510	10.1510	785.0000	29276.2653	54	0	0	4	0.0755	2	40	11.7242	15	0
cpd00121	L-Inositol	C6H12O6	0	50	10.0820	10.0820	180.0000	1.7953	12	1	0	0	0.0000	6	0	-3.8346	2	0
cpd02124	2-Methylacetoacetyl-CoA	C26H38N7O18P3S	-4	6	10.0620	10.0620	862.0000	2.0219	55	3	9	15	0.2632	8	21	-3.6382	33	0
cpd01264	Octadecanal	C18H36O	0	5	-10.0450	10.0450	268.0000	1.5201	19	0	0	0	0.0000	0	16	6.4468	4	0
cpd19490	Isopimaradienal	C20H30O	0	11	10.0130	10.0130	286.0000	32838.1852	21	3	0	0	0.0000	5	2	5.3205	10	0
cpd01133	Stachyose	C24H42O21	0	20	10.0020	10.0020	666.0000	1.2129	45	4	0	0	0.0000	19	11	-9.7472	8	0
cpd40663	1-(9Z-octadecenoyl)-N-(acetyl)-sphing-4-enine	C38H71NO4	0	6	9.9990	9.9990	10000000.0000	2.9276	43	0	0	4	0.0952	2	32	10.6900	13	0
cpd19035	beta-D-Fructose 6-phosphate	C6H11O9P	-2	36	-9.9810	9.9810	260.0000	0.3043	16	1	0	0	0.0000	4	4	-4.3668	10	0
cpd14644	4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol	C29H50O	0	11	-9.8290	9.8290	414.0000	56449.5343	30	4	0	0	0.0000	7	5	8.1689	11	0
cpd25364	4alpha-formyl-5alpha-cholesta-8-en-3beta-ol	C28H46O2	0	14	-9.7910	9.7910	414.0000	56449.2963	30	4	0	0	0.0000	8	6	6.9578	12	0
cpd17399	2-Deoxyinosose	C6H10O5	0	5	-9.7140	9.7140		1.6506	11	1	0	0	0.0000	4	0	-2.5972	6	0
cpd01107	Decanoate	C10H19O2	-1	10	-9.6870	9.6870	171.0000	0.7341	12	0	0	2	0.1818	0	8	1.8770	5	0
cpd00562	1-Octanol	C8H18O	0	6	-9.6690	9.6690	130.0000	0.7016	9	0	0	0	0.0000	0	6	2.3392	4	0
cpd00275	L-Kynurenine	C10H12N2O3	0	32	9.6440	9.6440	208.0000	0.8374	15	1	6	11	0.7333	1	4	-1.7980	11	0
cpd01422	beta-D-Xylose	C5H10O5	0	7	-9.6240	9.6240	150.0000	0.3535	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd25133	1-18:0-2-18:1-phosphatidylcholine	C44H86NO8P	0	6	-9.5480	9.5480	787.0000	29276.2595	54	0	0	4	0.0755	2	41	11.9482	15	0
cpd01695	Myristoyl-CoA	C35H58N7O17P3S	-4	34	-9.5450	9.5450	974.0000	2.3683	63	3	9	15	0.2308	7	31	0.8378	31	0
cpd00182	Adenosine	C10H13N5O4	0	42	-9.4820	9.4820	267.0000	0.3448	19	3	9	11	0.5238	4	2	-1.9800	14	0
cpd00053	L-Glutamine	C5H10N2O3	0	52	-9.4700	9.4700	146.0000	0.4426	10	0	0	4	0.4444	1	4	-3.3877	8	0
cpd24272	(2E)-lignocerenoyl-CoA	C45H76N7O17P3S	-4	8	-9.4450	9.4450	1115.0000	3.0868	73	3	9	18	0.2400	7	40	4.5148	33	0
cpd00762	4-Guanidinobutanoate	C5H11N3O2	0	7	-9.4020	9.4020	145.0000	1.3348	10	0	0	5	0.5556	0	4	-3.8201	9	0
cpd01793	2,5-diketo-D-gluconate	C6H7O7	-1	6	9.3930	9.3930	191.0000	0.4218	13	0	0	4	0.3333	2	5	-4.4114	7	0
cpd16443	beta-D-Ribofuranose	C5H10O5	0	28	-9.3350	9.3350	150.0000	0.3169	10	1	0	0	0.0000	4	1	-2.5823	7	0
cpd01468	Methylmalonate	C4H4O4	-2	14	-9.3330	9.3330	116.0000	0.3339	8	0	0	4	0.5714	0	2	-2.8777	5	0
cpd04654	Caffeine	C8H10N4O2	0	10	-9.3160	9.3160	194.0000	1.2241	14	2	9	12	0.8000	0	0	-1.0293	9	0
cpd00618	Naphthalene	C10H8	0	5	9.2550	9.2550	128.0000	1.3760	10	2	10	11	1.0000	0	0	2.8398	2	0
cpd00325	Progesterone	C21H30O2	0	12	9.1900	9.1900	314.0000	56448.7533	23	4	0	3	0.1154	6	1	4.7235	10	0
cpd31093	3,5,7-Trioxododecanoyl-CoA	C33H48N7O20P3S	-4	5	9.1670	9.1670	991.2201		64	3	9	19	0.2879	7	28	-1.9227	34	0
cpd35799	12alpha-hydroxy-3-oxo-5beta-cholan-24-oate	C24H37O4	-1	5	-9.1290	9.1290	389.5540	56449.2108	28	4	0	2	0.0645	9	4	3.3514	11	0
cpd00226	HYXN	C5H4N4O	0	28	-9.1060	9.1060	136.0000	0.4344	10	2	9	11	1.0000	0	0	-0.3538	7	0
cpd00135	Homocysteine	C4H9NO2S	0	38	-9.0850	9.0850	135.0000	0.9633	8	0	0	2	0.2857	1	3	-2.3333	8	0
cpd00844	2-Hydroxycyclohexan-1-one	C6H10O2	0	6	-9.0750	9.0750	114.0000	1.6343	8	1	0	0	0.0000	1	0	0.4904	5	0
cpd03640	6-Oxohexanoate	C6H9O3	-1	7	9.0750	9.0750	129.0000	0.3902	9	0	0	2	0.2500	0	5	-0.5044	5	0
cpd02595	p-Coumaroyl quinic acid	C16H17O8	-1	7	9.0640	9.0640	337.0000	2.0324	24	2	6	14	0.5600	4	4	-1.6862	16	0
cpd00319	L-Menthol	C10H20O	0	7	-9.0610	9.0610	156.0000	1.7556	11	1	0	0	0.0000	3	1	2.4395	7	0
cpd00152	Agmatine	C5H16N4	2	19	-9.0310	9.0310	132.0000	1.4395	9	0	0	3	0.3750	0	4	-3.3281	8	0
cpd00107	L-Leucine	C6H13NO2	0	25	-9.0270	9.0270	131.0000	0.5399	9	0	0	2	0.2500	1	3	-1.6071	8	0
cpd00342	N-Acetylornithine	C7H14N2O3	0	12	-8.9780	8.9780	174.0000	0.9345	12	0	0	4	0.3636	1	5	-2.7369	10	0
cpd24550	(+)-neoisomenthol	C10H20O	0	5	-8.9400	8.9400	156.0000	1.7556	11	1	0	0	0.0000	3	1	2.4395	6	0
cpd00351	Saccharopine	C11H19N2O6	-1	8	-8.9130	8.9130	275.0000	0.9269	19	0	0	6	0.3333	2	11	-6.2709	9	0
cpd20867	16-Oxo-palmitate	C16H29O3	-1	6	-8.9010	8.9010	270.0000	1.2676	19	0	0	2	0.1111	0	15	3.3966	5	0
cpd00428	2-Oxopropanal	C3H4O2	0	28	8.8780	8.8780	72.0000	0.4157	5	0	0	3	0.7500	0	1	-0.2257	4	0
cpd01735	Glucurone	C6H8O6	0	7	8.8690	8.8690	176.0000	0.5531	12	1	0	2	0.1667	4	2	-2.8066	9	0
cpd00320	D-Aspartate	C4H6NO4	-1	5	-8.8510	8.8510	132.0000	0.3693	9	0	0	4	0.5000	1	3	-4.5132	6	0
cpd00430	PACT	C8H8O2	0	12	8.8360	8.8360	136.0000	0.7413	10	1	6	9	0.9000	0	1	1.6119	6	0
cpd00296	dGMP	C10H12N5O7P	-2	5	-8.7910	8.7910	346.0000	16172.4172	23	3	9	12	0.4800	3	4	-2.8045	21	0
cpd02113	dTDP-rhamnose	C16H24N2O15P2	-2	8	8.7730	8.7730	546.0000	1.3330	35	3	6	8	0.2162	10	8	-3.6925	24	0
cpd00420	Testosterone	C19H28O2	0	10	-8.7680	8.7680	288.0000	56448.6642	21	4	0	3	0.1250	6	0	3.8792	10	0
cpd00132	L-Asparagine	C4H8N2O3	0	17	-8.7630	8.7630	132.0000	0.7007	9	0	0	4	0.5000	1	3	-3.7778	8	0
cpd00066	L-Phenylalanine	C9H11NO2	0	43	8.7550	8.7550	165.0000	0.7007	12	1	6	8	0.6667	1	3	-1.4105	8	0
cpd00853	DPG	C3H3O10P2	-5	6	-8.7490	8.7490	263.0000	0.5124	15	0	0	2	0.1429	1	6	-5.2045	9	0
cpd00322	L-Isoleucine	C6H13NO2	0	19	-8.7240	8.7240	131.0000	0.7007	9	0	0	2	0.2500	2	3	-1.6071	8	0
cpd00361	ACTN	C4H8O2	0	20	8.7180	8.7180	88.0000	0.3018	6	0	0	0	0.0000	1	1	-0.0438	5	0
cpd03345	5-Hydroxyindoleacetaldehyde	C10H9NO2	0	13	8.7130	8.7130	175.0000	1.2245	13	2	9	11	0.7857	0	2	1.6149	11	0
cpd22621	(3R)-3-hydroxy-stearoyl-CoA	C39H66N7O18P3S	-4	5	-8.6690	8.6690	1049.0000	2.5453	68	3	9	15	0.2143	8	35	1.3690	31	0
cpd00065	L-Tryptophan	C11H12N2O2	0	37	8.6340	8.6340	204.0000	0.5175	15	2	9	12	0.7500	1	3	-0.9292	12	0
cpd02067	3-Indoleglycolaldehyde	C10H9NO2	0	9	8.6300	8.6300	175.0000	1.0315	13	2	9	10	0.7143	1	2	1.4002	10	0
cpd05498	beta-Cryptoxanthin	C40H56O	0	5	-8.6200	8.6200	552.0000	5.2815	41	2	0	21	0.5000	1	10	11.5766	25	18
cpd00298	dTMP	C10H13N2O8P	-2	10	-8.6160	8.6160	321.0000	1.1237	21	2	6	8	0.3636	3	4	-2.6613	19	0
cpd00285	Phosphoethanolamine	C2H7NO4P	-1	7	-8.5990	8.5990	141.0000	0.5204	8	0	0	0	0.0000	0	3	-2.9264	7	0
cpd01889	4-Acetamidobutanoate	C6H10NO3	-1	6	-8.4970	8.4970	144.0000	0.4665	10	0	0	4	0.4444	0	4	-1.3474	8	0
cpd22622	16:1-delta9-CoA	C37H60N7O17P3S	-4	16	8.4920	8.4920	1003.0000	2.5648	65	3	9	15	0.2239	7	32	1.3940	32	0
cpd01487	alpha-D-Xylose	C5H10O5	0	11	-8.4590	8.4590	150.0000	0.3535	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd35301	keto-L-sorbose	C6H12O6	0	7	8.4220	8.4220	180.1570	0.5327	12	0	0	0	0.0000	3	5	-3.3772	6	0
cpd00433	(+)-Neomenthol	C10H20O	0	6	-8.3580	8.3580	156.0000	1.7556	11	1	0	0	0.0000	3	1	2.4395	7	0
cpd00405	Hexadecanal	C16H32O	0	13	-8.3510	8.3510	240.0000	1.3356	17	0	0	0	0.0000	0	14	5.6666	4	0
cpd09879	S-(Hydroxymethyl)glutathione	C11H18N3O7S	-1	6	8.3350	8.3350	336.0000	1.2481	22	0	0	8	0.3810	2	11	-5.8391	14	0
cpd00759	S-Formylglutathione	C11H16N3O7S	-1	6	-8.3350	8.3350	334.0000	1.5548	22	0	0	8	0.3810	2	11	-5.5987	13	0
cpd01495	Dehydroalanine	C3H5NO2	0	12	8.3130	8.3130	87.0000	0.3502	6	0	0	4	0.8000	0	1	-2.5081	6	0
cpd01758	N-Acetylputrescine	C6H15N2O	1	10	-8.2970	8.2970	131.0000	0.7369	9	0	0	2	0.2500	0	4	-0.8554	8	0
cpd00738	phosphoserine	C3H6NO6P	-2	9	-8.2630	8.2630	184.0000	0.2671	11	0	0	2	0.2000	1	4	-4.8079	10	0
cpd01257	L-Galactose	C6H12O6	0	6	8.2510	8.2510	180.0000	0.2701	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd24549	(+)-isomenthol	C10H20O	0	5	-8.2400	8.2400	156.0000	1.7556	11	1	0	0	0.0000	3	1	2.4395	6	0
cpd03844	alpha-Cellobiose	C12H22O11	0	5	8.1590	8.1590	342.0000	0.5421	23	2	0	0	0.0000	10	4	-5.3972	8	0
cpd02295	1-4-Dihydroxy-2-naphthoate	C11H7O4	-1	6	-8.1440	8.1440	203.0000	1.8621	15	2	10	16	1.0000	0	1	0.6145	8	0
cpd08265	(1R,2R,4S)-Iso-dihydrocarveol	C10H18O	0	5	-8.0970	8.0970	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	7	0
cpd03845	beta-Cellobiose	C12H22O11	0	8	8.0560	8.0560	342.0000	0.5002	23	2	0	0	0.0000	10	4	-5.3972	7	0
cpd01720	3-Ureidopropanoate	C4H7N2O3	-1	5	-8.0470	8.0470	131.0000	0.7955	9	0	0	5	0.6250	0	3	-2.2053	8	0
cpd40675	1-hexadecanoyl-N-(acetyl)-sphing-4-enine	C36H69NO4	0	9	-8.0110	8.0110	10000000.0000	2.7268	41	0	0	4	0.1000	2	31	10.1338	12	0
cpd03846	octanoate	C8H15O2	-1	17	-8.0090	8.0090	143.0000	0.5574	10	0	0	2	0.2222	0	6	1.0968	5	0
cpd01711	Isobutyrate	C4H7O2	-1	5	-7.9800	7.9800	87.0000	0.3230	6	0	0	2	0.4000	0	1	-0.6077	5	0
cpd00156	L-Valine	C5H11NO2	0	14	-7.9540	7.9540	117.0000	0.7007	8	0	0	2	0.2857	1	2	-1.9972	7	0
cpd00146	Carbamoylphosphate	CH2NO5P	-2	17	-7.9310	7.9310	140.0000	0.6978	8	0	0	3	0.4286	0	1	-2.0896	7	0
cpd00023	L-Glutamate	C5H8NO4	-1	297	-7.9110	7.9110	146.0000	0.2984	10	0	0	4	0.4444	1	4	-4.1231	6	0
cpd03607	4-(Phosphonooxy)-threonine	C4H8NO7P	-2	5	-7.8700	7.8700	214.0000	0.3888	13	0	0	2	0.1667	2	5	-5.4470	12	0
cpd22119	4-(Phosphonooxy)-L-threonine	C4H8NO7P	-2	5	-7.8700	7.8700	215.0000	0.3888	13	0	0	2	0.1667	2	5	-5.4470	12	0
cpd09688	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	C42H82NO8P	0	7	-7.8610	7.8610	759.0000	29276.1199	52	0	0	4	0.0784	2	39	11.1680	15	0
cpd40495	1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine	C42H82NO8P	0	5	-7.8580	7.8580	10000000.0000	29276.1199	52	0	0	4	0.0784	2	39	11.1680	15	0
cpd00186	D-Glutamate	C5H8NO4	-1	13	-7.8540	7.8540	146.0000	0.5919	10	0	0	4	0.4444	1	4	-4.1231	6	0
cpd01260	Lauroyl-CoA	C33H54N7O17P3S	-4	33	-7.8520	7.8520	946.0000	2.2568	61	3	9	15	0.2381	7	29	0.0576	31	0
cpd01034	Toluol	C7H8	0	7	7.7970	7.7970	92.0000	0.6151	7	1	6	6	0.8571	0	0	1.9950	3	0
cpd01733	Ferulaldehyde	C10H10O3	0	11	7.7820	7.7820	178.0000	1.1800	13	1	6	12	0.9231	0	3	1.6129	10	0
cpd00299	dUMP	C9H11N2O8P	-2	12	-7.7810	7.7810	307.0000	1.0626	20	2	6	8	0.3810	3	4	-2.9697	18	0
cpd00345	5-Methyltetrahydrofolate	C20H23N7O6	-2	16	-7.7500	7.7500	457.0000	16173.3175	33	3	12	24	0.6857	2	9	-2.9271	23	0
cpd24293	protodeoxyviolaceinate	C21H14N3O2	-1	8	7.6940	7.6940	341.0000	2.2206	26	5	23	30	1.0000	0	3	3.6748	11	0
cpd24292	protoviolaceinate	C21H14N3O3	-1	6	-7.6940	7.6940	357.0000	2.3019	27	5	23	31	1.0000	0	3	3.3804	13	0
cpd00011	CO2	CO2	0	924	7.6440	7.6440	44.0000	0.7007	3	0	0	2	1.0000	0	0	-0.5835	2	0
cpd00911	6-phospho-D-glucono-1-5-lactone	C6H9O9P	-2	13	7.6360	7.6360	257.0000	0.3510	16	1	0	2	0.1250	4	3	-4.1602	12	0
cpd00067	H+	H	1	5598	7.6340	7.6340	1.0000	0.0000	0	0	0	0	0.0000	0	0	0.1125	1	0
cpd00037	UDP-N-acetylglucosamine	C17H25N3O17P2	-2	17	7.6120	7.6120	605.0000	1.4627	39	3	6	10	0.2439	11	10	-5.9139	25	0
cpd16244	MTAL	C4H8OS	0	6	7.5740	7.5740	0.0000	1.0142	6	0	0	0	0.0000	0	3	0.9384	6	0
cpd03662	n-Butanol	C4H10O	0	13	-7.5740	7.5740	74.0000	0.5738	5	0	0	0	0.0000	0	2	0.7788	4	0
cpd27216	hexanol	C6H14O	0	7	-7.5520	7.5520	102.0000	0.4531	7	0	0	0	0.0000	0	4	1.5590	4	0
cpd02528	UDP-4-oxo-6-deoxy-D-glucose	C15H20N2O16P2	-2	6	7.5500	7.5500	546.0000	1.3666	35	3	6	8	0.2162	10	8	-4.8219	24	0
cpd30321	beta-D-Fructose	C6H12O6	0	35	-7.5480	7.5480	180.0000	0.3013	12	1	0	0	0.0000	4	2	-3.2198	6	0
cpd19069	Phenylacetic acid	C8H7O2	-1	9	7.5380	7.5380	136.0000	0.7024	10	1	6	8	0.8000	0	2	-0.0210	6	0
cpd00819	L-Arabinono-1,4-lactone	C5H8O5	0	12	7.5270	7.5270	148.0000	0.4621	10	1	0	2	0.2000	3	1	-2.3741	7	0
cpd00705	L-2-Aminoadipate	C6H10NO4	-1	13	-7.4890	7.4890	160.0000	0.6707	11	0	0	4	0.4000	1	5	-3.7330	6	0
cpd01062	Geraniol	C10H18O	0	15	7.4840	7.4840	154.0000	1.0817	11	0	0	0	0.0000	0	4	2.6714	8	0
cpd00126	GMP	C10H12N5O8P	-2	12	-7.4730	7.4730	362.0000	16172.4781	24	3	9	12	0.4615	4	4	-3.8337	21	0
cpd03521	Dihydroneopterin phosphate	C9H12N5O7P	-2	5	-7.4640	7.4640	334.0000		22	2	6	10	0.4348	2	5	-3.6666	20	0
cpd00281	GABA	C4H9NO2	0	27	-7.4480	7.4480	103.0000	0.3878	7	0	0	2	0.3333	0	3	-2.2416	6	0
cpd00341	N-Carbamoylputrescine	C5H14N3O	1	8	-7.4210	7.4210	132.0000	0.9447	9	0	0	3	0.3750	0	4	-1.3232	8	0
cpd08264	(1R,2S,4S)- Neoiso-dihydrocarveol	C10H18O	0	5	-7.3960	7.3960	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	7	0
cpd01157	Chitobiose	C16H28N2O11	0	11	7.3950	7.3950	424.0000	1.1523	29	2	0	4	0.1333	10	6	-5.1096	14	0
cpd01627	alpha-L-Rhamnose	C6H12O5	0	5	-7.3780	7.3780	164.0000	0.2643	11	1	0	0	0.0000	5	0	-2.1938	6	0
cpd19019	L-Cystathionine	C7H14N2O4S	0	10	-7.3700	7.3700	222.0000	0.9743	14	0	0	4	0.3077	2	7	-5.1695	8	0
cpd19108	(-)-Linalool	C10H18O	0	6	7.3510	7.3510	154.0000	0.9239	11	0	0	0	0.0000	1	4	2.6698	7	0
cpd00663	Acrylyl-CoA	C24H34N7O17P3S	-4	20	7.3360	7.3360	818.0000	2.0142	52	3	9	18	0.3333	7	20	-3.6773	33	0
cpd00441	(CH3)3N	C3H10N	1	9	-7.3220	7.3220	60.0000	0.7007	4	0	0	0	0.0000	0	0	-1.2393	2	0
cpd00852	beta-Glucogallin	C13H16O10	0	26	7.3100	7.3100	332.0000	1.6184	23	2	6	12	0.5000	5	3	-2.2399	13	0
cpd00516	meso-2,6-Diaminopimelate	C7H14N2O4	0	7	-7.2690	7.2690	190.0000	0.7116	13	0	0	4	0.3333	2	6	-5.1225	7	0
cpd01234	Campesterol	C28H48O	0	8	7.2670	7.2670	400.0000	56449.0754	29	4	0	0	0.0000	9	5	7.6347	10	0
cpd00117	D-Alanine	C3H7NO2	0	37	-7.2420	7.2420	89.0000	0.3649	6	0	0	2	0.4000	1	1	-2.6333	6	0
cpd00035	L-Alanine	C3H7NO2	0	109	-7.2090	7.2090	89.0000	0.2771	6	0	0	2	0.4000	1	1	-2.6333	6	0
cpd28229	trans-2-hexenol	C6H12O	0	5	7.1960	7.1960	100.0000	0.4458	7	0	0	0	0.0000	0	3	1.3350	5	0
cpd03123	3-Oxohexanoyl-CoA	C27H40N7O18P3S	-4	7	7.1730	7.1730	876.0000	2.0494	56	3	9	15	0.2586	7	23	-3.1040	32	0
cpd01527	D-Xylonolactone	C5H8O5	0	8	7.1640	7.1640	148.0000	0.5167	10	1	0	2	0.2000	3	0	-2.3741	7	0
cpd08250	(1R,2R,4R)-Dihydrocarveol	C10H18O	0	5	-7.1390	7.1390	154.0000	1.7599	11	1	0	0	0.0000	3	1	2.3596	7	0
cpd15069	7-Methylxanthine	C6H6N4O2	0	6	-7.0950	7.0950	166.0000	0.7903	12	2	9	12	0.9231	0	0	-1.0501	10	0
cpd00144	UDPglucuronate	C15H19N2O18P2	-3	16	7.0940	7.0940	577.0000	1.2748	37	3	6	10	0.2564	11	9	-7.3001	23	0
cpd00472	UDPgalacturonate	C15H19N2O18P2	-3	8	7.0840	7.0840	577.0000	1.2938	37	3	6	10	0.2564	11	9	-7.3001	23	0
cpd27408	Linalools	C10H18O	0	5	7.0750	7.0750	154.0000	0.9239	11	0	0	0	0.0000	1	4	2.6698	7	0
cpd05264	beta-D-Glucuronic acid	C6H9O7	-1	9	-7.0710	7.0710	193.0000	0.2969	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00211	Butyrate	C4H7O2	-1	19	-7.0690	7.0690	87.0000	0.7007	6	0	0	2	0.4000	0	2	-0.4636	5	0
cpd02535	2,3-Dihydroxy-3-methylvalerate	C6H11O4	-1	17	-7.0650	7.0650	147.0000	0.3811	10	0	0	2	0.2222	2	3	-1.7418	8	0
cpd00504	LL-2,6-Diaminopimelate	C7H14N2O4	0	6	-7.0590	7.0590	190.0000	0.7116	13	0	0	4	0.3333	2	6	-5.1225	6	0
cpd02024	Phosphonoacetaldehyde	C2H4O4P	-1	7	-7.0510	7.0510	122.0000	1.7489	7	0	0	0	0.0000	1	2	-1.2690	7	0
cpd11193	benzylacetate	C9H10O2	0	5	6.9850	6.9850	150.0000	0.7482	11	1	6	8	0.7273	0	2	1.7497	7	0
cpd02532	1-O,6-O-Digalloyl-beta-D-glucose	C20H20O14	0	6	6.9780	6.9780	484.0000	3.2018	34	3	12	24	0.6667	5	5	-1.2584	13	0
cpd00185	D-Arabinose	C5H10O5	0	8	6.9500	6.9500	150.0000	0.3690	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd00604	4-Coumarate	C9H7O3	-1	16	6.9490	6.9490	163.0000	0.7454	12	1	6	12	1.0000	0	2	0.1553	9	0
cpd03105	Acetol	C3H6O2	0	14	6.9370	6.9370	74.0000	0.1622	5	0	0	0	0.0000	0	1	-0.4323	5	0
cpd00091	UMP	C9H11N2O9P	-2	46	-6.9250	6.9250	323.0000	1.3540	21	2	6	8	0.3636	4	4	-3.9989	18	0
cpd15204	(S)-3-Hydroxyoctadecanoyl-CoA	C39H66N7O18P3S	-4	5	-6.8630	6.8630	1046.0000	2.5453	68	3	9	15	0.2143	8	35	1.3690	31	0
cpd00105	D-Ribose	C5H10O5	0	23	6.8530	6.8530	150.0000	0.3532	10	1	0	0	0.0000	4	1	-2.5823	7	0
cpd11203	Phenylglyoxylyl-CoA	C29H36N7O18P3S	-4	8	6.8400	6.8400	896.0000	2.0841	58	4	15	25	0.4098	7	21	-2.9804	34	0
cpd22007	3-dehydro-alpha-D-glucose	C6H10O6	0	5	-6.8220	6.8220	178.0000	0.4077	12	1	0	0	0.0000	4	1	-3.0132	9	0
cpd05262	galacturonate	C6H9O7	-1	10	-6.8060	6.8060	193.0000	0.2969	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00399	Oleoyl-CoA	C39H64N7O17P3S	-4	51	6.7990	6.7990	1028.0000	2.6855	67	3	9	15	0.2174	7	34	2.1742	32	0
cpd02671	1-O,2-O,6-O-Trigalloyl-beta-D-glucose	C27H24O18	0	5	6.7950	6.7950	636.0000		45	4	18	36	0.7500	5	7	-0.2769	13	0
cpd16638	cis-octadec-9-enoyl-coa	C39H64N7O17P3S	-4	14	6.7930	6.7930	0.0000	2.6855	67	3	9	15	0.2174	7	34	2.1742	32	0
cpd25359	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	C29H50O2	0	12	-6.7930	6.7930	430.0000	56449.4731	31	4	0	0	0.0000	8	6	7.1413	11	0
cpd02416	N-Acetyl-beta-D-glucosamine	C8H15NO6	0	10	-6.7780	6.7780	221.0000	0.5027	15	1	0	2	0.1333	5	2	-3.0776	12	0
cpd00041	L-Aspartate	C4H6NO4	-1	64	-6.7750	6.7750	132.0000	0.3041	9	0	0	4	0.5000	1	3	-4.5132	6	0
cpd16494	DL-Glyceryl 1-phosphate	C3H7O6P	-2	6	-6.7650	6.7650	171.0000	0.3047	10	0	0	0	0.0000	1	4	-2.8151	7	0
cpd01698	alpha-L-Arabinose	C5H10O5	0	5	-6.7600	6.7600	150.0000	0.3169	10	1	0	0	0.0000	4	1	-2.5823	6	0
cpd00589	D-Tagatose	C6H12O6	0	5	-6.7160	6.7160	180.0000	0.4316	12	1	0	0	0.0000	4	1	-3.2198	6	0
cpd02095	L-2,4-Diaminobutyrate	C4H11N2O2	1	6	-6.7150	6.7150	119.0000	0.6253	8	0	0	2	0.2857	1	3	-4.0212	7	0
cpd00082	D-Fructose	C6H12O6	0	58	6.7140	6.7140	180.0000	0.3013	12	1	0	0	0.0000	4	2	-3.2198	6	0
cpd02045	1-Hydroxy-2-naphthoate	C11H7O3	-1	6	-6.6880	6.6880	187.0000	1.5425	14	2	10	15	1.0000	0	1	0.9089	8	0
cpd00425	(CH3)2NH	C2H8N	1	10	-6.6770	6.6770	46.0000	0.7007	3	0	0	0	0.0000	0	0	-1.1906	2	0
cpd15642	tetradecanal	C14H28O	0	7	-6.6750	6.6750	212.0000	1.1515	15	0	0	0	0.0000	0	12	4.8864	4	0
cpd24657	1D-myo-inositol (1,2,3,4) tetrakisphosphate	C6H8O18P4	-8	8	-6.6710	6.6710	500.0000	2.0277	28	1	0	0	0.0000	6	8	-8.4226	7	0
