rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel	dgp_uncertainty	diff	absdiff	chem_class	chem_subclass
rxn25959	monoterpene epsilon-lactone hydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd22210[0] => (1) cpd00067[0] + (1) cpd22186[0]	(1) H2O[0] + (1) 7-isopropyl-4-methyloxepan-2-ones[0] => (1) H+[0] + (1) 6-Hydroxy-37-dimethyloctanoate[0]	3.1.1.83	3	1	-10.6400	-10.9400	-7.3800	3	0	R01899		0	23	1	0	0.0000	2	2	4	4.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	10	188.0000	13	1	0	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	0.3000	-3.2600	-3.5600	3.5600	-9.6533	3.5600	1	1	0	0	1.0000	2.0000	1.0077	0	20.3700	-3.5600	3.5600	Hydrolysis	ester
rxn25961	lactoyl-CoA dehydratase	OK	0	0	=	(1) cpd27396[0] <=> (1) cpd00001[0] + (1) cpd00663[0]	(1) Lactoyl-CoAs[0] <=> (1) H2O[0] + (1) Acrylyl-CoA[0]	4.2.1.54	4	1	1.5000	0.5000	-4.9200	3	0	R01899		0	23	1	0	0.0000	1	2	3	3.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	24	839.0000	53	6	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	4.0000	0.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2	1.0000	6.4200	5.4200	6.4200	-0.9733	6.4200	1	1	0	0	0.0000	0.0000	0.4634	0	23.3800	5.4200	5.4200	Addition / elimination	hydratase / dehydratase
rxn25963	N-acetylneuraminate-9-phosphatase	OK	0	1	>	(1) cpd00001[0] + (1) cpd03733[0] => (1) cpd00009[0] + (1) cpd00232[0]	(1) H2O[0] + (1) N-Acetylneuraminate 9-phosphate[0] => (1) Phosphate[0] + (1) Neu5Ac[0]	3.1.3.29	3	1	7.2200	-3.1000	-12.5200	3	1	R01805	R01805	1	4	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	11	387.0000	25	2	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	10.3200	19.7400	9.4200	19.7400	-2.8000	19.7400	1	1	0	0	0.0000	-4.0000	0.4535	0	25.9600	9.4200	9.4200	Hydrolysis	other hydrolase
rxn25967	RXN-9992.c	OK	0	0	>	(1) cpd00001[0] + (1) cpd22793[0] => (1) cpd00009[0] + (1) cpd22792[0]	(1) H2O[0] + (1) 2-keto-3-deoxy-D-glycero-D-galacto-nononate-9-phosphate[0] => (1) Phosphate[0] + (1) 2-keto-3-deoxy-D-glycero-D-galacto-nononate[0]	3.1.3.103	3	1	7.2200	-2.8800	-12.5200	3	0	R01117		0	9	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	9	348.0000	22	2	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	10.1000	19.7400	9.6400	19.7400	-2.7267	19.7400	1	1	0	0	0.0000	-4.0000	0.2980	0	25.9600	9.6400	9.6400	Hydrolysis	other hydrolase
rxn25975	phytase	OK	0	1	=	(1) cpd00001[0] + (1) cpd00885[0] <=> (1) cpd00009[0] + (1) cpd02780[0]	(1) H2O[0] + (1) Phytate[0] <=> (1) Phosphate[0] + (1) Inositol 1,2,4,5,6-pentakisphosphate[0]	3.1.3.62;3.1.3.8	3	2	7.2200	1.8500	22.1300	3	1	R03371	R03371	1	37	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	6	654.0000	36	2	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	5.3700	-14.9100	-20.2800	20.2800	10.4000	20.2800	1	1	0	0	0.0000	-40.0000	0.3323	0	54.0500	-20.2800	20.2800	Hydrolysis	other hydrolase
rxn25989	coproporphyrinogen III oxidase	OK	0	1	>	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd02083[0] => (2) cpd00001[0] + (2) cpd00011[0] + (1) cpd00791[0]	(1) O2[0] + (2) H+[0] + (1) CoproporphyrinogenIII[0] => (2) H2O[0] + (2) CO2[0] + (1) ProtoporphyrinogenIX[0]	1.3.3.3	1	1		-86.0000	-121.0300	2	1	R03220	R03220	1	2	1	0	0.0000	3	3	6	9.0000	2.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	36	656.0000	48	10	8	co2;h;h2o;o2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	32.0000	0.0000	8.0000	0.0000	6.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2			35.0300				1	1	0	0	-2.0000	-14.0000	1.8244	0	59.2900	35.0300	35.0300	Oxygenation: O2 incorporated	unclassified oxygen transfer
rxn25990	hephaestin	OK	0	1	=	(1) cpd00007[0] + (4) cpd00067[0] + (4) cpd10515[0] <=> (2) cpd00001[0] + (4) cpd10516[0]	(1) O2[0] + (4) H+[0] + (4) Fe+2[0] <=> (2) H2O[0] + (4) Fe+3[0]	1.16.3.1	1	1	-8.1800	-11.6900	-12.5000	3	1	R00078	R00078	1	19	1	0	0.0000	3	2	5	15.0000	4.0000	3	Fe;H;O	0	0	0	0	1	0	0	0	0	1	0	56.0000	2	0	0	h;h2o;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	3.5100	4.3200	0.8100	4.3200	-10.7900	4.3200	1	1	0	0	-4.0000	16.0000	4.0417	0	5.0500	0.8100	0.8100	Oxygenation: O2 incorporated	unclassified oxygen transfer
rxn25994	RXN0-1941.c	OK	0	0	=	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd27008[0] <=> (1) cpd00006[0] + (1) cpd27009[0]	(1) NADPH[0] + (1) H+[0] + (1) ethyl-2-methylacetoacetate[0] <=> (1) NADP[0] + (1) ethyl-(2R)-methyl-(3S)-hydroxybutanoate[0]	1.1.1.274	1	1	-3.7600	-4.4300	-0.7500	3	0	R00078		0	19	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0000	48	10	5	h;nadp;nadph	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	5.0000	9.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	1.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	0.6700	-3.0100	-3.6800	3.6800	-2.9800	3.6800	1	1	0	0	-1.0000	-8.0000	0.2417	0	25.6300	-3.6800	3.6800	Redox: carbon, hydride transfer	NAD(P)-linked
rxn26000	RXN0-2022.c	OK	0	1	>	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00071[0] => (1) cpd00011[0] + (1) cpd00361[0]	(1) Pyruvate[0] + (1) H+[0] + (1) Acetaldehyde[0] => (1) CO2[0] + (1) ACTN[0]		none	0	-8.7600	-6.9500	-15.4100	3	0			0	0	0	0		3	2	5	5.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	4	88.0000	6	0	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-1.8100	6.6500	8.4600	8.4600	-10.3733	8.4600	1	1	0	0	-1.0000	-2.0000	0.8347	0	17.7100	8.4600	8.4600	C-C bond: carboxylation / decarboxylation	CO2 added or lost
rxn26001	RXN0-2022.n	OK	0	1	>	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00071[0] => (1) cpd00011[0] + (1) cpd00361[0]	(1) Pyruvate[0] + (1) H+[0] + (1) Acetaldehyde[0] => (1) CO2[0] + (1) ACTN[0]		none	0	-8.7600	-6.9500	-15.4100	3	0			0	0	0	0		3	2	5	5.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	4	88.0000	6	0	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-1.8100	6.6500	8.4600	8.4600	-10.3733	8.4600	1	1	0	0	-1.0000	-2.0000	0.8347	0	17.7100	8.4600	8.4600	C-C bond: carboxylation / decarboxylation	CO2 added or lost
rxn26013	L-serine hydro-lyase [adding indole, L-tryptophan-forming]	OK	0	1	>	(1) cpd00054[0] + (1) cpd00359[0] => (1) cpd00001[0] + (1) cpd00065[0]	(1) L-Serine[0] + (1) indol[0] => (1) H2O[0] + (1) L-Tryptophan[0]	4.2.1.122;4.2.1.20	4	2	-11.9500	-12.1300	-11.9700	3	1	R00674	R00674	1	45	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	11	204.0000	15	4	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	0.1800	0.0200	-0.1600	0.1800	-12.0167	0.1800	1	1	0	0	0.0000	0.0000	0.2682	0	0.9200	-0.1600	0.1600	Addition / elimination	hydratase / dehydratase
rxn26033	RXN0-2943.c	OK	0	0	>	(1) cpd00007[0] + (1) cpd00168[0] => (2) cpd00067[0] + (1) cpd21862[0]	(1) O2[0] + (1) 2,3-Dihydroxybenzoate[0] => (2) H+[0] + (1) 2-carboxymuconate[0]		none	0	-95.6400	-75.5200	-152.8600	3	0	R00674		0	45	1	0	0.0000	2	2	4	5.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	7	186.0000	13	1	1	h;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	6.0000	-6.0000	0.0000	0.0000	4.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-20.1200	57.2200	77.3400	77.3400	-108.0067	77.3400	1	1	0	0	2.0000	10.0000	1.3898	0	39.5200	77.3400	77.3400	Redox: quinone / quinol	catecholic (dihydroxyarene)
rxn26034	RXN0-2943.p	OK	0	1	>	(1) cpd00007[0] + (1) cpd00168[0] => (2) cpd00067[0] + (1) cpd21862[0]	(1) O2[0] + (1) 2,3-Dihydroxybenzoate[0] => (2) H+[0] + (1) 2-carboxymuconate[0]		none	0	-95.6400	-75.5200	-152.8600	3	0	R00674		0	45	1	0	0.0000	2	2	4	5.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	7	186.0000	13	1	1	h;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	6.0000	-6.0000	0.0000	0.0000	4.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-20.1200	57.2200	77.3400	77.3400	-108.0067	77.3400	1	1	0	0	2.0000	10.0000	1.3898	0	39.5200	77.3400	77.3400	Redox: quinone / quinol	catecholic (dihydroxyarene)
rxn26038	RXN0-313.c	OK	0	0	=	(1) cpd19035[0] <=> (1) cpd00102[0] + (1) cpd00157[0]	(1) beta-D-Fructose 6-phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) Glycerone[0]	4.1.2.-	4	1	4.3100	3.7900	-10.3000	3	0	R00674		0	45	1	0	0.0000	1	2	3	3.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	6	260.0000	16	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	7.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	0.5200	14.6100	14.0900	14.6100	-0.7333	14.6100	1	1	0	0	0.0000	0.0000	0.6090	0	16.8400	14.0900	14.0900	C-C bond: aldol / Claisen	condensation or retro-cleavage
rxn26065	RXN0-361.c	OK	0	0	=	(1) cpd00001[0] + (1) cpd00367[0] <=> (1) cpd00307[0] + (1) cpd28037[0]	(1) H2O[0] + (1) Cytidine[0] <=> (1) Cytosine[0] + (1) RIBOSE[0]	3.2.2.-	3	1	1.3500	-2.7200	4.3300	3	0	R07661		0	10	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	9	243.0000	17	3	2	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	7.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	4.0700	-2.9800	-7.0500	7.0500	0.9867	7.0500	1	1	0	0	0.0000	0.0000	0.5585	0	30.5100	-7.0500	7.0500	Hydrolysis	other hydrolase
rxn26066	RXN0-363.c	OK	0	0	=	(1) cpd00001[0] + (1) cpd01217[0] <=> (1) cpd00309[0] + (1) cpd28037[0]	(1) H2O[0] + (1) Xanthosine[0] <=> (1) XAN[0] + (1) RIBOSE[0]	3.2.2.1	3	1	1.3500	-3.9600	-1.2300	3	0	R07661		0	10	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	284.0000	20	5	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	9.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	5.3100	2.5800	-2.7300	5.3100	-1.2800	5.3100	1	1	0	0	0.0000	0.0000	0.8278	0	4.1300	-2.7300	2.7300	Hydrolysis	other hydrolase
rxn26067	guanosine hydrolase	OK	0	0	=	(1) cpd00001[0] + (1) cpd00311[0] <=> (1) cpd00207[0] + (1) cpd28037[0]	(1) H2O[0] + (1) Guanosine[0] <=> (1) Guanine[0] + (1) RIBOSE[0]	3.2.2.1	3	1	1.3500	-3.8000	-2.9000	3	0	R07661		0	10	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	283.0000	20	5	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	7.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	5.1500	4.2500	-0.9000	5.1500	-1.7833	5.1500	1	1	0	0	0.0000	0.0000	0.6631	0	4.0600	-0.9000	0.9000	Hydrolysis	other hydrolase
rxn26077	RXN0-4281.d	OK	0	1	=	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00428[0] <=> (1) cpd00006[0] + (1) cpd03105[0]	(1) NADPH[0] + (1) H+[0] + (1) 2-Oxopropanal[0] <=> (1) NADP[0] + (1) Acetol[0]	1.1.1.-	1	1	-7.6800	-4.5200	-7.1300	3	1	R02528	R02528	1	24	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0000	48	10	5	h;nadp;nadph	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	5.0000	9.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-3.1600	-0.5500	2.6100	3.1600	-6.4433	3.1600	1	1	0	0	-1.0000	-8.0000	0.4099	0	15.6400	2.6100	2.6100	Redox: carbon, hydride transfer	NAD(P)-linked
