rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel	dgp_uncertainty	diff	absdiff	chem_class	chem_subclass
rxn09960	aldehyde dehydrogenase [NAD(P)+]	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd15642[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd03847[0]	(1) H2O[0] + (1) NAD[0] + (1) tetradecanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) Myristic acid[0]	1.2.1.5	1	1	-9.8000	-9.1200	-7.8800	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9200	-1.2400	1.9200	-8.9333	1.9200	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2400	1.2400	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09964	aldehyde dehydrogenase (octadecanal, NAD)	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd01264[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd01080[0]	(1) H2O[0] + (1) NAD[0] + (1) Octadecanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) ocdca[0]		none	0	-9.8000	-9.1200	-7.8800	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9200	-1.2400	1.9200	-8.9333	1.9200	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2400	1.2400	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09967	RXN-8946.c.metaexp.NAD_NADH	OK	0	0	>	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00371[0] => (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00141[0]	(1) H2O[0] + (1) NAD[0] + (1) Propanal[0] => (1) NADH[0] + (2) H+[0] + (1) Propionate[0]		none	0	-9.8000	-11.7300	-11.2900	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	1.9300	1.4900	-0.4400	1.9300	-10.9400	1.9300	1	1	0	0	2.0000	6.0000	0.6188	0	10.1900	-0.4400	0.4400	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09972	aldehyde dehydrogenase [NAD(P)+]	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd15621[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00597[0]	(1) H2O[0] + (1) NAD[0] + (1) pentanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) Valerate[0]	1.2.1.5	1	1	-9.8000	-9.1200	-7.8900	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9100	-1.2300	1.9100	-8.9367	1.9100	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2300	1.2300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09973	aldehyde dehydrogenase [NAD(P)+]	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd15611[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd01113[0]	(1) H2O[0] + (1) NAD[0] + (1) hexanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) Hexanoate[0]	1.2.1.5	1	1	-9.8000	-9.1200	-7.8900	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9100	-1.2300	1.9100	-8.9367	1.9100	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2300	1.2300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09974	aldehyde dehydrogenase [NAD(P)+]	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd10089[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd15608[0]	(1) H2O[0] + (1) NAD[0] + (1) Heptanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) HPA[0]	1.2.1.5	1	1	-9.8000	-9.1200	-7.8900	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9100	-1.2300	1.9100	-8.9367	1.9100	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2300	1.2300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09977	aldehyde dehydrogenase [NAD(P)+]	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd15618[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd01126[0]	(1) H2O[0] + (1) NAD[0] + (1) nonanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) Nonanoate[0]	1.2.1.5	1	1	-9.8000	-9.1200	-7.8900	3	0	R10563		0	21	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.6800	-1.9100	-1.2300	1.9100	-8.9367	1.9100	1	1	0	0	2.0000	6.0000	0.2604	0	1.3700	-1.2300	1.2300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn09978	beta-glucosidase (methyl-alpha-D-glucoside)	OK	0	0	=	(1) cpd00001[0] + (1) cpd15584[0] <=> (1) cpd00027[0] + (1) cpd00116[0]	(1) H2O[0] + (1) alpha-Methyl-D-glucoside[0] <=> (1) D-Glucose[0] + (1) Methanol[0]	3.2.1.21	3	1	0.1400	1.6800	14.0300	3	0	R10563		0	21	1	0	0.0000	2	2	4	4.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	7	194.0000	13	2	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-1.5400	-13.8900	-12.3500	13.8900	5.2833	13.8900	1	1	0	0	0.0000	0.0000	0.8340	0	13.6600	-12.3500	12.3500	Hydrolysis	other hydrolase
rxn09991	3-phytase, extracellular	OK	0	0	=	(1) cpd00001[0] + (1) cpd00885[0] <=> (1) cpd00009[0] + (1) cpd00943[0]	(1) H2O[0] + (1) Phytate[0] <=> (1) Phosphate[0] + (1) Inositol 1,3,4,5,6-pentakisphosphate[0]	3.1.3.62;3.1.3.8	3	2	7.2200	1.8500	19.2800	3	1	R07584	R07584	1	43	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	6	654.0000	36	2	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	5.3700	-12.0600	-17.4300	17.4300	9.4500	17.4300	1	1	0	0	0.0000	-40.0000	0.3323	0	55.4600	-17.4300	17.4300	Hydrolysis	other hydrolase
rxn09992	6-phospho-beta-glucosidase	OK	0	0	=	(1) cpd00001[0] + (1) cpd03698[0] <=> (1) cpd00079[0] + (1) cpd01553[0]	(1) H2O[0] + (1) Salicin-6P[0] <=> (1) D-glucose-6-phosphate[0] + (1) Saligenin[0]		none	0	-3.1100	4.7400	17.3500	3	0	R07584		0	43	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	13	365.0000	24	4	2	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-7.8500	-20.4600	-12.6100	20.4600	6.3267	20.4600	1	1	0	0	0.0000	0.0000	1.0304	0	24.4500	-12.6100	12.6100	Other / unclassified	-
rxn10008	Lumped reaction for synthesis of pime	OK	0	0	<	(2) cpd00001[0] + (1) cpd00020[0] + (1) cpd00032[0] + (1) cpd00067[0] <= (3) cpd00007[0] + (1) cpd01727[0]	(2) H2O[0] + (1) Pyruvate[0] + (1) Oxaloacetate[0] + (1) H+[0] <= (3) O2[0] + (1) Pimelate[0]		none	0	279.7800	280.4300	279.9400	3	0			0	0	0	0		4	2	6	9.0000	3.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	7	158.0000	11	0	0	h;h2o;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.6500	-0.1600	0.4900	0.6500	280.0500	0.6500	1	1	0	0	-1.0000	-2.0000	2.2034	0	2.8300	0.4900	0.4900	Other / unclassified	-
rxn10010	trans-2-hexenoyl-CoA  reductase (NAD+)	OK	0	0	=	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03125[0] <=> (1) cpd00003[0] + (1) cpd03124[0]	(1) NADH[0] + (1) H+[0] + (1) (2E)-Hexenoyl-CoA[0] <=> (1) NAD[0] + (1) Hexanoyl-CoA[0]	1.3.1.44	1	1	-16.5500	-14.1200	-10.9900	3	0			0	0	0	0		3	2	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	27	862.0000	55	16	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	3.0000	-3.0000	0.0000	0.0000	6.0000	0.0000	25.0000	5.0000	17.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	3	-2.4300	-5.5600	-3.1300	5.5600	-13.8867	5.5600	1	1	0	0	-1.0000	-4.0000	0.5378	0	7.6300	-3.1300	3.1300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn10011	acyl-CoA dehydrogenase (octanoyl-CoA)	OK	0	0	=	(1) cpd00003[0] + (1) cpd01335[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03130[0]	(1) NAD[0] + (1) Octanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Octenoyl-CoA[0]		none	0	16.5500	14.1600	10.9900	3	0			0	0	0	0		2	3	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	29	890.0000	57	16	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	3.0000	3.0000	0.0000	0.0000	6.0000	0.0000	25.0000	-5.0000	17.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	3	2.3900	5.5600	3.1700	5.5600	13.9000	5.5600	1	1	0	0	1.0000	4.0000	0.3347	0	7.6300	3.1700	3.1700	Redox: carbon, hydride transfer	NAD(P)-linked
rxn10012	acyl-CoA dehydrogenase (decanoyl-CoA)	OK	0	0	=	(1) cpd00003[0] + (1) cpd03128[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03129[0]	(1) NAD[0] + (1) Decanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Decenoyl-CoA[0]		none	0	16.5500	14.1600	10.9900	3	0			0	0	0	0		2	3	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	31	918.0000	59	16	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	3.0000	3.0000	0.0000	0.0000	6.0000	0.0000	25.0000	-5.0000	17.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	3	2.3900	5.5600	3.1700	5.5600	13.9000	5.5600	1	1	0	0	1.0000	4.0000	0.3347	0	7.6300	3.1700	3.1700	Redox: carbon, hydride transfer	NAD(P)-linked
rxn10013	acyl-CoA dehydrogenase (dodecanoyl-CoA)	OK	0	0	=	(1) cpd00003[0] + (1) cpd01260[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd02060[0]	(1) NAD[0] + (1) Lauroyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Dodecenoyl-CoA[0]		none	0	16.5500	14.1600	10.9900	3	0			0	0	0	0		2	3	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	33	946.0000	61	16	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	3.0000	3.0000	0.0000	0.0000	6.0000	0.0000	25.0000	-5.0000	17.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	3	2.3900	5.5600	3.1700	5.5600	13.9000	5.5600	1	1	0	0	1.0000	4.0000	0.3347	0	7.6300	3.1700	3.1700	Redox: carbon, hydride transfer	NAD(P)-linked
rxn10014	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	OK	0	0	=	(1) cpd00003[0] + (1) cpd01695[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03127[0]	(1) NAD[0] + (1) Myristoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) (2E)-Tetradecenoyl-CoA[0]		none	0	16.5500	14.1600	10.9900	3	0			0	0	0	0		2	3	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	35	974.0000	63	16	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	3.0000	3.0000	0.0000	0.0000	6.0000	0.0000	25.0000	-5.0000	17.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	4.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	3	2.3900	5.5600	3.1700	5.5600	13.9000	5.5600	1	1	0	0	1.0000	4.0000	0.3347	0	7.6300	3.1700	3.1700	Redox: carbon, hydride transfer	NAD(P)-linked
rxn10029	b-ketoacyl synthetase (octadecanoate)	OK	0	0	>	(16) cpd00005[0] + (1) cpd00022[0] + (23) cpd00067[0] + (8) cpd00070[0] => (7) cpd00001[0] + (16) cpd00006[0] + (9) cpd00010[0] + (8) cpd00011[0] + (1) cpd01080[0]	(16) NADPH[0] + (1) Acetyl-CoA[0] + (23) H+[0] + (8) Malonyl-CoA[0] => (7) H2O[0] + (16) NADP[0] + (9) CoA[0] + (8) CO2[0] + (1) ocdca[0]		none	0	-133.6700	-125.9500	-146.0000	3	0			0	0	0	0		4	5	9	89.0000	23.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	24	849.0000	54	19	11	co2;coa;h;h2o;nadp;nadph	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	32.0000	-32.0000	0.0000	0.0000	68.0000	0.0000	330.0000	80.0000	216.0000	16.0000	9.0000	-7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	82.0000	0.0000	0.0000	0.0000	0.0000	0.0000	132.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	150.0000	0.0000	50.0000	0.0000	50.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-9.0000	9.0000	9.0000	6	-7.7200	12.3300	20.0500	20.0500	-135.2067	20.0500	1	1	0	0	-23.0000	-206.0000	6.8303	0	86.2100	20.0500	20.0500	Redox: heteroatom (S)	thiol / disulfide
