rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon	dgp_uncertainty	eq_uncertainty
rxn51285	40959		-1.610	-0.640	-0.970	0.970	(2) 2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine[0] <=> (1) Glycerophosphocholine[0] + (1) 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine[0]		0.000	0.000	3	48	17.090	0.132
rxn51275	40907		-1.610	-0.640	-0.970	0.970	(2) 2-hexadecanoyl-sn-glycero-3-phosphocholine[0] <=> (1) Glycerophosphocholine[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine[0]		0.000	0.000	3	40	17.090	0.132
rxn32698	NMN nucleosidase	3.2.2.14;3.2.2.6	-5.100	-6.070	0.970	0.970	(1) H2O[0] + (1) Nicotinamide ribonucleotide[0] <=> (1) H+[0] + (1) ribose-5-phosphate[0] + (1) Nicotinamide[0]	h;h2o	1.000	4.000	5	11	1.270	1.235
rxn32692	NMN nucleosidase	3.2.2.14;3.2.2.6	-5.100	-6.070	0.970	0.970	(1) H2O[0] + (1) Nicotinamide ribonucleotide[0] <=> (1) H+[0] + (1) ribose-5-phosphate[0] + (1) Nicotinamide[0]	h;h2o	1.000	4.000	5	11	1.270	1.235
rxn00419	L-serine:NAD+ oxidoreductase (deaminating)	1.4.1.7	9.740	10.710	-0.970	0.970	(1) H2O[0] + (1) NAD[0] + (1) L-Serine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) Hydroxypyruvate[0]	h;h2o;nad;nadh;nh3	1.000	6.000	7	21	0.890	0.192
rxn00940	Nicotinamide D-ribonucleotide phosphoribohydrolase	3.2.2.14;3.2.2.6	-5.100	-6.070	0.970	0.970	(1) H2O[0] + (1) Nicotinamide ribonucleotide[0] <=> (1) H+[0] + (1) ribose-5-phosphate[0] + (1) Nicotinamide[0]	h;h2o	1.000	4.000	5	11	1.270	1.235
rxn28386	CrtZ	1.14.13.129	-97.070	-98.040	0.970	0.970	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Carotene[0] => (1) H2O[0] + (1) NAD[0] + (1) beta-Cryptoxanthin[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	40	19.230	0.787
rxn00341	N-Carbamoyl-L-aspartate amidohydrolase	3.5.1.7	-8.040	-7.060	-0.980	0.980	(1) H2O[0] + (2) H+[0] + (1) N-Carbamoyl-L-aspartate[0] => (1) CO2[0] + (1) NH3[0] + (1) L-Aspartate[0]	co2;h;h2o;nh3	-2.000	-4.000	6	5	1.690	1.179
rxn12237	benzylacetate esterase		-6.720	-5.740	-0.980	0.980	(1) H2O[0] + (1) benzylacetate[0] <=> (1) Acetate[0] + (1) H+[0] + (1) Phenylcarbinol[0]	h;h2o	1.000	2.000	5	9	18.000	0.518
rxn32416	N-Acetylputrescine acetylhydrolase	3.5.1.62	2.420	3.400	-0.980	0.980	(1) Acetate[0] + (1) Putrescine[0] <=> (1) H2O[0] + (1) N-Acetylputrescine[0]	h2o	0.000	-4.000	4	6	12.700	0.435
rxn60445			-4.090	-3.110	-0.980	0.980	(1) H2O[0] + (1) succanimate[0] => (1) NH3[0] + (1) Succinate[0]	h2o;nh3	0.000	4.000	4	4	0.900	0.702
rxn32417	N-Acetylputrescine acetylhydrolase	3.5.1.62	2.420	3.400	-0.980	0.980	(1) Acetate[0] + (1) Putrescine[0] <=> (1) H2O[0] + (1) N-Acetylputrescine[0]	h2o	0.000	-4.000	4	6	12.700	0.435
rxn32419	N-Acetylputrescine acetylhydrolase	3.5.1.62	2.420	3.400	-0.980	0.980	(1) Acetate[0] + (1) Putrescine[0] <=> (1) H2O[0] + (1) N-Acetylputrescine[0]	h2o	0.000	-4.000	4	6	12.700	0.435
rxn00857	N-Acetylputrescine acetylhydrolase	3.5.1.62	-2.420	-3.400	0.980	0.980	(1) H2O[0] + (1) N-Acetylputrescine[0] <=> (1) Acetate[0] + (1) Putrescine[0]	h2o	0.000	4.000	4	6	12.700	0.435
rxn03861	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	1.1.1.157;1.1.1.36	1.710	2.690	-0.980	0.980	(1) NADP[0] + (1) 3-Hydroxybutanoyl-CoA[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Acetoacetyl-CoA[0]	h;nadp;nadph	1.000	8.000	5	25	13.920	0.390
rxn51935	44528		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1'-myo- inositol[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-16:0-2-lysophosphatidylinositol[0]	h;h2o	1.000	2.000	5	43	15.520	0.527
rxn51934	44524		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-hexadecanoyl-sn-glycero-3-phospho-glycerol[0]	h;h2o	1.000	2.000	5	40	15.520	0.527
rxn51347	41219		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1,2-diolein[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-Oleylglycerol[0]	h;h2o	1.000	2.000	5	39	15.520	0.527
rxn51342	41199		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-hexadecanoyl-2-pentanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Valerate[0] + (1) 1-Palmitoylglycerophosphocholine[0]	h;h2o	1.000	2.000	5	29	15.520	0.527
rxn53709	54476		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-octadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) ddca[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	38	15.520	0.527
rxn53707	54468		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-octadecanoyl-2-octanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) octanoate[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	34	15.520	0.527
rxn53710	54480		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-octadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Myristic acid[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	40	15.520	0.527
rxn18928	3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)	4.1.2.23	2.760	3.740	-0.980	0.980	(1) KDO[0] <=> (1) Pyruvate[0] + (1) D-ARABINOSE[0]		0.000	0.000	3	8	11.300	0.298
rxn50875	38779		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-Palmitoylglycerophosphocholine[0]	h;h2o	1.000	2.000	5	42	15.520	0.527
rxn51277	40915		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-O-hexadecyl-2-(9Z)-octadecenoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-O-hexadecyl-sn-glycero-3-phosphocholine[0]	h;h2o	1.000	2.000	5	42	15.520	0.527
rxn52081	45424		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) N-hexadecanoyl-1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) N-hexadecanoyl-1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0]	h;h2o	1.000	2.000	5	57	15.520	0.527
rxn51180	40463		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1',3'-bis[1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho]-glycerol[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1'-[1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho]-3'-[1-(9Z-octadecenoyl)-sn-glycero-3-phospho]-glycerol[0]	h;h2o	1.000	2.000	5	81	15.520	0.527
rxn50809	38423		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1,2-di-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol[0]	h;h2o	1.000	2.000	5	55	15.520	0.527
rxn51276	40911		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-16:0-lysoPE[0]	h;h2o	1.000	2.000	5	39	15.520	0.527
rxn51255	40819		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-18:0-2-18:1-phosphatidylcholine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	44	15.520	0.527
rxn52446	47328		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1,2-di-(9Z)-octadecenoyl-sn-glycero-3-phospho-L-serine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine[0]	h;h2o	1.000	2.000	5	42	15.520	0.527
rxn47998			-10.020	-9.040	-0.980	0.980	(1) H2O[0] + (1) 3-Hydroxybutanoyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) (R)-3-Hydroxybutanoate[0]	coa;h;h2o	1.000	2.000	5	25	13.920	0.525
rxn00632	D-Fructose 2-phosphate phosphatase	3.1.3.-	-8.990	-8.010	-0.980	0.980	(1) H2O[0] + (1) beta-D-Fructose 2-phosphate[0] => (1) Phosphate[0] + (1) D-Fructose[0]	h2o;pi	0.000	0.000	4	6	17.240	0.607
rxn51279	40923		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-Oleoylglycerophosphocholine[0]	h;h2o	1.000	2.000	5	44	15.520	0.527
rxn45167	phospholipase A2		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0]	h;h2o	1.000	2.000	5	41	15.520	0.527
rxn46167			6.170	7.150	-0.980	0.980	(1) H2O[0] + (1) 7(8)-epoxy-17R-hydroxy-docosahexaenoate[0] <= (1) 7S,8R,17R-trihydroxy-4Z,9E,11E,13Z,15E,19Z-docosahexaenoate[0]	h2o	0.000	0.000	3	22	29.990	0.854
rxn51337	41179		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-hexadecanoyl-2-(9-oxononanoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) 1-Palmitoylglycerophosphocholine[0] + (1) 9-Oxononanoic acid[0]	h;h2o	1.000	2.000	5	33	15.520	0.527
rxn00745	Phosphoenolpyruvate:glycerone phosphotransferase	2.7.1.121	-9.560	-8.580	-0.980	0.980	(1) Phosphoenolpyruvate[0] + (1) Glycerone[0] => (1) Pyruvate[0] + (1) Glycerone-phosphate[0]		0.000	-4.000	4	3	0.900	0.528
rxn53704	54456		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) dimyristoylphosphatidylcholine[0] <=> (1) H+[0] + (1) Myristic acid[0] + (1) 1-14:0-2-lysophosphatidylcholine[0]	h;h2o	1.000	2.000	5	36	15.520	0.527
rxn53706	54464		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-octadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Hexanoate[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	32	15.520	0.527
rxn54095	56432		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) ocdca[0] + (1) 1-Palmitoylglycerophosphocholine[0]	h;h2o	1.000	2.000	5	42	15.520	0.527
rxn51365	41307		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-18:0-2-18:3-phosphatidylcholine[0] <=> (1) H+[0] + (1) Linolenate[0] + (1) 1-18:0-lysoPC[0]	h;h2o	1.000	2.000	5	44	15.520	0.527
rxn51348	41231		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) 1-Palmitoylglycerophosphocholine[0] + (1) Docosahexaenoic acid[0]	h;h2o	1.000	2.000	5	46	15.520	0.527
rxn56252	67156		-5.630	-6.610	0.980	0.980	(1) H2O[0] + (1) 1-O-(1Z-hexadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) Oleate[0] + (1) 1-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine[0]	h;h2o	1.000	2.000	5	42	15.520	0.527
rxn01172	3-Oxopropanoate:NAD+ oxidoreductase	1.2.1.15	-7.240	-6.260	-0.980	0.980	(1) H2O[0] + (1) NAD[0] + (1) 3-Oxopropanoate[0] <=> (1) NADH[0] + (2) H+[0] + (1) Malonate[0]	h;h2o;nad;nadh	2.000	8.000	6	21	10.090	1.070
rxn51828	43956		-93.820	-94.800	0.980	0.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 15-methyl-hexadecanoate[0] => (1) H2O[0] + (1) NADP[0] + (1) 16-hydroxy-15-methyl-hexadecanoate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	14.220	0.741
rxn52026	45112		-93.820	-94.800	0.980	0.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) gamma-Tocopherol[0] => (1) H2O[0] + (1) NADP[0] + (1) 13-hydroxy-gamma-tocopherol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	28	14.220	0.741
rxn03283	5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase (26-hydroxylating)	1.14.13.15	-93.820	-94.800	0.980	0.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5beta-Cholestane-3alpha,7alpha-diol[0] => (1) H2O[0] + (1) NADP[0] + (1) 5beta-Cholestane-3alpha,7alpha,26-triol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	27	14.220	0.741
rxn02082	5-hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)	1.13.11.52	-78.190	-77.210	-0.980	0.980	(1) O2[0] + (1) Serotonin[0] => (1) Formyl-5-hydroxykynurenamine[0]	o2	0.000	0.000	3	10	36.240	1.576
rxn51827	43952		-93.820	-94.800	0.980	0.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Phytanate[0] => (1) H2O[0] + (1) NADP[0] + (1) 16-hydroxy-3,7,11,15-tetramethylhexadecanoate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	14.220	0.741
rxn14072	cholesterol 26-hydroxylase	1.14.13.15	-93.820	-94.800	0.980	0.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Cholesterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 26-Hydroxycholesterol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	27	14.220	0.741
rxn37492	RXN66-21.r.metaexp.NAD_NADH	1.14.13.72	-104.220	-103.230	-0.990	0.990	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	28	25.570	0.799
rxn37488	RXN66-21.c.metaexp.NAD_NADH	1.14.13.72	-104.220	-103.230	-0.990	0.990	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	28	25.570	0.799
rxn37490	RXN66-21.e.metaexp.NAD_NADH	1.14.13.72	-104.220	-103.230	-0.990	0.990	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[0] => (2) H2O[0] + (1) NAD[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	28	25.570	0.799
rxn03249	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	1.1.1.211;1.1.1.35	4.730	5.720	-0.990	0.990	(1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0]	h;nad;nadh	1.000	4.000	5	27	0.970	0.350
rxn20481	3-hydroxyacyl-CoA dehydrogenase	1.1.1.211;1.1.1.35	4.730	5.720	-0.990	0.990	(1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0]	h;nad;nadh	1.000	4.000	5	27	0.970	0.350
rxn34734	3-hydroxyacyl-CoA dehydrogenase (C6:0)	1.1.1.211;1.1.1.35	-4.730	-5.720	0.990	0.990	(1) NADH[0] + (1) H+[0] + (1) 3-Oxohexanoyl-CoA[0] <=> (1) NAD[0] + (1) (S)-Hydroxyhexanoyl-CoA[0]	h;nad;nadh	-1.000	-4.000	5	27	0.970	0.350
rxn15171	citrate hydroxymutase	4.2.1.3	1.830	2.820	-0.990	0.990	(1) Citrate[0] <=> (1) D-threo-Isocitric acid[0]		0.000	0.000	2	6	15.830	0.563
rxn31222	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3	1.830	2.820	-0.990	0.990	(1) Citrate[0] <=> (1) D-threo-Isocitric acid[0]		0.000	0.000	2	6	15.830	0.563
rxn00039	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucose O-galloyltransferase	2.3.1.90	-2.610	-1.620	-0.990	0.990	(2) beta-Glucogallin[0] <=> (1) D-Glucose[0] + (1) 1-O,6-O-Digalloyl-beta-D-glucose[0]		0.000	0.000	3	20	16.910	0.346
rxn41316			-0.680	-1.670	0.990	0.990	(1) D-tagatofuranose[0] <=> (1) D-Tagatose[0]		0.000	0.000	2	6	14.370	0.319
rxn11208	methionine aminotransferase	2.6.1.5	2.580	1.590	0.990	0.990	(1) L-Tyrosine[0] + (1) 4-methylthio 2-oxobutyrate[0] <=> (1) L-Methionine[0] + (1) p-hydroxyphenylpyruvate[0]		0.000	0.000	4	9	17.760	0.701
rxn47341			0.000	-0.990	0.990	0.990	(1) Epigallocatechin 3-gallate[0] <=> (1) (-)-gallocatechin gallate[0]		0.000	0.000	2	22	28.160	0.000
rxn00030	4-hydroxy-3-hexanone propanal-lyase (propanal-forming)	4.1.2.35	-2.950	-1.960	-0.990	0.990	(2) Propanal[0] <=> (1) Propioin[0]		0.000	0.000	2	6	24.240	0.265
rxn51185	40483		-5.620	-6.610	0.990	0.990	(1) H2O[0] + (1) 1-hexadecanoyl-2-(5-oxopentanoyl)-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) 5-Oxopentanoate[0] + (1) 1-Palmitoylglycerophosphocholine[0]	h;h2o	1.000	2.000	5	29	15.520	0.527
rxn14148	L-idonate:NADP+ 2-oxidoreductase		3.060	2.060	1.000	1.000	(1) NADP[0] + (1) L-Idonate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Sorbosonate[0]	h;nadp;nadph	1.000	8.000	5	21	3.540	0.439
rxn11740	R08206	1.14.13.54	-122.070	-123.070	1.000	1.000	(1) NADPH[0] + (1) O2[0] + (1) 17alpha-Hydroxyprogesterone[0] => (1) H2O[0] + (1) NADP[0] + (1) Acetate[0] + (1) Androstenedione[0]	h2o;nadp;nadph;o2	0.000	-6.000	7	21	43.030	0.863
rxn25565	RXN-9436.c	3.1.1.83	-9.330	-8.330	-1.000	1.000	(1) H2O[0] + (1) (3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone[0] <=> (1) H+[0] + (1) CPD-10071[0]	h;h2o	1.000	2.000	4	10	31.550	1.014
rxn03367	R04918		2.390	3.390	-1.000	1.000	(1) CO2[0] + (1) 5-(2'-Formylethyl)-4,6-dihydroxypicolinate[0] <= (1) H+[0] + (1) 5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate[0]	co2;h	1.000	6.000	4	10	13.750	
rxn39707	isopropenylmethyloxepan-2-one lactonohydrolase		-9.330	-8.330	-1.000	1.000	(1) H2O[0] + (1) (3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone[0] <=> (1) H+[0] + (1) (5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate[0]	h;h2o	1.000	2.000	4	10	31.550	1.014
rxn02148	6-Oxocineole,NADPH:oxygen oxidoreductase	1.14.13.51	-82.880	-81.870	-1.010	1.010	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 6-Oxocineole[0] => (1) H2O[0] + (1) NADP[0] + (1) 1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21	42.330	1.827
rxn02960	rxn02960		4.970	3.960	1.010	1.010	(1) CO2[0] + (1) Ciliatine[0] <= (1) H+[0] + (1) Phosphonoalanine[0]	co2;h	1.000	2.000	4	3	22.570	0.824
rxn01879	Propane-1,2-diol:NAD+ 1-oxidoreductase	1.1.1.21	6.300	7.310	-1.010	1.010	(1) NADP[0] + (1) 1,2-Propanediol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Lactaldehyde[0]	h;nadp;nadph	1.000	8.000	5	21	14.650	0.405
rxn00769	Glycerol hydro-lyase	4.2.1.30	-9.070	-10.080	1.010	1.010	(1) Glycerol[0] => (1) H2O[0] + (1) Lactaldehyde[0]	h2o	0.000	0.000	3	3	13.930	0.504
rxn04518	R06686		-3.410	-4.420	1.010	1.010	(1) H+[0] + (1) D 788-1[0] => (1) CO2[0] + (1) 13-Deoxycarminomycin[0]	co2;h	-1.000	0.000	4	27	31.660	0.783
rxn41577	10-carboxy-3-deoxycarminomycin decarboxylase		-3.410	-4.420	1.010	1.010	(1) H+[0] + (1) 10-carboxy-3-deoxycarminomycin[0] => (1) CO2[0] + (1) 13-Deoxycarminomycin[0]	co2;h	-1.000	0.000	4	27	31.660	0.783
rxn39487	lacto-N-tetraose lacto-N-biosylhydrolase	3.2.1.140	-1.930	-0.920	-1.010	1.010	(1) H2O[0] + (1) Lacto-N-tetraose[0] <=> (1) LACT[0] + (1) Lacto-N-biose[0]	h2o	0.000	0.000	4	26	23.000	0.894
rxn45945		5.1.3.2	0.700	1.710	-1.010	1.010	(1) UDP-glucose[0] <=> (1) UDP-D-galactopyranose[0]		0.000	0.000	2	15	0.960	0.199
rxn01643	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)	1.2.1.11	-4.860	-3.850	-1.010	1.010	(1) NADP[0] + (1) Phosphate[0] + (1) L-Aspartate4-semialdehyde[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 4-Phospho-L-aspartate[0]	h;nadp;nadph;pi	1.000	8.000	6	21	1.000	0.405
rxn33374	Aspartate-semialdehyde dehydrogenase	1.2.1.11	4.860	3.850	1.010	1.010	(1) NADPH[0] + (1) H+[0] + (1) 4-Phospho-L-aspartate[0] <=> (1) NADP[0] + (1) Phosphate[0] + (1) L-Aspartate4-semialdehyde[0]	h;nadp;nadph;pi	-1.000	-8.000	6	21	1.000	0.405
rxn27723	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN.d	1.2.1.11	-4.860	-3.850	-1.010	1.010	(1) NADP[0] + (1) Phosphate[0] + (1) L-Aspartate4-semialdehyde[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 4-Phospho-L-aspartate[0]	h;nadp;nadph;pi	1.000	8.000	6	21	1.000	0.405
rxn47776			-1.230	-2.240	1.010	1.010	(1) H2O[0] + (1) alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl-(1->3)-alpha-D-glucopyranosyl-(1->6)-D-glucopyranose[0] <=> (2) Brachiose[0]	h2o	0.000	0.000	3	24	10.390	1.442
rxn21190	5-carboxy-2-hydroxymuconate-6-semialdehyde decarboxylase		-3.310	-2.300	-1.010	1.010	(1) H+[0] + (1) 2-hydroxy-5-carboxymuconate-6-semialdehyde[0] => (1) CO2[0] + (1) 2-Hydroxymuconic semialdehyde[0]	co2;h	-1.000	-4.000	4	7	21.650	
rxn45480			-3.310	-2.300	-1.010	1.010	(1) H+[0] + (1) (2Z,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde[0] => (1) CO2[0] + (1) 2-Hydroxymuconic semialdehyde[0]	co2;h	-1.000	-4.000	4	7	21.650	
rxn51972	44728		-5.430	-6.440	1.010	1.010	(1) H2O[0] + (1) 1-Arachidonoylglycerol[0] <=> (1) H+[0] + (1) Glycerol[0] + (1) Arachidonate[0]	h;h2o	1.000	2.000	5	23	12.580	0.754
rxn25166	RXN-8809.c	2.3.1.164	-7.220	-8.230	1.010	1.010	(1) H2O[0] + (1) Octanoyl-CoA[0] + (1) Isopenicillin N[0] => (1) CoA[0] + (1) H+[0] + (1) L-2-Aminoadipate[0] + (1) Penicillin K[0]	coa;h;h2o	1.000	2.000	7	29	0.880	0.728
rxn17243	methylenetetrahydrofolate reductase (NADPH2)	1.5.1.20	10.400	9.380	1.020	1.020	(1) NAD[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-10-Methylenetetrahydrofolate[0]	h;mthf;nad;nadh	1.000	4.000	5	21	1.510	1.000
rxn35731	alcohol dehydrogenase [NAD(P)+]	1.1.1.71	4.940	5.960	-1.020	1.020	(1) NAD[0] + (1) (2E,6Z)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-trans,6-trans-Farnesal[0]	h;nad;nadh	1.000	4.000	5	21	28.270	0.242
rxn04954	5-methyltetrahydrofolate:NAD+ oxidoreductase	1.5.1.20	10.400	9.380	1.020	1.020	(1) NAD[0] + (1) 5-Methyltetrahydrofolate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-10-Methylenetetrahydrofolate[0]	h;mthf;nad;nadh	1.000	4.000	5	21	1.510	1.000
rxn25097	RXN-8712.c		-7.170	-8.190	1.020	1.020	(1) Cinnamoyl-CoA[0] + (1) Serotonin[0] => (1) CoA[0] + (1) H+[0] + (1) cinnamic acid serotonin amide[0]	coa;h	1.000	0.000	5	30	29.140	0.451
