rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon	dgp_uncertainty	eq_uncertainty
rxn42483		3.1.1.M1	348.940	17.950	330.990	330.990	(1) Pedunculagin[0] <=> (1) D-Glucose[0] + (3) H+[0] + (2) Ellagic acid[0]	h	3.000	10.000	4	34	210.930	
rxn47832	ellagitannin acyl esterase		133.130	-152.180	285.310	285.310	(4) H2O[0] + (1) Pedunculagin[0] <=> (1) D-Glucose[0] + (3) H+[0] + (2) 3,4,5,3',4',5'-hexahydroxydiphenate[0]	h;h2o	3.000	10.000	5	34	115.460	
rxn40560		1.10.3.-	18.700	-201.710	220.410	220.410	(1) O2[0] + (2) 4-hydroxy-3,5-dimethoxybenzaldehyde azine[0] <=> (2) H2O[0] + (2) TMAMQ[0]	h2o;o2	0.000	0.000	4	18	288.320	
rxn47342			-13.440	-227.140	213.700	213.700	(1) O2[0] + (2) 3,5-dihydroxy-1,4-naphthoquinol[0] => (2) H2O[0] + (2) H+[0] + (2) 3,5-Dihydroxy-1,4-naphthoquinone[0]	h;h2o;o2	2.000	4.000	5	10	125.540	
rxn35640	phenylacetyl-CoA dehydrogenase	1.17.5.1	-45.710	141.130	-186.840	186.840	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) Ubiquinone-9[0] => (1) Phenylglyoxylyl-CoA[0] + (2) ubiquinol(9)[0]	h2o	0.000	0.000	5	54	162.990	2.968
rxn35641	phenylacetyl-CoA dehydrogenase	1.17.5.1	-45.710	141.130	-186.840	186.840	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) Ubidecarenone[0] => (1) Phenylglyoxylyl-CoA[0] + (2) ubiquinol(10)[0]	h2o	0.000	0.000	5	59	162.990	2.968
rxn35639	phenylacetyl-CoA dehydrogenase	1.17.5.1	-45.710	141.130	-186.840	186.840	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) Ubiquinone-8[0] => (1) Phenylglyoxylyl-CoA[0] + (2) Ubiquinol-8[0]	h2o;ubiquinol8;ubiquinone8	0.000	0.000	5	49	162.990	2.968
rxn44987			-27.490	157.040	-184.530	184.530	(2) H2O[0] + (2) Juglone[0] <=> (2) 3,5-dihydroxy-1,4-naphthoquinol[0]	h2o	0.000	0.000	3	10	135.230	4.688
rxn37132	zeta-carotene desaturase	1.3.5.6	-36.110	140.300	-176.410	176.410	(2) Ubidecarenone[0] + (1) 9,9'-Di-cis-zeta-carotene[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (2) ubiquinol(10)[0]		0.000	0.000	4	59	172.880	3.007
rxn37130	zeta-carotene desaturase	1.3.5.6	-36.110	140.300	-176.410	176.410	(1) 9,9'-Di-cis-zeta-carotene[0] + (2) Ubiquinone-8[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (2) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	172.880	3.007
rxn37131	zeta-carotene desaturase	1.3.5.6	-36.110	140.300	-176.410	176.410	(2) Ubiquinone-9[0] + (1) 9,9'-Di-cis-zeta-carotene[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (2) ubiquinol(9)[0]		0.000	0.000	4	54	172.880	3.007
rxn37158	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) ubiquinol(9)[0] => (2) H2O[0] + (2) Ubiquinone-9[0]	h2o;o2	0.000	0.000	4	54	160.590	3.061
rxn37159	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) ubiquinol(10)[0] => (2) H2O[0] + (2) Ubidecarenone[0]	h2o;o2	0.000	0.000	4	59	160.590	3.061
rxn37154	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) Ubiquinol-8[0] => (2) H2O[0] + (2) Ubiquinone-8[0]	h2o;o2;ubiquinol8;ubiquinone8	0.000	0.000	4	49	160.590	3.061
rxn37157	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) Ubiquinol-8[0] => (2) H2O[0] + (2) Ubiquinone-8[0]	h2o;o2;ubiquinol8;ubiquinone8	0.000	0.000	4	49	160.590	3.061
rxn37156	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) ubiquinol(10)[0] => (2) H2O[0] + (2) Ubidecarenone[0]	h2o;o2	0.000	0.000	4	59	160.590	3.061
rxn37155	cyanide-insensitive oxidase	1.10.3.11	-44.730	-219.250	174.520	174.520	(1) O2[0] + (2) ubiquinol(9)[0] => (2) H2O[0] + (2) Ubiquinone-9[0]	h2o;o2	0.000	0.000	4	54	160.590	3.061
rxn44081			-157.910	12.250	-170.160	170.160	(1) H+[0] + (1) epoxyfarnesyl-5,7-dihydroxy-4,6-dimethylphthalide[0] => (1) preandiloid A[0]	h	-1.000	-2.000	3	25	73.090	
rxn40080			-327.680	-162.340	-165.340	165.340	(2) O2[0] + (2) FMNH2[0] + (1) Dimethyl sulfone[0] => (2) H2O[0] + (2) FMN[0] + (1) Formaldehyde[0] + (1) H+[0] + (1) methanesulfonate[0]	fmn;fmnh2;h;h2o;o2	1.000	2.000	8	17	53.450	
rxn43118			-268.130	-107.180	-160.950	160.950	(3) NADPH[0] + (1) O2[0] + (4) H+[0] + (1) 3,5,7,9,11,13,15,17,19-nonaoxohenicosanoate[0] => (5) H2O[0] + (3) NADP[0] + (1) CO2[0] + (1) homo-UWM6[0]	co2;h;h2o;nadp;nadph;o2	-4.000	-26.000	8	21	101.920	
rxn46387			-231.560	-78.230	-153.330	153.330	(1) O2[0] + (1) FMNH2[0] + (1) methanesulfinate[0] => (1) H2O[0] + (1) FMN[0] + (1) methanesulfonate[0]	fmn;fmnh2;h2o;o2	0.000	0.000	6	17	47.040	
rxn40158	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NADP+ oxidoreductase		106.820	-24.980	131.800	131.800	(8) NADP[0] + (1) 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate[0] <= (8) NADPH[0] + (8) H+[0] + (1) 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate[0]	h;nadp;nadph	8.000	64.000	5	43	147.020	3.484
rxn55301	62652		-63.900	66.960	-130.860	130.860	(1) Acetyl-CoA[0] + (6) H+[0] + (6) Malonyl-CoA[0] => (1) H2O[0] + (7) CoA[0] + (6) CO2[0] + (1) 2,5,6,8-tetrahydroxy-2-methyl-2H,3H,4H-naphtho[2,3-b]pyran-4-one[0]	co2;coa;h;h2o	-6.000	-60.000	7	24	86.460	5.993
rxn40157	2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NAD+ oxidoreductase	1.3.1.101	107.070	-18.720	125.790	125.790	(8) NAD[0] + (1) 2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate[0] <= (8) NADH[0] + (8) H+[0] + (1) 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate[0]	h;nad;nadh	8.000	32.000	5	43	147.020	3.458
rxn46907			-43.870	-163.820	119.950	119.950	(1) O2[0] + (2) 2,6-Dimethoxyphenol[0] => (2) H2O[0] + (1) 3,3',5,5'-tetramethoxy-1,1'-bi(cyclohexa-2,5-dien-1-ylidene)-4,4'-dione[0]	h2o;o2	0.000	0.000	4	16	129.210	3.775
rxn03847	Cyanuric acid amidohydrolase	3.5.2.15	-20.430	-140.030	119.600	119.600	(2) H2O[0] + (1) Cyanuric acid[0] => (1) H+[0] + (1) H2CO3[0] + (1) Biuret[0]	h;h2o	1.000	2.000	5	3	64.080	1.970
rxn05057	cyanuric acid amidohydrolase	3.5.2.15	-19.190	-138.520	119.330	119.330	(1) H2O[0] + (1) Cyanuric acid[0] => (1) CO2[0] + (1) Biuret[0]	co2;h2o	0.000	0.000	4	3	64.090	2.076
rxn45191			-87.140	31.710	-118.850	118.850	(2) coniferyl alcohol radical[0] <=> (1) (+)-Pinoresinol[0]		0.000	0.000	2	20	114.020	
rxn42223			-87.140	28.650	-115.790	115.790	(2) coniferyl alcohol radical[0] <=> (1) Pinoresinol[0]		0.000	0.000	2	20	113.070	
rxn00024	1,2-Benzenediol:oxygen oxidoreductase	1.10.3.1	-126.040	-11.320	-114.720	114.720	(1) O2[0] + (2) L-Tyrosine[0] => (2) L-Dopa[0]	o2	0.000	0.000	3	9	55.960	2.584
rxn41997		2.3.1.233	-56.080	57.550	-113.630	113.630	(5) H+[0] + (5) Malonyl-CoA[0] => (1) H2O[0] + (5) CoA[0] + (5) CO2[0] + (1) 1,3,6,8-Naphthalenetetrol[0]	co2;coa;h;h2o	-5.000	-50.000	6	24	82.110	4.774
rxn35637	phenylacetyl-CoA dehydrogenase	1.17.5.1	-4.830	108.320	-113.150	113.150	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) 2-Demethylmenaquinone 8[0] <=> (1) Phenylglyoxylyl-CoA[0] + (2) 2-Demethylmenaquinol 8[0]	h2o	0.000	0.000	5	50	124.320	2.916
rxn35638	phenylacetyl-CoA dehydrogenase	1.17.5.1	-4.830	108.320	-113.150	113.150	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) Demethylphylloquinone[0] <=> (1) Phenylglyoxylyl-CoA[0] + (2) 3-phytyl-1,4-naphtoquinol[0]	h2o	0.000	0.000	5	30	124.320	2.916
rxn35635	phenylacetyl-CoA dehydrogenase	1.17.5.1	5.890	114.560	-108.670	108.670	(1) H2O[0] + (1) Phenylacetyl-CoA[0] + (2) Vitamin K1[0] <=> (1) Phenylglyoxylyl-CoA[0] + (2) Phytonadiol[0]	h2o	0.000	0.000	5	31	137.400	2.319
rxn04370	rxn04370		-49.170	58.010	-107.180	107.180	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Caffeoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Eriodictyol[0]	co2;coa;h	-3.000	-30.000	6	30	56.970	3.350
rxn04369	rxn04369		-49.230	57.950	-107.180	107.180	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Feruloyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Homoeriodictyol[0]	co2;coa;h	-3.000	-30.000	6	31	56.970	3.350
rxn41510			-85.620	-191.980	106.360	106.360	(1) O2[0] + (2) Menadiol[0] => (2) H2O[0] + (2) Menadione[0]	h2o;o2	0.000	0.000	4	11	121.480	3.039
rxn45965	3-hydroxyjuglone reductase	1.1.1.M32	48.040	-58.280	106.320	106.320	(1) NAD[0] + (1) 3,5-dihydroxy-1,4-naphthoquinol[0] <=> (1) NADH[0] + (2) H+[0] + (1) 3,5-Dihydroxy-1,4-naphthoquinone[0]	h;nad;nadh	2.000	6.000	5	21	62.770	
rxn43482			-71.410	-175.170	103.760	103.760	(14) NADPH[0] + (1) Acetyl-CoA[0] + (23) H+[0] + (10) Malonyl-CoA[0] => (9) H2O[0] + (14) NADP[0] + (11) CoA[0] + (10) CO2[0] + (1) Docosahexaenoic acid[0]	co2;coa;h;h2o;nadp;nadph	-23.000	-210.000	9	24	132.930	8.592
rxn37129	zeta-carotene desaturase	1.3.5.6	4.770	107.490	-102.720	102.720	(1) 9,9'-Di-cis-zeta-carotene[0] + (2) 2-Demethylmenaquinone 8[0] <=> (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (2) 2-Demethylmenaquinol 8[0]		0.000	0.000	4	50	139.140	2.859
rxn37553	SHIKIMATE-PQQ-RXN.c.metaexp.CPD-9958_UBIQUINONE-10	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubidecarenone[0] => (1) 3-Dehydroshikimate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	81.730	1.518
rxn37551	SHIKIMATE-PQQ-RXN.c.metaexp.CPD-9956_UBIQUINONE-8	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubiquinone-8[0] => (1) 3-Dehydroshikimate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	81.730	1.518
rxn37552	SHIKIMATE-PQQ-RXN.c.metaexp.CPD-9957_UBIQUINONE-9	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubiquinone-9[0] => (1) 3-Dehydroshikimate[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	81.730	1.518
rxn37559	SHIKIMATE-PQQ-RXN.e.metaexp.CPD-9957_UBIQUINONE-9	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubiquinone-9[0] => (1) 3-Dehydroshikimate[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	81.730	1.518
rxn37558	SHIKIMATE-PQQ-RXN.e.metaexp.CPD-9956_UBIQUINONE-8	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubiquinone-8[0] => (1) 3-Dehydroshikimate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	81.730	1.518
rxn37560	SHIKIMATE-PQQ-RXN.e.metaexp.CPD-9958_UBIQUINONE-10	1.1.5.8	-29.930	72.730	-102.660	102.660	(1) Shikimate[0] + (1) Ubidecarenone[0] => (1) 3-Dehydroshikimate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	81.730	1.518
rxn16099	R09237	1.13.11.-	-59.150	-161.140	101.990	101.990	(1) O2[0] + (1) 2,4,5-Trihydroxytoluene[0] => (1) H+[0] + (1) cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate[0]	h;o2	1.000	2.000	4	7	50.590	
rxn43833			-72.840	26.340	-99.180	99.180	(1) 3,5,7,9,11,13,15,17,19-nonaoxoicosanoate[0] => (2) H2O[0] + (1) 3,5-dioxo-6-[4,5,7-trihydroxy-3-(3-oxobutanoyl)naphthalen-2-yl]hexanoate[0]	h2o	0.000	0.000	3	20	92.240	
rxn37128	zeta-carotene desaturase	1.3.5.6	15.480	113.730	-98.250	98.250	(2) Vitamin K1[0] + (1) 9,9'-Di-cis-zeta-carotene[0] <= (2) Phytonadiol[0] + (1) 7,9,7',9'-Tetra-cis-lycopene[0]		0.000	0.000	4	40	151.490	2.371
rxn09522	succinate dehydrogenase (ubiquinone-6), mitochondrial		-28.270	69.310	-97.580	97.580	(1) FADH2[0] + (1) Ubiquinone-6[0] => (1) FAD[0] + (1) Ubiquinol-6[0]	fad;fadh2	0.000	0.000	4	39	80.300	
rxn10126	succinate dehyrdogenase		-28.270	69.310	-97.580	97.580	(1) FADH2[0] + (1) Ubiquinone-8[0] => (1) FAD[0] + (1) Ubiquinol-8[0]	fad;fadh2;ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	
rxn00043	catechol:oxygen oxidoreductase	1.10.3.1;1.14.18.1	-71.420	-168.330	96.910	96.910	(1) O2[0] + (2) Catechol[0] => (2) H2O[0] + (2) 1,2-Benzoquinone[0]	h2o;o2	0.000	0.000	4	6	112.560	4.944
rxn39406	gallate:oxygen 4,5-oxidoreductase (decyclizing)		-74.280	-170.250	95.970	95.970	(1) O2[0] + (1) Gallate[0] => (2) H+[0] + (1) 4-Carboxy-2-hydroxy-cis,cis-muconate[0]	h;o2	2.000	10.000	4	7	49.510	1.748
rxn16409	gallate:oxygen oxidoreductase	1.13.11.57	-74.280	-170.250	95.970	95.970	(1) O2[0] + (1) Gallate[0] => (2) H+[0] + (1) 4-Oxalomesaconate[0]	h;o2	2.000	10.000	4	7	49.510	1.748
rxn02745	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.37	-74.910	-170.670	95.760	95.760	(1) O2[0] + (1) Hydroxyquinol[0] => (2) H+[0] + (1) Maleylacetate[0]	h;o2	2.000	6.000	4	6	38.320	1.755
rxn02852	Benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.37	-74.910	-170.670	95.760	95.760	(1) O2[0] + (1) Hydroxyquinol[0] => (2) H+[0] + (1) 3-Hydroxy-cis,cis-muconate[0]	h;o2	2.000	6.000	4	6	38.320	1.755
rxn44810			6.220	101.360	-95.140	95.140	(1) H2O[0] + (1) beta-Carotene[0] + (2) Plastoquinone A[0] <=> (1) Echinenone[0] + (2) Plastoquinol-9[0]	h2o	0.000	0.000	5	53	130.670	2.723
rxn58372			-58.760	35.730	-94.490	94.490	(2) Acetyl-CoA[0] + (5) H+[0] + (6) Malonyl-CoA[0] => (1) H2O[0] + (8) CoA[0] + (6) CO2[0] + (1) Lecanoric acid[0]	co2;coa;h;h2o	-5.000	-58.000	7	24	92.530	5.278
rxn35598	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubidecarenone[0] => (1) 5-Dehydroquinate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	80.300	1.511
rxn35597	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubiquinone-9[0] => (1) 5-Dehydroquinate[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	80.300	1.511
rxn35605	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubidecarenone[0] => (1) 5-Dehydroquinate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	80.300	1.511
rxn35603	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubiquinone-8[0] => (1) 5-Dehydroquinate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.511
rxn35604	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubiquinone-9[0] => (1) 5-Dehydroquinate[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	80.300	1.511
rxn35596	quinate dehydrogenase (quinone)	1.1.5.8	-35.920	58.150	-94.070	94.070	(1) Quinate[0] + (1) Ubiquinone-8[0] => (1) 5-Dehydroquinate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.511
rxn53010	50748		-13.750	78.520	-92.270	92.270	(1) H2O[0] + (1) Juglone[0] <=> (1) 3,5-dihydroxy-1,4-naphthoquinol[0]	h2o	0.000	0.000	3	10	67.620	2.344
rxn55391	63076		-24.110	67.790	-91.900	91.900	(1) Acetyl-CoA[0] + (3) H+[0] + (3) Malonyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 2',4',6'-trihydroxyacetophenone[0]	co2;coa;h	-3.000	-30.000	6	24	60.500	2.868
rxn42954			-61.940	-153.540	91.600	91.600	(1) O2[0] + (1) 4-bromo-2,3-dihydroxydiphenyl ether[0] => (1) H+[0] + (1) (2Z,4E)-2-hydroxy-6-oxo-(4-bromophenoxy)-hexa-2,4-dienoate[0]	h;o2	1.000	2.000	4	12	55.670	
rxn37082	caffeine:ubiquinone oxidoreductase	1.17.5.2	-28.320	63.230	-91.550	91.550	(1) H2O[0] + (1) Caffeine[0] + (1) Ubiquinone-8[0] => (1) 1,3,7-Trimethyluric acid[0] + (1) Ubiquinol-8[0]	h2o;ubiquinol8;ubiquinone8	0.000	0.000	5	49	87.480	
rxn37084	caffeine:ubiquinone oxidoreductase	1.17.5.2	-28.320	63.230	-91.550	91.550	(1) H2O[0] + (1) Caffeine[0] + (1) Ubidecarenone[0] => (1) 1,3,7-Trimethyluric acid[0] + (1) ubiquinol(10)[0]	h2o	0.000	0.000	5	59	87.480	
rxn37083	caffeine:ubiquinone oxidoreductase	1.17.5.2	-28.320	63.230	-91.550	91.550	(1) H2O[0] + (1) Ubiquinone-9[0] + (1) Caffeine[0] => (1) 1,3,7-Trimethyluric acid[0] + (1) ubiquinol(9)[0]	h2o	0.000	0.000	5	54	87.480	
rxn12500	Tricarballylate oxidase		-17.760	73.580	-91.340	91.340	(1) Ubiquinone-8[0] + (1) tricarballylate[0] => (1) cis-Aconitate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	82.350	1.577
rxn56121	66596		-102.480	-11.320	-91.160	91.160	(1) O2[0] + (2) Tyramine[0] => (2) Dopamine[0]	o2	0.000	0.000	3	8	55.960	1.278
rxn40241	caldariellaquinol:O2 oxidoreductase (H+-transporting)	1.10.3.13	-96.240	-187.220	90.980	90.980	(1) O2[0] + (2) Caldariellaquinol[0] => (2) H2O[0] + (2) caldariellaquinone[0]	h2o;o2	0.000	0.000	4	39	126.160	2.446
rxn22815	7,8-dihydro-D-neopterin 2',3'-cyclic phosphate phosphodiesterase	3.1.4.56	-92.880	-2.020	-90.860	90.860	(1) H2O[0] + (1) 7,8-dihydroneopterin 2',3'-cyclic phosphate[0] => (1) H+[0] + (1) Dihydroneopterin phosphate[0]	h;h2o	1.000	4.000	4	9	17.890	
rxn37061	zeta-carotene desaturase		-18.060	71.880	-89.940	89.940	(1) Ubiquinone-9[0] + (1) 7,9,9'-tricis-Neurosporene[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	88.040	1.504
rxn37060	zeta-carotene desaturase		-18.060	71.880	-89.940	89.940	(1) Ubiquinone-8[0] + (1) 7,9,9'-tricis-Neurosporene[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	88.040	1.504
rxn37062	zeta-carotene desaturase		-18.060	71.880	-89.940	89.940	(1) Ubidecarenone[0] + (1) 7,9,9'-tricis-Neurosporene[0] => (1) 7,9,7',9'-Tetra-cis-lycopene[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	88.040	1.504
rxn03637	Isovaleryl-CoA:malonyl-CoA acyltransferase	2.3.1.156	-25.620	63.420	-89.040	89.040	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Isovaleryl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) 3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one[0]	co2;coa;h	-3.000	-30.000	6	26	61.340	2.905
rxn21851	RXN-11468.c	2.3.1.-;2.3.1.74	-25.580	63.460	-89.040	89.040	(3) H+[0] + (3) Malonyl-CoA[0] + (1) 4-hydroxydihydrocinnamoyl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Phloretin[0]	co2;coa;h	-3.000	-30.000	6	30	61.340	2.905
rxn46188			-25.620	63.030	-88.650	88.650	(3) H+[0] + (3) Malonyl-CoA[0] + (1) 2-Methylbutyryl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Multifidol[0]	co2;coa;h	-3.000	-30.000	6	26	61.070	2.905
rxn24454	RXN-7805.c	2.3.1.156	-25.620	63.030	-88.650	88.650	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Isobutyryl-CoA[0] => (4) CoA[0] + (3) CO2[0] + (1) Phlorisobutyrophenone[0]	co2;coa;h	-3.000	-30.000	6	25	61.070	2.905
rxn06166	flavanone,NADPH:oxygen oxidoreductase	1.14.13.88	-211.590	-123.210	-88.380	88.380	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Naringenin[0] => (2) H2O[0] + (2) NADP[0] + (1) Dihydrotricetin[0]	h;h2o;nadp;nadph;o2	-2.000	-16.000	7	21	44.840	1.797
rxn06317	flavanone,NADPH:oxygen oxidoreductase	1.14.13.88	-211.590	-123.210	-88.380	88.380	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Aromadendrin[0] => (2) H2O[0] + (2) NADP[0] + (1) Ampelopsin[0]	h;h2o;nadp;nadph;o2	-2.000	-16.000	7	21	44.840	1.797
rxn37759	naringenin 3',5'-hydroxylase	1.14.13.88	-211.590	-123.210	-88.380	88.380	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Naringenin[0] => (2) H2O[0] + (2) NADP[0] + (1) Dihydrotricetin[0]	h;h2o;nadp;nadph;o2	-2.000	-16.000	7	21	53.060	1.797
rxn20706	R305-RXN.c		-63.690	-152.010	88.320	88.320	(1) O2[0] + (1) 2,3,5-Trihydroxytoluene[0] => (1) H+[0] + (1) 2,4,6-trioxoheptanoate[0]	h;o2	1.000	2.000	4	7	52.020	
rxn45225			-114.230	-25.950	-88.280	88.280	(1) O2[0] + (1) (1R)-1,4,5,10-tetrahydrophenazine-1-carboxylate[0] => (1) H2O2[0] + (1) (10aS)-10,10a-dihydrophenazine-1-carboxylate[0]	h2o2;o2	0.000	0.000	4	13	47.870	
rxn38994	Succinic dehydrogenase	1.3.5.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubidecarenone[0] => (1) Fumarate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	80.300	1.558
rxn38993	Succinic dehydrogenase	1.3.5.1;1.3.99.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.558
rxn27238	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	1.3.5.1;1.3.99.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.558
rxn38995	Succinic dehydrogenase	1.3.5.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-6[0] => (1) Fumarate[0] + (1) Ubiquinol-6[0]		0.000	0.000	4	39	80.300	1.558
rxn38716	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.n.maizeexp.CPD-9956_UBIQUINONE-8	1.3.5.1;1.3.99.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.558
rxn38714	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN.e.maizeexp.CPD-9956_UBIQUINONE-8	1.3.5.1;1.3.99.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.558
rxn37568	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	1.3.5.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubidecarenone[0] => (1) Fumarate[0] + (1) ubiquinol(10)[0]		0.000	0.000	4	59	80.300	1.558
rxn37567	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	1.3.5.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-9[0] => (1) Fumarate[0] + (1) ubiquinol(9)[0]		0.000	0.000	4	54	80.300	1.558
rxn09272	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)	1.3.5.1;1.3.99.1	-17.590	70.450	-88.040	88.040	(1) Succinate[0] + (1) Ubiquinone-8[0] => (1) Fumarate[0] + (1) Ubiquinol-8[0]	ubiquinol8;ubiquinone8	0.000	0.000	4	49	80.300	1.558
