rxn_id,has_modelseed,op_modelseed,has_group_contribution,op_group_contribution,has_equilibrator,op_equilibrator,has_dgpredictor,op_dgpredictor
rxn11706,True,>,True,>,True,>,False,
rxn11707,True,<,True,=,True,<,False,
rxn11708,True,<,True,=,True,<,False,
rxn11709,True,>,True,>,True,>,False,
rxn11710,True,>,True,>,True,>,True,>
rxn11711,True,>,True,>,True,>,True,>
rxn11712,True,>,True,>,True,>,True,>
rxn11713,True,>,True,>,True,>,True,>
rxn11714,True,>,True,>,True,>,True,>
rxn11715,True,>,True,>,True,>,True,>
rxn11716,True,>,True,>,True,>,True,>
rxn11717,True,>,True,>,True,>,True,>
rxn11718,True,>,True,>,True,>,True,>
rxn11719,True,>,True,>,True,>,True,>
rxn11720,True,>,True,>,True,>,True,>
rxn11721,True,>,True,>,True,>,True,>
rxn11722,True,>,True,>,True,>,True,>
rxn11723,True,>,True,>,True,>,True,>
rxn11724,True,>,True,>,True,>,True,>
rxn11725,True,>,True,>,True,>,True,>
rxn11726,True,>,True,>,False,,True,>
rxn11727,True,>,True,>,True,>,True,>
rxn11728,True,=,True,=,True,=,True,=
rxn11729,True,=,True,=,True,=,True,=
rxn11730,True,=,True,=,True,=,True,=
rxn11731,True,=,True,=,True,=,True,=
rxn11732,True,=,True,=,True,=,True,=
rxn11733,True,>,True,>,True,>,True,>
rxn11734,True,>,True,>,True,>,True,>
rxn11735,True,=,True,>,True,=,True,=
rxn11737,False,,False,,False,,True,>
rxn11738,False,,False,,False,,True,>
rxn11739,True,>,True,>,True,>,True,>
rxn11740,True,>,True,>,True,>,True,>
rxn11741,True,>,True,>,True,=,True,>
rxn11742,True,=,True,=,True,=,True,=
rxn11743,True,>,True,>,True,>,True,>
rxn11744,True,>,True,>,True,>,True,>
rxn11745,False,,False,,False,,True,>
rxn11746,False,,False,,False,,True,>
rxn11747,False,,False,,False,,False,
rxn11748,False,,False,,True,=,False,
rxn11749,True,>,False,,True,>,True,>
rxn11750,True,<,False,,True,<,True,=
rxn11751,False,,False,,False,,False,
rxn11752,False,,False,,False,,False,
rxn11753,True,>,False,,True,>,False,
rxn11754,False,,False,,True,=,True,=
rxn11755,True,=,False,,True,=,True,=
rxn11756,True,>,False,,True,>,True,>
rxn11757,True,>,False,,True,>,True,=
rxn11758,True,>,False,,True,>,True,=
rxn11759,True,>,False,,True,>,True,>
rxn11760,True,=,False,,True,=,True,=
rxn11761,True,=,False,,True,=,True,=
rxn11762,False,,False,,False,,True,=
rxn11763,False,,False,,False,,True,>
rxn11764,False,,False,,False,,False,
rxn11765,False,,False,,False,,True,>
rxn11766,False,,False,,False,,True,=
rxn11767,True,=,True,=,False,,True,<
rxn11768,False,,False,,False,,True,=
rxn11769,True,>,True,>,False,,False,
rxn11770,True,>,True,>,False,,False,
rxn11771,True,>,True,>,False,,True,>
rxn11772,False,,False,,False,,True,>
rxn11773,False,,False,,False,,True,>
rxn11774,False,,False,,False,,True,>
rxn11775,True,=,True,=,True,=,True,=
rxn11776,True,>,True,>,False,,True,>
rxn11777,True,=,True,=,False,,True,=
rxn11778,True,>,True,>,False,,True,>
rxn11779,True,<,True,<,False,,True,<
rxn11780,True,=,True,=,True,=,False,
rxn11781,True,=,True,=,False,,True,>
rxn11782,True,=,True,=,False,,True,>
rxn11783,True,>,True,>,True,=,False,
rxn11784,True,>,True,>,True,>,False,
rxn11785,True,>,True,>,True,>,False,
rxn11786,True,<,True,<,True,=,False,
rxn11787,True,>,True,=,True,>,True,>
rxn11788,True,=,True,=,True,=,True,=
rxn11789,False,,False,,False,,True,>
rxn11790,False,,False,,False,,True,>
rxn11791,False,,False,,False,,True,>
rxn11792,False,,False,,False,,False,
rxn11793,False,,False,,False,,False,
rxn11794,False,,False,,False,,True,>
rxn11795,True,>,True,>,True,>,True,>
rxn11796,True,=,True,=,True,=,False,
rxn11797,True,=,True,=,True,=,False,
rxn11798,True,>,True,>,True,>,True,>
rxn11799,True,>,True,>,True,>,True,>
rxn11800,True,>,True,=,True,>,False,
rxn11801,True,>,True,>,False,,True,>
rxn11802,True,>,True,>,True,>,True,>
rxn11803,False,,False,,False,,True,>
rxn11804,False,,False,,False,,False,
rxn11805,False,,False,,False,,True,>
rxn11806,False,,False,,False,,True,=
rxn11807,False,,False,,False,,True,>
rxn11808,False,,False,,False,,True,<
rxn11809,False,,False,,False,,True,=
rxn11810,False,,False,,False,,True,>
rxn11811,False,,False,,False,,True,>
rxn11812,False,,False,,False,,False,
rxn11813,False,,False,,False,,True,>
rxn11814,False,,False,,False,,False,
rxn11815,False,,False,,False,,False,
rxn11816,False,,False,,False,,True,=
rxn11817,False,,False,,False,,True,>
rxn11818,False,,False,,False,,True,<
rxn11819,False,,False,,False,,True,>
rxn11820,False,,False,,False,,False,
rxn11821,True,>,True,>,True,=,False,
rxn11822,True,>,True,>,True,>,True,>
rxn11823,True,>,True,<,True,>,False,
rxn11824,True,>,True,>,True,>,False,
rxn11825,True,>,True,>,True,=,False,
rxn11826,True,>,True,>,True,>,False,
rxn11827,True,=,True,<,True,=,False,
rxn11828,True,=,True,=,True,=,True,=
rxn11829,True,>,True,>,True,>,False,
rxn11830,False,,False,,False,,False,
rxn11831,True,>,True,>,True,>,True,>
rxn11832,True,>,True,>,True,>,True,>
rxn11833,True,<,True,<,True,=,False,
rxn11834,True,=,True,=,True,=,True,=
rxn11835,True,=,True,=,True,=,True,=
rxn11836,True,<,True,<,True,=,False,
rxn11837,True,=,True,=,True,=,True,<
rxn11838,True,>,True,=,True,>,True,=
rxn11839,True,>,True,>,True,>,False,
rxn11840,True,>,True,>,False,,True,>
rxn11841,True,>,True,>,True,>,True,>
rxn11842,True,=,True,=,False,,True,<
rxn11843,True,>,True,>,True,>,False,
rxn11844,True,>,True,<,True,>,True,<
rxn11845,True,>,True,>,True,>,False,
rxn11846,True,<,True,<,True,<,False,
rxn11847,True,>,True,=,True,>,True,=
rxn11848,True,>,True,>,True,>,False,
rxn11849,True,<,True,<,True,<,True,<
rxn11850,True,>,True,>,True,>,False,
rxn11851,True,=,True,=,True,=,True,>
rxn11852,True,>,True,>,True,>,True,>
rxn11853,True,>,True,>,True,>,True,>
rxn11854,True,>,True,>,True,>,True,>
rxn11855,True,>,True,>,True,>,True,>
rxn11856,True,=,True,=,True,=,True,=
rxn11857,True,>,True,>,True,>,True,>
rxn11858,True,>,True,>,True,>,True,>
rxn11859,True,>,True,>,True,>,True,>
rxn11860,True,>,True,>,True,>,False,
rxn11861,True,>,True,>,True,>,False,
rxn11862,True,>,True,>,True,>,True,>
rxn11863,True,=,True,=,True,=,True,>
rxn11864,True,=,True,=,True,=,True,>
rxn11865,True,=,True,=,True,=,False,
rxn11866,False,,False,,False,,False,
rxn11867,False,,False,,False,,False,
rxn11868,True,=,True,=,True,=,False,
rxn11869,True,>,True,>,True,>,False,
rxn11870,True,=,True,=,False,,False,
rxn11871,False,,False,,False,,False,
rxn11872,True,=,True,=,False,,False,
rxn11873,True,>,True,>,False,,False,
rxn11874,True,>,True,>,False,,False,
rxn11875,True,>,True,>,False,,True,>
rxn11876,True,>,True,>,False,,True,>
rxn11877,True,>,True,>,True,>,True,=
rxn11878,False,,False,,False,,False,
rxn11879,False,,False,,False,,False,
rxn11880,False,,False,,False,,False,
rxn11881,True,<,True,<,True,<,False,
rxn11882,True,>,True,>,False,,False,
rxn11883,False,,False,,False,,False,
rxn11884,True,<,False,,True,<,False,
rxn11885,True,>,True,>,True,>,True,>
rxn11886,False,,False,,False,,False,
rxn11887,True,>,True,>,True,=,True,>
rxn11888,False,,False,,False,,False,
rxn11889,True,>,True,>,True,=,False,
rxn11890,True,=,True,=,True,=,True,=
rxn11891,True,=,True,=,True,=,True,=
rxn11892,True,>,True,>,True,>,True,>
rxn11893,True,=,True,=,True,=,True,=
rxn11894,True,=,True,=,True,=,True,=
rxn11895,True,>,True,>,True,>,True,>
rxn11896,True,=,True,=,True,=,True,=
rxn11897,False,,False,,False,,False,
rxn11898,False,,False,,False,,False,
rxn11899,False,,False,,False,,False,
rxn11900,True,>,True,>,True,>,True,>
rxn11901,True,>,True,>,True,=,True,>
rxn11902,True,>,True,>,True,>,True,>
rxn11903,True,<,True,<,True,<,False,
rxn11904,True,<,True,<,True,<,False,
rxn11905,True,<,True,<,True,=,False,
rxn11906,True,<,True,<,True,<,False,
rxn11907,True,<,True,<,True,<,False,
rxn11908,True,<,True,<,True,<,False,
rxn11909,True,<,True,<,True,<,False,
rxn11910,False,,False,,False,,False,
rxn11911,False,,False,,False,,False,
rxn11912,False,,False,,False,,False,
rxn11913,False,,False,,False,,False,
rxn11914,False,,False,,False,,False,
rxn11915,False,,False,,False,,False,
rxn11916,False,,False,,False,,False,
rxn11917,True,>,True,>,True,>,True,<
rxn11920,False,,False,,False,,False,
rxn11921,False,,False,,False,,False,
rxn11922,False,,False,,False,,False,
rxn11923,False,,False,,False,,False,
rxn11931,True,>,True,>,True,>,False,
rxn11932,False,,False,,False,,False,
rxn11933,True,=,True,=,True,=,False,
rxn11934,True,=,True,=,True,=,True,=
rxn11935,True,>,True,>,True,>,False,
rxn11937,True,<,True,<,False,,False,
rxn11938,True,>,True,>,True,>,False,
rxn11940,False,,False,,False,,False,
rxn11941,False,,False,,False,,False,
rxn11942,False,,False,,False,,False,
rxn11943,True,=,True,=,True,=,False,
rxn11944,True,=,True,=,True,=,False,
rxn11945,True,>,True,=,True,>,False,
rxn11946,True,=,True,=,True,=,True,=
rxn11947,False,,False,,False,,False,
rxn11949,False,,False,,False,,False,
rxn11950,False,,False,,False,,False,
rxn11951,False,,False,,False,,False,
rxn11953,True,>,True,>,True,>,True,>
rxn11954,False,,False,,False,,False,
rxn11955,False,,False,,False,,False,
rxn11956,False,,False,,False,,False,
rxn11958,False,,False,,False,,False,
rxn11959,False,,False,,False,,False,
rxn11960,False,,False,,False,,False,
rxn11961,True,>,True,>,True,=,True,>
rxn11962,True,>,True,=,False,,True,>
rxn11963,False,,False,,False,,False,
rxn11964,True,>,True,>,True,>,True,>
rxn11965,False,,False,,False,,False,
rxn11966,True,=,True,=,True,=,True,=
rxn11967,False,,False,,False,,False,
rxn11968,False,,False,,False,,False,
rxn11969,False,,False,,False,,False,
rxn11970,True,=,True,=,True,=,True,>
rxn11971,True,>,True,>,True,>,False,
rxn11972,True,>,True,=,True,>,True,<
rxn11973,False,,False,,False,,False,
rxn11974,True,=,True,=,True,=,False,
rxn11975,False,,False,,False,,False,
rxn11976,False,,False,,False,,False,
rxn11977,False,,False,,False,,False,
rxn11978,False,,False,,False,,False,
rxn11979,False,,False,,False,,False,
rxn11980,False,,False,,False,,False,
rxn11981,False,,False,,False,,False,
rxn11982,False,,False,,False,,False,
rxn11983,False,,False,,False,,False,
rxn11984,False,,False,,False,,False,
rxn11985,True,>,True,>,True,>,True,>
rxn11986,False,,False,,False,,False,
rxn11987,False,,False,,False,,False,
rxn11988,False,,False,,False,,False,
rxn11989,False,,False,,False,,True,=
rxn11990,False,,False,,False,,False,
rxn11991,False,,False,,False,,False,
rxn11992,False,,False,,False,,False,
rxn11993,False,,False,,False,,False,
rxn11994,False,,False,,False,,True,>
rxn11995,False,,False,,False,,False,
rxn11996,False,,False,,False,,False,
rxn11997,False,,False,,False,,False,
rxn11998,True,>,True,>,True,>,True,>
rxn11999,False,,False,,False,,False,
rxn12000,False,,False,,False,,False,
rxn12001,False,,False,,False,,False,
rxn12002,False,,False,,False,,False,
rxn12003,False,,False,,False,,False,
rxn12004,True,>,True,>,True,>,True,>
rxn12005,False,,False,,False,,False,
rxn12006,False,,False,,False,,False,
rxn12007,False,,False,,False,,False,
rxn12008,True,<,True,<,True,<,True,<
rxn12009,True,>,True,>,False,,True,>
rxn12011,True,>,True,>,True,>,False,
rxn12012,False,,False,,False,,False,
rxn12013,False,,False,,False,,False,
rxn12014,False,,False,,False,,False,
rxn12015,True,>,True,>,True,>,True,>
rxn12017,False,,False,,False,,False,
rxn12018,False,,False,,False,,True,>
rxn12019,True,>,True,>,True,>,True,>
rxn12020,True,>,True,>,True,>,True,>
rxn12021,True,=,True,>,True,=,True,=
rxn12022,False,,False,,False,,False,
rxn12023,False,,False,,True,>,True,>
rxn12024,False,,False,,False,,False,
rxn12025,True,=,True,=,False,,True,=
rxn12026,True,=,True,=,False,,True,=
rxn12027,True,=,True,=,True,=,False,
rxn12028,True,=,True,=,True,=,True,=
rxn12029,False,,False,,False,,False,
rxn12030,True,=,True,=,True,=,True,=
rxn12031,False,,False,,False,,False,
rxn12032,False,,False,,False,,False,
rxn12033,True,=,True,=,True,=,True,=
rxn12034,True,>,True,>,True,>,False,
rxn12035,True,>,True,>,True,>,True,>
rxn12036,True,>,True,>,True,>,True,>
rxn12037,True,=,True,>,True,=,True,>
rxn12038,True,>,True,>,False,,True,>
rxn12039,True,>,True,>,False,,True,>
rxn12040,True,=,True,=,False,,True,>
rxn12041,True,=,True,=,True,=,True,>
rxn12042,True,>,True,>,True,>,True,>
rxn12043,True,>,True,>,True,>,True,>
rxn12044,True,>,True,>,True,>,True,>
rxn12045,True,>,True,>,True,>,True,=
rxn12046,True,<,True,<,True,<,True,=
rxn12047,True,<,True,<,True,<,True,=
rxn12048,True,=,True,<,False,,True,>
rxn12049,True,=,True,=,True,=,True,=
rxn12050,False,,False,,False,,False,
rxn12051,False,,False,,False,,False,
rxn12052,False,,False,,False,,False,
rxn12053,False,,False,,False,,False,
rxn12054,False,,False,,False,,False,
rxn12055,True,>,True,>,False,,False,
rxn12056,True,>,False,,True,>,True,>
rxn12057,True,>,True,>,True,>,True,>
rxn12058,True,>,True,>,True,>,True,>
rxn12059,False,,False,,False,,False,
rxn12060,True,=,True,=,True,=,True,<
rxn12061,True,>,True,=,True,>,False,
rxn12062,True,<,True,<,True,<,False,
rxn12063,True,<,True,<,True,<,False,
rxn12064,True,=,True,<,True,=,True,<
rxn12065,True,<,True,<,True,=,False,
rxn12066,True,>,True,>,True,>,False,
rxn12067,True,<,True,>,True,<,False,
rxn12068,True,=,True,=,True,=,False,
rxn12069,False,,False,,True,=,False,
rxn12070,False,,False,,False,,False,
rxn12071,False,,False,,False,,False,
rxn12072,True,<,True,<,True,<,False,
rxn12073,True,<,True,<,True,<,False,
rxn12074,True,<,True,<,True,<,True,<
rxn12075,False,,False,,False,,True,>
rxn12076,True,<,True,<,False,,True,<
rxn12077,True,<,True,<,False,,False,
rxn12078,False,,False,,True,=,False,
rxn12079,True,<,False,,True,<,True,=
rxn12080,False,,False,,False,,False,
rxn12081,True,=,False,,True,=,True,=
rxn12082,True,>,True,>,True,>,False,
rxn12083,True,<,True,<,True,<,False,
rxn12084,True,<,True,=,True,<,False,
rxn12085,False,,False,,False,,True,=
rxn12086,False,,False,,False,,True,>
rxn12087,False,,False,,False,,True,=
rxn12088,False,,False,,False,,True,=
rxn12089,True,<,True,<,True,<,False,
rxn12090,True,<,True,=,True,<,False,
rxn12091,True,=,True,<,True,=,False,
rxn12092,True,=,True,=,True,=,True,>
rxn12093,True,<,True,<,True,<,False,
rxn12094,False,,False,,False,,True,>
rxn12095,False,,False,,False,,True,>
rxn12096,False,,False,,False,,False,
rxn12097,True,<,True,<,True,<,False,
rxn12098,True,>,True,=,True,>,False,
rxn12099,True,>,True,>,False,,False,
rxn12100,False,,False,,False,,True,>
rxn12101,False,,False,,False,,True,>
rxn12102,True,>,True,>,True,>,False,
rxn12103,True,<,True,<,True,<,False,
rxn12104,False,,False,,False,,False,
rxn12105,False,,False,,False,,False,
rxn12106,False,,False,,False,,True,>
rxn12107,True,<,True,<,True,<,True,=
rxn12108,True,<,True,<,True,<,False,
rxn12109,True,<,True,<,True,<,True,<
rxn12110,True,=,True,=,True,=,True,=
rxn12111,True,<,True,<,True,<,True,<
rxn12112,True,=,True,=,True,=,True,=
rxn12113,False,,False,,False,,False,
rxn12114,False,,False,,False,,False,
rxn12115,True,=,True,>,True,=,False,
rxn12116,True,<,True,<,True,<,False,
rxn12117,True,<,True,<,True,<,False,
rxn12118,True,<,True,<,True,<,False,
rxn12119,True,<,True,<,True,<,False,
rxn12120,True,<,True,<,True,=,False,
rxn12121,True,>,True,>,True,>,False,
rxn12122,True,<,True,<,True,<,False,
rxn12123,True,<,True,<,True,<,False,
rxn12124,True,>,True,>,True,=,False,
rxn12125,True,>,True,>,False,,False,
rxn12126,True,>,True,>,False,,False,
rxn12127,True,=,True,<,True,=,False,
rxn12128,True,=,True,=,True,=,False,
rxn12129,True,>,True,>,True,>,True,>
rxn12130,True,=,True,<,True,=,True,<
rxn12131,True,<,True,<,True,=,False,
rxn12132,True,>,True,>,True,>,False,
rxn12133,True,<,True,<,True,<,False,
rxn12134,True,<,True,<,True,=,False,
rxn12135,False,,False,,True,=,True,>
rxn12136,False,,False,,False,,False,
rxn12137,False,,False,,False,,False,
rxn12138,False,,False,,False,,False,
rxn12139,True,<,True,<,True,=,False,
rxn12140,False,,False,,False,,False,
rxn12141,False,,False,,False,,True,<
rxn12142,True,>,True,>,False,,False,
rxn12143,True,<,True,<,False,,False,
rxn12144,True,<,True,<,True,=,False,
rxn12145,True,>,True,<,True,>,False,
rxn12146,False,,False,,False,,True,=
rxn12147,True,<,True,>,True,<,True,>
rxn12148,True,>,True,>,True,>,False,
rxn12149,True,=,True,=,True,=,False,
rxn12150,True,=,True,=,False,,False,
rxn12151,True,<,True,<,True,=,False,
rxn12152,True,<,True,<,True,<,False,
rxn12153,True,=,True,=,True,=,True,=
rxn12154,False,,False,,False,,True,>
rxn12155,False,,False,,False,,False,
rxn12156,True,<,True,<,True,<,False,
rxn12157,True,>,True,>,False,,True,>
rxn12158,True,=,True,=,True,=,True,=
rxn12159,True,=,True,=,True,=,True,=
rxn12160,False,,False,,False,,False,
rxn12161,False,,False,,False,,False,
rxn12162,False,,False,,False,,False,
rxn12163,False,,False,,False,,False,
rxn12164,False,,False,,False,,False,
rxn12165,False,,False,,False,,False,
rxn12166,False,,False,,False,,False,
rxn12167,False,,False,,False,,False,
rxn12168,False,,False,,False,,False,
rxn12169,True,>,True,>,True,>,True,>
rxn12170,True,>,True,>,True,>,True,>
rxn12171,True,=,True,>,True,=,True,=
rxn12172,True,=,True,>,True,=,True,>
rxn12173,True,=,True,>,True,=,True,=
rxn12174,False,,False,,False,,True,>
rxn12175,True,=,True,=,True,=,True,=
rxn12176,True,>,True,>,True,=,False,
rxn12177,True,=,True,=,True,=,True,<
rxn12178,True,=,True,=,True,=,True,=
rxn12179,True,=,True,=,True,=,True,>
rxn12180,False,,False,,False,,False,
rxn12181,False,,False,,False,,True,>
rxn12182,False,,False,,True,>,True,>
rxn12183,False,,False,,False,,True,>
rxn12184,True,>,True,>,True,>,False,
rxn12185,True,=,True,=,True,=,True,=
rxn12186,True,>,False,,True,>,True,>
rxn12187,True,>,True,>,True,>,True,>
rxn12188,True,>,True,=,True,>,True,>
rxn12189,False,,False,,False,,False,
rxn12190,False,,False,,False,,False,
rxn12191,True,=,True,=,True,=,True,=
rxn12192,False,,False,,False,,False,
rxn12193,True,=,True,=,True,=,True,=
rxn12196,False,,False,,False,,False,
rxn12197,True,>,True,=,True,>,False,
rxn12199,True,=,True,<,True,=,False,
rxn12200,True,>,True,>,True,>,False,
rxn12204,True,=,True,=,True,=,True,=
rxn12206,True,>,True,>,True,>,True,>
rxn12210,False,,False,,False,,False,
rxn12211,False,,False,,False,,False,
rxn12212,False,,False,,False,,False,
rxn12213,False,,False,,False,,False,
rxn12214,False,,False,,False,,False,
rxn12215,True,=,True,=,True,=,False,
rxn12216,True,>,True,>,True,>,False,
rxn12217,True,=,True,=,True,=,True,=
rxn12218,False,,False,,False,,False,
rxn12219,False,,False,,False,,False,
rxn12220,True,>,False,,True,>,False,
rxn12221,False,,False,,False,,False,
rxn12223,True,<,True,<,True,<,False,
rxn12224,True,>,True,>,False,,False,
rxn12225,True,>,True,>,False,,False,
rxn12226,True,>,True,>,True,>,False,
rxn12227,False,,False,,False,,False,
rxn12228,False,,False,,False,,False,
rxn12229,False,,False,,False,,False,
rxn12230,False,,False,,False,,False,
rxn12231,False,,False,,False,,False,
rxn12232,True,>,True,>,True,>,False,
rxn12233,True,>,True,>,True,>,False,
rxn12234,True,=,True,=,True,=,False,
rxn12237,True,>,True,>,True,>,False,
rxn12238,False,,False,,False,,False,
rxn12239,True,=,True,=,True,=,False,
rxn12240,False,,False,,False,,False,
rxn12241,False,,False,,False,,False,
rxn12242,True,>,True,=,True,>,False,
rxn12245,True,>,True,=,True,>,False,
rxn12246,True,=,True,=,False,,False,
rxn12247,False,,False,,False,,False,
rxn12248,False,,False,,False,,False,
rxn12249,True,<,True,=,True,<,False,
rxn12250,False,,False,,False,,False,
rxn12251,False,,False,,False,,False,
rxn12252,False,,False,,False,,False,
rxn12253,False,,False,,False,,False,
rxn12254,False,,False,,False,,False,
rxn12255,False,,False,,False,,False,
rxn12256,False,,False,,False,,False,
rxn12257,False,,False,,False,,False,
rxn12258,False,,False,,False,,False,
rxn12259,False,,False,,False,,False,
rxn12260,False,,False,,False,,False,
rxn12261,False,,False,,False,,False,
rxn12262,False,,False,,False,,False,
rxn12263,True,>,True,>,True,>,False,
rxn12264,True,<,True,=,True,<,False,
rxn12265,False,,False,,False,,False,
rxn12266,False,,False,,False,,False,
rxn12267,False,,False,,False,,False,
rxn12268,False,,False,,False,,False,
rxn12269,False,,False,,False,,False,
rxn12270,False,,False,,False,,False,
rxn12271,False,,False,,False,,False,
rxn12272,False,,False,,False,,False,
rxn12273,False,,False,,False,,False,
rxn12274,False,,False,,False,,False,
rxn12275,False,,False,,False,,False,
rxn12276,False,,False,,False,,False,
rxn12277,True,=,True,=,True,=,False,
rxn12278,False,,False,,False,,False,
rxn12279,False,,False,,False,,False,
rxn12280,False,,False,,False,,False,
rxn12281,False,,False,,False,,False,
rxn12282,True,>,True,>,True,>,False,
rxn12283,False,,False,,False,,False,
rxn12284,False,,False,,False,,False,
rxn12285,False,,False,,False,,False,
rxn12286,False,,False,,False,,False,
rxn12287,True,>,True,>,True,>,False,
rxn12288,True,>,True,>,True,>,False,
rxn12289,False,,False,,False,,False,
rxn12290,False,,False,,False,,False,
rxn12291,False,,False,,False,,False,
rxn12292,False,,False,,False,,False,
rxn12293,True,=,True,=,True,=,False,
rxn12294,False,,False,,False,,False,
rxn12295,False,,False,,False,,False,
rxn12296,False,,False,,False,,False,
rxn12297,False,,False,,False,,False,
rxn12298,True,=,True,=,True,=,False,
rxn12299,True,<,True,<,True,<,False,
rxn12302,False,,False,,False,,False,
rxn12303,True,=,True,=,True,=,False,
rxn12304,False,,False,,False,,False,
rxn12305,False,,False,,False,,False,
rxn12306,False,,False,,False,,False,
rxn12307,False,,False,,False,,False,
rxn12308,False,,False,,False,,False,
rxn12309,False,,False,,False,,False,
rxn12310,False,,False,,False,,False,
rxn12311,False,,False,,False,,False,
rxn12312,False,,False,,False,,False,
rxn12313,False,,False,,False,,False,
rxn12314,False,,False,,False,,False,
rxn12315,False,,False,,False,,False,
rxn12316,False,,False,,False,,False,
rxn12317,False,,False,,False,,False,
rxn12318,False,,False,,False,,False,
rxn12319,False,,False,,False,,False,
rxn12320,False,,False,,False,,False,
rxn12321,False,,False,,False,,False,
rxn12322,False,,False,,False,,False,
rxn12323,False,,False,,False,,False,
rxn12324,False,,False,,False,,False,
rxn12325,False,,False,,False,,False,
rxn12326,False,,False,,False,,False,
rxn12327,False,,False,,False,,False,
rxn12328,False,,False,,False,,False,
rxn12329,True,>,True,>,True,>,False,
rxn12330,False,,False,,False,,False,
rxn12331,False,,False,,False,,False,
rxn12332,False,,False,,False,,False,
rxn12333,False,,False,,False,,False,
rxn12334,False,,False,,False,,False,
rxn12335,False,,False,,False,,False,
rxn12336,False,,False,,False,,False,
rxn12337,False,,False,,False,,False,
rxn12338,False,,False,,False,,False,
rxn12339,False,,False,,False,,False,
rxn12340,False,,False,,False,,False,
rxn12341,False,,False,,False,,False,
rxn12342,False,,False,,False,,False,
rxn12343,False,,False,,False,,False,
rxn12344,False,,False,,False,,False,
rxn12345,False,,False,,False,,False,
rxn12346,False,,False,,False,,False,
rxn12348,False,,False,,False,,False,
rxn12349,False,,False,,False,,False,
rxn12350,False,,False,,False,,False,
rxn12351,False,,False,,False,,False,
rxn12352,True,=,True,=,True,=,False,
rxn12353,False,,False,,False,,False,
rxn12354,False,,False,,False,,False,
rxn12355,False,,False,,False,,False,
rxn12356,False,,False,,False,,False,
rxn12357,False,,False,,False,,False,
rxn12358,False,,False,,False,,False,
rxn12359,False,,False,,False,,False,
rxn12360,False,,False,,False,,False,
rxn12361,False,,False,,False,,False,
rxn12362,True,>,True,>,True,>,False,
rxn12363,True,=,True,<,True,=,False,
rxn12364,True,=,True,=,False,,False,
rxn12365,True,=,True,=,False,,False,
rxn12366,True,=,True,=,False,,False,
rxn12367,True,=,True,=,False,,False,
rxn12368,True,=,True,=,False,,False,
rxn12369,True,=,True,=,False,,False,
rxn12370,True,=,True,=,False,,False,
rxn12371,True,=,True,=,False,,False,
rxn12372,True,=,True,=,False,,False,
rxn12373,False,,False,,False,,False,
rxn12374,True,=,True,=,False,,False,
rxn12375,True,=,True,=,False,,False,
rxn12376,True,=,True,=,False,,False,
rxn12377,True,=,True,=,False,,False,
rxn12378,True,=,True,=,False,,False,
rxn12379,True,=,True,=,False,,False,
rxn12380,True,=,True,=,False,,False,
rxn12381,True,=,True,=,False,,False,
rxn12382,True,=,True,=,False,,False,
rxn12383,True,=,True,=,False,,False,
rxn12384,True,=,True,=,False,,False,
rxn12385,True,=,True,=,False,,False,
rxn12386,True,=,True,=,False,,False,
rxn12387,True,=,True,=,False,,False,
rxn12388,True,=,True,=,False,,False,
rxn12389,False,,False,,False,,False,
rxn12390,True,=,True,=,False,,False,
rxn12391,True,=,True,=,False,,False,
rxn12392,True,=,True,=,False,,False,
rxn12393,True,=,True,=,False,,False,
rxn12394,True,=,True,=,False,,False,
rxn12395,True,=,True,=,False,,False,
rxn12396,True,=,True,=,False,,False,
rxn12397,True,=,True,=,False,,False,
rxn12398,True,=,True,=,False,,False,
rxn12399,True,=,True,=,False,,False,
rxn12400,True,=,True,=,False,,False,
rxn12401,True,=,True,=,False,,False,
rxn12402,True,=,True,=,False,,False,
rxn12403,True,=,True,=,False,,False,
rxn12404,True,=,True,=,False,,False,
rxn12405,True,=,True,=,False,,False,
rxn12406,True,=,True,=,False,,False,
rxn12407,True,=,True,=,False,,False,
rxn12408,True,=,True,=,False,,False,
rxn12409,False,,False,,False,,False,
rxn12410,True,=,True,=,False,,False,
rxn12411,False,,False,,False,,False,
rxn12412,True,=,True,=,False,,False,
rxn12413,True,=,True,=,False,,False,
rxn12414,True,=,True,=,False,,False,
rxn12415,True,=,True,=,False,,False,
rxn12416,True,=,True,=,False,,False,
rxn12417,True,=,True,=,False,,False,
rxn12418,True,=,True,=,False,,False,
rxn12419,True,=,True,=,False,,False,
rxn12420,True,=,True,=,False,,False,
rxn12421,True,=,True,=,False,,False,
rxn12422,True,=,True,=,False,,False,
rxn12423,True,=,True,=,False,,False,
rxn12424,True,=,True,=,False,,False,
rxn12425,True,=,True,=,False,,False,
rxn12426,True,=,True,=,False,,False,
rxn12427,True,=,True,=,False,,False,
rxn12428,True,=,True,=,False,,False,
rxn12429,True,=,True,=,False,,False,
rxn12430,True,=,True,=,False,,False,
rxn12431,True,=,True,=,False,,False,
rxn12432,False,,False,,False,,False,
rxn12433,True,=,True,=,False,,False,
rxn12434,True,=,True,=,False,,False,
rxn12435,True,=,True,=,False,,False,
rxn12436,True,=,True,=,False,,False,
rxn12437,True,=,True,=,False,,False,
rxn12438,True,=,True,=,False,,False,
rxn12439,True,=,True,=,False,,False,
rxn12440,True,=,True,=,False,,False,
rxn12441,True,=,True,=,False,,False,
