cpd_id,has_modelseed,has_group_contribution,has_equilibrator,has_dgpredictor
cpd09595,False,False,False,False
cpd09596,True,True,True,False
cpd09597,True,True,True,False
cpd09598,True,True,True,False
cpd09599,False,False,False,False
cpd09600,False,False,True,False
cpd09601,True,True,True,False
cpd09602,False,False,False,False
cpd09603,True,True,True,False
cpd09604,True,True,True,False
cpd09605,True,True,False,False
cpd09606,True,True,False,False
cpd09607,True,True,False,False
cpd09608,True,True,True,False
cpd09609,True,True,True,False
cpd09610,True,True,True,False
cpd09611,True,True,False,False
cpd09612,True,True,True,False
cpd09613,True,True,True,False
cpd09614,True,True,True,False
cpd09615,False,False,True,False
cpd09616,True,True,False,False
cpd09617,True,True,True,False
cpd09618,True,True,False,False
cpd09619,True,True,True,False
cpd09620,True,True,True,False
cpd09621,True,True,False,False
cpd09622,False,False,True,False
cpd09623,True,True,True,False
cpd09624,True,True,True,False
cpd09625,True,True,True,False
cpd09626,True,True,True,False
cpd09627,True,True,True,False
cpd09628,True,True,True,False
cpd09629,True,True,True,False
cpd09630,True,True,True,False
cpd09631,True,True,True,False
cpd09632,True,True,True,False
cpd09633,True,True,True,False
cpd09634,True,True,True,False
cpd09635,True,True,True,False
cpd09636,True,True,True,False
cpd09637,False,False,True,False
cpd09638,True,True,True,False
cpd09639,True,True,True,False
cpd09640,False,False,False,False
cpd09641,True,True,True,False
cpd09642,True,True,True,False
cpd09643,True,False,True,False
cpd09644,True,True,True,False
cpd09645,True,True,True,False
cpd09646,True,True,True,False
cpd09647,True,True,True,False
cpd09648,True,True,True,False
cpd09649,True,True,True,False
cpd09650,False,False,False,False
cpd09651,True,True,True,False
cpd09652,True,True,False,False
cpd09653,False,False,True,False
cpd09654,True,True,True,False
cpd09655,False,False,True,False
cpd09656,False,False,False,False
cpd09657,True,True,True,False
cpd09658,True,True,True,False
cpd09659,True,True,True,False
cpd09660,True,True,True,False
cpd09661,True,True,True,False
cpd09662,True,True,True,False
cpd09663,True,True,True,False
cpd09664,True,True,False,False
cpd09665,True,True,True,False
cpd09666,True,True,False,False
cpd09667,True,True,True,False
cpd09668,True,True,True,False
cpd09669,False,False,True,False
cpd09670,True,True,True,False
cpd09671,True,True,True,False
cpd09672,True,True,True,False
cpd09673,True,True,True,False
cpd09674,True,True,True,False
cpd09675,True,True,False,False
cpd09676,True,True,False,False
cpd09677,True,True,True,False
cpd09678,True,True,True,False
cpd09679,True,True,True,False
cpd09680,True,True,False,False
cpd09681,True,True,True,False
cpd09682,False,False,False,False
cpd09683,True,True,False,False
cpd09684,True,True,True,False
cpd09685,True,True,True,False
cpd09686,True,True,False,False
cpd09687,True,True,False,False
cpd09688,True,True,True,False
cpd09689,True,True,True,False
cpd09690,True,True,True,False
cpd09691,True,True,True,False
cpd09692,True,True,True,False
cpd09693,False,False,False,False
cpd09694,True,True,True,False
cpd09695,False,False,False,False
cpd09696,True,True,True,False
cpd09697,True,True,True,False
cpd09698,True,True,False,False
cpd09699,True,True,False,False
cpd09700,True,True,False,False
cpd09701,True,True,True,False
cpd09702,True,True,False,False
cpd09703,True,True,False,False
cpd09704,True,True,False,False
cpd09705,True,True,False,False
cpd09706,True,True,True,False
cpd09707,True,True,True,False
cpd09708,True,True,True,False
cpd09709,True,True,True,False
cpd09710,True,True,True,False
cpd09711,True,True,True,False
cpd09712,True,True,False,False
cpd09713,True,True,True,False
cpd09714,True,True,True,False
cpd09715,True,True,True,False
cpd09716,True,True,True,False
cpd09717,True,True,True,False
cpd09718,True,True,True,False
cpd09719,True,True,True,False
cpd09720,False,False,False,False
cpd09721,False,False,False,False
cpd09722,False,False,False,False
cpd09723,False,False,False,False
cpd09724,False,False,False,False
cpd09725,False,False,False,False
cpd09726,False,False,False,False
cpd09727,True,True,True,False
cpd09728,True,True,True,False
cpd09729,True,True,True,False
cpd09730,False,False,False,False
cpd09731,True,True,True,False
cpd09732,True,True,True,False
cpd09733,True,True,True,False
cpd09734,True,True,True,False
cpd09735,True,True,True,False
cpd09736,True,True,True,False
cpd09737,False,False,True,False
cpd09738,True,True,True,False
cpd09739,True,True,True,False
cpd09740,False,False,True,False
cpd09742,False,False,False,False
cpd09743,True,True,True,False
cpd09744,True,True,True,False
cpd09746,True,True,True,False
cpd09747,True,True,False,False
cpd09749,True,True,True,False
cpd09750,True,True,True,False
cpd09751,True,True,True,False
cpd09752,True,True,True,False
cpd09753,True,True,True,False
cpd09754,False,False,False,False
cpd09755,True,True,True,False
cpd09756,False,False,False,False
cpd09758,True,True,False,False
cpd09759,True,True,False,False
cpd09760,False,False,False,False
cpd09761,True,True,True,False
cpd09762,True,True,True,False
cpd09763,False,False,False,False
cpd09764,True,True,True,False
cpd09765,True,True,True,False
cpd09766,True,True,True,False
cpd09767,False,False,True,False
cpd09768,True,True,True,False
cpd09769,False,False,False,False
cpd09770,True,True,True,False
cpd09771,False,False,True,False
cpd09772,False,False,False,False
cpd09773,False,False,True,False
cpd09774,False,False,True,False
cpd09775,False,False,True,False
cpd09776,False,False,True,False
cpd09777,False,False,True,False
cpd09778,False,False,True,False
cpd09779,False,False,True,False
cpd09780,False,False,True,False
cpd09781,False,False,False,False
cpd09782,True,True,True,False
cpd09783,True,True,False,False
cpd09784,True,True,True,False
cpd09785,True,True,True,False
cpd09786,True,True,True,False
cpd09787,True,True,True,False
cpd09788,True,True,True,False
cpd09789,True,True,True,False
cpd09790,True,True,True,False
cpd09791,True,True,True,False
cpd09792,True,True,True,False
cpd09793,True,True,True,False
cpd09794,True,True,True,False
cpd09795,True,True,True,False
cpd09796,True,True,True,False
cpd09797,True,True,True,False
cpd09798,True,True,True,False
cpd09799,True,True,True,False
cpd09800,True,True,True,False
cpd09801,True,True,True,False
cpd09802,True,True,True,False
cpd09803,True,True,True,False
cpd09804,True,True,True,False
cpd09805,True,True,True,False
cpd09806,True,True,True,False
cpd09807,True,True,True,False
cpd09808,True,True,True,False
cpd09809,True,True,True,False
cpd09810,True,True,True,False
cpd09811,True,True,True,False
cpd09812,True,True,True,False
cpd09813,True,True,True,False
cpd09814,True,True,True,False
cpd09815,True,True,True,False
cpd09816,True,True,True,False
cpd09817,True,True,True,False
cpd09818,True,True,True,False
cpd09819,True,True,False,False
cpd09820,True,True,False,False
cpd09821,True,True,True,False
cpd09822,True,True,False,False
cpd09823,True,True,True,False
cpd09824,True,True,True,False
cpd09825,True,True,False,False
cpd09826,False,False,True,False
cpd09827,False,False,True,False
cpd09828,True,True,True,False
cpd09829,True,True,True,False
cpd09830,True,True,False,False
cpd09831,True,True,True,False
cpd09832,True,True,True,False
cpd09833,True,True,True,False
cpd09834,True,True,True,False
cpd09835,True,True,True,False
cpd09836,True,True,True,False
cpd09837,True,True,True,False
cpd09838,True,True,True,False
cpd09839,True,True,True,False
cpd09840,True,True,True,False
cpd09841,True,True,True,False
cpd09842,True,True,True,False
cpd09843,True,True,True,False
cpd09844,True,True,True,False
cpd09845,True,True,False,False
cpd09846,True,True,False,False
cpd09847,True,True,True,False
cpd09848,True,True,True,False
cpd09849,True,True,True,False
cpd09850,True,True,True,False
cpd09851,True,True,True,False
cpd09852,True,True,True,False
cpd09853,True,True,True,False
cpd09854,True,True,True,False
cpd09855,True,True,True,False
cpd09856,True,True,True,False
cpd09857,True,True,True,False
cpd09858,True,True,True,False
cpd09859,False,False,False,False
cpd09860,False,False,False,False
cpd09861,False,False,False,False
cpd09862,True,True,True,False
cpd09863,True,True,True,False
cpd09864,True,True,True,False
cpd09865,True,True,True,False
cpd09866,True,True,True,False
cpd09867,True,True,True,False
cpd09868,True,True,True,False
cpd09869,True,True,True,False
cpd09870,True,True,True,False
cpd09871,True,True,True,False
cpd09872,True,True,True,False
cpd09873,True,True,True,False
cpd09874,True,True,True,False
cpd09875,True,True,True,False
cpd09876,True,True,True,False
cpd09877,True,True,True,False
cpd09878,True,True,True,False
cpd09879,True,True,True,False
cpd09880,False,False,False,False
cpd09881,False,False,False,False
cpd09882,True,True,True,False
cpd09883,False,False,False,False
cpd09884,True,True,True,False
cpd09885,True,True,True,False
cpd09886,True,True,True,False
cpd09887,True,True,True,False
cpd09888,True,True,True,False
cpd09889,True,True,True,False
cpd09890,True,True,True,False
cpd09891,True,True,True,False
cpd09892,True,True,True,False
cpd09893,True,True,False,False
cpd09894,True,True,True,False
cpd09895,True,True,True,False
cpd09896,True,True,False,False
cpd09897,True,True,False,False
cpd09898,True,True,True,False
cpd09899,True,True,True,False
cpd09900,True,True,True,False
cpd09901,True,True,True,False
cpd09902,True,True,False,False
cpd09903,False,False,True,False
cpd09904,True,True,True,False
cpd09905,True,True,True,False
cpd09906,True,True,True,False
cpd09907,True,True,True,False
cpd09908,True,True,True,False
cpd09909,True,True,True,False
cpd09910,True,True,True,False
cpd09911,True,True,True,False
cpd09912,True,True,True,False
cpd09913,True,True,True,False
cpd09914,True,True,False,False
cpd09915,False,False,False,False
cpd09916,True,True,True,False
cpd09917,True,True,True,False
cpd09918,True,True,True,False
cpd09919,True,True,False,False
cpd09920,True,True,True,False
cpd09921,True,True,True,False
cpd09922,True,True,True,False
cpd09923,True,True,True,False
cpd09924,True,True,True,False
cpd09925,True,True,True,False
cpd09926,True,True,True,False
cpd09927,False,False,False,False
cpd09928,True,True,True,False
cpd09929,True,True,True,False
cpd09930,True,True,True,False
cpd09932,True,True,True,False
cpd09933,True,True,True,False
cpd09934,False,False,False,False
cpd09935,True,True,True,False
cpd09936,True,True,True,False
cpd09937,True,True,True,False
cpd09938,True,True,True,False
cpd09939,True,True,True,False
cpd09940,True,True,True,False
cpd09941,True,True,True,False
cpd09942,True,True,True,False
cpd09943,True,True,True,False
cpd09944,True,True,True,False
cpd09945,True,True,True,False
cpd09946,True,True,True,False
cpd09947,True,True,True,False
cpd09948,True,True,False,False
cpd09949,True,True,True,False
cpd09950,False,False,False,False
cpd09951,False,False,False,False
cpd09952,True,True,True,False
cpd09953,True,True,True,False
cpd09954,True,True,True,False
cpd09955,True,True,True,False
cpd09956,True,True,True,False
cpd09957,True,True,True,False
cpd09958,True,True,True,False
cpd09959,True,True,True,False
cpd09960,True,True,True,False
cpd09961,True,True,True,False
cpd09962,True,True,True,False
cpd09963,True,True,True,False
cpd09964,False,False,True,False
cpd09965,True,True,True,False
cpd09966,True,True,True,False
cpd09967,True,True,False,False
cpd09968,True,True,True,False
cpd09969,True,True,True,False
cpd09970,True,True,True,False
cpd09971,True,True,True,False
cpd09972,True,True,True,False
cpd09973,True,True,True,False
cpd09974,True,True,True,False
cpd09975,True,True,True,False
cpd09976,True,True,True,False
cpd09977,True,True,True,False
cpd09978,True,True,True,False
cpd09979,True,True,True,False
cpd09980,False,False,True,False
cpd09981,False,False,False,False
cpd09982,True,True,False,False
cpd09983,True,True,False,False
cpd09984,True,True,False,False
cpd09985,True,True,True,False
cpd09986,True,True,True,False
cpd09987,True,True,True,False
cpd09988,True,False,True,False
cpd09989,True,True,True,False
cpd09990,True,True,True,False
cpd09991,True,True,True,False
cpd09992,False,False,True,False
cpd09993,True,True,True,False
cpd09994,True,True,True,False
cpd09995,True,True,True,False
cpd09996,True,True,True,False
cpd09997,True,True,True,False
cpd09998,True,True,False,False
cpd09999,True,True,True,False
cpd10000,True,True,True,False
cpd10001,False,False,False,False
cpd10002,True,True,True,False
cpd10003,False,False,False,False
cpd10004,True,True,True,False
cpd10005,False,False,True,False
cpd10006,True,True,True,False
cpd10007,True,True,True,False
cpd10008,True,True,True,False
cpd10009,True,True,True,False
cpd10010,True,True,True,False
cpd10011,True,True,True,False
cpd10012,True,True,True,False
cpd10013,True,True,True,False
cpd10014,True,True,True,False
cpd10015,True,True,False,False
cpd10016,True,True,True,False
cpd10017,False,False,True,False
cpd10018,True,True,False,False
cpd10019,False,False,True,False
cpd10020,False,False,True,False
cpd10021,False,False,False,False
cpd10022,True,True,True,False
cpd10023,False,False,False,False
cpd10024,True,True,True,False
cpd10025,False,False,False,False
cpd10026,True,True,True,False
cpd10027,True,True,True,False
cpd10028,True,True,True,False
cpd10029,True,True,True,False
cpd10030,True,True,True,False
cpd10031,True,True,False,False
cpd10032,True,True,False,False
cpd10033,True,True,True,False
cpd10034,False,False,True,False
cpd10035,False,False,True,False
cpd10036,True,True,True,False
cpd10037,False,False,True,False
cpd10038,True,True,True,False
cpd10039,True,True,True,False
cpd10040,True,True,True,False
cpd10041,True,True,True,False
cpd10042,False,False,True,False
cpd10043,True,True,True,False
cpd10044,True,True,True,False
cpd10045,True,True,True,False
cpd10046,True,True,True,False
cpd10047,True,True,True,False
cpd10048,True,True,True,False
cpd10049,False,False,True,False
cpd10050,True,True,True,False
cpd10051,True,True,True,False
cpd10052,True,True,True,False
cpd10053,True,True,True,False
cpd10054,True,True,True,False
cpd10055,True,True,True,False
cpd10056,True,True,True,False
cpd10057,True,True,True,False
cpd10058,True,True,True,False
cpd10059,True,True,True,False
cpd10060,True,True,True,False
cpd10061,True,True,True,False
cpd10062,True,True,True,False
cpd10063,True,True,True,False
cpd10064,True,True,True,False
cpd10065,True,True,True,False
cpd10066,True,True,True,False
cpd10067,True,True,True,False
cpd10068,True,True,True,False
cpd10069,True,True,False,False
cpd10070,True,True,True,False
cpd10071,True,True,True,False
cpd10072,True,True,True,False
cpd10073,True,True,True,False
cpd10074,True,True,True,False
cpd10075,True,True,True,False
cpd10076,True,True,True,False
cpd10077,True,True,True,False
cpd10078,True,True,True,False
cpd10079,True,True,True,False
cpd10081,True,True,True,False
cpd10082,True,True,True,False
cpd10083,True,True,True,False
cpd10084,True,True,True,False
cpd10085,True,True,True,False
cpd10086,True,True,True,False
cpd10087,True,True,True,False
cpd10088,True,True,True,False
cpd10089,True,True,True,False
cpd10090,True,True,True,False
cpd10091,True,True,True,False
cpd10092,True,True,True,False
cpd10093,False,False,True,False
cpd10094,True,True,True,False
cpd10095,True,True,True,False
cpd10096,False,False,True,False
cpd10097,False,False,False,False
cpd10098,True,True,True,False
cpd10099,True,True,True,False
cpd10100,True,True,True,False
cpd10101,True,True,True,False
cpd10102,True,True,True,False
cpd10103,True,True,True,False
cpd10104,True,True,True,False
cpd10105,False,False,True,False
cpd10106,False,False,True,False
cpd10107,True,True,True,False
cpd10108,True,True,True,False
cpd10109,True,True,True,False
cpd10110,False,False,True,False
cpd10111,False,False,False,False
cpd10112,False,False,False,False
cpd10113,False,False,True,False
cpd10114,True,True,False,False
cpd10115,True,True,True,False
cpd10116,True,True,True,False
cpd10117,False,False,True,False
cpd10118,True,True,True,False
cpd10119,False,False,False,False
cpd10120,False,False,True,False
cpd10121,False,False,False,False
cpd10122,False,False,True,False
cpd10123,False,False,True,False
cpd10124,True,True,True,False
cpd10125,False,False,False,False
cpd10126,True,True,False,False
cpd10127,True,True,True,False
cpd10128,False,False,False,False
cpd10129,False,False,False,False
cpd10130,False,False,False,False
cpd10131,False,False,False,False
cpd10132,True,True,True,False
cpd10133,False,False,False,False
cpd10134,False,False,True,False
cpd10135,False,False,False,False
cpd10136,True,True,False,False
cpd10137,True,True,True,False
cpd10138,False,False,False,False
cpd10139,True,True,True,False
cpd10140,True,True,True,False
cpd10141,False,False,False,False
cpd10142,True,True,True,False
cpd10143,True,True,True,False
cpd10144,False,False,False,False
cpd10145,False,False,False,False
cpd10146,True,True,True,False
cpd10147,True,True,True,False
cpd10148,True,True,True,False
cpd10149,True,True,True,False
cpd10150,True,True,True,False
cpd10151,True,True,True,False
cpd10152,True,True,True,False
cpd10153,True,True,True,False
cpd10154,True,True,True,False
cpd10155,False,False,True,False
cpd10156,True,True,True,False
cpd10157,True,True,True,False
cpd10158,False,False,True,False
cpd10159,True,True,True,False
cpd10160,False,False,True,False
cpd10161,True,True,True,False
cpd10162,True,True,True,False
cpd10163,True,True,True,False
cpd10164,True,True,True,False
cpd10165,True,True,True,False
cpd10166,True,True,True,False
cpd10167,True,True,True,False
cpd10168,True,True,True,False
cpd10169,False,False,True,False
cpd10170,True,True,False,False
cpd10171,True,True,True,False
cpd10172,True,True,False,False
cpd10173,True,True,True,False
cpd10174,True,True,True,False
cpd10175,True,True,True,False
cpd10176,False,False,True,False
cpd10177,True,True,True,False
cpd10178,False,False,True,False
cpd10179,False,False,False,False
cpd10180,True,True,True,False
cpd10181,True,True,True,False
cpd10182,True,True,True,False
cpd10183,False,False,True,False
cpd10184,True,True,True,False
cpd10185,True,True,False,False
cpd10186,True,True,False,False
cpd10187,False,False,True,False
cpd10188,True,True,True,False
cpd10189,True,True,True,False
cpd10190,True,True,True,False
cpd10191,True,True,True,False
cpd10192,True,True,True,False
cpd10193,True,True,True,False
cpd10194,True,True,True,False
cpd10195,True,True,True,False
cpd10196,True,True,True,False
cpd10197,True,True,True,False
cpd10198,True,True,True,False
cpd10199,True,True,True,False
cpd10200,True,True,True,False
cpd10201,True,True,True,False
cpd10202,True,True,True,False
cpd10203,True,True,True,False
cpd10204,True,True,True,False
cpd10205,True,True,True,False
cpd10206,True,True,True,False
cpd10207,True,True,True,False
cpd10208,True,True,True,False
cpd10209,False,False,False,False
cpd10210,True,True,True,False
cpd10211,True,True,True,False
cpd10212,False,False,False,False
cpd10213,True,True,True,False
cpd10214,True,True,True,False
cpd10215,True,True,True,False
cpd10216,True,True,True,False
cpd10217,True,True,True,False
cpd10218,False,False,True,False
cpd10219,False,False,False,False
cpd10220,True,True,True,False
cpd10221,True,True,True,False
cpd10222,True,True,True,False
cpd10223,False,False,False,False
cpd10224,True,True,True,False
cpd10225,True,True,True,False
cpd10226,True,True,True,False
cpd10227,True,True,False,False
cpd10228,True,True,True,False
cpd10229,True,True,True,False
cpd10230,False,False,True,False
cpd10231,True,True,True,False
cpd10232,True,True,True,False
cpd10233,True,True,True,False
cpd10234,True,True,True,False
cpd10235,True,True,True,False
cpd10236,True,True,True,False
cpd10237,True,True,True,False
cpd10238,True,True,False,False
cpd10239,True,True,False,False
cpd10240,True,True,True,False
cpd10241,True,True,True,False
cpd10242,True,True,True,False
cpd10243,True,True,True,False
cpd10244,True,True,True,False
cpd10245,True,True,True,False
cpd10246,True,True,True,False
cpd10247,True,True,True,False
cpd10248,False,False,False,False
cpd10249,True,True,True,False
cpd10250,True,True,True,False
cpd10251,True,True,False,False
cpd10252,True,True,True,False
cpd10253,True,True,True,False
cpd10254,True,True,True,False
cpd10255,False,False,True,False
cpd10256,False,False,True,False
cpd10257,False,False,True,False
cpd10258,False,False,True,False
cpd10259,False,False,True,False
cpd10260,True,True,True,False
cpd10261,True,True,True,False
cpd10262,False,False,True,False
cpd10263,False,False,True,False
cpd10264,False,False,True,False
cpd10265,True,True,True,False
cpd10266,True,True,True,False
cpd10267,False,False,True,False
cpd10268,True,True,False,False
cpd10269,True,True,True,False
cpd10270,True,True,True,False
cpd10271,True,True,True,False
cpd10272,True,True,True,False
cpd10273,True,True,True,False
cpd10274,True,True,True,False
cpd10275,False,False,True,False
cpd10276,True,True,True,False
cpd10277,True,True,True,False
cpd10278,True,True,True,False
cpd10279,False,False,False,False
cpd10280,True,True,True,False
cpd10281,True,True,True,False
cpd10282,True,True,True,False
cpd10283,True,True,True,False
cpd10284,True,True,True,False
cpd10285,True,True,True,False
cpd10286,True,True,True,False
cpd10287,True,True,True,False
cpd10288,False,False,True,False
cpd10289,True,True,True,False
cpd10290,True,True,True,False
cpd10291,False,False,False,False
cpd10292,True,True,True,False
cpd10293,True,True,True,False
cpd10294,False,False,False,False
cpd10295,True,True,True,False
cpd10296,True,True,False,False
cpd10297,True,True,True,False
cpd10298,True,True,False,False
cpd10299,True,True,True,False
cpd10300,True,True,True,False
cpd10301,True,True,True,False
cpd10302,True,True,True,False
cpd10303,True,True,True,False
cpd10304,True,True,True,False
cpd10305,True,True,True,False
cpd10306,True,True,True,False
cpd10307,True,True,True,False
cpd10308,True,True,True,False
cpd10310,True,True,True,False
cpd10311,True,True,True,False
cpd10312,True,True,True,False
cpd10313,True,True,True,False
cpd10314,True,True,True,False
cpd10315,False,False,True,False
cpd10316,True,True,True,False
cpd10317,False,False,True,False
cpd10318,True,True,True,False
cpd10319,True,True,True,False
cpd10320,False,False,True,False
cpd10321,False,False,True,False
cpd10322,True,True,True,False
cpd10323,True,True,True,False
cpd10324,False,False,True,False
cpd10325,True,True,True,False
cpd10326,True,True,True,False
cpd10327,True,True,False,False
cpd10328,False,False,True,False
cpd10329,False,False,True,False
cpd10330,True,True,True,False
cpd10331,True,True,True,False
cpd10332,True,True,True,False
cpd10333,True,True,True,False
cpd10334,True,True,True,False
cpd10335,False,False,True,False
cpd10336,True,True,False,False
cpd10337,False,False,True,False
cpd10338,True,True,True,False
cpd10339,True,True,True,False
cpd10340,True,True,True,False
cpd10341,True,True,True,False
cpd10342,True,True,True,False
cpd10343,False,False,False,False
cpd10344,True,True,True,False
cpd10345,True,True,True,False
cpd10346,False,False,True,False
cpd10347,True,True,True,False
cpd10348,True,True,False,False
cpd10349,True,True,True,False
cpd10350,True,True,True,False
cpd10351,True,True,False,False
cpd10352,False,False,True,False
cpd10353,True,True,True,False
cpd10354,True,True,True,False
cpd10355,True,True,True,False
cpd10356,True,True,True,False
cpd10357,True,True,True,False
cpd10358,True,True,True,False
cpd10359,True,True,True,False
cpd10360,False,False,True,False
cpd10361,True,True,True,False
cpd10362,False,False,True,False
cpd10363,True,True,False,False
cpd10364,True,True,True,False
cpd10365,True,True,True,False
cpd10366,True,True,True,False
cpd10367,False,False,True,False
cpd10368,True,True,False,False
cpd10369,True,True,True,False
cpd10370,True,True,True,False
cpd10371,True,True,True,False
cpd10372,True,True,True,False
cpd10373,True,True,True,False
cpd10374,True,True,True,False
cpd10375,True,True,True,False
cpd10376,True,True,True,False
cpd10377,True,True,True,False
cpd10378,True,True,True,False
cpd10379,True,True,True,False
cpd10380,True,True,True,False
cpd10381,True,True,True,False
cpd10382,True,True,True,False
cpd10383,True,True,True,False
cpd10384,True,True,True,False
cpd10385,True,True,True,False
cpd10386,True,True,True,False
cpd10387,True,True,True,False
cpd10388,True,True,True,False
cpd10389,True,True,True,False
cpd10390,False,False,True,False
cpd10391,True,True,True,False
cpd10392,True,True,True,False
cpd10393,True,True,True,False
cpd10394,True,True,True,False
cpd10395,True,True,True,False
cpd10396,True,True,True,False
cpd10397,True,True,True,False
cpd10398,False,False,True,False
cpd10399,True,True,True,False
cpd10400,False,False,True,False
cpd10401,True,True,True,False
cpd10402,False,False,False,False
cpd10403,True,True,True,False
cpd10404,False,False,False,False
cpd10405,False,False,True,False
cpd10406,False,False,True,False
cpd10407,True,True,True,False
cpd10408,True,True,True,False
cpd10409,False,False,False,False
cpd10410,True,True,True,False
cpd10411,False,False,True,False
cpd10412,True,True,True,False
cpd10413,True,True,True,False
cpd10414,True,True,True,False
cpd10415,True,True,True,False
cpd10416,True,True,True,False
cpd10417,True,True,True,False
cpd10418,True,True,True,False
cpd10419,True,True,False,False
cpd10420,True,True,False,False
cpd10421,True,True,False,False
cpd10422,True,True,False,False
cpd10423,True,True,False,False
cpd10424,True,True,True,False
cpd10425,True,True,False,False
cpd10426,True,True,True,False
cpd10428,True,True,True,False
cpd10429,False,False,True,False
cpd10430,True,True,True,False
cpd10431,True,True,True,False
cpd10432,True,True,True,False
cpd10433,True,True,True,False
cpd10434,True,True,True,False
cpd10435,True,True,True,False
cpd10436,True,True,True,False
cpd10437,True,True,True,False
cpd10438,True,True,True,False
cpd10439,False,False,False,False
cpd10440,True,True,True,False
cpd10441,True,True,True,False
cpd10442,True,True,True,False
cpd10443,True,True,True,False
cpd10444,True,True,True,False
cpd10445,True,True,True,False
cpd10446,True,True,True,False
cpd10447,True,False,True,False
cpd10448,True,False,True,False
cpd10449,True,False,True,False
cpd10450,True,False,True,False
cpd10451,True,False,True,False
cpd10452,True,True,True,False
cpd10453,True,True,False,False
cpd10454,True,True,False,False
cpd10455,True,True,True,False
cpd10456,True,True,True,False
cpd10457,True,True,False,False
cpd10458,True,True,True,False
cpd10459,True,True,False,False
cpd10460,True,True,True,False
cpd10461,False,False,False,False
cpd10462,True,True,True,False
cpd10463,True,True,True,False
cpd10464,True,True,False,False
cpd10465,True,True,True,False
cpd10466,True,True,True,False
cpd10467,True,True,True,False
cpd10468,True,True,True,False
cpd10469,True,True,True,False
cpd10470,True,True,True,False
cpd10471,True,True,True,False
cpd10472,True,True,True,False
cpd10473,True,True,False,False
cpd10474,True,True,True,False
cpd10475,True,True,True,False
cpd10476,True,True,True,False
cpd10477,True,True,True,False
cpd10478,True,True,True,False
cpd10479,True,True,True,False
cpd10480,True,True,True,False
cpd10481,True,True,False,False
cpd10482,True,True,True,False
cpd10483,True,True,True,False
cpd10484,True,True,True,False
cpd10485,False,False,False,False
cpd10486,True,True,True,False
cpd10487,True,True,True,False
cpd10488,True,True,True,False
cpd10489,True,True,True,False
cpd10490,True,True,True,False
cpd10491,True,True,True,False
cpd10492,True,True,True,False
cpd10493,True,True,True,False
cpd10494,True,True,True,False
cpd10495,True,True,True,False
cpd10496,True,True,True,False
cpd10497,False,False,False,False
cpd10498,False,False,True,False
cpd10499,False,False,False,False
cpd10500,False,False,True,False
cpd10501,False,False,True,False
cpd10502,False,False,True,False
cpd10503,False,False,True,False
cpd10504,True,True,True,False
cpd10507,True,True,False,False
cpd10508,True,True,True,False
cpd10509,True,True,False,False
cpd10510,True,True,True,False
cpd10511,True,True,True,False
cpd10512,True,True,True,False
cpd10513,True,True,False,False
cpd10514,True,True,False,False
cpd10515,True,True,True,False
cpd10516,True,True,True,False
cpd10517,True,True,False,False
cpd10518,True,True,False,False
cpd10519,True,True,True,False
cpd10520,True,True,False,False
cpd10521,True,True,True,False
cpd10522,True,True,False,False
cpd10523,False,False,False,False
cpd10524,True,True,False,False
cpd10525,True,True,True,False
cpd10526,True,True,True,False
cpd10527,True,True,True,False
cpd10528,True,True,False,False
cpd10529,True,True,True,False
cpd10530,True,True,True,False
cpd10531,True,True,True,False
cpd10532,True,True,True,False
cpd10533,True,True,True,False
cpd10534,True,True,True,False
cpd10535,False,False,False,False
cpd10536,False,False,True,False
cpd10537,False,False,True,False
cpd10538,True,True,True,False
cpd10539,False,False,True,False
cpd10540,True,True,True,False
cpd10541,False,False,True,False
cpd10542,False,False,False,False
cpd10543,False,False,True,False
cpd10544,False,False,True,False
cpd10545,False,False,True,False
cpd10546,False,False,False,False
cpd10547,False,False,False,False
cpd10548,False,False,False,False
cpd10549,False,False,True,False
cpd10550,False,False,False,False
cpd10551,False,False,False,False
cpd10552,False,False,True,False
cpd10553,False,False,True,False
cpd10554,True,True,True,False
cpd10555,True,True,True,False
cpd10556,True,True,False,False
cpd10557,True,True,False,False
cpd10558,True,True,True,False
cpd10559,True,True,True,False
cpd10560,True,True,True,False
cpd10561,True,True,True,False
cpd10562,True,True,False,False
cpd10563,True,True,True,False
cpd10564,True,True,False,False
cpd10565,True,True,True,False
cpd10566,True,True,True,False
cpd10567,False,False,True,False
cpd10568,True,True,True,False
cpd10569,True,True,True,False
cpd10570,False,False,False,False
cpd10571,False,False,True,False
cpd10572,True,True,True,False
cpd10573,True,True,True,False
cpd10574,True,True,True,False
cpd10575,True,True,True,False
cpd10576,True,True,True,False
cpd10577,True,True,True,False
cpd10578,True,True,True,False
cpd10579,True,True,True,False
cpd10580,False,False,True,False
cpd10581,True,True,True,False
cpd10582,False,False,True,False
cpd10583,False,False,True,False
cpd10584,True,True,True,False
cpd10585,True,True,True,False
cpd10586,False,False,True,False
cpd10587,True,True,True,False
cpd10588,True,True,True,False
cpd10589,True,True,True,False
cpd10590,True,True,False,False
cpd10591,True,True,True,False
cpd10592,True,True,True,False
cpd10593,True,True,True,False
cpd10594,True,True,True,False
cpd10595,True,True,True,False
cpd10596,True,True,True,False
cpd10597,True,True,True,False
cpd10598,True,True,True,False
cpd10599,True,True,True,False
cpd10600,True,True,False,False
cpd10601,True,True,False,False
