rxn_id,has_modelseed_current,op_modelseed_current,via
rxn00001,True,>,eQuilibrator
rxn00002,True,>,eQuilibrator
rxn00003,True,<,eQuilibrator
rxn00004,True,=,eQuilibrator
rxn00006,True,>,eQuilibrator
rxn00007,True,>,eQuilibrator
rxn00008,True,<,eQuilibrator
rxn00009,True,=,eQuilibrator
rxn00010,True,>,eQuilibrator
rxn00011,True,<,eQuilibrator
rxn00012,True,=,eQuilibrator
rxn00013,True,=,eQuilibrator
rxn00014,False,,undefined
rxn00015,True,=,eQuilibrator
rxn00016,True,>,eQuilibrator
rxn00017,True,=,GC_fallback
rxn00018,True,=,eQuilibrator
rxn00019,False,,undefined
rxn00020,True,>,eQuilibrator
rxn00021,True,=,eQuilibrator
rxn00022,True,>,eQuilibrator
rxn00023,False,,undefined
rxn00024,True,>,eQuilibrator
rxn00025,True,>,eQuilibrator
rxn00026,True,>,eQuilibrator
rxn00027,False,,undefined
rxn00028,True,>,GC_fallback
rxn00029,True,>,eQuilibrator
rxn00030,True,=,eQuilibrator
rxn00031,True,=,GC_fallback
rxn00032,True,>,eQuilibrator
rxn00033,True,>,eQuilibrator
rxn00034,True,>,eQuilibrator
rxn00035,True,>,eQuilibrator
rxn00036,True,>,eQuilibrator
rxn00037,True,>,eQuilibrator
rxn00038,True,>,eQuilibrator
rxn00039,True,=,eQuilibrator
rxn00040,True,>,eQuilibrator
rxn00041,True,>,eQuilibrator
rxn00042,True,>,eQuilibrator
rxn00043,True,>,eQuilibrator
rxn00044,True,=,eQuilibrator
rxn00045,True,=,GC_fallback
rxn00046,True,=,eQuilibrator
rxn00047,True,>,eQuilibrator
rxn00048,True,>,eQuilibrator
rxn00050,True,<,GC_fallback
rxn00051,True,>,eQuilibrator
rxn00052,True,>,eQuilibrator
rxn00053,False,,undefined
rxn00054,True,>,eQuilibrator
rxn00055,True,>,eQuilibrator
rxn00056,True,=,eQuilibrator
rxn00057,True,>,eQuilibrator
rxn00058,False,,undefined
rxn00059,False,,undefined
rxn00060,True,>,eQuilibrator
rxn00061,True,>,eQuilibrator
rxn00062,True,>,eQuilibrator
rxn00063,True,>,eQuilibrator
rxn00064,True,>,eQuilibrator
rxn00065,True,>,eQuilibrator
rxn00066,True,>,eQuilibrator
rxn00067,True,<,GC_fallback
rxn00068,True,<,eQuilibrator
rxn00069,True,=,eQuilibrator
rxn00070,True,=,eQuilibrator
rxn00071,False,,undefined
rxn00072,False,,undefined
rxn00073,False,,undefined
rxn00074,False,,undefined
rxn00075,True,>,eQuilibrator
rxn00076,True,>,eQuilibrator
rxn00077,True,=,eQuilibrator
rxn00078,True,=,eQuilibrator
rxn00079,False,,undefined
rxn00080,False,,undefined
rxn00081,False,,undefined
rxn00082,False,,undefined
rxn00083,True,=,eQuilibrator
rxn00084,True,>,eQuilibrator
rxn00085,True,=,eQuilibrator
rxn00086,True,=,eQuilibrator
rxn00087,True,=,eQuilibrator
rxn00088,True,>,eQuilibrator
rxn00089,True,=,GC_fallback
rxn00090,True,>,eQuilibrator
rxn00091,True,>,eQuilibrator
rxn00092,True,>,eQuilibrator
rxn00093,True,>,eQuilibrator
rxn00095,True,>,eQuilibrator
rxn00096,True,=,eQuilibrator
rxn00097,True,=,eQuilibrator
rxn00098,True,>,eQuilibrator
rxn00099,True,>,eQuilibrator
rxn00100,True,=,eQuilibrator
rxn00101,True,>,eQuilibrator
rxn00102,True,=,eQuilibrator
rxn00103,True,>,eQuilibrator
rxn00104,False,,undefined
rxn00105,True,=,eQuilibrator
rxn00106,False,,undefined
rxn00107,True,=,eQuilibrator
rxn00108,True,=,eQuilibrator
rxn00109,True,<,GC_fallback
rxn00110,False,,undefined
rxn00111,False,,undefined
rxn00112,True,>,GC_fallback
rxn00113,True,=,eQuilibrator
rxn00114,True,<,eQuilibrator
rxn00115,False,,undefined
rxn00116,True,>,eQuilibrator
rxn00117,True,=,eQuilibrator
rxn00118,True,=,eQuilibrator
rxn00119,True,=,eQuilibrator
rxn00120,True,>,eQuilibrator
rxn00121,True,>,eQuilibrator
rxn00122,True,>,eQuilibrator
rxn00123,True,>,eQuilibrator
rxn00124,True,=,eQuilibrator
rxn00125,True,>,eQuilibrator
rxn00126,True,>,eQuilibrator
rxn00127,True,>,eQuilibrator
rxn00128,True,=,eQuilibrator
rxn00129,True,=,eQuilibrator
rxn00130,True,>,eQuilibrator
rxn00131,True,>,eQuilibrator
rxn00132,True,>,eQuilibrator
rxn00133,True,>,eQuilibrator
rxn00134,True,>,eQuilibrator
rxn00135,False,,undefined
rxn00136,True,>,GC_fallback
rxn00137,True,>,eQuilibrator
rxn00138,True,>,eQuilibrator
rxn00139,True,<,eQuilibrator
rxn00140,True,>,eQuilibrator
rxn00141,True,=,eQuilibrator
rxn00142,True,>,eQuilibrator
rxn00143,True,>,eQuilibrator
rxn00144,True,>,eQuilibrator
rxn00145,False,,undefined
rxn00146,False,,undefined
rxn00147,True,>,eQuilibrator
rxn00148,True,=,eQuilibrator
rxn00149,True,=,eQuilibrator
rxn00150,True,=,eQuilibrator
rxn00151,True,=,eQuilibrator
rxn00152,True,>,eQuilibrator
rxn00153,True,>,eQuilibrator
rxn00154,True,=,eQuilibrator
rxn00155,True,=,eQuilibrator
rxn00156,True,>,eQuilibrator
rxn00157,True,=,eQuilibrator
rxn00158,True,>,eQuilibrator
rxn00159,True,>,eQuilibrator
rxn00160,True,=,eQuilibrator
rxn00161,True,>,eQuilibrator
rxn00162,True,>,eQuilibrator
rxn00163,True,>,GC_fallback
rxn00164,True,<,eQuilibrator
rxn00165,True,>,eQuilibrator
rxn00166,True,>,eQuilibrator
rxn00168,True,>,eQuilibrator
rxn00170,True,>,eQuilibrator
rxn00171,True,=,eQuilibrator
rxn00172,True,=,eQuilibrator
rxn00173,True,=,eQuilibrator
rxn00174,True,>,eQuilibrator
rxn00175,True,=,eQuilibrator
rxn00176,True,=,eQuilibrator
rxn00177,True,=,eQuilibrator
rxn00178,True,=,eQuilibrator
rxn00179,True,=,eQuilibrator
rxn00180,True,=,eQuilibrator
rxn00181,True,=,eQuilibrator
rxn00182,True,=,eQuilibrator
rxn00183,True,>,eQuilibrator
rxn00184,True,=,eQuilibrator
rxn00185,True,>,eQuilibrator
rxn00186,True,>,eQuilibrator
rxn00187,True,>,eQuilibrator
rxn00188,True,<,eQuilibrator
rxn00189,True,>,eQuilibrator
rxn00190,True,>,eQuilibrator
rxn00191,True,=,eQuilibrator
rxn00192,True,>,eQuilibrator
rxn00193,True,=,eQuilibrator
rxn00194,True,>,eQuilibrator
rxn00195,True,=,eQuilibrator
rxn00196,True,=,eQuilibrator
rxn00197,True,=,eQuilibrator
rxn00198,True,>,eQuilibrator
rxn00199,True,>,eQuilibrator
rxn00200,True,>,eQuilibrator
rxn00201,True,<,eQuilibrator
rxn00202,True,<,eQuilibrator
rxn00203,True,>,eQuilibrator
rxn00204,True,>,eQuilibrator
rxn00205,True,>,eQuilibrator
rxn00206,True,>,GC_fallback
rxn00207,True,<,GC_fallback
rxn00208,True,>,eQuilibrator
rxn00209,True,>,eQuilibrator
rxn00210,True,>,eQuilibrator
rxn00211,True,=,eQuilibrator
rxn00212,True,>,eQuilibrator
rxn00213,True,=,eQuilibrator
rxn00214,True,=,GC_fallback
rxn00215,True,>,eQuilibrator
rxn00216,True,=,eQuilibrator
rxn00217,True,=,eQuilibrator
rxn00218,True,=,eQuilibrator
rxn00219,True,>,eQuilibrator
rxn00220,True,>,eQuilibrator
rxn00221,True,>,eQuilibrator
rxn00222,True,>,eQuilibrator
rxn00223,True,=,eQuilibrator
rxn00224,False,,undefined
rxn00225,True,=,eQuilibrator
rxn00226,True,>,eQuilibrator
rxn00227,True,>,eQuilibrator
rxn00228,True,>,eQuilibrator
rxn00229,True,>,eQuilibrator
rxn00230,True,=,eQuilibrator
rxn00231,True,>,eQuilibrator
rxn00232,True,>,eQuilibrator
rxn00233,True,>,eQuilibrator
rxn00234,True,=,eQuilibrator
rxn00235,True,>,eQuilibrator
rxn00236,True,>,eQuilibrator
rxn00237,True,=,eQuilibrator
rxn00238,False,,undefined
rxn00239,True,=,eQuilibrator
rxn00240,False,,undefined
rxn00241,True,>,eQuilibrator
rxn00242,True,>,eQuilibrator
rxn00243,True,>,eQuilibrator
rxn00244,True,>,eQuilibrator
rxn00245,True,>,eQuilibrator
rxn00247,True,>,eQuilibrator
rxn00248,True,=,eQuilibrator
rxn00249,True,=,eQuilibrator
rxn00250,True,=,eQuilibrator
rxn00251,True,=,eQuilibrator
rxn00252,True,=,eQuilibrator
rxn00253,True,>,eQuilibrator
rxn00254,True,>,eQuilibrator
rxn00255,True,=,eQuilibrator
rxn00256,True,<,eQuilibrator
rxn00257,True,=,eQuilibrator
rxn00258,True,=,eQuilibrator
rxn00259,True,=,GC_fallback
rxn00260,True,=,eQuilibrator
rxn00261,True,<,eQuilibrator
rxn00262,True,>,eQuilibrator
rxn00263,True,>,eQuilibrator
rxn00264,True,>,eQuilibrator
rxn00265,True,=,eQuilibrator
rxn00266,True,=,eQuilibrator
rxn00267,False,,undefined
rxn00268,True,=,eQuilibrator
rxn00269,True,>,eQuilibrator
rxn00270,True,=,eQuilibrator
rxn00271,True,=,eQuilibrator
rxn00272,True,=,eQuilibrator
rxn00273,True,=,eQuilibrator
rxn00274,True,=,eQuilibrator
rxn00275,True,=,eQuilibrator
rxn00276,True,=,eQuilibrator
rxn00277,False,,undefined
rxn00278,True,=,eQuilibrator
rxn00279,True,>,eQuilibrator
rxn00280,True,=,eQuilibrator
rxn00281,True,=,eQuilibrator
rxn00282,True,=,eQuilibrator
rxn00283,True,=,eQuilibrator
rxn00284,True,<,eQuilibrator
rxn00285,True,=,eQuilibrator
rxn00286,True,=,eQuilibrator
rxn00287,True,>,eQuilibrator
rxn00288,True,<,eQuilibrator
rxn00289,True,=,eQuilibrator
rxn00290,True,=,eQuilibrator
rxn00291,True,=,eQuilibrator
rxn00292,True,>,eQuilibrator
rxn00293,True,=,eQuilibrator
rxn00295,True,=,eQuilibrator
rxn00296,False,,undefined
rxn00297,True,=,eQuilibrator
rxn00298,True,=,eQuilibrator
rxn00299,True,>,eQuilibrator
rxn00300,True,>,eQuilibrator
rxn00301,True,>,eQuilibrator
rxn00302,True,>,GC_fallback
rxn00303,True,=,eQuilibrator
rxn00304,True,=,eQuilibrator
rxn00305,True,>,eQuilibrator
rxn00306,True,=,eQuilibrator
rxn00307,True,>,eQuilibrator
rxn00308,True,>,eQuilibrator
rxn00309,True,=,eQuilibrator
rxn00310,True,>,eQuilibrator
rxn00311,True,>,eQuilibrator
rxn00312,True,>,eQuilibrator
rxn00313,True,>,eQuilibrator
rxn00314,True,=,eQuilibrator
rxn00315,False,,undefined
rxn00316,True,>,eQuilibrator
rxn00317,False,,undefined
rxn00318,True,=,eQuilibrator
rxn00319,True,>,eQuilibrator
rxn00320,True,=,eQuilibrator
rxn00321,True,=,eQuilibrator
rxn00322,True,>,eQuilibrator
rxn00323,True,=,eQuilibrator
rxn00324,True,<,eQuilibrator
rxn00325,True,>,eQuilibrator
rxn00326,True,=,eQuilibrator
rxn00327,True,>,eQuilibrator
rxn00328,True,=,eQuilibrator
rxn00330,True,<,eQuilibrator
rxn00331,True,=,eQuilibrator
rxn00332,True,<,eQuilibrator
rxn00333,True,>,eQuilibrator
rxn00334,True,=,eQuilibrator
rxn00335,True,=,eQuilibrator
rxn00336,True,=,eQuilibrator
rxn00337,True,=,eQuilibrator
rxn00338,True,>,eQuilibrator
rxn00339,True,>,eQuilibrator
rxn00340,True,>,eQuilibrator
rxn00341,True,>,eQuilibrator
rxn00342,True,>,eQuilibrator
rxn00343,True,>,GC_fallback
rxn00344,True,>,eQuilibrator
rxn00345,True,>,eQuilibrator
rxn00346,True,>,eQuilibrator
rxn00347,True,=,eQuilibrator
rxn00348,True,=,eQuilibrator
rxn00349,False,,undefined
rxn00350,True,=,eQuilibrator
rxn00351,True,>,eQuilibrator
rxn00352,True,>,eQuilibrator
rxn00353,True,>,eQuilibrator
rxn00354,True,=,eQuilibrator
rxn00355,True,=,eQuilibrator
rxn00356,True,=,eQuilibrator
rxn00357,True,=,eQuilibrator
rxn00358,True,=,eQuilibrator
rxn00359,True,>,eQuilibrator
rxn00360,True,>,eQuilibrator
rxn00361,True,=,eQuilibrator
rxn00362,True,>,eQuilibrator
rxn00363,True,>,eQuilibrator
rxn00364,True,=,eQuilibrator
rxn00365,True,=,eQuilibrator
rxn00366,True,>,eQuilibrator
rxn00367,True,>,eQuilibrator
rxn00368,True,=,eQuilibrator
rxn00369,True,=,eQuilibrator
rxn00370,True,=,eQuilibrator
rxn00371,True,>,eQuilibrator
rxn00372,True,>,eQuilibrator
rxn00373,True,>,eQuilibrator
rxn00374,True,>,eQuilibrator
rxn00375,True,>,eQuilibrator
rxn00376,True,>,eQuilibrator
rxn00377,True,=,eQuilibrator
rxn00378,False,,undefined
rxn00379,True,<,eQuilibrator
rxn00380,True,<,eQuilibrator
rxn00381,True,>,eQuilibrator
rxn00382,True,>,eQuilibrator
rxn00383,True,>,eQuilibrator
rxn00384,True,>,eQuilibrator
rxn00385,True,=,eQuilibrator
rxn00386,True,=,eQuilibrator
rxn00387,True,=,eQuilibrator
rxn00388,False,,undefined
rxn00389,False,,undefined
rxn00390,False,,undefined
rxn00391,True,>,eQuilibrator
rxn00392,True,=,eQuilibrator
rxn00393,True,=,eQuilibrator
rxn00394,True,>,eQuilibrator
rxn00395,True,>,eQuilibrator
rxn00396,True,=,eQuilibrator
rxn00397,True,=,eQuilibrator
rxn00398,False,,undefined
rxn00399,True,>,eQuilibrator
rxn00400,True,>,GC_fallback
rxn00401,True,>,eQuilibrator
rxn00402,True,=,eQuilibrator
rxn00403,True,=,eQuilibrator
rxn00404,True,=,eQuilibrator
rxn00405,True,>,eQuilibrator
rxn00406,True,=,eQuilibrator
rxn00407,True,>,eQuilibrator
rxn00408,True,>,eQuilibrator
rxn00409,True,=,eQuilibrator
rxn00410,True,=,eQuilibrator
rxn00411,True,=,eQuilibrator
rxn00412,True,>,eQuilibrator
rxn00413,True,>,eQuilibrator
rxn00414,True,>,eQuilibrator
rxn00415,True,=,eQuilibrator
rxn00416,True,>,eQuilibrator
rxn00417,True,=,eQuilibrator
rxn00418,True,>,eQuilibrator
rxn00419,True,=,eQuilibrator
rxn00420,True,>,eQuilibrator
rxn00421,True,=,eQuilibrator
rxn00422,True,=,eQuilibrator
rxn00423,True,=,eQuilibrator
rxn00424,True,=,eQuilibrator
rxn00425,True,=,eQuilibrator
rxn00426,True,=,eQuilibrator
rxn00427,True,>,eQuilibrator
rxn00428,False,,undefined
rxn00429,True,>,eQuilibrator
rxn00430,True,=,eQuilibrator
rxn00431,True,>,eQuilibrator
rxn00432,True,>,eQuilibrator
rxn00433,True,>,eQuilibrator
rxn00434,True,>,eQuilibrator
rxn00435,True,>,eQuilibrator
rxn00436,True,=,eQuilibrator
rxn00437,True,=,eQuilibrator
rxn00438,True,>,eQuilibrator
rxn00439,True,>,eQuilibrator
rxn00440,True,=,eQuilibrator
rxn00441,True,>,eQuilibrator
rxn00442,False,,undefined
rxn00443,False,,undefined
rxn00444,True,>,GC_fallback
rxn00445,True,>,eQuilibrator
rxn00447,False,,undefined
rxn00448,True,>,eQuilibrator
rxn00449,True,=,eQuilibrator
rxn00450,True,>,eQuilibrator
rxn00451,True,=,eQuilibrator
rxn00452,True,=,eQuilibrator
rxn00453,True,>,eQuilibrator
rxn00454,True,=,eQuilibrator
rxn00455,True,>,eQuilibrator
rxn00456,True,>,eQuilibrator
rxn00457,True,=,eQuilibrator
rxn00458,True,>,eQuilibrator
rxn00459,True,=,eQuilibrator
rxn00460,True,=,eQuilibrator
rxn00461,True,>,eQuilibrator
rxn00462,True,=,eQuilibrator
rxn00463,True,>,eQuilibrator
rxn00464,True,>,eQuilibrator
rxn00465,True,>,eQuilibrator
rxn00466,True,=,GC_fallback
rxn00467,True,=,eQuilibrator
rxn00468,True,=,eQuilibrator
rxn00469,True,=,eQuilibrator
rxn00470,True,>,eQuilibrator
rxn00471,True,>,eQuilibrator
rxn00472,True,=,eQuilibrator
rxn00473,True,>,eQuilibrator
rxn00474,True,>,eQuilibrator
rxn00475,True,>,eQuilibrator
rxn00476,True,>,eQuilibrator
rxn00477,True,>,eQuilibrator
rxn00478,True,>,eQuilibrator
rxn00479,True,>,eQuilibrator
rxn00480,True,>,eQuilibrator
rxn00481,True,>,eQuilibrator
rxn00482,True,=,eQuilibrator
rxn00483,True,=,eQuilibrator
rxn00484,True,>,eQuilibrator
rxn00485,True,>,eQuilibrator
rxn00486,True,>,eQuilibrator
rxn00487,True,=,eQuilibrator
rxn00488,True,>,eQuilibrator
rxn00489,True,>,eQuilibrator
rxn00490,True,>,eQuilibrator
rxn00491,True,=,eQuilibrator
rxn00492,True,>,eQuilibrator
rxn00493,True,=,eQuilibrator
rxn00494,True,=,eQuilibrator
rxn00495,True,>,eQuilibrator
rxn00496,True,<,eQuilibrator
rxn00497,True,>,eQuilibrator
rxn00498,True,>,GC_fallback
rxn00499,True,=,eQuilibrator
rxn00500,True,=,eQuilibrator
rxn00501,True,=,eQuilibrator
rxn00502,True,=,eQuilibrator
rxn00503,True,=,eQuilibrator
rxn00504,True,=,eQuilibrator
rxn00505,True,>,eQuilibrator
rxn00506,True,>,eQuilibrator
rxn00507,True,>,eQuilibrator
rxn00508,True,=,eQuilibrator
rxn00509,True,=,eQuilibrator
rxn00510,True,=,eQuilibrator
rxn00511,True,=,eQuilibrator
rxn00512,True,<,eQuilibrator
rxn00513,True,>,eQuilibrator
rxn00514,True,>,eQuilibrator
rxn00515,True,=,eQuilibrator
rxn00516,True,>,GC_fallback
rxn00517,True,=,eQuilibrator
rxn00518,True,=,eQuilibrator
rxn00519,True,>,eQuilibrator
rxn00520,True,=,eQuilibrator
rxn00521,True,>,eQuilibrator
rxn00522,True,>,eQuilibrator
rxn00523,True,>,eQuilibrator
rxn00524,True,>,eQuilibrator
rxn00525,True,>,eQuilibrator
rxn00526,True,>,eQuilibrator
rxn00527,True,=,eQuilibrator
rxn00528,True,>,eQuilibrator
rxn00529,True,>,eQuilibrator
rxn00530,True,>,eQuilibrator
rxn00531,True,>,eQuilibrator
rxn00532,True,<,eQuilibrator
rxn00533,True,=,eQuilibrator
rxn00534,True,=,eQuilibrator
rxn00535,True,>,eQuilibrator
rxn00536,True,=,eQuilibrator
rxn00537,True,>,eQuilibrator
rxn00538,True,>,eQuilibrator
rxn00539,True,>,eQuilibrator
rxn00540,True,=,eQuilibrator
rxn00541,True,=,eQuilibrator
rxn00542,True,=,eQuilibrator
rxn00543,True,=,eQuilibrator
rxn00544,True,=,eQuilibrator
rxn00545,True,=,eQuilibrator
rxn00546,True,=,eQuilibrator
rxn00547,True,=,eQuilibrator
rxn00548,True,>,eQuilibrator
rxn00549,True,>,eQuilibrator
rxn00550,True,>,eQuilibrator
rxn00551,True,=,eQuilibrator
rxn00552,True,>,eQuilibrator
rxn00553,True,=,eQuilibrator
rxn00554,True,=,eQuilibrator
rxn00555,True,=,eQuilibrator
rxn00556,True,=,eQuilibrator
rxn00557,True,=,eQuilibrator
rxn00558,True,=,eQuilibrator
rxn00559,True,=,eQuilibrator
rxn00560,True,=,eQuilibrator
rxn00561,True,>,eQuilibrator
rxn00562,True,=,eQuilibrator
rxn00563,True,>,eQuilibrator
rxn00564,True,=,GC_fallback
rxn00565,True,>,eQuilibrator
rxn00566,True,>,eQuilibrator
rxn00567,False,,undefined
rxn00568,True,<,eQuilibrator
rxn00569,True,<,eQuilibrator
rxn00570,True,<,GC_fallback
rxn00571,True,<,eQuilibrator
rxn00572,True,<,eQuilibrator
rxn00573,False,,undefined
rxn00574,True,<,eQuilibrator
rxn00575,True,>,eQuilibrator
rxn00577,True,=,eQuilibrator
rxn00578,True,>,eQuilibrator
rxn00579,True,=,eQuilibrator
rxn00580,True,=,eQuilibrator
rxn00581,True,=,eQuilibrator
rxn00582,True,=,eQuilibrator
rxn00583,True,>,eQuilibrator
rxn00584,True,>,eQuilibrator
rxn00585,True,>,eQuilibrator
rxn00586,True,>,eQuilibrator
rxn00587,True,>,eQuilibrator
rxn00588,True,>,eQuilibrator
rxn00589,True,>,eQuilibrator
rxn00590,True,>,eQuilibrator
rxn00591,True,>,eQuilibrator
rxn00592,True,>,eQuilibrator
rxn00593,True,>,eQuilibrator
rxn00594,True,>,eQuilibrator
rxn00595,True,>,eQuilibrator
rxn00596,True,=,eQuilibrator
rxn00597,False,,undefined
rxn00598,True,=,eQuilibrator
rxn00599,True,=,eQuilibrator
rxn00600,True,=,eQuilibrator
rxn00601,True,=,eQuilibrator
rxn00602,True,=,eQuilibrator
rxn00603,True,=,eQuilibrator
rxn00604,True,=,eQuilibrator
rxn00605,True,=,eQuilibrator
rxn00606,True,=,eQuilibrator
rxn00607,True,>,eQuilibrator
rxn00608,True,>,eQuilibrator
rxn00609,True,<,eQuilibrator
rxn00610,True,>,eQuilibrator
rxn00611,True,=,eQuilibrator
rxn00612,True,=,eQuilibrator
rxn00613,True,=,eQuilibrator
rxn00614,True,>,eQuilibrator
rxn00615,True,=,eQuilibrator
rxn00616,True,=,eQuilibrator
rxn00617,True,=,eQuilibrator
rxn00618,True,=,eQuilibrator
rxn00619,True,=,eQuilibrator
rxn00620,True,>,eQuilibrator
rxn00621,True,=,eQuilibrator
rxn00622,False,,undefined
rxn00623,True,<,eQuilibrator
rxn00624,False,,undefined
rxn00625,True,<,GC_fallback
rxn00626,False,,undefined
rxn00627,True,=,eQuilibrator
rxn00629,True,=,eQuilibrator
rxn00630,True,=,eQuilibrator
rxn00631,True,=,eQuilibrator
rxn00632,True,>,eQuilibrator
rxn00633,True,=,eQuilibrator
rxn00634,True,=,eQuilibrator
rxn00635,True,=,eQuilibrator
rxn00636,True,=,eQuilibrator
rxn00638,True,=,eQuilibrator
rxn00639,True,>,eQuilibrator
rxn00640,True,=,eQuilibrator
rxn00641,True,>,eQuilibrator
rxn00642,True,>,eQuilibrator
rxn00643,True,=,eQuilibrator
rxn00644,True,=,eQuilibrator
rxn00645,False,,undefined
rxn00646,True,>,eQuilibrator
rxn00647,True,=,eQuilibrator
rxn00649,True,>,eQuilibrator
rxn00650,True,=,eQuilibrator
rxn00651,True,>,eQuilibrator
rxn00652,True,=,eQuilibrator
rxn00653,True,=,eQuilibrator
rxn00654,True,>,eQuilibrator
rxn00655,True,=,eQuilibrator
rxn00656,True,=,eQuilibrator
rxn00657,True,=,eQuilibrator
rxn00658,True,=,eQuilibrator
rxn00659,True,>,eQuilibrator
rxn00660,True,=,eQuilibrator
rxn00661,True,>,eQuilibrator
rxn00662,True,>,eQuilibrator
rxn00663,True,<,GC_fallback
rxn00664,True,>,eQuilibrator
rxn00665,False,,undefined
rxn00666,True,<,GC_fallback
rxn00667,True,=,eQuilibrator
rxn00668,True,>,eQuilibrator
rxn00669,True,=,eQuilibrator
rxn00670,True,=,eQuilibrator
rxn00671,True,=,eQuilibrator
rxn00672,True,>,eQuilibrator
rxn00673,True,<,eQuilibrator
rxn00674,True,=,eQuilibrator
rxn00675,True,=,eQuilibrator
rxn00676,True,=,eQuilibrator
rxn00677,True,=,eQuilibrator
rxn00678,True,=,eQuilibrator
rxn00679,True,<,eQuilibrator
rxn00680,True,<,eQuilibrator
rxn00681,True,<,eQuilibrator
rxn00682,True,=,GC_fallback
rxn00684,True,=,eQuilibrator
rxn00685,True,=,eQuilibrator
rxn00686,True,=,eQuilibrator
rxn00687,True,=,eQuilibrator
rxn00688,True,>,eQuilibrator
rxn00689,False,,undefined
rxn00690,True,=,eQuilibrator
rxn00691,True,>,eQuilibrator
rxn00692,True,=,eQuilibrator
rxn00693,True,=,eQuilibrator
rxn00695,True,>,eQuilibrator
rxn00696,False,,undefined
rxn00697,True,>,eQuilibrator
rxn00698,True,=,eQuilibrator
rxn00699,True,=,eQuilibrator
rxn00700,True,=,eQuilibrator
rxn00701,True,=,GC_fallback
rxn00702,True,=,GC_fallback
rxn00703,True,>,eQuilibrator
rxn00704,True,=,eQuilibrator
rxn00705,False,,undefined
rxn00706,True,>,eQuilibrator
rxn00707,True,=,eQuilibrator
rxn00708,True,>,eQuilibrator
rxn00709,True,=,eQuilibrator
rxn00710,True,>,eQuilibrator
rxn00711,True,<,eQuilibrator
rxn00712,True,=,eQuilibrator
rxn00713,True,=,eQuilibrator
rxn00714,True,>,eQuilibrator
rxn00715,True,=,eQuilibrator
rxn00716,True,>,eQuilibrator
rxn00717,True,>,eQuilibrator
rxn00718,True,>,eQuilibrator
rxn00719,True,=,eQuilibrator
rxn00720,True,=,eQuilibrator
rxn00721,True,>,eQuilibrator
rxn00722,True,>,eQuilibrator
rxn00723,True,>,eQuilibrator
rxn00724,True,>,eQuilibrator
rxn00725,True,>,eQuilibrator
rxn00726,True,>,eQuilibrator
rxn00727,True,>,eQuilibrator
rxn00728,True,>,eQuilibrator
rxn00729,True,>,eQuilibrator
rxn00730,True,>,eQuilibrator
rxn00731,True,>,eQuilibrator
rxn00732,True,>,eQuilibrator
rxn00733,False,,undefined
rxn00734,True,>,eQuilibrator
rxn00735,True,<,eQuilibrator
rxn00736,True,<,eQuilibrator
rxn00737,True,>,eQuilibrator
rxn00738,True,=,eQuilibrator
rxn00739,True,<,GC_fallback
rxn00740,True,>,eQuilibrator
rxn00741,True,=,eQuilibrator
rxn00742,True,>,eQuilibrator
rxn00743,True,>,eQuilibrator
rxn00744,True,=,eQuilibrator
rxn00745,True,>,eQuilibrator
rxn00746,True,=,eQuilibrator
rxn00747,True,=,eQuilibrator
rxn00748,True,>,eQuilibrator
rxn00749,True,>,eQuilibrator
rxn00750,True,<,eQuilibrator
rxn00751,True,=,eQuilibrator
rxn00752,True,>,eQuilibrator
rxn00753,True,>,eQuilibrator
rxn00754,True,>,eQuilibrator
rxn00755,True,=,GC_fallback
rxn00756,True,>,GC_fallback
rxn00757,False,,undefined
rxn00758,True,>,eQuilibrator
rxn00759,True,=,eQuilibrator
rxn00760,True,=,eQuilibrator
rxn00761,True,>,eQuilibrator
rxn00762,True,=,eQuilibrator
rxn00763,True,=,eQuilibrator
rxn00764,True,=,eQuilibrator
rxn00765,True,=,eQuilibrator
rxn00766,True,>,eQuilibrator
rxn00767,True,=,eQuilibrator
rxn00768,True,>,eQuilibrator
rxn00769,True,>,eQuilibrator
rxn00770,True,=,eQuilibrator
rxn00771,True,=,eQuilibrator
rxn00772,True,=,eQuilibrator
rxn00773,True,=,eQuilibrator
rxn00774,True,>,eQuilibrator
rxn00775,True,>,eQuilibrator
rxn00776,True,=,eQuilibrator
rxn00777,True,=,eQuilibrator
rxn00778,True,=,eQuilibrator
rxn00779,True,>,eQuilibrator
rxn00780,True,=,eQuilibrator
rxn00781,True,<,eQuilibrator
rxn00782,True,<,eQuilibrator
rxn00783,True,=,eQuilibrator
rxn00784,True,=,eQuilibrator
rxn00785,True,=,eQuilibrator
rxn00786,True,=,eQuilibrator
rxn00787,True,=,eQuilibrator
rxn00789,True,<,GC_fallback
rxn00790,True,<,eQuilibrator
rxn00791,True,<,eQuilibrator
rxn00792,True,>,eQuilibrator
rxn00793,True,>,GC_fallback
rxn00794,True,>,eQuilibrator
rxn00795,True,=,eQuilibrator
rxn00796,True,=,eQuilibrator
rxn00797,True,>,eQuilibrator
rxn00798,True,=,eQuilibrator
rxn00799,True,=,eQuilibrator
rxn00800,True,=,eQuilibrator
rxn00801,True,>,eQuilibrator
rxn00802,True,=,eQuilibrator
rxn00803,True,=,eQuilibrator
rxn00804,True,=,eQuilibrator
rxn00805,True,>,eQuilibrator
rxn00806,True,=,eQuilibrator
rxn00807,True,=,eQuilibrator
rxn00808,True,=,eQuilibrator
rxn00809,True,<,eQuilibrator
