rxn_id,has_modelseed_current,op_modelseed_current,via
rxn35735,True,>,eQuilibrator
rxn35736,True,=,eQuilibrator
rxn35737,True,=,eQuilibrator
rxn35738,True,<,eQuilibrator
rxn35739,True,<,eQuilibrator
rxn35740,True,=,eQuilibrator
rxn35741,True,=,eQuilibrator
rxn35742,True,=,eQuilibrator
rxn35743,True,=,eQuilibrator
rxn35744,True,=,GC_fallback
rxn35745,True,=,GC_fallback
rxn35746,True,=,GC_fallback
rxn35747,True,=,GC_fallback
rxn35748,True,=,eQuilibrator
rxn35749,True,=,eQuilibrator
rxn35750,True,=,eQuilibrator
rxn35751,True,=,eQuilibrator
rxn35752,True,=,eQuilibrator
rxn35753,True,=,eQuilibrator
rxn35754,True,<,eQuilibrator
rxn35755,True,<,eQuilibrator
rxn35756,True,<,eQuilibrator
rxn35757,True,<,eQuilibrator
rxn35758,True,<,eQuilibrator
rxn35759,True,<,eQuilibrator
rxn35760,True,<,eQuilibrator
