rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn02660	S-Adenosyl-L-methionine:2-iodophenol O-methyltransferase	2.1.1.26	OK	(1) S-Adenosyl-L-methionine[0] + (1) 2-Iodophenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 2-Iodophenol methyl ether[0]	-4.360	-1.800	-23.080	21.280	h;sah;sam	5	15	C;H;I;N;O;S	R03746	R03746	1	1	0	8	2	23.080	2.560	18.720	21.280
rxn02414	S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	2.1.1.68	OK	(1) S-Adenosyl-L-methionine[0] + (1) Caffeate[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Ferulate[0]	-4.360	-1.830	-23.110	21.280	h;sah;sam	5	15	C;H;N;O;S	R03366	R03366	1	1	0	8	2	23.110	2.530	18.750	21.280
rxn03528	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	2.1.1.121	OK	(1) S-Adenosyl-L-methionine[0] + (1) (S)-6-O-Methylnorlaudanosoline[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) (S)-Nororientaline[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	18	C;H;N;O;S	R05213	R05213	1	1	0	12	2	23.120	2.520	18.760	21.280
rxn03500	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2.1.1.128	OK	(1) S-Adenosyl-L-methionine[0] + (1) Norcoclaurine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Coclaurine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	17	C;H;N;O;S	R05162	R05162	1	2	0	12	2	23.120	2.520	18.760	21.280
rxn21210	noradrenaline O-methyltransferase	2.1.1.6	OK	(1) S-Adenosyl-L-methionine[0] + (1) Arterenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) L-Normetanephrine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R02534	R02534	1	2	0	8	2	23.120	2.520	18.760	21.280
rxn03472	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2.1.1.128	OK	(1) S-Adenosyl-L-methionine[0] + (1) (S)-Norcoclaurine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) (S)-Coclaurine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	17	C;H;N;O;S	R05123	R05123	1	4	0	12	2	23.120	2.520	18.760	21.280
rxn05007	S-adenosyl-L-methionine:isoeugenol O-methyltransferase	2.1.1.146;2.1.1.279	OK	(1) S-Adenosyl-L-methionine[0] + (1) Isoeugenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Isomethyleugenol[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R07240	R07240	1	1	0	8	2	23.120	2.520	18.760	21.280
rxn03227	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	2.1.1.121	OK	(1) S-Adenosyl-L-methionine[0] + (1) 6-O-Methylnorlaudanosoline[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Nororientaline[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	18	C;H;N;O;S	R04714	R04714	1	1	0	12	2	23.120	2.520	18.760	21.280
rxn21213	adrenaline O-methyltransferase	2.1.1.6	OK	(1) S-Adenosyl-L-methionine[0] + (1) L-Adrenaline[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) L-Metanephrine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R02920	R02920	1	2	0	8	2	23.120	2.520	18.760	21.280
rxn02994	S-Adenosyl-L-methionine:catechol O-methyltransferase	2.1.1.6	OK	(1) S-Adenosyl-L-methionine[0] + (1) Dopamine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 3-Methoxytyramine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R04301	R04301	1	13	0	8	2	23.120	2.520	18.760	21.280
rxn03221	S-Adenosyl-L-methionine:10-hydroxydihydrosanguinarine 10-O-methyltransferase	2.1.1.119	OK	(1) S-Adenosyl-L-methionine[0] + (1) 10-Hydroxydihydrosanguinarine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Dihydrochelirubine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	21	C;H;N;O;S	R04707	R04707	1	1	0	18	2	23.120	2.520	18.760	21.280
rxn03219	S-Adenosyl-L-methionine:12-hydroxydihydrochelirubine 12-O-methyltransferase	2.1.1.120	OK	(1) S-Adenosyl-L-methionine[0] + (1) 12-Hydroxychelirubine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Dihydromacarpine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	22	C;H;N;O;S	R04705	R04705	1	1	0	18	2	23.120	2.520	18.760	21.280
rxn04430	S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	2.1.1.68	OK	(1) S-Adenosyl-L-methionine[0] + (1) 5-Hydroxyconiferaldehyde[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Sinapaldehyde[0]	-4.360	-1.850	-23.130	21.280	h;sah;sam	5	15	C;H;N;O;S	R06576	R06576	1	3	0	8	2	23.130	2.510	18.770	21.280
rxn24200	RXN-6741.c	2.1.1.146	OK	(1) S-Adenosyl-L-methionine[0] + (1) Eugenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) O-Methyleugenol[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R10250	R10250	1	1	0	8	2	23.120	2.520	18.760	21.280
rxn27001	RXN6666-7.e	2.1.1.6	OK	(1) S-Adenosyl-L-methionine[0] + (1) Dopamine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 3-Methoxytyramine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	15	C;H;N;O;S	R04301	R04301	1	13	0	8	2	23.120	2.520	18.760	21.280
rxn17405	S-adenosyl-L-methionine:columbamine O-methyltransferase	2.1.1.118	OK	(1) S-Adenosyl-L-methionine[0] + (1) Columbamine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Palmatine[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	21	C;H;N;O;S	R03721	R03721	1	8	0	14	2	23.120	2.520	18.760	21.280
rxn03529	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2.1.1.128	OK	(1) S-Adenosyl-L-methionine[0] + (1) (S)-Norlaudanosoline[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) (S)-6-O-Methylnorlaudanosoline[0]	-4.360	-1.840	-23.120	21.280	h;sah;sam	5	17	C;H;N;O;S	R05214	R05214;R08793	1	1	0	12	2	23.120	2.520	18.760	21.280
rxn16455	S-adenosyl-L-methionine:3'O-tricetin 5'-O-methyltransferase	2.1.1.-;2.1.1.169;2.1.1.175	OK	(1) S-Adenosyl-L-methionine[0] + (1) 3'-O-Methyltricetin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Tricin[0]	-4.360	-1.870	-23.140	21.270	h;sah;sam	5	17	C;H;N;O;S	R09613	R09613	1	1	0	12	2	23.140	2.490	18.780	21.270
rxn04631	S-adenosyl-L-methionine:myricetin O-methyltransferase	2.1.1.149	OK	(1) S-Adenosyl-L-methionine[0] + (1) Laricitrin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Syringetin[0]	-4.360	-1.890	-23.150	21.260	h;sah;sam	5	17	C;H;N;O;S	R06816	R06816	1	1	0	12	2	23.150	2.470	18.790	21.260
rxn02140	2-Furoate:CoA ligase (AMP-forming)	6.2.1.31	OK	(1) ATP[0] + (1) CoA[0] + (1) 2-Furoate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) 2-Furoyl-CoA[0]	-21.550	-2.620	-0.290	21.260	amp;atp;coa;h;ppi	7	26	C;H;N;O;P;S	R02986	R02986	1	1	0	14	4	21.550	18.930	21.260	2.330
rxn32738	propanoyl-CoA:oxaloacetate C-propanoyltransferase	2.3.3.5;4.1.3.31	OK	(1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0]	-10.730	-9.570	10.440	21.170	coa;h;h2o	6	24	C;H;N;O;P;S	R00931	R00931	1	5	0	6	5	10.730	1.160	21.170	20.010
rxn32739	propanoyl-CoA:oxaloacetate C-propanoyltransferase	2.3.3.5;4.1.3.31	OK	(1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0]	-10.730	-9.570	10.440	21.170	coa;h;h2o	6	24	C;H;N;O;P;S	R00931	R00931	1	5	0	6	5	10.730	1.160	21.170	20.010
rxn30407	2-methylcitrate synthase	2.3.3.5;4.1.3.31	OK	(1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0]	-10.730	-9.570	10.440	21.170	coa;h;h2o	6	24	C;H;N;O;P;S	R00931	R00931	1	5	0	6	5	10.730	1.160	21.170	20.010
rxn32736	propanoyl-CoA:oxaloacetate C-propanoyltransferase	2.3.3.5;4.1.3.31	OK	(1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0]	-10.730	-9.570	10.440	21.170	coa;h;h2o	6	24	C;H;N;O;P;S	R00931	R00931	1	5	0	6	5	10.730	1.160	21.170	20.010
rxn00919	GDPglucose sugarphosphohydrolase	3.6.1.21	OK	(1) H2O[0] + (1) GDP-glucose[0] => (2) H+[0] + (1) Glucose-1-phosphate[0] + (1) GMP[0]	-28.370	-7.220	-8.880	21.150	h;h2o	5	16	C;H;N;O;P	R01233	R01233	1	1	0	8	1	28.370	21.150	19.490	1.660
rxn14199	S-adenosyl-L-methionine:1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone O-methyltransferase	2.1.1.-	OK	(1) S-Adenosyl-L-methionine[0] + (1) 1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) [6]-Gingerol[0]	-4.360	-1.840	-22.960	21.120	h;sah;sam	5	17	C;H;N;O;S	R08804	R08804	1	1	0	8	2	22.960	2.520	18.600	21.120
rxn01373	S-Adenosyl-L-methionine:guanidinoacetate N-methyltransferase	2.1.1.2	OK	(1) S-Adenosyl-L-methionine[0] + (1) Glycocyamine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Creatine[0]	-8.760	7.500	12.260	21.020	h;sah;sam	5	15	C;H;N;O;S	R01883	R01883	1	1	0	6	0	12.260	16.260	21.020	4.760
rxn15954	ADP:D-glucose 6-phosphotransferase	2.7.1.147	OK	(1) ADP[0] + (1) beta-D-Glucose[0] <=> (1) AMP[0] + (2) H+[0] + (1) beta-D-Glucose 6-phosphate[0]	-23.560	-2.540	-2.790	21.020	adp;amp;h	5	10	C;H;N;O;P	R09086	R09086	1	1	0	8	2	23.560	21.020	20.770	0.250
rxn11953	R01723		OK	(1) ATP[0] + (1) Glycine[0] + (1) Niacin[0] => (1) PPi[0] + (1) AMP[0] + (2) H+[0] + (1) Nicotinurate[0]	-26.840	-5.850	-6.090	20.990	amp;atp;h;ppi	7	10	C;H;N;O;P	R01723	R01723	1	1	0	8	4	26.840	20.990	20.750	0.240
rxn00620	CDPglycerol phosphoglycerohydrolase	3.6.1.16	OK	(1) H2O[0] + (1) CDPglycerol[0] => (1) CMP[0] + (2) H+[0] + (1) Glycerol-3-phosphate[0]	-28.370	-8.520	-7.510	20.860	h;h2o	5	12	C;H;N;O;P	R00855	R00855	1	1	0	4	1	28.370	19.850	20.860	1.010
rxn39301	aromatic aldehyde:NADP+ oxidoreductase (ATP-forming)	1.2.1.30	OK	(1) NADP[0] + (1) PPi[0] + (1) AMP[0] + (1) Benzaldehyde[0] <=> (1) ATP[0] + (1) NADPH[0] + (1) Benzoate[0]	17.500	-0.230	-3.350	20.850	amp;atp;nadp;nadph;ppi	7	21	C;H;N;O;P	R01490	R01490	1	2	0	18	6	17.500	17.730	20.850	3.120
rxn07219	malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing, reducing)	1.3.1.-;2.3.1.170;2.3.1.74	OK	(1) NADPH[0] + (4) H+[0] + (3) Malonyl-CoA[0] + (1) 4-Coumaroyl-CoA[0] => (1) H2O[0] + (1) NADP[0] + (4) CoA[0] + (3) CO2[0] + (1) Isoliquiritigenin[0]	-12.730	-29.750	-8.910	20.840	co2;coa;h;h2o;nadp;nadph	9	30	C;H;N;O;P;S	R06568	R06568	1	1	0	22	8	29.750	17.020	3.820	20.840
rxn04042	ADP:D-glucose 6-phosphotransferase	2.7.1.147	OK	(1) ADP[0] + (1) D-Glucose[0] <=> (1) AMP[0] + (2) H+[0] + (1) D-glucose-6-phosphate[0]	-23.560	-3.590	-2.790	20.770	adp;amp;h	5	10	C;H;N;O;P	R05804	R05804	1	1	0	8	2	23.560	19.970	20.770	0.800
rxn16710	S-adenosyl-L-methionine:trans-resveratrol 3-O-methyltransferase	2.1.1.240	OK	(1) S-Adenosyl-L-methionine[0] + (1) Resveratrol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 3-Methoxy-4',5-dihydroxy-trans-stilbene[0]	-4.360	-1.830	-22.490	20.660	h;sah;sam	5	15	C;H;N;O;S	R09870	R09870	1	1	0	10	2	22.490	2.530	18.130	20.660
rxn16633	S-adenosyl-L-methionine:(2S)-5,7,4'-trihydroxyflavanone 7-O-methyltransferase	2.1.1.232	OK	(1) S-Adenosyl-L-methionine[0] + (1) Naringenin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Sakuranetin[0]	-4.360	-1.720	-22.380	20.660	h;sah;sam	5	16	C;H;N;O;S	R09791	R09791	1	1	0	12	2	22.380	2.640	18.020	20.660
rxn39774	S-adenosyl-L-methionine:kaempferol 4'-O-methyltransferase	2.1.1.155	OK	(1) S-Adenosyl-L-methionine[0] + (1) Kaempferol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Kaempferide[0]	-4.360	-1.780	-22.440	20.660	h;sah;sam	5	16	C;H;N;O;S	R06807	R06807	1	2	0	12	2	22.440	2.580	18.080	20.660
rxn00922	S-Adenosyl-L-methionine:phenol O-methyltransferase	2.1.1.25	OK	(1) S-Adenosyl-L-methionine[0] + (1) Phenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Anisole[0]	-4.360	-1.840	-22.480	20.640	h;sah;sam	5	15	C;H;N;O;S	R01239	R01239	1	1	0	8	2	22.480	2.520	18.120	20.640
rxn02098	S-Adenosyl-L-methionine:isoflavone 4-O'-methyltransferase	2.1.1.212;2.1.1.46	OK	(1) S-Adenosyl-L-methionine[0] + (1) Genistein[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Biochanin A[0]	-4.360	-1.830	-22.470	20.640	h;sah;sam	5	16	C;H;N;O;S	R02931	R02931	1	1	0	12	2	22.470	2.530	18.110	20.640
rxn14192	S-adenosyl-L-methionine:isoflavone 4'-O-methyltransferase	2.1.1.212	OK	(1) S-Adenosyl-L-methionine[0] + (1) 2,7,4'-Trihydroxyisoflavanone[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 2,7-Dihydroxy-4'-methoxyisoflavanone[0]	-4.360	-1.830	-22.470	20.640	h;sah;sam	5	16	C;H;N;O;S	R07722	R07722	1	1	0	12	2	22.470	2.530	18.110	20.640
rxn03946	R05676	2.1.1.38	OK	(1) S-Adenosyl-L-methionine[0] + (1) N-Acetyl-O-demethylpuromycin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) N-Acetylpuromycin[0]	-4.360	-1.830	-22.470	20.640	h;sah;sam	5	24	C;H;N;O;S	R05676	R05676	1	1	0	14	2	22.470	2.530	18.110	20.640
rxn04419	S-adenosyl-L-methionine:isoflavone 4'-O-methyltransferase	2.1.1.212;2.1.1.46	OK	(1) S-Adenosyl-L-methionine[0] + (1) Daidzein[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Formononetin[0]	-4.360	-1.820	-22.460	20.640	h;sah;sam	5	16	C;H;N;O;S	R06564	R06564	1	4	0	12	2	22.460	2.540	18.100	20.640
rxn07711	S-adenosyl-L-methionine:1,7-dimethylxanthine N3-methyltransferase	2.1.1.160	OK	(1) S-Adenosyl-L-methionine[0] + (1) Paraxanthine[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Caffeine[0]	-6.740	7.590	13.890	20.630	h;sah;sam	5	15	C;H;N;O;S	R07921	R07921	1	1	0	10	0	13.890	14.330	20.630	6.300
rxn02595	S-Adenosyl-L-methionine:O-demethylpuromycin O-methyltransferase	2.1.1.38	OK	(1) S-Adenosyl-L-methionine[0] + (1) O-Demethylpuromycin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Puromycin[0]	-4.360	-1.840	-22.470	20.630	h;sah;sam	5	22	C;H;N;O;S	R03633	R03633	1	1	0	14	2	22.470	2.520	18.110	20.630
rxn24201	RXN-6742.c	2.1.1.146	OK	(1) S-Adenosyl-L-methionine[0] + (1) Chavicol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Estragole[0]	-4.360	-1.840	-22.470	20.630	h;sah;sam	5	15	C;H;N;O;S	R10251	R10251	1	1	0	8	2	22.470	2.520	18.110	20.630
rxn23885	RXN-4002.c	2.1.1.270	OK	(1) S-Adenosyl-L-methionine[0] + (1) (+)-6a-Hydroxymaackiain[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Pisatin[0]	-4.360	-1.840	-22.470	20.630	h;sah;sam	5	17	C;H;N;O;S	R07750	R07750	1	2	0	16	2	22.470	2.520	18.110	20.630
rxn25495	RXN-9312.c		OK	(1) S-Adenosyl-L-methionine[0] + (1) anol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Anethole[0]	-4.360	-1.840	-22.470	20.630	h;sah;sam	5	15	C;H;N;O;S	R10252	R10252	1	2	0	8	2	22.470	2.520	18.110	20.630
rxn03058	S-Adenosyl-L-methionine:N-benzoyl-4-O-hydroxyanthranilate 4-O-methyltransferase	2.1.1.105	OK	(1) S-Adenosyl-L-methionine[0] + (1) N-Benzoyl-4-hydroxyanthranilate[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) N-Benzoyl-4-O-methoxyanthranilate[0]	-4.360	-1.840	-22.470	20.630	h;sah;sam	5	15	C;H;N;O;S	R04421	R04421	1	1	0	10	2	22.470	2.520	18.110	20.630
rxn01144	ADP:thymidine 5'-phosphotransferase	2.7.1.118	OK	(1) ADP[0] + (1) Thymidine[0] <=> (1) AMP[0] + (2) H+[0] + (1) dTMP[0]	-23.560	-3.320	-2.940	20.620	adp;amp;h	5	10	C;H;N;O;P	R01568	R01568	1	1	0	10	2	23.560	20.240	20.620	0.380
rxn07335	S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase	2.1.1.95	OK	(1) S-Adenosyl-L-methionine[0] + (1) delta-Tocopherol[0] => (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) beta-Tocopherol[0]	-20.640	-5.500	-0.040	20.600	h;sah;sam	5	28	C;H;N;O;S	R07504	R07504	1	5	0	10	0	20.640	15.140	20.600	5.460
rxn04609	S-adenosyl-L-methionine:hydroxyisoflavone 7-O-methyltransferase	2.1.1.150	OK	(1) S-Adenosyl-L-methionine[0] + (1) Genistein[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Prunetin[0]	-3.530	-1.990	-22.590	20.600	sah;sam	4	16	C;H;N;O;S	R06794	R06794	1	1	0	12	1	22.590	1.540	19.060	20.600
rxn23800	RXN-2562.d	2.1.1.95	OK	(1) S-Adenosyl-L-methionine[0] + (1) delta-Tocopherol[0] => (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) beta-Tocopherol[0]	-20.640	-5.500	-0.040	20.600	h;sah;sam	5	28	C;H;N;O;S	R07504	R07504	1	5	0	10	0	20.640	15.140	20.600	5.460
rxn16139	4-hydroxybutyrate:CoA ligase (AMP-forming)	6.2.1.-;6.2.1.40	OK	(1) ATP[0] + (1) CoA[0] + (1) 4-Hydroxybutanoate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) 4-Hydroxybutyryl-CoA[0]	-21.550	-6.440	-0.970	20.580	amp;atp;coa;h;ppi	7	25	C;H;N;O;P;S	R09279	R09279	1	1	0	12	4	21.550	15.110	20.580	5.470
rxn00947	Palmitate:CoA ligase (AMP-forming)	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn33826	Arachidonate--CoA ligase	6.2.1.15	OK	(1) ATP[0] + (1) CoA[0] + (1) Arachidonate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Arachidonyl-CoA[0]	-21.550	-2.510	-0.980	20.570	amp;atp;coa;h;ppi	7	41	C;H;N;O;P;S	R01598	R01598	1	8	0	12	4	21.550	19.040	20.570	1.530
rxn01712	S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	2.1.1.68	OK	(1) S-Adenosyl-L-methionine[0] + (1) 5-Hydroxyferulate[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Sinapate[0]	-4.360	-2.550	-23.120	20.570	h;sah;sam	5	15	C;H;N;O;S	R02379	R02379	1	2	0	8	2	23.120	1.810	18.760	20.570
rxn31929	acyl-coenzyme A ligase	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn37337	acyl-coenzyme A ligase	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn37332	acyl-coenzyme A ligase	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn33470	S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	2.1.1.68	OK	(1) S-Adenosyl-L-methionine[0] + (1) 5-Hydroxyferulate[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Sinapate[0]	-4.360	-2.550	-23.120	20.570	h;sah;sam	5	15	C;H;N;O;S	R02379	R02379	1	2	0	8	2	23.120	1.810	18.760	20.570
rxn01168	Arachidonate:CoA ligase (AMP-forming)	6.2.1.15	OK	(1) ATP[0] + (1) CoA[0] + (1) Arachidonate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Arachidonyl-CoA[0]	-21.550	-2.510	-0.980	20.570	amp;atp;coa;h;ppi	7	41	C;H;N;O;P;S	R01598	R01598	1	8	0	12	4	21.550	19.040	20.570	1.530
rxn30377	acyl-coenzyme A ligase	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn31932	Palmitate:CoA ligase (AMP-forming)	6.2.1.3	OK	(1) ATP[0] + (1) CoA[0] + (1) Palmitate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Palmitoyl-CoA[0]	-21.550	-2.630	-0.980	20.570	amp;atp;coa;h;ppi	7	37	C;H;N;O;P;S	R01280	R01280	1	57	0	12	4	21.550	18.920	20.570	1.650
rxn01135	Oxalate:CoA ligase (AMP-forming)	6.2.1.8	OK	(1) ATP[0] + (1) CoA[0] + (1) Oxalate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Oxalyl-CoA[0]	-24.290	-4.960	-3.760	20.530	amp;atp;coa;h;ppi	7	23	C;H;N;O;P;S	R01558	R01558	1	1	0	12	4	24.290	19.330	20.530	1.200
rxn04476	R06627		OK	(1) S-Adenosyl-L-methionine[0] + (1) dTDP-3-amino-2,3,6-trideoxy-D-threo-hexopyranos-4-ulose[0] => (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose[0]	-20.330	-2.380	0.180	20.510	h;sah;sam	5	17	C;H;N;O;P;S	R06627	R06627	1	1	0	12	0	20.330	17.950	20.510	2.560
rxn40344	S-adenosyl-L-methionine:6-hydroxytryprostatin B O-methyltransferase	2.1.1.293	OK	(1) S-Adenosyl-L-methionine[0] + (1) 6-Hydroxytryprostatin B[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Tryprostatin A[0]	-4.360	-1.840	-22.320	20.480	h;sah;sam	5	22	C;H;N;O;S	R10588	R10588	1	1	0	14	2	22.320	2.520	17.960	20.480
rxn04043	ADP:D-fructose-6-phosphate 1-phosphotransferase	2.7.1.146	OK	(1) ADP[0] + (1) D-fructose-6-phosphate[0] <=> (1) AMP[0] + (2) H+[0] + (1) D-fructose-1,6-bisphosphate[0]	-23.560	-4.220	-3.130	20.430	adp;amp;h	5	10	C;H;N;O;P	R05805	R05805	1	1	0	8	2	23.560	19.340	20.430	1.090
rxn01613	trans-Cinnamate:CoA ligase (AMP-forming)	6.2.1.-;6.2.1.12	OK	(1) ATP[0] + (1) CoA[0] + (1) (E)-Cinnamate[0] <=> (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Cinnamoyl-CoA[0]	-21.550	-1.140	-10.180	20.410	amp;atp;coa;h;ppi	7	30	C;H;N;O;P;S	R02255	R02255	1	1	0	14	4	21.550	20.410	11.370	9.040
