rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn01814	Malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing)	2.3.1.146	OK	(3) H+[0] + (3) Malonyl-CoA[0] + (1) Cinnamoyl-CoA[0] => (4) CoA[0] + (4) CO2[0] + (1) Pinosylvin[0]	-25.880	-40.700	-20.310	20.390	co2;coa;h	6	30	C;H;N;O;P;S	R02505	R02505	1	1	0	12	5	40.700	14.820	5.570	20.390
rxn00303	ATP:GTP 3'-diphosphotransferase	2.7.6.5	OK	(1) ATP[0] + (1) GTP[0] <=> (1) AMP[0] + (2) H+[0] + (1) Guanosine 5'-triphosphate,3'-diphosphate[0]	-23.560	-3.170	-4.980	20.390	amp;atp;h	5	10	C;H;N;O;P	R00429	R00429	1	2	0	12	2	23.560	20.390	18.580	1.810
rxn33193	GTP diphosphokinase	2.7.6.5	OK	(1) ATP[0] + (1) GTP[0] <=> (1) AMP[0] + (2) H+[0] + (1) Guanosine 5'-triphosphate,3'-diphosphate[0]	-23.560	-3.170	-4.980	20.390	amp;atp;h	5	10	C;H;N;O;P	R00429	R00429	1	2	0	12	2	23.560	20.390	18.580	1.810
rxn01180	Malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing)	2.3.1.95	OK	(3) H+[0] + (3) Malonyl-CoA[0] + (1) 4-Coumaroyl-CoA[0] => (4) CoA[0] + (4) CO2[0] + (1) Resveratrol[0]	-25.880	-40.660	-20.290	20.370	co2;coa;h	6	30	C;H;N;O;P;S	R01614	R01614	1	1	0	12	5	40.660	14.780	5.590	20.370
rxn03752	benzoyl acetate: CoA ligase	6.2.1.-	OK	(1) ATP[0] + (1) CoA[0] + (1) Benzoyl acetate[0] => (1) PPi[0] + (1) AMP[0] + (1) H+[0] + (1) Benzoyl acetyl-CoA[0]	-21.550	-2.620	-1.190	20.360	amp;atp;coa;h;ppi	7	30	C;H;N;O;P;S	R05452	R05452	1	1	0	14	4	21.550	18.930	20.360	1.430
rxn16380	CDP-choline phosphohydrolase	3.6.1.53	OK	(1) H2O[0] + (1) CDPcholine[0] => (1) CMP[0] + (2) H+[0] + (1) Phosphocholine[0]	-28.370	-8.800	-8.050	20.320	h;h2o	5	14	C;H;N;O;P	R09538	R09538	1	1	0	4	1	28.370	19.570	20.320	0.750
rxn00463	Uridine triphosphate pyrophosphohydrolase	3.6.1.19;3.6.1.8	OK	(1) H2O[0] + (1) UTP[0] => (1) PPi[0] + (2) H+[0] + (1) UMP[0]	-27.300	-7.050	-7.960	20.250	h;h2o;ppi	5	9	C;H;N;O;P	R00662	R00662	1	1	0	4	1	27.300	20.250	19.340	0.910
rxn00076	NAD+ phosphohydrolase	3.6.1.22;3.6.1.9	OK	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	-28.370	-8.790	-8.150	20.220	amp;h;h2o;nad	5	21	C;H;N;O;P	R00103	R00103	1	28	0	10	1	28.370	19.580	20.220	0.640
rxn38181	NADPYROPHOSPHAT-RXN.e	3.6.1.22;3.6.1.9	OK	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	-28.370	-8.790	-8.150	20.220	amp;h;h2o;nad	5	21	C;H;N;O;P	R00103	R00103	1	28	0	10	1	28.370	19.580	20.220	0.640
rxn33290	RXNBWI-18.d	3.6.1.22;3.6.1.9	OK	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	-28.370	-8.790	-8.150	20.220	amp;h;h2o;nad	5	21	C;H;N;O;P	R00103	R00103	1	28	0	10	1	28.370	19.580	20.220	0.640
rxn30410	NAD diphosphatase, peroxisomal	3.6.1.22;3.6.1.9	OK	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	-28.370	-8.790	-8.150	20.220	amp;h;h2o;nad	5	21	C;H;N;O;P	R00103	R00103	1	28	0	10	1	28.370	19.580	20.220	0.640
rxn20269	NADP pyrophosphatase	3.6.1.22;3.6.1.9	OK	(1) H2O[0] + (1) NAD[0] => (1) AMP[0] + (2) H+[0] + (1) Nicotinamide ribonucleotide[0]	-28.370	-8.790	-8.150	20.220	amp;h;h2o;nad	5	21	C;H;N;O;P	R00103	R00103	1	28	0	10	1	28.370	19.580	20.220	0.640
rxn05059	dCTP aminohydrolase (dUMP-forming)	3.5.4.30	OK	(2) H2O[0] + (1) dCTP[0] => (1) PPi[0] + (1) NH3[0] + (1) H+[0] + (1) dUMP[0]	-32.440	-15.160	-12.250	20.190	h;h2o;nh3;ppi	6	9	C;H;N;O;P	R07307	R07307	1	1	0	4	3	32.440	17.280	20.190	2.910
rxn38046	ASNSYNB-RXN.w	6.3.5.4	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Aspartate[0] + (1) L-Glutamine[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) L-Asparagine[0]	-27.300	-7.240	-7.170	20.130	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R00578	R00578	1	9	0	6	1	27.300	20.060	20.130	0.070
rxn00416	L-aspartate:L-glutamine amido-ligase (AMP-forming)	6.3.5.4	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Aspartate[0] + (1) L-Glutamine[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) L-Asparagine[0]	-27.300	-7.240	-7.170	20.130	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R00578	R00578	1	9	0	6	1	27.300	20.060	20.130	0.070
rxn32227	Asparagine synthase (glutamine-hydrolysing)	6.3.5.4	OK	(1) H2O[0] + (1) ATP[0] + (1) L-Aspartate[0] + (1) L-Glutamine[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) L-Asparagine[0]	-27.300	-7.240	-7.170	20.130	amp;atp;gln;glu;h;h2o;ppi	9	10	C;H;N;O;P	R00578	R00578	1	9	0	6	1	27.300	20.060	20.130	0.070
rxn16779	S-adenosyl-L-methionine:5-carbamimidamido-2-oxopentanoate 3-methyltransferase	2.1.1.243	OK	(1) S-Adenosyl-L-methionine[0] + (1) 2-Oxo-5-guanidinopentanoate[0] => (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) 5-Guanidino-3-methyl-2-oxopentanoate[0]	-19.200	-3.470	0.930	20.130	h;sah;sam	5	15	C;H;N;O;S	R09939	R09939	1	1	0	6	0	19.200	15.730	20.130	4.400
rxn04428	caffeic aldehyde:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase	2.1.1.68	OK	(1) S-Adenosyl-L-methionine[0] + (1) Caffeyl aldehyde[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) H+[0] + (1) Ferulaldehyde[0]	-4.360	-3.070	-23.110	20.040	h;sah;sam	5	15	C;H;N;O;S	R06574	R06574	1	1	0	8	2	23.110	1.290	18.750	20.040
rxn09532	acyl carrier protein synthase, mitochondrial		OK	(1) H2O[0] + (1) CoA[0] => (1) Adenosine 3-5-bisphosphate[0] + (2) H+[0] + (1) Phosphopantetheine[0]	-28.370	-8.350	-16.240	20.020	coa;h;h2o	5	21	C;H;N;O;P;S	R10747	R10747	1	74	0	6	1	28.370	20.020	12.130	7.890
rxn21132	RXN-10811.c		OK	(1) H2O[0] + (1) CoA[0] => (1) Adenosine 3-5-bisphosphate[0] + (2) H+[0] + (1) Phosphopantetheine[0]	-28.370	-8.350	-16.240	20.020	coa;h;h2o	5	21	C;H;N;O;P;S	R10747	R10747	1	74	0	6	1	28.370	20.020	12.130	7.890
rxn30361	CoA hydrolase (peroxisomal)		OK	(1) H2O[0] + (1) CoA[0] => (1) Adenosine 3-5-bisphosphate[0] + (2) H+[0] + (1) Phosphopantetheine[0]	-28.370	-8.350	-16.240	20.020	coa;h;h2o	5	21	C;H;N;O;P;S	R10747	R10747	1	74	0	6	1	28.370	20.020	12.130	7.890
