rxn	name	dg_gc	dg_eq	dg_dgp	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse
rxn13478	Heptadecanoate-transport-via-proton-symport			-67.330	R09245		861
rxn13479	Isomerase-for-keto-meroacid-2			-67.330	R09245		861
rxn13480	Isomerase-for-methoxy-meroacid-2			-67.330	R09245		861
rxn13481	keto-ylation-1-for-keto-meroacid-1			-67.330	R09245		861
rxn13482	keto-ylation-1-for-keto-meroacid-2			-67.330	R09245		861
rxn13483	keto-ylation-2-for-keto-meroacid-1			-67.330	R09245		861
rxn13484	keto-ylation-2-for-keto-meroacid-2			-67.330	R09245		861
rxn13485	Keto-ylation-1-for-keto-meroacid-1			-67.330	R09245		861
rxn13486	Keto-ylation-2-for-keto-meroacid-1			-67.330	R09245		861
rxn13487	carboxymycobactin-synthesis			-67.330	R09245		861
rxn13488	methylcitrate-dehydratase			-67.330	R09245		861
rxn13489	methyl-citrate-synthase			-67.330	R09245		861
rxn13490	methoxylation-1-for-methoxy-meroacid-1			-67.330	R09245		861
rxn13491	methoxylation-2-for-methoxy-meroacid-1			-67.330	R09245		861
rxn13492	methoxylation-2-for-methoxy-meroacid-2			-67.330	R09245		861
rxn13493	methoxylation-2-for-methoxy-meroacid-3			-67.330	R09245		861
rxn13494	methoxylation-1-for-methoxy-meroacid-1			-67.330	R09245		861
rxn13495	methoxylation-2-for-methoxy-meroacid-1			-67.330	R09245		861
rxn13497	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13498	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13499	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13500	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13501	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13502	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13503	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13504	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13505	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13506	mycolic-acid-conglomeration-flux			-67.330	R09245		861
rxn13507	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13508	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13509	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13510	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13511	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13512	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13513	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13514	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13515	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13516	Mycolic-Acid-Condensation			-67.330	R09245		861
rxn13517	penta-acyl-trehalose-synthesis			-67.330	R09245		861
rxn13518	phospholipase-C			-67.330	R09245		861
rxn13519	Polyphosphate-glucokinase-reversible			-67.330	R09245		861
rxn13520	PPM-mycolate-synthase			-67.330	R09245		861
rxn13521	PPM-mycolate-synthase			-67.330	R09245		861
rxn13522	PPM-mycolate-synthase			-67.330	R09245		861
rxn13523	PPM-mycolate-synthase			-67.330	R09245		861
rxn13524	PPM-mycolate-synthase			-67.330	R09245		861
rxn13525	PPM-mycolate-synthase			-67.330	R09245		861
rxn13526	PPM-mycolate-synthase			-67.330	R09245		861
rxn13527	PPM-mycolate-synthase			-67.330	R09245		861
rxn13528	PPM-mycolate-synthase			-67.330	R09245		861
rxn13529	PPM-mycolate-synthase			-67.330	R09245		861
rxn13530	Polyprenol-monophosphomannose-synthase			-67.330	R09245		861
rxn13531	Peptidoglycan-subunit-synthesis			-67.330	R09245		861
rxn13532	Peptidoglycan-subunit-synthesis			-67.330	R09245		861
rxn13533	trehalose-dimycolate-synthesis			-67.330	R09245		861
rxn13534	trehalose-dimycolate-synthesis			-67.330	R09245		861
rxn13535	trehalose-dimycolate-synthesis			-67.330	R09245		861
rxn13536	trehalose-dimycolate-synthesis			-67.330	R09245		861
rxn13537	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13538	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13539	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13540	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13541	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13542	tetra-mycolyl-hexaarabinose-synthesis			-67.330	R09245		861
rxn13543	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13544	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13545	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13546	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13547	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13548	tetra-mycolyl-hexaarabinose-synthesis-conglomeration			-67.330	R09245		861
rxn13549	trehalose-monomycolate-phosphatase			-67.330	R09245		861
rxn13550	trehalose-monomycolate-phosphatase			-67.330	R09245		861
rxn13551	trehalose-monomycolate-phosphatase			-67.330	R09245		861
rxn13552	trehalose-monomycolate-phosphatase			-67.330	R09245		861
rxn13553	trehalose-monomycolate-phosphatase			-67.330	R09245		861
rxn13554	trehalose-monomycolate-synthesis			-67.330	R09245		861
rxn13555	trehalose-monomycolate-synthesis			-67.330	R09245		861
rxn13556	trehalose-monomycolate-synthesis			-67.330	R09245		861
rxn13557	trehalose-monomycolate-synthesis			-67.330	R09245		861
rxn13558	trehalose-monomycolate-synthesis			-67.330	R09245		861
rxn13559	tri-acyl-trehalose-sulfonation			-67.330	R09245		861
rxn13568	Lipid composition reaction (B. subtilis)			-67.330	R09245		861
rxn13638	Fructose-6-phosphate transport via phosphate antiport (periplasm)			-67.330	R09245		861
rxn13639	formate dehydrogenase (quinone-8) (periplasm)			-67.330	R09245		861
rxn13640	Formate Dehydrogenase (menaquinone-8) (periplasm)			-67.330	R09245		861
rxn13641	Glucose-6-phosphate transport via phosphate antiport (periplasm)			-67.330	R09245		861
rxn13642	D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)			-67.330	R09245		861
rxn13643	glycogen synthase (ADPGlc)			-67.330	R09245		861
rxn13644	Mannose-6-phosphate transport via phosphate antiport (periplasm)			-67.330	R09245		861
rxn13645	murein polymerizing transglycosylase			-67.330	R09245		861
rxn13646	sodium proton antiporter (H:NA is 1.5) (periplasm)			-67.330	R09245		861
rxn13647	nitrite Reductase (Ubiquinole-8, periplasm)			-67.330	R09245		861
rxn13648	nitrite Reductase (Menaquinole-8, periplasm)			-67.330	R09245		861
rxn13650	acyl-[acyl-carrier-protein] synthetase (n-C14:0)			-67.330	R09245		861
rxn13651	acyl-[acyl-carrier-protein] synthetase (n-C15:0)			-67.330	R09245		861
rxn13652	acyl-[acyl-carrier-protein] synthetase			-67.330	R09245		861
rxn13653	acyl-[acyl-carrier-protein] synthetase (n-C17:0)			-67.330	R09245		861
rxn13654	acyl-[acyl-carrier-protein] synthetase (n-C15:1)			-67.330	R09245		861
rxn13655	acyl-[acyl-carrier-protein] synthetase (n-C17:1)			-67.330	R09245		861
rxn13656	acyl-[acyl-carrier-protein] synthetase (n-C15:0)			-67.330	R09245		861
rxn13657	acyl-[acyl-carrier-protein] synthetase (n-C17:0)			-67.330	R09245		861
rxn13658	acyl-[acyl-carrier-protein] synthetase (n-C13:0)			-67.330	R09245		861
rxn13659	acyl-CoA dehydrogenase (isovaleryl-CoA)			-67.330	R09245		861
rxn13660	D-Alanine-Sodium symp or ter			-67.330	R09245		861
rxn13661	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7)			-67.330	R09245		861
rxn13662	S-adenosylmethione:menaquinone methyltransferase (methylmenaquinone 7)			-67.330	R09245		861
rxn13664	L-aspartate oxidase			-67.330	R09245		861
rxn13666	b-ketoacyl synthetase (Iso-C13:0)			-67.330	R09245		861
rxn13667	b-ketoacyl synthetase (Iso-C14:0)			-67.330	R09245		861
rxn13668	b-ketoacyl synthetase (Iso-C15:0)			-67.330	R09245		861
rxn13669	b-ketoacyl synthetase (C15:0)			-67.330	R09245		861
rxn13670	Fatty acid biosynthesis (n-C15:1)			-67.330	R09245		861
rxn13671	b-ketoacyl synthetase (Iso-C16:0)			-67.330	R09245		861
rxn13672	b-ketoacyl synthetase (Iso-C17:0)			-67.330	R09245		861
rxn13673	b-ketoacyl synthetase (C17:0)			-67.330	R09245		861
rxn13674	b-ketoacyl synthetase (C17:1)			-67.330	R09245		861
rxn13675	Fatty acid biosynthesis (n-C5:0)			-67.330	R09245		861
rxn13676	b-ketoacyl synthetase (Iso-C6:0)			-67.330	R09245		861
rxn13677	b-ketoacyl synthetase (Iso-C7:0)			-67.330	R09245		861
rxn13678	Co(III) Reductase: S. oneidensis			-67.330	R09245		861
rxn13679	Co(III) Reductase: S. oneidensis			-67.330	R09245		861
rxn13680	CMP-8-amino-3,8-dideoxy-D-manno-oct-2-ulosonic acid synthase			-67.330	R09245		861
rxn13681	TRANS-RXNBWI-115525.ce.maizeexp.CO+2_CO+2			-67.330	R09245		861
rxn13682	Oxygen Independent coprop or phyrinogen-III oxidase			-67.330	R09245		861
rxn13683	Chromium (VI) Reductase			-67.330	R09245		861
rxn13684	Chromium (VI) Reductase			-67.330	R09245		861
rxn13685	Chromium (VI) Reductase			-67.330	R09245		861
rxn13686	chromate transp or t in/out via proton symp or t			-67.330	R09245		861
rxn13687	cytochrome-c peroxidase			-67.330	R09245		861
rxn13688	cytochrome-c oxidase (2 protons translocated)			-67.330	R09245		861
rxn13689	cytochrome-c reductase (ubiquinol8: 4 protons translocated)			-67.330	R09245		861
rxn13690	dihydro or otate dehydrogenase			-67.330	R09245		861
rxn13691	dihydro or otate dehydrogenase			-67.330	R09245		861
rxn13692	Dimethyl sulfoxide reductase (Menaquinol 7)			-67.330	R09245		861
rxn13693	Dimethyl sulfoxide reductase (methylmenaquinol 7)			-67.330	R09245		861
rxn13694	DNA replication, Shewanella Oneidensis			-67.330	R09245		861
rxn13695	Endotoxin Synthesis (lauroyl transferase)			-67.330	R09245		861
rxn13696	Endotoxin Synthesis (myristoyl transferase)			-67.330	R09245		861
rxn13697	Fatty acid oxidation (tetradecanoate:ubiquinone)			-67.330	R09245		861
rxn13698	Fatty acid oxidation (hexadecanoate:ubiquinone)			-67.330	R09245		861
rxn13699	Fatty acid oxidation (octadecanoate:ubiquinone)			-67.330	R09245		861
rxn13700	F or mate Dehydrogenase (methylmenaquinone-7: 1 protons)			-67.330	R09245		861
rxn13701	F or mate Dehydrogenase (menaquinone-7: 1 protons)			-67.330	R09245		861
rxn13702	Fe (III) Reductase (menaquinone 7: 2H per 2 e-)			-67.330	R09245		861
rxn13703	Fe (III) Reductase (methylmenaquinone 7: 2H per 2 e-)			-67.330	R09245		861
rxn13705	ferredoxin-NADP reductase			-67.330	R09245		861
rxn13706	succinate dehydrogenase (menaquinol 7:0 proton)			-67.330	R09245		861
rxn13707	succinate dehydrogenase (methylmenaquinol 7: 0proton)			-67.330	R09245		861
rxn13708	F or mamide efflux			-67.330	R09245		861
rxn13709	glycerol-3-phosphate dehydrogenase (methylmenaquinone 7)			-67.330	R09245		861
rxn13710	1,4-alpha-glucan branching enzyme			-67.330	R09245		861
rxn13711	D-glycerate transp or t (proton symp or t)			-67.330	R09245		861
rxn13712	Glutathione export via ABC system			-67.330	R09245		861
rxn13713	4-hydroxybutyrate CoA transferase			-67.330	R09245		861
rxn13714	4a-hydroxytetrahydrobiopterin dehydratase			-67.330	R09245		861
rxn13715	Hydrogenase (menaquinone-7)			-67.330	R09245		861
rxn13716	Hydrogenase (methylmenaquinone-7)			-67.330	R09245		861
rxn13717	D-lactate dehydrogenase			-67.330	R09245		861
rxn13718	D-lactate dehydrogenase			-67.330	R09245		861
rxn13719	L-Lactate dehydrogenase (menaquinone-7)			-67.330	R09245		861
rxn13720	L-Lactate dehydrogenase (methylmenaquinone-7)			-67.330	R09245		861
rxn13721	LPS synthesis			-67.330	R09245		861
rxn13722	TRANS-RXNBWI-115525.ce.maizeexp.MG+2_MG+2			-67.330	R09245		861
rxn13723	Manganese oxide reductase			-67.330	R09245		861
rxn13724	Manganese oxide reductase			-67.330	R09245		861
rxn13725	8-amino 3,8-dideoxy-D-manno-octulosonic acid transferase			-67.330	R09245		861
rxn13726	NADH-DEHYDROG-A-RXN.ce.cornexp.CPD-9956_UBIQUINONE-8			-67.330	R09245		861
rxn13727	NADH dehydrogenase (menaquinone-7 & 4 protons)			-67.330	R09245		861
rxn13728	NADH dehydrogenase (methylmenaquinone7 & no proton)			-67.330	R09245		861
rxn13729	NADH dehydrogenase (methylmenaquinone-7 & 4 protons)			-67.330	R09245		861
rxn13730	nickel transp or t in/out via proton antip or ter			-67.330	R09245		861
rxn13731	nicotinate-nucleotide-dimethylbenzimidazole phosph or ibosyltransferase			-67.330	R09245		861
rxn13732	nitrate reductase			-67.330	R09245		861
rxn13733	nitrate reductase (methylmenaquinone-7)			-67.330	R09245		861
rxn13734	Nitrite Reductase			-67.330	R09245		861
rxn13735	Nitrite Reductase			-67.330	R09245		861
rxn13736	Phosphatidic acid synthase (S. oneidensis)			-67.330	R09245		861
rxn13737	Peptidoglyan subunit crosslinking reaction			-67.330	R09245		861
rxn13738	Phospholipase PE (S. oneidensis)			-67.330	R09245		861
rxn13739	Phospholipase PG (S. oneidensis)			-67.330	R09245		861
rxn13740	Peptidoglycan subunit synthesis			-67.330	R09245		861
rxn13741	proline oxidase			-67.330	R09245		861
rxn13742	Protein Synthesis, S. oneidensis			-67.330	R09245		861
rxn13743	RNA replication, Shewanella oneidensis			-67.330	R09245		861
rxn13745	Sulfite Reductase (menaquinone)			-67.330	R09245		861
rxn13746	Sulfite Reductase (methylmenaquinone)			-67.330	R09245		861
rxn13747	L-threonine transp or t out via proton antip or t			-67.330	R09245		861
rxn13748	Trimethylamine N-oxide reductase (ubiquinol 8)			-67.330	R09245		861
rxn13749	Thiosulfate Reductase			-67.330	R09245		861
rxn13750	Thiosulfate Reductase			-67.330	R09245		861
rxn13751	Tetrathionate Reductase			-67.330	R09245		861
rxn13752	Tetrathionate Reductase			-67.330	R09245		861
rxn13753	NADH-Ubiquinone Oxid or eductase (Na+ translocating)			-67.330	R09245		861
rxn13754	Uranyl Reductase			-67.330	R09245		861
rxn13755	Uranyl Reductase			-67.330	R09245		861
rxn13756	tungstate transp or ter			-67.330	R09245		861
rxn13758	L-ascorbate transport via PEP:Pyr PTS			-67.330	R09245		861
rxn13759	Arsenite transp or ter			-67.330	R09245		861
rxn13760	L-aspartate oxidase			-67.330	R09245		861
rxn13761	L-aspartate oxidase			-67.330	R09245		861
rxn13765	Isoprene diffusion			-67.330	R09245		861
rxn13766	ATP synthase (three protons for one ATP)			-67.330	R09245		861
rxn13767	F420-Reducing Hydrogenase			-67.330	R09245		861
rxn13768	Ech Hydrogenase			-67.330	R09245		861
rxn13770	rxn13770			-67.330	R09245		861
rxn29024	TRANS-RXN-10.cp			-67.330	R09245		861
rxn29025	TRANS-RXN-106A.cp			-67.330	R09245		861
rxn29026	TRANS-RXN-106B.cp			-67.330	R09245		861
rxn29027	TRANS-RXN-106D.cp			-67.330	R09245		861
rxn29029	L-asparate transport via proton symport (3 H) (periplasm)			-67.330	R09245		861
rxn29031	TRANS-RXN-108.cp			-67.330	R09245		861
rxn29044	TRANS-RXN-112.cp			-67.330	R09245		861
rxn29048	TRANS-RXN-122.cp			-67.330	R09245		861
rxn29051	TRANS-RXN-126.cp			-67.330	R09245		861
rxn29052	TRANS-RXN-126A.cp			-67.330	R09245		861
rxn29053	TRANS-RXN-126B.cp			-67.330	R09245		861
rxn29054	TRANS-RXN-137.cp			-67.330	R09245		861
rxn29055	TRANS-RXN-139.cp			-67.330	R09245		861
rxn29056	TRANS-RXN-14.cp			-67.330	R09245		861
rxn29057	TRANS-RXN-141B.cp			-67.330	R09245		861
rxn29058	TRANS-RXN0-497.cp			-67.330	R09245		861
rxn29059	TRANS-RXN-146.cp			-67.330	R09245		861
rxn29060	TRANS-RXN-151.cp			-67.330	R09245		861
rxn29061	TRANS-RXN-153.cp			-67.330	R09245		861
rxn29062	TRANS-RXN-153A.cp			-67.330	R09245		861
rxn29063	TRANS-RXN-155.cp			-67.330	R09245		861
rxn29064	TRANS-RXN-158.cp			-67.330	R09245		861
rxn29066	TRANS-RXN-158A.cp			-67.330	R09245		861
rxn29068	TRANS-RXN-162.cp			-67.330	R09245		861
rxn29069	TRANS-RXN-165.cp			-67.330	R09245		861
rxn29070	TRANS-RXN-169.cp			-67.330	R09245		861
rxn29072	TRANS-RXN-181.ce			-67.330	R09245		861
rxn29073	TRANS-RXN-191.cr			-67.330	R09245		861
rxn29074	TRANS-RXN-192.cg			-67.330	R09245		861
rxn29075	Transport of L-fucose			-67.330	R09245		861
rxn29078	TRANS-RXN-205A.cp			-67.330	R09245		861
rxn29080	TRANS-RXN-21.cp			-67.330	R09245		861
rxn29081	TRANS-RXN-218.ce			-67.330	R09245		861
rxn29082	TRANS-RXN-227.cm			-67.330	R09245		861
rxn29083	TRANS-RXN-228.cd			-67.330	R09245		861
rxn29084	TRANS-RXN-229.cd			-67.330	R09245		861
rxn29085	TRANS-RXN-230.cm			-67.330	R09245		861
rxn29086	TRANS-RXN-231.cm			-67.330	R09245		861
rxn29087	TRANS-RXN-233.cd			-67.330	R09245		861
rxn29088	TRANS-RXN-234.cd			-67.330	R09245		861
rxn29089	TRANS-RXN-242A.cp			-67.330	R09245		861
rxn29090	Transport of N-acetylneuraminate			-67.330	R09245		861
rxn29093	TRANS-RXN-26.cp			-67.330	R09245		861
rxn29094	TRANS-RXN-30.cp			-67.330	R09245		861
rxn29095	TRANS-RXN-33.cp			-67.330	R09245		861
rxn29096	Transport of D-glucuronate			-67.330	R09245		861
rxn29097	Transport of alpha-L-arabinopyranose			-67.330	R09245		861
rxn29098	Transport of fosmidomycin			-67.330	R09245		861
rxn29099	TRANS-RXN-44.cp			-67.330	R09245		861
rxn29100	TRANS-RXN-68.cp			-67.330	R09245		861
rxn29101	TRANS-RXN-7.cp			-67.330	R09245		861
rxn29102	Transport of D-fructuronate			-67.330	R09245		861
rxn29103	TRANS-RXN-86.cp			-67.330	R09245		861
rxn29104	TRANS-RXN-90.ce			-67.330	R09245		861
rxn29105	TRANS-RXN-92.ce			-67.330	R09245		861
rxn29106	TRANS-RXN-94A.cp			-67.330	R09245		861
rxn29107	TRANS-RXN-94B.cp			-67.330	R09245		861
rxn29108	TRANS-RXN-98.cp			-67.330	R09245		861
rxn29109	TRANS-RXN0-181.cp			-67.330	R09245		861
rxn29110	TRANS-RXN0-203.cp			-67.330	R09245		861
rxn29111	TRANS-RXN0-204.cp			-67.330	R09245		861
rxn29112	TRANS-RXN0-205.cp			-67.330	R09245		861
rxn29114	TRANS-RXN0-210.cp			-67.330	R09245		861
rxn29115	TRANS-RXN0-211.cp			-67.330	R09245		861
rxn29116	TRANS-RXN0-213.cp			-67.330	R09245		861
rxn29117	TRANS-RXN0-214.cp			-67.330	R09245		861
rxn29118	TRANS-RXN0-224.ce			-67.330	R09245		861
rxn29119	TRANS-RXN0-226.cp			-67.330	R09245		861
rxn29120	Transport of 4-hydroxybenzoate			-67.330	R09245		861
rxn29121	TRANS-RXN0-236.cp			-67.330	R09245		861
rxn29122	TRANS-RXN0-240.cp			-67.330	R09245		861
rxn29123	TRANS-RXN0-258.cp			-67.330	R09245		861
rxn29124	TRANS-RXN0-264.cp			-67.330	R09245		861
rxn29125	TRANS-RXN0-265.cp			-67.330	R09245		861
rxn29135	TRANS-RXN0-266.cp			-67.330	R09245		861
rxn29136	TRANS-RXN0-267.cp			-67.330	R09245		861
rxn29138	TRANS-RXN0-268.cp			-67.330	R09245		861
rxn29139	TRANS-RXN0-269.cp			-67.330	R09245		861
rxn29140	TRANS-RXN0-270.cp			-67.330	R09245		861
rxn29141	TRANS-RXN0-272.cp			-67.330	R09245		861
rxn29142	TRANS-RXN0-273.cp			-67.330	R09245		861
rxn29143	TRANS-RXN0-274.cp			-67.330	R09245		861
rxn29144	TRANS-RXN0-275.ce			-67.330	R09245		861
rxn29145	TRANS-RXN0-276.cp			-67.330	R09245		861
rxn29146	TRANS-RXN0-278.cp			-67.330	R09245		861
rxn29147	TRANS-RXN0-280.ce			-67.330	R09245		861
rxn29148	TRANS-RXN0-281.cp			-67.330	R09245		861
rxn29149	TRANS-RXN0-282.cp			-67.330	R09245		861
rxn29150	TRANS-RXN0-283.ce			-67.330	R09245		861
rxn29151	TRANS-RXN0-283.cp			-67.330	R09245		861
rxn29152	TRANS-RXN0-284.cp			-67.330	R09245		861
rxn29153	TRANS-RXN0-286.cp			-67.330	R09245		861
rxn29154	Transport of a dipeptide			-67.330	R09245		861
rxn29171	TRANS-RXN0-417.cp			-67.330	R09245		861
rxn29172	TRANS-RXN0-418.cp			-67.330	R09245		861
rxn29173	TRANS-RXN0-443.cp			-67.330	R09245		861
rxn29179	TRANS-RXN0-444.cp			-67.330	R09245		861
rxn29180	TRANS-RXN0-445.ce			-67.330	R09245		861
rxn29181	TRANS-RXN0-446.cp			-67.330	R09245		861
rxn29182	TRANS-RXN0-448.cp			-67.330	R09245		861
rxn29183	TRANS-RXN0-449.ce			-67.330	R09245		861
rxn29184	Transport of p-aminobenzoyl glutamate			-67.330	R09245		861
rxn29185	TRANS-RXN0-453.cp			-67.330	R09245		861
rxn29186	TRANS-RXN0-454.cp			-67.330	R09245		861
rxn29187	TRANS-RXN0-458.cp			-67.330	R09245		861
rxn29188	TRANS-RXN0-459.cp			-67.330	R09245		861
rxn29189	TRANS-RXN0-461.cp			-67.330	R09245		861
rxn29190	TRANS-RXN0-462.cp			-67.330	R09245		861
rxn29191	TRANS-RXN0-463.cp			-67.330	R09245		861
rxn29192	TRANS-RXN0-464.cp			-67.330	R09245		861
rxn29193	TRANS-RXN0-465.ce			-67.330	R09245		861
rxn29194	TRANS-RXN0-466.cp			-67.330	R09245		861
rxn29195	TRANS-RXN0-468.ce			-67.330	R09245		861
rxn29198	TRANS-RXNAVI-26458.ce.brachyexp.ADENOSINE5TRIPHOSPHO5ADENOSINE_ADENOSINE5TRIPHOSPHO5ADENOSINE			-67.330	R09245		861
rxn29209	TRANS-RXNAVI-26458.ce.brachyexp.DEOXYINOSINE_DEOXYINOSINE			-67.330	R09245		861
rxn29210	TRANS-RXNAVI-26458.ce.brachyexp.INOSINE_INOSINE			-67.330	R09245		861
rxn29211	TRANS-RXNAVI-26458.ce.brachyexp.XANTHOSINE_XANTHOSINE			-67.330	R09245		861
rxn29212	TRANS-RXN0-469.cp			-67.330	R09245		861
rxn29213	TRANS-RXN0-470.cp			-67.330	R09245		861
rxn29214	acetylmaltose export			-67.330	R09245		861
rxn29215	TRANS-RXN0-475.cp			-67.330	R09245		861
rxn29216	TRANS-RXN0-476.cp			-67.330	R09245		861
rxn29217	TRANS-RXN0-477.cp			-67.330	R09245		861
rxn29218	TRANS-RXN0-478.cp			-67.330	R09245		861
rxn29219	TRANS-RXN0-479.cp			-67.330	R09245		861
rxn29220	TRANS-RXN0-480.cp			-67.330	R09245		861
rxn29221	TRANS-RXN0-481.cp			-67.330	R09245		861
rxn29222	TRANS-RXN0-486.cp			-67.330	R09245		861
rxn29223	Transport of alpha-D-galactofuranose			-67.330	R09245		861
rxn29224	Transport of beta-D-galactofuranose			-67.330	R09245		861
rxn29225	transport of a drug			-67.330	R09245		861
rxn29226	TRANS-RXN0-495.cp			-67.330	R09245		861
rxn29227	TRANS-RXN0-496.cp			-67.330	R09245		861
rxn29228	F- efflux transporter			-67.330	R09245		861
rxn29229	Transport of D-tartrate			-67.330	R09245		861
rxn29230	TRANS-RXN0-500.cp			-67.330	R09245		861
rxn29231	transport of fructose-6-phosphate			-67.330	R09245		861
rxn29232	transport of mannose-6-phosphate			-67.330	R09245		861
rxn29233	TRANS-RXN0-505.cp			-67.330	R09245		861
rxn29234	TRANS-RXN0-506.cp			-67.330	R09245		861
rxn29235	TRANS-RXN4LZ-4.cd			-67.330	R09245		861
rxn29236	TRANS-RXN4LZ-42.cd			-67.330	R09245		861
rxn29237	TRANS-RXN4LZ-5.cd			-67.330	R09245		861
rxn29238	TRANS-RXN4LZ-6828.cd			-67.330	R09245		861
rxn29239	TRANS-RXN4LZ-6845.cd			-67.330	R09245		861
rxn29240	TRANS-RXN4LZ-6924.cd			-67.330	R09245		861
rxn29241	TRANS-RXN4LZ-7.ce			-67.330	R09245		861
rxn29242	TRANS-RXN4LZ-7042.cd			-67.330	R09245		861
rxn29243	TRANS-RXN4LZ-7054.cd			-67.330	R09245		861
rxn29245	TRANS-RXN4LZ-7588.ce			-67.330	R09245		861
rxn29246	TRANS-RXNAVI-12503.ce			-67.330	R09245		861
rxn29247	TRANS-RXNAVI-12507.ce			-67.330	R09245		861
rxn29248	TRANS-RXNAVI-12507.ce.brachyexp.CPD-10330_CPD-10330			-67.330	R09245		861
rxn29249	TRANS-RXNAVI-12507.ce.brachyexp.CPD0-1108_CPD0-1108			-67.330	R09245		861
rxn29250	TRANS-RXNAVI-12507.ce.brachyexp.CPD0-1110_CPD0-1110			-67.330	R09245		861
rxn29251	TRANS-RXNAVI-26328.ce			-67.330	R09245		861
rxn29252	TRANS-RXNAVI-26332.ce			-67.330	R09245		861
rxn29253	TRANS-RXNAVI-26335.ce			-67.330	R09245		861
rxn29254	TRANS-RXNBWI-115509.ce			-67.330	R09245		861
rxn29255	TRANS-RXNBWI-115525.ce			-67.330	R09245		861
rxn29256	TRANS-RXNBWI-115525.ce.maizeexp.AMMONIUM_AMMONIUM			-67.330	R09245		861
rxn29257	TRANS-RXNBWI-115525.ce.maizeexp.CA+2_CA+2			-67.330	R09245		861
rxn29258	TRANS-RXNBWI-115525.ce.maizeexp.CU+2_CU+2			-67.330	R09245		861
rxn29259	TRANS-RXNBWI-115525.ce.maizeexp.FE+2_FE+2			-67.330	R09245		861
rxn29260	TRANS-RXNBWI-115525.ce.maizeexp.FE+3_FE+3			-67.330	R09245		861
rxn29261	TRANS-RXNAVI-26352.ce.brachyexp.HG+2_HG+2			-67.330	R09245		861
rxn29262	TRANS-RXNAVI-26352.ce.brachyexp.MN+2_MN+2			-67.330	R09245		861
rxn29263	TRANS-RXNAVI-26352.ce.brachyexp.TRIMETHYLSULFONIUM_TRIMETHYLSULFONIUM			-67.330	R09245		861
rxn29264	TRANS-RXNBWI-115486.ce			-67.330	R09245		861
rxn29313	TRANS-RXNBWI-115486.ce.maizeexp.D-ALA-D-ALA_D-ALA-D-ALA			-67.330	R09245		861
rxn29317	TRANS-RXNAVI-26361.ce			-67.330	R09245		861
rxn29318	TRANS-RXNBWI-115471.ce			-67.330	R09245		861
rxn29319	TRANS-RXNAVI-26378.ce			-67.330	R09245		861
rxn29320	TRANS-RXNBWI-115468.ce			-67.330	R09245		861
rxn29321	TRANS-RXNAVI-26378.ce.brachyexp.AMP_AMP			-67.330	R09245		861
rxn29322	TRANS-RXNAVI-26378.ce.brachyexp.CAMP_CAMP			-67.330	R09245		861
rxn29323	TRANS-RXNAVI-26378.ce.brachyexp.CDP_CDP			-67.330	R09245		861
rxn29324	TRANS-RXNAVI-26378.ce.brachyexp.CMP_CMP			-67.330	R09245		861
rxn29325	TRANS-RXNAVI-26378.ce.brachyexp.CTP_CTP			-67.330	R09245		861
rxn29326	TRANS-RXNAVI-26378.ce.brachyexp.DADP_DADP			-67.330	R09245		861
rxn29327	TRANS-RXNAVI-26378.ce.brachyexp.DCDP_DCDP			-67.330	R09245		861
