rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn03031	Succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	OK	(1) H2O[0] + (1) Succinyl-CoA[0] + (1) tetrahydrodipicolinate[0] <=> (1) CoA[0] + (1) N-Succinyl-L-2-amino-6-oxopimelate[0]	11.450	7.300	9.190	4.150	coa;h2o	5	25	C;H;N;O;P;S	R04365	R04365	1	1	0	7	5	0	11.450	4.150	2.260	1.890
rxn03584	4-formylbenzenesulfonate:NAD+ oxidoreductase	1.2.1.62	OK	(1) H2O[0] + (1) NAD[0] + (1) 4-Sulfobenzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 4-Sulfobenzoate[0]	-9.800	-9.060	-11.390	2.330	h;h2o;nad;nadh	6	21	C;H;N;O;P;S	R05272	R05272	1	1	0	12	5	1	11.390	0.740	1.590	2.330
rxn00958	4-Hydroxybenzaldehyde:NADP+ oxidoreductase	1.2.1.7	OK	(1) H2O[0] + (1) NADP[0] + (1) p-Hydroxybenzaldehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0]	-9.800	-8.290	-11.340	3.050	h;h2o;nadp;nadph	6	21	C;H;N;O;P	R01294	R01294	1	1	0	12	5	1	11.340	1.510	1.540	3.050
rxn31217	2-oxoglutarate dehydrogenase E1 component, putative / oxoglutarate decarboxylase, putative / alpha-ketoglutaric dehydrogenase, putative	1.2.4.2	OK	(1) 2-Oxoglutarate[0] + (1) TPP[0] + (1) H+[0] => (1) CO2[0] + (1) 3-Carboxy-1-hydroxypropyl-ThPP[0]	-6.870	-6.560	-11.170	4.610	co2;h	5	16	C;H;N;O;P;S	R00621	R00621	1	3	0	4	3	1	11.170	0.310	4.300	4.610
rxn00441	R00621	1.2.4.2	OK	(1) 2-Oxoglutarate[0] + (1) TPP[0] + (1) H+[0] => (1) CO2[0] + (1) 3-Carboxy-1-hydroxypropyl-ThPP[0]	-6.870	-6.560	-11.170	4.610	co2;h	5	16	C;H;N;O;P;S	R00621	R00621	1	3	0	4	3	1	11.170	0.310	4.300	4.610
rxn33586	-		CI:-2	(2) H+[0] + (1) S-(Formylmethyl)glutathione[0] <= (1) S-(2-Hydroxyethyl)glutathione[0]	9.580	10.370	11.160	1.580	h	3	12	C;H;N;O;S	R07120	R07120	1	9	0	0	2	0	11.160	0.790	1.580	0.790
rxn04923	R07120		CI:-2	(2) H+[0] + (1) S-(Formylmethyl)glutathione[0] <= (1) S-(2-Hydroxyethyl)glutathione[0]	9.580	10.370	11.160	1.580	h	3	12	C;H;N;O;S	R07120	R07120	1	9	0	0	2	0	11.160	0.790	1.580	0.790
rxn33584	-		CI:-2	(2) H+[0] + (1) S-(Formylmethyl)glutathione[0] <= (1) S-(2-Hydroxyethyl)glutathione[0]	9.580	10.370	11.160	1.580	h	3	12	C;H;N;O;S	R07120	R07120	1	9	0	0	2	0	11.160	0.790	1.580	0.790
rxn33587	-		CI:-2	(2) H+[0] + (1) S-(Formylmethyl)glutathione[0] <= (1) S-(2-Hydroxyethyl)glutathione[0]	9.580	10.370	11.160	1.580	h	3	12	C;H;N;O;S	R07120	R07120	1	9	0	0	2	0	11.160	0.790	1.580	0.790
rxn33590	-		CI:-2	(2) H+[0] + (1) S-(Formylmethyl)glutathione[0] <= (1) S-(2-Hydroxyethyl)glutathione[0]	9.580	10.370	11.160	1.580	h	3	12	C;H;N;O;S	R07120	R07120	1	9	0	0	2	0	11.160	0.790	1.580	0.790
rxn16011	R09149	1.1.-.-	CI:2	(1) Trichloroethanol[0] => (2) H+[0] + (1) Chloral[0]	-9.580	-10.370	-11.160	1.580	h	3	2	C;Cl;H;O	R09149	R09149	1	1	0	0	2	1	11.160	0.790	1.580	0.790
rxn15021	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	2.2.1.6;4.1.3.18	OK	(1) CO2[0] + (1) (S)-2-Acetolactate[0] <= (2) Pyruvate[0] + (1) H+[0]	10.530	8.270	11.130	2.860	co2;h	4	5	C;H;O	R00226	R00226	1	3	0	0	3	0	11.130	2.260	0.600	2.860
rxn03020	5-Methyl-5,6,7,8-tetrahydromethanopterin:2-mercaptoethanesulfonate 2-methyltransferas	2.1.1.86	OK	(1) CoM[0] + (1) 5-Methyl-H4MPT[0] => (1) H4MPT[0] + (1) Methyl CoM[0]	-6.400	-11.120	-9.660	4.720		4	31	C;H;N;O;P;S	R04347	R04347	1	2	0	8	1	0	11.120	4.720	3.260	1.460
rxn17440	tetrahydromethanopterin methyltransferase	2.1.1.86	OK	(1) CoM[0] + (1) 5-Methyl-H4MPT[0] => (1) H4MPT[0] + (1) Methyl CoM[0]	-6.400	-11.120	-9.660	4.720		4	31	C;H;N;O;P;S	R04347	R04347	1	2	0	8	1	0	11.120	4.720	3.260	1.460
rxn05066	7alpha,12alpha-dihydroxy-3-oxochol-4-enoate hydro-lyase	4.2.1.106	OK	(1) 7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate[0] => (1) H2O[0] + (1) 12alpha-Hydroxy-3-oxochola-4,6-dienoate[0]	-11.110	-6.170	-9.900	4.940	h2o	3	24	C;H;O	R07318	R07318	1	1	0	8	2	0	11.110	4.940	1.210	3.730
rxn03550	p-cumic aldehyde:NAD+ oxidoreductase	1.2.1.29	OK	(1) H2O[0] + (1) NAD[0] + (1) Cuminaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) p-Cumate[0]	-9.800	-8.680	-11.100	2.420	h;h2o;nad;nadh	6	21	C;H;N;O;P	R05235	R05235	1	1	0	12	5	1	11.100	1.120	1.300	2.420
rxn01032	Benzaldehyde:NAD+ oxidoreductase	1.2.1.28;1.2.1.29	OK	(1) H2O[0] + (1) NAD[0] + (1) Benzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Benzoate[0]	-9.800	-8.670	-11.100	2.430	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01419;R01486	R01419;R01486	1	2	0	12	5	1	11.100	1.130	1.300	2.430
rxn04737	R06928	1.2.1.-	OK	(1) H2O[0] + (1) NAD[0] + (1) 2-Naphthaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 2-Naphthoic acid[0]	-9.800	-8.680	-11.100	2.420	h;h2o;nad;nadh	6	21	C;H;N;O;P	R06928	R06928	1	3	0	14	5	1	11.100	1.120	1.300	2.420
rxn15978	R09113	1.14.13.-	CI:2	(1) Isopimaradienol[0] => (2) H+[0] + (1) Isopimaradienal[0]	-9.580	-10.370	-11.100	1.520	h	3	20	C;H;O	R09113	R09113	1	1	0	6	2	1	11.100	0.790	1.520	0.730
rxn15974	R09109	1.14.13.-	CI:2	(1) Palustradienol[0] => (2) H+[0] + (1) Palustradienal[0]	-9.580	-10.370	-11.100	1.520	h	3	20	C;H;O	R09109	R09109	1	1	0	6	2	1	11.100	0.790	1.520	0.730
rxn19224	benzaldehyde:NAD+ oxidoreductase	1.2.1.28;1.2.1.29	OK	(1) H2O[0] + (1) NAD[0] + (1) Benzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Benzoate[0]	-9.800	-8.670	-11.100	2.430	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01419;R01486	R01419;R01486	1	2	0	12	5	1	11.100	1.130	1.300	2.430
rxn04229	R06356	1.14.13.-	CI:2	(1) Neoabietol[0] => (2) H+[0] + (1) Neoabietal[0]	-9.580	-10.370	-11.100	1.520	h	3	20	C;H;O	R06356	R06356	1	1	0	6	2	1	11.100	0.790	1.520	0.730
rxn04228	R06355	1.14.13.-	CI:2	(1) Levopimarinol[0] => (2) H+[0] + (1) Levopimarinal[0]	-9.580	-10.370	-11.100	1.520	h	3	20	C;H;O	R06355	R06355	1	1	0	6	2	1	11.100	0.790	1.520	0.730
rxn33686	-	1.2.1.-	OK	(1) H2O[0] + (1) NAD[0] + (1) 2-Naphthaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 2-Naphthoic acid[0]	-9.800	-8.680	-11.100	2.420	h;h2o;nad;nadh	6	21	C;H;N;O;P	R06928	R06928	1	3	0	14	5	1	11.100	1.120	1.300	2.420
rxn07482	3-hydroxybenzaldehyde:NAD+ oxidoreductase	1.2.1.28;1.2.1.64	OK	(1) H2O[0] + (1) NAD[0] + (1) 3-Hydroxybenzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 3-Hydroxybenzoate[0]	-9.800	-7.280	-11.090	3.810	h;h2o;nad;nadh	6	21	C;H;N;O;P	R07667	R07667	1	1	0	12	5	1	11.090	2.520	1.290	3.810
rxn30554	valine dehydrogenase	1.4.1.-;1.4.1.23;1.4.1.9	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Valine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 3-Methyl-2-oxobutanoate[0]	8.690	9.230	11.080	2.390	h;h2o;nad;nadh;nh3	7	21	C;H;N;O;P	R01434	R01434	1	16	0	10	4	1	11.080	0.540	2.390	1.850
rxn01045	L-Valine:NAD+ oxidoreductase(deaminating)	1.4.1.-;1.4.1.23;1.4.1.9	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Valine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 3-Methyl-2-oxobutanoate[0]	8.690	9.230	11.080	2.390	h;h2o;nad;nadh;nh3	7	21	C;H;N;O;P	R01434	R01434	1	16	0	10	4	1	11.080	0.540	2.390	1.850
rxn00419	L-serine:NAD+ oxidoreductase (deaminating)	1.4.1.7	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Serine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) Hydroxypyruvate[0]	8.690	9.720	11.000	2.310	h;h2o;nad;nadh;nh3	7	21	C;H;N;O;P	R00581	R00581	1	1	0	10	4	1	11.000	1.030	2.310	1.280
rxn15106	Glycerol hydro-lyase	4.2.1.30	OK	(1) Glycerol[0] => (1) H2O[0] + (1) L-Lactaldehyde[0]	-10.980	-7.750	-9.000	3.230	h2o	3	3	C;H;O	R01048	R01048	1	3	0	0	2	0	10.980	3.230	1.980	1.250
rxn00769	Glycerol hydro-lyase	4.2.1.30	OK	(1) Glycerol[0] => (1) H2O[0] + (1) Lactaldehyde[0]	-10.980	-9.240	-9.000	1.980	h2o	3	3	C;H;O	R01048	R01048	1	3	0	0	2	0	10.980	1.740	1.980	0.240
rxn15107	Glycerol hydro-lyase	4.2.1.30	OK	(1) Glycerol[0] => (1) H2O[0] + (1) D-Lactaldehyde[0]	-10.980	-9.240	-9.000	1.980	h2o	3	3	C;H;O	R01048	R01048	1	3	0	0	2	0	10.980	1.740	1.980	0.240
rxn15778	R08759	1.14.13.15	CI:2	(1) 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol[0] => (2) H+[0] + (1) 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al[0]	-9.580	-10.370	-10.980	1.400	h	3	27	C;H;O	R08759	R08759	1	1	0	8	2	1	10.980	0.790	1.400	0.610
rxn15777	R08758	1.14.13.15	CI:2	(1) 5beta-Cholestane-3alpha,7alpha,26-triol[0] => (2) H+[0] + (1) 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al[0]	-9.580	-10.370	-10.980	1.400	h	3	27	C;H;O	R08758	R08758	1	1	0	8	2	1	10.980	0.790	1.400	0.610
rxn00309	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	1.4.1.18	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Lysine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) Allysine[0]	7.690	8.650	10.970	3.280	h;h2o;nad;nadh;nh3	7	21	C;H;N;O;P	R00446	R00446	1	2	0	10	4	1	10.970	0.960	3.280	2.320
rxn03969	vanillin:NAD oxidoreductase	1.2.1.67	OK	(1) H2O[0] + (1) NAD[0] + (1) Vanillin[0] <=> (1) NADH[0] + (2) H+[0] + (1) Vanillate[0]	-9.800	-8.520	-10.960	2.440	h;h2o;nad;nadh	6	21	C;H;N;O;P	R05699	R05699	1	1	0	12	5	1	10.960	1.280	1.160	2.440
rxn30367	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate), mitochondrial	4.2.1.9	OK	(1) (R)-2,3-Dihydroxy-3-methylbutanoate[0] => (1) H2O[0] + (1) 3-Methyl-2-oxobutanoate[0]	-6.750	-8.440	-10.920	4.170	h2o	3	5	C;H;O	R04441	R04441	1	3	0	0	2	0	10.920	1.690	4.170	2.480
rxn35527	dihydroxy-acid dehydratase, 3-Methyl-2-oxobutanoate, chloroplast	4.2.1.9	OK	(1) (R)-2,3-Dihydroxy-3-methylbutanoate[0] => (1) H2O[0] + (1) 3-Methyl-2-oxobutanoate[0]	-6.750	-8.440	-10.920	4.170	h2o	3	5	C;H;O	R04441	R04441	1	3	0	0	2	0	10.920	1.690	4.170	2.480
rxn15467	(R)-2,3-Dihydroxy-3-methylbutanoate hydro-lyase	4.2.1.9	OK	(1) (R)-2,3-Dihydroxy-3-methylbutanoate[0] => (1) H2O[0] + (1) 3-Methyl-2-oxobutanoate[0]	-6.750	-8.440	-10.920	4.170	h2o	3	5	C;H;O	R04441	R04441	1	3	0	0	2	0	10.920	1.690	4.170	2.480
rxn01158	N-methyl-L-alanine:NADP+ oxidoreductase (demethylating, deaminating)	1.4.1.17	OK	(1) H2O[0] + (1) NADP[0] + (1) N-Methyl-L-alanine[0] <=> (1) NADPH[0] + (1) Pyruvate[0] + (1) H+[0] + (1) Methanamine[0]	9.560	10.920	8.220	2.700	h;h2o;nadp;nadph	7	21	C;H;N;O;P	R01584	R01584	1	1	0	10	4	1	10.920	1.360	1.340	2.700
rxn17247	saccharopine dehydrogenase (NAD+, L-glutamate-forming)	1.5.1.9	OK	(1) H2O[0] + (1) NAD[0] + (1) Saccharopine[0] <=> (1) NADH[0] + (1) L-Glutamate[0] + (1) H+[0] + (1) Allysine[0]	8.210	8.680	10.910	2.700	glu;h;h2o;nad;nadh	7	21	C;H;N;O;P	R02313	R02313	1	2	0	10	4	1	10.910	0.470	2.700	2.230
rxn01828	L-Arabinonate hydro-lyase	4.2.1.25	OK	(1) L-Arabinonate[0] => (1) H2O[0] + (1) 2-Dehydro-3-deoxy-D-pentonate[0]	-8.170	-10.010	-10.910	2.740	h2o	3	5	C;H;O	R02522	R02522	1	2	0	0	2	0	10.910	1.840	2.740	0.900
rxn03909	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)	2.2.1.7	OK	(1) Pyruvate[0] + (1) H+[0] + (1) Glyceraldehyde3-phosphate[0] => (1) CO2[0] + (1) 1-deoxy-D-xylulose5-phosphate[0]	-8.110	-7.670	-10.840	3.170	co2;h	5	5	C;H;O;P	R05636	R05636	1	7	0	0	3	0	10.840	0.440	2.730	3.170
rxn27845	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	OK	(1) Pyruvate[0] + (1) H+[0] + (1) Glyceraldehyde3-phosphate[0] => (1) CO2[0] + (1) 1-deoxy-D-xylulose5-phosphate[0]	-8.110	-7.670	-10.840	3.170	co2;h	5	5	C;H;O;P	R05636	R05636	1	7	0	0	3	0	10.840	0.440	2.730	3.170
rxn00876	butanoyl-CoA:glyoxylate C-butanoyltransferase (thioester-hydrolysing, 1-carboxypropyl-forming)	2.3.3.7	OK	(1) CoA[0] + (1) H+[0] + (1) 3-Ethylmalate[0] <= (1) H2O[0] + (1) Glyoxalate[0] + (1) Butyryl-CoA[0]	10.770	7.940	7.400	3.370	coa;h;h2o	6	25	C;H;N;O;P;S	R01180	R01180	1	1	0	6	5	0	10.770	2.830	3.370	0.540
rxn00957	4-hydroxybenzaldehyde:NAD+ oxidoreductase	1.2.1.28;1.2.1.64	OK	(1) H2O[0] + (1) NAD[0] + (1) p-Hydroxybenzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0]	-9.800	-8.290	-10.760	2.470	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01293	R01293	1	1	0	12	5	1	10.760	1.510	0.960	2.470
rxn31400	R_Glycolate_NAD__oxidoreductase	1.1.1.26;1.1.1.29;1.1.99.14	OK	(1) NAD[0] + (1) Glycolate[0] <= (1) NADH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.740	3.060	h;nad;nadh	5	21	C;H;N;O;P	R00717	R00717	1	6	0	10	5	1	10.740	2.860	3.060	0.200
rxn34300	glycolate dehydrogenase	1.1.1.26;1.1.1.29;1.1.99.14	OK	(1) NAD[0] + (1) Glycolate[0] <= (1) NADH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.740	3.060	h;nad;nadh	5	21	C;H;N;O;P	R00717	R00717	1	6	0	10	5	1	10.740	2.860	3.060	0.200
rxn00512	Glycolate:NAD+ oxidoreductase	1.1.1.26;1.1.1.29;1.1.99.14	OK	(1) NAD[0] + (1) Glycolate[0] <= (1) NADH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.740	3.060	h;nad;nadh	5	21	C;H;N;O;P	R00717	R00717	1	6	0	10	5	1	10.740	2.860	3.060	0.200
rxn00679	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)	2.3.3.5;4.1.3.31	OK	(1) CoA[0] + (1) H+[0] + (1) 2-Methylcitrate[0] <= (1) H2O[0] + (1) Oxaloacetate[0] + (1) Propionyl-CoA[0]	10.730	9.570	10.440	1.160	coa;h;h2o	6	24	C;H;N;O;P;S	R00931	R00931	1	5	0	6	5	0	10.730	1.160	0.290	0.870
rxn01896	2-hydroxymuconate-semialdehyde formylhydrolase	3.7.1.9	OK	(1) Formate[0] + (1) H+[0] + (1) Oxopent-4-enoate[0] <= (1) H2O[0] + (1) 2-Hydroxymuconic semialdehyde[0]	10.720	9.310	7.080	3.640	h;h2o	5	6	C;H;O	R02604	R02604	1	2	0	0	2	0	10.720	1.410	3.640	2.230
rxn15092	propanoyl-CoA:glyoxylate C-propanoyltransferase (thioester-hydrolysing, 2-carboxyethyl-forming)	2.3.3.11	OK	(1) CoA[0] + (1) H+[0] + (1) (R)-2-Hydroxyglutarate[0] <= (1) H2O[0] + (1) Glyoxalate[0] + (1) Propionyl-CoA[0]	8.960	10.700	10.430	1.740	coa;h;h2o	6	24	C;H;N;O;P;S	R00932	R00932	1	4	0	6	5	0	10.700	1.740	1.470	0.270
rxn35284	5-methyltetrahydropteroyltriglutamate---homocysteine S-methyltransferase	2.1.1.14	OK	(1) Homocysteine[0] + (1) 5-Methyltetrahydropteroyltri-L-glutamate[0] => (1) L-Methionine[0] + (1) Tetrahydropteroyltri-L-glutamate[0]	-6.410	-10.700	-8.420	4.290		4	30	C;H;N;O;S	R04405	R04405	1	27	0	6	1	0	10.700	4.290	2.010	2.280
rxn03915	2-formylbenzoate:NAD+ oxidoreductase	1.2.1.78	OK	(1) H2O[0] + (1) NAD[0] + (1) o-Formylbenzoic acid[0] <=> (1) NADH[0] + (2) H+[0] + (1) Phthalate[0]	-9.800	-9.070	-10.700	1.630	h;h2o;nad;nadh	6	21	C;H;N;O;P	R05643	R05643	1	1	0	12	5	1	10.700	0.730	0.900	1.630
rxn03052	5-Methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase	2.1.1.14	OK	(1) Homocysteine[0] + (1) 5-Methyltetrahydropteroyltri-L-glutamate[0] => (1) L-Methionine[0] + (1) Tetrahydropteroyltri-L-glutamate[0]	-6.410	-10.700	-8.420	4.290		4	30	C;H;N;O;S	R04405	R04405	1	27	0	6	1	0	10.700	4.290	2.010	2.280
rxn16251	R09414		CI:-2	(2) H+[0] + (1) 1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[0] <= (1) 6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[0]	9.580	10.670	9.870	1.090	h	3	17	C;H;O	R09414	R09414	1	1	0	6	2	0	10.670	1.090	0.290	0.800
rxn02617	L-Fuconate hydro-lyase	4.2.1.68	OK	(1) L-Fuconate[0] => (1) H2O[0] + (1) 2-Dehydro-3-deoxy-L-fuconate[0]	-8.170	-10.010	-10.670	2.500	h2o	3	6	C;H;O	R03688	R03688	1	1	0	0	2	0	10.670	1.840	2.500	0.660
rxn00351	gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)	6.3.2.3	OK	(1) ATP[0] + (1) Glycine[0] + (1) gamma-Glutamylcysteine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) GSH[0] + (1) H+[0]	-6.350	-6.230	-10.660	4.430	adp;atp;gsh;h;pi	7	10	C;H;N;O;P;S	R00497	R00497	1	2	0	6	4	0	10.660	0.120	4.310	4.430
rxn27892	glutathione synthase	6.3.2.3	OK	(1) ATP[0] + (1) Glycine[0] + (1) gamma-Glutamylcysteine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) GSH[0] + (1) H+[0]	-6.350	-6.230	-10.660	4.430	adp;atp;gsh;h;pi	7	10	C;H;N;O;P;S	R00497	R00497	1	2	0	6	4	0	10.660	0.120	4.310	4.430
rxn01053	(S)-lactaldehyde:NAD+ oxidoreductase	1.2.1.-;1.2.1.21;1.2.1.22	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Lactaldehyde[0] => (1) NADH[0] + (2) H+[0] + (1) L-Lactate[0]	-9.800	-10.650	-8.570	2.080	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01446	R01446	1	2	0	10	5	1	10.650	0.850	1.230	2.080
rxn30087	Aldehyde dehydrogenase 5, mitochondrial	1.2.1.-;1.2.1.21;1.2.1.22	OK	(1) H2O[0] + (1) NAD[0] + (1) L-Lactaldehyde[0] => (1) NADH[0] + (2) H+[0] + (1) L-Lactate[0]	-9.800	-10.650	-8.570	2.080	h;h2o;nad;nadh	6	21	C;H;N;O;P	R01446	R01446	1	2	0	10	5	1	10.650	0.850	1.230	2.080
rxn14397	7-isopropyl-4-methyloxepan-2-one lactonohydrolase	3.1.1.83	OK	(1) H2O[0] + (1) 7-Isopropyl-4-methyloxepan-2-one[0] => (1) H+[0] + (1) 6-Hydroxy-3,7-dimethyloctanoate[0]	-10.640	-10.550	-6.420	4.220	h;h2o	4	10	C;H;O	R08979	R08979	1	2	0	1	4	0	10.640	0.090	4.220	4.130
rxn39706	monoterpene epsilon-lactone hydrolase		OK	(1) H2O[0] + (1) (4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone[0] => (1) H+[0] + (1) (3R)-6-Hydroxy-3-isopropenyl-heptanoate[0]	-10.640	-10.550	-5.810	4.830	h;h2o	4	10	C;H;O	R06390	R06390	1	2	0	1	4	0	10.640	0.090	4.830	4.740
rxn15886	7-isopropyl-4-methyloxepan-2-one lactonohydrolase	3.1.1.83	OK	(1) H2O[0] + (1) Mentholactone[0] => (1) H+[0] + (1) 6-Hydroxy-3,7-dimethyloctanoate[0]	-10.640	-10.550	-6.420	4.220	h;h2o	4	10	C;H;O	R08979	R08979	1	2	0	1	4	0	10.640	0.090	4.220	4.130
rxn14136	4-isopropenyl-7-methyloxepan-2-one lactonohydrolase	3.1.1.83	OK	(1) H2O[0] + (1) (4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone[0] => (1) H+[0] + (1) (3S)-6-Hydroxy-3-isopropenyl-heptanoate[0]	-10.640	-10.550	-5.810	4.830	h;h2o	4	10	C;H;O	R06392	R06392	1	1	0	1	4	0	10.640	0.090	4.830	4.740
rxn00332	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating)	2.2.1.5	OK	(1) CO2[0] + (1) 2-Hydroxy-3-oxoadipate[0] <= (1) 2-Oxoglutarate[0] + (1) Glyoxalate[0] + (1) H+[0]	10.570	7.020	6.390	4.180	co2;h	5	6	C;H;O	R00474	R00474	1	1	0	0	3	0	10.570	3.550	4.180	0.630
rxn04926	R07123		MI:Cl:-1|CI:-1	(1) H+[0] + (1) Trichloroacetate[0] <= (1) Dichloroacetate[0]	7.060	6.630	10.550	3.920	h	3	2	C;Cl;H;O	R07123	R07123	1	1	0	0	1	0	10.550	0.430	3.490	3.920
rxn00324	glycolate:NADP+ oxidoreductase	1.1.1.26;1.1.1.79	OK	(1) NADP[0] + (1) Glycolate[0] <= (1) NADPH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.160	2.860	h;nadp;nadph	5	21	C;H;N;O;P	R00465	R00465	1	3	0	10	5	1	10.540	2.860	2.480	0.380
rxn32871	Glyoxylate reductase (NADP+)	1.1.1.26;1.1.1.79	OK	(1) NADP[0] + (1) Glycolate[0] <= (1) NADPH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.160	2.860	h;nadp;nadph	5	21	C;H;N;O;P	R00465	R00465	1	3	0	10	5	1	10.540	2.860	2.480	0.380
rxn27915	Glyoxylate reductase (NADP+)	1.1.1.26;1.1.1.79	OK	(1) NADP[0] + (1) Glycolate[0] <= (1) NADPH[0] + (1) Glyoxalate[0] + (1) H+[0]	7.680	10.540	10.160	2.860	h;nadp;nadph	5	21	C;H;N;O;P	R00465	R00465	1	3	0	10	5	1	10.540	2.860	2.480	0.380
rxn27667	Acetolactate synthase	2.2.1.6	OK	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	co2;h	5	6	C;H;O	R08648	R08648	1	4	0	0	3	0	10.530	4.700	3.680	1.020
rxn08043	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	2.2.1.6	OK	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	co2;h	5	6	C;H;O	R08648	R08648	1	4	0	0	3	0	10.530	4.700	3.680	1.020
rxn30144	Acetolactate synthase catalytic subunit, mitochondrial	2.2.1.6	OK	(1) CO2[0] + (1) ALCTT[0] <= (2) Pyruvate[0] + (1) H+[0]	10.530	8.270	5.710	4.820	co2;h	4	5	C;H;O	R00006	R00006	1	3	0	0	3	0	10.530	2.260	4.820	2.560
rxn30333	2-aceto-2-hydroxybutanoate synthase, mitochondrial	2.2.1.6	OK	(1) Pyruvate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] => (1) CO2[0] + (1) 2-Aceto-2-hydroxybutanoate[0]	-10.530	-5.830	-6.850	4.700	co2;h	5	6	C;H;O	R08648	R08648	1	4	0	0	3	0	10.530	4.700	3.680	1.020
rxn00003	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	2.2.1.6	OK	(1) CO2[0] + (1) ALCTT[0] <= (2) Pyruvate[0] + (1) H+[0]	10.530	8.270	5.710	4.820	co2;h	4	5	C;H;O	R00006	R00006	1	3	0	0	3	0	10.530	2.260	4.820	2.560
