radius	group	feature_index	coefficient_kJ_per_mol	used_in_training	n_training_compounds	n_all_modelseed_compounds
2	CSCCO	18997	0	0	0	9
2	CSCCS	18998	0	0	0	22
2	CSCC[NH+]	18999	0	0	0	1
2	CSCC[NH2+]	19000	0	0	0	2
2	CSCC[NH3+]	19001	0	0	0	14
2	CSCCn	19002	0	0	0	1
2	CSCF	19003	0	0	0	1
2	CSCN(C)C	19004	0	0	0	4
2	CSCN(N)C	19005	0	0	0	1
2	CSCN(c)C	19006	0	0	0	1
2	CSCO	19007	0	0	0	3
2	CSCON	19008	0	0	0	1
2	CSCS	19009	0	0	0	2
2	CSCSC	19010	0	0	0	1
2	CSCSP	19011	0	0	0	2
2	CSC[C@@H](C)C	19012	0	0	0	2
2	CSC[C@@H](C)N	19013	0.09684135104	1	1	40
2	CSC[C@@H](C)O	19014	0	0	0	1
2	CSC[C@@H](C)[NH3+]	19015	0	0	0	25
2	CSC[C@@H]([NH3+])C	19016	0	0	0	2
2	CSC[C@@H](c)N	19017	0	0	0	1
2	CSC[C@@H](c)S	19018	0	0	0	1
2	CSC[C@@H](n)O	19019	0	0	0	2
2	CSC[C@@](C)(C)N	19020	0	0	0	2
2	CSC[C@H](C)N	19021	0	0	0	23
2	CSC[C@H](C)O	19022	3.908993134	1	3	18
2	CSC[C@H](N)C	19023	0	0	0	5
2	CSCc(c)c	19024	0	0	0	10
2	CSN(C(=O)C)C(=O)C	19025	0	0	0	2
2	CSN=O	19026	0	0	0	1
2	CSNO	19027	0	0	0	1
2	CSO	19028	0	0	0	10
2	CSP	19029	0	0	0	2
2	CSP(=O)([O-])OP	19030	0	0	0	2
2	CSP(=O)([O-])SC	19031	0	0	0	2
2	CSP(=O)([O-])[O-]	19032	0	0	0	2
2	CSP(N)(=O)O	19033	0	0	0	2
2	CSS	19034	0	0	0	11
2	CSS(=O)(=O)C=C	19035	0	0	0	1
2	CSS(=O)(=O)[O-]	19036	0	0	0	4
2	CSS(=O)/C=C	19037	0	0	0	1
2	CSS(=O)[C@@](C)(C)C	19038	0	0	0	1
2	CSS(=O)[C@](C)(C)C	19039	0	0	0	1
2	CSS(=O)[O-]	19040	0	0	0	1
2	CSS(C)(=O)=O	19041	0	0	0	1
2	CSS(C)=O	19042	0	0	0	1
2	CSS/C(=C)C	19043	0	0	0	2
2	CSSC	19044	0	0	0	3
2	CSSC(C)(C)C	19045	0	0	0	2
2	CSSC(C)C	19046	-0.1674814668	1	1	2
2	CSSC(N)=S	19047	0	0	0	2
2	CSSC(N)=[NH2+]	19048	0	0	0	1
2	CSSC(O)=S	19049	0	0	0	2
2	CSSCC	19050	3.61801484	1	3	26
2	CSSCS	19051	0	0	0	1
2	CSSS	19052	0	0	0	2
2	CSSSC	19053	0	0	0	5
2	CSSSS	19054	0	0	0	1
2	CSS[C@@H](C)C	19055	0	0	0	2
2	CSS[C@H](C)C	19056	-1.176414079	1	1	6
2	CS[As](=O)([O-])O	19057	0	0	0	1
2	CS[As](C)C	19058	0	0	0	1
2	CS[As](C)SC	19059	0	0	0	1
2	CS[As](O)SC	19060	0	0	0	1
2	CS[As](SC)SC	19061	0	0	0	2
2	CS[C@@H](C(=O)[O-])[C@H](C)N	19062	0	0	0	1
2	CS[C@@H](C)S	19063	0	0	0	1
2	CS[C@@H](CC)CC	19064	0	0	0	2
2	CS[C@@H](CC)C[NH2+]	19065	0	0	0	3
2	CS[C@@H](CC)[C@@](C)(C)C	19066	0	0	0	1
2	CS[C@@H](OC)[C@@H](O)C	19067	0	0	0	2
2	CS[C@@H](OC)[C@H](O)C	19068	0	0	0	15
2	CS[C@@H]([C@H](C)N)N(C)C	19069	0	0	0	1
2	CS[C@@H](c(c)c)[C@H](C)N	19070	0	0	0	1
2	CS[C@@H]1[C@@H](C)CN1C	19071	0	0	0	2
2	CS[C@@H]1[C@H](C)CN1C	19072	0	0	0	1
2	CS[C@@H]1[C@H](I)CN1C	19073	0	0	0	1
2	CS[C@@H]1[C@H](N)CN1C	19074	1.761409574	1	2	47
2	CS[C@@H]1[C@H]([NH+])CN1C	19075	0	0	0	1
2	CS[C@@H]1[C@H]([NH3+])CN1C	19076	-1.761409574	1	1	1
2	CS[C@@](CN)(C(=O)N)c(c)c	19077	0	0	0	1
2	CS[C@H](C(=O)[O-])N=C	19078	0	0	0	1
2	CS[C@H](C)O	19079	0	0	0	9
2	CS[C@H](CO)OC	19080	0	0	0	2
2	CS[C@H](C[NH+])C(C)C	19081	0	0	0	1
2	CS[C@H](OC)[C@H](O)C	19082	0	0	0	69
2	CS[C@H]([C@@H](C)N)N(C)C	19083	0	0	0	2
2	CS[C@H]([NH3+])C(=O)[O-]	19084	0	0	0	1
2	CS[C@H](c(c)c)CS	19085	0	0	0	1
2	CS[C@H]1[C@H](N)CN1C	19086	0	0	0	1
2	CS[C@](C(=O)C)([C@@H](C)C)[C@](C)(C)C	19087	0	0	0	1
2	CS[SeH]	19088	0	0	0	1
2	CS[Se](SC)(SC)SC	19089	0	0	0	2
2	CS[Se]SC	19090	0	0	0	1
2	CSc([nH]c)c(c)C	19091	0	0	0	1
2	CSc(cc)cc	19092	0	0	0	3
2	CSc(n)n	19093	0	0	0	13
2	CSc(n)s	19094	0	0	0	1
2	CSc(nc)sc	19095	0	0	0	1
2	CSc(nn)n(C)n	19096	0	0	0	14
2	C[As+](C)(C)C	19097	0	0	0	2
2	C[As+](C)(C)CC(=O)[O-]	19098	0	0	0	1
2	C[As+](C)(C)CCO	19099	0	0	0	1
2	C[AsH]C	19100	0	0	0	1
2	C[As](=O)([O-])O	19101	0	0	0	3
2	C[As](C)(=O)CC	19102	0	0	0	6
2	C[As](C)(=O)C[C@H](C)O	19103	0	0	0	6
2	C[As](C)(=O)[O-]	19104	0	0	0	1
2	C[As](C)(=S)[S-]	19105	0	0	0	1
2	C[As](C)(C)=O	19106	0	0	0	7
2	C[As](C)([O-])=S	19107	0	0	0	1
2	C[As](C)C	19108	0	0	0	1
2	C[As](C)O	19109	0	0	0	1
2	C[As](C)O[As](C)O	19110	0	0	0	1
2	C[As](C)O[As](C)S	19111	0	0	0	1
2	C[As](C)S	19112	0	0	0	1
2	C[As](C)SCC	19113	0	0	0	1
2	C[As](C)S[As](C)S	19114	0	0	0	1
2	C[As](C)[As](C[As])S[As]	19115	0	0	0	2
2	C[As](O)(=S)[S-]	19116	0	0	0	1
2	C[As](O)C[As](C)O	19117	0	0	0	1
2	C[As](O)C[As](C)[As]	19118	0	0	0	1
2	C[As](O)C[As](O)O	19119	0	0	0	1
2	C[As](O)C[As](S)[As]	19120	0	0	0	1
2	C[As](O)O	19121	0	0	0	2
2	C[As](O)O[As](C)O	19122	0	0	0	1
2	C[As](O)S[As](C)[As]	19123	0	0	0	1
2	C[As](S)C[As](C)[As]	19124	0	0	0	1
2	C[As](S)C[As](S)[As]	19125	0	0	0	1
2	C[As](S)S	19126	0	0	0	1
2	C[As](S)SCC	19127	0	0	0	1
2	C[As](S)S[As](C)[As]	19128	0	0	0	1
2	C[As](S)[As](C[As])C[As]	19129	0	0	0	2
2	C[As]([As])C[As](O)S	19130	0	0	0	1
2	C[As]([As])C[As](S)S	19131	0	0	0	1
2	C[As]([O-])(O)=S	19132	0	0	0	1
2	C[B-](c)(c)c(cc)cc	19133	0	0	0	1
2	C[C+](C)C	19134	0	0	0	1
2	C[C+](C)[C@H](C)C	19135	0	0	0	1
2	C[C+](C)[N](C(=C)C)[Fe-2]([n])([n])[N+]	19136	0	0	0	4
2	C[C+](C)[N](C(=C)C)[Ni-2]([n])([n])[N+]	19137	0	0	0	2
2	C[C+](N)[O]	19138	0	0	0	1
2	C[C+](N)[O][Fe-3]([O])([O])([O])([O+])[O+]	19139	0	0	0	2
2	C[C+]([N])C(=O)[C@](C)(C)C	19140	0	0	0	1
2	C[C+]([N])C=c(c)[n]	19141	0	0	0	1
2	C[C+]([N])[C@@H](CC)[C@](C)(C)C	19142	0	0	0	3
2	C[C+]([O])N(CC)[O][Fe-3]	19143	0	0	0	1
2	C[C+]([O][Fe-3])N(C)[O]	19144	0	0	0	1
2	C[C-](C)C(=O)C(O)=C	19145	0	0	0	1
2	C[C-](C)C(=O)c(c)c	19146	0	0	0	2
2	C[C-](C)[N+]#N	19147	0	0	0	1
2	C[C-](C)[N+](=O)[O-]	19148	0	0	0	4
2	C[C-](CC(C)=O)C	19149	0	0	0	2
2	C[C-](CCC)C	19150	0	0	0	1
2	C[C-](N)C(=O)N(C)c	19151	0	0	0	1
2	C[C-](N)C(=O)N(c)c	19152	0	0	0	1
2	C[C-](N)Sc(c)c	19153	0	0	0	1
2	C[C-](NC(N)=O)C	19154	0	0	0	1
2	C[C-](O)C	19155	0	0	0	1
2	C[C-](O)C(=O)C=C	19156	0	0	0	1
2	C[C-](S)Nc(c)c	19157	0	0	0	1
2	C[C-]([N+]#N)C	19158	0	0	0	1
2	C[C-]([N+](=O)[O-])C	19159	0	0	0	3
2	C[C-]([N+])C(=O)[O-]	19160	0	0	0	2
2	C[C-]([N+])C(=O)c(c)c	19161	0	0	0	1
2	C[C-]([N+])CC(=O)[O-]	19162	0	0	0	2
2	C[C-]([N+])CC[N+]	19163	0	0	0	1
2	C[C-]([N+])C[C-]([N+])C	19164	0	0	0	1
2	C[C-]([N+])[C@@H](C)O	19165	0	0	0	1
2	C[C-]([NH3+])C	19166	0	0	0	1
2	C[C-]([NH3+])C(=S)/C(=C)N	19167	0	0	0	1
2	C[C-](c(cc)[nH+]c)C	19168	0	0	0	1
2	C[C-](c(cc)cc)C	19169	0	0	0	2
2	C[C-](c)C(=O)C(O)=C	19170	0	0	0	1
2	C[C-](c)C(=O)c(c)c	19171	0	0	0	2
2	C[C@@H](/C(=N)C)[C@@H](O)C	19172	0	0	0	1
2	C[C@@H](/C(C)=C/C)C	19173	0	0	0	3
2	C[C@@H](/C(C)=C\C)C	19174	0	0	0	2
2	C[C@@H](/C=C/C)C	19175	0	0	0	5
2	C[C@@H](/C=C/C)[NH+]	19176	0	0	0	1
2	C[C@@H](/C=C/Cl)C	19177	0	0	0	1
2	C[C@@H](/C=C\C)C	19178	0	0	0	1
2	C[C@@H](/[NH+]=C/N)C	19179	0	0	0	1
2	C[C@@H](Br)C	19180	0	0	0	7
2	C[C@@H](Br)C(C)(C)Cl	19181	0	0	0	1
2	C[C@@H](Br)C(C)(C)OC	19182	0	0	0	2
2	C[C@@H](Br)[C@H](O)[C@@](C)(C)C	19183	0	0	0	1
2	C[C@@H](C#N)C	19184	0	0	0	1
2	C[C@@H](C(=C(C)C)CC)O	19185	0	0	0	1
2	C[C@@H](C(=C)C)C	19186	0	0	0	2
2	C[C@@H](C(=O)C)C(=O)N	19187	0	0	0	2
2	C[C@@H](C(=O)C)[C@@H](O)C	19188	0	0	0	36
2	C[C@@H](C(=O)C)[C@H](C)N	19189	0	0	0	1
2	C[C@@H](C(=O)CC)C	19190	0	0	0	7
2	C[C@@H](C(=O)CO)C	19191	0	0	0	2
2	C[C@@H](C(=O)CO)O	19192	0	0	0	2
2	C[C@@H](C(=O)N(C)C)C	19193	0	0	0	1
2	C[C@@H](C(=O)N(C)C)N	19194	0	0	0	13
2	C[C@@H](C(=O)N(C)C)[NH2+]	19195	0	0	0	3
2	C[C@@H](C(=O)N(C)O)N	19196	0	0	0	1
2	C[C@@H](C(=O)N)[C@@](C)(C)O	19197	0	0	0	1
2	C[C@@H](C(=O)NC)C	19198	0	0	0	13
2	C[C@@H](C(=O)NC)N	19199	0	0	0	54
2	C[C@@H](C(=O)NC)[NH+]	19200	0	0	0	15
2	C[C@@H](C(=O)NC)[NH2+]	19201	0	0	0	10
2	C[C@@H](C(=O)O)N	19202	0	0	0	1
2	C[C@@H](C(=O)O)O	19203	0	0	0	3
2	C[C@@H](C(=O)O)[C@@H](C)C	19204	0	0	0	2
2	C[C@@H](C(=O)O)[C@@H](O)C	19205	0	0	0	39
2	C[C@@H](C(=O)O)[C@@](C)(O)C	19206	0	0	0	2
2	C[C@@H](C(=O)O)[C@@](O)(C)C	19207	0	0	0	1
2	C[C@@H](C(=O)OC)C	19208	0	0	0	35
2	C[C@@H](C(=O)OC)N	19209	0	0	0	3
2	C[C@@H](C(=O)OP)N	19210	0	0	0	4
2	C[C@@H](C(=O)S)[C@@](C)(C)S	19211	0	0	0	1
2	C[C@@H](C(=O)[C@](C)(C)C)C	19212	0	0	0	1
2	C[C@@H](C(=O)[O-])C	19213	0	0	0	88
2	C[C@@H](C(=O)[O-])C(=O)S	19214	1.718463234	1	1	1
2	C[C@@H](C(=O)[O-])N	19215	7.530602114	1	2	111
2	C[C@@H](C(=O)[O-])O	19216	-4.084044964	1	6	324
2	C[C@@H](C(=O)[O-])[C@@H](C)O	19217	0	0	0	3
2	C[C@@H](C(=O)[O-])[C@H](C)O	19218	0	0	0	2
2	C[C@@H](C(=O)[O-])[N+]	19219	0	0	0	17
2	C[C@@H](C(=O)[O-])[NH+]	19220	0	0	0	6
2	C[C@@H](C(=O)[O-])[NH2+]	19221	-3.268564489	1	3	43
2	C[C@@H](C(=O)c(c)c)C	19222	0	0	0	1
2	C[C@@H](C(C)(C)C)C	19223	0	0	0	2
2	C[C@@H](C(C)(C)C)O	19224	0	0	0	12
2	C[C@@H](C(C)(C)O)C	19225	0	0	0	20
2	C[C@@H](C(C)(C)O)O	19226	0	0	0	33
2	C[C@@H](C(C)(C)OC)C	19227	0	0	0	9
2	C[C@@H](C(C)(C)OC)O	19228	0	0	0	3
2	C[C@@H](C(C)=O)[C@H](C)O	19229	0	0	0	1
2	C[C@@H](C(C)C)C	19230	0	0	0	11
2	C[C@@H](C(C)C)C(C)(O)O	19231	0	0	0	7
2	C[C@@H](C(C)C)N	19232	0	0	0	10
2	C[C@@H](C(C)C)O	19233	0	0	0	7
2	C[C@@H](C(C)C)[C@](C)(O)O	19234	0	0	0	4
2	C[C@@H](C(C)C)[C@](C)([NH2+])O	19235	0	0	0	1
2	C[C@@H](C(C)CC)O	19236	0	0	0	1
2	C[C@@H](C(C)O)C	19237	0	0	0	1
2	C[C@@H](C(C=O)C(=O)O)C	19238	0	0	0	2
2	C[C@@H](C(N)=O)C	19239	0	0	0	2
2	C[C@@H](C(N)=O)C(C)O	19240	0	0	0	1
2	C[C@@H](C(N)=O)N	19241	0	0	0	2
2	C[C@@H](C(N)=O)O	19242	0	0	0	9
2	C[C@@H](C(N)=O)[NH2+]	19243	0	0	0	3
2	C[C@@H](C(O)C(=O)[O-])N	19244	0	0	0	1
2	C[C@@H](C(O)C(=O)[O-])O	19245	0	0	0	1
2	C[C@@H](C(O)CC)O	19246	0	0	0	1
2	C[C@@H](C(O)CO)O	19247	0	0	0	3
2	C[C@@H](C(O)N(C)C)N	19248	0	0	0	1
2	C[C@@H](C(O)N(C)C)[NH+]	19249	0	0	0	1
2	C[C@@H](C(O)O)O	19250	0	0	0	1
2	C[C@@H](C([NH3+])CO)O	19251	0	0	0	3
2	C[C@@H](C)/C(=C(\C)N)c(c)[nH]	19252	0	0	0	1
2	C[C@@H](C)/C(=C(\C)N)c(c)[n]	19253	0	0	0	10
2	C[C@@H](C)/C(=C/C)[C@@H](C)C	19254	0	0	0	7
2	C[C@@H](C)/C(=C/C)[C@@H](O)O	19255	0	0	0	1
2	C[C@@H](C)/C(=C/C)[C@H](C)C	19256	0	0	0	1
2	C[C@@H](C)/C(=C\C)C(C)(O)C	19257	0	0	0	8
2	C[C@@H](C)/C(=C\C)C[N+]	19258	0	0	0	2
2	C[C@@H](C)/C(=C\C)C[NH+]	19259	0	0	0	2
2	C[C@@H](C)/C(=C\C)[C@@H](C)C	19260	0	0	0	1
2	C[C@@H](C)/C(=C\C)[C@@H](O)O	19261	0	0	0	3
2	C[C@@H](C)/C(=C\C)[C@H](O)O	19262	0	0	0	3
2	C[C@@H](C)/C(=C\C)[C@](C)(O)C	19263	0	0	0	1
2	C[C@@H](C)/C(=C\O)C(=O)O	19264	0	0	0	9
2	C[C@@H](C)/C(C=O)=C\C	19265	0	0	0	3
2	C[C@@H](C)/C=C(\C)C	19266	0	0	0	4
2	C[C@@H](C)/C=C/C	19267	0	0	0	32
2	C[C@@H](C)/C=C/N	19268	0	0	0	1
2	C[C@@H](C)/C=C/O	19269	0	0	0	1
2	C[C@@H](C)/[N+](=C\C)c(c)c	19270	0	0	0	2
2	C[C@@H](C)C	19271	-0.8033533107	1	5	1378
2	C[C@@H](C)C(=C(C)C)C(O)C	19272	0	0	0	1
2	C[C@@H](C)C(=C(C)C)CC	19273	0	0	0	2
2	C[C@@H](C)C(=C(C)[NH])c(c)[n]	19274	0	0	0	1
2	C[C@@H](C)C(=C(C)[N])c(c)[n]	19275	0	0	0	21
2	C[C@@H](C)C(=C)C(=O)O	19276	0	0	0	1
2	C[C@@H](C)C(=C)[C@@H](O)C	19277	0	0	0	1
2	C[C@@H](C)C(=C)[C@H](O)C	19278	0	0	0	1
2	C[C@@H](C)C(=CC)/C=C	19279	0	0	0	1
2	C[C@@H](C)C(=CC)C(=O)C	19280	0	0	0	12
2	C[C@@H](C)C(=CC)C(C)(C)C	19281	0	0	0	2
2	C[C@@H](C)C(=CC)CC	19282	0	0	0	3
2	C[C@@H](C)C(=CC)[C@@](C)(C)C	19283	0	0	0	2
2	C[C@@H](C)C(=CC)[C@](C)(C)C	19284	0	0	0	1
2	C[C@@H](C)C(=CC)[C@](C)(C)[NH+]	19285	0	0	0	1
2	C[C@@H](C)C(=CN)[C@@H](C)O	19286	0	0	0	1
2	C[C@@H](C)C(=CN)[C@H](C)O	19287	0	0	0	1
2	C[C@@H](C)C(=CO)C(=O)N	19288	0	0	0	9
2	C[C@@H](C)C(=CO)C(=O)O	19289	0	0	0	3
2	C[C@@H](C)C(=NC)S(=O)C	19290	0	0	0	1
2	C[C@@H](C)C(=O)C(=O)[O-]	19291	0	0	0	4
2	C[C@@H](C)C(=O)C=C	19292	0	0	0	2
2	C[C@@H](C)C(=O)CC	19293	0	0	0	55
2	C[C@@H](C)C(=O)NC	19294	0	0	0	10
2	C[C@@H](C)C(=O)NO	19295	0	0	0	1
2	C[C@@H](C)C(=O)OC	19296	0	0	0	72
2	C[C@@H](C)C(=O)OP	19297	0	0	0	1
2	C[C@@H](C)C(=O)SC	19298	-2.08157037	1	1	3
2	C[C@@H](C)C(=O)[C@@H](C)C	19299	0	0	0	1
2	C[C@@H](C)C(=O)[C@@H](O)C	19300	0	0	0	2
2	C[C@@H](C)C(=O)[C@@](C)(C)C	19301	0	0	0	3
2	C[C@@H](C)C(=O)[C@@](C)(O)C	19302	0	0	0	4
2	C[C@@H](C)C(=O)[C@@](O)(C)C	19303	0	0	0	1
2	C[C@@H](C)C(=O)[C@H](C)C	19304	0	0	0	4
2	C[C@@H](C)C(=O)[C@H](C)O	19305	0	0	0	2
2	C[C@@H](C)C(=O)[C@H](O)C	19306	0	0	0	3
2	C[C@@H](C)C(=O)[C@](C)(C)C	19307	0	0	0	5
2	C[C@@H](C)C(=O)[C@](N)(c)C	19308	0	0	0	2
2	C[C@@H](C)C(=O)[C@](O)(C)C	19309	0	0	0	1
2	C[C@@H](C)C(=O)[C@]([N+])(c)C	19310	0	0	0	1
2	C[C@@H](C)C(=O)[O-]	19311	1.13265401	1	4	54
2	C[C@@H](C)C(=O)c(c)c	19312	0	0	0	4
2	C[C@@H](C)C(C(=O)O)(CO)[C@@](c)(C)C	19313	0	0	0	1
2	C[C@@H](C)C(C(=O)O)=CN	19314	0	0	0	1
2	C[C@@H](C)C(C(=O)O)=CO	19315	0	0	0	56
2	C[C@@H](C)C(C(=O)O)[C@@H](C)N	19316	0	0	0	1
2	C[C@@H](C)C(C(=O)[O-])=CC	19317	0	0	0	1
2	C[C@@H](C)C(C(=O)[O-])=CO	19318	0	0	0	15
2	C[C@@H](C)C(C(C)C)[C@](C)(C)C	19319	0	0	0	1
2	C[C@@H](C)C(C(C)[NH+])[C@@](C)(C)C	19320	0	0	0	1
2	C[C@@H](C)C(C(N)=O)=CC	19321	0	0	0	1
2	C[C@@H](C)C(C)(C)/C(=C)N	19322	0	0	0	1
2	C[C@@H](C)C(C)(C)/C(=C)[NH+]	19323	0	0	0	1
2	C[C@@H](C)C(C)(C)C(=C)[N+]	19324	0	0	0	52
2	C[C@@H](C)C(C)(C)C(=C)[N]	19325	0	0	0	2
2	C[C@@H](C)C(C)(C)C(=O)C	19326	0	0	0	3
2	C[C@@H](C)C(C)(C)C(=O)O	19327	0	0	0	1
2	C[C@@H](C)C(C)(C)CC	19328	0	0	0	8
2	C[C@@H](C)C(C)(C)O	19329	0	0	0	1
2	C[C@@H](C)C(C)(C)OC	19330	0	0	0	12
2	C[C@@H](C)C(C)(C)[C@@H](C)C	19331	0	0	0	2
2	C[C@@H](C)C(C)(C)[C@@H](O)C	19332	0	0	0	4
2	C[C@@H](C)C(C)(C)[C@@H]([NH+])C	19333	0	0	0	1
2	C[C@@H](C)C(C)(C)[C@@](C)(C)C	19334	0	0	0	1
2	C[C@@H](C)C(C)(C)[C@H](Br)C	19335	0	0	0	1
2	C[C@@H](C)C(C)(C)[C@H](C)C	19336	0	0	0	2
2	C[C@@H](C)C(C)(C)[C@H](O)C	19337	0	0	0	13
2	C[C@@H](C)C(C)(CC)C(=O)O	19338	0	0	0	1
2	C[C@@H](C)C(C)(CO)[C@H](O)C	19339	0	0	0	1
2	C[C@@H](C)C(C)(O)C(=O)[O-]	19340	-5.841951222	1	1	1
2	C[C@@H](C)C(C)=CC	19341	0	0	0	3
2	C[C@@H](C)C(C)=O	19342	0	0	0	1
2	C[C@@H](C)C(C)C	19343	0	0	0	6
2	C[C@@H](C)C(C=C)[C@](C)(O)C	19344	0	0	0	1
2	C[C@@H](C)C(C=O)=CO	19345	0	0	0	4
2	C[C@@H](C)C(C=O)C(=O)O	19346	0	0	0	2
2	C[C@@H](C)C(CC)C(=O)C	19347	0	0	0	1
2	C[C@@H](C)C(CC)CC	19348	0	0	0	5
2	C[C@@H](C)C(CC)[C@@H](C)C	19349	0	0	0	7
2	C[C@@H](C)C(CC)[NH+](C)C	19350	0	0	0	3
2	C[C@@H](C)C(CO)=CC	19351	0	0	0	6
2	C[C@@H](C)C(CO)=CO	19352	0	0	0	8
2	C[C@@H](C)C(CO)[C@@H](C)[NH+]	19353	0	0	0	1
2	C[C@@H](C)C(O)(C(=C)C)CC	19354	0	0	0	1
2	C[C@@H](C)C(O)(CC)[C@@](C)(C)C	19355	0	0	0	1
2	C[C@@H](C)C(O)(CO)C(=O)O	19356	0	0	0	1
2	C[C@@H](C)C(O)C(=O)C	19357	0	0	0	1
2	C[C@@H](C)C(O)CC	19358	0	0	0	1
2	C[C@@H](C)C(O)[C@H](O)C	19359	0	0	0	1
2	C[C@@H](C)C(O)[NH+](C)C	19360	0	0	0	1
2	C[C@@H](C)C(O)c(c)c	19361	0	0	0	2
2	C[C@@H](C)C([C@@](C)(C)C)[C@@](C)(C)C	19362	0	0	0	1
2	C[C@@H](C)C([C@H](C)N)[C@@H](O)C	19363	0	0	0	1
2	C[C@@H](C)C([C@](C)(C)C)[C@](C)(C)C	19364	0	0	0	1
2	C[C@@H](C)C([NH+](C)C)[C@](C)(C)C	19365	0	0	0	2
2	C[C@@H](C)C/C(C)=C	19366	0	0	0	2
2	C[C@@H](C)C/C=C	19367	0	0	0	13
2	C[C@@H](C)C1(C)OC1C	19368	0	0	0	1
2	C[C@@H](C)C1(CC)CO1	19369	0	0	0	3
2	C[C@@H](C)C1(CC1)[C@@](C)(O)C	19370	0	0	0	1
2	C[C@@H](C)C1OC1C	19371	0	0	0	1
2	C[C@@H](C)C=C	19372	0	0	0	1
2	C[C@@H](C)C=C(C)C	19373	0	0	0	5
2	C[C@@H](C)C=C(C)O	19374	0	0	0	1
2	C[C@@H](C)C=CC	19375	0	0	0	36
2	C[C@@H](C)C=CO	19376	0	0	0	3
2	C[C@@H](C)C=O	19377	0	0	0	11
2	C[C@@H](C)CC	19378	0	0	0	32
2	C[C@@H](C)CC(=C)C	19379	0	0	0	4
2	C[C@@H](C)CC(=O)C	19380	0	0	0	39
2	C[C@@H](C)CC(=O)N	19381	0	0	0	4
2	C[C@@H](C)CC(=O)O	19382	0	0	0	25
2	C[C@@H](C)CC(=O)S	19383	0	0	0	1
2	C[C@@H](C)CC(=O)[O-]	19384	0	0	0	16
2	C[C@@H](C)CC(C)(C)C	19385	0	0	0	151
2	C[C@@H](C)CC(C)(O)O	19386	0	0	0	2
2	C[C@@H](C)CC(C)=O	19387	0	0	0	3
2	C[C@@H](C)CC(C)C	19388	0	0	0	6
2	C[C@@H](C)CC(C)O	19389	0	0	0	3
2	C[C@@H](C)CC(N)=O	19390	0	0	0	1
2	C[C@@H](C)CC(O)C	19391	0	0	0	3
2	C[C@@H](C)CC(O)O	19392	0	0	0	1
2	C[C@@H](C)CC=C	19393	0	0	0	40
2	C[C@@H](C)CC=N	19394	0	0	0	1
2	C[C@@H](C)CC=O	19395	0	0	0	4
2	C[C@@H](C)CC=[N+]	19396	0	0	0	1
2	C[C@@H](C)CCC	19397	-0.3057061174	1	2	1226
2	C[C@@H](C)CCN	19398	0	0	0	3
2	C[C@@H](C)CCO	19399	0	0	0	38
2	C[C@@H](C)CC[N+]	19400	0	0	0	3
2	C[C@@H](C)CC[NH+]	19401	0	0	0	14
2	C[C@@H](C)CC[NH2+]	19402	0	0	0	1
2	C[C@@H](C)CC[NH3+]	19403	0	0	0	2
2	C[C@@H](C)CN(C)C	19404	0	0	0	1
2	C[C@@H](C)CO	19405	0	0	0	20
2	C[C@@H](C)COC	19406	0	0	0	42
2	C[C@@H](C)COP	19407	0	0	0	1
2	C[C@@H](C)CP(C)(=O)O	19408	0	0	0	1
2	C[C@@H](C)C[C@@H](C)C	19409	0	0	0	72
2	C[C@@H](C)C[C@@H](C)N	19410	0	0	0	12
2	C[C@@H](C)C[C@@H](C)O	19411	0	0	0	72
2	C[C@@H](C)C[C@@H](C)[N+]	19412	0	0	0	5
2	C[C@@H](C)C[C@@H](C)[NH+]	19413	0	0	0	15
2	C[C@@H](C)C[C@@H](C)[NH2+]	19414	0	0	0	1
2	C[C@@H](C)C[C@@H](Cl)C	19415	0	0	0	2
2	C[C@@H](C)C[C@@H](F)C	19416	0	0	0	1
2	C[C@@H](C)C[C@@H](N)O	19417	0	0	0	3
2	C[C@@H](C)C[C@@H](O)C	19418	0	0	0	84
2	C[C@@H](C)C[C@@H]([NH+])C	19419	0	0	0	1
2	C[C@@H](C)C[C@@H](c)N	19420	0	0	0	11
2	C[C@@H](C)C[C@@H](c)[N+]	19421	0	0	0	1
2	C[C@@H](C)C[C@@](C)(C)C	19422	0	0	0	40
2	C[C@@H](C)C[C@@](C)(C)O	19423	0	0	0	2
2	C[C@@H](C)C[C@@](C)(O)C	19424	0	0	0	7
2	C[C@@H](C)C[C@@](O)(C)C	19425	0	0	0	5
2	C[C@@H](C)C[C@@](O)(C)O	19426	0	0	0	1
2	C[C@@H](C)C[C@H](C)C	19427	0	0	0	111
2	C[C@@H](C)C[C@H](C)N	19428	0	0	0	8
2	C[C@@H](C)C[C@H](C)O	19429	0	0	0	76
2	C[C@@H](C)C[C@H](Cl)C	19430	0	0	0	2
2	C[C@@H](C)C[C@H](N)C	19431	0	0	0	1
2	C[C@@H](C)C[C@H](O)C	19432	0	0	0	239
2	C[C@@H](C)C[C@H]([N+])C	19433	0	0	0	2
2	C[C@@H](C)C[C@](C)(C)C	19434	0	0	0	38
2	C[C@@H](C)C[C@](C)(C)O	19435	0	0	0	6
2	C[C@@H](C)C[C@](C)(O)C	19436	0	0	0	1
2	C[C@@H](C)C[C@](C)(c)c	19437	0	0	0	3
2	C[C@@H](C)C[C@](O)(C)C	19438	0	0	0	12
