rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel	diff	absdiff
rxn01372	N-Phosphocreatine hydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01550[0] => (1) cpd00009[0] + (1) cpd00250[0]	(1) H2O[0] + (1) Phosphocreatine[0] => (1) Phosphate[0] + (1) Creatine[0]	3.9.1.1	3	1	-8.7400	-9.4100	-9.5500	3	1	R01882	R01882	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	4	209.0000	13	0	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.6700	0.8100	0.1400	0.8100	-9.2333	0.8100	1	1	0	0	0.0000	0.0000	0.0898	0	0.1400	0.1400
rxn01374	Creatinine amidohydrolase	OK	0	0	=	(1) cpd00001[0] + (1) cpd00585[0] <=> (1) cpd00250[0]	(1) H2O[0] + (1) Creatinine[0] <=> (1) Creatine[0]	3.5.2.10	3	1	-2.7100	0.6400	0.8400	3	1	R01884	R01884	1	1	1	0	0.0000	2	1	3	3.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	4	131.0000	9	1	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-3.3500	-3.5500	-0.2000	3.5500	-0.4100	3.5500	1	1	0	0	0.0000	0.0000	1.0267	0	-0.2000	0.2000
rxn01375	R01885	OK	0	0	=	(1) cpd00001[0] + (1) cpd00251[0] <=> (1) cpd00018[0] + (2) cpd00067[0] + (1) cpd00475[0]	(1) H2O[0] + (1) ADPribose[0] <=> (1) AMP[0] + (2) H+[0] + (1) Ribose 1-phosphate[0]	3.6.1.21	3	1	-28.3700	-2.1100	-11.0300	3	1	R01885	R01885	1	2	1	0	0.0000	2	3	5	6.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	15	557.0000	36	8	4	amp;h;h2o	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	1.0000	-1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-26.2600	-17.3400	8.9200	26.2600	-13.8367	26.2600	1	1	0	0	2.0000	6.0000	0.9419	0	8.9200	8.9200
rxn01376	Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase	OK	0	0	=	(1) cpd00001[0] + (1) cpd00884[0] <=> (1) cpd00051[0] + (1) cpd00251[0]	(1) H2O[0] + (1) N(omega)-(ADP-D-ribosyl)-L-arginine[0] <=> (1) L-Arginine[0] + (1) ADPribose[0]	3.2.2.19	3	1	6.7300	-3.1700	15.9200	3	1	R01886	R01886	1	2	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	714.0000	47	8	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	5.0000	1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	9.9000	-9.1900	-19.0900	19.0900	6.4933	19.0900	1	1	0	0	0.0000	4.0000	1.1767	0	-19.0900	19.0900
rxn01379	Acetyl-CoA:kanamycin-B N6'-acetyltransferase	OK	0	0	>	(1) cpd00022[0] + (1) cpd00615[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd02019[0]	(1) Acetyl-CoA[0] + (1) Bekanamycin[0] => (1) CoA[0] + (1) H+[0] + (1) N6'-Acetylkanamycin-B[0]	2.3.1.82	2	1	-5.2900	-3.7200	-0.5100	3	1	R01889	R01889	1	1	1	0	0.0000	2	3	5	5.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	23	806.0000	51	12	4	coa;h	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	1.0000	4	-1.5700	-4.7800	-3.2100	4.7800	-3.1733	4.7800	1	1	0	0	1.0000	-8.0000	0.4272	0	-3.2100	3.2100
rxn01385	Xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming)	OK	0	0	=	(1) cpd00003[0] + (1) cpd00306[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00259[0]	(1) NAD[0] + (1) Xylitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Lyxulose[0]	1.1.1.9	1	1	3.8100	4.6500	5.0200	3	1	R01896	R01896	1	11	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	11	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	0.0000	0.0000	17.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.8400	-1.2100	-0.3700	1.2100	4.4933	1.2100	1	1	0	0	1.0000	4.0000	0.2322	0	-0.3700	0.3700
rxn01386	D-Lyxose aldose-ketose-isomerase	OK	0	0	=	(1) cpd00259[0] <=> (1) cpd00368[0]	(1) D-Lyxulose[0] <=> (1) D-Lyxose[0]	5.3.1.15	5	1	0.8900	-2.5300	-0.6500	3	1	R01898	R01898	1	2	1	0	0.0000	1	1	2	2.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	5	150.0000	10	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	3.4200	1.5400	-1.8800	3.4200	-0.7633	3.4200	1	1	0	0	0.0000	0.0000	0.4520	0	-1.8800	1.8800
rxn01387	Isocitrate:NADP+ oxidoreductase	OK	0	0	=	(1) cpd00006[0] + (1) cpd00260[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd03187[0]	(1) NADP[0] + (1) Isocitrate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Oxalosuccinate[0]	1.1.1.42	1	1	6.2200	4.7500	5.0800	3	1	R01899	R01899	1	23	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0000	48	10	5	h;nadp;nadph	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	1.4700	1.1400	-0.3300	1.4700	5.3500	1.4700	1	1	0	0	1.0000	8.0000	0.6517	0	-0.3300	0.3300
rxn01388	isocitrate hydro-lyase (cis-aconitate-forming)	OK	0	0	=	(1) cpd00260[0] <=> (1) cpd00001[0] + (1) cpd00331[0]	(1) Isocitrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	4.2.1.3	4	1	0.0500	0.1700	0.1800	3	1	R01900	R01900	1	17	1	0	0.0000	1	2	3	3.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	189.0000	13	0	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.1200	-0.1300	-0.0100	0.1300	0.1333	0.1300	1	1	0	0	0.0000	0.0000	0.2764	0	-0.0100	0.0100
rxn01395	oxalyl-CoA carboxy-lyase (formyl-CoA-forming)	OK	0	0	>	(1) cpd00067[0] + (1) cpd00262[0] => (1) cpd00011[0] + (1) cpd00592[0]	(1) H+[0] + (1) Oxalyl-CoA[0] => (1) CO2[0] + (1) Formyl-CoA[0]	4.1.1.8	4	1	-4.0900	-6.5800	12.9200	3	1	R01908	R01908	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	23	835.0000	53	6	4	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	10.0000	0.0000	8.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	2	2.4900	-17.0100	-19.5000	19.5000	0.7500	19.5000	1	1	0	0	-1.0000	-10.0000	1.5918	0	-19.5000	19.5000
rxn01397	Primary alcohol:(acceptor) oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (1) cpd00263[0] => (1) cpd00025[0] + (1) cpd03604[0]	(1) O2[0] + (1) Pyridoxol[0] => (1) H2O2[0] + (1) Isopyridoxal[0]	1.1.99.9	1	1	-28.0400	-25.7200	-29.2600	3	1	R01910	R01910	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	8	169.0000	12	2	2	h2o2;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-2.3200	1.2200	3.5400	3.5400	-27.6733	3.5400	1	1	0	0	0.0000	0.0000	1.1110	0	3.5400	3.5400
rxn01398	pyridoxine-5'-phosphate phosphohydrolase	OK	0	0	<	(1) cpd00009[0] + (1) cpd00263[0] <= (1) cpd00001[0] + (1) cpd00478[0]	(1) Phosphate[0] + (1) Pyridoxol[0] <= (1) H2O[0] + (1) Pyridoxine phosphate[0]	3.1.3.74	3	1	-7.2200	4.4000	-0.6900	3	1	R01911	R01911	1	4	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	8	248.0000	16	2	2	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-11.6200	-6.5300	5.0900	11.6200	-1.1700	11.6200	1	1	0	0	0.0000	0.0000	0.5258	0	5.0900	5.0900
rxn01401	spermidine:(acceptor) oxidoreductase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00264[0] => (1) cpd00025[0] + (1) cpd00434[0] + (1) cpd00726[0]	(1) H2O[0] + (1) O2[0] + (1) Spermidine[0] => (1) H2O2[0] + (1) 4-Aminobutanal[0] + (1) 1,3-Propanediamine[0]	1.5.3.14;1.5.99.6	1	2	-23.5000	-20.7900	-14.8500	3	1	R01914	R01914	1	9	1	0	0.0000	3	3	6	6.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	7	148.0000	10	0	0	h2o;h2o2;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-2.7100	-8.6500	-5.9400	8.6500	-19.7133	8.6500	1	1	0	0	0.0000	-4.0000	1.4975	0	-5.9400	5.9400
rxn01405	Spermidine:putrescine 4-aminobutyltransferase (propane-1,3-diamine-forming)	OK	0	0	=	(1) cpd00118[0] + (1) cpd00264[0] <=> (1) cpd00726[0] + (1) cpd03802[0]	(1) Putrescine[0] + (1) Spermidine[0] <=> (1) 1,3-Propanediamine[0] + (1) Homospermidine[0]	2.5.1.44;2.5.1.45	2	2	0.0000	0.2000	1.4900	3	1	R01919	R01919	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	3	C;H;N	0	0	1	0	0	0	0	0	0	1	8	162.0000	11	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-0.2000	-1.4900	-1.2900	1.4900	0.5633	1.4900	1	1	0	0	0.0000	0.0000	0.4316	0	-1.2900	1.2900
rxn01407	(S)-Carnitine:NAD+ oxidoreductase	OK	0	0	=	(1) cpd00003[0] + (1) cpd10719[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01715[0]	(1) NAD[0] + (1) D-Carnitine[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Dehydrocarnitine[0]	1.1.1.254	1	1	3.7600	6.2500	6.3600	3	1	R01921	R01921	1	1	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-2.4900	-2.6000	-0.1100	2.6000	5.4567	2.6000	1	1	0	0	1.0000	4.0000	0.5049	0	-0.1100	0.1100
rxn01408	L-Carnitinamide amidohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01541[0] => (1) cpd00013[0] + (1) cpd00266[0]	(1) H2O[0] + (1) L-Carnitinamide[0] => (1) NH3[0] + (1) Carnitine[0]	3.5.1.73	3	1	-4.7200	-2.6900	-7.1300	3	1	R01922	R01922	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	7	161.0000	11	0	0	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-2.0300	2.4100	4.4400	4.4400	-4.8467	4.4400	1	1	0	0	0.0000	0.0000	0.6349	0	4.4400	4.4400
rxn01409	Palmitoyl-CoA:L-carnitine O-palmitoyltransferase	OK	0	0	=	(1) cpd00134[0] + (1) cpd00266[0] <=> (1) cpd00010[0] + (1) cpd01915[0]	(1) Palmitoyl-CoA[0] + (1) Carnitine[0] <=> (1) CoA[0] + (1) L-Palmitoylcarnitine[0]	2.3.1.21	2	1	-3.6100	0.4300	0.4500	3	1	R01923	R01923	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	37	1002.0000	65	6	4	coa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	10.0000	0.0000	8.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	1.0000	5	-4.0400	-4.0600	-0.0200	4.0600	-0.9100	4.0600	1	1	0	0	0.0000	0.0000	0.7141	0	-0.0200	0.0200
rxn01410	L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming]	OK	0	0	=	(1) cpd00266[0] <=> (1) cpd00001[0] + (1) cpd02543[0]	(1) Carnitine[0] <=> (1) H2O[0] + (1) 4-(Trimethylammonio)but-2-enoate[0]	4.2.1.89	4	1	2.1600	-0.2500	-0.2600	3	1	R01925	R01925	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	7	161.0000	11	0	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	2.4100	2.4200	0.0100	2.4200	0.5500	2.4200	1	1	0	0	0.0000	0.0000	0.7141	0	0.0100	0.0100
