rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn02754	Acetyl-CoA:D-amino-acid N-acetyltransferase	2.3.1.36	-5.320	-4.790	-0.530	0.530	(1) Acetyl-CoA[0] + (1) D-Phenylalanine[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-phenylalanine[0]	coa;h	1.000	2.000	5	23
rxn30143	Threonine dehydratase, mitochondrial	4.3.1.19	-5.920	-6.450	0.530	0.530	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	nh3	0.000	2.000	3	4
rxn04038	2-(beta-D-glucosyl)-sn-glycerol-3-phosphate phosphohydrolase	3.1.3.69	-3.350	-2.820	-0.530	0.530	(1) H2O[0] + (1) 2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate[0] => (1) Phosphate[0] + (1) 2-(beta-D-Glucosyl)-sn-glycerol[0]	h2o;pi	0.000	0.000	4	9
rxn19871	phosphoglycolate hydrolase	3.1.3.18	-7.410	-6.880	-0.530	0.530	(1) H2O[0] + (1) 2-Phosphoglycolate[0] => (1) Phosphate[0] + (1) Glycolate[0]	h2o;pi	0.000	-4.000	4	2
rxn29011	Threonine deaminase	4.3.1.19	-5.920	-6.450	0.530	0.530	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	nh3	0.000	2.000	3	4
rxn30064	L-threonine deaminase	4.3.1.19	-5.920	-6.450	0.530	0.530	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	nh3	0.000	2.000	3	4
rxn34260	Phosphoglycolate phosphatase	3.1.3.18	-7.410	-6.880	-0.530	0.530	(1) H2O[0] + (1) 2-Phosphoglycolate[0] => (1) Phosphate[0] + (1) Glycolate[0]	h2o;pi	0.000	-4.000	4	2
rxn00980	2-Phosphoglycolate phosphohydrolase	3.1.3.18	-7.410	-6.880	-0.530	0.530	(1) H2O[0] + (1) 2-Phosphoglycolate[0] => (1) Phosphate[0] + (1) Glycolate[0]	h2o;pi	0.000	-4.000	4	2
rxn01905	R02618	1.4.1.-	6.470	7.000	-0.530	0.530	(1) H2O[0] + (1) NAD[0] + (1) 3-Sulfinoalanine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 3-Sulfinopyruvate[0]	h;h2o;nad;nadh;nh3	1.000	8.000	7	21
rxn35533	threonine ammonia-lyase	4.3.1.19	-5.920	-6.450	0.530	0.530	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	nh3	0.000	2.000	3	4
rxn23000	crotonyl-CoA reductase (NAD+)	1.3.1.44;1.3.8.1	13.110	12.570	0.540	0.540	(1) NAD[0] + (1) Butyryl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Crotonyl-CoA[0]	h;nad;nadh	1.000	4.000	5	25
rxn00868	Butanoyl-CoA:(acceptor) 2,3-oxidoreductase	1.3.1.44;1.3.8.1	13.110	12.570	0.540	0.540	(1) NAD[0] + (1) Butyryl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Crotonyl-CoA[0]	h;nad;nadh	1.000	4.000	5	25
rxn08094	2-Oxoglutarate dehydrogenase complex	1.2.1.M9;1.2.4.2;1.8.1.4;2.3.1.61	-6.940	-6.400	-0.540	0.540	(1) NAD[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]	co2;coa;nad;nadh	0.000	8.000	6	25
rxn27534	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN.m	1.2.1.25	-5.900	-5.360	-0.540	0.540	(1) NAD[0] + (1) CoA[0] + (1) 4MOP[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Isovaleryl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	26
rxn01645	L-2,4-Diaminobutanoate:pyruvate aminotransferase	2.6.1.46	6.110	6.650	-0.540	0.540	(1) Pyruvate[0] + (1) L-2,4-Diaminobutyrate[0] <=> (1) L-Alanine[0] + (1) L-Aspartate4-semialdehyde[0]		0.000	-2.000	4	4
rxn01207	4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)	1.2.1.25	-5.900	-5.360	-0.540	0.540	(1) NAD[0] + (1) CoA[0] + (1) 4MOP[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Isovaleryl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	26
rxn04143	R06180	1.1.1.93	6.620	6.080	0.540	0.540	(1) NAD[0] + (1) Tartrate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Oxaloglycolate[0]	h;nad;nadh	1.000	4.000	5	21
rxn00876	butanoyl-CoA:glyoxylate C-butanoyltransferase (thioester-hydrolysing, 1-carboxypropyl-forming)	2.3.3.7	7.940	7.400	0.540	0.540	(1) CoA[0] + (1) H+[0] + (1) 3-Ethylmalate[0] <= (1) H2O[0] + (1) Glyoxalate[0] + (1) Butyryl-CoA[0]	coa;h;h2o	-1.000	-4.000	6	25
rxn01797	Acetyl-CoA:D-tryptophan N-acetyltransferase	2.3.1.34	-5.330	-4.790	-0.540	0.540	(1) Acetyl-CoA[0] + (1) D-Tryptophan[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-D-tryptophan[0]	coa;h	1.000	2.000	5	23
rxn17745	2-oxoglutarate dehydrogenase complex	1.2.1.M9;1.2.4.2;1.8.1.4;2.3.1.61	-6.940	-6.400	-0.540	0.540	(1) NAD[0] + (1) CoA[0] + (1) 2-Oxoglutarate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Succinyl-CoA[0]	co2;coa;nad;nadh	0.000	8.000	6	25
rxn14058	L-Arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)	1.14.13.39	-300.120	-300.660	0.540	0.540	(3) NADPH[0] + (4) O2[0] + (2) L-Arginine[0] + (1) H+[0] => (4) H2O[0] + (3) NADP[0] + (2) Citrulline[0] + (2) NO[0]	h;h2o;nadp;nadph;o2	-1.000	-24.000	8	21
rxn01252	Pyridoxine:oxygen oxidoreductase (deaminating)	1.1.3.12;1.4.3.5	-25.400	-24.850	-0.550	0.550	(1) O2[0] + (1) Pyridoxol[0] => (1) H2O2[0] + (1) Pyridoxal[0]	h2o2;o2	0.000	0.000	4	8
rxn05107	5-(methylthio)-2,3-dioxopentyl-phosphate phosphohydrolase (isomerizing)	3.1.3.77	-3.410	-3.960	0.550	0.550	(1) H2O[0] + (1) 2,3-diketo5-methylthio-1-phosphopentane[0] => (1) Phosphate[0] + (1) 1,2-dihydroxy-3-keto-5-methylthiopentene[0]	h2o;pi	0.000	0.000	4	6
rxn31839	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.178;1.1.1.35	4.440	4.990	-0.550	0.550	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	h;nad;nadh	1.000	4.000	5	26
rxn35545	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	1.1.1.178;1.1.1.35	4.440	4.990	-0.550	0.550	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	h;nad;nadh	1.000	4.000	5	26
rxn02933	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	1.1.1.178;1.1.1.35	4.440	4.990	-0.550	0.550	(1) NAD[0] + (1) 2-methyl-3-hydroxy-butyryl-CoA[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Methylacetoacetyl-CoA[0]	h;nad;nadh	1.000	4.000	5	26
rxn31313	alpha-D-Glucose 6-phosphate phosphohydrolase	3.1.3.9	-3.510	-2.960	-0.550	0.550	(1) H2O[0] + (1) alpha-D-Glucose 6-phosphate[0] => (1) Phosphate[0] + (1) alpha-D-Glucose[0]	h2o;pi	0.000	0.000	4	6
rxn15250	alpha-D-Glucose 6-phosphate phosphohydrolase	3.1.3.9	-3.510	-2.960	-0.550	0.550	(1) H2O[0] + (1) alpha-D-Glucose 6-phosphate[0] => (1) Phosphate[0] + (1) alpha-D-Glucose[0]	h2o;pi	0.000	0.000	4	6
rxn01502	(S)-3-Hydroxy-3-methylglutaryl-CoA hydrolase	3.1.2.5	-4.660	-4.110	-0.550	0.550	(1) H2O[0] + (1) HMG-CoA[0] => (1) CoA[0] + (1) H+[0] + (1) Meglutol[0]	coa;h;h2o	1.000	-4.000	5	27
rxn01484	N-Acetyl-D-glucosamine-6-phosphate amidohydrolase	3.5.1.25	-1.840	-1.290	-0.550	0.550	(1) H2O[0] + (1) N-Acetyl-D-glucosamine 6-phosphate[0] <=> (1) Acetate[0] + (1) D-Glucosamine phosphate[0]	h2o	0.000	-2.000	4	8
rxn02447	Androst-5-ene-3beta,17beta-diol:NADP+ oxidoreductase	1.1.1.51	-0.280	0.270	-0.550	0.550	(1) NADP[0] + (1) Androstenediol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) DHA[0]	h;nadp;nadph	1.000	8.000	5	21
rxn11729	D-threonine acetaldehyde-lyase (glycine-forming)	4.1.2.42	-0.240	0.310	-0.550	0.550	(1) D-Threonine[0] <=> (1) Glycine[0] + (1) Acetaldehyde[0]		0.000	0.000	3	4
rxn04726	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	1.1.1.1	4.890	4.330	0.560	0.560	(1) NAD[0] + (1) 1-Naphthalenemethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 1-Naphthaldehyde[0]	h;nad;nadh	1.000	4.000	5	21
rxn00222	cellobiose glucohydrolase	3.2.1.21;3.2.1.74	-3.440	-2.880	-0.560	0.560	(1) H2O[0] + (1) CELB[0] => (2) D-Glucose[0]	h2o	0.000	0.000	3	12
rxn32119	cellobiose glucohydrolase	3.2.1.21;3.2.1.74	-3.440	-2.880	-0.560	0.560	(1) H2O[0] + (1) CELB[0] => (2) D-Glucose[0]	h2o	0.000	0.000	3	12
rxn30251	beta-glucosidase (cellobiose)	3.2.1.21;3.2.1.74	-3.440	-2.880	-0.560	0.560	(1) H2O[0] + (1) CELB[0] => (2) D-Glucose[0]	h2o	0.000	0.000	3	12
rxn32203	Deoxyadenosine aminohydrolase	3.5.4.4	-5.090	-5.650	0.560	0.560	(1) H2O[0] + (1) H+[0] + (1) Deoxyadenosine[0] => (1) NH3[0] + (1) Deoxyinosine[0]	h;h2o;nh3	-1.000	0.000	5	10
rxn20656	PYRUVDEH-RXN.d	1.2.1.-;1.2.1.M10;1.2.4.1;1.8.1.4;2.3.1.12	-8.470	-7.910	-0.560	0.560	(1) NAD[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	23
rxn01858	Deoxyadenosine aminohydrolase	3.5.4.4	-5.090	-5.650	0.560	0.560	(1) H2O[0] + (1) H+[0] + (1) Deoxyadenosine[0] => (1) NH3[0] + (1) Deoxyinosine[0]	h;h2o;nh3	-1.000	0.000	5	10
rxn30004	Deoxyadenosine deaminase	3.5.4.4	-5.090	-5.650	0.560	0.560	(1) H2O[0] + (1) H+[0] + (1) Deoxyadenosine[0] => (1) NH3[0] + (1) Deoxyinosine[0]	h;h2o;nh3	-1.000	0.000	5	10
rxn00154	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)	1.2.1.-;1.2.1.M10;1.2.4.1;1.8.1.4;2.3.1.12	-8.470	-7.910	-0.560	0.560	(1) NAD[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	23
rxn30418	pyruvate dehydrogenase	1.2.1.-;1.2.1.M10;1.2.4.1;1.8.1.4;2.3.1.12	-8.470	-7.910	-0.560	0.560	(1) NAD[0] + (1) CoA[0] + (1) Pyruvate[0] <=> (1) NADH[0] + (1) CO2[0] + (1) Acetyl-CoA[0]	co2;coa;nad;nadh	0.000	2.000	6	23
rxn32204	Deoxyadenosine aminohydrolase	3.5.4.4	-5.090	-5.650	0.560	0.560	(1) H2O[0] + (1) H+[0] + (1) Deoxyadenosine[0] => (1) NH3[0] + (1) Deoxyinosine[0]	h;h2o;nh3	-1.000	0.000	5	10
rxn15158	Acetyl-CoA:D-glucosamine N-acetyltransferase	2.3.1.3	-4.890	-5.450	0.560	0.560	(1) Acetyl-CoA[0] + (1) beta-D-Glucosamine[0] => (1) CoA[0] + (1) H+[0] + (1) N-Acetyl-beta-D-glucosamine[0]	coa;h	1.000	0.000	5	23
rxn39817	alpha-carotene,NADH:oxygen 3-oxidoreductase		-97.200	-97.770	0.570	0.570	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) alpha-Carotene[0] => (1) H2O[0] + (1) NAD[0] + (1) Zeinoxanthin[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	40
rxn03136	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	4.3.2.2	3.520	2.950	0.570	0.570	(1) SAICAR[0] <=> (1) Fumarate[0] + (1) AICAR[0]		0.000	-8.000	3	13
rxn07490	L-galactose:NAD+ 1-oxidoreductase	1.1.1.122;1.1.1.316	-3.000	-3.570	0.570	0.570	(1) NAD[0] + (1) L-Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Galactono-1,4-lactone[0]	h;nad;nadh	1.000	4.000	5	21
rxn40318	kanosamine-6-phosphate phosphohydrolase	3.1.3.92	-4.090	-3.520	-0.570	0.570	(1) H2O[0] + (1) Kanosamine 6-phosphate[0] => (1) Phosphate[0] + (1) Kanosamine[0]	h2o;pi	0.000	4.000	4	6
rxn27691	AICARSYN-RXN.d	4.3.2.2	3.520	2.950	0.570	0.570	(1) SAICAR[0] <=> (1) Fumarate[0] + (1) AICAR[0]		0.000	-8.000	3	13
rxn35572	Adenylosuccinate lyase	4.3.2.2	3.520	2.950	0.570	0.570	(1) SAICAR[0] <=> (1) Fumarate[0] + (1) AICAR[0]		0.000	-8.000	3	13
rxn35698	6-N-(1,2-dicarboxyethyl)AMP AMP-lyase	4.3.2.2	3.520	2.950	0.570	0.570	(1) SAICAR[0] <=> (1) Fumarate[0] + (1) AICAR[0]		0.000	-8.000	3	13
rxn15085	D-mannose aldose-ketose-isomerase	5.3.1.7	-0.210	-0.780	0.570	0.570	(1) alpha-D-Mannose[0] <=> (1) D-Fructose[0]		0.000	0.000	2	6
rxn15086	D-mannose aldose-ketose-isomerase	5.3.1.7	-0.210	-0.780	0.570	0.570	(1) beta-D-Mannose[0] <=> (1) D-Fructose[0]		0.000	0.000	2	6
rxn15098	cellobiose:phosphate alpha-D-glucosyltransferase	2.4.1.20	2.180	1.610	0.570	0.570	(1) Phosphate[0] + (1) beta-Cellobiose[0] <= (1) Glucose-1-phosphate[0] + (1) beta-D-Glucose[0]	pi	0.000	0.000	4	12
rxn15844	L-glutamine:2-deoxy-scyllo-inosose aminotransferase	2.6.1.-;2.6.1.100	4.190	3.620	0.570	0.570	(1) L-Glutamine[0] + (1) 2-Deoxyinosose[0] <=> (1) 2-Oxoglutaramate[0] + (1) 2-Deoxy-scyllo-inosamine[0]	gln	0.000	2.000	4	6
rxn02192	(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase	3.3.2.6	6.480	5.910	0.570	0.570	(1) H2O[0] + (1) LTA4[0] <= (1) Leukotriene B4[0]	h2o	0.000	0.000	3	20
rxn16519	fumonisin B1 acylhydrolase	3.1.1.87	-11.640	-12.210	0.570	0.570	(2) H2O[0] + (1) Fumonisin B1[0] => (2) H+[0] + (2) tricarballylate[0] + (1) Aminopentol[0]	h;h2o	2.000	12.000	5	34
rxn40471	2,3-dihydrothienamycin,2-oxoglutarate:oxygen oxidoreductase (dehydrating)		-128.250	-127.670	-0.580	0.580	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) 2,3-Dihydrothienamycin[0] => (1) H2O[0] + (1) CO2[0] + (1) Succinate[0] + (1) Thienamycin[0]	co2;h2o;o2	0.000	0.000	7	11
rxn01232	tauropine:NAD+ oxidoreductase (taurine-forming)	1.5.1.23	9.540	8.960	0.580	0.580	(1) H2O[0] + (1) NAD[0] + (1) Tauropine[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0] + (1) Taurine[0]	h;h2o;nad;nadh	1.000	4.000	7	21
rxn32580	NAD(P)(+) transhydrogenase (B-specific)	1.6.1.1;1.6.1.2;1.6.1.3	-0.000	0.580	-0.580	0.580	(1) NAD[0] + (1) NADPH[0] <=> (1) NADH[0] + (1) NADP[0]	nad;nadh;nadp;nadph	0.000	-4.000	4	21
rxn04302	R06440		0.000	0.580	-0.580	0.580	(1) dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran[0] <=> (1) dTDP 1-ester with (6S)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran[0]		0.000	0.000	2	16
rxn27488	Pyridine nucleotide transhydrogenase	1.6.1.1;1.6.1.2;1.6.1.3	-0.000	0.580	-0.580	0.580	(1) NAD[0] + (1) NADPH[0] <=> (1) NADH[0] + (1) NADP[0]	nad;nadh;nadp;nadph	0.000	-4.000	4	21
rxn00083	NADPH:NAD+ oxidoreductase	1.6.1.1;1.6.1.2;1.6.1.3	-0.000	0.580	-0.580	0.580	(1) NAD[0] + (1) NADPH[0] <=> (1) NADH[0] + (1) NADP[0]	nad;nadh;nadp;nadph	0.000	-4.000	4	21
rxn05014	fluoroacetaldehyde:L-threonine aldehydetransferase	2.2.1.8	2.590	2.010	0.580	0.580	(1) L-Threonine[0] + (1) Fluoroacetaldehyde[0] <=> (1) Acetaldehyde[0] + (1) 4-Fluoro-L-threonine[0]		0.000	0.000	4	4
rxn40125	(4S)-4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)	4.1.3.42	4.170	3.590	0.580	0.580	(1) (4S)-4-Hydroxy-2-oxoglutarate[0] <=> (1) Pyruvate[0] + (1) Glyoxalate[0]		0.000	-2.000	3	5
rxn15140	Raffinose galactohydrolase	3.2.1.22	-0.760	-1.340	0.580	0.580	(1) H2O[0] + (1) Melitose[0] <=> (1) Sucrose[0] + (1) beta D-Galactose[0]	h2o	0.000	0.000	4	18
rxn32940	Raffinose galactohydrolase	3.2.1.22	-0.760	-1.340	0.580	0.580	(1) H2O[0] + (1) Melitose[0] <=> (1) Sucrose[0] + (1) beta D-Galactose[0]	h2o	0.000	0.000	4	18
rxn01602	dihydrofolate:NADP+ oxidoreductase	1.5.1.3	4.330	4.920	-0.590	0.590	(1) NADP[0] + (1) Dihydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Folate[0]	h;nadp;nadph	1.000	8.000	5	21
rxn39415	feruloyl-CoA:galactarate O-(hydroxycinnamoyl)transferase	2.3.1.130	-0.740	-0.150	-0.590	0.590	(1) Feruloyl-CoA[0] + (1) D-Mucic acid[0] <=> (1) CoA[0] + (1) O-Feruloylgalactarate[0]	coa	0.000	0.000	4	31
rxn00935	(S)-Malate:(acceptor) oxidoreductase	1.1.5.4	3.490	2.900	0.590	0.590	(1) FAD[0] + (1) L-Malate[0] <=> (1) Oxaloacetate[0] + (1) FADH2[0]	fad;fadh2	0.000	0.000	4	27
rxn05106	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase	3.1.3.77;3.1.3.87	-3.240	-3.840	0.600	0.600	(1) H2O[0] + (1) 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate[0] => (1) Phosphate[0] + (1) 1,2-dihydroxy-3-keto-5-methylthiopentene[0]	h2o;pi	0.000	0.000	4	6
rxn32987	R83-RXN	3.1.3.77;3.1.3.87	-3.240	-3.840	0.600	0.600	(1) H2O[0] + (1) 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate[0] => (1) Phosphate[0] + (1) 1,2-dihydroxy-3-keto-5-methylthiopentene[0]	h2o;pi	0.000	0.000	4	6
rxn00010	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)	4.1.1.47	-4.570	-5.170	0.600	0.600	(2) Glyoxalate[0] + (1) H+[0] => (1) CO2[0] + (1) Tartronate semialdehyde[0]	co2;h	-1.000	-2.000	4	3
rxn40452	propane-1,2-diol:NAD+ 2-oxidoreductase		5.780	6.380	-0.600	0.600	(1) NAD[0] + (1) 1,2-Propanediol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetol[0]	h;nad;nadh	1.000	4.000	5	21
rxn11033	R83-RXN	3.1.3.77;3.1.3.87	-3.240	-3.840	0.600	0.600	(1) H2O[0] + (1) 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate[0] => (1) Phosphate[0] + (1) 1,2-dihydroxy-3-keto-5-methylthiopentene[0]	h2o;pi	0.000	0.000	4	6
rxn19762	NAD+-dependent glyceraldehyde phosphate dehydrogenase	1.2.1.12;1.2.1.59	1.250	1.850	-0.600	0.600	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nad;nadh;pi	1.000	12.000	6	21
rxn27871	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12;1.2.1.59	1.250	1.850	-0.600	0.600	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nad;nadh;pi	1.000	12.000	6	21
rxn00781	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)	1.2.1.12;1.2.1.59	1.250	1.850	-0.600	0.600	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nad;nadh;pi	1.000	12.000	6	21
rxn38113	GAPOXNPHOSPHN-RXN.n	1.2.1.12;1.2.1.59	1.250	1.850	-0.600	0.600	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	h;nad;nadh;pi	1.000	12.000	6	21
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	1.4.1.1	8.780	9.380	-0.600	0.600	(1) H2O[0] + (1) NAD[0] + (1) L-Alanine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) Pyruvate[0] + (1) H+[0]	h;h2o;nad;nadh;nh3	1.000	6.000	7	21
rxn30302	L-Alanine:NAD+ oxidoreductase (deaminating)	1.4.1.1	8.780	9.380	-0.600	0.600	(1) H2O[0] + (1) NAD[0] + (1) L-Alanine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) Pyruvate[0] + (1) H+[0]	h;h2o;nad;nadh;nh3	1.000	6.000	7	21
rxn01369	2-Deoxyuridine,2-oxoglutarate:oxygen oxidoreductase (2'-hydroxylating)	1.14.11.3	-107.990	-108.590	0.600	0.600	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) Deoxyuridine[0] => (1) CO2[0] + (1) Succinate[0] + (1) Uridine[0]	co2;o2	0.000	0.000	6	9
rxn07754	R07964	1.13.12.-	-99.380	-99.980	0.600	0.600	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theobromine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	8	21
rxn15407	2-Hydroxyglutarate:(acceptor) 2-oxidoreductase	1.1.99.2	2.920	2.310	0.610	0.610	(1) FAD[0] + (1) (R)-2-Hydroxyglutarate[0] <=> (1) 2-Oxoglutarate[0] + (1) FADH2[0]	fad;fadh2	0.000	0.000	4	27
rxn01629	(S)-4-Amino-5-oxopentanoate 4,5-aminomutase	5.4.3.8	1.980	2.590	-0.610	0.610	(1) 5-Aminolevulinate[0] <=> (1) L-Glutamate1-semialdehyde[0]		0.000	0.000	2	5
rxn30141	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	1.1.1.286;1.1.1.41	1.410	2.020	-0.610	0.610	(1) NAD[0] + (1) Isocitrate[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nad;nadh	0.000	-2.000	5	21
rxn15154	N-Acetyl-D-glucosamine amidohydrolase	3.5.1.33	-2.410	-1.800	-0.610	0.610	(1) H2O[0] + (1) N-Acetyl-beta-D-glucosamine[0] <=> (1) Acetate[0] + (1) beta-D-Glucosamine[0]	h2o	0.000	2.000	4	8
rxn00505	Isocitrate:NAD+ oxidoreductase (decarboxylating)	1.1.1.286;1.1.1.41	1.410	2.020	-0.610	0.610	(1) NAD[0] + (1) Isocitrate[0] => (1) NADH[0] + (1) CO2[0] + (1) 2-Oxoglutarate[0]	co2;nad;nadh	0.000	-2.000	5	21
rxn07746	R07956	1.13.12.-	-99.910	-99.290	-0.620	0.620	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	8	21
rxn02126	Hydroxymalonate:NAD+ oxidoreductase	1.1.1.167	4.440	5.060	-0.620	0.620	(1) NAD[0] + (1) Tartronic acid[0] <=> (1) NADH[0] + (1) H+[0] + (1) Oxomalonate[0]	h;nad;nadh	1.000	4.000	5	21
rxn39904	5-deoxy-D-glucuronate aldose-ketose-isomerase	5.3.1.30	-0.450	0.170	-0.620	0.620	(1) 5-Deoxy glucuronic acid[0] <=> (1) 5-Dehydro-2-deoxy-D-gluconate[0]		0.000	0.000	2	6
rxn20777	rhamnose isomerase	5.3.1.14	0.670	0.050	0.620	0.620	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]		0.000	0.000	2	6
rxn01761	L-Rhamnose ketol-isomerase	5.3.1.14	0.670	0.050	0.620	0.620	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]		0.000	0.000	2	6
rxn04786	L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase	2.6.1.-;2.6.1.76	-6.180	-6.810	0.630	0.630	(1) L-Glutamate[0] + (1) L-Aspartate4-semialdehyde[0] <=> (1) 2-Oxoglutarate[0] + (1) L-2,4-Diaminobutyrate[0]	glu	0.000	4.000	4	5
rxn30021	glucosamine-6-phosphate deaminase	3.5.99.6	1.170	0.540	0.630	0.630	(1) H2O[0] + (1) D-Glucosamine phosphate[0] => (1) NH3[0] + (1) D-fructose-6-phosphate[0]	h2o;nh3	0.000	4.000	4	6
rxn15662	D-glucose:NADP+ 1-oxidoreductase	1.1.1.119	-1.420	-0.790	-0.630	0.630	(1) NADP[0] + (1) alpha-D-Glucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Gluconolactone[0]	h;nadp;nadph	1.000	8.000	5	21
rxn34560	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)	3.5.99.6	1.170	0.540	0.630	0.630	(1) H2O[0] + (1) D-Glucosamine phosphate[0] => (1) NH3[0] + (1) beta-D-Fructose 6-phosphate[0]	h2o;nh3	0.000	4.000	4	6
