rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn39434	allantoin racemase	5.1.99.3	0.000	0.000	0.000	0.000	(1) (S)(+)-Allantoin[0] <=> (1) (R)-Allantoin[0]		0.000	0.000	2	4
rxn15750	R08570	4.1.2.-;4.1.2.51	4.380	4.380	0.000	0.000	(1) 2-keto-3-deoxygluconate[0] <=> (1) Pyruvate[0] + (1) D-Glyceraldehyde[0]		0.000	0.000	3	6
rxn32828	Maleylacetoacetate isomerase	5.2.1.2	-0.000	-0.000	0.000	0.000	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]		0.000	0.000	2	8
rxn14311	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase	5.1.99.4	0.000	0.000	0.000	0.000	(1) (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[0] <=> (1) (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[0]		0.000	0.000	2	48
rxn01532	all-trans-Retinal 11-cis-trans-isomerase	5.2.1.3	1.840	1.840	0.000	0.000	(1) Retinal[0] <=> (1) 11-cis-Retinal[0]		0.000	0.000	2	20
rxn39977			0.000	0.000	0.000	0.000	(1) (E)-Phenylacetaldoxime[0] <=> (1) (Z)-Phenylacetaldehyde oxime[0]		0.000	0.000	2	8
rxn24043	2-methylpropanal-oxime cis-trans isomerase		0.000	0.000	0.000	0.000	(1) Isobutyraldehyde oxime[0] <=> (1) (Z)-2-methylpropanal-oxime[0]		0.000	0.000	2	4
rxn27429	ureidoglycolase	4.3.2.3	1.210	1.210	0.000	0.000	(1) Ureidoglycolate[0] <=> (1) Glyoxalate[0] + (1) Urea[0]		0.000	0.000	3	3
rxn24042	2-methylpropanal-oxime cis-trans isomerase		0.000	0.000	0.000	0.000	(1) Isobutyraldehyde oxime[0] <=> (1) (Z)-2-methylpropanal-oxime[0]		0.000	0.000	2	4
rxn00562	(S)-ureidoglycolate urea-lyase (glyoxylate-forming)	4.3.2.3	1.210	1.210	0.000	0.000	(1) Ureidoglycolate[0] <=> (1) Glyoxalate[0] + (1) Urea[0]		0.000	0.000	3	3
rxn00321	L-Lysine 2,3-aminomutase	5.4.3.2	-1.100	-1.100	0.000	0.000	(1) L-Lysine[0] <=> (1) L-beta-Lysine[0]		0.000	0.000	2	6
rxn18927	2-dehydro-3-deoxy-L-pentonate aldolase	4.1.2.18;4.1.2.28	4.730	4.730	0.000	0.000	(1) 2-dehydro-3-deoxy-L-arabinonate[0] <=> (1) Pyruvate[0] + (1) Glycolaldehyde[0]		0.000	0.000	3	5
rxn33231	Aconitate hydratase	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn32840	Maleylacetoacetate isomerase	5.2.1.2	-0.000	-0.000	0.000	0.000	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]		0.000	0.000	2	8
rxn33227	Aconitate hydratase	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn04247	R06381		0.000	0.000	0.000	0.000	(1) (1R,4S)-Iso-dihydrocarvone[0] <=> (1) (1S,4S)-Dihydrocarvone[0]		0.000	0.000	2	10
rxn33811	RXN-8035	5.2.1.-	0.000	0.000	0.000	0.000	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]		0.000	0.000	2	15
rxn33856	Fumarate Hydratase	4.2.1.2	0.820	0.820	0.000	0.000	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4
rxn33858	Fumarate Hydratase	4.2.1.2	0.820	0.820	0.000	0.000	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4
rxn33857	Fumarate Hydratase	4.2.1.2	0.820	0.820	0.000	0.000	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4
rxn04246	R06380		0.000	0.000	0.000	0.000	(1) (1R,4R)-Dihydrocarvone[0] <=> (1) (1S,4R)-Iso-dihydrocarvone[0]		0.000	0.000	2	10
rxn01157	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)	4.2.1.48	-2.000	-2.000	0.000	0.000	(1) D-Glutamate[0] <=> (1) H2O[0] + (1) 5-Oxo-D-proline[0]	h2o	0.000	0.000	3	5
rxn33468	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn07888	R08099		0.000	0.000	0.000	0.000	(1) Neral[0] <=> (1) Geranial[0]		0.000	0.000	2	10
rxn35524	maleylacetoacetate isomerase, nucleus	5.2.1.2	-0.000	-0.000	0.000	0.000	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]		0.000	0.000	2	8
rxn37739	beta-carotene isomerase	5.2.1.-;5.2.1.14	0.000	0.000	0.000	0.000	(1) beta-Carotene[0] <=> (1) 9-cis-beta-carotene[0]		0.000	0.000	2	40
rxn00602	(R)-Methylmalonyl-CoA CoA-carbonylmutase	5.4.99.2	-1.810	-1.810	0.000	0.000	(1) L-methylmalonyl-CoA[0] <=> (1) Succinyl-CoA[0]		0.000	0.000	2	25
rxn37930	2.4.1.67-RXN.e	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn31223	aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn02728	3-Maleylpyruvate cis-trans-isomerase	5.2.1.2;5.2.1.4	-0.000	-0.000	0.000	0.000	(1) Maleylpyruvate[0] <=> (1) 3-Fumarylpyruvate[0]		0.000	0.000	2	7
rxn02688	mandelate racemase	5.1.2.2	0.000	0.000	0.000	0.000	(1) (S)-Mandelate[0] <=> (1) (R)-Mandelate[0]		0.000	0.000	2	8
rxn02761	(S)(+)-Allantoin racemase	5.1.99.3	0.000	0.000	0.000	0.000	(1) Allantoin[0] <=> (1) (R)-Allantoin[0]		0.000	0.000	2	4
rxn33454	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn33456	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn07112	R06545	2.3.1.-	-2.180	-2.180	0.000	0.000	(1) 4-Coumaroyl-CoA[0] + (1) Cyanin[0] => (1) CoA[0] + (1) Shisonin[0]	coa	0.000	0.000	4	36
rxn39466	4-Carboxy-2-oxo-3-hexenedioate delta2,delta4-2-oxo,delta3-isomerase		-0.000	-0.000	0.000	0.000	(1) 4-Carboxy-2-oxo-3-hexenedioate[0] <=> (1) 4-Carboxy-2-hydroxy-cis,cis-muconate[0]		0.000	0.000	2	7
rxn01969	D-Fructose-2,6-bisphosphate 6-phosphohydrolase	3.1.3.54	-1.830	-1.830	0.000	0.000	(1) H2O[0] + (1) D-Fructose 2,6-bisphosphate[0] => (1) Phosphate[0] + (1) beta-D-Fructose 2-phosphate[0]	h2o;pi	0.000	-8.000	4	6
rxn01996	Methylmalonyl-CoA epimerase	5.1.99.1	0.000	-0.000	0.000	0.000	(1) L-methylmalonyl-CoA[0] <=> (1) D-methylmalonyl-CoA[0]		0.000	0.000	2	25
rxn02360	trans-4-Hydroxy-L-proline 2-epimerase	5.1.1.8	0.010	0.010	0.000	0.000	(1) trans-4-Hydroxy-L-proline[0] <=> (1) cis-4-Hydroxy-D-proline[0]		0.000	0.000	2	5
rxn02320	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase	2.6.1.9	-1.820	-1.820	0.000	0.000	(1) 2-Oxoglutarate[0] + (1) L-histidinol-phosphate[0] <=> (1) L-Glutamate[0] + (1) imidazole acetol-phosphate[0]	glu	0.000	0.000	4	6
rxn33253	UDP-glucuronate 4-epimerase	5.1.3.6	-0.260	-0.260	0.000	0.000	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15
rxn33255	UDP-glucuronate 4-epimerase	5.1.3.6	-0.260	-0.260	0.000	0.000	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15
rxn19039	aconitase	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn20202	(R)-methylmalonyl-CoA CoA-carbonylmutase	5.4.99.2	-1.810	-1.810	0.000	0.000	(1) L-methylmalonyl-CoA[0] <=> (1) Succinyl-CoA[0]		0.000	0.000	2	25
rxn02451	1-alpha-D-Galactosyl-myo-inositol:raffinose galactosyltransferase	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn33244	UDP-glucuronate 4-epimerase	5.1.3.6	-0.260	-0.260	0.000	0.000	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15
rxn38824	UDP-GLUCURONATE-4-EPIMERASE-RXN.n	5.1.3.6	-0.260	-0.260	0.000	0.000	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15
rxn19740	(S)-malate hydro-lyase	4.2.1.2	0.820	0.820	0.000	0.000	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4
rxn38680	RXN66-320.e	5.3.3.5	1.630	1.630	0.000	0.000	(1) Zymosterol[0] <=> (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0]		0.000	0.000	2	27
rxn02276	4-Maleylacetoacetate cis-trans-isomerase	5.2.1.2	-0.000	-0.000	0.000	0.000	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]		0.000	0.000	2	8
rxn33712	RXN-8035	5.2.1.-	0.000	0.000	0.000	0.000	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]		0.000	0.000	2	15
rxn07840	R08050	1.14.11.-;1.14.11.55	-109.810	-109.810	0.000	0.000	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) Ectoine[0] => (1) CO2[0] + (1) Succinate[0] + (1) 5-Hydroxyectoine[0]	co2;o2	0.000	0.000	6	6
rxn07673	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	2.3.1.153	-2.180	-2.180	0.000	0.000	(1) 4-Coumaroyl-CoA[0] + (1) Delphin[0] => (1) CoA[0] + (1) Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)[0]	coa	0.000	0.000	4	36
rxn07672	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase	2.3.1.153	-2.180	-2.180	0.000	0.000	(1) 4-Coumaroyl-CoA[0] + (1) Cyanin[0] => (1) CoA[0] + (1) Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)[0]	coa	0.000	0.000	4	36
rxn04759	R06950		0.000	0.000	0.000	0.000	(1) Violaxanthin[0] <=> (1) 9-cis-Violaxanthin[0]		0.000	0.000	2	40
rxn34773	galactinol---raffinose galactosyltransferase	2.4.1.67	-0.830	-0.830	0.000	0.000	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24
rxn00799	(S)-malate hydro-lyase (fumarate-forming)	4.2.1.2	0.820	0.820	0.000	0.000	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4
rxn03203	R04686	5.2.1.-	0.000	0.000	0.000	0.000	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]		0.000	0.000	2	15
rxn03281	delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase	5.3.3.5	1.630	1.630	0.000	0.000	(1) Zymosterol[0] <=> (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0]		0.000	0.000	2	27
rxn02904	(S)-4-Hydroxymandelate racemase	5.1.2.2	0.000	0.000	0.000	0.000	(1) (S)-4-Hydroxymandelate[0] <=> (1) (R)-4-Hydroxymandelate[0]		0.000	0.000	2	8
rxn03125	(E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide cis-trans-isomerase	5.2.1.6	0.000	0.000	0.000	0.000	(1) (E)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide[0] <=> (1) (Z)-2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide[0]		0.000	0.000	2	11
rxn01457	D-Galacturonate aldose-ketose-isomerase	5.3.1.12	0.320	0.320	0.000	0.000	(1) D-Galacturonate[0] <=> (1) D-Tagaturonate[0]		0.000	0.000	2	6
rxn01366	Uridine:phosphate alpha-D-ribosyltransferase	2.4.2.2;2.4.2.3	0.130	0.130	0.000	0.000	(1) Phosphate[0] + (1) Uridine[0] <=> (1) Uracil[0] + (1) Ribose 1-phosphate[0]	pi	0.000	0.000	4	9
rxn30619	AconDHatase	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn00974	citrate hydro-lyase (cis-aconitate-forming)	4.2.1.3;4.2.1.4	1.990	1.990	0.000	0.000	(1) Citrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn01008	UDP-glucuronate 4-epimerase	5.1.3.6	-0.260	-0.260	0.000	0.000	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15
rxn32050	-	4.1.2.-;4.1.2.51	4.380	4.380	0.000	0.000	(1) 2-keto-3-deoxygluconate[0] <=> (1) Pyruvate[0] + (1) D-Glyceraldehyde[0]		0.000	0.000	3	6
rxn32049	-	4.1.2.-;4.1.2.51	4.380	4.380	0.000	0.000	(1) 2-keto-3-deoxygluconate[0] <=> (1) Pyruvate[0] + (1) D-Glyceraldehyde[0]		0.000	0.000	3	6
rxn38681	RXN66-320.r	5.3.3.5	1.630	1.630	0.000	0.000	(1) Zymosterol[0] <=> (1) 5alpha-Cholesta-7,24-dien-3beta-ol[0]		0.000	0.000	2	27
rxn00753	Acetyl-CoA:choline O-acetyltransferase	2.3.1.6	-2.310	-2.320	0.010	0.010	(1) Acetyl-CoA[0] + (1) Choline[0] => (1) CoA[0] + (1) Acetylcholine[0]	coa	0.000	0.000	4	23
rxn15139	melibiose galactohydrolase	3.2.1.22	-2.160	-2.170	0.010	0.010	(1) H2O[0] + (1) Melibiose[0] <=> (1) alpha-D-Galactose[0] + (1) alpha-D-Glucose[0]	h2o	0.000	0.000	4	12
rxn02810	(E)-Glutaconate CoA-transferase	2.8.3.12	-2.650	-2.640	-0.010	0.010	(1) Acetyl-CoA[0] + (1) 2-Hydroxyglutarate[0] <=> (1) Acetate[0] + (1) 2-Hydroxyglutaryl-CoA[0]		0.000	6.000	4	26
rxn26100	RXN0-5114.d	3.1.3.3	-2.460	-2.450	-0.010	0.010	(1) H2O[0] + (1) phosphoserine[0] => (1) Phosphate[0] + (1) L-Serine[0]	h2o;pi	0.000	0.000	4	3
rxn30983	RXN0-5114	3.1.3.3	-2.460	-2.450	-0.010	0.010	(1) H2O[0] + (1) phosphoserine[0] => (1) Phosphate[0] + (1) L-Serine[0]	h2o;pi	0.000	0.000	4	3
rxn29975	phospho-L-serine phosphatase (periplasmic)	3.1.3.3	-2.460	-2.450	-0.010	0.010	(1) H2O[0] + (1) phosphoserine[0] => (1) Phosphate[0] + (1) L-Serine[0]	h2o;pi	0.000	0.000	4	3
rxn28615	tryptophan synthase alpha	4.1.2.8;4.2.1.20	4.590	4.600	-0.010	0.010	(1) Indoleglycerol phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) indol[0]		0.000	0.000	3	11
rxn04621	4-coumaroyl-CoA:flavonol-3-O-[beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside] 6'''-O-4-coumaroyltransferase	2.3.1.173	-2.190	-2.180	-0.010	0.010	(1) 4-Coumaroyl-CoA[0] + (1) Kaempferol 3-sophorotrioside[0] => (1) CoA[0] + (1) Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)- beta-D-glucoside][0]	coa	0.000	0.000	4	42
rxn15256	N-Acetylneuraminate 9-phosphate phosphohydrolase	3.1.3.29	-2.580	-2.590	0.010	0.010	(1) H2O[0] + (1) N-Acetylneuraminate 9-phosphate[0] => (1) Phosphate[0] + (1) N-Acetyl-alpha-neuraminate[0]	h2o;pi	0.000	-4.000	4	11
rxn01682	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.8;4.2.1.20	4.590	4.600	-0.010	0.010	(1) Indoleglycerol phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) indol[0]		0.000	0.000	3	11
rxn00420	O-phospho-L-serine phosphohydrolase	3.1.3.3	-2.460	-2.450	-0.010	0.010	(1) H2O[0] + (1) phosphoserine[0] => (1) Phosphate[0] + (1) L-Serine[0]	h2o;pi	0.000	0.000	4	3
rxn33281	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase	4.1.2.8;4.2.1.20	4.590	4.600	-0.010	0.010	(1) Indoleglycerol phosphate[0] <=> (1) Glyceraldehyde3-phosphate[0] + (1) indol[0]		0.000	0.000	3	11
rxn01258	chorismate hydroxymutase	5.4.4.2;5.4.99.6	0.230	0.240	-0.010	0.010	(1) Chorismate[0] <=> (1) Isochorismate[0]		0.000	0.000	2	10
rxn27773	D-alanine aminotransferase	2.6.1.21	0.210	0.200	0.010	0.010	(1) 2-Oxoglutarate[0] + (1) D-Alanine[0] <=> (1) Pyruvate[0] + (1) D-Glutamate[0]		0.000	-2.000	4	5
rxn19940	MenF	5.4.4.2;5.4.99.6	0.230	0.240	-0.010	0.010	(1) Chorismate[0] <=> (1) Isochorismate[0]		0.000	0.000	2	10
rxn01388	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	0.170	0.180	-0.010	0.010	(1) Isocitrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	h2o	0.000	0.000	3	6
rxn00849	D-Alanine:2-oxoglutarate aminotransferase	2.6.1.21	0.210	0.200	0.010	0.010	(1) 2-Oxoglutarate[0] + (1) D-Alanine[0] <=> (1) Pyruvate[0] + (1) D-Glutamate[0]		0.000	-2.000	4	5
rxn27774	D-alanine aminotransferase	2.6.1.21	0.210	0.200	0.010	0.010	(1) 2-Oxoglutarate[0] + (1) D-Alanine[0] <=> (1) Pyruvate[0] + (1) D-Glutamate[0]		0.000	-2.000	4	5
rxn00404	L-Arginine:glycine amidinotransferase	2.1.4.1	-0.080	-0.070	-0.010	0.010	(1) Glycine[0] + (1) L-Arginine[0] <=> (1) Ornithine[0] + (1) Glycocyamine[0]		0.000	0.000	4	6
rxn04082	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	-0.120	-0.110	-0.010	0.010	(1) L-ribulose-5-phosphate[0] <=> (1) D-Xylulose5-phosphate[0]		0.000	0.000	2	5
rxn01253	Pyridoxamine:pyruvate aminotransferase	2.6.1.30	0.080	0.070	0.010	0.010	(1) Pyruvate[0] + (1) PM[0] <=> (1) L-Alanine[0] + (1) Pyridoxal[0]		0.000	-2.000	4	8
rxn19855	arginine-glycine transamidinase	2.1.4.1	-0.080	-0.070	-0.010	0.010	(1) Glycine[0] + (1) L-Arginine[0] <=> (1) Ornithine[0] + (1) Glycocyamine[0]		0.000	0.000	4	6
rxn32569	UDP-D-xylose 4-epimerase	5.1.3.5	-0.020	-0.030	0.010	0.010	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]		0.000	0.000	2	14
rxn16551	1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose Delta3-Delta1-isomerase	5.3.2.7;5.3.3.15	-0.030	-0.020	-0.010	0.010	(1) 1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose[0] <=> (1) 1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose[0]		0.000	0.000	2	6
rxn01075	UDP-L-arabinose 4-epimerase	5.1.3.5	-0.020	-0.030	0.010	0.010	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]		0.000	0.000	2	14
rxn40480			0.000	-0.010	0.010	0.010	(1) OA-6129 B2[0] <=> (1) OA-6129 B1[0]		0.000	0.000	2	20
rxn00283	alanine racemase	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3
rxn38030	ALARACECAT-RXN.e	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3
rxn19085	L-alanine racemase	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3
rxn27109	serine acetyltransferase	2.3.1.30	-1.600	-1.610	0.010	0.010	(1) Acetyl-CoA[0] + (1) L-Serine[0] <=> (1) CoA[0] + (1) O-Acetyl-L-serine[0]	coa	0.000	0.000	4	23
rxn34190	Aconitate hydratase, glyoxysome	4.2.1.3	1.820	1.810	0.010	0.010	(1) Citrate[0] <=> (1) Isocitrate[0]		0.000	0.000	2	6
rxn04071	pyridoxamine:2-oxoglutarate aminotransferase	2.6.1.54	0.280	0.270	0.010	0.010	(1) 2-Oxoglutarate[0] + (1) PM[0] <=> (1) D-Glutamate[0] + (1) Pyridoxal[0]		0.000	-4.000	4	8
rxn35518	Aconitate hydratase, glyoxysome	4.2.1.3	1.820	1.810	0.010	0.010	(1) Citrate[0] <=> (1) Isocitrate[0]		0.000	0.000	2	6
rxn35425	propanoyl-CoA:formate C-propanoyltransferase, chloroplast	2.3.1.-;2.3.1.54	-0.450	-0.460	0.010	0.010	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	coa	0.000	0.000	4	24
rxn01410	L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming]	4.2.1.89	-0.250	-0.260	0.010	0.010	(1) Carnitine[0] <=> (1) H2O[0] + (1) 4-(Trimethylammonio)but-2-enoate[0]	h2o	0.000	0.000	3	7
rxn30082	Aconitate hydratase, mitochondrial	4.2.1.3	1.820	1.810	0.010	0.010	(1) Citrate[0] <=> (1) Isocitrate[0]		0.000	0.000	2	6
rxn02213	3-Dehydroquinate hydro-lyase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7
rxn00973	citrate hydroxymutase	4.2.1.3	1.820	1.810	0.010	0.010	(1) Citrate[0] <=> (1) Isocitrate[0]		0.000	0.000	2	6
rxn04794	propanoyl-CoA:formate C-propanoyltransferase	2.3.1.-;2.3.1.54	-0.450	-0.460	0.010	0.010	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	coa	0.000	0.000	4	24
rxn00423	acetyl-CoA:L-serine O-acetyltransferase	2.3.1.30	-1.600	-1.610	0.010	0.010	(1) Acetyl-CoA[0] + (1) L-Serine[0] <=> (1) CoA[0] + (1) O-Acetyl-L-serine[0]	coa	0.000	0.000	4	23
rxn27959	formate C-acetyltransferase	2.3.1.-;2.3.1.54	-0.450	-0.460	0.010	0.010	(1) CoA[0] + (1) 2-Oxobutyrate[0] <=> (1) Formate[0] + (1) Propionyl-CoA[0]	coa	0.000	0.000	4	24
rxn01057	lactate racemase	5.1.2.1	0.750	0.740	0.010	0.010	(1) L-Lactate[0] <=> (1) D-Lactate[0]		0.000	0.000	2	3
rxn30580	3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7
rxn16613	D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase	3.1.3.83	-1.840	-1.830	-0.010	0.010	(1) H2O[0] + (1) D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate[0] => (1) Phosphate[0] + (1) D-glycero-alpha-D-manno-Heptose 1-phosphate[0]	h2o;pi	0.000	-8.000	4	7
rxn32636	AtECH2	4.2.1.119;4.2.1.17;4.2.1.55	1.020	1.030	-0.010	0.010	(1) 3-Hydroxybutanoyl-CoA[0] <=> (1) H2O[0] + (1) Crotonyl-CoA[0]	h2o	0.000	0.000	3	25
rxn17751	DHQase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7
rxn16566	(R)-2-hydroxybutane-1,2,4-tricarboxylate hydro-lyase [(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate-forming]	4.2.1.114	1.560	1.550	0.010	0.010	(1) Homocitrate[0] <=> (1) Homoisocitrate[0]		0.000	0.000	2	7
rxn27108	serine acetyltransferase	2.3.1.30	-1.600	-1.610	0.010	0.010	(1) Acetyl-CoA[0] + (1) L-Serine[0] <=> (1) CoA[0] + (1) O-Acetyl-L-serine[0]	coa	0.000	0.000	4	23
rxn27538	Crotonase	4.2.1.119;4.2.1.17;4.2.1.55	1.020	1.030	-0.010	0.010	(1) 3-Hydroxybutanoyl-CoA[0] <=> (1) H2O[0] + (1) Crotonyl-CoA[0]	h2o	0.000	0.000	3	25
rxn31240	glucose-6-phosphate isomerase, putative	5.1.3.15	-0.310	-0.320	0.010	0.010	(1) alpha-D-Glucose 6-phosphate[0] <=> (1) beta-D-Glucose 6-phosphate[0]		0.000	0.000	2	6
rxn17752	DHQase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7
rxn02591	9-cis,12-cis-Octadecadienoate delta12-cis-delta11-trans-isomerase	5.2.1.5	-2.520	-2.510	-0.010	0.010	(1) Linoleate[0] <=> (1) (9Z,11E)-Octadecadienoic acid[0]		0.000	0.000	2	18
rxn07287	Campesterol,NADPH:brassinosteroid C22alpha-hydroxylase	1.14.13.-	-95.070	-95.080	0.010	0.010	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Campestanol[0] => (1) H2O[0] + (1) NADP[0] + (1) 6-Deoxocathasterone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	28
