rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel
rxn00414	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)	OK	0	0	>	(1) cpd00001[0] + (2) cpd00002[0] + (1) cpd00053[0] + (1) cpd00242[0] => (2) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (2) cpd00067[0] + (1) cpd00146[0]	(1) H2O[0] + (2) ATP[0] + (1) L-Glutamine[0] + (1) H2CO3[0] => (2) ADP[0] + (1) Phosphate[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) Carbamoylphosphate[0]	6.3.5.5	6	1	-20.7800	-1.4200	-1.6200	3	1	R00575	R00575	1	12	1	0	0.0000	4	5	9	12.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	6	4	adp;atp;gln;glu;h;h2o;pi	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	20.0000	0.0000	16.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	6.0000	-2.0000	4.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-19.3600	-19.1600	0.2000	19.3600	-7.9400	19.3600	2	0	0	0	2.0000	0.0000	0.6443	0
rxn00415	L-Glutamine:pyruvate aminotransferase	OK	0	0	=	(1) cpd00020[0] + (1) cpd00053[0] <=> (1) cpd00035[0] + (1) cpd00695[0]	(1) Pyruvate[0] + (1) L-Glutamine[0] <=> (1) L-Alanine[0] + (1) 2-Oxoglutaramate[0]	2.6.1.15	2	1	-0.0000	-2.7500	0.1300	3	1	R00576	R00576	1	1	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	5	146.0000	10	0	0	gln	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	2.7500	-0.1300	-2.8800	2.8800	-0.8733	2.8800	1	1	0	0	0.0000	0.0000	0.5433	0
rxn00416	L-aspartate:L-glutamine amido-ligase (AMP-forming)	OK	0	0	>	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00041[0] + (1) cpd00053[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00023[0] + (2) cpd00067[0] + (1) cpd00132[0]	(1) H2O[0] + (1) ATP[0] + (1) L-Aspartate[0] + (1) L-Glutamine[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (2) H+[0] + (1) L-Asparagine[0]	6.3.5.4	6	1	-27.3000	-7.2400	-7.1700	3	1	R00578	R00578	1	9	1	0	0.0000	4	5	9	10.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	6	4	amp;atp;gln;glu;h;h2o;ppi	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	10.0000	0.0000	8.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	3.0000	-1.0000	2.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-20.0600	-20.1300	-0.0700	20.1300	-13.9033	20.1300	2	0	0	0	2.0000	6.0000	0.8885	0
rxn00417	glutamine racemase	OK	0	0	=	(1) cpd00053[0] <=> (1) cpd00610[0]	(1) L-Glutamine[0] <=> (1) D-Glutamine[0]	5.1.1.10	5	1	0.0000	1.6900	0.0400	3	1	R00579	R00579	1	2	1	0	0.0000	1	1	2	2.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	5	146.0000	10	0	0	gln	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-1.6900	-0.0400	1.6500	1.6900	0.5767	1.6900	1	1	0	0	0.0000	0.0000	0.7956	0
rxn00419	L-serine:NAD+ oxidoreductase (deaminating)	OK	0	0	=	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00054[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd00145[0]	(1) H2O[0] + (1) NAD[0] + (1) L-Serine[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) Hydroxypyruvate[0]	1.4.1.7	1	1	8.6900	9.7200	11.0000	3	1	R00581	R00581	1	1	1	0	0.0000	3	4	7	7.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh;nh3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-1.0300	-2.3100	-1.2800	2.3100	9.8033	2.3100	1	1	0	0	1.0000	6.0000	0.1955	0
rxn00420	O-phospho-L-serine phosphohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00738[0] => (1) cpd00009[0] + (1) cpd00054[0]	(1) H2O[0] + (1) phosphoserine[0] => (1) Phosphate[0] + (1) L-Serine[0]	3.1.3.3	3	1	7.2200	-2.4600	-2.4500	3	1	R00582	R00582	1	30	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	3	184.0000	11	0	0	h2o;pi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	9.6800	9.6700	-0.0100	9.6800	0.7700	9.6800	1	1	0	0	0.0000	0.0000	0.0674	0
rxn00421	diphosphate:L-serine O-phosphotransferase	OK	0	0	=	(1) cpd00012[0] + (1) cpd00054[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00738[0]	(1) PPi[0] + (1) L-Serine[0] <=> (1) Phosphate[0] + (1) H+[0] + (1) phosphoserine[0]	2.7.1.80	2	1	-3.0700	-1.0100	-1.3700	3	1	R00584	R00584	1	1	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	3	184.0000	11	0	0	h;pi;ppi	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-2.0600	-1.7000	0.3600	2.0600	-1.8167	2.0600	1	1	0	0	1.0000	0.0000	0.0802	0
rxn00422	L-Serine:pyruvate aminotransferase	OK	0	0	=	(1) cpd00020[0] + (1) cpd00054[0] <=> (1) cpd00035[0] + (1) cpd00145[0]	(1) Pyruvate[0] + (1) L-Serine[0] <=> (1) L-Alanine[0] + (1) Hydroxypyruvate[0]	2.6.1.51	2	1	0.0000	0.9400	1.6200	3	1	R00585	R00585	1	6	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	105.0000	7	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-0.9400	-1.6200	-0.6800	1.6200	0.8533	1.6200	1	1	0	0	0.0000	0.0000	0.1892	0
rxn00423	acetyl-CoA:L-serine O-acetyltransferase	OK	0	0	=	(1) cpd00022[0] + (1) cpd00054[0] <=> (1) cpd00010[0] + (1) cpd00722[0]	(1) Acetyl-CoA[0] + (1) L-Serine[0] <=> (1) CoA[0] + (1) O-Acetyl-L-serine[0]	2.3.1.30	2	1	-3.6100	-1.6000	-1.6100	3	1	R00586	R00586	1	3	1	0	0.0000	2	2	4	4.0000	1.0000	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	23	806.0000	51	6	4	coa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	10.0000	0.0000	8.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	5.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	1.0000	5	-2.0100	-2.0000	0.0100	2.0100	-2.2733	2.0100	1	1	0	0	0.0000	0.0000	0.7141	0
rxn00424	L-Serine:glyoxylate aminotransferase	OK	0	0	=	(1) cpd00040[0] + (1) cpd00054[0] <=> (1) cpd00033[0] + (1) cpd00145[0]	(1) Glyoxalate[0] + (1) L-Serine[0] <=> (1) Glycine[0] + (1) Hydroxypyruvate[0]	2.6.1.45	2	1	-1.4600	-1.0300	-1.0700	3	1	R00588	R00588	1	4	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	105.0000	7	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.4300	-0.3900	0.0400	0.4300	-1.1867	0.4300	1	1	0	0	0.0000	0.0000	0.4205	0
rxn00425	serine racemase	OK	0	0	=	(1) cpd00054[0] <=> (1) cpd00550[0]	(1) L-Serine[0] <=> (1) D-Serine[0]	5.1.1.10;5.1.1.18	5	2	0.0000	-0.1300	1.0700	3	1	R00589	R00589	1	13	1	0	0.0000	1	1	2	2.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	105.0000	7	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0.1300	-1.0700	-1.2000	1.2000	0.3133	1.2000	1	1	0	0	0.0000	0.0000	0.7326	0
rxn00426	L-Serine hydro-lyase	OK	0	0	=	(1) cpd00054[0] <=> (1) cpd00001[0] + (1) cpd01495[0]	(1) L-Serine[0] <=> (1) H2O[0] + (1) Dehydroalanine[0]	4.3.1.17	4	1	-0.8700	-1.4400	-7.2700	3	1	R00590	R00590	1	1	1	0	0.0000	1	2	3	3.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	105.0000	7	0	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	0.5700	6.4000	5.8300	6.4000	-3.1933	6.4000	1	1	0	0	0.0000	0.0000	0.4496	0
rxn00427	methanol:hydrogen-peroxide oxidoreductase	OK	0	0	>	(1) cpd00025[0] + (1) cpd00116[0] => (2) cpd00001[0] + (1) cpd00055[0]	(1) H2O2[0] + (1) Methanol[0] => (2) H2O[0] + (1) Formaldehyde[0]	1.11.1.21;1.11.1.6;1.11.1.7	1	3	-70.6300	-69.7600	-70.2600	3	1	R00602	R00602	1	4	1	0	0.0000	2	2	4	5.0000	2.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	1	34.0000	2	0	0	h2o;h2o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-0.8700	-0.3700	0.5000	0.8700	-70.2167	0.8700	1	1	0	0	0.0000	0.0000	1.1332	0
rxn00429	Formaldehyde:NAD+ oxidoreductase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00055[0] => (1) cpd00004[0] + (1) cpd00047[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] => (1) NADH[0] + (1) Formate[0] + (2) H+[0]	1.2.1.46	1	1	-9.8000	-10.5100	-9.7600	3	1	R00604	R00604	1	9	1	0	0.0000	3	3	6	7.0000	2.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;h2o;nad;nadh	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	0.7100	-0.0400	-0.7500	0.7500	-10.0233	0.7500	1	1	0	0	2.0000	6.0000	0.4741	0
rxn00430	methanol:NAD+ oxidoreductase	OK	0	0	=	(1) cpd00003[0] + (1) cpd00116[0] <=> (1) cpd00004[0] + (1) cpd00055[0] + (1) cpd00067[0]	(1) NAD[0] + (1) Methanol[0] <=> (1) NADH[0] + (1) Formaldehyde[0] + (1) H+[0]	1.1.1.244	1	1	6.4400	8.0200	8.4800	3	1	R00605	R00605	1	4	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-1.5800	-2.0400	-0.4600	2.0400	7.6467	2.0400	1	1	0	0	1.0000	4.0000	0.8028	0
rxn00432	Methanol:oxygen oxidereductase	OK	0	0	>	(1) cpd00007[0] + (1) cpd00116[0] => (1) cpd00025[0] + (1) cpd00055[0]	(1) O2[0] + (1) Methanol[0] => (1) H2O2[0] + (1) Formaldehyde[0]	1.1.3.13	1	1	-25.2700	-23.7000	-23.7300	3	1	R00608	R00608	1	7	1	0	0.0000	2	2	4	4.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	1	34.0000	2	0	0	h2o2;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-1.5700	-1.5400	0.0300	1.5700	-24.2333	1.5700	1	1	0	0	0.0000	0.0000	1.2834	0
rxn00433	sarcosine:oxygen oxidoreductase (demethylating)	OK	0	0	>	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00183[0] => (1) cpd00025[0] + (1) cpd00033[0] + (1) cpd00055[0]	(1) H2O[0] + (1) O2[0] + (1) Sarcosine[0] => (1) H2O2[0] + (1) Glycine[0] + (1) Formaldehyde[0]	1.5.3.1	1	1	-19.0300	-17.3400	-21.5200	3	1	R00610	R00610	1	2	1	0	0.0000	3	3	6	6.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	89.0000	6	0	0	h2o;h2o2;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-1.6900	2.4900	4.1800	4.1800	-19.2967	4.1800	1	1	0	0	0.0000	0.0000	1.5281	0
rxn00434	N6-Methyl-L-lysine:oxygen oxidoreductase (demethylating)	OK	0	0	>	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd01771[0] => (1) cpd00025[0] + (1) cpd00039[0] + (1) cpd00055[0]	(1) H2O[0] + (1) O2[0] + (1) N6-Methyl-L-lysine[0] => (1) H2O2[0] + (1) L-Lysine[0] + (1) Formaldehyde[0]	1.5.3.4	1	1	-19.0300	-15.6900	-16.0000	3	1	R00612	R00612	1	1	1	0	0.0000	3	3	6	6.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	7	161.0000	11	0	0	h2o;h2o2;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-3.3400	-3.0300	0.3100	3.3400	-16.9067	3.3400	1	1	0	0	0.0000	0.0000	1.3581	0
