rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel
rxn38099	trans,trans-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase	OK	0	1	>	(1) cpd00113[0] + (1) cpd00350[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00289[0]	(1) Isopentenyldiphosphate[0] + (1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Geranylgeranyl diphosphate[0]	2.5.1.29	2	1	-22.5300	-18.1300	-22.4400	3	1	R02061	R02061	1	31	1	0	0.0000	2	3	5	5.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	20	448.0000	29	0	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-4.4000	-0.0900	4.3100	4.4000	-21.0333	4.4000	2	0	0	0	1.0000	6.0000	0.7053	0
rxn38104	(2E,6E)-farnesyl diphosphate synthase	OK	0	1	>	(1) cpd00113[0] + (1) cpd00283[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00350[0]	(1) Isopentenyldiphosphate[0] + (1) Geranyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Farnesyldiphosphate[0]	2.5.1.10	2	1	-22.5300	-18.1300	-22.4400	3	1	R02003	R02003	1	3	1	0	0.0000	2	3	5	5.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	15	380.0000	24	0	0	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-4.4000	-0.0900	4.3100	4.4000	-21.0333	4.4000	2	0	0	0	1.0000	6.0000	0.7053	0
rxn38105	FUMARYLACETOACETASE-RXN.d	OK	0	1	>	(1) cpd00001[0] + (1) cpd00780[0] => (1) cpd00067[0] + (1) cpd00106[0] + (1) cpd00142[0]	(1) H2O[0] + (1) Fumarylacetoacetate[0] => (1) H+[0] + (1) Fumarate[0] + (1) Acetoacetate[0]	3.7.1.2	3	1	-12.8100	-16.9200	2.9800	3	1	R01364	R01364	1	13	1	0	0.0000	2	3	5	5.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	8	198.0000	14	0	0	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	4.1100	-15.7900	-19.9000	19.9000	-8.9167	19.9000	1	1	0	0	1.0000	2.0000	0.9199	0
rxn38106	FUMARYLACETOACETASE-RXN.n	OK	0	1	>	(1) cpd00001[0] + (1) cpd00780[0] => (1) cpd00067[0] + (1) cpd00106[0] + (1) cpd00142[0]	(1) H2O[0] + (1) Fumarylacetoacetate[0] => (1) H+[0] + (1) Fumarate[0] + (1) Acetoacetate[0]	3.7.1.2	3	1	-12.8100	-16.9200	2.9800	3	1	R01364	R01364	1	13	1	0	0.0000	2	3	5	5.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	8	198.0000	14	0	0	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	4.1100	-15.7900	-19.9000	19.9000	-8.9167	19.9000	1	1	0	0	1.0000	2.0000	0.9199	0
rxn38113	GAPOXNPHOSPHN-RXN.n	OK	0	1	<	(1) cpd00003[0] + (1) cpd00009[0] + (1) cpd00102[0] <= (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00203[0]	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <= (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	1.2.1.12;1.2.1.59	1	2	-9.8900	1.2500	1.8500	3	1	R01061	R01061	1	4	1	0	0.0000	3	3	6	6.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	10	5	h;nad;nadh;pi	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	-11.1400	-11.7400	-0.6000	11.7400	-2.2633	11.7400	1	1	0	0	1.0000	12.0000	0.0988	0
rxn38114	GDPMANDEHYDRA-RXN.n	OK	0	1	>	(1) cpd00083[0] => (1) cpd00001[0] + (1) cpd00900[0]	(1) GDP-mannose[0] => (1) H2O[0] + (1) GDP-4-dehydro-D-rhamnose[0]	4.2.1.47	4	1	-13.9000	-13.8800	-9.6400	3	1	R00888	R00888	1	4	1	0	0.0000	1	2	3	3.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	16	603.0000	39	8	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	-2.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-0.0200	-4.2600	-4.2400	4.2600	-12.4733	4.2600	1	1	0	0	0.0000	0.0000	0.9655	0
rxn38115	GLU6PDEHYDROG-RXN.n	OK	0	1	=	(1) cpd00006[0] + (1) cpd00863[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00911[0]	(1) NADP[0] + (1) beta-D-Glucose 6-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 6-phospho-D-glucono-1-5-lactone[0]	1.1.1.49	1	1	-2.0000	-2.4100	-5.3000	3	1	R02736	R02736	1	10	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0000	48	12	5	h;nadp;nadph	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1.0000	-1.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6	0.4100	3.3000	2.8900	3.3000	-3.2367	3.3000	1	1	0	0	1.0000	8.0000	0.5720	0
rxn38117	GLUC1PURIDYLTRANS-RXN.n.maizeexp.CPD-12575	OK	0	1	=	(1) cpd00062[0] + (1) cpd00089[0] <=> (1) cpd00012[0] + (1) cpd00026[0]	(1) UTP[0] + (1) Glucose-1-phosphate[0] <=> (1) PPi[0] + (1) UDP-glucose[0]	2.7.7.9	2	1	1.0700	0.0300	-0.0300	3	1	R00289	R00289	1	2	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	15	564.0000	36	6	2	ppi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	1.0400	1.1000	0.0600	1.1000	0.3567	1.1000	2	0	0	0	0.0000	0.0000	0.3362	0
rxn38118	glucose isomerase	OK	0	1	=	(1) cpd00190[0] <=> (1) cpd00082[0]	(1) beta-D-Glucose[0] <=> (1) D-Fructose[0]	5.3.1.5	5	1	-0.8900	0.5000	0.2100	3	1	R00307	R00307	1	13	1	0	0.0000	1	1	2	2.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	180.0000	12	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	-1.3900	-1.1000	0.2900	1.3900	-0.0600	1.3900	1	1	0	0	0.0000	0.0000	0.1322	0
rxn38121	GLUTAMATE-N-ACETYLTRANSFERASE-RXN.d	OK	0	1	=	(1) cpd00023[0] + (1) cpd00342[0] <=> (1) cpd00064[0] + (1) cpd00477[0]	(1) L-Glutamate[0] + (1) N-Acetylornithine[0] <=> (1) Ornithine[0] + (1) N-Acetyl-L-glutamate[0]	2.3.1.35	2	1	0.0000	0.5600	0.7300	3	1	R02282	R02282	1	2	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	7	187.0000	13	0	0	glu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	-0.5600	-0.7300	-0.1700	0.7300	0.4300	0.7300	1	1	0	0	0.0000	4.0000	0.7141	0
rxn38122	GLUTKIN-RXN.e	OK	0	1	=	(1) cpd00002[0] + (1) cpd00023[0] <=> (1) cpd00008[0] + (1) cpd02097[0]	(1) ATP[0] + (1) L-Glutamate[0] <=> (1) ADP[0] + (1) L-Glutamyl 5-phosphate[0]	2.7.2.11	2	1	-6.9000	6.5100	3.0700	3	1	R00239	R00239	1	5	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	6	4	adp;atp;glu	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	3.0000	-1.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-13.4100	-9.9700	3.4400	13.4100	0.8933	13.4100	2	0	0	0	0.0000	-2.0000	0.5511	0
rxn38123	GLUTKIN-RXN.n	OK	0	1	=	(1) cpd00002[0] + (1) cpd00023[0] <=> (1) cpd00008[0] + (1) cpd02097[0]	(1) ATP[0] + (1) L-Glutamate[0] <=> (1) ADP[0] + (1) L-Glutamyl 5-phosphate[0]	2.7.2.11	2	1	-6.9000	6.5100	3.0700	3	1	R00239	R00239	1	5	1	0	0.0000	2	2	4	4.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	6	4	adp;atp;glu	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	3.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	3.0000	-1.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-13.4100	-9.9700	3.4400	13.4100	0.8933	13.4100	2	0	0	0	0.0000	-2.0000	0.5511	0
rxn38124	glycerate kinase	OK	0	1	=	(1) cpd00002[0] + (1) cpd00223[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00169[0]	(1) ATP[0] + (1) Glycerate[0] <=> (1) ADP[0] + (1) H+[0] + (1) 3-Phosphoglycerate[0]	2.7.1.31	2	1	-14.0300	-2.6900	-4.0200	3	1	R01514	R01514	1	10	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	6	4	adp;atp;h	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	8.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	3.0000	-1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-11.3400	-10.0100	1.3300	11.3400	-6.9133	11.3400	2	0	0	0	1.0000	4.0000	0.1533	0
rxn38130	GLYOHMETRANS-RXN.e	OK	0	1	=	(1) cpd00054[0] + (1) cpd00087[0] <=> (1) cpd00001[0] + (1) cpd00033[0] + (1) cpd00125[0]	(1) L-Serine[0] + (1) Tetrahydrofolate[0] <=> (1) H2O[0] + (1) Glycine[0] + (1) 5-10-Methylenetetrahydrofolate[0]	2.1.2.1	2	1	0.0500	-2.4800	1.7000	3	1	R00945	R00945	1	11	1	0	0.0000	2	3	5	5.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	20	455.0000	33	7	4	h2o;thf	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	20.0000	0.0000	4.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1	2.5300	-1.6500	-4.1800	4.1800	-0.2433	4.1800	1	1	0	0	0.0000	0.0000	0.6004	0
rxn38131	GLYOXI-RXN.e	CI:1	0	1	=	(1) cpd02182[0] <=> (1) cpd00042[0] + (1) cpd00067[0] + (1) cpd00428[0]	(1) (R)-S-Lactoylglutathione[0] <=> (1) GSH[0] + (1) H+[0] + (1) 2-Oxopropanal[0]	4.4.1.5	4	1	0.7400	5.6100	5.6100	3	1	R02530	R02530	1	6	1	0	0.0000	1	3	4	4.0000	1.0000	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	13	378.0000	25	0	0	gsh;h	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	4	-4.8700	-4.8700	0.0000	4.8700	3.9867	4.8700	2	0	0	0	1.0000	4.0000	0.7141	0
rxn38132	GLYOXI-RXN.n	CI:1	0	1	=	(1) cpd02182[0] <=> (1) cpd00042[0] + (1) cpd00067[0] + (1) cpd00428[0]	(1) (R)-S-Lactoylglutathione[0] <=> (1) GSH[0] + (1) H+[0] + (1) 2-Oxopropanal[0]	4.4.1.5	4	1	0.7400	5.6100	5.6100	3	1	R02530	R02530	1	6	1	0	0.0000	1	3	4	4.0000	1.0000	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	13	378.0000	25	0	0	gsh;h	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	4	-4.8700	-4.8700	0.0000	4.8700	3.9867	4.8700	2	0	0	0	1.0000	4.0000	0.7141	0
rxn38133	GMP-SYN-GLUT-RXN.d	OK	0	1	>	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd00497[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00023[0] + (3) cpd00067[0] + (1) cpd00126[0]	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	6.3.5.2	6	1	-23.1400	-76.7700	-10.4400	3	1	R01231	R01231	1	4	1	0	0.0000	4	5	9	11.0000	3.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	12	8	amp;atp;gln;glu;h;h2o;ppi	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	20.0000	0.0000	16.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	3.0000	-1.0000	3.0000	1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	53.6300	-12.7000	-66.3300	66.3300	-36.7833	66.3300	2	0	0	0	3.0000	8.0000	16170.4027	1
rxn38134	GMP-SYN-GLUT-RXN.w	OK	0	1	>	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd00497[0] => (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00023[0] + (3) cpd00067[0] + (1) cpd00126[0]	(1) H2O[0] + (1) ATP[0] + (1) L-Glutamine[0] + (1) XMP[0] => (1) PPi[0] + (1) AMP[0] + (1) L-Glutamate[0] + (3) H+[0] + (1) GMP[0]	6.3.5.2	6	1	-23.1400	-76.7700	-10.4400	3	1	R01231	R01231	1	4	1	0	0.0000	4	5	9	11.0000	3.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	10	504.0000	31	12	8	amp;atp;gln;glu;h;h2o;ppi	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	20.0000	0.0000	16.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	3.0000	-1.0000	3.0000	1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	53.6300	-12.7000	-66.3300	66.3300	-36.7833	66.3300	2	0	0	0	3.0000	8.0000	16170.4027	1
