rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_err	sentinel	kegg_bad
rxn02199	Acetyl-CoA:chloramphenicol O3-acetyltransferase	OK	0	0	=	(1) cpd00022[0] + (1) cpd00680[0] <=> (1) cpd00010[0] + (1) cpd02267[0]	(1) Acetyl-CoA[0] + (1) Chloramphenicol[0] <=> (1) CoA[0] + (1) Chloramphenicol 3-acetate[0]	2.3.1.28	2	1		-0.9	-2.05	2	1	R03065	R03065	1	1	1	0	0.0	2	2	4	4.0	1.0	7	C;Cl;H;N;O;P;S	1	1	1	1	0	0	0	0	0	1	23	806.0	51	8	6	coa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	22.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	4.0	0.0	7.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	1.0	1.0	5			1.15				0.511069445663193	False	False
rxn02200	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	OK	0	0	=	(1) cpd00443[0] + (1) cpd00954[0] <=> (1) cpd00001[0] + (1) cpd00683[0]	(1) ABEE[0] + (1) 6-hydroxymethyl dihydropterin[0] <=> (1) H2O[0] + (1) Dihydropteroate[0]	2.5.1.15	2	1	-6.73	-6.45	-22.63	3	1	R03066	R03066	1	2	1	0	0.0	2	2	4	4.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	14	313.0	23	6	4	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-0.2800000000000002	15.9	16.18	16.18	-11.936666666666667	16.18	0.7106259934440414	False	False
rxn02201	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	CI:1	0	0	>	(1) cpd00443[0] + (1) cpd02920[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00683[0]	(1) ABEE[0] + (1) 2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Dihydropteroate[0]	2.5.1.15	2	1	-20.0	-13.94	-26.87	3	1	R03067	R03067	1	2	1	0	0.0	2	3	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	14	353.0	23	6	4	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	-6.0600000000000005	6.870000000000001	12.93	12.93	-20.27	12.93	1.5482510556073492	False	False
rxn02202	(2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)	OK	0	0	=	(1) cpd01705[0] <=> (1) cpd00001[0] + (1) cpd00684[0]	(1) 2,3-Dimethylmalate[0] <=> (1) H2O[0] + (1) Dimethylmaleic acid[0]	4.2.1.85	4	1	0.91	0.98	-0.96	3	1	R03069	R03069	1	1	1	0	0.0	1	2	3	3.0	1.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	160.0	11	0	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-0.0699999999999999	1.87	1.94	1.94	0.31	1.94	0.5049495994418279	False	False
rxn02204	Methylitaconate delta2-delta3-isomerase	OK	0	0	=	(1) cpd01545[0] <=> (1) cpd00684[0]	(1) Methylitaconate[0] <=> (1) Dimethylmaleic acid[0]	5.3.3.6	5	1	-1.45	-1.27	-0.75	3	1	R03070	R03070	1	2	1	0	0.0	1	1	2	2.0	1.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	142.0	10	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-0.1799999999999999	-0.7	-0.52	0.7	-1.1566666666666665	0.7	0.6381954290816614	False	False
rxn02207	1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline 1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)transferase	OK	0	0	=	(1) cpd00027[0] + (1) cpd00690[0] <=> (1) cpd00098[0] + (1) cpd00865[0]	(1) D-Glucose[0] + (1) Sinapine[0] <=> (1) Choline[0] + (1) 1-O-Sinapoyl-beta-D-glucose[0]	2.3.1.91	2	1	0.0	4.0	7.87	3	1	R03075	R03075	1	7	1	0	0.0	2	2	4	4.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	17	386.0	27	4	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-4.0	-7.87	-3.87	7.87	3.956666666666667	7.87	0.48866021714609825	False	False
rxn02208	UTP:aldose-1-phosphate nucleotidyltransferase	OK	0	0	=	(1) cpd00062[0] + (1) cpd03730[0] <=> (1) cpd00012[0] + (1) cpd00691[0]	(1) UTP[0] + (1) L-Arabinose 1-phosphate[0] <=> (1) PPi[0] + (1) UDP-L-arabinose[0]	2.7.7.37	2	1	1.07	-1.05	7.87	3	0	R03075		0	7	1	0	0.0	2	2	4	4.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	14	534.0	34	6	2	ppi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2.12	-6.8	-8.92	8.92	2.6300000000000003	8.92	0.3676938506614439	False	True
rxn02209	(R)-Propane-1,2-diol:NAD+ oxidoreductase	OK	0	0	=	(1) cpd00003[0] + (1) cpd01861[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00693[0]	(1) NAD[0] + (1) (R)-1,2-Propanediol[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Lactaldehyde[0]	1.1.1.77	1	1	5.22	4.89	6.76	3	1	R03080	R03080	1	1	1	0	0.0	2	3	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0	44	10	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	15.0	-5.0	9.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	0.33	-1.54	-1.87	1.87	5.623333333333332	1.87	0.241896188778306	False	False
rxn02211	(R)-Lactaldehyde:NAD+ oxidoreductase (glutathione-formylating)	CI:-1	0	0	=	(1) cpd00003[0] + (1) cpd00042[0] + (1) cpd00693[0] <=> (1) cpd00004[0] + (1) cpd02182[0]	(1) NAD[0] + (1) GSH[0] + (1) D-Lactaldehyde[0] <=> (1) NADH[0] + (1) (R)-S-Lactoylglutathione[0]		none	0	5.48	-1.65	-4.22	3	1	R03082	R03082	1	1	1	0	0.0	3	2	5	5.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	21	663.0	44	10	5	gsh;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	-1.0	2.0	2.0	0.0	0.0	6.0	0.0	15.0	-5.0	9.0	-1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5	7.130000000000001	9.7	2.57	9.7	-0.1299999999999997	9.7	0.45452880470593887	False	False
rxn02212	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)	OK	0	0	>	(1) cpd02857[0] => (1) cpd00009[0] + (1) cpd00699[0]	(1) DAHP[0] => (1) Phosphate[0] + (1) 5-Dehydroquinate[0]	4.2.3.4	4	1	-7.4	-35.92	-23.68	3	1	R03083	R03083	1	2	1	0	0.0	1	2	3	3.0	1.0	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	7	286.0	18	1	0	pi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	28.520000000000003	16.28	-12.240000000000002	28.520000000000003	-22.33333333333333	28.520000000000003	1.4900668404428727	False	False
rxn02213	3-Dehydroquinate hydro-lyase	OK	0	0	=	(1) cpd00699[0] <=> (1) cpd00001[0] + (1) cpd01716[0]	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	4.2.1.10	4	1	-8.48	-1.26	-1.27	3	1	R03084	R03084	1	5	1	0	0.0	1	2	3	3.0	1.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	7	189.0	13	2	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-7.220000000000001	-7.210000000000001	0.01	7.220000000000001	-3.67	7.220000000000001	0.5049495994418262	False	False
rxn02214	R03088	OK	0	0	>	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00702[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd03146[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NAD[0] + (1) 2-OH-Estradiol[0]	1.14.14.1	1	1	-95.83	-105.29	-79.82	3	1	R03088	R03088	1	1	1	0	0.0	4	3	7	7.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0	44	18	7	h;h2o;nad;nadh;o2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	-2.0	0.0	0.0	2.0	0.0	27.0	5.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	9.460000000000008	-16.010000000000005	-25.470000000000013	25.470000000000013	-93.64666666666666	25.470000000000013	0.9417441984847039	False	False
rxn02215	R03089	OK	0	0	>	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00702[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd03061[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NADP[0] + (1) Estriol[0]	1.14.14.1	1	1	-96.19	-96.53	-95.3	3	1	R03089	R03089	1	1	1	0	0.0	4	3	7	7.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0	48	18	7	h;h2o;nadp;nadph;o2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	-2.0	0.0	0.0	2.0	0.0	27.0	5.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.3400000000000034	-0.8900000000000006	-1.230000000000004	1.230000000000004	-96.00666666666666	1.230000000000004	0.854901869257876	False	False
rxn02216	R03090	OK	0	0	>	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00702[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd03146[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-OH-Estradiol[0]	1.14.14.1	1	1	-95.83	-105.29	-79.24	3	1	R03090	R03090	1	1	1	0	0.0	4	3	7	7.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	742.0	48	18	7	h;h2o;nadp;nadph;o2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	-2.0	0.0	0.0	2.0	0.0	27.0	5.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	9.460000000000008	-16.590000000000003	-26.05000000000001	26.05000000000001	-93.45333333333332	26.05000000000001	0.9419325307604473	False	False
rxn02217	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	OK	0	0	>	(1) cpd00144[0] + (1) cpd00702[0] => (1) cpd00014[0] + (1) cpd03277[0]	(1) UDPglucuronate[0] + (1) Estradiol[0] => (1) UDP[0] + (1) Estradiol-17beta 3-glucuronide[0]	2.4.1.17	2	1	-1.7	-12.04	-14.11	3	1	R03091	R03091	1	1	1	0	0.0	2	2	4	4.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	24	577.0	37	14	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	13.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	10.34	12.41	2.0700000000000003	12.41	-9.283333333333331	12.41	1.0491239210384022	False	False
rxn02218	R03092	OK	0	0	>	(1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00703[0] => (1) cpd00011[0] + (1) cpd03464[0]	(1) O2[0] + (1) H+[0] + (1) Indoleacetate[0] => (1) CO2[0] + (1) 3-Methyldioxyindole[0]		none	0	-105.76	-104.58	-89.77	3	1	R03092	R03092	1	1	1	0	0.0	3	2	5	5.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	174.0	13	4	3	co2;h;o2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	14.0	-2.0	1.0	-1.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	-1.1800000000000068	-15.990000000000007	-14.810000000000002	15.990000000000007	-100.03666666666668	15.990000000000007	1.5250718013932207	False	False
rxn02220	UDPglucose:indole-3-acetate beta-D-glucosyltransferase	OK	0	0	=	(1) cpd00026[0] + (1) cpd00067[0] + (1) cpd00703[0] <=> (1) cpd00014[0] + (1) cpd02548[0]	(1) UDP-glucose[0] + (1) H+[0] + (1) Indoleacetate[0] <=> (1) UDP[0] + (1) Indole-3-acetyl-beta-1-D-glucose[0]	2.4.1.121	2	1	-2.67	-0.78	7.62	3	1	R03094	R03094	1	1	1	0	0.0	3	2	5	5.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	16	564.0	36	10	6	h	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	6.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-1.89	-10.29	-8.4	10.29	1.39	10.29	0.6776218582300639	False	False
rxn02221	Indoleacetate:L-lysine ligase (ADP-forming)	OK	0	0	>	(1) cpd00002[0] + (1) cpd00039[0] + (1) cpd00703[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd02588[0]	(1) ATP[0] + (1) L-Lysine[0] + (1) Indoleacetate[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) N6-[(Indol-3-yl)acetyl]-L-lysine[0]	6.3.2.20	6	1	-6.35	-7.26	-6.11	3	1	R03095	R03095	1	1	1	0	0.0	3	4	7	7.0	1.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	16	504.0	31	10	8	adp;atp;h;pi	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	26.0	0.0	10.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	-1.0	2.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.91	-0.2399999999999993	-1.1499999999999997	1.1499999999999997	-6.573333333333333	1.1499999999999997	0.5365299171967397	False	False
rxn02222	Indole-3-acetamide amidohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01747[0] => (1) cpd00013[0] + (1) cpd00703[0]	(1) H2O[0] + (1) Indole-3-acetamide[0] => (1) NH3[0] + (1) Indoleacetate[0]	3.5.1.4	3	1	-4.72	-2.84	-5.18	3	1	R03096	R03096	1	7	1	0	0.0	2	2	4	4.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	174.0	13	4	4	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	16.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-1.88	0.4599999999999999	2.34	2.34	-4.246666666666666	2.34	0.5439832467841824	False	False
rxn02223	R03097	OK	0	0	>	(1) cpd00007[0] + (1) cpd00703[0] => (1) cpd03465[0]	(1) O2[0] + (1) Indoleacetate[0] => (1) 2-Formaminobenzoylacetate[0]	1.13.11.-	1	1	-92.1	-78.48	-81.33	3	1	R03097	R03097	1	1	1	0	0.0	2	1	3	3.0	1.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	206.0	15	3	3	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	14.0	-2.0	1.0	-1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	-13.61999999999999	-10.769999999999996	2.8499999999999943	13.61999999999999	-83.96999999999998	13.61999999999999	1.5737267764752032	False	False
