rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn34244	malate synthase	2.3.3.9;4.1.3.2	-8.100	8.280	-16.380	16.380	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) Glyoxalate[0] => (1) CoA[0] + (1) H+[0] + (1) L-Malate[0]	coa;h;h2o	1.000	4.000	6	23
rxn34243	malate synthase	2.3.3.9;4.1.3.2	-8.100	8.280	-16.380	16.380	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) Glyoxalate[0] => (1) CoA[0] + (1) H+[0] + (1) L-Malate[0]	coa;h;h2o	1.000	4.000	6	23
rxn33881	Malate Synthase	2.3.3.9;4.1.3.2	-8.100	8.280	-16.380	16.380	(1) H2O[0] + (1) Acetyl-CoA[0] + (1) Glyoxalate[0] => (1) CoA[0] + (1) H+[0] + (1) L-Malate[0]	coa;h;h2o	1.000	4.000	6	23
rxn20471	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)	4.2.1.113	-9.470	6.890	-16.360	16.360	(1) SHCHC[0] => (1) H2O[0] + (1) Succinylbenzoate[0]	h2o	0.000	0.000	3	11
rxn02200	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase	2.5.1.15	-6.450	-22.630	16.180	16.180	(1) ABEE[0] + (1) 6-hydroxymethyl dihydropterin[0] <=> (1) H2O[0] + (1) Dihydropteroate[0]	h2o	0.000	0.000	4	14
rxn04788	Ectoine hydro-lyase	4.2.1.108	5.000	-11.180	16.180	16.180	(1) N-gamma-Acetyldiaminobutyrate[0] <=> (1) H2O[0] + (1) Ectoine[0]	h2o	0.000	0.000	3	6
rxn30369	dihydropteroate synthase, mitochondrial	2.5.1.15	-6.450	-22.630	16.180	16.180	(1) ABEE[0] + (1) 6-hydroxymethyl dihydropterin[0] <=> (1) H2O[0] + (1) Dihydropteroate[0]	h2o	0.000	0.000	4	14
rxn32838	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	4.170	-11.940	16.110	16.110	(1) CO2[0] + (1) Acetophenone[0] <= (1) H+[0] + (1) Benzoyl acetate[0]	co2;h	1.000	2.000	4	9
rxn32837	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	4.170	-11.940	16.110	16.110	(1) CO2[0] + (1) Acetophenone[0] <= (1) H+[0] + (1) Benzoyl acetate[0]	co2;h	1.000	2.000	4	9
rxn32836	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	4.170	-11.940	16.110	16.110	(1) CO2[0] + (1) Acetophenone[0] <= (1) H+[0] + (1) Benzoyl acetate[0]	co2;h	1.000	2.000	4	9
rxn32807	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	4.170	-11.940	16.110	16.110	(1) CO2[0] + (1) Acetophenone[0] <= (1) H+[0] + (1) Benzoyl acetate[0]	co2;h	1.000	2.000	4	9
rxn03753	acetophenone:carbon-dioxide ligase (ADP-forming)	6.4.1.-;6.4.1.8	4.170	-11.940	16.110	16.110	(1) CO2[0] + (1) Acetophenone[0] <= (1) H+[0] + (1) Benzoyl acetate[0]	co2;h	1.000	2.000	4	9
rxn37740	9-cis-beta-carotene 9',10'-cleavage dioxygenase	1.13.11.-;1.13.11.68	-88.540	-72.500	-16.040	16.040	(1) O2[0] + (1) 9-cis-beta-carotene[0] => (1) beta-Ionone[0] + (1) 9-cis-10'-apo-beta-carotenal[0]	o2	0.000	0.000	4	40
rxn21095	beta-carotene-9',10'-dioxygenase	1.13.11.71;1.14.99.-	-88.540	-72.500	-16.040	16.040	(1) O2[0] + (1) beta-Carotene[0] => (1) beta-Ionone[0] + (1) beta-apo-10'-carotenal[0]	o2	0.000	0.000	4	40
rxn03663	2-hydroxy-6-oxoocta-2,4,7-trienoate formylhydrolase	3.7.1.9	-11.670	4.370	-16.040	16.040	(1) H2O[0] + (1) 2-Hydroxy-6-oxoocta-2,4,7-trienoate[0] => (1) H+[0] + (1) Acrylate[0] + (1) Oxopent-4-enoate[0]	h;h2o	1.000	2.000	5	8
rxn01820	4-hydroxyphenylacetate,NADH:oxygen oxidoreductase (1-hydroxylating)	1.14.13.18	-105.960	-89.950	-16.010	16.010	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxyphenylacetate[0] => (1) H2O[0] + (1) NAD[0] + (1) Homogentisate[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	21
rxn40443	acetone,NADPH:oxygen oxidoreductase	1.14.13.226	-97.170	-113.150	15.980	15.980	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Acetone[0] => (1) H2O[0] + (1) NADP[0] + (1) Devoton[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn40444	methyl-acetate acetylhydrolase	3.1.1.M3	-3.950	11.900	-15.850	15.850	(1) H2O[0] + (1) Devoton[0] => (1) Acetate[0] + (1) H+[0] + (1) Methanol[0]	h;h2o	1.000	2.000	5	3
rxn05131	3-hydroxyindolin-2-one,NADPH:oxygen oxidoreductase (2-hydroxy-2H-1,4-benzoxazin-3(4H)-one-forming)	1.14.13.139	-102.480	-86.720	-15.760	15.760	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Dioxindole[0] => (1) H2O[0] + (1) NADP[0] + (1) HBOA[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn03632	n-tetradecanoyl-CoA, NADH:O2 oxidoreductase [11-(Z) desaturating]	1.14.99.32	-95.240	-110.960	15.720	15.720	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Myristoyl-CoA[0] => (2) H2O[0] + (1) NAD[0] + (1) (11Z)-Tetradecenoyl-CoA[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	7	35
rxn40437	6-oxocyclohex-1-ene-1-carbonyl-CoA hydro-lyase (2-hydroxy-6-oxocyclohexane-1-carbonyl-CoA-forming)		3.440	19.130	-15.690	15.690	(1) H2O[0] + (1) 6-Ketoxycyclohex-1-ene-1-carboxyl-CoA[0] <=> (1) 6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA[0]	h2o	0.000	0.000	3	28
rxn02946	cis-4-Hydroxy-D-proline:oxygen oxidoreductase (deaminating)	1.4.3.3	-25.920	-41.580	15.660	15.660	(1) O2[0] + (1) cis-4-Hydroxy-D-proline[0] => (1) H2O2[0] + (1) H+[0] + (1) 1-Pyrroline-4-hydroxy-2-carboxylate[0]	h;h2o2;o2	1.000	2.000	5	5
rxn01248	Pyridoxal:NAD+ 4-oxidoreductase	1.1.1.107	-2.650	13.000	-15.650	15.650	(1) NAD[0] + (1) Pyridoxal[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4-Pyridoxolactone[0]	h;nad;nadh	1.000	4.000	5	21
rxn15774	R08650		-65.090	-49.450	-15.640	15.640	(1) Glycerone-phosphate[0] + (1) L-Aspartate4-semialdehyde[0] => (2) H2O[0] + (1) Phosphate[0] + (1) H+[0] + (1) 3,4-AHBA[0]	h;h2o;pi	1.000	2.000	6	7
rxn16751	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, marneral-forming)	5.4.99.53	-29.370	-13.940	-15.430	15.430	(1) Squalene 2,3-oxide[0] => (1) Marneral[0]		0.000	0.000	2	30
rxn39863			-79.000	-63.570	-15.430	15.430	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 9-Fluorenone[0] => (1) NAD[0] + (1) 1-Hydro-1,1a-dihydroxy-9-fluorenone[0]	h;nad;nadh;o2	-1.000	-4.000	6	21
rxn11841	R08313	1.14.14.1	-105.960	-90.600	-15.360	15.360	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Carbamazepine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxycarbamazepine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn30330	L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial	1.5.1.12	-8.670	6.620	-15.290	15.290	(1) H2O[0] + (1) NAD[0] + (1) L-4-Hydroxyglutamatesemialdehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) L-erythro-4-Hydroxyglutamate[0]	h;h2o;nad;nadh	2.000	6.000	6	21
rxn38082	dihydroorotate dehydrogenase (ambiguous)	1.3.3.1;1.3.98.1	-28.930	-13.640	-15.290	15.290	(1) O2[0] + (1) S-Dihydroorotate[0] => (1) H2O2[0] + (1) Orotate[0]	h2o2;o2	0.000	0.000	4	5
rxn01360	(S)-dihydroorotate:fumarate oxidoreductase	1.3.3.1;1.3.98.1	-28.930	-13.640	-15.290	15.290	(1) O2[0] + (1) S-Dihydroorotate[0] => (1) H2O2[0] + (1) Orotate[0]	h2o2;o2	0.000	0.000	4	5
rxn33493	L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase	1.5.1.12	-8.670	6.620	-15.290	15.290	(1) H2O[0] + (1) NAD[0] + (1) L-4-Hydroxyglutamatesemialdehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) L-erythro-4-Hydroxyglutamate[0]	h;h2o;nad;nadh	2.000	6.000	6	21
rxn35450	dihydroorotate oxidase, mitochondria	1.3.3.1;1.3.98.1	-28.930	-13.640	-15.290	15.290	(1) O2[0] + (1) S-Dihydroorotate[0] => (1) H2O2[0] + (1) Orotate[0]	h2o2;o2	0.000	0.000	4	5
rxn27812	Dihydroorotate dehydrogenase	1.3.3.1;1.3.98.1	-28.930	-13.640	-15.290	15.290	(1) O2[0] + (1) S-Dihydroorotate[0] => (1) H2O2[0] + (1) Orotate[0]	h2o2;o2	0.000	0.000	4	5
rxn27813	Dihydroorotate dehydrogenase	1.3.3.1;1.3.98.1	-28.930	-13.640	-15.290	15.290	(1) O2[0] + (1) S-Dihydroorotate[0] => (1) H2O2[0] + (1) Orotate[0]	h2o2;o2	0.000	0.000	4	5
rxn11822	R08294	1.14.14.1	-105.960	-90.690	-15.270	15.270	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Lidocaine[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxylidocaine[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn02540	Toluene,NADPH:oxogen oxidoreductase (2-hydroxylating)	1.14.13.7	-105.960	-90.690	-15.270	15.270	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Toluol[0] => (1) H2O[0] + (1) NADP[0] + (1) o-Cresol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn02892	4-Methylumbelliferyl-acetate acylhydrolase	3.1.1.56	-16.890	-1.630	-15.260	15.260	(1) H2O[0] + (1) 4-Methylumbelliferyl acetate[0] => (1) Acetate[0] + (1) H+[0] + (1) Hymecromone[0]	h;h2o	1.000	2.000	5	12
rxn16369	benzoyl-CoA:benzyl alcohol O-benzoyltransferase	2.3.1.196	-2.240	13.010	-15.250	15.250	(1) Benzoyl-CoA[0] + (1) Phenylcarbinol[0] => (1) CoA[0] + (1) Benzyl benzoate[0]	coa	0.000	0.000	4	28
rxn39781	aryl-ester hydrolase		-16.730	-1.490	-15.240	15.240	(1) H2O[0] + (1) 4-Hydroxyphenyl acetate[0] => (1) Acetate[0] + (1) H+[0] + (1) Quinol[0]	h;h2o	1.000	2.000	5	8
rxn02805	(E,E)-Piperoyl-CoA:piperidine N-piperoyltransferase	2.3.1.145	7.540	-7.670	15.210	15.210	(1) Piperidine[0] + (1) (E,E)-Piperoyl-CoA[0] <=> (1) CoA[0] + (1) H+[0] + (1) Piperine[0]	coa;h	1.000	0.000	5	33
rxn02526	benzene,NADH:oxygene 1,2-oxidoreductase	1.14.12.3	-82.730	-97.920	15.190	15.190	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Benzene[0] => (1) NAD[0] + (1) cis-Benzeneglycol[0]	h;nad;nadh;o2	-1.000	-4.000	6	21
rxn03559	2,3-Dihydroxy-4'-chlorobiphenyl:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.39	-62.100	-77.280	15.180	15.180	(1) O2[0] + (1) 2,3-Dihydroxy-4'-chlorobiphenyl[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate[0]	h;o2	1.000	2.000	4	12
rxn15780	R08767		-2.800	12.380	-15.180	15.180	(1) H2O[0] + (1) NAD[0] + (1) CoA[0] + (1) 4-Coumaroyl-CoA[0] <=> (1) NADH[0] + (1) Acetyl-CoA[0] + (1) H+[0] + (1) 4-Hydroxybenzoyl-CoA[0]	coa;h;h2o;nad;nadh	1.000	4.000	8	30
rxn02478	Biphenyl-2,3-diol:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.39	-62.100	-77.280	15.180	15.180	(1) O2[0] + (1) 3-Phenylcatechol[0] => (1) H+[0] + (1) 2,6-Dioxo-6-phenylhexa-3-enoate[0]	h;o2	1.000	2.000	4	12
rxn16628	dimethyl sulfide,NADH:oxygen oxidoreductase	1.14.13.131	-91.160	-76.010	-15.150	15.150	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Methyl sulfide[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) MTTL[0]	h;h2o;nad;nadh;o2	-1.000	-4.000	8	21
rxn04995	n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(Z) desaturating]	1.14.99.32	-95.250	-110.380	15.130	15.130	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Myristoyl-CoA[0] => (2) H2O[0] + (1) NADP[0] + (1) (11Z)-Tetradecenoyl-CoA[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	35
rxn40459	5-methyl-1-naphthoate,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.189	-105.970	-90.890	-15.080	15.080	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5-Methyl-1-naphthoate[0] => (1) H2O[0] + (1) NADP[0] + (1) 3-Hydroxy-5-methyl-1-naphthoate[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn00653	3-aminopropanal:NAD+ oxidoreductase	1.2.1.-;1.2.1.19;1.2.1.3;1.2.1.5	9.540	-5.470	15.010	15.010	(1) NADH[0] + (2) H+[0] + (1) beta-Alanine[0] <=> (1) H2O[0] + (1) NAD[0] + (1) 3-Aminopropanal[0]	h;h2o;nad;nadh	-2.000	-4.000	6	21
