rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon
rxn03206	(S)-cheilanthifoline, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.1	114.390	69.060	45.330	45.330	(2) H2O[0] + (1) NADP[0] + (1) Stylopine[0] <= (1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-Cheilanthifoline[0]	h;h2o;nadp;nadph;o2	1.000	8.000	7	21
rxn03051	(S)-tetrahydrocolumbamine, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1.14.21.5	114.390	69.060	45.330	45.330	(2) H2O[0] + (1) NADP[0] + (1) (S)-Canadine[0] <= (1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Isocorypalmine[0]	h;h2o;nadp;nadph;o2	1.000	8.000	7	21
rxn39854	calycosin,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)		-114.370	-69.050	-45.320	45.320	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Calycosin[0] => (2) H2O[0] + (1) NADP[0] + (1) Pseudobaptigenin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn02877	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	1.3.1.29	-20.250	25.060	-45.310	45.310	(1) NAD[0] + (1) cis-1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nad;nadh	1.000	4.000	5	21
rxn15617	R06453		-35.490	-80.370	44.880	44.880	(6) NADPH[0] + (13) H+[0] + (1) Malonyl-CoA[0] + (6) L-methylmalonyl-CoA[0] => (1) H2O[0] + (6) NADP[0] + (7) CoA[0] + (7) CO2[0] + (1) 8,8a-Deoxyoleandolide[0]	co2;coa;h;h2o;nadp;nadph	-13.000	-118.000	9	25
rxn03772	R05475		-102.550	-57.700	-44.850	44.850	(1) O2[0] + (1) DDE[0] => (1) 1,1-Dichloro-2-(dihydroxy-4'-chlorophenyl)-2-(4'- chlorophenyl)ethylene[0]	o2	0.000	0.000	3	14
rxn02860	Toluene-cis-1,2-dihydrodiol:NAD+ oxidoreductase	1.3.1.19	-14.110	30.250	-44.360	44.360	(1) NAD[0] + (1) Toluene-cis-dihydrodiol[0] => (1) NADH[0] + (1) H+[0] + (1) 3-Methylcatechol[0]	h;nad;nadh	1.000	4.000	5	21
rxn03624	cis-1,2-Dihydro-3-ethylcatechol:NAD+ oxidoreductase	1.3.1.66	-14.110	29.760	-43.870	43.870	(1) NAD[0] + (1) cis-1,2-Dihydro-3-ethylcatechol[0] => (1) NADH[0] + (1) H+[0] + (1) 3-Ethylcatechol[0]	h;nad;nadh	1.000	4.000	5	21
rxn01193	Protocatechuate:oxygen 4,5-oxidoreductase (decyclizing)	1.13.11.8	-61.570	-105.380	43.810	43.810	(1) O2[0] + (1) Protocatechuate[0] => (1) H+[0] + (1) 4-Carboxy-2-hydroxymuconate semialdehyde[0]	h;o2	1.000	4.000	4	7
rxn04998	6-hydroxynicotinate:O2 oxidoreductase	1.17.3.3	-28.170	15.470	-43.640	43.640	(1) H2O[0] + (1) O2[0] + (1) 6-Hydroxynicotinate[0] => (1) H2O2[0] + (1) 2,6-Dihydroxynicotinate[0]	h2o;h2o2;o2	0.000	0.000	5	6
rxn07737	R07947		13.250	-30.270	43.520	43.520	(1) 2,6-Dihydroxypseudooxynicotine[0] <= (1) H2O[0] + (1) 2,6-Dihydroxy-N-methylmyosmine[0]	h2o	0.000	0.000	3	10
rxn32876	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	-20.240	22.940	-43.180	43.180	(1) NADP[0] + (1) 1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn32875	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	-20.240	22.940	-43.180	43.180	(1) NADP[0] + (1) 1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn15648	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	-20.240	22.940	-43.180	43.180	(1) NADP[0] + (1) trans-1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn15647	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	-20.240	22.940	-43.180	43.180	(1) NADP[0] + (1) cis-1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn04822	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	-20.240	22.940	-43.180	43.180	(1) NADP[0] + (1) 1,2-Dihydronaphthalene-1,2-diol[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,2-Naphthalenediol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn04599	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate:NAD+ oxidoreductase	1.3.1.87	-14.120	28.930	-43.050	43.050	(1) NAD[0] + (1) cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxyphenylpropanoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn00584	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)	1.3.1.25	-22.070	20.640	-42.710	42.710	(1) NAD[0] + (1) cis-1,2-dihydroxybenzoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Catechol[0]	co2;nad;nadh	0.000	2.000	5	21
rxn04600	(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase	1.3.1.87	-14.120	28.480	-42.600	42.600	(1) NAD[0] + (1) cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-dihydroxicinnamic acid[0]	h;nad;nadh	1.000	4.000	5	21
rxn01927	3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.6	-59.930	-102.470	42.540	42.540	(1) O2[0] + (1) 3-Hydroxyanthranilate[0] => (1) 2-Amino-3-carboxymuconate semialdehyde[0]	o2	0.000	0.000	3	7
rxn03621	cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene:NAD+ oxidoreductase	1.3.1.60	-20.330	21.720	-42.050	42.050	(1) NAD[0] + (1) cis-1,2-Dihydroxy-1,2-dihydrodibenzothiophene[0] => (1) NADH[0] + (1) H+[0] + (1) 1,2-Dihydroxydibenzothiophene[0]	h;nad;nadh	1.000	4.000	5	21
rxn03705	R05405	1.13.11.-;1.13.11.74	-60.900	-102.750	41.850	41.850	(1) O2[0] + (1) o-Aminophenol[0] => (1) 2-Aminomuconate semialdehyde[0]	o2	0.000	0.000	3	6
rxn01625	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase	5.3.99.5	10.130	-31.170	41.300	41.300	(1) Prostaglandin H2[0] <= (1) Thromboxane A2[0]		0.000	0.000	2	20
rxn37741	9-cis-10'-apo-beta-carotenal cleavage dioxygenase	1.13.11.-;1.13.11.69	-186.650	-145.940	-40.710	40.710	(2) O2[0] + (1) 9-cis-10'-apo-beta-carotenal[0] => (1) carlactone[0] + (1) (2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal[0]	o2	0.000	0.000	4	27
rxn03830	R05541		-102.410	-61.930	-40.480	40.480	(1) O2[0] + (1) Fluorene[0] => (1) 3,4-Dihydroxyfluorene[0]	o2	0.000	0.000	3	13
rxn07773	R07983		-93.660	-133.440	39.780	39.780	(1) H2O[0] + (1) O2[0] + (1) 2,6-Dihydroxynicotinate[0] => (1) CO2[0] + (1) Formate[0] + (1) H+[0] + (1) Maleamate[0]	co2;h;h2o;o2	1.000	2.000	7	6
rxn07498	R07684	1.13.11.-	-71.210	-109.850	38.640	38.640	(1) O2[0] + (1) 1,2-Dihydroxynaphthalene-6-sulfonate[0] => (1) H+[0] + (1) (Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate[0]	h;o2	1.000	4.000	4	10
rxn02381	Vermelone:NADP+ delta5-oxidoreductase	1.1.1.252	-11.240	26.680	-37.920	37.920	(1) NADP[0] + (1) Vermelone[0] => (1) NADPH[0] + (1) H+[0] + (1) 1,3,8-Naphthalenertriol[0]	h;nadp;nadph	1.000	8.000	5	21
rxn03496	2-aminobenzenesulfonate, NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)	1.14.12.14	-110.940	-73.260	-37.680	37.680	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) Orthanilic acid[0] => (1) NAD[0] + (1) NH3[0] + (1) 3-Sulfocatechol[0]	h;nad;nadh;nh3;o2	-2.000	-4.000	7	21
rxn21589	anol synthase	1.1.1.-	21.790	-14.520	36.310	36.310	(1) NADP[0] + (1) Acetate[0] + (1) anol[0] <= (1) NADPH[0] + (1) coumaryl acetate[0]	nadp;nadph	0.000	6.000	5	21
rxn03625	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)	1.3.1.68	-16.490	19.740	-36.230	36.230	(1) NAD[0] + (1) 1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate[0] => (1) NADH[0] + (1) CO2[0] + (1) 3-Methylcatechol[0]	co2;nad;nadh	0.000	2.000	5	21
rxn03831	R05542		-102.410	-66.500	-35.910	35.910	(1) O2[0] + (1) Fluorene[0] => (1) 1,2-Dihydroxyfluorene[0]	o2	0.000	0.000	3	13
rxn05016	malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing)	2.3.1.159	-37.110	-1.700	-35.410	35.410	(3) H+[0] + (3) Malonyl-CoA[0] + (1) N-Methylanthraniloyl-CoA[0] => (1) H2O[0] + (4) CoA[0] + (3) CO2[0] + (1) 1,3-Dihydroxy-N-methylacridone[0]	co2;coa;h;h2o	-3.000	-30.000	7	29
rxn20490	uroporphyrinogen I synthetase	2.5.1.61;4.3.1.8	-32.710	-68.010	35.300	35.300	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	h2o;nh3	0.000	64.000	4	40
rxn35409	porphobilinogen deaminase	2.5.1.61;4.3.1.8	-32.710	-68.010	35.300	35.300	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	h2o;nh3	0.000	64.000	4	40
rxn30032	hydroxymethylbilane synthase	2.5.1.61;4.3.1.8	-32.710	-68.010	35.300	35.300	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	h2o;nh3	0.000	64.000	4	40
rxn30743	OHMETHYLBILANESYN-RXN	2.5.1.61;4.3.1.8	-32.710	-68.010	35.300	35.300	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	h2o;nh3	0.000	64.000	4	40
rxn00060	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)	2.5.1.61;4.3.1.8	-32.710	-68.010	35.300	35.300	(1) H2O[0] + (4) Porphobilinogen[0] => (4) NH3[0] + (1) Hydroxymethylbilane[0]	h2o;nh3	0.000	64.000	4	40
rxn32365	KDO-8PSYNTH-RXN.d	2.5.1.55;4.1.2.16	-15.720	19.370	-35.090	35.090	(1) H2O[0] + (1) Phosphoenolpyruvate[0] + (1) D-Arabinose5-phosphate[0] => (1) Phosphate[0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[0]	h2o;pi	0.000	0.000	5	8
rxn30718	KDO-8PSYNTH-RXN	2.5.1.55;4.1.2.16	-15.720	19.370	-35.090	35.090	(1) H2O[0] + (1) Phosphoenolpyruvate[0] + (1) D-Arabinose5-phosphate[0] => (1) Phosphate[0] + (1) 3-Deoxy-D-manno-octulosonate8-phosphate[0]	h2o;pi	0.000	0.000	5	8
rxn16098	R09236	1.1.1.-	-2.830	32.000	-34.830	34.830	(1) NADH[0] + (2) H+[0] + (1) 2-Hydroxy-5-methylquinone[0] <=> (1) NAD[0] + (1) 2,4,5-Trihydroxytoluene[0]	h;nad;nadh	-2.000	-6.000	5	21
rxn38075	DHBDEHYD-RXN.n	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn38076	DHBDEHYD-RXN.w	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn38073	DHBDEHYD-RXN.e	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn01094	2,3-dihydro-2,3-dihydroxybenzoate:NAD+ oxidoreductase	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn38072	DHBDEHYD-RXN.d	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn38074	DHBDEHYD-RXN.m	1.3.1.28	-14.110	20.470	-34.580	34.580	(1) NAD[0] + (1) 2,3-Dihydroxy-2,3-dihydrobenzoate[0] => (1) NADH[0] + (1) H+[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nad;nadh	1.000	4.000	5	21
rxn03216	R04701		-30.310	-64.230	33.920	33.920	(1) 6-Hydroxyprotopine[0] => (2) H2O[0] + (1) Dihydrosanguinarine[0]	h2o	0.000	0.000	3	20
rxn15621	R06459		-41.010	-74.840	33.830	33.830	(5) NADPH[0] + (12) H+[0] + (1) Malonyl-CoA[0] + (6) L-methylmalonyl-CoA[0] => (2) H2O[0] + (5) NADP[0] + (7) CoA[0] + (7) CO2[0] + (1) Narbonolide[0]	co2;coa;h;h2o;nadp;nadph	-12.000	-110.000	9	25
rxn04459	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.89	-105.980	-72.180	-33.800	33.800	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Genistein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxygenistein[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn28333	RXN-7141.v	1.14.13.89	-105.980	-72.180	-33.800	33.800	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Genistein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxygenistein[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01261	nicotinate:NADP+ 6-oxidoreductase (hydroxylating)	1.17.1.5	6.510	39.680	-33.170	33.170	(1) H2O[0] + (1) NADP[0] + (1) Niacin[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 6-Hydroxynicotinate[0]	h;h2o;nadp;nadph	1.000	8.000	6	21
rxn04415	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.53;1.14.13.89	-106.010	-72.840	-33.170	33.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroformononetin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn19945	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.53;1.14.13.89	-106.010	-72.840	-33.170	33.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroformononetin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn19944	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.53;1.14.13.89	-106.010	-72.840	-33.170	33.170	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Formononetin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroformononetin[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn28295	RXN-4501.v	1.14.13.89	-105.990	-72.830	-33.160	33.160	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Daidzein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxydaidzein[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn33483	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.89	-105.990	-72.830	-33.160	33.160	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Daidzein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxydaidzein[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn04458	formononetin,NADPH:oxygen oxidoreductase (2'-hydroxylating)	1.14.13.89	-105.990	-72.830	-33.160	33.160	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Daidzein[0] => (1) H2O[0] + (1) NADP[0] + (1) 2'-Hydroxydaidzein[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn23877	RXN-3765.n	1.14.13.53	-105.980	-72.830	-33.150	33.150	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pseudobaptigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2',7-Dihydroxy-4',5'-methylenedioxyisoflavone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn23878	RXN-3765.r	1.14.13.53	-105.980	-72.830	-33.150	33.150	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pseudobaptigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2',7-Dihydroxy-4',5'-methylenedioxyisoflavone[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn01194	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate:NAD+ oxidoreductase	1.3.1.53	-16.110	16.970	-33.080	33.080	(1) NAD[0] + (1) Terephthalate-1,2-cis-dihydrodiol[0] => (1) NADH[0] + (1) CO2[0] + (1) Protocatechuate[0]	co2;nad;nadh	0.000	0.000	5	21
rxn02482	1-Hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.38	-71.030	-104.030	33.000	33.000	(1) O2[0] + (1) 1-Hydroxy-2-naphthoate[0] => (1) H+[0] + (1) trans-2'-Carboxybenzalpyruvate[0]	h;o2	1.000	4.000	4	11
rxn07472	1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)	1.13.11.38	-71.030	-104.030	33.000	33.000	(1) O2[0] + (1) 1-Hydroxy-2-naphthoate[0] => (1) H+[0] + (1) cis-2'-Carboxybenzalpyruvate[0]	h;o2	1.000	4.000	4	11
rxn23260	eugenol synthase	1.1.1.318	21.190	-11.720	32.910	32.910	(1) NADP[0] + (1) Acetate[0] + (1) Eugenol[0] <= (1) NADPH[0] + (1) Coniferyl acetate[0]	nadp;nadph	0.000	6.000	5	21
rxn04482	R06633		0.200	-32.500	32.700	32.700	(1) FMN[0] + (1) (S)-4-Hydroxymandelate[0] <=> (1) FMNH2[0] + (1) 4-Hydroxybenzoylformate[0]	fmn;fmnh2	0.000	0.000	4	17
rxn04666	R06851	1.14.13.-	-105.960	-73.310	-32.650	32.650	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Quinol[0] => (1) H2O[0] + (1) NADP[0] + (1) Hydroxyquinol[0]	h;h2o;nadp;nadph;o2	-1.000	-8.000	7	21
rxn04695	R06886	1.3.-.-	-89.060	-56.460	-32.600	32.600	(1) O2[0] + (1) 4,4'-Dihydroxy-alpha-methylstilbene[0] => (1) p-Hydroxybenzaldehyde[0] + (1) 4'-Hydroxyacetophenone[0]	o2	0.000	0.000	4	15
rxn03587	cis-4,5-dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate:NAD+ oxidoreductase	1.3.1.64	-8.550	23.970	-32.520	32.520	(1) NAD[0] + (1) Phthalate-4,5-cis-dihydrodiol[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4,5-Dihydroxyphthalate[0]	h;nad;nadh	1.000	4.000	5	21
rxn39723			-47.890	-80.370	32.480	32.480	(6) NADPH[0] + (13) H+[0] + (1) Malonyl-CoA[0] + (6) Methylmalonyl-CoA[0] => (1) H2O[0] + (6) NADP[0] + (7) CoA[0] + (7) CO2[0] + (1) 8,8a-Deoxyoleandolide[0]	co2;coa;h;h2o;nadp;nadph	-13.000	-118.000	9	25
rxn32486	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN.d	1.13.11.27	-131.160	-98.790	-32.370	32.370	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0]	co2;o2	0.000	0.000	4	9
rxn32483	4-hydroxyphenylpyruvate dioxygenase	1.13.11.27	-131.160	-98.790	-32.370	32.370	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0]	co2;o2	0.000	0.000	4	9
rxn01827	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)	1.13.11.27	-131.160	-98.790	-32.370	32.370	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0]	co2;o2	0.000	0.000	4	9
rxn37995	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN.e	1.13.11.27	-131.160	-98.790	-32.370	32.370	(1) O2[0] + (1) p-hydroxyphenylpyruvate[0] => (1) CO2[0] + (1) Homogentisate[0]	co2;o2	0.000	0.000	4	9
rxn39736		2.3.1.246	-33.420	-1.140	-32.280	32.280	(4) H+[0] + (4) Malonyl-CoA[0] => (1) H2O[0] + (3) CoA[0] + (4) CO2[0] + (1) 3,5-Dihydroxyphenylacetyl-CoA[0]	co2;coa;h;h2o	-4.000	-40.000	6	29
rxn07515	R07701	1.13.11.-	-70.680	-102.630	31.950	31.950	(1) O2[0] + (1) 1,2-Anthracenediol[0] => (1) H+[0] + (1) 4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid[0]	h;o2	1.000	2.000	4	14
rxn16046	9,10-dihydroxybenzo[a]pyrene:oxygen 10,10a-oxidoreductase (decyclizing)	1.13.11.-	-70.710	-102.490	31.780	31.780	(1) O2[0] + (1) 9,10-Dihydroxybenzo[a]pyrene[0] => (1) H+[0] + (1) cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate[0]	h;o2	1.000	2.000	4	20
rxn00595	Anthranilate,NADPH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)	1.14.12.1	-113.590	-82.050	-31.540	31.540	(1) NADPH[0] + (1) O2[0] + (3) H+[0] + (1) Anthranilate[0] => (1) NADP[0] + (1) CO2[0] + (1) NH3[0] + (1) Catechol[0]	co2;h;nadp;nadph;nh3;o2	-3.000	-10.000	8	21
rxn15619	R06458		-37.210	-68.520	31.310	31.310	(5) NADPH[0] + (11) H+[0] + (1) Malonyl-CoA[0] + (5) L-methylmalonyl-CoA[0] => (2) H2O[0] + (5) NADP[0] + (6) CoA[0] + (6) CO2[0] + (1) 10-Deoxymethynolide[0]	co2;coa;h;h2o;nadp;nadph	-11.000	-100.000	9	25
rxn00033	4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)	1.2.3.13	-159.920	-128.620	-31.300	31.300	(1) O2[0] + (2) p-hydroxyphenylpyruvate[0] => (2) CO2[0] + (2) 4-Hydroxyphenylacetate[0]	co2;o2	0.000	0.000	4	9
rxn00594	Anthranilate,NADH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)	1.14.12.1	-113.590	-82.630	-30.960	30.960	(1) NADH[0] + (1) O2[0] + (3) H+[0] + (1) Anthranilate[0] => (1) NAD[0] + (1) CO2[0] + (1) NH3[0] + (1) Catechol[0]	co2;h;nad;nadh;nh3;o2	-3.000	-6.000	8	21
rxn01610	phenylpropanoate:NAD+ delta2-oxidoreductase	1.3.1.31	-12.790	18.140	-30.930	30.930	(1) NADH[0] + (1) H+[0] + (1) (E)-Cinnamate[0] => (1) NAD[0] + (1) Phenylpropanoate[0]	h;nad;nadh	-1.000	-4.000	5	21
rxn22285	RXN-11976.c	2.5.1.32	-34.540	-3.730	-30.810	30.810	(1) 3,4-Dehydrolycopene[0] => (1) Torulene[0]		0.000	0.000	2	40
rxn26505	lycopene beta-cyclase	5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) Lycopene[0] => (1) gamma-Carotene[0]		0.000	0.000	2	40
rxn03646	carotenoid beta-end group lyase (decyclizing)	5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) Lycopene[0] => (1) gamma-Carotene[0]		0.000	0.000	2	40
rxn11625	carotenoid beta-end group lyase (decyclizing)	5.5.1.-;5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) Neurosporene[0] => (1) beta-Zeacarotene[0]		0.000	0.000	2	40
rxn11574	carotenoid beta-end group lyase (decyclizing)	5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) gamma-Carotene[0] => (1) beta-Carotene[0]		0.000	0.000	2	40
rxn07639	R07848		-34.540	-3.730	-30.810	30.810	(1) R.g.-Keto I[0] => (1) Thiothece-474[0]		0.000	0.000	2	41
rxn26506	lycopene beta-cyclase	5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) gamma-Carotene[0] => (1) beta-Carotene[0]		0.000	0.000	2	40
rxn24576	RXN-8038.d	5.5.1.-;5.5.1.19	-34.540	-3.730	-30.810	30.810	(1) Neurosporene[0] => (1) beta-Zeacarotene[0]		0.000	0.000	2	40
rxn27994	METBALT-RXN.d	2.5.1.48;4.3.1.-	14.010	-16.750	30.760	30.760	(1) NH3[0] + (1) Succinate[0] + (1) H+[0] + (1) 2-Oxobutyrate[0] <= (1) H2O[0] + (1) O-Succinyl-L-homoserine[0]	h;h2o;nh3	-1.000	-6.000	6	8
rxn00722	Anthranilate,NADPH:oxygen oxidoreductase (3-hydroxylating, deaminating)	1.14.13.35	-110.930	-80.310	-30.620	30.620	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) Anthranilate[0] => (1) NADP[0] + (1) NH3[0] + (1) 2,3-Dihydroxybenzoate[0]	h;nadp;nadph;nh3;o2	-2.000	-8.000	7	21
