compound	name	formula	charge	n_reactions	offset	abs_offset	mass	eq_uncertainty	heavy_atoms	n_rings	n_arom_atoms	n_conj_bonds	frac_conj	n_stereo	n_rotatable	logp	n_distinct_r1_frags	frag_failures
cpd02361	4-Hydroxyphenylacetaldehyde	C8H8O2	0	15	-2.9260	2.9260	136.0000	0.6870	10	1	6	7	0.7000	0	2	1.1336	7	0
cpd00447	Betaine aldehyde	C5H12NO	1	16	2.9150	2.9150	102.0000	23900.5737	7	0	0	0	0.0000	0	2	-0.1085	5	0
cpd00363	Ethanol	C2H6O	0	10	2.8660	2.8660	46.0000	0.3430	3	0	0	0	0.0000	0	0	-0.0014	3	0
cpd08727	dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran	C16H20N2O14P2	-2	5	-2.8490	2.8490	525.0000		34	3	6	11	0.3056	7	8	-2.2469	25	0
cpd00420	Testosterone	C19H28O2	0	8	2.8300	2.8300	288.0000	56445.1646	21	4	0	3	0.1250	6	0	3.8792	10	0
cpd00245	Aniline	C6H7N	0	5	-2.8120	2.8120	93.0000	0.7871	7	1	6	7	1.0000	0	0	1.2688	3	0
cpd17399	2-Deoxyinosose	C6H10O5	0	5	-2.8070	2.8070		1.6397	11	1	0	0	0.0000	4	0	-2.5972	6	0
cpd00085	beta-Alanine	C3H7NO2	0	25	-2.7730	2.7730	89.0000	1.2622	6	0	0	2	0.4000	0	2	-2.6317	6	0
cpd05262	galacturonate	C6H9O7	-1	8	-2.7680	2.7680	193.0000	0.2950	13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00885	Phytate	C6H6O24P6	-12	16	2.7650	2.7650	654.0000	2.3581	36	1	0	0	0.0000	6	12	-10.7166	5	0
cpd00025	H2O2	H2O2	0	227	-2.7650	2.7650	34.0000	0.7141	2	0	0	0	0.0000	0	0	0.0174	1	0
cpd00133	Nicotinamide	C6H6N2O	0	18	-2.7320	2.7320	122.0000	1.0285	9	1	6	9	1.0000	0	1	0.1805	7	0
cpd00515	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	9	-2.7270	2.7270	190.0000	0.3901	13	0	0	6	0.5000	2	5	-4.8328	7	0
cpd00314	D-Mannitol	C6H14O6	0	12	2.7250	2.7250	182.0000	0.3481	12	0	0	0	0.0000	4	5	-3.5854	4	0
cpd00374	Tyramine	C8H12NO	1	6	-2.7190	2.7190	138.0000	0.7044	10	1	6	7	0.7000	0	2	0.1766	7	0
cpd00170	Gluconolactone	C6H10O6	0	13	2.7140	2.7140	178.0000		12	1	0	2	0.1667	4	1	-3.0132	8	0
cpd00011	CO2	CO2	0	500	-2.6970	2.6970	44.0000	0.7141	3	0	0	2	1.0000	0	0	-0.5835	2	0
cpd01720	3-Ureidopropanoate	C4H7N2O3	-1	5	-2.6810	2.6810	131.0000		9	0	0	5	0.6250	0	3	-2.2053	8	0
cpd00280	D-Galacturonate	C6H9O7	-1	6	-2.6790	2.6790	193.0000		13	1	0	2	0.1538	5	1	-4.4638	9	0
cpd00484	p-Hydroxybenzaldehyde	C7H6O2	0	5	-2.6780	2.6780	122.0000	0.6718	9	1	6	9	1.0000	0	1	1.2047	6	0
cpd00482	2-Phospho-D-glycerate	C3H4O7P	-3	13	-2.6760	2.6760	184.0000	0.1958	11	0	0	2	0.2000	1	4	-4.0575	10	0
cpd00290	D-fructose-1,6-bisphosphate	C6H10O12P2	-4	6	-2.6580	2.6580	338.0000	0.2634	20	1	0	0	0.0000	4	6	-5.5138	10	0
cpd02143	D-Galactono-1,4-lactone	C6H10O6	0	5	-2.6440	2.6440	178.0000	0.4244	12	1	0	2	0.1667	4	2	-3.0132	8	0
cpd00145	Hydroxypyruvate	C3H3O4	-1	19	-2.6270	2.6270	103.0000	0.2798	7	0	0	4	0.6667	0	2	-2.7023	6	0
cpd00157	Glycerone	C3H6O3	0	6	2.6240	2.6240	90.0000	0.5132	6	0	0	0	0.0000	0	2	-1.4599	4	0
cpd02210	Indoleglycerol phosphate	C11H12NO6P	-2	9	-2.6240	2.6240	286.0000	0.9017	19	2	9	10	0.5000	2	5	-0.5925	14	0
cpd04533	Isoamyl alcohol	C5H12O	0	6	-2.6140	2.6140	88.0000	0.3985	6	0	0	0	0.0000	0	2	1.0248	5	0
cpd04534	3-Methylbutanal	C5H10O	0	6	2.6140	2.6140	86.0000	0.3815	6	0	0	0	0.0000	0	2	1.2314	5	0
cpd00281	GABA	C4H9NO2	0	24	-2.6070	2.6070	103.0000	0.3916	7	0	0	2	0.3333	0	3	-2.2416	6	0
cpd00120	Butyryl-CoA	C25H38N7O17P3S	-4	19	2.5920	2.5920	834.0000	1.9166	53	3	9	15	0.2727	7	21	-3.0632	31	0
cpd19020	(S)(+)-Allantoin	C4H6N4O3	0	5	-2.5890	2.5890	158.0000	1.5259	11	1	0	8	0.7273	1	1	-2.1798	7	0
cpd00263	Pyridoxol	C8H11NO3	0	6	2.5570	2.5570	169.0000	0.9594	12	1	6	7	0.5833	0	2	0.0802	9	0
cpd00527	Prostaglandin D2	C20H31O5	-1	6	-2.5470	2.5470	351.0000	2.1001	25	1	0	2	0.0800	4	12	1.9164	13	0
cpd00098	Choline	C5H14NO	1	17	2.5460	2.5460	104.0000		7	0	0	0	0.0000	0	2	-0.3151	5	0
cpd00463	Cholestenone	C27H44O	0	5	-2.5370	2.5370	384.0000	56445.1646	28	4	0	3	0.0968	7	5	7.5969	10	0
cpd00709	beta D-Galactose	C6H12O6	0	17	-2.5370	2.5370	180.0000	0.2684	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00765	L-Gulonolactone	C6H10O6	0	5	2.5270	2.5270	178.0000	0.4749	12	1	0	2	0.1667	4	2	-3.0132	9	0
cpd00022	Acetyl-CoA	C23H34N7O17P3S	-4	205	-2.5270	2.5270	806.0000	1.8590	51	3	9	15	0.2830	7	19	-3.8434	31	0
cpd01943	2,5-Diketocamphane	C10H14O2	0	5	-2.5200	2.5200	166.0000	48386.6600	12	2	0	0	0.0000	2	0	1.5807	7	0
cpd02180	(+)-exo-5-Hydroxycamphor	C10H16O2	0	5	2.5200	2.5200	168.0000	48386.6600	12	2	0	0	0.0000	3	0	1.3725	9	0
cpd00338	5-Aminolevulinate	C5H9NO3	0	9	2.5110	2.5110	131.0000	0.3499	9	0	0	2	0.2500	0	4	-2.6725	7	0
cpd00342	N-Acetylornithine	C7H14N2O3	0	9	-2.5010	2.5010	174.0000	0.9351	12	0	0	4	0.3636	1	5	-2.7369	10	0
cpd00015	FAD	C27H31N9O15P2	-2	62	2.5000	2.5000	783.0000		53	6	23	29	0.5000	9	13	-3.6880	30	0
cpd00367	Cytidine	C9H13N3O5	0	11	-2.4940	2.4940	243.0000	0.9476	17	2	6	8	0.4444	4	2	-2.5630	15	0
cpd00851	trans-4-Hydroxy-L-proline	C5H9NO3	0	7	-2.4830	2.4830	130.0000	2.0868	9	1	0	2	0.2222	2	1	-3.5671	9	0
cpd00207	Guanine	C5H5N5O	0	5	-2.4820	2.4820	151.0000	16170.4026	11	2	9	12	1.0000	0	0	-0.7716	9	0
cpd03481	2-phenylethanol	C8H10O	0	5	2.4660	2.4660	122.0000	0.6130	9	1	6	6	0.6667	0	2	1.2214	5	0
cpd00276	GLUM	C6H14NO5	1	7	-2.4310	2.4310	180.0000		12	1	0	0	0.0000	5	1	-3.9718	8	0
cpd00160	Cholesterol	C27H46O	0	15	2.4220	2.4220	386.0000	56445.1646	28	4	0	0	0.0000	8	5	7.3887	10	0
cpd00480	2-Dehydro-D-gluconate	C6H9O7	-1	5	-2.4210	2.4210	193.0000		13	0	0	4	0.3333	3	5	-4.6196	8	0
cpd00153	Benzoate	C7H5O2	-1	20	-2.4020	2.4020	121.0000	0.5847	9	1	6	9	1.0000	0	1	0.0501	5	0
cpd00121	L-Inositol	C6H12O6	0	26	-2.3610	2.3610	180.0000	1.7837	12	1	0	0	0.0000	6	0	-3.8346	2	0
cpd00126	GMP	C10H12N5O8P	-2	7	-2.3310	2.3310	362.0000	16170.4026	24	3	9	12	0.4615	4	4	-3.8337	21	0
cpd03285	3-Sulfopyruvate	C3H2O6S	-2	13	-2.3250	2.3250	166.0000	16900.2577	10	0	0	4	0.4444	0	3	-3.1494	8	0
cpd00333	(E)-Cinnamate	C9H7O2	-1	16	2.3140	2.3140	147.0000	0.7728	11	1	6	11	1.0000	0	2	0.4497	7	0
cpd00139	Glycolate	C2H3O3	-1	20	-2.2970	2.2970	75.0000	0.3807	5	0	0	2	0.5000	0	1	-2.2714	5	0
cpd19001	alpha-D-Glucose	C6H12O6	0	65	2.2940	2.2940	180.0000		12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00641	L-Histidinol	C6H12N3O	1	7	2.2450	2.2450	142.0000	0.9641	10	1	5	5	0.5000	1	3	-1.4450	10	0
cpd00238	Sedoheptulose7-phosphate	C7H13O10P	-2	11	-2.2230	2.2230	289.0000	0.4581	18	0	0	0	0.0000	4	8	-5.1633	10	0
cpd00724	alpha-D-Galactose	C6H12O6	0	14	-2.1990	2.1990	180.0000		12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00162	Aminoethanol	C2H8NO	1	8	-2.1940	2.1940	62.0000	0.7815	4	0	0	0	0.0000	0	1	-1.7794	4	0
cpd00278	Indolepyruvate	C11H8NO3	-1	11	-2.1320	2.1320	202.0000	1.0803	15	2	9	14	0.8750	0	3	0.0294	11	0
cpd00223	Glycerate	C3H5O4	-1	21	-2.0990	2.0990	105.0000	0.2426	7	0	0	2	0.3333	1	2	-2.9105	6	0
cpd00293	N-Acetyl-D-glucosamine 6-phosphate	C8H14NO9P	-2	10	-2.0970	2.0970	300.0000	0.6660	19	1	0	2	0.1053	5	4	-4.2246	15	0
cpd00006	NADP	C21H25N7O17P3	-3	959	-2.0770	2.0770	741.0000	1.6255	48	5	15	20	0.3846	10	13	-5.4269	28	0
cpd02431	1-Pyrroline-5-carboxylate	C5H6NO2	-1	19	-2.0470	2.0470	112.0000		8	1	0	2	0.2500	1	1	-1.0305	7	0
cpd00868	p-hydroxyphenylpyruvate	C9H7O4	-1	30	2.0460	2.0460	179.0000		13	1	6	11	0.8462	0	3	-0.7463	9	0
cpd00916	Ins(1,4,5)P3	C6H9O15P3	-6	6	2.0130	2.0130	417.0000	1.8906	24	1	0	0	0.0000	6	6	-7.2756	7	0
cpd00898	Inositol 1,4-bisphosphate	C6H10O12P2	-4	6	-2.0130	2.0130	338.0000	1.8084	20	1	0	0	0.0000	6	4	-6.1286	7	0
cpd00306	Xylitol	C5H12O5	0	10	1.9780	1.9780	152.0000	0.4183	10	0	0	0	0.0000	3	4	-2.9463	4	0
cpd00206	dCMP	C9H12N3O7P	-2	7	-1.9660	1.9660	306.0000	1.1200	20	2	6	8	0.3810	3	4	-2.6808	19	0
cpd00822	O-Succinyl-L-homoserine	C8H12NO6	-1	8	-1.9550	1.9550	218.0000	0.5986	15	0	0	6	0.4286	1	7	-4.1898	9	0
cpd00235	D-mannose-6-phosphate	C6H11O9P	-2	14	1.9460	1.9460	259.0000	0.2833	16	1	0	0	0.0000	5	3	-4.3684	10	0
cpd02016	N-Ribosylnicotinamide	C11H15N2O5	1	7	1.9420	1.9420	255.0000	1.0285	18	2	6	9	0.4737	4	3	-2.3155	14	0
cpd00712	2-Dehydropantoate	C6H9O4	-1	8	1.9400	1.9400	145.0000	1.2114	10	0	0	4	0.4444	0	3	-1.6761	8	0
cpd00048	Sulfate	O4S	-2	5	-1.9260	1.9260	96.0000		5	0	0	0	0.0000	0	0	-1.3380	3	0
cpd00193	APS	C10H12N5O10PS	-2	5	1.9260	1.9260	425.0000	0.5467	27	3	9	11	0.3793	5	6	-3.0105	22	0
cpd00745	Hydracrylic acid	C3H5O3	-1	7	1.9110	1.9110	89.0000		6	0	0	2	0.4000	0	2	-1.8813	6	0
cpd00871	D-Ribulose 1,5-bisphosphate	C5H8O11P2	-4	6	-1.9020	1.9020	308.0000	0.4689	18	0	0	0	0.0000	2	8	-5.0321	10	0
cpd00067	H+	H	1	2674	1.8900	1.8900	1.0000	0.0000	0	0	0	0	0.0000	0	0	0.1125	1	0
cpd18009	Ethylmalonyl-CoA	C26H37N7O19P3S	-5	5	-1.8860	1.8860		1.9073	56	3	9	17	0.2931	8	22	-5.0872	34	0
cpd00159	L-Lactate	C3H5O3	-1	11	-1.8830	1.8830	89.0000	0.2281	6	0	0	2	0.4000	1	1	-1.8829	6	0
cpd00321	Feruloyl-CoA	C31H40N7O19P3S	-4	9	-1.8690	1.8690	940.0000	2.3318	61	4	15	27	0.4219	7	22	-2.4357	38	0
cpd09801	2-Methylnaphthalene	C11H10	0	5	-1.8520	1.8520	142.0000	1.3856	11	2	10	11	0.9167	0	0	3.1482	4	0
cpd01859	(2-Naphthyl)methanol	C11H10O	0	5	1.8520	1.8520	158.0000	1.3751	12	2	10	11	0.8462	0	1	2.3321	5	0
cpd00653	D-Galactonate	C6H11O7	-1	5	-1.8500	1.8500	195.0000	0.3273	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd00237	Androstenedione	C19H26O2	0	12	1.8500	1.8500	286.0000	56445.1646	21	4	0	3	0.1250	5	0	4.0874	9	0
cpd02535	2,3-Dihydroxy-3-methylvalerate	C6H11O4	-1	11	1.8400	1.8400	147.0000	0.3786	10	0	0	2	0.2222	2	3	-1.7418	8	0
cpd00236	D-Erythrose4-phosphate	C4H7O7P	-2	16	-1.8120	1.8120	199.0000	0.4199	12	0	0	0	0.0000	2	5	-3.2476	10	0
cpd00040	Glyoxalate	C2HO3	-1	79	-1.7970	1.7970	73.0000	0.3448	5	0	0	4	1.0000	0	1	-2.0648	4	0
cpd01734	D-Galactono-1,5-lactone	C6H10O6	0	5	-1.7810	1.7810	178.0000	0.4698	12	1	0	2	0.1667	4	1	-3.0132	7	0
cpd02780	Inositol 1,2,4,5,6-pentakisphosphate	C6H7O21P5	-10	5	-1.7730	1.7730	575.0000	2.1725	32	1	0	0	0.0000	6	10	-9.5696	7	0
cpd02566	2,3-Dihydroxy-2,3-dihydrobenzoate	C7H7O4	-1	7	1.7710	1.7710	155.0000	1.6921	11	1	0	6	0.5455	2	1	-2.0457	8	0
cpd00101	ribose-5-phosphate	C5H9O8P	-2	23	-1.7470	1.7470	229.0000		14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd00346	L-Aspartate4-semialdehyde	C4H7NO3	0	15	-1.7430	1.7430	117.0000	0.9010	8	0	0	2	0.2857	1	3	-3.0642	7	0
cpd00212	L-Sorbose	C6H12O6	0	5	1.7160	1.7160	180.0000	0.4287	12	1	0	0	0.0000	4	1	-3.2198	6	0
cpd01974	4-Hydroxy-L-glutamate	C5H8NO5	-1	5	-1.6980	1.6980	162.0000	0.3731	11	0	0	4	0.4000	2	4	-5.1523	8	0
cpd03116	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	6	-1.6790	1.6790	962.0000		62	3	9	15	0.2344	8	29	-0.9716	31	0
cpd00404	D-Ornithine	C5H13N2O2	1	5	-1.6630	1.6630	133.0000	0.7372	9	0	0	2	0.2500	1	4	-3.6311	7	0
cpd00018	AMP	C10H12N5O7P	-2	41	-1.6590	1.6590	346.0000		23	3	9	11	0.4400	4	4	-3.1270	18	0
cpd00086	Propionyl-CoA	C24H36N7O17P3S	-4	39	-1.6460	1.6460	820.0000		52	3	9	15	0.2778	7	20	-3.4533	31	0
cpd00012	PPi	HO7P2	-3	20	-1.6410	1.6410	176.0000		9	0	0	0	0.0000	1	2	-2.7076	6	0
cpd00728	4-Hydroxybutanoate	C4H7O3	-1	7	1.6410	1.6410	103.0000	0.3904	7	0	0	2	0.3333	0	3	-1.4912	6	0
cpd03372	Homoisocitrate	C7H7O7	-3	6	-1.6390	1.6390	203.0000	0.4972	14	0	0	6	0.4615	2	6	-5.0066	7	0
cpd00269	2-Oxoadipate	C6H6O5	-2	12	1.6390	1.6390	158.0000	0.5228	11	0	0	6	0.6000	0	5	-2.7744	5	0
cpd00843	Tartronate semialdehyde	C3H3O4	-1	8	-1.6240	1.6240	103.0000	0.4928	7	0	0	2	0.3333	1	2	-2.7039	6	0
cpd00858	L-Glutamate5-semialdehyde	C5H9NO3	0	12	-1.6240	1.6240	131.0000	0.3382	9	0	0	2	0.2500	1	4	-2.6741	7	0
cpd00930	imidazole acetol-phosphate	C6H7N2O5P	-2	7	1.6080	1.6080	219.0000	1.0163	14	1	5	5	0.3571	0	5	-1.6334	13	0
cpd00001	H2O	H2O	0	2374	-1.5900	1.5900	18.0000		1	0	0	0	0.0000	0	0	-0.8247	1	0
cpd00817	D-Arabinose5-phosphate	C5H9O8P	-2	7	-1.5860	1.5860	229.0000	0.4412	14	0	0	0	0.0000	3	6	-3.8867	10	0
cpd02246	CoM	C2H5O3S2	-1	14	-1.5840	1.5840	141.0000	16900.2577	7	0	0	0	0.0000	0	2	-0.5386	5	0
cpd02438	Methyl CoM	C3H7O3S2	-1	10	1.5840	1.5840	155.0000	16900.2577	8	0	0	0	0.0000	0	3	-0.1054	6	0
cpd00340	2,5-Dioxopentanoate	C5H5O4	-1	7	1.5630	1.5630	129.0000	0.3566	9	0	0	4	0.5000	0	4	-1.7155	6	0
cpd01171	Dulcose	C6H14O6	0	6	-1.5440	1.5440	182.0000	0.4758	12	0	0	0	0.0000	4	5	-3.5854	4	0
cpd00279	Acetoacetyl-CoA	C25H36N7O18P3S	-4	21	1.5290	1.5290	848.0000	1.8801	54	3	9	15	0.2679	7	21	-3.8842	32	0
cpd01422	beta-D-Xylose	C5H10O5	0	5	-1.5030	1.5030	150.0000	0.3511	10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd00294	dAMP	C10H12N5O6P	-2	5	-1.4970	1.4970	330.0000		22	3	9	11	0.4583	3	4	-2.0978	18	0
cpd00493	Pyridoxamine phosphate	C8H12N2O5P	-1	11	1.4780	1.4780	248.0000	0.9368	16	1	6	7	0.4375	0	4	-1.8172	14	0
cpd00069	L-Tyrosine	C9H11NO3	0	21	-1.4750	1.4750	181.0000	0.7141	13	1	6	9	0.6923	1	3	-1.7049	10	0
cpd00588	Sorbitol	C6H14O6	0	12	1.4620	1.4620	182.0000	0.3132	12	0	0	0	0.0000	4	5	-3.5854	4	0
cpd00249	Uridine	C9H12N2O6	0	12	1.4610	1.4610	244.0000	0.9246	17	2	6	8	0.4444	4	2	-2.8519	14	0
cpd00248	Quinate	C7H11O6	-1	12	-1.4590	1.4590	191.0000	1.6389	13	1	0	2	0.1538	4	1	-3.6561	8	0
cpd19028	alpha-D-Ribose 5-phosphate	C5H9O8P	-2	12	-1.4500	1.4500	230.0000	0.3224	14	1	0	0	0.0000	4	3	-3.7293	11	0
cpd00341	N-Carbamoylputrescine	C5H14N3O	1	8	1.4210	1.4210	132.0000	0.9385	9	0	0	3	0.3750	0	4	-1.3232	8	0
cpd03346	5-Hydroxyindoleacetate	C10H8NO3	-1	6	1.3930	1.3930	190.0000	1.2145	14	2	9	13	0.8667	0	2	0.1659	12	0
cpd00007	O2	O2	0	864	1.3850	1.3850	32.0000		2	0	0	0	0.0000	0	0	0.0670	1	0
cpd00790	O-Acetyl-L-homoserine	C6H11NO4	0	5	1.3640	1.3640	161.0000	0.5145	11	0	0	4	0.4000	1	4	-2.7000	10	0
cpd00727	2-Phosphoglycolate	C2H2O6P	-3	7	-1.3520	1.3520	154.0000	0.3000	9	0	0	2	0.2500	0	3	-3.4184	8	0
cpd00020	Pyruvate	C3H3O3	-1	214	-1.3280	1.3280	87.0000		6	0	0	4	0.8000	0	1	-1.6747	5	0
cpd00488	PGF2a	C20H33O5	-1	7	1.3240	1.3240	353.0000	2.0620	25	1	0	2	0.0800	5	12	1.7082	12	0
cpd00497	XMP	C10H11N4O9P	-2	7	1.3190	1.3190	363.0000	0.7830	24	3	9	12	0.4615	4	4	-4.1226	20	0
cpd00050	FMN	C17H19N4O9P	-2	10	-1.3000	1.3000	455.0000		31	3	14	18	0.5455	3	7	-2.8706	21	0
cpd00330	Dihydrofolate	C19H19N7O6	-2	11	-1.2940	1.2940	441.0000		32	3	12	25	0.7353	1	9	-2.6594	22	0
cpd00060	L-Methionine	C5H11NO2S	0	20	1.2810	1.2810	149.0000	0.9952	9	0	0	2	0.2500	1	4	-1.9001	9	0
cpd00125	5-10-Methylenetetrahydrofolate	C20H21N7O6	-2	33	1.2700	1.2700	455.0000	16170.4027	33	4	12	24	0.6667	2	7	-3.1913	23	0
cpd00092	Uracil	C4H4N2O2	0	19	-1.2640	1.2640	112.0000		8	1	0	6	0.7500	0	0	-0.3029	7	0
cpd00259	D-Lyxulose	C5H10O5	0	12	1.2410	1.2410	150.0000	0.3876	10	1	0	0	0.0000	3	1	-2.5807	5	0
cpd00807	L-histidinol-phosphate	C6H11N3O4P	-1	7	1.2410	1.2410	221.0000	1.0163	14	1	5	5	0.3571	1	5	-2.5920	13	0
cpd02211	L-2-Amino-acetoacetate	C4H7NO3	0	8	-1.2330	1.2330	117.0000	0.3427	8	0	0	2	0.2857	1	2	-3.0642	7	0
cpd00154	Xylose	C5H10O5	0	8	-1.2250	1.2250	150.0000	0.3511	10	1	0	0	0.0000	4	0	-2.5823	6	0
cpd00454	Dinoprostone	C20H31O5	-1	5	1.2230	1.2230	351.0000	2.1001	25	1	0	2	0.0800	4	12	1.9164	12	0
cpd00190	beta-D-Glucose	C6H12O6	0	69	1.2220	1.2220	180.0000	0.2684	12	1	0	0	0.0000	5	1	-3.2214	7	0
cpd00520	2-Dehydro-3-deoxy-D-pentonate	C5H7O5	-1	6	-1.2200	1.2200	147.0000	0.2253	10	0	0	4	0.4444	1	4	-2.9513	8	0
cpd00004	NADH	C21H27N7O14P2	-2	894	-1.2160	1.2160	663.0000	1.5920	44	5	9	18	0.3750	10	11	-3.9504	28	0
cpd02351	Glucosaminate	C6H13NO6	0	7	-1.2120	1.2120	195.0000	0.4088	13	0	0	2	0.1667	4	5	-5.5782	9	0
cpd00227	L-Homoserine	C4H9NO3	0	7	1.2010	1.2010	119.0000	1.0071	8	0	0	2	0.2857	1	3	-3.2708	8	0
cpd00087	Tetrahydrofolate	C19H21N7O6	-2	42	1.1920	1.1920	443.0000		32	3	12	24	0.7059	2	9	-2.9514	21	0
cpd03284	3-Sulfinopyruvate	C3H2O5S	-2	5	1.1430	1.1430	150.0000	23900.5736	9	0	0	4	0.5000	1	3	-2.8155	8	0
cpd00467	3-Sulfinoalanine	C3H6NO4S	-1	6	-1.1430	1.1430	152.0000		9	0	0	2	0.2500	2	3	-3.7741	9	0
cpd00322	L-Isoleucine	C6H13NO2	0	10	1.1400	1.1400	131.0000		9	0	0	2	0.2500	2	3	-1.6071	8	0
cpd00412	Deoxyuridine	C9H12N2O5	0	7	1.1390	1.1390	228.0000		16	2	6	8	0.4706	3	2	-1.8227	14	0
cpd01487	alpha-D-Xylose	C5H10O5	0	7	-1.1350	1.1350	150.0000		10	1	0	0	0.0000	4	0	-2.5823	5	0
cpd00242	H2CO3	CHO3	-1	7	-1.1290	1.1290	61.0000		4	0	0	3	1.0000	0	0	-1.1123	4	0
cpd03778	Terephthalate	C8H4O4	-2	5	1.1290	1.1290	164.0000	0.6616	12	1	6	12	1.0000	0	2	-1.5864	5	0
cpd00842	(S)-3-Hydroxybutyryl-CoA	C25H38N7O18P3S	-4	11	1.1240	1.1240	850.0000	1.8957	54	3	9	15	0.2679	8	21	-4.0924	31	0
cpd00781	5-Dehydrogluconate	C6H9O7	-1	5	-1.1150	1.1150	193.0000		13	0	0	2	0.1667	3	5	-4.6196	8	0
cpd00626	dTDPglucose	C16H24N2O16P2	-2	5	1.1090	1.1090	562.0000	1.2810	36	3	6	8	0.2105	10	9	-4.7201	22	0
cpd00095	Glycerone-phosphate	C3H5O6P	-2	41	1.0930	1.0930	169.0000	0.1367	10	0	0	0	0.0000	0	4	-2.6069	8	0
cpd00229	Glycolaldehyde	C2H4O2	0	11	1.0640	1.0640	60.0000	0.4003	4	0	0	0	0.0000	0	1	-0.8224	4	0
cpd02484	Inositol 3-phosphate	C6H11O9P	-2	11	1.0430	1.0430	259.0000		16	1	0	0	0.0000	6	2	-4.9816	7	0
cpd01270	FMNH2	C17H21N4O9P	-2	8	-1.0200	1.0200	457.0000		31	3	6	15	0.4545	4	7	-2.5198	22	0
cpd19006	alpha-D-Glucose 6-phosphate	C6H11O9P	-2	20	1.0110	1.0110	260.0000	0.4558	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00116	Methanol	CH4O	0	24	-1.0060	1.0060	32.0000	0.7141	2	0	0	0	0.0000	0	0	-0.3915	1	0
cpd02788	Inositol 1,2,3,5,6-pentakisphosphate	C6H7O21P5	-10	5	-0.9930	0.9930	575.0000	2.1725	32	1	0	0	0.0000	6	10	-9.5696	7	0
cpd00438	Deoxyadenosine	C10H13N5O3	0	10	-0.9850	0.9850	251.0000	0.7369	18	3	9	11	0.5500	3	2	-0.9508	14	0
cpd00522	dTDP-4-oxo-L-rhamnose	C16H22N2O15P2	-2	10	-0.9820	0.9820	544.0000	1.4629	35	3	6	8	0.2162	9	8	-3.4843	25	0
cpd00521	dTDP-4-oxo-6-deoxy-D-glucose	C16H22N2O15P2	-2	18	-0.9800	0.9800	544.0000	1.4512	35	3	6	8	0.2162	9	8	-3.4843	25	0
cpd00594	Gulonate	C6H11O7	-1	6	0.9590	0.9590	195.0000	0.3273	13	0	0	2	0.1667	4	5	-4.8278	7	0
cpd00722	O-Acetyl-L-serine	C5H9NO4	0	6	-0.9520	0.9520	147.0000	0.7855	10	0	0	4	0.4444	1	3	-3.0901	9	0
cpd00102	Glyceraldehyde3-phosphate	C3H5O6P	-2	47	0.9520	0.9520	169.0000		10	0	0	0	0.0000	1	4	-2.6085	9	0
cpd00863	beta-D-Glucose 6-phosphate	C6H11O9P	-2	29	0.9130	0.9130	259.0000	0.4558	16	1	0	0	0.0000	5	3	-4.3684	11	0
cpd00066	L-Phenylalanine	C9H11NO2	0	28	-0.9100	0.9100	165.0000		12	1	6	8	0.6667	1	3	-1.4105	8	0
cpd01700	D-Citramalate	C5H6O5	-2	5	-0.9070	0.9070	146.0000	0.5863	10	0	0	4	0.4444	1	3	-3.3727	7	0
cpd00029	Acetate	C2H3O2	-1	104	-0.9050	0.9050	59.0000	0.2396	4	0	0	2	0.6667	0	0	-1.2438	4	0
cpd00143	Phenylpyruvate	C9H7O3	-1	26	-0.8840	0.8840	163.0000	0.6468	12	1	6	10	0.8333	0	3	-0.4519	7	0
cpd12689	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	-4	6	0.8820	0.8820	988.0000	2.3443	64	3	9	15	0.2273	7	31	0.0168	32	0
cpd00200	4MOP	C6H9O3	-1	12	-0.8530	0.8530	129.0000	0.5502	9	0	0	4	0.5000	0	3	-0.6485	7	0
cpd00152	Agmatine	C5H16N4	2	17	-0.8520	0.8520	132.0000	1.4300	9	0	0	3	0.3750	0	4	-3.3281	8	0
cpd08210	ADC	C10H10NO5	-1	6	0.8370	0.8370	224.0000	1.8907	16	1	0	11	0.6875	2	4	-3.5082	12	0
cpd00900	GDP-4-dehydro-D-rhamnose	C16H21N5O15P2	-2	11	0.8150	0.8150	585.0000	16170.4026	38	4	9	12	0.2927	10	8	-4.6567	27	0
cpd00419	PM	C8H13N2O2	1	6	-0.8100	0.8100	169.0000	1.0113	12	1	6	7	0.5833	0	2	-0.6702	11	0
cpd00198	D-Xylulose5-phosphate	C5H9O8P	-2	15	0.7910	0.7910	229.0000	0.2960	14	0	0	0	0.0000	2	6	-3.8851	9	0
cpd00055	Formaldehyde	CH2O	0	47	0.7600	0.7600	30.0000	0.3423	2	0	0	0	0.0000	0	0	-0.1849	1	0
