rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn13935	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	R00758		9	0	0.000	2.75	0	unvouched_and_no_shared_participant
rxn13936	Peptidoglycan subunit synthesis	R00758		9	0	0.000	2.75	0	unvouched_and_no_shared_participant
rxn13937	D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase	R05645;R09768	R05645;R09768	5	1	0.000	2.65	1	kegg_id_is_modelseed_alias
rxn13938	Cardiolipin Synthase (E.coli)	R05645;R09768		5	0	0.000	2.65	0	unvouched_and_no_shared_participant
rxn13939	FMN reductase	R05706	R05706	3	1	0.500	4.96	1	kegg_id_is_modelseed_alias
rxn13940	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	R05644	R05644	2	1	0.000	7.33	1	kegg_id_is_modelseed_alias
rxn13941	D-glycero-D-manno-heptose 7-phosphate kinase	R05646	R05646	3	1	0.000	-3.92	1	kegg_id_is_modelseed_alias
rxn13942	Heme O synthase	R07411	R07411	51	1	0.333	-14.8	1	kegg_id_is_modelseed_alias
rxn13943	mannitol-1-phosphate 5-dehydrogenase	R00758	R00758	9	1	0.000	2.75	1	kegg_id_is_modelseed_alias
rxn13944	mannitol transport via PEP:Pyr PTS	R00758		9	0	0.250	2.75	0	unvouched
rxn13945	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)	R00758		9	0	0.000	2.75	0	unvouched_and_no_shared_participant
rxn13946	Peptidoglycan subunit synthesis	R00758		9	0	0.000	2.75	0	unvouched_and_no_shared_participant
rxn13947	sedoheptulose 7-phosphate isomerase	R05645;R09768	R05645;R09768	5	1	0.000	2.65	1	kegg_id_is_modelseed_alias
rxn13948	Limonin-D-ring-lactone lactonohydrolase	R08462	R08462	1	1	0.500	-4.09	1	kegg_id_is_modelseed_alias
rxn13949	beta-D-fructofuranosyl-alpha-D-mannopyranoside-6F-phosphate phosphohydrolase	R08982	R08982	1	1	0.000	-4.92	1	kegg_id_is_modelseed_alias
rxn13952	tetrahydropalmatine:oxygen oxidoreductase	R08795	R08795	2	1	0.667	-79.71	1	kegg_id_is_modelseed_alias
rxn13953	3alpha,7alpha-dihydroxy-5beta-cholestanate,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08760	R08760	2	1		-109.74	1	kegg_id_is_modelseed_alias
rxn13954	ADP-glucose: D-glucose 1-alpha-D-glucosyltransferase	R08946	R08946	3	1	0.333	-3.73	1	kegg_id_is_modelseed_alias
rxn13955	GDP-D-mannose:alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol D-mannosyltransferase	R08858	R08858	1	1	1.000	-11.65	1	kegg_id_is_modelseed_alias
rxn13956	2-trans,6-trans-farnesyl-diphosphate 2-cis-trans-isomerase	R08746	R08746	1	1	0.000	-0.78	1	kegg_id_is_modelseed_alias
rxn13957	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase	R08753	R08753	2	1	0.000	-23.15	1	kegg_id_is_modelseed_alias
rxn13958	raffinose:raffinose 3F-alpha-D-galactosyltransferase	R08616	R08616	1	1	0.333	-1.49	1	kegg_id_is_modelseed_alias
rxn13960	UDP-glucose:betanidin 6-O-beta-D-glucosyltransferase	R08830	R08830	1	1	1.000	-13.18	1	kegg_id_is_modelseed_alias
rxn13965	acetyl-CoA:phosphinopyruvate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	R08870	R08870	1	1	0.667	-5.48	1	kegg_id_is_modelseed_alias
rxn13966	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08656	R08656	1	1		-181.05	1	kegg_id_is_modelseed_alias
rxn13967	UDP-glucose:curcumin glucosyltransferase	R08813	R08813	1	1	1.000	-13.27	1	kegg_id_is_modelseed_alias
rxn13968	dopamine:oxygen oxidoreductase	R08832	R08832	1	1	1.000	-140.61	1	kegg_id_is_modelseed_alias
rxn13969	5-formyluracil,2-oxoglutarate:oxygen oxidoreductase	R08611	R08611	3	1	0.750	-134.25	1	kegg_id_is_modelseed_alias
rxn13970	UDP-glucuronate:betanin beta-D-glucuronosyltransferase	R08824	R08824	1	1	0.750	-6.71	1	kegg_id_is_modelseed_alias
rxn13971	pheophorbide-a hydrolase (decarboxylating)	R08974	R08974	1	1	1.000	10.72	1	kegg_id_is_modelseed_alias
rxn13972	UDP-L-rhamnose:NADP+ 4-oxidoreductase	R08705	R08705	1	1	1.000	-7.42	1	kegg_id_is_modelseed_alias
rxn13973	cobalt-precorrin 3 dehydrogenase	R08716	R08716	1	1	1.000	-20.06	1	kegg_id_is_modelseed_alias
rxn13975	2-(2'-methylthio)ethylmalate hydroxymutase	R08620	R08620	1	1	0.000	2.51	1	kegg_id_is_modelseed_alias
rxn13977	3-(4'-methylthio)butylmalate oxidoreductase (decarboxylating)	R08629	R08629	2	1	0.500	-16.45	1	kegg_id_is_modelseed_alias
rxn13979	N-acetyldemethylphosphinothricin:L-alanine:L-alanine ligase (AMP-forming)	R08872	R08872	1	1	0.667	-23.64	1	kegg_id_is_modelseed_alias
rxn13980	cholest-5-ene-3beta,7alpha,25-triol:NAD+ 3-oxidoreductase	R08723	R08723	1	1	0.500	5.6	1	kegg_id_is_modelseed_alias
rxn13981	dimethylallyl-diphosphate:dimethylallyl-diphosphate dimethylallyltransferase (lavandulyl-diphosphate-forming)	R08950	R08950	1	1	0.500	-18.97	1	kegg_id_is_modelseed_alias
rxn13983	3-(7'-methylthio)heptylmalate oxidoreductase (decarboxylating)	R08646	R08646	8	1	0.000	-16.45	1	kegg_id_is_modelseed_alias
rxn13984	homomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08665	R08665	11	1	1.000	-184.2	1	kegg_id_is_modelseed_alias
rxn13986	dihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08670	R08670	2	1	1.000	-184.2	1	kegg_id_is_modelseed_alias
rxn13988	(-)-menthone,NADPH:oxygen oxidoreductase	R08925	R08925	1	1	0.000	-90.95	1	kegg_id_is_modelseed_alias
rxn13989	dTDP-D-olivose:premithramycinone D-olivosyltransferase	R06716	R06716	1	1	1.000	-11.2	1	kegg_id_is_modelseed_alias
rxn13990	ATP:N-acetyl-D-glucosamine 1-phosphotransferase	R08968	R08968	4	1	0.500	-2.52	1	kegg_id_is_modelseed_alias
rxn13993	S-adenosyl-L-methionine:(S)-canadine N-methyltransferase	R08789	R08789	1	1	0.500	5.18	1	kegg_id_is_modelseed_alias
rxn13995	2-(3'-methylthio)hexylmalate hydroxymutase	R08641	R08641	1	1	0.000	2.4	1	kegg_id_is_modelseed_alias
rxn13997	Cinchoninone epimerase	R08560	R08560	1	1	1.000	-1.17	1	kegg_id_is_modelseed_alias
rxn13998	feruloyl-CoA:malonyl-CoA C-feruloyltransferase (decarboxylating)	R08806	R08806	1	1	1.000	-2.27	1	kegg_id_is_modelseed_alias
rxn13999	CDP-abequose:NADP+ 4-oxidoreductase	R08711	R08711	1	1	1.000	-2.51	1	kegg_id_is_modelseed_alias
rxn14000	L-Lysine:NAD+ 6-oxidoreductase (deaminating)	R00446	R00446	2	1	0.500	10.97	1	kegg_id_is_modelseed_alias
rxn14001	N-hydroxyl-tryptamine oxidoreductase	R08605	R08605	3	1	0.500	-27.97	1	kegg_id_is_modelseed_alias
rxn14002	L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08160	R08160	20	1	0.500	-192.01	1	kegg_id_is_modelseed_alias
rxn14004	acetyl-CoA:4-methylthio-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08619	R08619	3	1	0.333	-6.68	1	kegg_id_is_modelseed_alias
rxn14005	(S)-reticuline,NADPH:oxygen oxidoreductase (C-C phenol-coupling)	R08790	R08790	46	1	0.500	-133.77	1	kegg_id_is_modelseed_alias
rxn14007	11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase	R08945	R08945	1	1	0.000	3.05	1	kegg_id_is_modelseed_alias
rxn14008	D-glucose-6-phosphate phosphate-lyase (2-deoxy-scyllo-inosose-forming)	R08617	R08617	6	1	0.000	-27.27	1	kegg_id_is_modelseed_alias
rxn14009	Geranyl-diphosphate diphosphohydrolase	R08993	R08993	1	1	1.000	-3.06	1	kegg_id_is_modelseed_alias
rxn14011	ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenylcistransferase	R08752	R08752	2	1	0.000	-23.15	1	kegg_id_is_modelseed_alias
rxn14012	(E)-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenyltranstransferase	R08747	R08747	6	1	0.000	-22.44	1	kegg_id_is_modelseed_alias
rxn14013	flaviolin,NADPH:oxygen oxidoreductase	R08912	R08912	1	1	1.000	-142.63	1	kegg_id_is_modelseed_alias
rxn14016	Cinchonidinone:NADPH oxidoreductase	R08563	R08563	1	1	1.000	-0.16	1	kegg_id_is_modelseed_alias
rxn14019	4alpha-methylzymosterol:NADP+ 3-oxidoreductase	R07495	R07495	20	1	1.000	-2.53	1	kegg_id_is_modelseed_alias
rxn14020	trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)	R08815	R08815	2	1	0.500	-95.92	1	kegg_id_is_modelseed_alias
rxn14022	carboxyphosphonopyruvate carboxy-lyase	R08869	R08869	1	1	0.500	75.25	1	kegg_id_is_modelseed_alias
rxn14023	N,N-dimethyl-1,4-phenylenediamine, aniline:NADP+ oxidoreductase	R05711	R05711	1	1	0.333	-24.09	1	kegg_id_is_modelseed_alias
rxn14025	3'-phosphoadenylyl-sulfate:desulfo-p-hydroxybenzylglucosinolate sulfotransferase	R08662	R08662	1	1	0.500	-20.13	1	kegg_id_is_modelseed_alias
rxn14026	3'-phosphoadenylyl-sulfate:cholesterol sulfotransferase	R08977	R08977	1	1	0.500	8.93	1	kegg_id_is_modelseed_alias
rxn14028	ammonium-hydroxide:NADP+ oxidoreductase	R00787	R00787	54	1	0.500	96.12	1	kegg_id_is_modelseed_alias
rxn14030	dTDP-D-olivose:compound-100-1 O-beta-D-olivosyltransferase	R06660	R06660	1	1	1.000	-12.25	1	kegg_id_is_modelseed_alias
rxn14031	7(1)-hydroxychlorophyllide-a:NAD+ oxidoreductase	R08914	R08914	1	1	0.500	4.76	1	kegg_id_is_modelseed_alias
rxn14038	ADP-ribose ribophosphohydrolase	R01054	R01054	56	1	0.000	-12.99	1	kegg_id_is_modelseed_alias
rxn14039	CTP:riboflavin 5'-phosphotransferase	R08574	R08574	1	1	1.000	-1.23	1	kegg_id_is_modelseed_alias
rxn14040	ditrans,tetracis-heptaprenyl-diphosphate:isopentenyl-diphosphate heptaprenylcistransferase	R08751	R08751	3	1	0.000	-23.15	1	kegg_id_is_modelseed_alias
rxn14041	Androstan-3alpha,17beta-diol:NADP+ oxidoreductase	R08963	R08963	1	1	0.500	4.08	1	kegg_id_is_modelseed_alias
rxn14043	acetyl-CoA:demethylphosphinothricin N-acetyltransferase	R08871	R08871	1	1	0.667	-4.28	1	kegg_id_is_modelseed_alias
rxn14044	L-fucose:NAD+ 1-oxidoreductase	R08926	R08926	1	1	0.500	-3.01	1	kegg_id_is_modelseed_alias
rxn14049	3beta,7alpha-dihydroxy-5-cholestenoate:NAD+ 3-oxidoreductase	R08728	R08728	1	1	1.000	5.6	1	kegg_id_is_modelseed_alias
rxn14050	S-sulfanylglutathione:oxygen oxidoreductase	R08678	R08678	1	1	0.667	-86.66	1	kegg_id_is_modelseed_alias
rxn14051	p-coumaroyl-CoA:p-coumaroyl-diketide-CoA C-coumaroyltransferase (thioester-hydrolysing and decarboxylating)	R08807	R08807	1	1	0.667	-14.68	1	kegg_id_is_modelseed_alias
rxn14053	6-methylpretetramide,NADPH:oxygen oxidoreductase (4-hydroxylating)	R05463	R05463	1	1	1.000	-80.56	1	kegg_id_is_modelseed_alias
rxn14054	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase	R05233	R05233	1	1	1.000	3.81	1	kegg_id_is_modelseed_alias
rxn14056	ATP:N-acetyl-D-galactosamine 1-phosphotransferase	R08967	R08967	3	1	0.500	-0.44	1	kegg_id_is_modelseed_alias
rxn14058	L-Arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)	R00557	R00557	1	1	0.667	-300.66	1	kegg_id_is_modelseed_alias
rxn14059	2-(3'-methylthio)butylmalate hydroxymutase	R08628	R08628	1	1	0.000	2.4	1	kegg_id_is_modelseed_alias
rxn14060	1-carboxyvinyl carboxyphosphonate phosphorylmutase	R08868	R08868	1	1	0.500	7.49	1	kegg_id_is_modelseed_alias
rxn14061	trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase	R08748	R08748	3	1	0.333	-23.15	1	kegg_id_is_modelseed_alias
rxn14063	2-dehydro-L-idonate:NADP+ 5-oxidoreductase	R08878	R08878	4	1	0.000	7.58	1	kegg_id_is_modelseed_alias
rxn14065	feruloyl-CoA:feruloyl-diketide-CoA C-feruloyltransferase (thioester-hydrolysing and decarboxylating)	R08810	R08810	1	1	1.000	-14.73	1	kegg_id_is_modelseed_alias
rxn14068	S-(phenylacetothiohydroximoyl)-L-cysteine phenylacetothiohydroximate-lyase (deaminating; pyruvate-forming)	R08654	R08654	1	1	0.667	-4.2	1	kegg_id_is_modelseed_alias
rxn14069	3,4-dihydroxy-L-phenylalanine ammonia-lyase (3,4-dihydroxyphenylpropanoate-forming)	R08846	R08846	1	1	0.000	-18.94	1	kegg_id_is_modelseed_alias
rxn14072	cholesterol 26-hydroxylase	R08505	R08505	1	1	0.500	-95.95	1	kegg_id_is_modelseed_alias
rxn14074	UDP-glucose:4-methylthiobutylthiohydroximate S-beta-D-glucosyltransferase	R08668	R08668	1	1	1.000	-8.86	1	kegg_id_is_modelseed_alias
rxn14075	UDP-glucose:betanidin 5-O-beta-D-glucosyltransferase	R08822	R08822	1	1	1.000	-13.2	1	kegg_id_is_modelseed_alias
rxn14077	putrescine:pyruvate aminotransferase	R08714	R08714	1	1	0.750	1.88	1	kegg_id_is_modelseed_alias
rxn14078	Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase	R01886	R01886	2	1	0.667	15.92	1	kegg_id_is_modelseed_alias
rxn14079	UDP-glucose:ferulate D-glucosyltransferase	R08839	R08839	1	1	0.750	1.53	1	kegg_id_is_modelseed_alias
rxn14080	trans,trans-Farnesyl-diphosphate diphosphohydrolase	R08697	R08697	1	1	0.000	-3.06	1	kegg_id_is_modelseed_alias
rxn14081	(2R)-4-hydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside:oxygen oxidoreductase (7-hydroxylating)	R08972	R08972	1	1	1.000	-99.55	1	kegg_id_is_modelseed_alias
rxn14082	tryptamine,NADPH:oxygen oxidoreductase (N-hydroxylating)	R08604	R08604	9	1	1.000	-57.71	1	kegg_id_is_modelseed_alias
rxn14083	flaviolin,NADPH:oxygen oxidoreductase	R08913	R08913	1	1	1.000	-124.33	1	kegg_id_is_modelseed_alias
rxn14084	2-aminophenol:oxygen oxidoreductase	R08762	R08762	1	1	0.000	-136.85	1	kegg_id_is_modelseed_alias
rxn14085	all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating)	R08782	R08782	2	1	0.667	-25.1	1	kegg_id_is_modelseed_alias
rxn14089	cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase	R05234	R05234	1	1	1.000	2.3	1	kegg_id_is_modelseed_alias
rxn14090	dimethylallyl-diphosphate:leachianone-G 2''-dimethylallyltransferase	R08952	R08952	3	1	0.667	-14.77	1	kegg_id_is_modelseed_alias
rxn14091	N-(omega)-Hydroxyarginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)	R00111	R00111	1	1	0.333	-163.83	1	kegg_id_is_modelseed_alias
rxn14093	ATP:N-acetyl-D-hexosamine 1-phosphotransferase	R08962	R08962	2	1	1.000	-6.0	1	kegg_id_is_modelseed_alias
rxn14094	tetrahydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase	R08755	R08755	2	1	1.000	-0.71	1	kegg_id_is_modelseed_alias
rxn14096	Geranylgeranyl-diphosphate diphosphohydrolase (sclareol-forming)	R08992	R08992	1	1	1.000	6.35	1	kegg_id_is_modelseed_alias
rxn14097	S-adenosyl-L-methionine:L-histidine Nalpha-methyltransferase	R01169	R01169	1	1	0.750	8.61	1	kegg_id_is_modelseed_alias
rxn14099	5beta-androstane-3,17-dione:NADP+ 4,5-oxidoreductase	R01835	R01835	1	1	1.000	4.82	1	kegg_id_is_modelseed_alias
rxn14100	CTP:phosphonoformate cytidylyltransferase	R08867	R08867	1	1	0.667	-2.07	1	kegg_id_is_modelseed_alias
rxn14101	Cinchoninone:NADPH oxidoreductase	R08492	R08492	1	1	1.000	2.37	1	kegg_id_is_modelseed_alias
rxn14102	acetyl-CoA:9-methylthio-2-oxononanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	R08644	R08644	35	1	0.333	-5.25	1	kegg_id_is_modelseed_alias
rxn14103	UDP-glucose:curcumin-monoglucoside glucosyltransferase	R08814	R08814	1	1	1.000	-13.27	1	kegg_id_is_modelseed_alias
rxn14104	ADP-glucose:D-fructose 2-alpha-D-glucosyltransferase	R08676	R08676	1	1	0.667	0.48	1	kegg_id_is_modelseed_alias
rxn14106	beta-aminopropionitrile aminohydrolase	R00917	R00917	1	1	1.000	-1.77	1	kegg_id_is_modelseed_alias
rxn14107	indole-3-acetaldehyde-oxime,NADPH:oxidoreductase	R08607	R08607	1	1	0.000	-57.42	1	kegg_id_is_modelseed_alias
rxn14112	dTDP-4-oxo-2,6-dideoxy-D-glucose 3,5-epimerase	R08597	R08597	2	1	1.000	-0.86	1	kegg_id_is_modelseed_alias
rxn14115	dTDP-L-rhamnose:alpha-D-galactosyl-diphosphoundecaprenol L-rhamnosyltransferase	R08857	R08857	1	1	0.750	-0.06	1	kegg_id_is_modelseed_alias
rxn14120	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase	R00937	R00937	1	1	1.000	12.62	1	kegg_id_is_modelseed_alias
rxn14121	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine carboxypeptidase	R04611	R04611	2	1	0.667	1.57	1	kegg_id_is_modelseed_alias
rxn14122	3-(5'-methylthio)pentylmalate oxidoreductase (decarboxylating)	R08636	R08636	2	1	0.000	-16.45	1	kegg_id_is_modelseed_alias
rxn14123	gamma-Glutamyl-beta-aminopropiononitrile amidohydrolase	R03971	R03971	1	1	0.667	-1.03	1	kegg_id_is_modelseed_alias
rxn14124	3alpha-hydroxy-5alpha-pregnan-20-one:NADP+ 3-oxidoreductase (A-specific)	R08957	R08957	1	1	0.500	-0.16	1	kegg_id_is_modelseed_alias
rxn14126	Z-farnesyl diphosphate synthase	R08528	R08528	1	1	0.000	-23.23	1	kegg_id_is_modelseed_alias
rxn14127	L-phenylalanine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08655	R08655	1	1	1.000	-181.52	1	kegg_id_is_modelseed_alias
rxn14129	(+)-pulegone,NADPH:oxygen oxidoreductase (9-hydroxylating)	R08923	R08923	1	1	1.000	-77.76	1	kegg_id_is_modelseed_alias
rxn14130	S-(hydroxyphenylacetothiohydroximoyl)-L-cysteine phenylacetothiohydroximate-lyase (deaminating; pyruvate-forming)	R08660	R08660	1	1	1.000	-4.18	1	kegg_id_is_modelseed_alias
rxn14133	3'-phosphoadenylyl-sulfate:3-methylthiopropyl-desulfoglucosinolate sulfotransferase	R08669	R08669	1	1	0.500	-20.14	1	kegg_id_is_modelseed_alias
rxn14134	benzoate,NADPH:oxygen oxidoreductase (2-hydroxylating)	R08838	R08838	1	1	0.500	-95.97	1	kegg_id_is_modelseed_alias
rxn14135	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine carboxypeptidase	R08850	R08850	2	1	0.333	1.58	1	kegg_id_is_modelseed_alias
rxn14136	4-isopropenyl-7-methyloxepan-2-one lactonohydrolase	R06392	R06392	1	1	1.000	-5.81	1	kegg_id_is_modelseed_alias
rxn14138	Propanoyl-CoA:acetyl-CoA C-acyltransferase	R04811	R04811	1	1	0.667	4.32	1	kegg_id_is_modelseed_alias
rxn14139	8'-apo-beta-Carotenol:O2 oxidoreductase	R08889	R08889	1	1	1.000	-72.35	1	kegg_id_is_modelseed_alias
rxn14140	UDP-glucose:limonoate-A-ring-lactone glucosyltransferase	R08859	R08859	1	1	1.000	-6.82	1	kegg_id_is_modelseed_alias
rxn14142	dihydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase	R08754	R08754	2	1	1.000	3.89	1	kegg_id_is_modelseed_alias
rxn14143	5,6-Dihydroxyindole-2-carboxylate:oxygen oxidoreductase	R08965	R08965	1	1	0.500	-197.89	1	kegg_id_is_modelseed_alias
rxn14144	UDP-glucuronate glucuronohydrolase	R08615	R08615	2	1	0.667	-4.33	1	kegg_id_is_modelseed_alias
rxn14146	cyclic bis(3->5')diguanylate 3-guanylylhydrolase	R08991	R08991	5	1	0.500	-10.26	1	kegg_id_is_modelseed_alias
rxn14148	L-idonate:NADP+ 2-oxidoreductase	R08880	R08880	23	1	0.500	2.42	1	kegg_id_is_modelseed_alias
rxn14149	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate,NADPH:oxygen oxidoreductase (26-hydroxylating)	R08761	R08761	1	1		-107.88	1	kegg_id_is_modelseed_alias
rxn14150	D-threitol:NADP+ oxidoreductase	R08573	R08573	1	1	1.000	3.21	1	kegg_id_is_modelseed_alias
rxn14153	3beta-hydroxy-9beta-pimara-7,15-diene-19,6beta-olide:NAD+ oxidoreductase	R08916	R08916	1	1	1.000	4.97	1	kegg_id_is_modelseed_alias
rxn14156	2-(3'-methylthio)heptylmalate hydroxymutase	R08645	R08645	1	1	0.000	2.4	1	kegg_id_is_modelseed_alias
rxn14157	butanoyl-CoA:carbon-dioxide ligase (ADP-forming)	R08924	R08924	1	1	0.333	-1.71	1	kegg_id_is_modelseed_alias
rxn14161	hexahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08675	R08675	63	1	1.000	-184.2	1	kegg_id_is_modelseed_alias
rxn14163	trans,trans-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-Valencene-forming]	R08691	R08691	1	1	0.500	-28.15	1	kegg_id_is_modelseed_alias
rxn14164	pregnenolone,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	R08943	R08943	1	1	1.000	-93.85	1	kegg_id_is_modelseed_alias
rxn14165	L-valine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	R08663	R08663	5	1	0.500	-178.66	1	kegg_id_is_modelseed_alias
rxn14167	2-Aminobut-2-enoate aminohydrolase (spontaneous)	R08637	R08637	1	1	0.500	5.03	1	kegg_id_is_modelseed_alias
rxn14169	S-(5-deoxy-D-ribos-5-yl)-L-homocysteine homocysteine-lyase [(4S)-4,5-dihydroxypentan-2,3-dione-forming]	R01291	R01291	1	1	0.333	-13.08	1	kegg_id_is_modelseed_alias
rxn14170	pheophorbide-a,NADPH:oxygen oxidoreductase (biladiene-forming)	R08921	R08921	2	1	1.000	-81.97	1	kegg_id_is_modelseed_alias
rxn14172	3-(2'-methylthio)ethylmalate oxidoreductase (decarboxylating)	R08621	R08621	1	1	0.500	-18.66	1	kegg_id_is_modelseed_alias
rxn14174	7alpha,27-dihydroxycholesterol:NAD+ 3-oxidoreductase	R08724	R08724	1	1	1.000	5.6	1	kegg_id_is_modelseed_alias
rxn14176	3alpha,21-dihydroxy-5alpha-pregnan-20-one:NADP+ 3-oxidoreductase (A-specific)	R08955	R08955	1	1	0.000	-0.16	1	kegg_id_is_modelseed_alias
rxn14177	5alpha-pregnan-20alpha-ol-3-one:NADP+ 20-oxidoreductase	R08958	R08958	1	1	0.500	3.04	1	kegg_id_is_modelseed_alias
