rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn04474	R06625		MI:C:-43/H:-59/N:-14/O:-37/P:-6/S:-2|CI:11	(3) cpd00070[0] <= (1) cpd00001[0] + (1) cpd09095[0]	(3) Malonyl-CoA[0] <= (1) H2O[0] + (1) 3,5-Dihydroxyphenylacetyl-CoA[0]	1706.370	1092.320	-1.140	1707.510	1707.510	3	5.000	914.000	29	C;H;N;O;P;S	h2o	1	0.000	1	0	7	5	10	0
rxn07706	geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) cpd00289[0] <= (1) cpd03205[0]	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180	911.180	2	2.000	544.000	40	C;H;O;P		1	0.000	1	0	0	0	3	0
rxn31355	PSY (PHYTOENE SYNTHASE); geranylgeranyl-diphosphate geranylgeranyltransferase	2.5.1.-;2.5.1.32	MI:C:20/H:30/O:-7/P:-2|CI:2	(1) cpd00289[0] <= (1) cpd03205[0]	(1) Geranylgeranyl diphosphate[0] <= (1) Phytoene[0]	585.490	873.990	-37.190	911.180	911.180	2	2.000	544.000	40	C;H;O;P		1	0.000	1	0	0	0	3	0
rxn04305	R06443		MI:C:-10/H:-14/N:-2/O:-11/P:-2|CI:2	(1) cpd08727[0] <= (1) cpd08715[0]	(1) dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran[0] <= (1) Maltol[0]	555.270	414.140	33.250	522.020	522.020	2	2.000	525.000	16	C;H;N;O;P		1	0.000	1	0	4	2	7	0
rxn15678	R07456		MI:H:-8/O:-7/P:-1|CI:1	(1) cpd00053[0] + (1) cpd00102[0] + (1) cpd00171[0] <= (1) cpd00016[0] + (1) cpd00023[0]	(1) L-Glutamine[0] + (1) Glyceraldehyde3-phosphate[0] + (1) D-Ribulose5-phosphate[0] <= (1) Pyridoxal phosphate[0] + (1) L-Glutamate[0]	398.260	293.010	-75.630	473.890	473.890	5	5.000	246.000	8	C;H;N;O;P	gln;glu;pydx5p	1	0.000	1	0	1	1	7	0
rxn03910	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)	4.6.1.12	OK	(1) cpd08288[0] <= (1) cpd00046[0] + (1) cpd08301[0]	(1) 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol[0] <= (1) CMP[0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate[0]	26.770	432.650	7.300	425.350	425.350	3	3.000	598.000	14	C;H;N;O;P		1	0.000	1	0	5	2	0	0
rxn28646	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4.6.1.12	OK	(1) cpd08288[0] <= (1) cpd00046[0] + (1) cpd08301[0]	(1) 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol[0] <= (1) CMP[0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate[0]	26.770	432.650	7.300	425.350	425.350	3	3.000	598.000	14	C;H;N;O;P		1	0.000	1	0	5	2	0	0
rxn04283	R06421	4.2.3.-	MI:O:-6/P:-2|CI:2	(1) cpd00283[0] <= (1) cpd08247[0]	(1) Geranyldiphosphate[0] <= (1) (L)-alpha-Terpineol[0]	400.300	389.300	-8.050	408.350	408.350	2	2.000	312.000	10	C;H;O;P		1	0.000	1	0	1	0	4	0
rxn40257	ATP:L-threonyl,bicarbonate adenylyltransferase	2.7.7.87	OK	(1) cpd00002[0] + (1) cpd00161[0] + (1) cpd00242[0] <=> (1) cpd00001[0] + (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd31250[0]	(1) ATP[0] + (1) L-Threonine[0] + (1) H2CO3[0] <=> (1) H2O[0] + (1) PPi[0] + (1) H+[0] + (1) L-Threonylcarbamoyladenylate[0]	-17.740	289.390	26.390	307.130	307.130	7	7.000	504.000	15	C;H;N;O;P	atp;h;h2o;ppi	1	0.000	1	0	6	4	5	0
rxn33029	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00012[0] + (1) cpd03560[0] <= (1) cpd00002[0] + (1) cpd00141[0]	(1) PPi[0] + (1) Propionyladenylate[0] <= (1) ATP[0] + (1) Propionate[0]	11.130	-281.990	19.010	301.000	301.000	4	4.000	504.000	13	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn31998	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00086[0] <=> (1) cpd00010[0] + (1) cpd03560[0]	(1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0] <=> (1) CoA[0] + (1) Propionyladenylate[0]	10.420	280.570	-17.510	298.080	298.080	5	5.000	820.000	24	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn00986	ATP:propanoate adenylyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00002[0] + (1) cpd00141[0] => (1) cpd00012[0] + (1) cpd03560[0]	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	293.120	4	4.000	504.000	13	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn35418	ATP:propanoate adenyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00002[0] + (1) cpd00141[0] => (1) cpd00012[0] + (1) cpd03560[0]	(1) ATP[0] + (1) Propionate[0] => (1) PPi[0] + (1) Propionyladenylate[0]	-11.130	281.990	19.010	293.120	293.120	4	4.000	504.000	13	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn32413	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) cpd00002[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd03566[0]	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	291.090	4	4.000	504.000	12	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn31212	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) cpd00002[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd03566[0]	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	291.090	4	4.000	504.000	12	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn00226	ATP:acetate adenylyltransferase	6.2.1.1	OK	(1) cpd00002[0] + (1) cpd00029[0] => (1) cpd00012[0] + (1) cpd03566[0]	(1) ATP[0] + (1) Acetate[0] => (1) PPi[0] + (1) Acetyl adenylate[0]	-9.590	281.500	13.940	291.090	291.090	4	4.000	504.000	12	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn07584	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) cpd00002[0] + (1) cpd00541[0] => (1) cpd00012[0] + (1) cpd14955[0]	(1) ATP[0] + (1) Lipoate[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	289.810	4	4.000	534.000	18	C;H;N;O;P;S	atp;ppi	1	0.000	1	0	8	4	2	0
rxn00792	biotin:CoA ligase (AMP-forming)	6.2.1.11;6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9	OK	(1) cpd00002[0] + (1) cpd00104[0] => (1) cpd00012[0] + (1) cpd03517[0]	(1) ATP[0] + (1) BIOT[0] => (1) PPi[0] + (1) Biotinyl-5-AMP[0]	-11.130	278.680	13.820	289.810	289.810	4	4.000	572.000	20	C;H;N;O;P;S	atp;ppi	1	0.000	1	0	10	4	2	0
rxn15699	ATP:lipoate adenylyltransferase	2.7.7.63	OK	(1) cpd00002[0] + (1) cpd14958[0] => (1) cpd00012[0] + (1) cpd14955[0]	(1) ATP[0] + (1) (R)-Lipoic acid[0] => (1) PPi[0] + (1) Lipoyl-AMP[0]	-11.130	278.680	13.820	289.810	289.810	4	4.000	534.000	18	C;H;N;O;P;S	atp;ppi	1	0.000	1	0	8	4	2	0
rxn19466	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) cpd00002[0] + (1) cpd00168[0] => (1) cpd00012[0] + (1) cpd02494[0]	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	289.800	4	4.000	504.000	17	C;H;N;O;P	atp;ppi	1	0.000	1	0	8	6	2	0
rxn01093	ATP:2,3-dihydroxybenzoate adenylyltransferase	2.7.7.58	OK	(1) cpd00002[0] + (1) cpd00168[0] => (1) cpd00012[0] + (1) cpd02494[0]	(1) ATP[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) PPi[0] + (1) (2,3-Dihydroxybenzoyl)adenylate[0]	-11.130	278.670	34.110	289.800	289.800	4	4.000	504.000	17	C;H;N;O;P	atp;ppi	1	0.000	1	0	8	6	2	0
rxn40312		6.1.2.2	OK	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00146[0] => (1) cpd00009[0] + (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd31275[0]	(1) H2O[0] + (1) ATP[0] + (1) Carbamoylphosphate[0] => (1) Phosphate[0] + (1) PPi[0] + (1) H+[0] + (1) O-Carbamoyladenylate[0]	-11.040	273.940	5.700	284.980	284.980	7	7.000	504.000	11	C;H;N;O;P	atp;h;h2o;pi;ppi	1	0.000	1	0	6	4	1	0
rxn01238	5'-butyrylphosphoinosine butyrylhydrolase	3.6.1.20	OK	(1) cpd00001[0] + (1) cpd03856[0] => (2) cpd00067[0] + (1) cpd00114[0] + (1) cpd00211[0]	(1) H2O[0] + (1) 5'-Butyrylphosphoinosine[0] => (2) H+[0] + (1) IMP[0] + (1) Butyrate[0]	-16.170	-292.260	-22.150	276.090	276.090	5	6.000	417.000	14	C;H;N;O;P	h;h2o	1	0.000	1	0	6	4	1	0
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	3.6.1.20	OK	(1) cpd00001[0] + (1) cpd03566[0] => (1) cpd00018[0] + (1) cpd00029[0] + (2) cpd00067[0]	(1) H2O[0] + (1) Acetyl adenylate[0] => (1) AMP[0] + (1) Acetate[0] + (2) H+[0]	-17.710	-289.930	-22.270	272.220	272.220	5	6.000	388.000	12	C;H;N;O;P	amp;h;h2o	1	0.000	1	0	6	4	1	0
rxn33484	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) cpd00010[0] + (1) cpd03566[0] <=> (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0]	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	272.210	5	5.000	806.000	23	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn31208	acetyl-CoA synthetase (acetate-CoA ligase), putative	6.2.1.1	OK	(1) cpd00010[0] + (1) cpd03566[0] <=> (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0]	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	272.210	5	5.000	806.000	23	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn00176	acetyl adenylate:CoA acetyltransferase	6.2.1.1	OK	(1) cpd00010[0] + (1) cpd03566[0] <=> (1) cpd00018[0] + (1) cpd00022[0] + (1) cpd00067[0]	(1) CoA[0] + (1) Acetyl adenylate[0] <=> (1) AMP[0] + (1) Acetyl-CoA[0] + (1) H+[0]	-10.420	-282.630	-15.030	272.210	272.210	5	5.000	806.000	23	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn02485	R03472		MI:C:2/H:4/O:6/P:1|CI:-2	(1) cpd00939[0] => (1) cpd02140[0]	(1) Toxopyrimidine[0] => (1) AIR[0]	-306.100	-262.350	-35.020	271.080	271.080	2	2.000	295.000	8	C;H;N;O;P		1	0.000	1	0	3	2	4	0
rxn00675	Propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00010[0] + (1) cpd03560[0] <=> (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00086[0]	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	270.150	5	5.000	820.000	24	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn35424	propionyladenylate:CoA propionyltransferase	6.2.1.1;6.2.1.17	OK	(1) cpd00010[0] + (1) cpd03560[0] <=> (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd00086[0]	(1) CoA[0] + (1) Propionyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Propionyl-CoA[0]	-10.420	-280.570	-17.510	270.150	270.150	5	5.000	820.000	24	C;H;N;O;P;S	amp;coa;h	1	0.000	1	0	12	8	2	0
rxn02224	L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase	1.2.1.31	OK	(1) cpd00002[0] + (1) cpd00705[0] <=> (1) cpd00012[0] + (1) cpd03297[0]	(1) ATP[0] + (1) L-2-Aminoadipate[0] <=> (1) PPi[0] + (1) alpha-Aminoadipoyl-C6-AMP[0]	12.570	279.420	13.820	266.850	266.850	4	4.000	504.000	16	C;H;N;O;P	atp;ppi	1	0.000	1	0	6	4	2	0
rxn22784	squalene hydro-lyase (tetrahymanol forming)	4.2.1.123	OK	(1) cpd03625[0] <= (1) cpd00001[0] + (1) cpd00559[0]	(1) Tetrahymanol[0] <= (1) H2O[0] + (1) Supraene[0]	126.690	246.680	-3.350	250.030	250.030	3	3.000	428.000	30	C;H;O	h2o	1	0.000	1	0	5	0	2	0
rxn05071	squalene mutase (cyclizing)	4.2.1.129	OK	(1) cpd00001[0] + (1) cpd00559[0] => (1) cpd03750[0]	(1) H2O[0] + (1) Supraene[0] => (1) 22-Hopanol[0]	-126.740	-248.570	1.350	249.920	249.920	3	3.000	428.000	30	C;H;O	h2o	1	0.000	1	0	5	0	2	0
rxn02064	squalene hydro-lyase (tetrahymanol forming)	4.2.1.123	OK	(1) cpd00001[0] + (1) cpd00559[0] => (1) cpd03625[0]	(1) H2O[0] + (1) Supraene[0] => (1) Tetrahymanol[0]	-126.690	-246.680	-3.350	243.330	243.330	3	3.000	428.000	30	C;H;O	h2o	1	0.000	1	0	5	0	2	0
rxn03585	4-Hydroxy-3-methoxybenzoate:oxygen oxidoreductase	1.2.3.9	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00561[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd04073[0]	(1) NADH[0] + (1) O2[0] + (1) Vanillin[0] => (1) H2O[0] + (1) NAD[0] + (1) Vanillate[0]	-118.580	-118.030	121.920	240.500	240.500	6	6.000	663.000	21	C;H;N;O;P	h2o;nad;nadh;o2	1	0.000	1	0	12	7	5	0
rxn16591	(3S)-2,3-epoxy-2,3-dihydrosqualene hydro-lyase (lupan-3beta,20-diol forming)	4.2.1.128	OK	(1) cpd21104[0] <= (1) cpd00001[0] + (1) cpd00776[0]	(1) Lupan-3beta,20-diol[0] <= (1) H2O[0] + (1) Squalene 2,3-oxide[0]	124.210	246.360	11.510	234.850	234.850	3	3.000	444.000	30	C;H;O	h2o	1	0.000	1	0	6	0	4	0
rxn05070	squalene mutase (cyclizing)	5.4.99.17	OK	(1) cpd00559[0] => (1) cpd03751[0]	(1) Supraene[0] => (1) Diploptene[0]	-119.150	-247.590	-16.800	230.790	230.790	2	2.000	410.000	30	C;H		1	0.000	1	0	5	0	1	0
rxn16557	(S)-2,3-epoxysqualene mutase (cyclizing, isomultiflorenol-forming)	5.4.99.36	OK	(1) cpd00776[0] => (1) cpd21045[0]	(1) Squalene 2,3-oxide[0] => (1) Isomultiflorenol[0]	-112.810	-253.890	-30.890	223.000	223.000	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn04332	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-amyrin-forming)	5.4.99.40	OK	(1) cpd00776[0] => (1) cpd05522[0]	(1) Squalene 2,3-oxide[0] => (1) alpha-Amyrin[0]	-122.300	-254.690	-32.590	222.100	222.100	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn16753	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, delta-amyrin-forming)	5.4.99.55	OK	(1) cpd00776[0] => (1) cpd21427[0]	(1) Squalene 2,3-oxide[0] => (1) delta-Amyrin[0]	-112.810	-253.890	-32.820	221.070	221.070	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn16318	(S)-2,3-epoxysqualene mutase (cyclizing, taraxerol-forming)	5.4.99.35	OK	(1) cpd00776[0] => (1) cpd05544[0]	(1) Squalene 2,3-oxide[0] => (1) Taraxerol[0]	-121.630	-252.260	-31.210	221.050	221.050	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn16556	(S)-2,3-epoxysqualene mutase (cyclizing, germanicol-forming)	5.4.99.34	OK	(1) cpd00776[0] => (1) cpd21075[0]	(1) Squalene 2,3-oxide[0] => (1) Germanicol[0]	-121.630	-252.260	-31.620	220.640	220.640	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn16410	2-imino-3-(7-chloroindol-3-yl)propanoate ammonia-lyase (dichlorochromopyrrolate-forming)	1.21.3.9;4.3.1.26	OK	(1) cpd00007[0] + (4) cpd20936[0] => (2) cpd00001[0] + (2) cpd00013[0] + (2) cpd00067[0] + (2) cpd20946[0]	(1) O2[0] + (4) 2-Imino-3-(7-chloroindol-3-yl)propanoate[0] => (2) H2O[0] + (2) NH3[0] + (2) H+[0] + (2) 3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate[0]	-45.240	-144.450	-265.510	220.270	220.270	6	13.000	453.000	22	C;Cl;H;N;O	h;h2o;nh3;o2	1	0.000	1	0	7	7	4	0
rxn04330	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-amyrin-forming)	5.4.99.39	OK	(1) cpd00776[0] => (1) cpd05523[0]	(1) Squalene 2,3-oxide[0] => (1) beta-Amyrin[0]	-121.630	-252.260	-33.500	218.760	218.760	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn16747	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, glutinol-forming)	5.4.99.49	OK	(1) cpd00776[0] => (1) cpd21421[0]	(1) Squalene 2,3-oxide[0] => (1) Glutinol[0]	-121.630	-252.260	-33.510	218.750	218.750	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn04327	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, lupeol-forming)	5.4.99.41	OK	(1) cpd00776[0] => (1) cpd05535[0]	(1) Squalene 2,3-oxide[0] => (1) Lupeol[0]	-120.300	-245.380	-26.710	218.670	218.670	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
rxn00721	ATP:anthranilate N-adenylyltransferase	2.7.7.55	OK	(1) cpd00002[0] + (1) cpd00093[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd02102[0]	(1) ATP[0] + (1) Anthranilate[0] => (1) PPi[0] + (1) H+[0] + (1) N-Adenylylanthranilate[0]	-20.000	194.760	70.270	214.760	214.760	5	5.000	504.000	17	C;H;N;O;P	atp;h;ppi	1	0.000	1	0	8	6	3	0
rxn03525	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03107[0] + (1) cpd03676[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03922[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (R)-N-Methylcoclaurine[0] + (1) (S)-Coclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) 2'-Norberbamunine[0]	-92.720	-104.870	109.720	214.590	214.590	8	9.000	742.000	35	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	22	13	5	0
rxn03530	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (2) cpd03107[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03921[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (2) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Guattegaumerine[0]	-92.720	-104.860	109.720	214.580	214.580	7	9.000	742.000	36	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	19	11	5	0
rxn25082	RXN-8702.v	1.14.21.3	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (2) cpd03107[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03921[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (2) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Guattegaumerine[0]	-92.720	-104.860	109.720	214.580	214.580	7	9.000	742.000	36	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	19	11	5	0
rxn16896	(S)-N-methylcoclaurine,NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1.14.21.3	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03081[0] + (1) cpd03107[0] => (2) cpd00001[0] + (1) cpd00006[0] + (1) cpd03082[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (S)-N-Methylcoclaurine[0] + (1) (R)-N-Methylcoclaurine[0] => (2) H2O[0] + (1) NADP[0] + (1) Berbamunine[0]	-92.720	-104.860	109.720	214.580	214.580	8	9.000	742.000	36	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	22	13	5	0
rxn16726	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (viridiflorene-forming)	4.2.3.88	OK	(1) cpd00350[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd21395[0]	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) Viridiflorene[0]	-43.050	-247.280	-34.040	213.240	213.240	4	4.000	380.000	15	C;H;O;P	h;ppi	1	0.000	1	0	3	0	1	0
rxn16448	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(-)-alpha-gurjunene-forming]	4.2.3.72	OK	(1) cpd00350[0] => (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd20981[0]	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (1) H+[0] + (1) (-)-alpha-Gurjunene[0]	-43.050	-247.280	-34.350	212.930	212.930	4	4.000	380.000	15	C;H;O;P	h;ppi	1	0.000	1	0	3	0	1	0
rxn00486	ATP:L-phenylalanine adenylyltransferase	2.7.7.54	OK	(1) cpd00002[0] + (1) cpd00066[0] => (1) cpd00012[0] + (2) cpd00067[0] + (1) cpd02326[0]	(1) ATP[0] + (1) L-Phenylalanine[0] => (1) PPi[0] + (2) H+[0] + (1) N-Adenylyl-L-phenylalanine[0]	-21.240	191.630	72.890	212.870	212.870	5	6.000	504.000	19	C;H;N;O;P	atp;h;ppi	1	0.000	1	0	8	6	3	0
rxn14329	Isomaltose 6-alpha-D-glucanohydrolase	3.2.1.10	MI:C:-6/H:-12/O:-6	(1) cpd00001[0] + (1) cpd00217[0] <= (1) cpd00027[0]	(1) H2O[0] + (1) Brachiose[0] <= (1) D-Glucose[0]	215.170	100.090	2.660	212.510	212.510	3	3.000	342.000	12	C;H;O	h2o	1	0.000	1	0	3	0	3	0
rxn04441	R06588		MI:H:-1/O:3/P:1|CI:-2	(1) cpd08991[0] => (1) cpd08992[0]	(1) Kanosamine[0] => (1) Kanosamine 6-phosphate[0]	-212.500	-210.880	-2.870	209.630	209.630	2	2.000	259.000	6	C;H;N;O;P		1	0.000	1	0	2	0	2	0
rxn07115	flavanone,NADPH:oxygen oxidoreductase	1.14.13.88	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd01071[0] => (2) cpd00001[0] + (2) cpd00006[0] + (1) cpd06996[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Luteolin[0] => (2) H2O[0] + (2) NADP[0] + (1) Myricetin[0]	-190.440	-267.600	-60.880	206.720	206.720	7	12.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	16	11	4	0
rxn01030	ATP:agmatine N4-phosphotransferase	2.7.3.10	OK	(1) cpd00002[0] + (1) cpd00152[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd01769[0]	(1) ATP[0] + (1) Agmatine[0] <=> (1) ADP[0] + (1) H+[0] + (1) N4-Phosphoagmatine[0]	10.220	210.510	108.260	200.290	200.290	5	5.000	504.000	10	C;H;N;O;P	adp;atp;h	1	0.000	1	0	6	4	3	0
rxn40315	kanamycin A:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) cpd01255[0] + (1) cpd31275[0] <=> (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd31282[0]	(1) Kanamycin A[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) 6''-O-Carbamoylkanamycin A[0]	-14.030	-210.020	-13.030	196.990	196.990	5	5.000	527.244	19	C;H;N;O;P	amp;h	1	0.000	1	0	12	4	2	0
rxn40314	tobramycin:carbamoyl phosphate ligase (AMP,phosphate-forming)		OK	(1) cpd00317[0] + (1) cpd31275[0] <=> (1) cpd00018[0] + (1) cpd00067[0] + (1) cpd19360[0]	(1) Tobramycin[0] + (1) O-Carbamoyladenylate[0] <=> (1) AMP[0] + (1) H+[0] + (1) Nebramycin factor 5'[0]	-14.030	-210.020	-15.850	195.990	195.990	5	5.000	510.000	19	C;H;N;O;P	amp;h	1	0.000	1	0	12	4	2	0
rxn40115		4.2.1.137	OK	(1) cpd31125[0] <= (1) cpd00001[0] + (1) cpd24287[0]	(1) Sporulenol[0] <= (1) H2O[0] + (1) tetraprenyl-beta-curcumene[0]	100.020	191.700	-0.580	192.280	192.280	3	3.000	494.449	35	C;H;O	h2o	1	0.000	1	0	6	0	2	0
rxn16748	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, friedelin-forming)	5.4.99.50	OK	(1) cpd00776[0] => (1) cpd05533[0]	(1) Squalene 2,3-oxide[0] => (1) Friedelin[0]	-143.270	-214.360	-25.900	188.460	188.460	2	2.000	426.000	30	C;H;O		1	0.000	1	0	6	0	4	0
