rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn14376	L-leucine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd00107[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17444[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) L-Leucine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 3-Methylbutyraldehyde oxime[0]	-189.980	-234.260	-181.330	52.930	52.930	8	14.000	742.000	21	C;H;N;O;P	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn01096	2,3-Dihydroxybenzoate:oxygen 3,4-oxidoreductase (decyclizing)	1.13.11.14	OK	(1) cpd00007[0] + (1) cpd00168[0] => (1) cpd00067[0] + (1) cpd02732[0]	(1) O2[0] + (1) 2,3-Dihydroxybenzoate[0] => (1) H+[0] + (1) 3-Carboxy-2-hydroxymuconate semialdehyde[0]	-72.010	-60.570	-113.460	52.890	52.890	4	4.000	184.000	7	C;H;O	h;o2	1	0.000	1	0	1	1	6	0
rxn16240	L-isoleucine,NADPH:oxygen oxidoreductase (N-hydroxylating)	1.14.13.117	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd00322[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd20747[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) L-Isoleucine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 2-methylbutanal oxime[0]	-189.980	-235.420	-182.550	52.870	52.870	8	14.000	742.000	21	C;H;N;O;P	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn32079	sn-Glycero-3-phosphocholine cholinephosphohydrolase	3.1.4.38	OK	(1) cpd00001[0] + (1) cpd00507[0] => (1) cpd00067[0] + (1) cpd00100[0] + (1) cpd00457[0]	(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol[0] + (1) Phosphocholine[0]	-14.340	-61.070	-8.250	52.820	52.820	5	5.000	257.000	8	C;H;N;O;P	h;h2o	1	0.000	1	0	0	0	1	0
rxn01886	sn-Glycero-3-phosphocholine cholinephosphohydrolase	3.1.4.38	OK	(1) cpd00001[0] + (1) cpd00507[0] => (1) cpd00067[0] + (1) cpd00100[0] + (1) cpd00457[0]	(1) H2O[0] + (1) Glycerophosphocholine[0] => (1) H+[0] + (1) Glycerol[0] + (1) Phosphocholine[0]	-14.340	-61.070	-8.250	52.820	52.820	5	5.000	257.000	8	C;H;N;O;P	h;h2o	1	0.000	1	0	0	0	1	0
rxn04079	R05847		OK	(1) cpd00005[0] + (2) cpd00067[0] + (1) cpd08491[0] <=> (1) cpd00006[0] + (1) cpd05920[0]	(1) NADPH[0] + (2) H+[0] + (1) Cathenamine[0] <=> (1) NADP[0] + (1) Ajmalicine[0]	-5.590	-49.580	3.160	52.740	52.740	5	6.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	20	9	4	0
rxn04080	R05848		OK	(1) cpd00005[0] + (2) cpd00067[0] + (1) cpd08491[0] <=> (1) cpd00006[0] + (1) cpd08493[0]	(1) NADPH[0] + (2) H+[0] + (1) Cathenamine[0] <=> (1) NADP[0] + (1) Tetrahydroalstonine[0]	-5.590	-49.580	3.150	52.730	52.730	5	6.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	20	9	4	0
rxn11655	R05423	1.14.12.12	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd04851[0] => (1) cpd00003[0] + (1) cpd04856[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Fluorene[0] => (1) NAD[0] + (1) (+)-(1R,2S)-cis-3,4-Dihydroxy-3,4-dihyd[0]	-69.240	-121.920	-75.340	52.680	52.680	6	6.000	663.000	21	C;H;N;O;P	h;nad;nadh;o2	1	0.000	1	0	16	8	3	0
rxn03562	R05248	1.13.11.-	OK	(1) cpd00007[0] + (1) cpd03987[0] => (1) cpd00067[0] + (1) cpd03988[0]	(1) O2[0] + (1) 2,3-Dihydroxy-p-cumate[0] => (1) H+[0] + (1) 2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate[0]	-72.030	-60.460	-113.060	52.600	52.600	4	4.000	226.000	10	C;H;O	h;o2	1	0.000	1	0	1	1	5	0
rxn39748			OK	(1) cpd00007[0] + (1) cpd09172[0] => (1) cpd00001[0] + (1) cpd09173[0]	(1) O2[0] + (1) 12-Deoxyaklanonic acid[0] => (1) H2O[0] + (1) Aklanonic acid[0]	-96.990	-44.690	-92.390	52.300	52.300	4	4.000	394.000	21	C;H;O	h2o;o2	1	0.000	1	0	6	4	1	0
rxn16052	R09190	1.14.-.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (1) cpd00067[0] + (1) cpd04033[0] => (2) cpd00001[0] + (2) cpd00006[0] + (1) cpd04031[0]	(2) NADPH[0] + (2) O2[0] + (1) H+[0] + (1) 6-Methylpretetramide[0] => (2) H2O[0] + (2) NADP[0] + (1) 4-Dedimethylamino-4-oxo-anhydrotetracycline[0]	-165.710	-200.100	-218.010	52.300	52.300	7	11.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	18	11	5	0
rxn16168	12-deoxynogalonic acid:oxygen 12-oxidoreductase	1.13.12.22	OK	(1) cpd00007[0] + (1) cpd19892[0] => (1) cpd00001[0] + (1) cpd09168[0]	(1) O2[0] + (1) 12-Deoxynogalonic acid[0] => (1) H2O[0] + (1) Nogalonic acid[0]	-96.990	-44.710	-92.400	52.280	52.280	4	4.000	381.000	20	C;H;O	h2o;o2	1	0.000	1	0	6	4	1	0
rxn03611	4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)	1.13.11.1	OK	(1) cpd00007[0] + (1) cpd04117[0] => (2) cpd00067[0] + (1) cpd02542[0]	(1) O2[0] + (1) 4-Methylcatechol[0] => (2) H+[0] + (1) 3-Methyl-cis,cis-muconate[0]	-95.640	-74.870	-127.030	52.160	52.160	4	5.000	154.000	7	C;H;O	h;o2	1	0.000	1	0	1	1	4	0
rxn04256	monoterpene epsilon-lactone hydrolase	3.1.1.83	MI:H:1/O:1|CI:-1	(1) cpd08256[0] => (1) cpd08258[0]	(1) (4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone[0] => (1) (3R)-6-Hydroxy-3-isopropenyl-heptanoate[0]	-57.800	-48.090	-5.810	51.990	51.990	2	2.000	185.000	10	C;H;O		1	0.000	1	0	1	0	4	0
rxn04513	R06681		CI:-1	(1) cpd00067[0] + (1) cpd09174[0] <=> (1) cpd09175[0]	(1) H+[0] + (1) Aklanonic acid methyl ester[0] <=> (1) Aklaviketone[0]	6.320	-45.450	-0.940	51.770	51.770	3	3.000	410.000	22	C;H;O	h	1	0.000	1	0	7	4	2	0
rxn13986	dihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17407[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17435[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Dihomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 5-Methylthiopentanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn27032	RXNQT-4310.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17411[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17436[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Trihomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 6-Methylthiohexanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn27035	RXNQT-4313.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17423[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17442[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Hexahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 9-Methylthiononanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn13984	homomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17403[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17431[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Homomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 4-Methylthiobutanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn27033	RXNQT-4311.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17415[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17438[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Tetrahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 7-Methylthioheptanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn14305	tetrahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17415[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17438[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Tetrahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 7-Methylthioheptanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn14285	trihomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17411[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17436[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Trihomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 6-Methylthiohexanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn27031	RXNQT-4309.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17407[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17435[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Dihomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 5-Methylthiopentanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn27034	RXNQT-4312.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17419[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17440[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Pentahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 8-Methylthiooctanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn14161	hexahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17423[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17442[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Hexahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 9-Methylthiononanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn23781	RXN-2206.r	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17403[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17431[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Homomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 4-Methylthiobutanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn14237	pentahomomethionine,NADPH:oxygen oxidoreductase (N-hydroxylating, decarboxylating)	1.14.13.-	OK	(2) cpd00005[0] + (2) cpd00007[0] + (2) cpd00067[0] + (1) cpd17419[0] => (3) cpd00001[0] + (2) cpd00006[0] + (1) cpd00011[0] + (1) cpd17440[0]	(2) NADPH[0] + (2) O2[0] + (2) H+[0] + (1) Pentahomomethionine[0] => (3) H2O[0] + (2) NADP[0] + (1) CO2[0] + (1) 8-Methylthiooctanaldoxime[0]	-189.980	-235.940	-184.200	51.740	51.740	8	14.000	742.000	21	C;H;N;O;P;S	co2;h;h2o;nadp;nadph;o2	1	0.000	1	0	10	5	6	0
rxn16169	R09328	5.5.1.26	CI:-1	(1) cpd00067[0] + (1) cpd13429[0] <=> (1) cpd19893[0]	(1) H+[0] + (1) NAME[0] <=> (1) Nogalaviketone[0]	6.320	-45.420	-2.310	51.740	51.740	3	3.000	396.000	21	C;H;O	h	1	0.000	1	0	7	4	2	0
rxn07141	R06676	5.5.1.23	CI:-1	(1) cpd00067[0] + (1) cpd13429[0] <=> (1) cpd09169[0]	(1) H+[0] + (1) NAME[0] <=> (1) Auraviketone[0]	6.320	-45.420	-4.730	51.740	51.740	3	3.000	396.000	21	C;H;O	h	1	0.000	1	0	7	4	2	0
rxn02722	Geissoschizine:NADP+ 4,21-oxidoreductase	1.3.1.36	OK	(1) cpd00006[0] + (1) cpd01456[0] <=> (1) cpd00005[0] + (1) cpd02308[0]	(1) NADP[0] + (1) Geissoschizine[0] <=> (1) NADPH[0] + (1) 4,21-Dehydrogeissoschizine[0]	7.400	-44.020	-1.830	51.420	51.420	4	4.000	742.000	21	C;H;N;O;P	nadp;nadph	1	0.000	1	0	18	9	3	0
rxn38372	RXN-3562.n	1.3.1.45	OK	(1) cpd00006[0] + (1) cpd00582[0] <=> (1) cpd00005[0] + (2) cpd00067[0] + (1) cpd01868[0]	(1) NADP[0] + (1) Vestitone[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 2'-Hydroformononetin[0]	0.680	21.990	-29.370	51.360	51.360	5	6.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	16	10	6	0
rxn03038	R04376	1.13.11.16	OK	(1) cpd00007[0] + (1) cpd02501[0] => (1) cpd00067[0] + (1) cpd02731[0]	(1) O2[0] + (1) 2,3-Dihydroxyphenylpropanoate[0] => (1) H+[0] + (1) 2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate[0]	-72.910	-62.490	-113.730	51.240	51.240	4	4.000	212.000	9	C;H;O	h;o2	1	0.000	1	0	1	1	5	0
rxn11578	5-Methylbarbiturate amidohydrolase	3.5.2.1	OK	(2) cpd00001[0] + (1) cpd12692[0] <=> (1) cpd00067[0] + (1) cpd00073[0] + (1) cpd01468[0]	(2) H2O[0] + (1) 5-Methylbarbiturate[0] <=> (1) H+[0] + (1) Urea[0] + (1) Methylmalonate[0]	-4.270	4.980	-46.090	51.070	51.070	5	6.000	142.000	5	C;H;N;O	h;h2o	1	0.000	1	0	1	0	3	0
rxn16607	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)2-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [(2->8) glycosidic bond-forming]	2.4.99.14	OK	(1) cpd02546[0] + (1) cpd03586[0] <=> (1) cpd00046[0] + (1) cpd00067[0] + (1) cpd21115[0]	(1) CMP-KDO[0] + (1) kdo2-lipid iva[0] <=> (1) CMP[0] + (1) H+[0] + (1) alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA[0]	-11.230	-62.170	-22.900	50.940	50.940	5	5.000	2064.000	92	C;H;N;O;P	h	1	0.000	1	0	14	2	2	0
rxn21379	RXN-11078.p	2.4.2.-;2.4.2.45	OK	(1) cpd00103[0] + (1) cpd01904[0] <=> (1) cpd00012[0] + (1) cpd15947[0]	(1) PRPP[0] + (1) Decaprenol phosphate[0] <=> (1) PPi[0] + (1) decaprenylphosphoryl-beta-D-5-phosphoribose[0]	1.070	51.810	7.280	50.740	50.740	4	4.000	988.000	55	C;H;O;P	ppi	1	0.000	1	0	2	0	0	0
rxn21378	RXN-11078.c	2.4.2.-;2.4.2.45	OK	(1) cpd00103[0] + (1) cpd01904[0] <=> (1) cpd00012[0] + (1) cpd15947[0]	(1) PRPP[0] + (1) Decaprenol phosphate[0] <=> (1) PPi[0] + (1) decaprenylphosphoryl-beta-D-5-phosphoribose[0]	1.070	51.810	7.280	50.740	50.740	4	4.000	988.000	55	C;H;O;P	ppi	1	0.000	1	0	2	0	0	0
rxn15827	(S)-2-hydroxypropylphosphonate,NADH:oxygen epoxidase	1.14.19.7	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03871[0] => (2) cpd00001[0] + (1) cpd00003[0] + (1) cpd03872[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2-Hydroxypropylphosphonate[0] => (2) H2O[0] + (1) NAD[0] + (1) Fosfomycin[0]	-90.760	-101.700	-50.990	50.710	50.710	7	8.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh;o2	1	0.000	1	0	11	5	6	0
rxn16226	(S)-limonene,NADPH:oxygen oxidoreductase	1.14.13.107	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00407[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd20341[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Limonene[0] => (1) H2O[0] + (1) NADP[0] + (1) (4S)-Limonene-1,2-epoxide[0]	-103.680	-129.260	-78.570	50.690	50.690	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	13	5	5	0
rxn32851	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	CI:-1	(1) cpd00002[0] + (1) cpd02826[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd02140[0]	(1) ATP[0] + (1) 5'-Phosphoribosylformylglycinamidine[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) AIR[0]	30.190	4.020	-20.440	50.630	50.630	5	5.000	504.000	10	C;H;N;O;P	adp;atp;pi	1	0.000	1	0	9	5	5	0
rxn27693	AIRS-RXN.d	6.3.3.1	CI:-1	(1) cpd00002[0] + (1) cpd02826[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd02140[0]	(1) ATP[0] + (1) 5'-Phosphoribosylformylglycinamidine[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) AIR[0]	30.190	4.020	-20.440	50.630	50.630	5	5.000	504.000	10	C;H;N;O;P	adp;atp;pi	1	0.000	1	0	9	5	5	0
rxn02937	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)	6.3.3.1	CI:-1	(1) cpd00002[0] + (1) cpd02826[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd02140[0]	(1) ATP[0] + (1) 5'-Phosphoribosylformylglycinamidine[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) AIR[0]	30.190	4.020	-20.440	50.630	50.630	5	5.000	504.000	10	C;H;N;O;P	adp;atp;pi	1	0.000	1	0	9	5	5	0
rxn16230	limonene,NADPH:oxygen oxidoreductase	1.14.13.107	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd03638[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd04490[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Limonene[0] => (1) H2O[0] + (1) NADP[0] + (1) Limonene oxide[0]	-103.680	-129.260	-78.820	50.440	50.440	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	13	5	5	0
rxn03590	R05278	1.13.11.-;1.13.11.3	OK	(1) cpd00007[0] + (1) cpd04075[0] => (2) cpd00067[0] + (1) cpd04076[0]	(1) O2[0] + (1) 4-Sulfocatechol[0] => (2) H+[0] + (1) 3-Sulfomuconate[0]	-95.640	-75.610	-126.020	50.410	50.410	4	5.000	219.000	6	C;H;O;S	h;o2	1	0.000	1	0	1	1	4	0
rxn04778	R06969	3.5.4.45;3.5.99.-	OK	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd05638[0] <=> (1) cpd00013[0] + (1) cpd05639[0]	(1) H2O[0] + (1) H+[0] + (1) Ammeline[0] <=> (1) NH3[0] + (1) Ammelide[0]	3.710	53.630	3.260	50.370	50.370	5	5.000	128.000	3	C;H;N;O	h;h2o;nh3	1	0.000	1	0	2	2	2	0
rxn04780	R06971	3.5.4.-	OK	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd09847[0] <=> (1) cpd00013[0] + (1) cpd09848[0]	(1) H2O[0] + (1) H+[0] + (1) N-Cyclopropylammeline[0] <=> (1) NH3[0] + (1) N-Cyclopropylammelide[0]	3.710	53.630	3.310	50.320	50.320	5	5.000	168.000	6	C;H;N;O	h;h2o;nh3	1	0.000	1	0	4	2	2	0
rxn03859	Deisopropylhydroxyatrazine aminohydrolase	3.5.99.-	OK	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd03965[0] <=> (1) cpd00013[0] + (1) cpd03966[0]	(1) H2O[0] + (1) H+[0] + (1) Deisopropylhydroxyatrazine[0] <=> (1) NH3[0] + (1) 2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine[0]	3.710	53.590	3.330	50.260	50.260	5	5.000	156.000	5	C;H;N;O	h;h2o;nh3	1	0.000	1	0	2	2	2	0
rxn05008	S-adenosyl-L-methionine:protoberberine 13-C-methyltransferase	2.1.1.147	OK	(2) cpd00005[0] + (1) cpd00017[0] + (1) cpd03153[0] => (2) cpd00006[0] + (1) cpd00019[0] + (1) cpd11207[0]	(2) NADPH[0] + (1) S-Adenosyl-L-methionine[0] + (1) Palmatine[0] => (2) NADP[0] + (1) S-Adenosyl-homocysteine[0] + (1) Corydaline[0]	-36.090	-3.070	14.150	50.240	50.240	6	8.000	742.000	22	C;H;N;O;P;S	nadp;nadph;sah;sam	1	0.000	1	0	24	14	3	0
rxn03182	CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	2.4.99.12	OK	(1) cpd02546[0] + (1) cpd02993[0] <=> (1) cpd00046[0] + (1) cpd00067[0] + (1) cpd03585[0]	(1) CMP-KDO[0] + (1) Lipid IV(A)[0] <=> (1) CMP[0] + (1) H+[0] + (1) KDO-lipid IV(A)[0]	-11.230	-61.390	-16.700	50.160	50.160	5	5.000	1621.000	76	C;H;N;O;P	h	1	0.000	1	0	10	2	2	0
rxn16222	(S)-limonene,NADH:oxygen oxidoreductase	1.14.13.107	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd00407[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd20341[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Limonene[0] => (1) H2O[0] + (1) NAD[0] + (1) (4S)-Limonene-1,2-epoxide[0]	-103.680	-129.260	-79.150	50.110	50.110	7	7.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh;o2	1	0.000	1	0	13	5	5	0
rxn00587	Catechol:oxygen 2,3-oxidoreductase (decyclizing)	1.13.11.2	OK	(1) cpd00007[0] + (1) cpd00077[0] => (1) cpd00067[0] + (1) cpd00518[0]	(1) O2[0] + (1) Catechol[0] => (1) H+[0] + (1) 2-Hydroxymuconic semialdehyde[0]	-72.890	-62.220	-112.270	50.050	50.050	4	4.000	141.000	6	C;H;O	h;o2	1	0.000	1	0	1	1	6	0
rxn04008	S-adenosyl-L-methionine:trichlorophenol O-methyltransferase	2.1.1.136	OK	(1) cpd00017[0] + (1) cpd04373[0] <=> (1) cpd00019[0] + (1) cpd08349[0]	(1) S-Adenosyl-L-methionine[0] + (1) 2,4,6-Trichlorophenol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) 2,4.6-Trichloroanisole[0]	-3.530	15.140	-34.840	49.980	49.980	4	4.000	399.000	15	C;Cl;H;N;O;S	sah;sam	1	0.000	1	0	8	6	1	0
rxn02068	S-Adenosyl-L-methionine:bergaptol O-methyltransferase	2.1.1.69	OK	(1) cpd00017[0] + (1) cpd00564[0] <=> (1) cpd00019[0] + (1) cpd01097[0]	(1) S-Adenosyl-L-methionine[0] + (1) Bergaptol[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Bergapten[0]	-3.530	15.190	-34.780	49.970	49.970	4	4.000	399.000	15	C;H;N;O;S	sah;sam	1	0.000	1	0	12	10	1	0
rxn12179	S-Adenosyl-L-methionine:5-hydroxyfuranocoumarin O-methyltransferase	2.1.1.69	OK	(1) cpd00017[0] + (1) cpd01893[0] <=> (1) cpd00019[0] + (1) cpd01463[0]	(1) S-Adenosyl-L-methionine[0] + (1) 5-Hydroxyxanthotoxin[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Isopimpinellin[0]	-3.530	15.260	-34.700	49.960	49.960	4	4.000	399.000	15	C;H;N;O;S	sah;sam	1	0.000	1	0	12	10	1	0
