rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn39977			OK	(1) cpd20962[0] <=> (1) cpd14796[0]	(1) (E)-Phenylacetaldoxime[0] <=> (1) (Z)-Phenylacetaldehyde oxime[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	135.000	8	C;H;N;O		1	0.000	1	0	2	2	0	0
rxn02904	(S)-4-Hydroxymandelate racemase	5.1.2.2	OK	(1) cpd02043[0] <=> (1) cpd03170[0]	(1) (S)-4-Hydroxymandelate[0] <=> (1) (R)-4-Hydroxymandelate[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	167.000	8	C;H;O		1	0.000	1	0	2	2	0	0
rxn01996	Methylmalonyl-CoA epimerase	5.1.99.1	OK	(1) cpd00891[0] <=> (1) cpd00519[0]	(1) L-methylmalonyl-CoA[0] <=> (1) D-methylmalonyl-CoA[0]	0.000	0.000	-0.000	0.000	0.000	2	2.000	863.000	25	C;H;N;O;P;S		1	0.000	1	0	6	4	0	0
rxn37739	beta-carotene isomerase	5.2.1.-;5.2.1.14	OK	(1) cpd01420[0] <=> (1) cpd30771[0]	(1) beta-Carotene[0] <=> (1) 9-cis-beta-carotene[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	536.882	40	C;H		1	0.000	1	0	4	0	0	0
rxn35524	maleylacetoacetate isomerase, nucleus	5.2.1.2	OK	(1) cpd00763[0] <=> (1) cpd00780[0]	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]	0.000	-0.000	-0.000	0.000	0.000	2	2.000	198.000	8	C;H;O		1	0.000	1	0	0	0	0	0
rxn33712	RXN-8035	5.2.1.-	OK	(1) cpd03071[0] <=> (1) cpd03469[0]	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	325.000	15	C;H;O		1	0.000	1	0	4	2	0	0
rxn03203	R04686	5.2.1.-	OK	(1) cpd03071[0] <=> (1) cpd03469[0]	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	325.000	15	C;H;O		1	0.000	1	0	4	2	0	0
rxn24043	2-methylpropanal-oxime cis-trans isomerase		OK	(1) cpd02058[0] <=> (1) cpd24542[0]	(1) Isobutyraldehyde oxime[0] <=> (1) (Z)-2-methylpropanal-oxime[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	87.000	4	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn04246	R06380		OK	(1) cpd08252[0] <=> (1) cpd08255[0]	(1) (1R,4R)-Dihydrocarvone[0] <=> (1) (1S,4R)-Iso-dihydrocarvone[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	152.000	10	C;H;O		1	0.000	1	0	2	0	0	0
rxn32840	Maleylacetoacetate isomerase	5.2.1.2	OK	(1) cpd00763[0] <=> (1) cpd00780[0]	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]	0.000	-0.000	-0.000	0.000	0.000	2	2.000	198.000	8	C;H;O		1	0.000	1	0	0	0	0	0
rxn32828	Maleylacetoacetate isomerase	5.2.1.2	OK	(1) cpd00763[0] <=> (1) cpd00780[0]	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]	0.000	-0.000	-0.000	0.000	0.000	2	2.000	198.000	8	C;H;O		1	0.000	1	0	0	0	0	0
rxn04247	R06381		OK	(1) cpd08266[0] <=> (1) cpd08269[0]	(1) (1R,4S)-Iso-dihydrocarvone[0] <=> (1) (1S,4S)-Dihydrocarvone[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	152.000	10	C;H;O		1	0.000	1	0	2	0	0	0
rxn07888	R08099		OK	(1) cpd06738[0] <=> (1) cpd01061[0]	(1) Neral[0] <=> (1) Geranial[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	152.000	10	C;H;O		1	0.000	1	0	0	0	0	0
rxn02276	4-Maleylacetoacetate cis-trans-isomerase	5.2.1.2	OK	(1) cpd00763[0] <=> (1) cpd00780[0]	(1) 4-Maleylacetoacetate[0] <=> (1) Fumarylacetoacetate[0]	0.000	-0.000	-0.000	0.000	0.000	2	2.000	198.000	8	C;H;O		1	0.000	1	0	0	0	0	0
rxn14311	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase	5.1.99.4	OK	(1) cpd11262[0] <=> (1) cpd17481[0]	(1) (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[0] <=> (1) (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	1196.000	48	C;H;N;O;P;S		1	0.000	1	0	14	4	0	0
rxn33811	RXN-8035	5.2.1.-	OK	(1) cpd03071[0] <=> (1) cpd03469[0]	(1) beta-D-Glucosyl-2-coumarate[0] <=> (1) beta-D-Glucosyl-2-coumarinate[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	325.000	15	C;H;O		1	0.000	1	0	4	2	0	0
rxn24042	2-methylpropanal-oxime cis-trans isomerase		OK	(1) cpd02058[0] <=> (1) cpd24542[0]	(1) Isobutyraldehyde oxime[0] <=> (1) (Z)-2-methylpropanal-oxime[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	87.000	4	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn39434	allantoin racemase	5.1.99.3	OK	(1) cpd19020[0] <=> (1) cpd01567[0]	(1) (S)(+)-Allantoin[0] <=> (1) (R)-Allantoin[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	158.000	4	C;H;N;O		1	0.000	1	0	2	0	0	0
rxn02728	3-Maleylpyruvate cis-trans-isomerase	5.2.1.2;5.2.1.4	OK	(1) cpd01466[0] <=> (1) cpd01653[0]	(1) Maleylpyruvate[0] <=> (1) 3-Fumarylpyruvate[0]	0.000	-0.000	-0.000	0.000	0.000	2	2.000	184.000	7	C;H;O		1	0.000	1	0	0	0	0	0
rxn02761	(S)(+)-Allantoin racemase	5.1.99.3	OK	(1) cpd01092[0] <=> (1) cpd01567[0]	(1) Allantoin[0] <=> (1) (R)-Allantoin[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	158.000	4	C;H;N;O		1	0.000	1	0	2	0	0	0
rxn02688	mandelate racemase	5.1.2.2	OK	(1) cpd01358[0] <=> (1) cpd01357[0]	(1) (S)-Mandelate[0] <=> (1) (R)-Mandelate[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	151.000	8	C;H;O		1	0.000	1	0	2	2	0	0
rxn04759	R06950		OK	(1) cpd05521[0] <=> (1) cpd09434[0]	(1) Violaxanthin[0] <=> (1) 9-cis-Violaxanthin[0]	0.000	0.000	0.000	0.000	0.000	2	2.000	600.000	40	C;H;O		1	0.000	1	0	8	0	0	0
rxn19085	L-alanine racemase	5.1.1.1	OK	(1) cpd00035[0] <=> (1) cpd00117[0]	(1) L-Alanine[0] <=> (1) D-Alanine[0]	0.000	-0.010	0.000	0.010	0.010	2	2.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn00283	alanine racemase	5.1.1.1	OK	(1) cpd00035[0] <=> (1) cpd00117[0]	(1) L-Alanine[0] <=> (1) D-Alanine[0]	0.000	-0.010	0.000	0.010	0.010	2	2.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn38030	ALARACECAT-RXN.e	5.1.1.1	OK	(1) cpd00035[0] <=> (1) cpd00117[0]	(1) L-Alanine[0] <=> (1) D-Alanine[0]	0.000	-0.010	0.000	0.010	0.010	2	2.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn40480			OK	(1) cpd17508[0] <=> (1) cpd17507[0]	(1) OA-6129 B2[0] <=> (1) OA-6129 B1[0]	0.000	0.000	-0.010	0.010	0.010	2	2.000	0.000	20	C;H;N;O;S		1	0.000	1	0	4	0	0	0
rxn02360	trans-4-Hydroxy-L-proline 2-epimerase	5.1.1.8	OK	(1) cpd00851[0] <=> (1) cpd02175[0]	(1) trans-4-Hydroxy-L-proline[0] <=> (1) cis-4-Hydroxy-D-proline[0]	0.000	0.010	0.010	0.010	0.010	2	2.000	130.000	5	C;H;N;O		1	0.000	1	0	2	0	0	0
rxn32569	UDP-D-xylose 4-epimerase	5.1.3.5	OK	(1) cpd00691[0] <=> (1) cpd00163[0]	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]	0.000	-0.020	-0.030	0.030	0.030	2	2.000	534.000	14	C;H;N;O;P		1	0.000	1	0	6	2	0	0
rxn01075	UDP-L-arabinose 4-epimerase	5.1.3.5	OK	(1) cpd00691[0] <=> (1) cpd00163[0]	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]	0.000	-0.020	-0.030	0.030	0.030	2	2.000	534.000	14	C;H;N;O;P		1	0.000	1	0	6	2	0	0
rxn16551	1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose Delta3-Delta1-isomerase	5.3.2.7;5.3.3.15	OK	(1) cpd21065[0] <=> (1) cpd21069[0]	(1) 1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose[0] <=> (1) 1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose[0]	0.000	-0.030	-0.020	0.030	0.030	2	2.000	144.000	6	C;H;O		1	0.000	1	0	2	0	3	0
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.11	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00023[0] => (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00025[0]	(1) H2O[0] + (1) O2[0] + (1) L-Glutamate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H2O2[0]	-23.020	-23.010	-22.990	0.030	0.030	6	6.000	146.000	5	C;H;N;O	glu;h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn30335	acetyl-CoA hydrolase, mitochondrial (irreversible)	3.1.2.1	OK	(1) cpd00001[0] + (1) cpd00022[0] => (1) cpd00010[0] + (1) cpd00029[0] + (1) cpd00067[0]	(1) H2O[0] + (1) Acetyl-CoA[0] => (1) CoA[0] + (1) Acetate[0] + (1) H+[0]	-7.290	-7.300	-7.240	0.060	0.060	5	5.000	806.000	23	C;H;N;O;P;S	coa;h;h2o	1	0.000	1	0	6	4	3	0
rxn00170	Acetyl-CoA hydrolase	3.1.2.1	OK	(1) cpd00001[0] + (1) cpd00022[0] => (1) cpd00010[0] + (1) cpd00029[0] + (1) cpd00067[0]	(1) H2O[0] + (1) Acetyl-CoA[0] => (1) CoA[0] + (1) Acetate[0] + (1) H+[0]	-7.290	-7.300	-7.240	0.060	0.060	5	5.000	806.000	23	C;H;N;O;P;S	coa;h;h2o	1	0.000	1	0	6	4	3	0
rxn32234	Beta-alanine--pyruvate aminotransferase	2.6.1.18	OK	(1) cpd00035[0] + (1) cpd00191[0] <=> (1) cpd00020[0] + (1) cpd00085[0]	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]	1.000	0.960	0.940	0.060	0.060	4	4.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	2	0
rxn00656	L-Alanine:3-oxopropanoate aminotransferase	2.6.1.18	OK	(1) cpd00035[0] + (1) cpd00191[0] <=> (1) cpd00020[0] + (1) cpd00085[0]	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]	1.000	0.960	0.940	0.060	0.060	4	4.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	2	0
rxn32229	Beta-alanine--pyruvate aminotransferase	2.6.1.18	OK	(1) cpd00035[0] + (1) cpd00191[0] <=> (1) cpd00020[0] + (1) cpd00085[0]	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]	1.000	0.960	0.940	0.060	0.060	4	4.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	2	0
rxn17652	L-alanine:3-oxopropanoate aminotransferase	2.6.1.18	OK	(1) cpd00035[0] + (1) cpd00191[0] <=> (1) cpd00020[0] + (1) cpd00085[0]	(1) L-Alanine[0] + (1) 3-Oxopropanoate[0] <=> (1) Pyruvate[0] + (1) beta-Alanine[0]	1.000	0.960	0.940	0.060	0.060	4	4.000	89.000	3	C;H;N;O		1	0.000	1	0	0	0	2	0
rxn16638	N-acetyl-alpha-neuraminate 2-epimerase	5.1.3.24	OK	(1) cpd21148[0] <=> (1) cpd21149[0]	(1) N-Acetyl-alpha-neuraminate[0] <=> (1) N-Acetyl-beta-neuraminate[0]	0.000	-0.060	0.000	0.060	0.060	2	2.000	309.000	11	C;H;N;O		1	0.000	1	0	2	0	0	0
rxn34794	glutamate dehydrogenase [NAD(P)+]	1.4.1.3;1.4.1.4	OK	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]	8.690	8.720	8.640	0.080	0.080	7	7.000	742.000	21	C;H;N;O;P	glu;h;h2o;nadp;nadph;nh3	1	0.000	1	0	10	5	4	0
rxn19855	arginine-glycine transamidinase	2.1.4.1	OK	(1) cpd00033[0] + (1) cpd00051[0] <=> (1) cpd00064[0] + (1) cpd00451[0]	(1) Glycine[0] + (1) L-Arginine[0] <=> (1) Ornithine[0] + (1) Glycocyamine[0]	0.000	-0.080	-0.070	0.080	0.080	4	4.000	175.000	6	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn00404	L-Arginine:glycine amidinotransferase	2.1.4.1	OK	(1) cpd00033[0] + (1) cpd00051[0] <=> (1) cpd00064[0] + (1) cpd00451[0]	(1) Glycine[0] + (1) L-Arginine[0] <=> (1) Ornithine[0] + (1) Glycocyamine[0]	0.000	-0.080	-0.070	0.080	0.080	4	4.000	175.000	6	C;H;N;O		1	0.000	1	0	0	0	0	0
rxn30023	glutamate dehydrogenase (NADP)	1.4.1.3;1.4.1.4	OK	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]	8.690	8.720	8.640	0.080	0.080	7	7.000	742.000	21	C;H;N;O;P	glu;h;h2o;nadp;nadph;nh3	1	0.000	1	0	10	5	4	0
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	1.4.1.3;1.4.1.4	OK	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]	8.690	8.720	8.640	0.080	0.080	7	7.000	742.000	21	C;H;N;O;P	glu;h;h2o;nadp;nadph;nh3	1	0.000	1	0	10	5	4	0
rxn27887	glutamate dehydrogenase 2	1.4.1.3;1.4.1.4	OK	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H+[0]	8.690	8.720	8.640	0.080	0.080	7	7.000	742.000	21	C;H;N;O;P	glu;h;h2o;nadp;nadph;nh3	1	0.000	1	0	10	5	4	0
rxn00527	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9	OK	(1) cpd00024[0] + (1) cpd00069[0] <=> (1) cpd00023[0] + (1) cpd00868[0]	(1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0] <=> (1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0]	0.000	0.090	0.020	0.090	0.090	4	4.000	181.000	9	C;H;N;O	glu	1	0.000	1	0	2	2	0	0
rxn37937	Tyrosine transaminase	2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9	OK	(1) cpd00024[0] + (1) cpd00069[0] <=> (1) cpd00023[0] + (1) cpd00868[0]	(1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0] <=> (1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0]	0.000	0.090	0.020	0.090	0.090	4	4.000	181.000	9	C;H;N;O	glu	1	0.000	1	0	2	2	0	0
rxn27524	Tyrosine transaminase	2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9	OK	(1) cpd00024[0] + (1) cpd00069[0] <=> (1) cpd00023[0] + (1) cpd00868[0]	(1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0] <=> (1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0]	0.000	0.090	0.020	0.090	0.090	4	4.000	181.000	9	C;H;N;O	glu	1	0.000	1	0	2	2	0	0
rxn07745	R07955	1.13.12.-;1.14.13.178	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd04654[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00055[0] + (1) cpd04653[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	-99.820	-99.910	-99.880	0.090	0.090	8	8.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh;o2	1	0.000	1	0	14	9	3	0
rxn00522	L-Tyrosine:oxygen oxidoreductase (deaminating)	1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00069[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00868[0]	(1) H2O[0] + (1) O2[0] + (1) L-Tyrosine[0] => (1) NH3[0] + (1) H2O2[0] + (1) p-hydroxyphenylpyruvate[0]	-23.020	-22.920	-22.970	0.100	0.100	6	6.000	181.000	9	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	2	2	1	0
rxn38890	L-amino acid oxidase	1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00069[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00868[0]	(1) H2O[0] + (1) O2[0] + (1) L-Tyrosine[0] => (1) NH3[0] + (1) H2O2[0] + (1) p-hydroxyphenylpyruvate[0]	-23.020	-22.920	-22.970	0.100	0.100	6	6.000	181.000	9	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	2	2	1	0
rxn04958	NADPH:oxygen oxidoreductase	1.6.3.1	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] => (1) cpd00006[0] + (1) cpd00025[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] => (1) NADP[0] + (1) H2O2[0]	-31.710	-31.730	-31.620	0.110	0.110	5	5.000	742.000	21	C;H;N;O;P	h;h2o2;nadp;nadph;o2	1	0.000	1	0	10	5	3	0
rxn00157	Acetyl-CoA:formate C-acetyltransferase	2.3.1.54	OK	(1) cpd00022[0] + (1) cpd00047[0] <=> (1) cpd00010[0] + (1) cpd00020[0]	(1) Acetyl-CoA[0] + (1) Formate[0] <=> (1) CoA[0] + (1) Pyruvate[0]	5.050	4.940	5.020	0.110	0.110	4	4.000	806.000	23	C;H;N;O;P;S	coa	1	0.000	1	0	6	4	3	0
rxn28121	Pyruvate formate-lyase	2.3.1.54	OK	(1) cpd00022[0] + (1) cpd00047[0] <=> (1) cpd00010[0] + (1) cpd00020[0]	(1) Acetyl-CoA[0] + (1) Formate[0] <=> (1) CoA[0] + (1) Pyruvate[0]	5.050	4.940	5.020	0.110	0.110	4	4.000	806.000	23	C;H;N;O;P;S	coa	1	0.000	1	0	6	4	3	0
rxn30444	tyrosine transaminase, irreversible (mitochondrial)	2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9	OK	(1) cpd00023[0] + (1) cpd00868[0] <=> (1) cpd00024[0] + (1) cpd00069[0]	(1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0] <=> (1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0]	0.000	-0.090	0.020	0.110	0.110	4	4.000	181.000	9	C;H;N;O	glu	1	0.000	1	0	2	2	0	0
rxn03142	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase	5.2.1.10	OK	(1) cpd02864[0] <=> (1) cpd02880[0]	(1) cis-2-Chlorodienelactone[0] <=> (1) trans-2-Chlorodienelactone[0]	0.000	0.000	-0.110	0.110	0.110	2	2.000	173.000	6	C;Cl;H;O		1	0.000	1	0	2	0	0	0
rxn30445	tyrosine transaminase, irreversible (peroxisomal)	2.6.1.1;2.6.1.5;2.6.1.57;2.6.1.9	OK	(1) cpd00023[0] + (1) cpd00868[0] <=> (1) cpd00024[0] + (1) cpd00069[0]	(1) L-Glutamate[0] + (1) p-hydroxyphenylpyruvate[0] <=> (1) 2-Oxoglutarate[0] + (1) L-Tyrosine[0]	0.000	-0.090	0.020	0.110	0.110	4	4.000	181.000	9	C;H;N;O	glu	1	0.000	1	0	2	2	0	0
rxn03968	Mannitol:oxygen oxidoreductase (cyclizing)	1.1.3.40	OK	(1) cpd00007[0] + (1) cpd00314[0] => (1) cpd00025[0] + (1) cpd00138[0]	(1) O2[0] + (1) D-Mannitol[0] => (1) H2O2[0] + (1) D-Mannose[0]	-28.810	-28.710	-28.690	0.120	0.120	4	4.000	182.000	6	C;H;O	h2o2;o2	1	0.000	1	0	1	0	3	0
rxn02704	Strictosidine beta-D-glucohydrolase	3.2.1.105	OK	(1) cpd00001[0] + (1) cpd02193[0] => (1) cpd00027[0] + (1) cpd02108[0]	(1) H2O[0] + (1) Strictosidine[0] => (1) D-Glucose[0] + (1) Strictosidine aglycone[0]	-3.110	-3.040	-2.990	0.120	0.120	4	4.000	530.000	27	C;H;N;O	h2o	1	0.000	1	0	10	4	2	0
rxn04082	L-ribulose-5-phosphate 4-epimerase	5.1.3.4	OK	(1) cpd00808[0] <=> (1) cpd00198[0]	(1) L-ribulose-5-phosphate[0] <=> (1) D-Xylulose5-phosphate[0]	0.000	-0.120	-0.110	0.120	0.120	2	2.000	229.000	5	C;H;O;P		1	0.000	1	0	0	0	0	0
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	1.4.3.15;1.4.3.7	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00186[0] => (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00025[0]	(1) H2O[0] + (1) O2[0] + (1) D-Glutamate[0] => (1) NH3[0] + (1) 2-Oxoglutarate[0] + (1) H2O2[0]	-23.020	-23.140	-23.030	0.120	0.120	6	6.000	146.000	5	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn39373	(R,R)-Butane-2,3-diol:NAD+ oxidoreductase	1.1.1.4	OK	(1) cpd00003[0] + (1) cpd01947[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19008[0]	(1) NAD[0] + (1) BDOH[0] <=> (1) NADH[0] + (1) H+[0] + (1) (R)-Acetoin[0]	3.760	3.640	3.770	0.130	0.130	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	10	5	5	0
rxn37953	2PGADEHYDRAT-RXN.n	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn33498	Phosphopyruvate hydratase	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn00193	glutamate racemase	5.1.1.3	OK	(1) cpd00023[0] <=> (1) cpd00186[0]	(1) L-Glutamate[0] <=> (1) D-Glutamate[0]	0.000	0.130	0.040	0.130	0.130	2	2.000	146.000	5	C;H;N;O	glu	1	0.000	1	0	0	0	0	0
rxn17748	phosphoenolpyruvate hydratase	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn01388	isocitrate hydro-lyase (cis-aconitate-forming)	4.2.1.3	OK	(1) cpd00260[0] <=> (1) cpd00001[0] + (1) cpd00331[0]	(1) Isocitrate[0] <=> (1) H2O[0] + (1) cis-Aconitate[0]	0.050	0.170	0.180	0.130	0.130	3	3.000	189.000	6	C;H;O	h2o	1	0.000	1	0	0	0	2	0
rxn37952	2PGADEHYDRAT-RXN.e	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn30576	2PGADEHYDRAT-RXN	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn00459	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn35218	enolase, mitochondria	4.2.1.11	OK	(1) cpd00482[0] <=> (1) cpd00001[0] + (1) cpd00061[0]	(1) 2-Phospho-D-glycerate[0] <=> (1) H2O[0] + (1) Phosphoenolpyruvate[0]	-0.870	-0.980	-1.000	0.130	0.130	3	3.000	184.000	3	C;H;O;P	h2o	1	0.000	1	0	0	0	2	0
rxn40323	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase	5.1.3.26	OK	(1) cpd00946[0] <=> (1) cpd31232[0]	(1) Undecaprenyl diphospho N-acetyl-glucosamine[0] <=> (1) N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol[0]	0.000	0.000	0.140	0.140	0.140	2	2.000	1129.711	63	C;H;N;O;P		1	0.000	1	0	2	0	0	0
