rxn	name	ec	status	equation	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	dg_range3	n_participants	sum_abs_coeff	max_mass	max_carbon	elements	cofactors	n_kegg_with_dg	kegg_spread_kcal	all_have_smiles	n_generic_formula	total_rings	total_arom_rings	n_groups_changed	is_transport
rxn35533	threonine ammonia-lyase	4.3.1.19	OK	(1) cpd00161[0] => (1) cpd00013[0] + (1) cpd00094[0]	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	-5.700	-5.920	-6.450	0.750	0.750	3	3.000	119.000	4	C;H;N;O	nh3	1	0.000	1	0	0	0	2	0
rxn38033	ALCOHOL-DEHYDROG-RXN.e	1.1.1.1;1.1.1.71	OK	(1) cpd00003[0] + (1) cpd00363[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00071[0]	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	5.780	5.030	5.190	0.750	0.750	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	10	5	5	0
rxn32053	L-aspartate oxidase	1.4.3.16;1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	-23.020	-22.320	-22.270	0.750	0.750	6	6.000	132.000	4	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn33270	Formaldehyde dehydrogenase	1.2.1.46	OK	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00055[0] => (1) cpd00004[0] + (1) cpd00047[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] => (1) NADH[0] + (1) Formate[0] + (2) H+[0]	-9.800	-10.510	-9.760	0.750	0.750	6	7.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh	1	0.000	1	0	10	5	4	0
rxn33272	Formaldehyde dehydrogenase	1.2.1.46	OK	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00055[0] => (1) cpd00004[0] + (1) cpd00047[0] + (2) cpd00067[0]	(1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] => (1) NADH[0] + (1) Formate[0] + (2) H+[0]	-9.800	-10.510	-9.760	0.750	0.750	6	7.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh	1	0.000	1	0	10	5	4	0
rxn30304	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	-23.020	-22.320	-22.270	0.750	0.750	6	6.000	132.000	4	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn30440	L-threonine deaminase, mitochondrial	4.3.1.19	OK	(1) cpd00161[0] => (1) cpd00013[0] + (1) cpd00094[0]	(1) L-Threonine[0] => (1) NH3[0] + (1) 2-Oxobutyrate[0]	-5.700	-5.920	-6.450	0.750	0.750	3	3.000	119.000	4	C;H;N;O	nh3	1	0.000	1	0	0	0	2	0
rxn15658	mannitol:NAD+ 1-oxidoreductase	1.1.1.255	OK	(1) cpd00003[0] + (1) cpd00314[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19009[0]	(1) NAD[0] + (1) D-Mannitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) alpha-D-Mannose[0]	2.900	2.770	3.520	0.750	0.750	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	11	5	6	0
rxn00543	ethanol:NAD+ oxidoreductase	1.1.1.1;1.1.1.71	OK	(1) cpd00003[0] + (1) cpd00363[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00071[0]	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	5.780	5.030	5.190	0.750	0.750	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	10	5	5	0
rxn34557	L-aspartate oxidase, mitochondria	1.4.3.16;1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	-23.020	-22.320	-22.270	0.750	0.750	6	6.000	132.000	4	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1.4.3.16;1.4.3.2	OK	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	-23.020	-22.320	-22.270	0.750	0.750	6	6.000	132.000	4	C;H;N;O	h2o;h2o2;nh3;o2	1	0.000	1	0	0	0	1	0
rxn01057	lactate racemase	5.1.2.1	OK	(1) cpd00159[0] <=> (1) cpd00221[0]	(1) L-Lactate[0] <=> (1) D-Lactate[0]	0.000	0.750	0.740	0.750	0.750	2	2.000	89.000	3	C;H;O		1	0.000	1	0	0	0	0	0
rxn07763	R07973	1.13.12.-	OK	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd04399[0] => (1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00055[0] + (1) cpd15073[0]	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	-99.820	-99.620	-100.380	0.760	0.760	8	8.000	663.000	21	C;H;N;O;P	h;h2o;nad;nadh;o2	1	0.000	1	0	14	9	4	0
rxn01130	Propan-2-ol:NADP+ oxidoreductase	1.1.1.80	OK	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00178[0] <=> (1) cpd00006[0] + (1) cpd01269[0]	(1) NADPH[0] + (1) H+[0] + (1) Acetone[0] <=> (1) NADP[0] + (1) 2-Propanol[0]	-0.940	-1.620	-1.700	0.760	0.760	5	5.000	742.000	21	C;H;N;O;P	h;nadp;nadph	1	0.000	1	0	10	5	5	0
rxn15330	4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)	1.14.11.1	OK	(1) cpd00007[0] + (1) cpd00024[0] + (1) cpd00870[0] => (1) cpd00011[0] + (1) cpd00036[0] + (1) cpd10719[0]	(1) O2[0] + (1) 2-Oxoglutarate[0] + (1) gamma-butyrobetaine[0] => (1) CO2[0] + (1) Succinate[0] + (1) D-Carnitine[0]	-108.280	-108.540	-109.050	0.770	0.770	6	6.000	161.000	7	C;H;N;O	co2;o2	1	0.000	1	0	0	0	2	0
rxn00617	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase	2.7.1.142	OK	(1) cpd00027[0] + (1) cpd00080[0] <=> (1) cpd00079[0] + (1) cpd00100[0]	(1) D-Glucose[0] + (1) Glycerol-3-phosphate[0] <=> (1) D-glucose-6-phosphate[0] + (1) Glycerol[0]	0.000	-0.430	-0.770	0.770	0.770	4	4.000	259.000	6	C;H;O;P		1	0.000	1	0	2	0	0	0
rxn13956	2-trans,6-trans-farnesyl-diphosphate 2-cis-trans-isomerase		OK	(1) cpd00350[0] <=> (1) cpd17150[0]	(1) Farnesyldiphosphate[0] <=> (1) (2Z,6E)-Farnesyl diphosphate[0]	0.000	0.000	-0.780	0.780	0.780	2	2.000	380.000	15	C;H;O;P		1	0.000	1	0	0	0	0	0
rxn40003	acetyl-CoA:UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine N-acetyltransferase	2.3.1.203	OK	(1) cpd00022[0] + (1) cpd02819[0] => (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd24246[0]	(1) Acetyl-CoA[0] + (1) UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose[0] => (1) CoA[0] + (1) H+[0] + (1) UDP-2,4-diacetamido-2,4,6-trideoxy-alpha-D-glucopyranose[0]	-5.290	-5.860	-6.070	0.780	0.780	5	5.000	806.000	23	C;H;N;O;P;S	coa;h	1	0.000	1	0	12	6	4	0
rxn30618	ASPARAGHYD-RXN	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn30353	L-asparaginase, extracellular	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn00342	L-Asparagine amidohydrolase	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn29992	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn19208	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn34558	asparaginase	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn29950	L-asparaginase	3.5.1.1;3.5.1.38	OK	(1) cpd00001[0] + (1) cpd00132[0] => (1) cpd00013[0] + (1) cpd00041[0]	(1) H2O[0] + (1) L-Asparagine[0] => (1) NH3[0] + (1) L-Aspartate[0]	-4.720	-4.010	-3.930	0.790	0.790	4	4.000	132.000	4	C;H;N;O	h2o;nh3	1	0.000	1	0	0	0	3	0
rxn00276	Glycine:oxaloacetate aminotransferase	2.6.1.35	OK	(1) cpd00032[0] + (1) cpd00033[0] <=> (1) cpd00040[0] + (1) cpd00041[0]	(1) Oxaloacetate[0] + (1) Glycine[0] <=> (1) Glyoxalate[0] + (1) L-Aspartate[0]	1.460	1.340	2.130	0.790	0.790	4	4.000	132.000	4	C;H;N;O		1	0.000	1	0	0	0	2	0
rxn02622	(S)-2-Methylmalate hydro-lyase	4.2.1.34	OK	(1) cpd01701[0] <=> (1) cpd00001[0] + (1) cpd01194[0]	(1) S-Citramalate[0] <=> (1) H2O[0] + (1) Mesaconate[0]	1.470	0.680	0.860	0.790	0.790	3	3.000	146.000	5	C;H;O	h2o	1	0.000	1	0	0	0	2	0
rxn28141	Ribose 5-phosphate epimerase	5.3.1.6	OK	(1) cpd00101[0] <=> (1) cpd00171[0]	(1) ribose-5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	0.620	1.040	0.250	0.790	0.790	2	2.000	229.000	5	C;H;O;P		1	0.000	1	0	1	0	3	0
rxn22467	L-rhamnose pyranase		OK	(1) cpd00396[0] <=> (1) cpd01607[0]	(1) L-Rhamnose[0] <=> (1) L-Rhamnofuranose[0]	0.240	1.030	0.930	0.790	0.790	2	2.000	164.000	6	C;H;O		1	0.000	1	0	2	0	0	0
rxn38284	RIB5PISOM-RXN.n	5.3.1.6	OK	(1) cpd00101[0] <=> (1) cpd00171[0]	(1) ribose-5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	0.620	1.040	0.250	0.790	0.790	2	2.000	229.000	5	C;H;O;P		1	0.000	1	0	1	0	3	0
rxn01762	R02438		OK	(1) cpd00396[0] <=> (1) cpd01607[0]	(1) L-Rhamnose[0] <=> (1) L-Rhamnofuranose[0]	0.240	1.030	0.930	0.790	0.790	2	2.000	164.000	6	C;H;O		1	0.000	1	0	2	0	0	0
rxn15114	D-ribose-5-phosphate aldose-ketose-isomerase	5.3.1.6	OK	(1) cpd19028[0] <=> (1) cpd00171[0]	(1) alpha-D-Ribose 5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	0.620	1.040	0.250	0.790	0.790	2	2.000	230.000	5	C;H;O;P		1	0.000	1	0	1	0	3	0
rxn00777	D-ribose-5-phosphate aldose-ketose-isomerase	5.3.1.6	OK	(1) cpd00101[0] <=> (1) cpd00171[0]	(1) ribose-5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	0.620	1.040	0.250	0.790	0.790	2	2.000	229.000	5	C;H;O;P		1	0.000	1	0	1	0	3	0
rxn34267	ribose-5-phosphate isomerase	5.3.1.6	OK	(1) cpd19028[0] <=> (1) cpd00171[0]	(1) alpha-D-Ribose 5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	0.620	1.040	0.250	0.790	0.790	2	2.000	230.000	5	C;H;O;P		1	0.000	1	0	1	0	3	0
rxn00606	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase	3.2.1.122;3.2.1.93	OK	(1) cpd00001[0] + (1) cpd00523[0] <=> (1) cpd00027[0] + (1) cpd00079[0]	(1) H2O[0] + (1) Trehalose 6-phosphate[0] <=> (1) D-Glucose[0] + (1) D-glucose-6-phosphate[0]	-3.110	-2.310	-2.960	0.800	0.800	4	4.000	421.000	12	C;H;O;P	h2o	1	0.000	1	0	4	0	2	0
rxn27840	DTDPKIN-RXN.m	2.7.4.6	OK	(1) cpd00002[0] + (1) cpd00297[0] <=> (1) cpd00008[0] + (1) cpd00357[0]	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	0.000	0.590	-0.210	0.800	0.800	4	4.000	504.000	10	C;H;N;O;P	adp;atp	1	0.000	1	0	10	6	0	0
rxn27839	DTDPKIN-RXN.d	2.7.4.6	OK	(1) cpd00002[0] + (1) cpd00297[0] <=> (1) cpd00008[0] + (1) cpd00357[0]	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	0.000	0.590	-0.210	0.800	0.800	4	4.000	504.000	10	C;H;N;O;P	adp;atp	1	0.000	1	0	10	6	0	0
rxn32898	dTDP phosphotransferase	2.7.4.6	OK	(1) cpd00002[0] + (1) cpd00297[0] <=> (1) cpd00008[0] + (1) cpd00357[0]	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	0.000	0.590	-0.210	0.800	0.800	4	4.000	504.000	10	C;H;N;O;P	adp;atp	1	0.000	1	0	10	6	0	0
rxn01512	ATP:dTDP phosphotransferase	2.7.4.6	OK	(1) cpd00002[0] + (1) cpd00297[0] <=> (1) cpd00008[0] + (1) cpd00357[0]	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	0.000	0.590	-0.210	0.800	0.800	4	4.000	504.000	10	C;H;N;O;P	adp;atp	1	0.000	1	0	10	6	0	0
rxn19643	DTDPKIN-RXN.n	2.7.4.6	OK	(1) cpd00002[0] + (1) cpd00297[0] <=> (1) cpd00008[0] + (1) cpd00357[0]	(1) ATP[0] + (1) dTDP[0] <=> (1) ADP[0] + (1) TTP[0]	0.000	0.590	-0.210	0.800	0.800	4	4.000	504.000	10	C;H;N;O;P	adp;atp	1	0.000	1	0	10	6	0	0
rxn03407	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)	6.3.5.-	OK	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd03491[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd03492[0]	(1) ATP[0] + (1) NH3[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine[0]	-2.090	-2.540	-2.890	0.800	0.800	7	7.000	1871.000	94	C;H;N;O;P	adp;atp;h;nh3;pi	1	0.000	1	0	10	4	4	0
rxn30313	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-	6.3.5.-	OK	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd03491[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd03492[0]	(1) ATP[0] + (1) NH3[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine[0]	-2.090	-2.540	-2.890	0.800	0.800	7	7.000	1871.000	94	C;H;N;O;P	adp;atp;h;nh3;pi	1	0.000	1	0	10	4	4	0
rxn20777	rhamnose isomerase	5.3.1.14	OK	(1) cpd00396[0] <=> (1) cpd00642[0]	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]	0.860	0.670	0.050	0.810	0.810	2	2.000	164.000	6	C;H;O		1	0.000	1	0	1	0	3	0
rxn01761	L-Rhamnose ketol-isomerase	5.3.1.14	OK	(1) cpd00396[0] <=> (1) cpd00642[0]	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]	0.860	0.670	0.050	0.810	0.810	2	2.000	164.000	6	C;H;O		1	0.000	1	0	1	0	3	0
rxn15337	L-Rhamnose ketol-isomerase	5.3.1.14	OK	(1) cpd01562[0] <=> (1) cpd00642[0]	(1) beta-L-Rhamnose[0] <=> (1) L-Rhamnulose[0]	0.860	0.270	0.050	0.810	0.810	2	2.000	164.000	6	C;H;O		1	0.000	1	0	1	0	3	0
rxn15338	L-Rhamnose ketol-isomerase	5.3.1.14	OK	(1) cpd01627[0] <=> (1) cpd00642[0]	(1) alpha-L-Rhamnose[0] <=> (1) L-Rhamnulose[0]	0.860	0.270	0.050	0.810	0.810	2	2.000	164.000	6	C;H;O		1	0.000	1	0	1	0	3	0
rxn16143	mesaconyl-CoA C1,C4-CoA-mutase	2.8.3.-;5.4.1.3	OK	(1) cpd03589[0] <=> (1) cpd19588[0]	(1) Mesaconyl-CoA[0] <=> (1) Mesaconyl-C4-CoA[0]	0.000	0.000	0.810	0.810	0.810	2	2.000	879.000	26	C;H;N;O;P;S		1	0.000	1	0	6	4	0	0
rxn01136	Succinyl-CoA:oxalate CoA-transferase	2.8.3.2	OK	(1) cpd00078[0] + (1) cpd00180[0] <=> (1) cpd00036[0] + (1) cpd00262[0]	(1) Succinyl-CoA[0] + (1) Oxalate[0] <=> (1) Succinate[0] + (1) Oxalyl-CoA[0]	-2.740	-2.200	-1.930	0.810	0.810	4	4.000	863.000	25	C;H;N;O;P;S		1	0.000	1	0	6	4	0	0
rxn01372	N-Phosphocreatine hydrolase	3.9.1.1	OK	(1) cpd00001[0] + (1) cpd01550[0] => (1) cpd00009[0] + (1) cpd00250[0]	(1) H2O[0] + (1) Phosphocreatine[0] => (1) Phosphate[0] + (1) Creatine[0]	-8.740	-9.410	-9.550	0.810	0.810	4	4.000	209.000	4	C;H;N;O;P	h2o;pi	1	0.000	1	0	0	0	2	0
rxn11799	R08271	1.14.14.1	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd04382[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd16358[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Tamoxifen[0] => (1) H2O[0] + (1) NADP[0] + (1) alpha-Hydroxytamoxifen[0]	-94.390	-95.070	-95.210	0.820	0.820	7	7.000	742.000	26	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	16	11	4	0
rxn11802	R08274	1.14.14.1	OK	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd16360[0] => (1) cpd00001[0] + (1) cpd00006[0] + (1) cpd16363[0]	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) N-Desmethyltamoxifen[0] => (1) H2O[0] + (1) NADP[0] + (1) alpha-Hydroxy-N-desmethyltamoxifen[0]	-94.390	-95.070	-95.210	0.820	0.820	7	7.000	742.000	25	C;H;N;O;P	h;h2o;nadp;nadph;o2	1	0.000	1	0	16	11	4	0
rxn16437	D-alanine:D-serine ligase (ADP-forming)	6.3.2.35	OK	(1) cpd00002[0] + (1) cpd00117[0] + (1) cpd00550[0] => (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd20966[0]	(1) ATP[0] + (1) D-Alanine[0] + (1) D-Serine[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) D-Alanyl-D-serine[0]	-6.350	-6.280	-7.100	0.820	0.820	7	7.000	504.000	10	C;H;N;O;P	adp;atp;h;pi	1	0.000	1	0	6	4	4	0
rxn02931	D-threo-2,4-diaminopentanoate:NADP+ oxidoreductase(deaminating)	1.4.1.12	OK	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd02448[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd02121[0]	(1) H2O[0] + (1) NADP[0] + (1) 2,4-Diaminopentanoate[0] <=> (1) NADPH[0] + (1) NH3[0] + (1) H+[0] + (1) 2-Amino-4-oxopentanoate[0]	6.230	7.050	6.890	0.820	0.820	7	7.000	742.000	21	C;H;N;O;P	h;h2o;nadp;nadph;nh3	1	0.000	1	0	10	5	4	0
rxn02345	(S)-3-Hydroxybutanoyl-CoA 3-epimerase	5.1.2.3	OK	(1) cpd00842[0] <=> (1) cpd02234[0]	(1) (S)-3-Hydroxybutyryl-CoA[0] <=> (1) (R)-3-Hydroxybutanoyl-CoA[0]	0.000	-0.110	-0.820	0.820	0.820	2	2.000	850.000	25	C;H;N;O;P;S		1	0.000	1	0	6	4	0	0
rxn39328	20alpha-Hydroxy-4-pregnen-3-one:NAD+ 20-oxidoreductase		OK	(1) cpd00003[0] + (1) cpd02462[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00325[0]	(1) NAD[0] + (1) (S)-20-Hydroxypregn-4-en-3-one[0] <=> (1) NADH[0] + (1) H+[0] + (1) Progesterone[0]	3.760	4.440	3.620	0.820	0.820	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	18	5	5	0
rxn01301	L-Homoserine:NAD+ oxidoreductase	1.1.1.3	OK	(1) cpd00003[0] + (1) cpd00227[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00346[0]	(1) NAD[0] + (1) L-Homoserine[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	5.220	5.360	6.040	0.820	0.820	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	10	5	5	0
rxn27933	Homoserine dehydrogenase	1.1.1.3	OK	(1) cpd00003[0] + (1) cpd00227[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00346[0]	(1) NAD[0] + (1) L-Homoserine[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	5.220	5.360	6.040	0.820	0.820	5	5.000	663.000	21	C;H;N;O;P	h;nad;nadh	1	0.000	1	0	10	5	5	0
rxn33456	Galactinol-raffinose galactosyltransferase	2.4.1.67	OK	(1) cpd00382[0] + (1) cpd00910[0] <=> (1) cpd00121[0] + (1) cpd01133[0]	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]	-0.000	-0.830	-0.830	0.830	0.830	4	4.000	666.000	24	C;H;O		1	0.000	1	0	10	0	0	0
rxn37930	2.4.1.67-RXN.e	2.4.1.67	OK	(1) cpd00382[0] + (1) cpd00910[0] <=> (1) cpd00121[0] + (1) cpd01133[0]	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]	-0.000	-0.830	-0.830	0.830	0.830	4	4.000	666.000	24	C;H;O		1	0.000	1	0	10	0	0	0
rxn01001	L-Glutamine:phenylpyruvate aminotransferase	2.6.1.64	OK	(1) cpd00053[0] + (1) cpd00143[0] <=> (1) cpd00066[0] + (1) cpd00695[0]	(1) L-Glutamine[0] + (1) Phenylpyruvate[0] <=> (1) L-Phenylalanine[0] + (1) 2-Oxoglutaramate[0]	-0.000	0.830	0.420	0.830	0.830	4	4.000	165.000	9	C;H;N;O	gln	1	0.000	1	0	2	2	0	0
rxn33468	Galactinol-raffinose galactosyltransferase	2.4.1.67	OK	(1) cpd00382[0] + (1) cpd00910[0] <=> (1) cpd00121[0] + (1) cpd01133[0]	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]	-0.000	-0.830	-0.830	0.830	0.830	4	4.000	666.000	24	C;H;O		1	0.000	1	0	10	0	0	0
rxn34773	galactinol---raffinose galactosyltransferase	2.4.1.67	OK	(1) cpd00382[0] + (1) cpd00910[0] <=> (1) cpd00121[0] + (1) cpd01133[0]	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]	-0.000	-0.830	-0.830	0.830	0.830	4	4.000	666.000	24	C;H;O		1	0.000	1	0	10	0	0	0
rxn33390	L-Glutamine:phenylpyruvate aminotransferase	2.6.1.64	OK	(1) cpd00053[0] + (1) cpd00143[0] <=> (1) cpd00066[0] + (1) cpd00695[0]	(1) L-Glutamine[0] + (1) Phenylpyruvate[0] <=> (1) L-Phenylalanine[0] + (1) 2-Oxoglutaramate[0]	-0.000	0.830	0.420	0.830	0.830	4	4.000	165.000	9	C;H;N;O	gln	1	0.000	1	0	2	2	0	0
