rxn	name	ec_class	dg_gc	dg_eq	dg_dgp	cluster
rxn03204	2,5-Diaminohexanoate:NAD+ oxidoreductase (deaminating)	1	6.230	7.220	3.770	-1
rxn03205	2,5-Diaminohexanoate:NADP+ oxidoreductase (deaminating)	1	6.230	7.220	3.180	-1
rxn03206	(S)-cheilanthifoline, NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1	115.070	114.390	69.060	-1
rxn03208	S-adenosyl-L-methionine:(S)-coclaurine-N-methyltransferase	2	-6.740	-4.370	1.020	-1
rxn03210	(S)-N-methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1	92.720	104.860	109.720	-1
rxn03211	(R)-reticuline:NADP+ oxidoreductase	1	11.290	-21.350	-1.310	-1
rxn03217	dihydrosanguinarine,NADPH:oxygen oxidoreductase (10-hydroxylating)	1	-95.830	-105.970	-78.070	26
rxn03218	Dihydrosanguinarine:oxygen oxidoreductase	1	-31.710	-34.180	-26.300	-1
rxn03219	S-Adenosyl-L-methionine:12-hydroxydihydrochelirubine 12-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03220	Dihydrochelirubine:oxygen oxidoreductase	1	-31.710	-34.180	-29.020	-1
rxn03221	S-Adenosyl-L-methionine:10-hydroxydihydrosanguinarine 10-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03222	Dihydrochelirubine,NADPH:oxygen oxidoreductase (12-hydroxylating)	1	-95.830	-105.960	-86.230	26
rxn03223	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	2	8.920	-42.890	28.900	-1
rxn03224	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	2	-4.360	-1.830	-20.150	6
rxn03226	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	2	-6.740	-4.340	1.040	-1
rxn03227	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03228	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03233	Phaseollidin-hydrate hydro-lyase	4	4.570	0.380	-23.360	-1
rxn03234	4-aminoimidazole aminohydrolase	3	-14.420	-16.250	9.870	-1
rxn03235	R04732	4	10.850	2.790	-2.220	-1
rxn03238	L-2-Amino-hexano-6-lactam racemase	5	0.000	0.000	0.210	16
rxn03239	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	5.890	22
rxn03240	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	4	2.160	-0.180	0.210	11
rxn03241	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	4	2.160	-0.180	0.210	11
rxn03242	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	5.890	22
rxn03243	Decanoyl-CoA:acetyl-CoA C-acyltransferase	2	7.060	7.190	2.550	-1
rxn03244	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	5.890	22
rxn03245	(S)-Hydroxydecanoyl-CoA hydro-lyase	4	2.160	-0.180	0.210	11
rxn03246	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	5.890	22
rxn03247	(S)-Hydroxyoctanoyl-CoA hydro-lyase	4	2.160	-0.180	0.210	11
rxn03248	Hexanoyl-CoA:acetyl-CoA C-acyltransferase	2	7.060	7.190	2.550	-1
rxn03249	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.960	5.900	22
rxn03250	(S)-Hydroxyhexanoyl-CoA hydro-lyase	4	2.160	0.250	0.220	-1
rxn03251	Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase	1	-2.300	10.770	5.530	0
rxn03252	trans-Dec-2-enoyl-CoA reductase	1	16.550	14.270	9.370	19
rxn03253	Decanoyl-CoA:(acceptor) 2,3-oxidoreductase	1	-2.300	10.660	5.530	0
rxn03254	cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase	5	-1.550	0.000	3.730	10
rxn03256	11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase	1	2.300	-0.280	2.790	12
rxn03258	S-adenosyl-L-methionine:2-Hydroxyestrone O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03259	R04763	none	-25.880	-14.590	-0.700	-1
rxn03260	R04764	2	-4.360	-1.840	-23.120	6
rxn03261	dihydromacarpine:oxygen oxidoreductase	1	-31.710	-34.180	-31.740	-1
rxn03267	Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	2	-5.290	-5.290	-5.630	41
rxn03268	R04777	2	-5.290	-5.410	-2.490	-1
rxn03272	4-Carboxy-4-hydroxy-2-oxoadipate hydro-lyase	4	1.470	0.380	-2.890	-1
rxn03274	R04784	4	-20.110	-15.890	-15.290	-1
rxn03281	delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase	5	-8.820	1.630	1.630	0
rxn03282	R04805	1	5.220	4.890	4.710	22
rxn03283	5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase (26-hydroxylating)	1	-92.580	-94.130	-95.950	29
rxn03284	5beta-Cholestane-3alpha,7alpha,12alpha-triol,NADPH:oxygen oxidoreductase (26-hydroxylating)	1	-92.580	-94.130	-95.950	29
rxn03286	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA hydro-lyase [3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA-forming]	4	-1.600	1.180	11.640	-1
rxn03287	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	3.310	22
rxn03289	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	1.050	-1
rxn03290	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase	4	1.600	-1.180	-11.640	-1
rxn03291	7alpha-Hydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	1	13.570	4.520	3.660	-1
rxn03292	3alpha,7alpha-Dihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	0.090	11
rxn03293	3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	-0.500	11
rxn03294	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	1	13.570	4.520	4.740	-1
rxn03295	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	0.090	11
rxn03296	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	-0.500	11
rxn03299	Urocortisone:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	-0.470	11
rxn03300	Urocortisone:NADP+ oxidoreductase (B-specific)	1	-2.300	0.280	1.050	10
rxn03301	Cortolone:NAD+ oxidoreductase	1	3.760	4.440	4.300	22
rxn03302	Urocortisol:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	-0.470	11
rxn03303	Urocortisol:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	-1.050	11
rxn03304	Cortol:NAD+ oxidoreductase	1	3.760	4.440	4.300	22
rxn03307	Tetrahydrocorticosterone:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	8.400	12
rxn03308	Tetrahydrocorticosterone:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	7.810	12
rxn03310	Tetrahydrocorticosterone:NADP+ 11-oxidoreductase	1	2.300	-0.280	8.570	12
rxn03311	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	-4.170	-1
rxn03312	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	-4.760	-1
rxn03313	3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one:NAD+ oxidoreductase	1	3.760	4.440	4.330	22
rxn03314	3alpha-Hydroxy-5beta-pregnane-20-one:NAD+ oxidoreductase (B-specific)	1	2.300	-0.280	-6.890	-1
rxn03315	3alpha-Hydroxy-5beta-pregnane-20-one:NADP+ oxidoreductase (B-specific)	1	2.300	-0.280	-7.480	-1
rxn03316	Pregnanediol:NAD+ oxidoreductase	1	3.760	4.440	10.050	22
rxn03317	11-Deoxycortisol delta5-delat4-isomerase	1;5	-0.750	0.280	-6.210	-1
rxn03320	20alpha-Hydroxycholesterol,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	1	-95.520	-98.050	-90.290	-1
rxn03323	R04857	3	11.220	-1.230	-11.770	-1
rxn03324	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)	1	6.220	4.440	7.600	22
rxn03325	Acyl-CoA:isopenicillin N N-acyltransferase	2	-5.750	-6.750	-2.840	-1
rxn03326	L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)	6	-80.980	-25.910	-33.980	-1
rxn03327	R04872	1	-89.220	-122.500	-110.810	-1
rxn03328	R04874	none	-4.090	-2.880	-5.250	-1
rxn03329	R04875	none	-3.720	-0.220	0.130	-1
rxn03330	R04876	1	-6.020	-4.450	-3.540	-1
rxn03333	3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase	1	5.220	4.890	4.530	22
rxn03334	S-Adenosyl-L-methionine:catechol O-methyltransferase	2	-4.360	-1.830	-23.120	6
rxn03335	3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-2.500	38
rxn03336	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	1	-9.800	-8.680	-3.080	38
rxn03338	R04885	4	21.270	13.710	11.210	-1
rxn03339	S-Adenosyl-L-methionine:catechol O-methyltransferase	2	-4.360	-1.830	-23.110	6
rxn03340	3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-3.470	38
rxn03341	3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	1	-9.800	-8.670	-4.060	38
rxn03342	3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)	1	-24.020	-22.580	-16.690	34
rxn03343	3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-2.500	38
rxn03344	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	1	-9.800	-8.670	-3.080	38
rxn03345	L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)	1	-24.020	-22.570	-20.930	34
rxn03346	L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)	1	-23.150	-20.000	-18.270	-1
rxn03347	R04895	4	-8.660	0.180	8.380	-1
rxn03351	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	2	7.590	-6.600	-6.860	2
rxn03352	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase	1	0.750	-0.410	-3.630	-1
rxn03354	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-7.260	40
rxn03356	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	2	-4.360	-1.830	-18.690	6
rxn03358	3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)	1	-35.040	-49.360	-25.620	-1
rxn03360	5-Hydroxykynurenamine decarboxy-lyase	4	3.090	5.070	7.850	22
rxn03361	R04910	1	-38.270	-14.270	-0.900	-1
rxn03363	R04914	none	-15.260	-26.900	-17.500	-1
rxn03365	R04916	1	-9.800	-9.070	-7.460	40
rxn03366	R04917	1	-9.800	-9.060	-8.040	-1
rxn03367	R04918	none	4.090	2.390	4.710	-1
rxn03368	3-hydroxypropionyl-CoA:NADP+ oxidoreductase	1	-5.220	-4.840	5.000	9
rxn03388	R04980	1	-95.830	-105.960	-100.430	-1
rxn03389	R04981	2	-4.360	-1.830	-11.650	-1
rxn03390	R04982	1	-80.830	-80.460	-94.700	-1
rxn03391	R04983	2	-19.420	-11.070	8.910	-1
rxn03393	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	4	-0.100	-2.660	4.310	-1
rxn03397	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	2	-19.420	-11.070	8.910	-1
rxn03400	3-Methylimidazole acetaldehyde:NAD+ oxidoreductase	1	-9.800	-8.660	-2.960	38
rxn03402	beta-D-Glucosyl-2-coumarinate glucohydrolase	3	-3.110	6.290	3.620	0
rxn03403	R04999	none	-2.600	66.220	43.420	-1
rxn03407	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)	6	-2.090	-2.540	-2.890	25
rxn03408	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase	2	-1.700	-4.070	-4.690	25
rxn03410	S-Adenosyl-L-methionine:kaempferol 3-O-methyltransferase	2	6.390	-18.840	-23.110	-1
rxn03413	leucodelphinidin:NADP+ 4-oxidoreductase	1	0.750	-0.450	-3.970	-1
rxn03416	R05043	none	0.000	0.000	1.840	-1
rxn03422	N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase	1	-9.800	-9.450	-5.880	40
rxn03423	N4-Acetylaminobutanal:NAD+ oxidoreductase	1	-9.800	-8.550	-5.200	40
rxn03424	L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase	1	9.800	8.670	6.620	18
rxn03426	D-Aspartate:2-oxoglutarate aminotransferase	2	0.000	1.880	-0.130	-1
rxn03427	R05055	2;3	-0.460	-0.370	1.320	-1
rxn03428	R05056	none	-1.690	-6.140	3.920	-1
rxn03429	R05057	none	-0.030	6.140	-3.550	-1
rxn03430	R05058	none	14.530	0.000	0.430	-1
rxn03433	(S)-3-Hydroxyisobutyryl-CoA hydrolase	3	-5.750	-5.880	-2.890	-1
rxn03435	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)	1	6.220	4.440	4.570	22
rxn03436	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	1;5	2.460	0.000	2.070	12
rxn03437	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase	4	-6.750	-8.440	-12.070	-1
rxn03439	CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase	2	-11.230	-59.640	-14.180	-1
rxn03441	R05077	none	6.110	8.790	5.110	-1
rxn03442	R05078	4	2.360	0.380	-8.940	-1
rxn03443	R05079	none	5.580	10.790	15.320	-1
rxn03445	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	2	0.000	-2.560	1.390	-1
rxn03446	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)	4	7.220	-3.300	-2.910	2
rxn03447	R05087	4	-3.090	-5.060	-7.590	33
rxn03455	6-oxohexanoate:NADP oxidoreductase	1	-9.800	-9.060	-6.180	40
rxn03456	cyclohexane-1,2-dione acylhydrolase (decyclizing)	3	14.840	-7.310	1.690	-1
rxn03472	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03477	R05128	none	-0.110	9.170	0.590	-1
rxn03478	R05129	none	-7.190	-15.440	-13.450	-1
rxn03479	R05130	none	3.460	-8.340	8.800	-1
rxn03481	Arbutin 6-phosphate glucohydrolase	3	-3.110	6.550	9.490	0
rxn03482	Salicin 6-phosphate glucohydrolase	3	-3.110	6.540	10.960	0
rxn03483	2',3'-Cyclic GMP 3'-nucleotidohydrolase	3	-17.260	-7.690	-19.870	-1
rxn03484	(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate hydro-lyase	4	-1.860	-3.110	-17.740	-1
rxn03485	2-hydroxy-2H-chromene-2-carboxylate---(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate isomerase	5	-10.980	-15.570	1.890	-1
rxn03486	R05138	3	13.460	14.490	9.140	19
rxn03489	galactitol-1-phosphate:NAD+ oxidoreductase	1	2.010	3.750	10.800	-1
rxn03490	benzene-1,4-dicarboxylate, NADH:oxygen oxidoreductase (1,2-hydroxylating)	1	-70.460	-88.580	-83.570	23
rxn03493	6-Chlorobenzene-1,2,4-triol:oxygen 7S,8S-oxidoreductase	none	-103.720	-72.920	-152.730	-1
rxn03494	quinolin-4(1H)-one,NADH:oxygen oxidoreductase (3-oxygenating)	1	-85.080	-105.960	-103.180	-1
rxn03496	2-aminobenzenesulfonate, NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)	1	-92.120	-110.940	-73.260	-1
rxn03497	quinolin-2-ol, NADH:oxygen oxidoreductase (5,6-hydroxylating)	1	-44.200	-82.170	-103.760	-1
rxn03498	Quinolin-2-ol,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-95.830	-105.970	-97.600	27
rxn03499	cholest-5-ene-3beta,27-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1	-96.190	-97.200	-93.850	28
rxn03500	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03504	N-acetyl-D-galactosamine 6-phosphate amidohydrolase	3	-2.000	-1.750	-0.950	-1
rxn03505	Methylenediurea aminohydrolase	3	5.200	-8.050	13.040	-1
rxn03506	Methylenediurea aminohydrolase	3	-4.720	-7.770	6.580	9
rxn03507	N-(Carboxyaminomethyl)urea aminohydrolase	3	7.450	-4.600	-4.350	2
rxn03508	N-(Aminomethyl)urea aminohydrolase	3	2.470	4.320	10.810	22
rxn03511	ADP-D-glycero-D-manno-heptose 6-epimerase	5	0.000	0.000	-1.480	-1
rxn03519	ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase	2	14.030	8.380	13.730	-1
rxn03523	R05207	2	0.460	0.490	-0.370	-1
rxn03525	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1	-92.720	-104.870	109.720	-1
rxn03526	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	2	-6.740	-4.410	0.990	-1
rxn03528	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03529	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn03530	(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1	-92.720	-104.860	109.720	-1
rxn03531	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	2	-6.740	-4.410	0.990	-1
rxn03544	R05229	1	106.470	106.730	108.290	-1
rxn03545	R05230	2	2.230	72.350	0.370	-1
rxn03546	6-Hydroxyhexanoate:NADP+ oxidoreductase	1	5.220	4.890	2.300	22
rxn03547	p-cumic alcohol:NAD+ oxidoreductase	1	3.670	4.890	4.980	22
rxn03550	p-cumic aldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-11.100	39
rxn03551	4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase	1	-18.760	-6.450	-15.520	-1
rxn03552	R05237	1	-24.600	-23.930	-16.900	34
rxn03554	cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase	1	-5.740	-23.280	2.960	-1
rxn03555	cis-2,3-dihydroxy-2,3-dihydro-p-cumate:NAD+ oxidoreductase	1	-11.780	-8.530	16.140	-1
rxn03556	cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl:NAD+ oxidoreductase	1	-5.740	-23.280	2.960	-1
rxn03557	2,5-dichloro-2,5-cyclohexadiene-1,4-diol:NAD+ oxidoreductase	1	-16.600	-10.520	38.280	-1
rxn03559	2,3-Dihydroxy-4'-chlorobiphenyl:oxygen 1,2-oxidoreductase (decyclizing)	1	-74.460	-62.100	-77.280	-1
rxn03560	R05246	1	-72.890	-64.830	-84.760	-1
rxn03561	R05247	1	-71.100	-93.870	-80.520	-1
rxn03562	R05248	1	-72.030	-60.460	-113.060	-1
rxn03563	Resorcinol,NADPH:oxogen oxidoreductase (2-hydroxylating)	1	-95.830	-105.960	-83.150	26
rxn03564	R05250	none	95.830	105.970	80.900	-1
rxn03565	R05251	none	-34.180	-34.300	0.000	-1
rxn03566	R05252	1	24.600	26.000	26.790	-1
rxn03567	R05395	1	-11.780	-9.470	30.080	8
rxn03568	R05396	1	-11.780	-9.460	29.500	8
rxn03569	R05256	1	-68.760	-60.100	-121.540	-1
rxn03570	R05257	1	-72.030	-61.000	-120.200	-1
rxn03573	biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)	1	-77.140	-79.140	-59.640	-1
rxn03574	R05262	1	-77.140	-79.140	-59.050	-1
rxn03575	biphenyl,NADH2:oxygen oxidoreductase (2,3-hydroxylating)	1	-80.820	-79.140	-59.640	-1
rxn03576	biphenyl,NADH:oxygen oxidoreductase (2,3-hydroxylating)	1	-80.820	-79.140	-59.050	-1
rxn03578	R05266	1	-96.260	-94.120	-93.980	-1
rxn03583	4-(hydroxymethyl)benzenesulfonate:NAD+ oxidoreductase	1	3.670	4.890	4.980	22
rxn03584	4-formylbenzenesulfonate:NAD+ oxidoreductase	1	-9.800	-9.060	-11.390	39
rxn03585	4-Hydroxy-3-methoxybenzoate:oxygen oxidoreductase	1	-118.580	-118.030	121.920	-1
rxn03586	vanillate:oxygen oxidoreductase (demethylating)	1	-102.200	-90.210	-65.000	-1
rxn03587	cis-4,5-dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate:NAD+ oxidoreductase	1	-11.780	-8.550	23.970	-1
rxn03589	R05277	1	-10.000	-163.520	-50.260	-1
rxn03590	R05278	1	-95.640	-75.610	-126.020	-1
rxn03591	R05279	1	-77.320	-95.710	-56.910	-1
rxn03592	R05280	1	77.320	95.680	60.610	-1
rxn03593	R05281	1	-92.580	-94.120	-93.980	29
rxn03594	4-Methylbenzyl alcohol:NAD+ oxidoreductase	1	3.670	4.890	4.980	22
rxn03595	6-Hydroxyhexanoate:NAD oxidoreductase	1	5.220	4.890	2.880	22
rxn03598	Chloroacetaldehyde:NAD+ oxidoreductase	1	-9.800	-8.680	-2.500	38
rxn03600	R05288	1	-96.260	-94.120	-93.980	-1
rxn03601	p-Methylbenzaldehyde:NADP+ oxidoreductase	1	-9.800	-8.670	-11.680	39
rxn03606	toluene-4-sulfonate,NADH:oxygen oxidoreductase (3,4-hydroxylating, sulfite-forming)	1	-83.040	-41.860	-108.590	-1
rxn03607	4-Methylcatechol:oxygen 2,3-oxidoreductase(decyclizing)	1	-72.010	-61.190	-116.320	-1
rxn03608	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde formylhydrolase	3	-12.640	-8.840	-5.790	-1
rxn03609	R05297	4	-3.710	0.180	10.910	-1
rxn03610	R05298	4	-0.750	-2.950	-5.000	-1
rxn03611	4-Methylcatechol:oxygen 1,2-oxidoreductase(decyclizing)	1	-95.640	-74.870	-127.030	-1
rxn03612	4-Methylmuconolactone lyase (decyclizing)	5	0.390	-3.400	-4.240	-1
rxn03613	penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding)	1	-110.260	-128.240	-126.860	-1
rxn03614	R05302	none	-109.410	-110.650	-103.650	24
rxn03615	R05303	none	-4.360	10.770	12.540	0
rxn03617	3-hydroxypimeloyl-CoA:NAD+ oxidoreductase	1	3.760	4.440	3.140	22
rxn03618	formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)	1	4.280	-10.290	10.600	-1
rxn03619	dihydrophloroglucinol:NADP+ oxidoreductase	1	-9.000	-15.570	48.150	-1
rxn03621	cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene:NAD+ oxidoreductase	1	-22.140	-20.330	21.720	8
rxn03622	pimeloyl-CoA:NAD+ oxidoreductase	1	16.550	14.270	9.950	19
rxn03623	5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline:NAD+ oxidoreductase	1	-22.140	-20.310	37.990	-1
rxn03624	cis-1,2-Dihydro-3-ethylcatechol:NAD+ oxidoreductase	1	-10.560	-14.110	29.760	8
rxn03625	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)	1	-12.520	-16.490	19.740	8
rxn03626	(1S,3R,4S)-3,4-Dihydroxycyclohexane-1-carboxylate:NAD+ 3-oxidoreductase	1	2.300	-0.280	5.960	12
rxn03630	Taurine, 2-oxoglutarate:O2 oxidoreductase (sulfite-forming)	1	-104.660	-43.260	-158.980	-1
rxn03631	n-tetradecanoyl-CoA, NADPH2:O2 oxidoreductase [11-(E) desaturating]	1	-90.680	-95.240	-109.810	-1
rxn03632	n-tetradecanoyl-CoA, NADH:O2 oxidoreductase [11-(Z) desaturating]	1	-90.680	-95.240	-110.960	-1
rxn03633	S-Adenosyl-L-methionine:3',4',5,7-tetrahydroxy-3-methoxyflavone 7-O-methyltransferase	2	-13.060	14.870	-26.630	-1
rxn03634	beta-D-Galactopyranosyl-(13)-N-acetyl-D-hexosamine:phosphate galactosyltransferase	2	-10.330	1.540	9.580	0
rxn03635	ADP-glucose:sn-glycerol-3-phosphate 2-b-D-glucosyltransferase	2	-1.700	-0.370	-6.350	-1
rxn03636	4,8,12-Trimethyltridecanoyl-CoA:propanoyl-CoA C2-4,8,12-trimethyltridecanoyltransferase	2	5.250	5.660	-0.560	-1
rxn03637	Isovaleryl-CoA:malonyl-CoA acyltransferase	2	0.220	-25.790	21.600	-1
rxn03638	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase	2	-5.290	-4.170	-5.710	-1
rxn03639	R05334	1	-24.020	-22.190	-20.940	34
rxn03640	R05335	none	-5.600	-6.550	-20.490	-1
rxn03641	acetyl-CoA: 4-hydroxybutanoate CoA transferase	2	-1.540	-5.310	0.120	-1
rxn03642	4-hydroxybutanoyl-CoA hydro-lyase	4	1.240	-0.520	-12.270	-1
rxn03643	D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase (D-ribulose-5-phosphate-forming)	4	-5.220	-6.320	-6.600	41
rxn03644	D-arabino-hex-3-ulose-6-phosphate isomerase	5	-1.750	-2.580	-3.650	25
rxn03646	carotenoid beta-end group lyase (decyclizing)	5	-20.130	-34.540	-3.730	-1
rxn03649	R05347	1	3.670	4.890	4.990	22
rxn03650	R05348	1	3.670	4.890	6.310	22
rxn03651	R05349	1	-0.800	-0.280	-3.610	-1
rxn03652	R05350	1	-0.800	-0.280	-4.190	-1
rxn03653	R05351	1	-22.260	-8.190	-8.130	-1
rxn03654	2-hydroxy-5-methyl-cis,cis-muconic semialdehyde:NAD+ 6-oxidoreductase	1	-9.800	-8.060	-3.030	38
rxn03657	2-Hydroxy-cyclohexan-1-one amidohydrolase	3	-2.240	2.960	0.060	-1
rxn03658	amidinoproclavaminate amidinohydrolase	3	-3.900	-13.430	-5.170	13
