rxn_id	Beber_2022	ln_RI
rxn40269	>	-65.639
rxn40270	>	-78.814
rxn40273	>	-8.759
rxn40274	>	-54.919
rxn40275	=	0.000
rxn40276	=	-5.178
rxn40277	=	-5.178
rxn40278	>	-59.538
rxn40279	>	-11.273
rxn40280	=	-6.871
rxn40284	>	-8.268
rxn40285	=	1.649
rxn40286	=	-2.699
rxn40289	>	-129.412
rxn40293	=	-5.676
rxn40296	>	-69.992
rxn40297	=	0.678
rxn40299	=	-0.086
rxn40300	=	-3.131
rxn40302	=	1.490
rxn40303	>	-54.594
rxn40305	=	1.590
rxn40306	=	-5.601
rxn40307	=	1.090
rxn40309	>	-24.831
rxn40310	>	-54.594
rxn40311	>	-62.314
rxn40312	<	181.561
rxn40313	>	-54.919
rxn40314	>	-178.166
rxn40315	>	-178.164
rxn40316	>	-6.932
rxn40317	>	-9.592
rxn40318	>	-9.481
rxn40323	=	0.000
rxn40324	>	-9.807
rxn40325	=	-1.130
rxn40331	=	-0.834
rxn40334	=	4.606
rxn40335	=	4.605
rxn40336	=	4.605
rxn40337	>	-7.641
rxn40338	=	-5.601
rxn40339	>	-13.694
rxn40340	>	-11.054
rxn40341	>	-15.414
rxn40344	=	-2.115
rxn40345	>	-19.513
rxn40346	>	-62.314
rxn40347	=	3.905
rxn40348	=	-1.439
rxn40349	=	-3.136
rxn40351	>	-35.003
rxn40352	=	-2.009
rxn40354	>	-69.456
rxn40355	=	2.016
rxn40356	>	-8.708
rxn40357	=	-4.946
rxn40358	>	-12.513
rxn40359	<	22.156
rxn40362	>	-10.654
rxn40364	=	-3.948
rxn40365	>	-11.537
rxn40366	=	2.008
rxn40371	<	25.645
rxn40372	<	25.647
rxn40373	=	0.000
rxn40374	>	-60.846
rxn40375	>	-77.311
rxn40376	>	-77.312
rxn40377	>	-17.851
rxn40378	=	-0.004
rxn40379	>	-18.719
rxn40380	<	16.556
rxn40383	>	-26.001
rxn40384	>	-26.201
rxn40385	>	-64.904
rxn40386	=	-3.589
rxn40387	=	-4.946
rxn40388	=	2.151
rxn40389	=	1.668
rxn40390	=	-0.124
rxn40401	>	-9.311
rxn40402	>	-60.140
rxn40403	=	-2.375
rxn40404	<	56.572
rxn40405	=	-5.273
rxn40406	>	-35.190
rxn40407	<	10.741
rxn40408	<	8.664
rxn40409	=	-0.844
rxn40410	>	-44.427
rxn40411	>	-10.978
rxn40413	>	-53.526
rxn40414	>	-90.493
rxn40415	>	-53.533
rxn40416	=	5.330
rxn40417	=	-2.703
rxn40418	=	0.000
rxn40419	=	-3.673
rxn40420	=	-3.934
rxn40421	=	-4.852
rxn40422	>	-16.923
rxn40423	=	-4.226
rxn40429	=	-4.714
rxn40430	=	-4.276
rxn40431	>	-8.708
rxn40432	=	3.096
rxn40433	<	14.647
rxn40434	=	-4.153
rxn40435	<	14.647
rxn40436	>	-9.489
rxn40437	=	5.760
rxn40438	=	-6.329
rxn40439	=	1.084
rxn40440	>	-7.619
rxn40441	>	-63.587
rxn40442	=	0.743
rxn40443	>	-62.305
rxn40444	>	-10.076
rxn40446	>	-18.744
rxn40447	=	-5.177
rxn40448	>	-12.829
rxn40449	=	0.000
rxn40450	=	0.000
rxn40452	=	4.322
rxn40453	=	3.556
rxn40454	>	-75.532
rxn40455	>	-78.902
rxn40456	>	-111.778
rxn40457	>	-60.374
rxn40458	>	-60.627
rxn40459	>	-68.245
rxn40460	>	-19.432
rxn40461	<	13.426
rxn40462	>	-60.140
rxn40463	>	-44.398
rxn40464	=	3.860
rxn40466	>	-60.629
rxn40467	=	0.481
rxn40468	=	-4.677
rxn40469	=	-3.821
rxn40471	>	-72.108
rxn40472	>	-60.686
rxn40473	=	-0.000
rxn40476	=	-5.424
rxn40477	=	-5.738
rxn40478	=	-6.653
rxn40480	=	0.000
rxn40481	>	-51.579
rxn40482	=	-4.918
rxn40484	=	-4.331
rxn40487	>	-17.672
rxn40507	>	-7.005
rxn40518	>	-12.437
rxn40522	>	-62.781
rxn40532	<	235.351
rxn40541	>	-159.708
rxn40543	=	-0.555
rxn40559	>	-17.105
rxn40561	>	-66.637
rxn40567	>	-118.643
rxn40575	=	0.000
rxn40577	=	-1.243
rxn40579	=	1.229
rxn40580	=	-0.174
rxn40581	=	0.000
rxn40604	>	-6.960
rxn40605	<	9.123
rxn40606	=	3.152
rxn40610	=	-1.061
rxn40611	>	-71.731
rxn40613	=	-2.123
rxn40616	=	-1.790
rxn40627	=	-3.299
rxn40628	>	-74.888
rxn40639	>	-65.217
rxn40649	=	-0.196
rxn40653	<	26.210
rxn40664	>	-81.227
rxn40668	=	-0.747
rxn40691	=	0.161
rxn40710	>	-8.672
rxn40715	=	-5.404
rxn40717	<	10.741
rxn40720	>	-8.021
rxn40728	=	-0.690
rxn40732	=	-0.834
rxn40734	=	-2.840
rxn40737	<	11.599
rxn40741	>	-13.108
rxn40743	=	-6.424
rxn40753	=	-0.215
rxn40755	>	-15.306
rxn40756	>	-9.074
rxn40761	=	-6.552
rxn40770	=	-3.672
rxn40775	=	-3.698
rxn40781	=	-1.862
rxn40785	>	-12.640
rxn40789	>	-9.217
rxn40791	=	-5.601
rxn40804	<	26.394
rxn40807	>	-9.813
rxn40814	>	-10.678
rxn40821	>	-16.457
rxn40833	>	-86.174
rxn40843	=	-3.475
rxn40844	>	-23.205
rxn40852	>	-78.274
rxn40871	=	-1.510
rxn40890	>	-12.581
rxn40897	=	-1.379
rxn40905	=	-0.174
rxn40907	<	139.230
rxn40908	>	-12.581
rxn40917	=	1.238
rxn40933	=	-2.868
rxn40946	=	0.431
rxn40956	<	235.351
rxn40958	=	-1.514
rxn40959	=	-5.246
rxn40964	=	-1.271
rxn40971	>	-49.550
rxn40972	=	-4.794
rxn40974	>	-49.343
rxn40977	<	43.131
rxn40978	=	-5.598
rxn40993	>	-8.952
rxn40996	<	7.109
rxn40999	>	-8.155
rxn41002	<	71.746
rxn41004	=	-0.835
rxn41006	=	-6.642
rxn41013	>	-14.206
rxn41018	>	-19.306
rxn41021	>	-16.486
rxn41024	=	-1.805
rxn41027	>	-47.716
rxn41029	=	-4.852
rxn41032	=	-6.311
rxn41038	>	-31.848
rxn41039	=	-6.605
rxn41049	>	-61.710
rxn41058	>	-14.598
rxn41062	>	-60.140
rxn41063	=	-3.125
rxn41073	=	-3.472
rxn41076	=	-5.858
rxn41078	=	6.089
rxn41085	>	-60.510
rxn41096	<	10.406
rxn41098	=	-3.673
rxn41107	<	11.342
rxn41113	=	-4.917
rxn41120	=	-2.332
rxn41127	>	-10.899
rxn41132	>	-46.389
rxn41135	=	0.000
rxn41162	>	-233.316
rxn41169	=	3.554
rxn41184	>	-19.666
rxn41199	=	0.449
rxn41204	=	-2.644
rxn41205	>	-10.141
rxn41208	=	5.188
rxn41210	>	-16.873
rxn41213	=	0.742
rxn41224	=	-2.944
rxn41228	=	-1.789
rxn41233	>	-7.641
rxn41236	>	-60.140
rxn41259	=	-2.926
rxn41263	>	-12.004
rxn41265	<	15.332
rxn41267	>	-120.542
rxn41271	=	-2.246
rxn41272	=	4.605
rxn41276	>	-59.696
rxn41284	=	-2.369
rxn41286	=	-2.110
rxn41288	<	16.038
rxn41297	>	-25.339
rxn41301	=	-0.141
rxn41305	=	4.605
rxn41308	>	-62.314
rxn41313	>	-11.886
rxn41316	=	-0.517
rxn41317	=	-4.392
rxn41323	=	-0.834
rxn41333	=	-4.677
rxn41338	>	-31.975
rxn41347	>	-10.786
rxn41351	>	-68.279
rxn41354	>	-21.899
rxn41356	>	-30.349
rxn41371	>	-20.015
rxn41372	=	-5.506
rxn41375	=	2.038
rxn41384	>	-10.865
rxn41388	>	-68.225
rxn41389	=	-0.134
rxn41390	>	-16.969
rxn41399	>	-7.768
rxn41401	=	-5.445
rxn41413	<	43.432
rxn41418	>	-62.610
rxn41421	>	-30.349
rxn41424	>	-19.878
rxn41435	<	45.186
rxn41470	>	-25.590
rxn41472	=	3.157
rxn41476	=	-5.223
rxn41484	>	-71.024
rxn41489	=	-3.988
rxn41492	>	-9.868
rxn41496	>	-41.426
rxn41497	>	-434.184
rxn41505	>	-47.968
rxn41510	>	-55.061
rxn41512	=	-3.034
rxn41531	<	7.383
rxn41534	=	-1.438
rxn41535	>	-29.807
rxn41538	=	-2.731
rxn41553	>	-8.638
rxn41559	=	2.904
rxn41564	>	-7.711
rxn41566	=	0.001
rxn41577	>	-7.452
rxn41578	>	-35.372
rxn41581	=	-0.688
rxn41583	<	11.342
rxn41587	>	-66.634
rxn41595	>	-91.126
rxn41602	=	0.118
rxn41608	>	-10.330
rxn41609	=	0.185
rxn41610	=	1.075
rxn41611	<	7.377
rxn41620	>	-7.671
rxn41625	<	20.659
rxn41630	>	-9.543
rxn41641	=	-3.084
rxn41644	=	-4.236
rxn41645	>	-72.379
rxn41649	>	-68.208
rxn41663	=	-4.530
rxn41671	>	-26.201
rxn41673	>	-7.641
rxn41691	=	3.838
rxn41692	>	-9.361
rxn41699	>	-16.554
rxn41703	<	8.007
rxn41705	=	-4.146
rxn41711	=	-0.001
rxn41718	<	13.038
rxn41725	>	-14.399
rxn41737	>	-106.374
rxn41748	=	-3.594
rxn41751	<	10.741
rxn41754	>	-17.389
rxn41759	>	-21.324
rxn41760	>	-65.730
rxn41768	<	10.840
rxn41769	=	0.158
rxn41776	=	-3.592
rxn41777	>	-19.061
rxn41778	>	-9.287
rxn41782	=	-5.991
rxn41783	=	-4.212
rxn41788	>	-8.664
rxn41789	>	-13.363
rxn41790	=	-4.380
rxn41801	=	-0.835
rxn41802	=	-4.755
rxn41806	=	-1.147
rxn41812	>	-19.900
rxn41813	=	0.786
rxn41822	>	-13.169
rxn41823	=	1.969
rxn41825	>	-14.330
rxn41833	=	-6.599
rxn41839	>	-16.559
rxn41852	=	5.668
rxn41866	>	-12.965
rxn41871	>	-26.485
rxn41874	>	-12.965
rxn41875	=	-5.601
rxn41881	>	-145.145
rxn41884	>	-15.597
rxn41886	>	-10.142
rxn41887	>	-61.398
rxn41893	=	3.152
rxn41907	>	-11.482
rxn41914	=	-1.789
rxn41922	>	-8.092
rxn41923	>	-9.953
rxn41939	>	-10.630
rxn41949	=	-0.836
rxn41954	=	-0.835
rxn41960	=	-4.621
rxn41961	=	-1.816
rxn41965	>	-128.228
rxn41969	=	-0.669
rxn41978	=	-6.511
rxn41979	=	-0.829
rxn41984	>	-9.973
rxn41997	>	-16.313
rxn42006	=	-0.808
rxn42010	=	-3.309
rxn42013	=	-0.834
rxn42019	>	-19.040
rxn42021	=	-1.951
rxn42022	=	2.198
rxn42042	>	-21.796
rxn42050	>	-12.965
rxn42051	=	-4.081
rxn42053	=	-1.346
rxn42055	>	-35.205
rxn42059	>	-16.038
rxn42073	<	10.145
rxn42090	<	10.203
rxn42095	>	-12.581
rxn42096	>	-43.346
rxn42109	>	-12.581
rxn42115	=	1.572
rxn42120	>	-60.140
rxn42123	>	-55.782
rxn42127	=	0.000
rxn42130	>	-12.581
rxn42137	>	-17.691
rxn42145	>	-28.253
rxn42153	>	-45.109
rxn42158	>	-65.717
rxn42166	>	-66.065
rxn42171	>	-12.640
rxn42184	=	-1.946
rxn42185	>	-9.217
rxn42187	=	-5.567
rxn42188	=	-3.084
rxn42194	>	-36.439
rxn42196	=	-0.181
rxn42202	=	-0.697
rxn42203	=	-2.121
rxn42208	<	27.878
rxn42210	<	14.641
rxn42212	>	-18.408
rxn42218	>	-62.867
rxn42229	>	-8.656
rxn42231	=	0.471
rxn42237	=	3.079
rxn42241	<	54.484
rxn42245	=	-0.691
rxn42249	=	6.649
rxn42251	>	-19.750
rxn42260	>	-58.962
rxn42263	>	-8.961
rxn42264	>	-13.234
rxn42267	=	0.000
rxn42270	>	-8.873
rxn42277	=	-2.343
rxn42307	=	-3.673
rxn42309	>	-17.178
rxn42315	=	3.160
rxn42322	>	-22.956
rxn42327	>	-73.783
rxn42328	=	-3.782
rxn42329	=	3.152
rxn42332	=	2.010
rxn42342	>	-123.765
rxn42344	<	46.523
rxn42351	<	10.653
rxn42355	>	-45.508
rxn42356	=	2.538
rxn42361	=	-3.344
rxn42366	=	3.153
rxn42369	=	-2.656
rxn42375	>	-10.294
rxn42383	=	-2.408
rxn42391	=	-2.251
rxn42417	=	-0.463
rxn42420	>	-67.737
rxn42425	>	-11.591
rxn42428	=	-3.698
rxn42430	>	-18.737
rxn42433	<	11.342
rxn42449	>	-60.771
rxn42452	=	-0.413
rxn42471	>	-7.922
rxn42483	<	288.855
rxn42485	>	-12.640
rxn42493	=	1.059
rxn42501	=	-0.702
rxn42503	>	-8.875
rxn42508	=	0.020
rxn42512	>	-13.467
rxn42517	>	-14.504
rxn42518	>	-8.071
rxn42526	=	-2.369
rxn42530	>	-19.605
rxn42535	=	0.000
rxn42536	=	-5.248
rxn42537	>	-31.279
rxn42569	>	-9.033
rxn42570	=	-3.344
rxn42572	=	0.002
rxn42574	=	-3.553
rxn42578	>	-12.128
rxn42582	=	4.605
rxn42586	>	-16.474
rxn42591	=	-3.906
rxn42596	>	-12.753
rxn42611	=	-3.084
rxn42621	>	-8.085
rxn42623	<	10.456
rxn42629	=	-4.006
rxn42632	>	-18.579
rxn42639	=	0.623
rxn42643	<	27.877
rxn42645	=	-3.116
rxn42666	=	0.149
rxn42671	>	-13.036
rxn42682	>	-35.549
rxn42689	=	-0.834
rxn42700	>	-12.823
rxn42709	>	-10.315
rxn42716	=	0.471
rxn42732	=	-4.889
rxn42738	<	235.351
rxn42740	>	-68.090
rxn42745	=	-2.369
rxn42748	>	-12.128
rxn42753	=	-4.332
rxn42755	=	-1.789
rxn42761	>	-20.000
rxn42766	>	-25.899
rxn42769	<	38.162
rxn42773	=	-0.001
rxn42774	>	-12.581
rxn42776	=	-2.941
rxn42785	>	-14.306
rxn42791	=	-0.902
rxn42805	>	-12.156
rxn42815	>	-23.659
rxn42818	=	-0.835
rxn42833	=	-3.673
rxn42840	=	-5.989
rxn42846	>	-26.872
rxn42850	>	-16.897
rxn42866	=	-0.834
rxn42867	=	-3.673
rxn42868	=	-0.174
rxn42874	>	-12.581
rxn42882	>	-12.581
rxn42897	>	-11.474
rxn42899	>	-9.490
rxn42907	=	3.153
rxn42916	=	-0.378
rxn42926	=	-3.084
rxn42927	=	-0.835
rxn42928	>	-11.688
rxn42929	>	-164.024
rxn42933	=	-2.783
rxn42934	=	-2.087
rxn42946	=	-2.365
rxn42950	=	3.153
rxn42953	=	-4.267
rxn42965	=	0.002
rxn42974	>	-12.379
rxn42977	>	-19.014
rxn42978	=	-1.450
rxn42980	=	-1.988
rxn42986	>	-12.024
rxn42989	=	3.918
rxn42994	>	-78.555
rxn42997	=	-0.025
rxn43002	=	-0.174
rxn43012	>	-11.146
rxn43020	=	-1.720
rxn43028	=	0.000
rxn43030	>	-68.273
rxn43033	=	-6.165
rxn43039	=	-2.934
rxn43043	>	-49.550
rxn43062	<	16.034
rxn43079	=	0.888
rxn43082	=	-4.546
rxn43088	=	4.605
rxn43095	>	-9.595
rxn43098	>	-17.856
rxn43103	=	0.442
rxn43122	>	-58.962
rxn43129	>	-13.438
rxn43130	>	-17.060
rxn43133	=	-2.699
rxn43135	=	0.872
rxn43138	>	-13.721
rxn43142	=	-0.823
rxn43144	>	-74.888
rxn43148	=	-3.672
rxn43153	>	-48.360
rxn43157	=	3.821
rxn43163	=	0.000
rxn43168	>	-8.286
rxn43172	>	-9.652
rxn43176	<	26.839
rxn43181	=	-0.835
rxn43183	>	-60.266
rxn43189	=	-0.351
rxn43200	>	-16.163
rxn43212	=	-0.174
rxn43214	<	18.060
rxn43215	>	-16.792
rxn43223	=	5.668
rxn43231	=	1.132
rxn43236	=	4.310
rxn43248	>	-161.368
rxn43253	=	-2.699
rxn43254	<	10.685
rxn43275	>	-68.485
rxn43277	>	-10.067
rxn43278	>	-22.553
rxn43285	=	4.189
rxn43314	=	-3.224
rxn43315	>	-62.867
rxn43320	=	-2.153
rxn43321	=	-6.605
rxn43329	=	-2.266
rxn43333	<	8.962
rxn43339	>	-17.095
rxn43340	>	-15.424
rxn43341	>	-8.479
rxn43347	>	-62.851
rxn43358	<	14.857
rxn43368	<	32.934
rxn43373	=	-3.699
rxn43375	>	-14.767
rxn43387	>	-8.490
rxn43390	>	-44.398
rxn43392	=	-0.555
rxn43395	=	3.556
rxn43399	=	-3.889
rxn43414	=	-5.579
rxn43421	>	-17.064
rxn43439	=	0.863
rxn43441	=	5.057
rxn43447	=	4.561
rxn43449	=	-2.022
rxn43451	>	-12.581
rxn43454	=	0.000
rxn43458	=	3.152
rxn43470	>	-50.123
rxn43482	=	-5.563
rxn43486	=	-2.112
rxn43519	=	-5.958
rxn43527	=	-0.686
rxn43531	=	0.904
rxn43532	=	2.886
rxn43542	=	-2.644
rxn43543	=	0.546
rxn43545	>	-79.198
rxn43551	>	-20.262
rxn43556	>	-8.639
rxn43559	=	-0.690
rxn43560	>	-8.782
rxn43562	=	1.091
rxn43568	=	3.556
rxn43573	=	-4.381
rxn43583	=	1.354
rxn43596	>	-7.641
rxn43599	=	1.491
rxn43611	=	-4.167
rxn43612	<	21.324
rxn43615	>	-65.217
rxn43624	<	8.300
rxn43625	=	-0.174
rxn43627	<	13.333
rxn43640	=	-2.118
rxn43642	=	-1.840
rxn43658	=	0.764
rxn43672	>	-7.411
rxn43673	>	-17.642
rxn43674	<	8.147
rxn43693	=	-1.789
rxn43719	>	-12.053
rxn43724	<	8.434
rxn43734	>	-7.735
rxn43751	>	-14.767
rxn43763	=	0.001
rxn43766	=	1.915
rxn43768	=	4.377
rxn43772	=	0.000
rxn43780	=	-4.258
rxn43781	<	11.342
rxn43782	>	-12.581
rxn43783	>	-9.483
rxn43798	=	-6.844
rxn43802	=	-5.092
rxn43806	>	-48.162
rxn43812	<	48.945
rxn43819	=	3.512
rxn43834	=	0.002
rxn43835	>	-12.156
rxn43838	>	-16.935
rxn43845	>	-8.884
rxn43849	=	-4.845
rxn43858	>	-15.070
rxn43870	>	-16.554
rxn43898	=	-0.174
rxn43900	=	-1.059
rxn43912	>	-9.895
rxn43917	=	2.886
rxn43922	>	-161.320
rxn43923	=	-3.350
rxn43924	>	-11.025
rxn43926	>	-67.803
rxn43931	=	0.001
rxn43934	=	-3.698
rxn43946	=	1.677
rxn43948	>	-97.793
rxn43957	>	-8.672
rxn43971	>	-9.287
rxn43974	>	-7.799
rxn43975	=	-1.288
rxn43980	>	-11.474
rxn43982	>	-9.401
rxn43985	>	-17.635
rxn43993	=	-6.817
rxn43998	>	-8.656
rxn44002	=	-1.255
rxn44003	=	-0.209
rxn44005	=	-2.121
rxn44010	>	-12.581
rxn44015	=	-1.455
rxn44029	=	-4.309
rxn44030	=	-6.483
rxn44034	=	-3.382
rxn44037	>	-7.411
rxn44039	=	-4.127
rxn44042	>	-59.669
rxn44046	>	-12.128
rxn44047	=	5.657
rxn44056	=	-0.555
rxn44063	<	10.214
rxn44071	=	3.875
rxn44073	<	235.176
rxn44076	=	-3.672
rxn44084	=	-1.894
rxn44089	>	-20.861
rxn44108	>	-78.834
rxn44128	<	8.273
rxn44144	=	-0.420
rxn44148	>	-25.681
rxn44151	<	36.154
rxn44155	>	-61.988
rxn44157	=	-4.614
rxn44158	=	-2.099
rxn44167	>	-44.814
rxn44168	>	-9.956
rxn44169	>	-17.662
rxn44174	=	-1.789
rxn44178	>	-16.241
rxn44182	=	-3.497
rxn44184	=	6.089
rxn44188	=	3.556
rxn44190	>	-63.646
rxn44193	=	0.770
rxn44195	=	-2.352
rxn44201	>	-32.713
rxn44204	=	-0.600
rxn44210	>	-118.540
rxn44217	=	-2.546
rxn44223	=	-2.098
rxn44242	=	-0.174
rxn44243	=	-2.957
rxn44245	=	-1.789
rxn44251	>	-25.347
rxn44254	=	3.807
rxn44262	>	-86.174
rxn44265	=	2.745
rxn44267	>	-12.103
rxn44278	=	-1.345
rxn44279	=	-2.699
rxn44288	>	-12.581
rxn44289	=	-5.578
rxn44317	=	1.668
rxn44318	>	-17.666
rxn44326	>	-12.640
rxn44329	=	-2.391
rxn44335	=	-3.698
rxn44344	=	4.260
rxn44345	=	-0.785
rxn44347	>	-11.682
rxn44350	>	-9.331
rxn44372	>	-62.173
rxn44376	>	-58.713
rxn44384	=	-0.174
rxn44391	=	-0.835
rxn44402	>	-15.120
rxn44405	>	-16.271
rxn44420	>	-7.006
rxn44437	=	0.185
rxn44458	>	-178.166
rxn44463	>	-15.060
rxn44465	=	1.738
rxn44466	=	2.362
rxn44468	=	-2.126
rxn44469	=	-3.342
rxn44476	=	-2.120
rxn44481	>	-49.550
rxn44483	=	-5.858
rxn44490	<	8.717
rxn44493	=	-4.498
rxn44495	>	-14.506
rxn44497	>	-10.860
rxn44504	>	-7.703
rxn44519	>	-62.746
rxn44524	=	0.000
rxn44527	=	-0.003
rxn44533	=	-0.460
rxn44541	>	-34.243
rxn44542	>	-62.616
rxn44544	>	-12.640
rxn44557	<	10.741
rxn44560	>	-9.488
rxn44563	=	-0.873
rxn44569	=	4.605
rxn44578	=	0.091
rxn44585	=	0.000
rxn44592	>	-20.324
rxn44594	>	-11.650
rxn44596	>	-8.510
rxn44602	=	0.164
rxn44615	>	-7.851
rxn44618	=	2.112
rxn44624	=	-4.871
rxn44630	=	4.029
rxn44631	=	-3.631
rxn44634	=	-4.240
rxn44644	<	7.437
rxn44651	=	-2.117
rxn44664	<	23.461
rxn44667	>	-16.529
rxn44674	>	-65.728
rxn44677	<	20.664
rxn44685	<	45.918
rxn44697	=	-2.574
rxn44711	=	-4.530
rxn44712	>	-17.150
rxn44719	>	-52.179
rxn44722	=	-5.535
rxn44730	=	-1.970
rxn44734	>	-19.563
rxn44737	>	-43.689
rxn44762	>	-43.011
rxn44770	>	-61.412
rxn44780	=	-0.835
rxn44793	>	-8.672
rxn44794	=	-2.097
rxn44806	>	-68.238
rxn44810	=	3.499
rxn44816	=	-0.834
rxn44828	=	-1.438
rxn44832	>	-228.450
rxn44833	=	-2.016
rxn44847	>	-13.298
rxn44853	>	-18.559
rxn44856	>	-7.081
rxn44858	<	10.741
rxn44861	=	1.088
rxn44864	=	-5.516
rxn44874	>	-9.297
rxn44875	>	-8.843
rxn44877	>	-30.349
rxn44879	=	-1.688
rxn44890	=	0.523
rxn44896	>	-16.554
rxn44900	>	-8.953
rxn44908	>	-6.968
rxn44915	=	-0.533
rxn44937	=	0.619
rxn44939	>	-19.060
rxn44953	=	-2.517
rxn44954	>	-7.435
rxn44961	=	5.624
rxn44965	>	-30.896
rxn44968	=	6.089
rxn44969	<	11.342
rxn44971	=	0.712
rxn44973	=	0.834
rxn44976	<	32.041
rxn44987	>	-23.120
rxn44991	>	-17.777
rxn44994	<	44.716
rxn45006	=	1.028
rxn45011	=	-2.644
rxn45017	>	-64.672
rxn45025	>	-12.581
rxn45032	<	27.877
rxn45044	=	-0.174
rxn45047	>	-12.581
rxn45051	=	-1.674
rxn45054	>	-7.876
rxn45058	>	-9.096
rxn45062	>	-16.031
rxn45072	=	-3.084
rxn45082	>	-11.697
rxn45084	>	-7.038
rxn45097	=	-0.835
rxn45115	=	3.077
rxn45152	=	0.091
rxn45161	>	-182.607
rxn45167	>	-11.705
rxn45169	=	-2.128
rxn45174	<	7.596
rxn45175	>	-18.889
rxn45180	>	-16.554
rxn45198	=	-3.592
rxn45217	=	-0.555
rxn45220	=	-3.084
rxn45222	=	1.581
rxn45225	>	-96.963
rxn45229	=	-2.117
rxn45231	=	0.091
rxn45233	=	3.410
rxn45247	=	-4.621
rxn45255	=	6.361
rxn45259	=	0.091
rxn45274	=	0.030
rxn45276	=	-1.729
rxn45284	=	-2.665
rxn45298	=	-2.699
rxn45299	=	-3.698
rxn45301	=	-5.283
rxn45305	=	6.089
rxn45306	=	-2.115
rxn45314	<	21.811
rxn45327	>	-28.541
rxn45339	>	-9.361
rxn45340	=	-1.876
rxn45360	>	-24.831
rxn45364	>	-133.237
rxn45369	=	3.719
rxn45375	>	-15.285
rxn45377	=	-3.117
rxn45379	>	-62.746
rxn45386	=	-3.926
rxn45389	>	-12.581
rxn45391	=	-0.834
rxn45410	>	-13.451
rxn45414	>	-7.603
rxn45418	>	-45.685
rxn45427	=	-3.083
rxn45429	=	1.846
rxn45443	=	0.091
rxn45458	=	-1.898
rxn45472	=	-3.084
rxn45473	>	-8.590
rxn45475	=	-2.023
rxn45477	=	3.153
rxn45484	=	-2.699
rxn45491	=	4.587
rxn45494	=	-5.194
rxn45504	=	2.568
rxn45527	>	-12.581
rxn45530	=	-3.845
rxn45532	=	0.319
rxn45535	>	-38.617
rxn45536	>	-8.086
rxn45546	<	55.524
rxn45562	=	-4.755
rxn45564	>	-53.468
rxn45565	=	-3.153
rxn45568	=	0.343
rxn45580	>	-57.678
rxn45587	<	21.823
rxn45590	>	-7.702
rxn45598	>	-60.139
rxn45602	=	-0.000
rxn45610	>	-58.545
rxn45613	<	10.741
rxn45643	=	2.729
rxn45649	=	-0.174
rxn45651	=	-2.059
rxn45672	=	0.124
rxn45677	>	-7.867
rxn45684	=	0.000
rxn45686	>	-17.666
rxn45703	>	-31.849
rxn45735	<	8.871
rxn45738	=	-0.001
rxn45750	=	-0.834
rxn45772	>	-15.450
rxn45777	=	-0.010
rxn45782	>	-10.759
rxn45787	=	-0.595
rxn45791	>	-11.252
rxn45796	>	-9.976
rxn45810	=	4.896
rxn45817	=	-0.525
rxn45821	=	0.052
rxn45826	>	-8.085
rxn45827	=	1.940
rxn45829	<	7.246
rxn45837	=	-3.343
rxn45843	>	-49.233
rxn45844	=	-0.002
rxn45847	>	-8.361
rxn45853	<	11.204
rxn45857	=	-1.302
rxn45861	<	8.883
rxn45870	>	-8.048
rxn45872	=	-0.174
rxn45883	>	-6.992
rxn45886	<	15.610
rxn45891	=	-4.513
rxn45899	=	2.434
rxn45904	>	-11.342
rxn45908	=	-2.845
rxn45909	>	-11.650
rxn45916	>	-8.891
rxn45925	=	-1.924
rxn45926	=	-0.668
rxn45929	=	-0.462
rxn45935	>	-45.076
rxn45937	>	-79.731
rxn45938	=	2.886
rxn45941	=	-4.594
rxn45945	=	1.178
rxn45951	=	0.358
rxn45953	=	0.161
rxn45956	>	-17.631
rxn45957	>	-8.441
rxn45965	<	39.463
rxn45968	>	-7.641
rxn45969	=	0.000
rxn45981	>	-9.592
rxn45989	=	4.431
rxn46002	>	-10.059
rxn46018	>	-148.084
rxn46020	>	-8.664
rxn46027	=	-3.698
rxn46033	=	0.002
rxn46034	=	-0.001
rxn46045	=	-3.766
rxn46049	=	1.854
rxn46056	>	-16.942
rxn46059	=	-5.020
rxn46061	<	11.056
rxn46064	=	0.888
rxn46068	=	6.813
rxn46078	=	2.302
rxn46088	>	-62.314
rxn46094	=	-1.398
rxn46099	=	3.062
rxn46104	>	-26.873
rxn46114	=	0.041
rxn46118	=	-6.356
rxn46119	>	-8.085
rxn46120	=	1.090
rxn46121	>	-11.149
rxn46123	=	-3.253
rxn46126	>	-11.228
rxn46130	=	-5.998
rxn46141	=	-5.601
rxn46145	>	-8.948
rxn46147	=	0.000
rxn46151	>	-55.232
rxn46163	=	-2.114
rxn46181	>	-11.028
rxn46182	=	-2.035
rxn46188	>	-11.292
rxn46194	=	-0.004
rxn46201	=	-0.835
rxn46203	<	235.860
rxn46208	=	-0.174
rxn46219	=	-0.836
rxn46223	=	3.152
rxn46232	=	-0.360
rxn46235	=	2.016
rxn46241	=	-2.820
rxn46244	>	-12.072
rxn46252	>	-8.838
rxn46257	=	-1.789
rxn46259	>	-28.585
rxn46260	>	-16.776
rxn46268	>	-19.512
rxn46270	=	0.990
rxn46273	>	-26.001
rxn46316	>	-64.672
rxn46320	<	6.932
rxn46324	=	-1.588
rxn46335	>	-15.028
rxn46339	=	3.152
rxn46341	>	-16.554
