rxn_id	Beber_2022	ln_RI
rxn03203	=	0.000
rxn03204	=	1.601
rxn03205	=	1.602
rxn03206	<	73.711
rxn03207	>	-40.455
rxn03208	=	-4.976
rxn03210	<	53.860
rxn03211	>	-18.195
rxn03212	>	-10.579
rxn03213	>	-10.221
rxn03214	>	-62.311
rxn03215	>	-19.976
rxn03216	>	-51.080
rxn03217	>	-68.235
rxn03218	>	-28.405
rxn03219	=	-2.118
rxn03220	>	-28.405
rxn03221	=	-2.111
rxn03222	>	-68.229
rxn03223	>	-16.089
rxn03224	=	-2.101
rxn03226	=	-4.898
rxn03227	=	-2.117
rxn03228	=	-2.115
rxn03229	=	-1.520
rxn03230	=	0.000
rxn03231	=	0.153
rxn03233	=	0.143
rxn03234	>	-22.785
rxn03235	=	6.497
rxn03236	=	-1.312
rxn03238	=	0.000
rxn03239	=	3.152
rxn03240	=	-0.174
rxn03241	=	-0.174
rxn03242	=	3.152
rxn03243	=	6.089
rxn03244	=	3.152
rxn03245	=	-0.174
rxn03246	=	3.152
rxn03247	=	-0.174
rxn03248	=	6.089
rxn03249	=	3.374
rxn03250	=	0.276
rxn03251	<	8.174
rxn03252	<	11.342
rxn03253	<	8.213
rxn03254	=	0.000
rxn03255	=	-0.835
rxn03256	=	-0.834
rxn03258	=	-2.119
rxn03260	=	-2.119
rxn03261	>	-28.405
rxn03263	>	-7.248
rxn03264	>	-10.800
rxn03265	=	0.000
rxn03267	=	-5.538
rxn03268	=	-5.793
rxn03269	=	-0.834
rxn03272	=	0.162
rxn03273	>	-7.641
rxn03274	>	-22.847
rxn03275	=	6.823
rxn03277	<	10.741
rxn03278	=	-0.000
rxn03281	=	2.745
rxn03282	=	3.556
rxn03283	>	-60.140
rxn03284	>	-60.140
rxn03286	=	1.488
rxn03287	=	3.152
rxn03289	=	3.152
rxn03290	=	-1.488
rxn03291	=	2.886
rxn03292	=	-0.835
rxn03293	=	-0.834
rxn03294	=	2.886
rxn03295	=	-0.835
rxn03296	=	-0.834
rxn03297	>	-62.314
rxn03299	<	6.946
rxn03300	>	-6.946
rxn03301	=	3.152
rxn03302	=	-0.835
rxn03303	=	-0.834
rxn03304	=	3.152
rxn03305	=	-0.835
rxn03306	=	-0.834
rxn03307	=	-0.835
rxn03308	=	-0.834
rxn03309	=	-0.835
rxn03310	=	-0.834
rxn03311	=	-0.835
rxn03312	=	-0.834
rxn03313	=	3.152
rxn03314	=	-0.835
rxn03315	=	-0.834
rxn03316	=	3.152
rxn03317	=	0.835
rxn03318	>	-62.314
rxn03319	=	0.834
rxn03320	>	-62.851
rxn03321	>	-60.848
rxn03322	>	-61.508
rxn03323	>	-7.547
rxn03324	=	3.653
rxn03325	>	-8.301
rxn03326	>	-9.285
rxn03327	>	-132.297
rxn03328	=	-6.835
rxn03329	=	-1.526
rxn03330	=	-3.157
rxn03331	=	-5.321
rxn03332	=	-0.317
rxn03333	=	3.556
rxn03334	=	-2.109
rxn03335	>	-8.906
rxn03336	>	-8.905
rxn03337	=	2.851
rxn03339	=	-2.097
rxn03340	>	-8.894
rxn03341	>	-8.893
rxn03342	>	-17.862
rxn03343	>	-8.894
rxn03344	>	-8.893
rxn03345	>	-17.854
rxn03346	>	-15.986
rxn03347	=	0.175
rxn03351	=	-5.206
rxn03352	=	-1.135
rxn03353	>	-68.254
rxn03354	>	-8.898
rxn03356	=	-2.108
rxn03358	>	-36.078
rxn03359	>	-36.072
rxn03360	<	9.536
rxn03361	>	-11.332
rxn03362	>	-14.328
rxn03363	>	-45.660
rxn03364	>	-65.679
rxn03365	>	-9.222
rxn03366	>	-9.221
rxn03367	=	6.349
rxn03368	=	-3.425
rxn03372	>	-8.997
rxn03373	=	-0.309
rxn03374	>	-7.245
rxn03378	=	-4.608
rxn03379	>	-7.184
rxn03380	=	4.505
rxn03382	>	-8.965
rxn03383	>	-9.289
rxn03384	>	-12.228
rxn03385	<	13.020
rxn03386	>	-8.127
rxn03388	>	-68.228
rxn03389	=	-2.111
rxn03390	>	-85.764
rxn03391	>	-9.699
rxn03392	=	3.569
rxn03393	=	-6.694
rxn03394	>	-68.228
rxn03395	=	-2.110
rxn03397	>	-9.699
rxn03400	>	-8.887
rxn03402	=	2.270
rxn03403	<	113.549
rxn03407	=	-1.712
rxn03408	=	-3.033
rxn03410	>	-16.861
rxn03411	>	-86.119
rxn03412	>	-86.295
rxn03413	=	-1.216
rxn03414	>	-61.897
rxn03415	=	0.000
rxn03416	=	0.000
rxn03419	>	-14.996
rxn03421	=	-3.937
rxn03422	>	-9.543
rxn03423	>	-8.850
rxn03424	<	8.877
rxn03426	=	1.604
rxn03427	=	-4.794
rxn03428	>	-10.045
rxn03429	<	10.045
rxn03430	=	0.000
rxn03431	<	9.717
rxn03432	=	-5.195
rxn03433	>	-12.691
rxn03435	=	3.153
rxn03436	=	0.000
rxn03437	>	-14.905
rxn03439	>	-51.402
rxn03440	=	-1.488
rxn03442	=	0.161
rxn03444	=	5.601
rxn03445	=	-2.126
rxn03446	>	-8.590
rxn03447	>	-9.497
rxn03448	>	-178.691
rxn03452	>	-19.432
rxn03453	=	-0.001
rxn03455	>	-9.220
rxn03456	>	-10.477
rxn03457	=	1.846
rxn03468	>	-8.891
rxn03469	>	-22.163
rxn03470	<	9.717
rxn03471	>	-11.269
rxn03472	=	-2.115
rxn03473	>	-9.977
rxn03474	=	-0.145
rxn03477	<	6.928
rxn03478	>	-13.268
rxn03479	=	-4.496
rxn03481	=	2.583
rxn03482	=	2.564
rxn03483	>	-13.298
rxn03484	=	1.428
rxn03485	>	-26.358
rxn03486	<	22.131
rxn03487	>	-8.085
rxn03488	>	-8.085
rxn03489	=	2.622
rxn03490	>	-56.621
rxn03491	>	-18.087
rxn03492	>	-20.895
rxn03493	>	-78.570
rxn03494	>	-68.224
rxn03495	>	-73.772
rxn03496	>	-61.621
rxn03497	>	-52.243
rxn03498	>	-68.240
rxn03499	>	-62.314
rxn03500	=	-2.115
rxn03501	<	8.215
rxn03502	=	-6.779
rxn03504	=	-6.693
rxn03505	>	-12.763
rxn03506	>	-13.503
rxn03507	>	-8.267
rxn03508	=	0.498
rxn03510	>	-20.722
rxn03511	=	0.000
rxn03512	<	41.622
rxn03513	>	-18.708
rxn03514	>	-8.638
rxn03517	>	-9.628
rxn03518	>	-20.154
rxn03519	<	7.603
rxn03523	=	5.157
rxn03525	>	-53.872
rxn03526	=	-5.063
rxn03528	=	-2.117
rxn03529	=	-2.115
rxn03530	>	-53.860
rxn03531	=	-5.063
rxn03532	<	18.220
rxn03534	>	-7.845
rxn03536	=	-6.198
rxn03537	<	8.267
rxn03538	>	-18.323
rxn03540	>	-7.896
rxn03541	=	4.070
rxn03544	<	60.039
rxn03545	<	60.948
rxn03546	=	3.557
rxn03547	=	3.556
rxn03550	>	-8.891
rxn03551	>	-7.545
rxn03554	>	-20.432
rxn03555	>	-7.947
rxn03556	>	-20.432
rxn03557	>	-10.025
rxn03558	>	-15.322
rxn03559	>	-65.919
rxn03560	>	-68.258
rxn03561	>	-60.102
rxn03562	>	-63.939
rxn03563	>	-68.221
rxn03564	<	68.238
rxn03567	>	-8.903
rxn03568	>	-8.902
rxn03569	>	-62.991
rxn03570	>	-64.382
rxn03571	<	7.275
rxn03572	>	-16.554
rxn03573	>	-50.127
rxn03574	>	-50.128
rxn03575	>	-50.127
rxn03576	>	-50.128
rxn03578	>	-60.139
rxn03581	=	-5.860
rxn03583	=	3.556
rxn03584	>	-9.217
rxn03585	>	-76.842
rxn03586	>	-50.171
rxn03587	>	-7.979
rxn03588	=	1.954
rxn03590	>	-81.828
rxn03593	>	-60.139
rxn03594	=	3.556
rxn03595	=	3.556
rxn03596	>	-16.554
rxn03597	>	-9.717
rxn03598	>	-8.891
rxn03599	>	-16.559
rxn03600	>	-60.139
rxn03601	>	-8.890
rxn03602	>	-56.621
rxn03603	>	-56.621
rxn03604	>	-13.863
rxn03605	>	-13.862
rxn03606	>	-23.419
rxn03607	>	-64.463
rxn03608	>	-16.239
rxn03609	=	0.174
rxn03610	=	1.497
rxn03611	>	-81.071
rxn03612	=	-6.352
rxn03613	>	-71.980
rxn03614	>	-62.301
rxn03615	<	8.296
rxn03616	=	0.000
rxn03617	=	3.152
rxn03618	=	-4.482
rxn03619	>	-14.203
rxn03620	>	-13.862
rxn03621	>	-17.980
rxn03622	<	11.342
rxn03623	>	-17.942
rxn03624	>	-12.472
rxn03625	>	-13.862
rxn03626	=	-0.835
rxn03627	>	-22.865
rxn03629	>	-74.888
rxn03630	>	-23.099
rxn03631	>	-60.918
rxn03632	>	-60.918
rxn03633	<	11.928
rxn03634	=	1.391
rxn03635	=	-0.688
rxn03636	=	5.040
rxn03637	>	-11.291
rxn03638	=	-4.995
rxn03639	>	-17.601
rxn03640	>	-11.484
rxn03641	=	-4.244
rxn03642	=	-0.927
rxn03643	=	-2.600
rxn03644	=	-5.993
rxn03646	>	-58.962
rxn03649	=	3.556
rxn03650	=	3.556
rxn03651	=	-0.835
rxn03652	=	-0.834
rxn03653	=	-3.336
rxn03654	>	-8.561
rxn03655	>	-12.479
rxn03657	=	4.407
rxn03658	>	-20.382
rxn03659	<	15.295
rxn03660	>	-21.316
rxn03661	>	-17.642
rxn03662	>	-22.007
rxn03663	>	-19.060
rxn03665	>	-19.060
rxn03666	>	-19.061
rxn03667	>	-22.002
rxn03668	>	-16.554
rxn03669	>	-16.554
rxn03670	>	-16.554
rxn03671	>	-16.554
rxn03674	>	-11.308
rxn03675	>	-8.704
rxn03676	=	-6.258
rxn03677	<	9.139
rxn03678	>	-8.703
rxn03680	>	-35.372
rxn03681	=	0.000
rxn03682	<	7.484
rxn03683	=	-4.942
rxn03684	<	87.180
rxn03685	>	-16.554
rxn03686	>	-16.554
rxn03687	>	-16.554
rxn03688	>	-16.554
rxn03690	=	0.000
rxn03691	=	2.381
rxn03693	=	4.169
rxn03694	=	-4.169
rxn03695	<	7.006
rxn03698	>	-10.224
rxn03699	=	-6.103
rxn03700	<	9.970
rxn03701	<	9.973
rxn03702	=	-5.659
rxn03703	=	-6.095
rxn03704	>	-65.926
rxn03705	>	-63.925
rxn03706	>	-63.388
rxn03707	>	-76.861
rxn03708	>	-18.169
rxn03709	>	-76.479
rxn03710	>	-80.530
rxn03711	>	-67.200
rxn03712	>	-69.937
rxn03713	>	-65.616
rxn03714	>	-65.581
rxn03715	>	-65.917
rxn03716	>	-65.936
rxn03717	>	-56.485
rxn03718	>	-57.104
rxn03719	>	-54.126
rxn03720	<	62.890
rxn03721	>	-17.806
rxn03725	>	-51.705
rxn03726	>	-67.470
rxn03727	>	-50.287
rxn03728	>	-56.616
rxn03729	>	-58.002
rxn03734	>	-90.998
rxn03739	>	-60.945
rxn03740	>	-56.485
rxn03741	>	-68.247
rxn03742	>	-60.139
rxn03743	>	-60.139
rxn03744	>	-67.934
rxn03745	=	-4.632
rxn03746	=	4.997
rxn03747	<	8.992
rxn03748	>	-68.269
rxn03749	=	4.735
rxn03750	>	-68.217
rxn03751	=	1.772
rxn03752	=	-1.789
rxn03753	<	8.510
rxn03754	<	36.500
rxn03755	<	9.062
rxn03758	<	9.741
rxn03759	<	57.948
rxn03760	<	11.742
rxn03762	>	-24.359
rxn03763	>	-60.630
rxn03764	>	-9.230
rxn03765	>	-70.743
rxn03766	>	-66.405
rxn03772	>	-111.174
rxn03774	>	-16.554
rxn03775	=	-2.241
rxn03779	<	16.554
rxn03780	>	-17.568
rxn03781	>	-16.561
rxn03782	>	-16.554
rxn03783	>	-68.355
rxn03786	>	-40.618
rxn03796	=	-6.089
rxn03797	=	0.167
rxn03798	=	0.526
rxn03799	=	-1.029
rxn03800	=	-3.230
rxn03801	<	8.521
rxn03802	=	1.553
rxn03804	=	-3.554
rxn03805	=	-0.192
rxn03806	=	-6.213
rxn03807	>	-27.074
rxn03808	>	-179.898
rxn03809	>	-8.292
rxn03814	=	-1.549
rxn03816	=	0.000
rxn03819	=	4.244
rxn03820	=	-5.092
rxn03821	>	-8.292
rxn03824	>	-16.554
rxn03826	=	-2.464
rxn03827	<	33.763
rxn03828	<	17.423
rxn03829	<	86.807
rxn03830	>	-110.785
rxn03831	>	-110.781
rxn03832	<	27.139
rxn03833	=	-0.642
rxn03835	=	-6.898
rxn03837	>	-17.806
rxn03838	=	-1.480
rxn03839	<	8.286
rxn03840	=	3.605
rxn03841	>	-29.096
rxn03842	>	-13.492
rxn03843	>	-16.396
rxn03845	<	57.870
rxn03846	<	74.151
rxn03847	>	-27.607
rxn03848	>	-23.818
rxn03849	>	-13.503
rxn03850	>	-50.519
rxn03851	>	-43.710
rxn03852	=	-3.344
rxn03853	<	20.469
rxn03854	<	13.659
rxn03855	<	68.701
rxn03856	=	2.622
rxn03858	<	72.668
rxn03859	<	56.849
rxn03860	=	3.152
rxn03861	=	0.856
rxn03863	=	1.841
rxn03864	>	-8.380
rxn03866	=	-6.089
rxn03867	=	-4.974
rxn03868	=	-0.688
rxn03869	>	-8.077
rxn03870	<	15.294
rxn03871	<	10.449
rxn03872	<	13.985
rxn03873	<	19.745
rxn03874	=	2.553
rxn03875	<	35.056
rxn03876	=	0.021
rxn03877	=	-5.591
rxn03878	=	1.488
rxn03879	<	20.722
rxn03880	=	0.174
rxn03881	<	26.073
rxn03882	>	-9.068
rxn03883	=	1.730
rxn03884	=	-0.229
rxn03885	>	-13.949
rxn03886	=	2.311
rxn03887	>	-16.554
rxn03888	=	4.738
rxn03889	=	-5.306
rxn03890	>	-31.207
rxn03891	>	-16.396
rxn03892	>	-16.396
rxn03893	>	-17.064
rxn03894	>	-17.064
rxn03895	>	-16.466
rxn03896	=	-1.789
rxn03897	>	-53.003
rxn03898	>	-53.004
rxn03899	>	-31.345
rxn03901	>	-13.833
rxn03903	=	-0.185
rxn03906	>	-60.221
rxn03907	=	-1.888
rxn03908	=	-1.933
rxn03909	=	-5.888
rxn03910	<	482.364
rxn03911	=	2.886
rxn03912	>	-97.781
rxn03913	<	11.195
rxn03914	<	26.171
rxn03915	>	-9.218
rxn03916	=	-2.546
rxn03917	=	0.898
rxn03918	=	-2.365
rxn03919	>	-6.934
rxn03920	=	-1.469
rxn03921	>	-8.657
rxn03922	>	-93.362
rxn03923	<	47.658
rxn03924	=	0.146
rxn03925	>	-116.268
rxn03926	>	-112.739
rxn03927	>	-68.230
rxn03928	<	111.272
rxn03929	<	151.241
rxn03933	=	-3.033
rxn03934	>	-8.896
rxn03935	>	-8.890
rxn03936	>	-56.621
rxn03938	=	0.051
rxn03939	>	-18.949
rxn03941	>	-9.520
rxn03942	=	-5.741
rxn03943	=	-0.141
rxn03944	=	-2.446
rxn03946	=	-2.114
rxn03947	>	-7.215
rxn03948	=	3.152
rxn03951	=	1.956
rxn03952	=	-0.834
rxn03953	=	3.152
rxn03954	=	3.152
rxn03955	=	3.556
rxn03956	=	3.556
rxn03957	=	2.272
rxn03958	=	2.620
rxn03959	=	3.152
rxn03960	=	3.152
rxn03961	=	-0.834
rxn03962	=	-0.834
rxn03963	=	3.152
rxn03964	=	3.153
rxn03966	>	-23.820
rxn03968	>	-24.154
rxn03969	>	-8.563
rxn03970	>	-7.826
rxn03971	>	-7.826
rxn03972	<	10.685
rxn03973	<	10.685
rxn03974	=	3.999
rxn03975	=	3.999
rxn03976	=	1.372
rxn03979	=	4.977
rxn03980	=	4.337
rxn03981	=	4.888
rxn03982	=	4.888
rxn03983	=	4.490
rxn03984	=	4.605
rxn03988	>	-60.630
rxn03989	>	-69.052
rxn03990	>	-46.087
rxn03991	>	-46.088
rxn03992	>	-62.869
rxn03993	>	-64.903
rxn03994	>	-64.672
rxn03995	>	-64.672
rxn03996	>	-97.781
rxn03997	>	-68.299
rxn03998	>	-67.146
rxn04000	>	-7.414
rxn04001	>	-60.140
rxn04002	>	-67.147
rxn04003	>	-77.104
rxn04004	>	-18.520
rxn04005	<	9.756
rxn04006	>	-15.352
rxn04007	>	-15.352
rxn04008	<	12.289
rxn04009	>	-8.718
rxn04010	>	-8.662
rxn04011	>	-11.446
rxn04012	<	9.221
rxn04013	>	-8.638
rxn04014	=	-2.922
rxn04015	=	-2.922
rxn04016	<	9.874
rxn04017	<	9.874
rxn04018	>	-171.046
rxn04019	>	-161.440
rxn04020	=	3.318
rxn04021	=	-2.306
rxn04022	>	-10.874
rxn04023	<	17.269
rxn04024	=	0.179
rxn04025	=	-5.080
rxn04026	=	-6.355
rxn04027	>	-79.456
rxn04028	=	-4.331
rxn04029	>	-101.662
rxn04030	>	-15.301
rxn04032	<	25.392
rxn04033	>	-8.286
rxn04034	<	73.652
rxn04036	>	-8.740
rxn04037	>	-7.799
rxn04038	>	-8.664
rxn04039	=	2.040
rxn04040	=	-4.987
rxn04041	=	-6.295
rxn04042	=	-4.185
rxn04043	=	-3.662
rxn04047	=	1.443
rxn04048	>	-8.377
rxn04049	>	-8.948
rxn04050	<	9.973
rxn04051	=	-5.991
rxn04052	<	21.129
rxn04054	>	-124.879
rxn04056	=	4.890
rxn04057	>	-18.152
rxn04058	>	-6.913
rxn04059	=	0.000
rxn04060	>	-9.936
rxn04061	<	10.744
rxn04063	<	12.269
rxn04064	=	3.234
rxn04065	>	-62.314
rxn04066	=	5.410
rxn04067	<	9.220
rxn04068	=	-4.778
rxn04070	>	-44.743
rxn04071	=	0.212
rxn04073	=	-5.771
rxn04074	<	10.548
rxn04076	<	7.243
rxn04077	>	-109.416
rxn04078	>	-62.497
rxn04079	>	-41.575
rxn04080	>	-41.575
rxn04082	=	-0.201
rxn04084	=	0.868
rxn04085	=	-0.218
rxn04086	<	10.735
rxn04087	=	-0.018
rxn04088	=	-0.020
rxn04089	=	4.833
rxn04090	=	0.054
rxn04092	>	-18.223
rxn04093	>	-15.645
rxn04094	>	-16.981
rxn04095	=	0.174
rxn04096	>	-16.239
rxn04097	<	10.505
rxn04100	=	0.021
rxn04101	=	0.087
rxn04104	>	-62.497
rxn04105	>	-41.575
rxn04106	=	0.081
rxn04107	<	10.751
rxn04108	>	-9.955
rxn04109	>	-17.982
rxn04110	>	-16.624
rxn04111	>	-8.491
rxn04112	=	-1.438
rxn04113	>	-11.619
rxn04114	>	-8.635
rxn04124	>	-15.719
rxn04126	=	-2.838
rxn04127	>	-20.722
rxn04130	=	-3.083
rxn04131	>	-14.097
rxn04132	<	19.510
rxn04133	<	19.510
rxn04134	=	-0.835
rxn04135	>	-62.314
rxn04136	>	-47.237
rxn04137	=	2.701
rxn04139	=	3.569
rxn04140	>	-15.381
rxn04141	=	-0.834
rxn04142	=	-4.619
rxn04143	=	4.966
rxn04144	=	0.000
rxn04147	>	-21.768
rxn04148	>	-75.328
rxn04149	>	-77.693
rxn04152	<	10.741
rxn04153	=	3.310
rxn04154	<	18.149
rxn04159	<	10.013
rxn04161	=	-2.225
rxn04162	>	-9.962
rxn04165	<	10.741
rxn04166	<	10.741
rxn04167	=	3.572
rxn04168	<	10.741
rxn04169	<	10.741
rxn04170	<	10.741
rxn04171	=	3.311
rxn04173	>	-127.790
rxn04174	>	-127.790
rxn04175	>	-145.445
rxn04176	>	-145.445
rxn04177	>	-141.598
rxn04178	>	-147.276
rxn04179	>	-244.953
rxn04180	=	1.078
rxn04181	>	-62.314
rxn04182	>	-62.314
rxn04183	=	-0.197
rxn04184	=	1.078
rxn04185	>	-139.981
rxn04195	=	-0.001
rxn04196	=	-0.001
rxn04208	=	-0.001
rxn04209	=	-0.001
rxn04210	=	-0.001
rxn04211	=	-0.001
rxn04234	>	-8.891
rxn04235	=	0.030
rxn04236	=	-1.789
rxn04237	<	20.722
rxn04238	<	12.818
rxn04246	=	0.000
rxn04247	=	0.000
rxn04262	=	0.030
rxn04264	>	-84.023
rxn04266	>	-65.217
rxn04269	>	-84.023
rxn04270	>	-8.891
rxn04271	>	-8.891
rxn04274	=	1.488
rxn04275	=	1.488
rxn04276	=	2.643
rxn04277	=	-4.530
rxn04278	>	-12.641
rxn04280	>	-18.148
rxn04284	>	-63.387
rxn04290	>	-29.067
rxn04291	=	1.830
rxn04294	=	5.668
rxn04295	=	0.000
rxn04296	=	0.834
rxn04297	=	-5.348
rxn04299	=	-6.213
rxn04301	=	-1.586
rxn04302	=	0.000
rxn04308	>	-28.693
rxn04311	=	-5.013
rxn04312	=	-6.107
rxn04316	=	-4.244
rxn04317	=	5.668
rxn04323	>	-60.848
rxn04324	>	-62.851
rxn04325	>	-62.851
rxn04327	>	-417.565
rxn04330	>	-430.358
rxn04332	>	-434.264
rxn04333	=	0.834
rxn04334	=	0.834
rxn04335	=	0.834
rxn04336	=	0.834
rxn04337	=	5.668
rxn04338	=	5.668
rxn04339	=	5.668
rxn04340	=	5.668
rxn04345	=	-4.244
rxn04346	=	-4.244
rxn04347	=	-4.244
rxn04348	=	-4.244
rxn04349	=	-4.244
rxn04350	=	-4.244
rxn04351	=	-4.244
rxn04352	=	-4.244
rxn04353	=	-4.244
rxn04354	=	-4.244
rxn04355	=	-4.244
rxn04356	=	-4.244
rxn04357	=	-4.244
rxn04358	=	-4.244
rxn04359	=	-4.244
rxn04360	=	-4.244
rxn04361	<	7.641
rxn04362	>	-87.437
rxn04363	=	-0.000
rxn04367	=	-2.781
rxn04368	<	17.769
rxn04369	>	-17.936
rxn04370	>	-17.892
rxn04373	=	-1.789
rxn04376	>	-9.506
rxn04377	>	-9.507
rxn04379	>	-65.683
rxn04381	>	-60.857
rxn04384	=	-4.900
rxn04385	>	-8.683
rxn04386	=	0.436
rxn04387	>	-9.593
rxn04388	>	-9.593
rxn04389	=	-5.633
rxn04390	<	36.743
rxn04391	<	36.735
rxn04392	>	-68.225
rxn04393	>	-106.648
rxn04394	>	-83.887
rxn04395	>	-69.048
rxn04405	>	-8.627
rxn04406	>	-56.665
rxn04407	<	31.278
rxn04411	>	-38.556
rxn04413	=	-6.488
rxn04415	>	-68.325
rxn04416	>	-68.294
rxn04417	>	-17.831
rxn04418	>	-32.056
rxn04419	=	-2.066
rxn04423	=	-0.378
rxn04424	=	-3.553
rxn04425	=	-3.544
rxn04426	>	-67.379
rxn04427	>	-69.079
rxn04428	=	-3.166
rxn04429	=	-1.050
rxn04430	=	-2.144
rxn04431	=	-2.126
rxn04432	=	-2.160
rxn04437	=	-1.864
rxn04442	=	-0.572
rxn04443	=	0.960
rxn04444	>	-15.533
rxn04445	>	-41.303
rxn04446	>	-19.346
rxn04447	=	-0.576
rxn04448	>	-23.618
rxn04453	<	63.245
rxn04454	>	-35.239
rxn04455	>	-34.978
rxn04456	>	-22.653
rxn04457	>	-22.653
rxn04458	>	-68.294
rxn04459	>	-68.276
rxn04462	=	1.131
rxn04463	>	-25.620
rxn04464	>	-6.992
rxn04465	>	-8.807
rxn04466	>	-9.593
rxn04471	=	-0.835
rxn04472	>	-52.749
rxn04473	>	-82.282
rxn04475	=	2.061
rxn04476	=	-2.527
rxn04477	=	0.000
rxn04478	=	1.258
rxn04480	=	6.787
rxn04482	=	-1.294
rxn04483	=	1.156
rxn04485	>	-24.682
rxn04494	=	-4.244
rxn04500	>	-10.666
rxn04501	=	-1.198
rxn04502	=	-4.244
rxn04512	<	10.155
rxn04513	>	-74.786
rxn04516	=	-5.048
rxn04518	>	-7.452
rxn04531	>	-54.013
rxn04537	=	-0.349
rxn04539	=	-6.357
rxn04542	=	-6.011
rxn04543	=	-6.299
rxn04547	=	5.668
rxn04549	=	-4.244
rxn04550	=	-4.244
rxn04559	>	-12.369
rxn04560	=	-6.558
rxn04561	=	0.000
rxn04565	=	0.851
rxn04571	>	-17.601
rxn04572	>	-9.684
rxn04575	=	5.520
rxn04577	=	-2.724
rxn04578	>	-28.404
rxn04579	>	-90.045
rxn04580	>	-98.309
rxn04584	=	-4.798
rxn04585	=	-5.293
rxn04586	>	-11.776
rxn04587	=	5.668
rxn04588	<	62.811
rxn04589	=	2.853
rxn04590	=	5.668
rxn04591	=	5.520
rxn04592	>	-42.269
rxn04593	>	-38.441
rxn04597	>	-56.485
rxn04598	>	-55.433
rxn04599	>	-12.497
rxn04600	>	-12.495
rxn04601	>	-68.235
rxn04602	>	-68.232
rxn04603	>	-66.341
rxn04604	>	-19.040
rxn04607	>	-62.855
rxn04608	<	45.052
rxn04609	=	-2.597
rxn04610	>	-11.375
rxn04611	=	-0.644
rxn04612	=	-1.061
rxn04614	=	-0.437
rxn04615	=	1.049
rxn04616	=	-6.166
rxn04617	=	-5.206
rxn04618	>	-10.410
rxn04619	=	-3.084
rxn04620	=	-3.086
rxn04621	=	-1.966
rxn04622	>	-49.958
rxn04623	>	-26.209
rxn04624	>	-58.661
rxn04626	=	-3.327
rxn04627	=	-3.084
rxn04628	=	-3.084
rxn04629	=	-3.327
rxn04630	=	-1.815
rxn04631	=	-2.245
rxn04632	=	-0.805
rxn04633	>	-10.649
rxn04634	>	-10.357
rxn04635	=	-3.343
rxn04636	=	-0.717
rxn04639	<	11.974
rxn04641	=	-3.343
rxn04642	=	-3.408
rxn04643	>	-11.261
rxn04644	=	-3.343
rxn04645	>	-8.766
rxn04646	>	-61.179
rxn04647	>	-20.136
rxn04648	>	-55.673
rxn04649	=	-4.169
rxn04650	=	6.650
rxn04651	=	2.223
rxn04653	=	-2.864
rxn04654	>	-79.824
rxn04657	=	4.136
rxn04658	=	-3.487
rxn04659	=	-0.191
rxn04660	=	-6.620
rxn04661	=	2.634
rxn04662	=	1.317
rxn04663	=	3.479
rxn04666	>	-68.229
rxn04670	>	-23.944
rxn04671	>	-55.809
rxn04672	>	-13.408
rxn04674	>	-9.699
rxn04675	>	-17.936
rxn04676	=	0.225
rxn04677	=	-3.852
rxn04678	=	0.999
rxn04680	=	-6.698
rxn04681	=	-3.209
rxn04682	=	-3.446
rxn04683	=	-5.859
rxn04684	=	-6.883
rxn04692	>	-61.987
rxn04693	>	-60.140
rxn04694	=	0.056
rxn04695	>	-75.848
rxn04696	>	-123.805
rxn04697	>	-61.986
rxn04699	>	-60.855
rxn04700	=	2.819
rxn04701	>	-75.812
rxn04702	>	-7.226
rxn04703	=	-4.185
rxn04704	=	-3.281
rxn04705	<	9.971
rxn04706	=	0.174
rxn04710	=	6.700
rxn04712	=	-5.592
rxn04713	=	-0.687
rxn04715	=	1.488
rxn04717	=	-4.974
rxn04718	>	-52.243
rxn04719	>	-17.792
rxn04720	>	-93.374
rxn04721	<	26.438
rxn04722	=	-1.402
rxn04723	>	-8.841
rxn04724	>	-60.209
rxn04725	>	-60.139
rxn04726	=	3.556
rxn04727	>	-8.891
rxn04728	>	-52.243
rxn04730	>	-93.773
rxn04731	<	26.507
rxn04732	=	-0.947
rxn04733	>	-35.325
rxn04734	=	-6.265
rxn04735	>	-60.139
rxn04736	=	3.556
rxn04737	>	-8.891
rxn04739	>	-52.243
rxn04740	>	-17.795
rxn04741	>	-93.370
rxn04742	<	26.299
rxn04743	=	-1.444
rxn04744	>	-8.740
rxn04745	>	-60.215
rxn04746	>	-52.243
rxn04748	>	-60.209
rxn04749	>	-12.455
rxn04750	=	3.152
rxn04751	=	0.174
rxn04752	<	8.213
rxn04753	=	-2.441
rxn04754	>	-63.055
rxn04755	>	-49.507
rxn04756	>	-49.507
rxn04757	=	0.000
rxn04758	=	0.000
rxn04759	=	0.000
rxn04760	=	0.000
rxn04761	=	0.000
rxn04762	>	-73.783
rxn04763	>	-12.493
rxn04766	>	-34.999
rxn04769	>	-48.917
rxn04771	>	-58.962
rxn04772	<	48.917
rxn04774	>	-48.917
rxn04776	<	70.337
rxn04777	<	69.315
rxn04778	<	56.685
rxn04779	<	143.886
rxn04780	<	56.896
rxn04781	<	72.657
rxn04782	=	-5.859
rxn04783	=	-0.477
rxn04784	=	0.977
rxn04785	=	-1.166
rxn04786	=	-5.960
rxn04787	=	-5.009
rxn04788	<	8.961
rxn04789	>	-9.217
rxn04791	=	1.704
