rxn_id,operator,dg,dge
rxn03427,=,1.32,0.32
rxn03428,=,3.92,0.71
rxn03429,=,-3.55,0.78
rxn03430,=,0.43,0.55
rxn03432,=,5.2,0.14
rxn03433,>,-2.89,0.24
rxn03435,=,4.57,0.09
rxn03436,=,2.07,0.24
rxn03437,>,-12.07,0.27
rxn03439,>,-14.18,0.35
rxn03440,>,-4.03,0.51
rxn03441,<,5.11,0.36
rxn03442,>,-8.94,0.51
rxn03443,<,15.32,0.45
rxn03444,<,15.32,0.45
rxn03445,=,1.39,0.16
rxn03446,>,-2.91,0.02
rxn03447,>,-7.59,0.19
rxn03452,>,-25.8,0.85
rxn03453,>,-107.13,0.54
rxn03454,>,-107.13,0.54
rxn03455,=,-6.18,0.03
rxn03456,=,1.69,0.22
rxn03458,<,6.37,0.63
rxn03468,=,-7.17,0.38
rxn03469,<,23.39,1.05
rxn03470,>,-36.16,1.04
rxn03471,>,-36.22,1.54
rxn03472,>,-23.12,0.8
rxn03473,=,6.17,0.47
rxn03474,=,-5.03,0.7
rxn03475,>,-99.28,0.78
rxn03476,>,-77.89,0.39
rxn03477,=,0.59,0.59
rxn03478,>,-13.45,0.51
rxn03479,<,8.8,0.73
rxn03481,=,9.49,0.5
rxn03482,<,10.96,0.47
rxn03483,>,-19.87,0.37
rxn03484,>,-17.74,0.52
rxn03485,=,1.89,0.57
rxn03486,<,9.14,0.41
rxn03487,=,-1.11,0.12
rxn03488,=,-1.11,0.12
rxn03489,=,10.8,0.3
rxn03490,>,-83.57,0.59
rxn03491,>,-4.18,1.58
rxn03492,=,-6.84,0.81
rxn03493,>,-152.73,0.89
rxn03494,>,-103.18,0.74
rxn03495,>,-121.05,0.79
rxn03496,>,-73.26,0.47
rxn03497,>,-103.76,0.68
rxn03498,>,-97.6,0.29
rxn03499,>,-93.85,0.32
rxn03500,>,-23.12,0.8
rxn03501,<,82.74,0.7
rxn03502,=,2.88,0.39
rxn03504,=,-0.95,0.3
rxn03505,=,13.04,0.4
rxn03506,=,6.58,0.22
rxn03507,=,-4.35,0.42
rxn03508,<,10.81,0.38
rxn03510,>,-16.26,0.57
rxn03511,=,-1.48,0.17
rxn03512,<,24.86,1.53
rxn03513,>,-43.71,1.34
rxn03514,<,42.62,1.33
rxn03515,<,42.62,1.33
rxn03519,<,13.73,1.03
rxn03520,<,13.73,1.03
rxn03521,<,13.73,1.03
rxn03522,<,13.73,1.03
rxn03523,=,-0.37,0.41
rxn03524,=,-0.37,0.41
rxn03525,<,109.72,0.58
rxn03526,=,0.99,0.88
rxn03527,>,-23.12,0.8
rxn03528,>,-23.12,0.8
rxn03529,>,-23.12,0.8
rxn03530,<,109.72,0.58
rxn03531,=,0.99,0.88
rxn03532,>,-51.24,0.89
rxn03533,>,-51.24,0.89
rxn03534,<,53.95,0.94
rxn03535,>,-125.15,0.03
rxn03536,=,-2.85,0.2
rxn03537,<,58.41,1.8
rxn03538,<,88.09,1.85
rxn03539,<,88.09,1.85
rxn03540,>,-23.52,0.85
rxn03541,=,-0.7,0.72
rxn03542,>,-4.59,0.61
rxn03543,<,-4.59,0.61
rxn03544,<,108.29,0.36
rxn03545,=,0.37,0.3
rxn03546,=,2.3,0.03
rxn03547,=,4.98,0.03
rxn03548,=,4.98,0.03
rxn03549,=,4.98,0.03
rxn03550,=,-11.1,0.32
rxn03551,>,-15.52,0.37
rxn03552,>,-16.9,0.31
rxn03553,>,-16.9,0.31
rxn03554,=,2.96,0.86
rxn03555,=,16.14,0.77
rxn03556,=,2.96,0.86
rxn03557,<,38.28,1.11
rxn03558,=,-1.91,0.89
rxn03559,>,-77.28,0.92
rxn03560,>,-84.76,0.63
rxn03561,>,-80.52,0.74
rxn03562,>,-113.06,0.69
rxn03563,>,-83.15,0.36
rxn03564,<,80.9,0.54
rxn03565,=,0.0,0.36
rxn03566,<,26.79,0.32
rxn03567,<,30.08,0.9
rxn03568,<,29.5,0.9
rxn03569,>,-121.54,0.77
rxn03570,>,-120.2,0.74
rxn03571,<,100.7,1.03
rxn03572,<,100.7,1.03
rxn03573,>,-59.64,0.8
rxn03574,>,-59.05,0.8
rxn03575,>,-59.64,0.8
rxn03576,>,-59.05,0.8
rxn03577,>,-66.91,0.5
rxn03578,>,-93.98,0.38
rxn03579,>,-93.98,0.38
rxn03580,<,11.94,0.31
rxn03581,=,-7.41,0.39
rxn03582,>,-95.45,0.39
rxn03583,=,4.98,0.03
rxn03584,=,-11.39,0.32
rxn03585,<,121.92,0.32
rxn03586,>,-65.0,0.38
rxn03587,<,23.97,0.88
rxn03588,=,0.02,0.28
rxn03589,>,-50.26,0.61
rxn03590,>,-126.02,0.86
rxn03591,>,-56.91,0.56
rxn03592,<,60.61,0.55
rxn03593,>,-93.98,0.38
rxn03594,=,4.98,0.03
rxn03595,=,2.88,0.03
rxn03596,<,18.88,0.28
rxn03598,=,-2.5,0.12
rxn03599,=,4.93,0.27
rxn03600,>,-93.98,0.38
rxn03601,>,-11.68,0.32
rxn03602,>,-85.93,0.72
rxn03603,>,-85.34,0.72
rxn03604,<,20.95,0.82
rxn03605,<,20.36,0.82
rxn03606,>,-108.59,0.69
rxn03607,>,-116.32,0.64
rxn03608,=,-5.79,0.34
rxn03609,<,10.91,0.42
rxn03610,=,-5.0,0.3
rxn03611,>,-127.03,0.67
rxn03612,>,-4.24,0.56
rxn03613,>,-126.86,0.66
rxn03614,>,-103.65,0.35
rxn03615,=,12.54,0.71
rxn03617,=,3.14,0.15
rxn03618,<,10.6,0.31
rxn03619,<,48.15,1.08
rxn03620,<,22.5,0.79
rxn03621,<,21.72,0.76
rxn03622,=,9.95,0.19
rxn03623,<,37.99,0.85
rxn03624,<,29.76,0.73
rxn03625,<,19.74,0.78
rxn03626,=,5.96,0.24
rxn03627,>,-43.79,0.57
rxn03630,>,-158.98,0.51
rxn03631,>,-109.81,0.55
rxn03632,>,-110.96,0.48
rxn03633,>,-26.63,0.96
rxn03634,<,9.58,0.32
rxn03635,=,-6.35,0.33
rxn03636,=,-0.56,0.2
rxn03637,=,21.6,1.03
rxn03638,>,-5.71,0.32
rxn03639,>,-20.94,0.04
rxn03640,>,-20.49,0.58
rxn03641,=,0.12,0.02
rxn03642,>,-12.27,0.42
rxn03643,=,-6.6,0.03
rxn03644,=,-3.65,0.03
rxn03645,=,-3.65,0.03
rxn03646,=,-3.73,0.8
rxn03649,=,4.99,0.14
rxn03650,=,6.31,0.31
rxn03651,=,-3.61,0.59
rxn03652,=,-4.19,0.59
rxn03653,=,-8.13,0.76
rxn03654,=,-3.03,0.35
rxn03655,<,22.02,0.91
rxn03656,<,22.02,0.91
rxn03657,=,0.06,0.29
rxn03658,=,-5.17,0.18
rxn03659,<,10.68,0.66
rxn03660,>,-15.05,0.62
rxn03661,>,-16.92,0.64
rxn03662,=,-1.97,0.5
rxn03663,=,4.37,0.55
rxn03664,=,4.37,0.55
rxn03665,=,-1.05,0.57
rxn03666,>,-12.27,0.63
rxn03667,=,-6.43,0.44
rxn03668,<,16.49,0.42
rxn03669,<,18.7,0.38
rxn03670,=,9.12,0.71
rxn03671,=,15.77,0.44
rxn03672,<,15.77,0.44
rxn03673,<,15.77,0.44
rxn03674,>,-6.73,0.04
rxn03675,>,-5.64,0.36
rxn03676,=,2.25,0.26
rxn03677,<,4.46,0.35
rxn03678,=,-0.43,0.45
rxn03680,>,-9.07,0.69
rxn03681,>,-23.84,0.7
rxn03682,=,0.7,0.52
rxn03683,=,5.59,0.85
rxn03684,<,24.92,0.52
rxn03685,=,2.04,0.74
rxn03686,=,2.1,0.77
rxn03687,=,12.66,1.55
rxn03688,>,-7.28,0.79
rxn03689,>,-7.28,0.79
rxn03690,=,0.0,0.02
rxn03691,<,19.2,0.78
rxn03692,<,19.2,0.78
rxn03693,>,-24.01,1.28
rxn03694,<,22.73,1.1
rxn03695,<,14.39,0.71
rxn03698,<,29.22,1.07
rxn03699,<,21.93,0.86
rxn03700,=,4.27,0.49
rxn03701,>,-51.59,0.66
rxn03702,=,1.62,0.3
rxn03703,=,0.46,0.36
rxn03704,>,-111.97,0.75
rxn03705,>,-102.75,0.72
rxn03706,>,-119.22,0.62
rxn03707,>,-137.34,1.09
rxn03708,>,-139.5,0.72
rxn03709,>,-139.01,1.29
rxn03710,>,-101.67,0.84
rxn03711,>,-88.71,0.95
rxn03712,>,-92.46,0.87
rxn03713,>,-129.17,0.73
rxn03714,>,-90.15,0.88
rxn03715,>,-82.89,0.92
rxn03716,>,-118.09,0.54
rxn03717,>,-88.4,0.84
rxn03718,>,-88.4,0.84
rxn03719,>,-103.96,0.38
rxn03720,>,-50.35,0.66
rxn03721,>,-16.75,0.58
rxn03722,=,-16.75,0.58
rxn03723,=,-16.75,0.58
rxn03724,>,-8.22,0.42
rxn03725,=,-8.22,0.42
rxn03726,=,-8.22,0.42
rxn03727,>,-83.51,0.47
rxn03728,>,-87.87,0.66
rxn03729,>,-84.66,0.92
rxn03730,>,-104.72,1.0
rxn03731,>,-96.09,0.61
rxn03732,>,-103.56,1.0
rxn03733,>,-94.92,0.61
rxn03734,>,-100.98,1.14
rxn03735,>,-86.54,0.79
rxn03736,>,-85.37,0.79
rxn03737,>,-94.29,0.65
rxn03738,>,-93.12,0.65
rxn03739,>,-37.92,0.77
rxn03740,>,-94.61,0.65
rxn03741,>,-77.64,0.44
rxn03742,>,-93.65,0.39
rxn03743,>,-93.98,0.38
rxn03744,>,-105.88,0.77
rxn03745,=,13.23,0.69
rxn03746,>,-116.82,0.89
rxn03747,>,-117.59,0.91
rxn03748,>,-85.62,0.36
rxn03749,>,-117.49,0.89
rxn03750,>,-92.57,0.18
rxn03751,=,4.07,0.42
rxn03752,=,-1.19,0.14
rxn03753,>,-11.94,0.23
rxn03754,<,47.81,0.56
rxn03755,<,41.32,0.56
rxn03756,>,-107.4,0.36
rxn03758,=,3.96,1.01
rxn03762,>,-40.34,0.16
rxn03763,>,-105.79,0.22
rxn03764,>,-1.78,0.44
rxn03765,>,-112.92,0.34
rxn03766,>,-119.32,0.55
rxn03772,>,-57.7,0.56
rxn03773,<,10.41,0.28
rxn03774,=,15.38,0.28
rxn03775,>,-13.28,0.73
rxn03779,=,-10.89,1.05
rxn03780,<,26.16,0.99
rxn03781,>,-16.23,0.58
rxn03782,>,-87.7,0.55
rxn03783,>,-93.72,0.27
rxn03784,>,-93.72,0.27
rxn03785,>,-73.84,0.81
rxn03786,>,-104.34,0.43
rxn03787,=,9.07,0.35
rxn03789,<,14.73,0.25
rxn03790,=,9.04,0.25
rxn03791,<,11.11,0.25
rxn03792,<,10.11,0.25
rxn03793,<,16.16,0.25
rxn03794,<,17.16,0.25
rxn03795,<,18.09,0.58
rxn03796,=,-3.0,0.48
rxn03797,=,1.46,0.03
rxn03798,=,0.06,0.16
rxn03799,=,-9.09,0.52
rxn03800,>,-11.43,0.42
rxn03801,>,-13.8,0.55
rxn03802,>,-13.8,0.55
rxn03803,>,-13.8,0.55
rxn03804,=,-6.01,0.3
rxn03805,<,6.56,0.35
rxn03806,=,-1.52,0.38
rxn03807,>,-13.06,0.32
rxn03808,>,-78.73,0.41
rxn03809,=,-10.02,0.71
rxn03810,>,-96.27,0.39
rxn03811,>,-96.27,0.39
rxn03812,>,-96.27,0.39
rxn03813,>,-96.27,0.39
rxn03814,=,7.62,1.44
rxn03815,<,7.62,1.44
rxn03816,=,1.39,0.25
rxn03817,=,1.39,0.25
rxn03818,<,1.39,0.25
rxn03819,=,-6.06,0.29
rxn03820,>,-14.6,0.2
rxn03821,=,-10.02,0.71
rxn03822,=,11.47,0.86
rxn03823,<,19.96,0.94
rxn03824,=,14.22,0.83
rxn03825,<,30.86,0.93
rxn03826,=,30.86,0.93
rxn03827,<,28.61,0.5
rxn03828,<,28.61,0.5
rxn03829,<,130.92,0.47
rxn03830,>,-61.93,0.45
rxn03831,>,-66.5,0.42
rxn03832,>,-17.67,0.79
rxn03833,<,18.0,0.68
rxn03834,<,18.0,0.68
rxn03835,=,8.51,0.56
rxn03836,>,-7.64,0.49
rxn03837,>,-116.85,0.66
rxn03838,=,-2.17,0.03
rxn03839,=,-1.6,0.58
rxn03840,=,-1.16,0.03
rxn03841,>,-16.45,0.72
rxn03842,=,-1.41,0.33
rxn03843,>,-23.23,0.88
rxn03844,>,-23.23,0.88
rxn03845,<,11.27,0.77
rxn03846,<,16.97,0.77
rxn03847,>,-41.83,0.92
rxn03848,>,-9.13,0.32
rxn03849,=,6.58,0.22
rxn03850,>,-70.56,0.71
rxn03851,>,-65.99,0.6
rxn03852,=,-7.89,0.36
rxn03853,>,-66.35,0.6
rxn03854,>,-70.92,0.71
rxn03855,<,17.61,0.69
rxn03856,=,9.73,0.28
rxn03857,<,9.73,0.28
rxn03858,=,5.5,0.86
rxn03859,=,3.33,0.57
rxn03860,=,-0.58,0.52
rxn03861,=,2.07,0.16
rxn03863,=,6.33,0.34
rxn03864,=,5.38,0.61
rxn03865,<,4.72,0.16
rxn03866,=,-2.55,0.19
rxn03867,<,4.67,0.51
rxn03868,=,-4.46,0.33
rxn03869,>,-7.76,0.5
rxn03870,=,0.82,0.36
rxn03871,=,-4.98,0.57
rxn03872,=,-5.03,0.57
rxn03873,<,14.1,0.47
rxn03874,=,1.03,0.16
rxn03875,<,8.57,0.54
rxn03876,=,0.02,0.03
rxn03877,>,-19.4,0.4
rxn03878,<,20.9,0.56
rxn03879,<,18.79,0.52
rxn03880,<,2.54,0.16
rxn03881,<,22.78,0.52
rxn03882,=,3.74,0.46
rxn03883,=,4.35,0.04
rxn03884,=,3.71,0.03
rxn03885,>,-10.18,0.14
rxn03886,=,6.78,0.12
rxn03887,>,-11.5,0.23
rxn03888,>,-16.65,0.75
rxn03889,>,-15.01,0.48
rxn03890,>,-15.01,0.48
rxn03891,>,-22.44,0.76
rxn03892,>,-22.44,0.76
rxn03893,>,-21.92,0.5
rxn03894,>,-21.92,0.5
rxn03895,=,3.24,0.93
rxn03896,=,-7.33,0.25
rxn03897,>,-89.54,0.73
rxn03898,>,-88.95,0.73
rxn03899,>,-52.84,0.04
rxn03900,>,-7.57,0.28
rxn03901,>,-5.84,0.02
rxn03902,=,-5.84,0.02
rxn03903,=,3.98,3.24
rxn03904,=,3.98,3.24
rxn03906,>,-86.13,0.29
rxn03907,=,-0.28,0.03
rxn03908,>,-6.9,0.15
rxn03909,>,-10.84,0.13
rxn03910,=,7.3,0.19
rxn03911,=,1.26,0.75
rxn03912,>,-313.73,0.8
rxn03913,=,10.77,1.18
rxn03914,=,0.9,0.59
rxn03915,=,-10.7,0.36
rxn03916,=,7.33,0.38
rxn03917,=,2.65,0.2
rxn03918,=,-3.92,0.23
rxn03919,>,-3.84,0.37
rxn03920,<,17.72,0.52
rxn03921,>,-13.14,0.36
rxn03922,>,-103.34,0.87
rxn03923,>,-57.88,0.51
rxn03924,=,1.61,0.19
rxn03925,>,-107.2,1.6
rxn03926,>,-97.91,0.88
rxn03927,>,-92.55,0.33
rxn03928,<,5.36,0.75
rxn03929,<,10.91,0.35
rxn03931,<,10.91,0.35
rxn03933,=,-4.69,0.34
rxn03934,=,-9.0,0.39
rxn03935,>,-11.68,0.32
rxn03936,>,-84.69,0.72
rxn03938,=,-0.24,0.34
rxn03939,>,-0.24,0.34
rxn03942,>,-8.71,0.35
rxn03943,=,-3.92,0.75
rxn03944,=,-2.07,0.79
rxn03946,>,-22.47,0.82
rxn03947,=,0.92,0.35
rxn03948,=,5.41,0.23
rxn03951,=,4.4,0.14
rxn03952,=,0.81,0.19
rxn03953,=,1.98,0.13
rxn03954,=,1.4,0.13
rxn03955,=,5.61,0.13
rxn03956,=,5.02,0.13
rxn03957,=,4.91,0.27
rxn03958,=,2.1,0.21
rxn03959,=,4.13,0.13
rxn03960,=,2.85,0.16
rxn03961,=,5.38,0.21
rxn03962,=,5.72,0.19
rxn03963,=,5.16,0.09
rxn03964,=,4.57,0.09
rxn03965,<,4.57,0.09
rxn03966,>,-24.92,0.18
rxn03967,=,-24.92,0.18
rxn03968,>,-28.69,0.04
rxn03969,=,-10.96,0.32
rxn03970,=,5.09,0.3
rxn03971,=,4.51,0.3
rxn03972,=,-2.99,0.52
rxn03973,=,-6.77,0.88
rxn03974,=,5.54,0.03
rxn03975,=,4.96,0.03
rxn03976,=,4.43,0.03
rxn03977,=,4.43,0.03
rxn03979,=,2.84,0.27
rxn03980,<,4.26,0.03
rxn03981,=,3.49,0.81
rxn03982,=,2.91,0.81
rxn03983,=,6.29,0.04
rxn03984,>,-21.84,0.58
rxn03987,>,-21.84,0.58
rxn03988,>,-106.61,0.22
rxn03989,>,-127.23,0.4
rxn03990,>,-117.04,0.09
rxn03991,>,-116.45,0.09
rxn03992,>,-93.09,0.56
rxn03993,>,-133.53,0.7
rxn03994,>,-93.3,0.76
rxn03995,>,-93.3,0.76
rxn03996,>,-313.73,0.8
rxn03997,>,-79.27,0.43
rxn03998,>,-105.56,0.65
rxn03999,>,-105.56,0.65
rxn04000,>,-8.59,0.04
rxn04001,>,-95.86,0.36
rxn04002,>,-104.97,0.65
rxn04003,>,-114.25,0.61
rxn04004,>,-218.39,0.49
rxn04005,>,-38.97,0.55
rxn04006,>,-16.14,0.55
rxn04007,>,-16.14,0.55
rxn04008,>,-34.84,0.83
rxn04009,=,-0.75,0.89
rxn04010,>,-11.17,0.72
rxn04011,>,-9.63,0.13
rxn04012,=,5.0,0.74
rxn04013,=,4.46,0.87
rxn04014,=,4.88,0.33
rxn04015,=,3.6,0.31
rxn04016,=,-2.36,0.89
rxn04017,=,1.28,0.83
rxn04018,>,-30.06,0.81
rxn04019,>,-24.15,0.89
rxn04020,<,4.49,0.26
rxn04021,=,-6.11,0.34
rxn04022,>,-12.62,0.47
rxn04023,>,-19.53,0.84
rxn04024,<,17.52,0.52
rxn04025,>,-5.15,0.41
rxn04026,>,-4.68,0.13
rxn04027,<,41.7,0.52
rxn04028,=,-7.35,1.73
rxn04029,>,-98.29,0.35
rxn04030,>,-17.6,1.06
rxn04031,<,5.28,0.37
rxn04032,=,-8.23,0.61
rxn04033,>,-3.7,0.4
rxn04034,<,3.52,0.32
rxn04036,=,-1.0,0.16
rxn04037,>,-3.92,0.46
rxn04038,>,-2.82,0.3
rxn04039,<,9.6,1.17
rxn04040,>,-7.62,0.18
rxn04041,>,-10.42,0.22
rxn04042,=,-2.79,0.02
rxn04043,=,-3.13,0.02
rxn04045,=,0.74,0.25
rxn04046,=,0.74,0.25
rxn04047,<,21.97,1.26
rxn04048,<,14.19,1.52
rxn04049,>,-10.6,1.04
rxn04050,<,9.38,0.8
rxn04051,>,-3.21,1.58
rxn04052,<,22.18,1.58
rxn04053,<,22.18,1.58
rxn04054,>,-109.2,0.17
rxn04055,>,-109.2,0.17
rxn04056,=,5.81,0.13
rxn04057,=,-3.77,0.45
rxn04058,=,9.76,0.72
rxn04059,=,0.01,0.28
rxn04060,=,2.22,0.88
rxn04061,>,-94.77,0.84
rxn04062,>,-19.97,0.86
rxn04063,<,12.76,0.76
rxn04064,=,5.53,0.03
rxn04065,>,-94.84,0.3
rxn04066,>,-101.36,0.48
rxn04067,=,-3.33,0.81
rxn04068,=,-0.18,0.29
rxn04069,<,17.61,0.72
rxn04070,>,-51.92,0.69
rxn04071,=,0.27,0.04
rxn04072,=,0.27,0.04
rxn04073,>,-2.66,0.18
rxn04074,<,8.3,0.75
rxn04075,=,8.3,0.75
rxn04076,>,-10.19,0.7
rxn04077,>,-25.52,0.76
rxn04078,=,5.33,0.99
rxn04079,=,3.16,0.5
rxn04080,=,3.15,0.64
rxn04081,>,-56.19,0.91
rxn04082,=,-0.11,0.03
rxn04083,<,29.23,1.19
rxn04086,>,-90.61,0.27
rxn04087,<,23.35,0.64
rxn04088,>,-106.48,0.63
rxn04089,=,-2.2,0.77
rxn04092,>,-22.83,0.04
rxn04093,>,-22.8,0.27
rxn04094,>,-26.5,0.68
rxn04095,<,10.91,0.42
rxn04096,=,-5.79,0.34
rxn04097,>,-82.67,0.74
rxn04101,=,-1.2,0.17
rxn04104,=,4.5,0.99
rxn04105,=,4.8,0.63
rxn04106,>,-17.03,0.79
rxn04107,>,-87.86,0.74
rxn04108,=,-4.08,0.69
rxn04109,=,-2.01,1.02
rxn04110,>,-14.23,1.11
rxn04111,=,8.75,1.22
rxn04112,>,-13.24,0.69
rxn04113,=,-14.15,0.85
rxn04114,>,-22.48,0.82
rxn04130,=,-8.06,0.24
rxn04131,>,-15.63,0.4
rxn04132,>,-12.09,0.54
rxn04133,>,-12.09,0.54
rxn04134,=,9.19,0.55
rxn04135,>,-95.03,0.33
rxn04136,>,-23.35,0.79
rxn04137,=,5.73,0.14
rxn04139,>,-105.12,0.82
rxn04140,>,-18.86,0.05
rxn04141,=,-1.78,0.26
rxn04142,=,0.18,0.15
rxn04143,=,6.08,0.26
rxn04147,>,-43.02,1.28
rxn04148,>,-106.55,2.31
rxn04149,>,-108.26,2.31
rxn04150,<,8.19,0.51
rxn04151,<,37.87,1.06
rxn04152,>,-92.03,0.22
rxn04153,>,-107.92,0.44
rxn04154,>,-122.65,1.06
rxn04155,>,-122.65,1.06
rxn04156,>,-122.65,1.06
rxn04157,>,-122.65,1.06
rxn04158,<,11.53,0.47
rxn04159,=,-3.57,0.47
rxn04161,>,-6.3,0.94
rxn04162,=,-2.21,1.01
rxn04164,<,11.53,0.47
rxn04165,>,-94.53,0.91
rxn04166,>,-105.78,0.35
rxn04167,>,-111.65,0.65
rxn04168,>,-95.32,0.48
rxn04169,>,-104.68,0.42
rxn04170,>,-94.91,0.56
rxn04171,>,-115.69,0.48
rxn04173,>,-25.14,0.9
rxn04174,>,-24.89,0.9
rxn04175,>,-21.08,0.93
rxn04176,>,-21.4,0.93
rxn04177,>,-24.53,0.98
rxn04178,>,-22.44,1.03
rxn04179,>,-39.21,1.68
rxn04180,=,0.28,0.73
rxn04181,>,-94.2,0.32
rxn04182,>,-94.09,0.33
rxn04183,<,13.2,0.46
rxn04184,=,9.42,0.75
rxn04185,=,-4.29,1.56
rxn04186,>,-13.22,1.0
rxn04195,>,-108.51,0.35
rxn04196,>,-119.04,0.38
rxn04198,>,-11.16,0.13
rxn04208,>,-110.89,0.4
rxn04209,>,-110.46,0.67
rxn04210,>,-109.96,0.16
rxn04211,>,-107.71,0.34
rxn04215,>,-31.54,0.61
rxn04216,>,-34.66,0.61
rxn04217,>,-35.28,0.64
rxn04218,>,-30.04,0.79
rxn04219,>,-17.94,0.61
rxn04222,>,-17.94,0.61
rxn04224,>,-94.48,0.54
rxn04227,>,-105.78,0.35
rxn04228,>,-11.1,0.35
rxn04229,>,-11.1,0.35
rxn04230,=,-2.93,0.34
rxn04234,=,0.11,0.34
rxn04235,=,-6.83,0.39
rxn04236,=,-8.76,0.39
rxn04237,<,17.37,0.55
rxn04238,=,-4.91,0.27
rxn04240,>,-6.5,0.55
rxn04241,>,-7.32,0.55
rxn04242,=,3.15,0.27
rxn04243,=,3.15,0.27
rxn04244,=,3.98,0.27
rxn04245,=,3.98,0.27
rxn04246,=,0.0,0.02
rxn04247,=,0.0,0.02
rxn04248,=,3.98,0.27
rxn04249,=,3.98,0.27
rxn04250,=,3.15,0.27
rxn04251,=,3.15,0.27
rxn04252,>,-94.3,0.34
rxn04253,>,-94.3,0.34
rxn04254,>,-93.63,0.34
rxn04255,>,-91.02,0.33
rxn04256,>,-5.81,0.26
rxn04257,=,0.8,0.36
rxn04258,=,0.8,0.36
rxn04259,=,-1.82,0.34
rxn04260,>,-15.16,0.45
rxn04261,>,-15.41,0.48
rxn04262,=,-0.14,0.48
rxn04264,>,-79.4,0.59
rxn04265,=,3.98,0.27
rxn04266,>,-87.63,0.45
rxn04267,>,-87.63,0.45
rxn04268,>,-7.72,0.7
rxn04269,>,-81.2,0.81
rxn04270,=,-2.09,0.44
rxn04271,=,-0.02,0.44
rxn04272,=,-0.02,0.44
rxn04273,=,-0.02,0.44
rxn04274,<,11.98,0.66
rxn04275,<,12.69,0.65
rxn04276,=,1.49,0.45
rxn04277,=,1.86,0.41
rxn04278,>,-7.12,0.36
rxn04279,=,-7.12,0.36
rxn04280,=,-3.67,0.48
rxn04281,<,3.36,0.73
rxn04282,<,3.36,0.73
rxn04283,>,-8.05,0.8
rxn04284,<,14.84,0.63
rxn04285,=,0.58,0.25
rxn04287,=,0.58,0.25
rxn04288,=,1.69,0.2
rxn04290,>,-13.44,0.32
rxn04291,=,-4.02,0.16
rxn04292,=,-2.28,0.23
rxn04293,=,-2.28,0.23
rxn04294,>,-10.33,0.72
rxn04295,=,0.88,0.21
rxn04296,=,-4.67,0.29
rxn04297,=,2.33,0.73
rxn04298,=,-3.97,0.27
rxn04299,=,-4.05,0.35
rxn04300,=,-0.99,0.3
rxn04301,=,7.61,1.44
rxn04302,=,0.58,0.24
rxn04303,<,14.25,0.33
rxn04304,<,14.25,0.33
rxn04305,<,33.25,0.71
rxn04307,<,11.88,0.29
rxn04308,>,-185.27,6.1
rxn04309,>,-185.27,6.1
rxn04310,>,-185.27,6.1
rxn04311,=,-8.96,0.44
rxn04312,>,-9.42,0.26
rxn04313,=,-8.9,0.39
rxn04314,>,-80.37,1.37
rxn04315,>,-192.93,0.37
rxn04316,=,-6.47,0.43
rxn04317,>,-9.34,0.72
rxn04318,>,-11.98,0.44
rxn04319,>,-11.98,0.44
rxn04320,>,-11.98,0.44
rxn04321,>,-11.61,0.3
rxn04322,>,-11.69,0.3
rxn04323,>,-96.35,0.52
rxn04324,>,-95.57,0.5
rxn04325,>,-95.57,0.5
rxn04326,>,-100.95,0.7
rxn04327,>,-26.71,1.9
rxn04328,>,-100.61,0.62
rxn04329,>,-100.61,0.62
rxn04330,>,-33.5,1.98
rxn04331,>,-100.61,0.62
rxn04332,>,-32.59,2.0
rxn04333,=,-10.08,0.57
rxn04334,=,-10.08,0.57
rxn04335,=,-10.08,0.57
rxn04336,=,-10.08,0.57
rxn04337,>,-11.97,1.11
rxn04338,>,-12.31,1.06
rxn04339,>,-8.99,0.87
rxn04340,>,-12.65,1.14
rxn04341,>,-12.65,1.14
rxn04342,>,-12.65,1.14
rxn04343,>,-12.65,1.14
rxn04344,>,-12.65,1.14
rxn04345,>,-10.02,1.0
rxn04346,=,-5.49,0.31
rxn04347,=,-7.75,0.64
rxn04348,=,-2.87,0.77
rxn04349,>,-10.36,0.95
rxn04350,=,-2.87,0.77
rxn04351,=,-7.75,0.64
rxn04352,=,-2.87,0.77
rxn04353,=,-2.31,0.98
rxn04354,=,-5.49,0.31
rxn04355,=,-5.63,0.99
rxn04356,=,-2.87,0.78
rxn04357,=,-7.58,1.04
rxn04358,=,-5.49,0.31
rxn04359,=,-4.62,0.65
rxn04360,=,-2.87,0.78
rxn04361,=,-2.87,0.78
rxn04362,>,-77.1,0.57
rxn04363,=,-5.47,1.1
rxn04367,=,-9.02,0.48
rxn04368,<,62.56,0.69
rxn04369,<,62.56,0.69
rxn04370,<,62.56,0.69
rxn04373,=,-2.07,0.48
rxn04374,=,-2.07,0.48
rxn04376,>,-2.99,0.02
rxn04377,>,-2.99,0.02
rxn04379,>,-28.42,1.24
rxn04380,>,-28.42,1.24
rxn04384,>,-6.12,0.72
rxn04385,>,-6.32,0.27
rxn04386,=,-3.48,0.15
rxn04387,>,-22.84,0.21
rxn04388,>,-22.84,0.21
rxn04389,>,-24.97,0.51
rxn04390,>,-24.99,0.51
rxn04391,>,-25.02,0.51
rxn04392,>,-76.78,0.54
rxn04393,>,-77.43,0.43
rxn04394,>,-88.26,1.05
rxn04395,>,-127.23,0.4
rxn04396,>,-127.23,0.4
rxn04397,>,-127.23,0.4
rxn04398,>,-127.23,0.4
rxn04399,>,-127.23,0.4
rxn04400,>,-127.23,0.4
rxn04401,>,-127.23,0.4
